actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-03-08T03:10:13.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-03-08T03:10:13Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2024-03-08T03:10:16.6Z,1,REGULAR,jumpball,recovered,[],203084,,,1610612758,0,0,2024-03-08T03:10:16Z,40000,False,,,0,,Jump Ball D. Sabonis vs. Z. Collins: Tip to H. Barnes,"[203084, 1627734, 1628380]",1610612758.0,SAC,startperiod,H. Barnes,203084.0,Barnes,H. Barnes,Sabonis,1627734.0,Collins,1628380.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M38.00S,2024-03-08T03:10:34.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628989,92.46057818659659,54.90196078431373,1610612758,0,0,2024-03-08T03:10:41Z,70000,False,25.0,18.0,1,right,MISS K. Huerter driving bank Shot,[1628989],1610612758.0,SAC,driving bank,,,Huerter,K. Huerter,,,,,Restricted Area,0-8 Center,3.06,Missed,,,,,,,,,,,,,,,,,,
8,PT11M36.00S,2024-03-08T03:10:36.8Z,1,REGULAR,rebound,offensive,[],1628989,,,1610612758,0,0,2024-03-08T03:16:34Z,80000,False,,,0,,K. Huerter REBOUND (Off:1 Def:0),[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Restricted Area,0-8 Center,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,
11,PT11M36.00S,2024-03-08T03:10:42.9Z,1,REGULAR,turnover,traveling,[],1628989,,,1610612758,0,0,2024-03-08T03:10:58Z,110000,False,,,0,,K. Huerter traveling TURNOVER (1 TO),[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,202058.0,1.0,,,,,,,,,,,,
12,PT11M16.00S,2024-03-08T03:11:10.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628380,33.327858081471746,54.166666666666664,1610612759,0,3,2024-03-08T03:11:14Z,120000,False,-21.0,261.0,1,left,Z. Collins 26' 3PT  (3 PTS) (T. Jones 1 AST),"[1628380, 1630200]",1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Above the Break 3,24+ Center,26.16,Made,,,,,,,3.0,T. Jones,1630200.0,1.0,,,,,,,,
14,PT11M04.00S,2024-03-08T03:11:21.3Z,1,REGULAR,3pt,Jump Shot,[],203084,71.96123521681997,84.55882352941177,1610612758,0,3,2024-03-08T03:11:30Z,140000,False,173.0,211.0,1,right,MISS H. Barnes 27' 3PT,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Right Center,27.28,Missed,,,,,,,,,,,,,,,,,,
15,PT11M04.00S,2024-03-08T03:11:26.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612758,0,3,2024-03-08T03:11:26Z,150000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Above the Break 3,24+ Right Center,,,14.0,,,,,,,,,,,,,,,,,
16,PT11M04.00S,2024-03-08T03:11:28.9Z,1,REGULAR,foul,personal,[],1628380,,,1610612758,0,3,2024-03-08T03:14:23Z,160000,False,,,0,,Z. Collins loose ball personal FOUL (1 PF),"[1628380, 1627734]",1610612759.0,SAS,loose ball,,,Collins,Z. Collins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1204.0,,,,,,1.0,0.0,Sabonis,1627734.0,,,,
18,PT10M55.00S,2024-03-08T03:11:55.0Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1628368,83.39356110381078,32.1078431372549,1610612758,0,3,2024-03-08T03:12:00Z,180000,False,-89.0,104.0,1,right,MISS D. Fox 13' driving bank Shot,[1628368],1610612758.0,SAC,driving bank,,,Fox,D. Fox,,,,,Mid-Range,8-16 Left,13.69,Missed,,,,,,,,,,,,,,,,,,
