actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-04-12T02:05:22.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-04-12T02:05:22Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M44.00S,2024-04-12T02:05:36.8Z,1,REGULAR,jumpball,recovered,[],203468,,,1610612740,0,0,2024-04-12T02:05:36Z,40000,False,,,0,,Jump Ball J. Valanciunas vs. D. Sabonis: Tip to C. McCollum,"[203468, 202685, 1627734]",1610612740.0,NOP,startperiod,C. McCollum,203468.0,McCollum,C. McCollum,Valanciunas,202685.0,Sabonis,1627734.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M36.00S,2024-04-12T02:05:44.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202685,12.697109067017081,53.18627450980392,1610612740,0,2,2024-04-12T02:06:06Z,70000,False,-16.0,67.0,1,left,J. Valanciunas 6' turnaround bank Hook (2 PTS),[202685],1610612740.0,NOP,turnaround bank,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),0-8 Center,6.88,Made,2.0,,,,,,,,,,,,,,,,,
8,PT11M13.00S,2024-04-12T02:06:08.0Z,1,REGULAR,2pt,Jump Shot,[],1631099,81.8166885676741,74.26470588235294,1610612758,0,2,2024-04-12T02:06:28Z,80000,False,121.0,118.0,1,right,MISS K. Murray 16' turnaround fadeaway Shot,[1631099],1610612758.0,SAC,turnaround fadeaway,,,Murray,K. Murray,,,,,Mid-Range,16-24 Right Center,16.95,Missed,,,,,,,,,,,,,,,,,,
9,PT11M10.00S,2024-04-12T02:06:11.0Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,0,2,2024-04-12T02:06:16Z,90000,False,,,0,,J. Valanciunas REBOUND (Off:0 Def:1),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Mid-Range,16-24 Right Center,,,,8.0,1.0,1.0,0.0,,,,,,,,,,,,,
10,PT11M04.00S,2024-04-12T02:06:17.5Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1629627,12.171484888304862,52.450980392156865,1610612740,0,2,2024-04-12T02:07:20Z,100000,False,-12.0,62.0,1,left,MISS Z. Williamson 6' driving floating Shot,[1629627],1610612740.0,NOP,driving floating,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,6.31,Missed,,,,,,,,,,,,,,,,,,
11,PT11M00.00S,2024-04-12T02:06:21.5Z,1,REGULAR,rebound,defensive,[],1628368,,,1610612758,0,2,2024-04-12T02:07:20Z,110000,False,,,0,,D. Fox REBOUND (Off:0 Def:1),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,In The Paint (Non-RA),0-8 Center,,,,10.0,1.0,1.0,0.0,,,,,,,,,,,,,
12,PT10M38.00S,2024-04-12T02:06:44.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627734,82.7365308804205,45.83333333333333,1610612758,0,2,2024-04-12T02:06:50Z,120000,False,-21.0,110.0,1,right,MISS D. Sabonis 11' floating Shot,[1627734],1610612758.0,SAC,floating,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),8-16 Center,11.18,Missed,,,,,,,,,,,,,,,,,,
13,PT10M33.00S,2024-04-12T02:06:49.1Z,1,REGULAR,rebound,defensive,[],1630530,,,1610612740,0,2,2024-04-12T02:06:50Z,130000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:1),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,In The Paint (Non-RA),8-16 Center,,,,12.0,1.0,1.0,0.0,,,,,,,,,,,,,
14,PT10M28.00S,2024-04-12T02:06:53.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203468,30.305519053876477,24.509803921568626,1610612740,0,2,2024-04-12T02:35:03Z,140000,False,127.0,232.0,1,left,MISS C. McCollum 26' running 3PT,[203468],1610612740.0,NOP,running,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,26.51,Missed,,,,,,,,,,,,,,,,,,
15,PT10M26.00S,2024-04-12T02:06:55.8Z,1,REGULAR,rebound,offensive,[],1630529,,,1610612740,0,2,2024-04-12T02:06:55Z,150000,False,,,0,,H. Jones REBOUND (Off:1 Def:0),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Above the Break 3,24+ Right Center,,,,14.0,1.0,0.0,1.0,,,,,,,,,,,,,
