actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-12-17T03:10:23.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-12-17T03:10:23Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-12-17T03:10:25.6Z,1,REGULAR,jumpball,recovered,[],203084,,,1610612758,0,0,2023-12-17T03:10:25Z,40000,False,,,0,,Jump Ball D. Sabonis vs. K. Olynyk: Tip to H. Barnes,"[203084, 1627734, 203482]",1610612758.0,SAC,startperiod,H. Barnes,203084.0,Barnes,H. Barnes,Sabonis,1627734.0,Olynyk,203482.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M46.00S,2023-12-17T03:10:36.1Z,1,REGULAR,2pt,Jump Shot,[],203084,90.09526938239159,69.6078431372549,1610612758,0,0,2023-12-17T03:10:41Z,70000,False,98.0,41.0,1,right,MISS H. Barnes 10' fadeaway Shot,[203084],1610612758.0,SAC,fadeaway,,,Barnes,H. Barnes,,,,,Mid-Range,8-16 Right,10.61,Missed,,,,,,,,,,,,,,,,,,
8,PT11M44.00S,2023-12-17T03:10:38.1Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612762,0,0,2023-12-17T03:10:41Z,80000,False,,,0,,L. Markkanen REBOUND (Off:0 Def:1),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Mid-Range,8-16 Right,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M35.00S,2023-12-17T03:10:47.7Z,1,REGULAR,turnover,bad pass,[],1627739,,,1610612762,0,0,2023-12-17T03:11:54Z,90000,False,,,0,,K. Dunn bad pass TURNOVER (1 TO),"[1627739, 1627734]",1610612762.0,UTA,,,,Dunn,K. Dunn,,,,,Above the Break 3,24+ Center,,,,,,,1.0,Sabonis,1627734.0,,,,,,,,,,,
10,PT11M35.00S,2023-12-17T03:10:47.7Z,1,REGULAR,steal,,[],1627734,,,1610612758,0,0,2023-12-17T03:10:50Z,100000,False,,,0,,D. Sabonis STEAL (1 STL),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
11,PT11M30.00S,2023-12-17T03:10:51.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627734,92.72339027595268,45.09803921568628,1610612758,2,0,2023-12-17T03:11:00Z,110000,False,-25.0,16.0,1,right,D. Sabonis running finger roll Layup (2 PTS),[1627734],1610612758.0,SAC,running finger roll,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,2.92,Made,,,,,,,,2.0,,,,,,,,,,
12,PT11M13.00S,2023-12-17T03:11:09.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627739,5.995400788436268,37.00980392156863,1610612762,2,0,2023-12-17T03:11:13Z,120000,False,65.0,4.0,1,left,MISS K. Dunn 6' pullup Shot,[1627739],1610612762.0,UTA,pullup,,,Dunn,K. Dunn,,,,,In The Paint (Non-RA),0-8 Center,6.51,Missed,,,,,,,,,,,,,,,,,,
13,PT11M11.00S,2023-12-17T03:11:11.0Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,2,0,2023-12-17T03:11:13Z,130000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:1),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,12.0,1.0,1.0,0.0,,,,,,,,,,,,,,
14,PT11M06.00S,2023-12-17T03:11:16.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,92.06636005256242,48.77450980392157,1610612758,4,0,2023-12-17T03:12:32Z,140000,False,-6.0,22.0,1,right,D. Sabonis driving Layup (4 PTS),[1627734],1610612758.0,SAC,driving,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,2.29,Made,,,,,,,,4.0,,,,,,,,,,
