actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-12-21T03:10:09.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-12-21T03:10:09Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-12-21T03:10:12.2Z,1,REGULAR,jumpball,recovered,[],1628401,,,1610612738,0,0,2023-12-21T03:10:12Z,40000,False,,,0,,Jump Ball K. Porzingis vs. D. Sabonis: Tip to D. White,"[1628401, 204001, 1627734]",1610612738.0,BOS,startperiod,D. White,1628401.0,White,D. White,Porzingis,204001.0,Sabonis,1627734.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M40.00S,2023-12-21T03:10:28.8Z,1,REGULAR,turnover,bad pass,[],1628401,,,1610612738,0,0,2023-12-21T03:10:32Z,70000,False,,,0,,D. White bad pass TURNOVER (1 TO),"[1628401, 1628368]",1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),8-16 Right,1.0,Fox,1628368.0,,,,,,,,,,,,,,,,,
8,PT11M40.00S,2023-12-21T03:10:28.8Z,1,REGULAR,steal,,[],1628368,,,1610612758,0,0,2023-12-21T03:10:31Z,80000,False,,,0,,D. Fox STEAL (1 STL),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
9,PT11M32.00S,2023-12-21T03:10:36.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631099,94.43166885676742,3.6764705882352944,1610612758,3,0,2023-12-21T03:10:41Z,90000,False,-232.0,0.0,1,right,K. Murray 3PT  (3 PTS) (D. Sabonis 1 AST),"[1631099, 1627734]",1610612758.0,SAC,,,,Murray,K. Murray,,,,,Left Corner 3,24+ Left,,,,23.16,Made,3.0,D. Sabonis,1627734.0,1.0,,,,,,,,,,,
11,PT11M11.00S,2023-12-21T03:10:57.5Z,1,REGULAR,3pt,Jump Shot,[],204001,28.203022339027594,78.43137254901961,1610612738,3,3,2023-12-21T03:11:01Z,110000,False,-142.0,213.0,1,left,K. Porzingis 25' 3PT  (3 PTS) (J. Brown 1 AST),"[204001, 1627759]",1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Left Center,,,,25.58,Made,3.0,J. Brown,1627759.0,1.0,,,,,,,,,,,
13,PT10M53.00S,2023-12-21T03:11:15.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628989,84.44480946123521,64.4607843137255,1610612758,3,3,2023-12-21T03:11:20Z,130000,False,72.0,94.0,1,right,MISS K. Huerter 11' pullup Shot,[1628989],1610612758.0,SAC,pullup,,,Huerter,K. Huerter,,,,,In The Paint (Non-RA),8-16 Right,,,,11.84,Missed,,,,,,,,,,,,,,,
14,PT10M50.00S,2023-12-21T03:11:18.6Z,1,REGULAR,rebound,defensive,[],204001,,,1610612738,3,3,2023-12-21T03:11:20Z,140000,False,,,0,,K. Porzingis REBOUND (Off:0 Def:1),[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,13.0,1.0,1.0,0.0,,,,,,,
15,PT10M48.00S,2023-12-21T03:11:25.4Z,1,REGULAR,foul,personal,[],1631099,,,1610612738,3,3,2023-12-21T03:11:37Z,150000,False,,,0,,K. Murray personal FOUL (1 PF),"[1631099, 1627759]",1610612758.0,SAC,,,,Murray,K. Murray,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,1630886.0,1.0,0.0,Brown,1627759.0,,
17,PT10M43.00S,2023-12-21T03:11:48.8Z,1,REGULAR,3pt,Jump Shot,[],201950,27.808804204993432,77.69607843137256,1610612738,3,3,2023-12-21T03:12:08Z,170000,False,-138.0,209.0,1,left,MISS J. Holiday 25' step back 3PT,[201950],1610612738.0,BOS,step back,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Left Center,,,,25.06,Missed,,,,,,,,,,,,,,,
18,PT10M40.00S,2023-12-21T03:11:51.8Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,3,3,2023-12-21T03:11:52Z,180000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:1),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,17.0,1.0,1.0,0.0,,,,,,,
19,PT10M26.00S,2023-12-21T03:12:06.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203084,91.93495400788436,54.166666666666664,1610612758,3,3,2023-12-21T03:12:16Z,190000,False,21.0,23.0,1,right,MISS H. Barnes driving DUNK - blocked,"[203084, 204001]",1610612758.0,SAC,driving,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,,,,3.12,Missed,,,,,,,,,,,,,,Porzingis,204001.0
20,PT10M26.00S,2023-12-21T03:12:06.4Z,1,REGULAR,block,,[],204001,,,1610612758,3,3,2023-12-21T03:12:10Z,200000,False,,,0,,K. Porzingis BLOCK (1 BLK),[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
21,PT10M20.00S,2023-12-21T03:12:12.4Z,1,REGULAR,rebound,offensive,[],1627734,,,1610612758,3,3,2023-12-21T03:12:16Z,210000,False,,,0,,D. Sabonis REBOUND (Off:1 Def:1),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,,,,,,,19.0,2.0,1.0,1.0,,,,,,,
22,PT10M20.00S,2023-12-21T03:12:11.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627734,92.46057818659659,49.754901960784316,1610612758,3,3,2023-12-21T03:13:02Z,220000,False,-1.0,18.0,1,right,MISS D. Sabonis putback Layup,[1627734],1610612758.0,SAC,putback,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,1.84,Missed,,,,,,,,,,,,,,,
23,PT10M18.00S,2023-12-21T03:12:13.2Z,1,REGULAR,rebound,offensive,[],1628368,,,1610612758,3,3,2023-12-21T03:12:13Z,230000,False,,,0,,D. Fox REBOUND (Off:1 Def:0),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,,,,,,,,,,22.0,1.0,0.0,1.0,,,,,,,
24,PT10M16.00S,2023-12-21T03:12:15.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631099,77.7431011826544,10.784313725490197,1610612758,6,3,2023-12-21T03:12:23Z,240000,False,-196.0,157.0,1,right,K. Murray 25' 3PT  (6 PTS) (D. Fox 1 AST),"[1631099, 1628368]",1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Left Center,,,,25.1,Made,6.0,D. Fox,1628368.0,1.0,,,,,,,,,,,
26,PT10M04.00S,2023-12-21T03:12:27.0Z,1,REGULAR,2pt,Jump Shot,[],204001,18.347568988173457,71.56862745098039,1610612738,6,3,2023-12-21T03:12:31Z,260000,False,-108.0,120.0,1,left,MISS K. Porzingis 16' Jump Shot,[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,Mid-Range,16-24 Left Center,,,,16.13,Missed,,,,,,,,,,,,,,,
27,PT10M02.00S,2023-12-21T03:12:29.0Z,1,REGULAR,rebound,defensive,[],1628989,,,1610612758,6,3,2023-12-21T03:12:31Z,270000,False,,,0,,K. Huerter REBOUND (Off:0 Def:1),[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,26.0,1.0,1.0,0.0,,,,,,,
28,PT09M48.00S,2023-12-21T03:12:43.9Z,1,REGULAR,3pt,Jump Shot,[],1628368,66.44218134034165,62.00980392156863,1610612758,9,3,2023-12-21T03:13:37Z,280000,False,60.0,263.0,1,right,D. Fox 26' 3PT pullup (3 PTS) (D. Sabonis 2 AST),"[1628368, 1627734]",1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,Above the Break 3,24+ Center,,,,26.97,Made,3.0,D. Sabonis,1627734.0,2.0,,,,,,,,,,,
30,PT09M30.00S,2023-12-21T03:13:01.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627759,6.652431011826544,50.0,1610612738,9,5,2023-12-21T03:13:05Z,300000,False,0.0,10.0,1,left,J. Brown driving DUNK (2 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,1.0,Made,2.0,,,,,,,,,,,,,,
31,PT09M22.00S,2023-12-21T03:13:11.2Z,1,REGULAR,foul,personal,['2freethrow'],1627759,,,1610612758,9,5,2023-12-21T03:13:21Z,310000,False,,,0,,J. Brown shooting personal FOUL (1 PF) (Fox 2 FT),"[1627759, 1628368]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,1630886.0,1.0,0.0,Fox,1628368.0,,
33,PT09M22.00S,2023-12-21T03:13:44.3Z,1,REGULAR,freethrow,1 of 2,[],1628368,,,1610612758,10,5,2023-12-21T03:13:44Z,330000,False,,,0,,D. Fox Free Throw 1 of 2 (4 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,
