actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-12-05T03:05:18.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-12-05T03:05:18Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2023-12-05T03:05:21.4Z,1,REGULAR,jumpball,recovered,[],203084,,,1610612758,0,0,2023-12-05T03:05:21Z,40000,False,,,0,,Jump Ball D. Sabonis vs. J. Valanciunas: Tip to H. Barnes,"[203084, 1627734, 202685]",1610612758.0,SAC,startperiod,H. Barnes,203084.0,Barnes,H. Barnes,Sabonis,1627734.0,Valanciunas,202685.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2023-12-05T03:05:33.8Z,1,REGULAR,3pt,Jump Shot,[],1628989,72.48685939553219,17.647058823529413,1610612758,3,0,2023-12-05T03:05:40Z,70000,False,-162.0,206.0,1,right,K. Huerter 26' 3PT pullup (3 PTS) (D. Sabonis 1 AST),"[1628989, 1627734]",1610612758.0,SAC,pullup,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Left Center,26.2,Made,3.0,D. Sabonis,1627734.0,1.0,,,,,,,,,,,,,,
9,PT11M22.00S,2023-12-05T03:05:55.5Z,1,REGULAR,3pt,Jump Shot,[],203468,6.521024967148489,3.1862745098039214,1610612740,3,0,2023-12-05T03:06:01Z,90000,False,234.0,9.0,1,left,MISS C. McCollum 3PT,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Right Corner 3,24+ Right,23.43,Missed,,,,,,,,,,,,,,,,,,
10,PT11M18.00S,2023-12-05T03:05:59.5Z,1,REGULAR,rebound,defensive,[],1631099,,,1610612758,3,0,2023-12-05T03:06:01Z,100000,False,,,0,,K. Murray REBOUND (Off:0 Def:1),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Right Corner 3,24+ Right,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
11,PT11M12.00S,2023-12-05T03:06:05.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631099,92.72339027595268,50.73529411764706,1610612758,5,0,2023-12-05T03:06:10Z,110000,False,4.0,16.0,1,right,K. Murray cutting Layup (2 PTS) (D. Sabonis 2 AST),"[1631099, 1627734]",1610612758.0,SAC,cutting,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,1.63,Made,2.0,D. Sabonis,1627734.0,2.0,,,,,,,,,,,,,,
13,PT10M50.00S,2023-12-05T03:06:27.2Z,1,REGULAR,3pt,Jump Shot,[],1630529,29.6484888304862,68.87254901960785,1610612740,5,0,2023-12-05T03:06:39Z,130000,False,-94.0,226.0,1,left,MISS H. Jones 24' 3PT,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Above the Break 3,24+ Left Center,24.51,Missed,,,,,,,,,,,,,,,,,,
14,PT10M46.00S,2023-12-05T03:06:31.2Z,1,REGULAR,rebound,offensive,[],202685,,,1610612740,5,0,2023-12-05T03:06:39Z,140000,False,,,0,,J. Valanciunas REBOUND (Off:1 Def:0),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Above the Break 3,24+ Left Center,,,,,,,13.0,1.0,0.0,1.0,,,,,,,,,,
15,PT10M38.00S,2023-12-05T03:06:38.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629627,7.178055190538765,50.49019607843137,1610612740,5,2,2023-12-05T03:06:46Z,150000,False,-2.0,15.0,1,left,Z. Williamson driving Layup (2 PTS),[1629627],1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,1.52,Made,2.0,,,,,,,,,,,,,,,,,
16,PT10M31.00S,2023-12-05T03:06:46.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628989,93.51182654402102,50.49019607843137,1610612758,7,2,2023-12-05T03:06:55Z,160000,False,2.0,8.0,1,right,K. Huerter reverse Layup (5 PTS) (D. Fox 1 AST),"[1628989, 1628368]",1610612758.0,SAC,reverse,,,Huerter,K. Huerter,,,,,Restricted Area,0-8 Center,0.89,Made,5.0,D. Fox,1628368.0,1.0,,,,,,,,,,,,,,
18,PT10M24.00S,2023-12-05T03:06:53.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630529,6.521024967148489,52.20588235294118,1610612740,7,4,2023-12-05T03:07:04Z,180000,False,-11.0,9.0,1,left,H. Jones reverse Layup (2 PTS) (C. McCollum 1 AST),"[1630529, 203468]",1610612740.0,NOP,reverse,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,1.41,Made,2.0,C. McCollum,203468.0,1.0,,,,,,,,,,,,,,
20,PT10M11.00S,2023-12-05T03:07:06.0Z,1,REGULAR,3pt,Jump Shot,[],1631099,68.41327201051249,71.32352941176471,1610612758,10,4,2023-12-05T03:07:13Z,200000,False,107.0,244.0,1,right,K. Murray 26' 3PT step back (5 PTS) (D. Sabonis 3 AST),"[1631099, 1627734]",1610612758.0,SAC,step back,,,Murray,K. Murray,,,,,Above the Break 3,24+ Right Center,26.66,Made,5.0,D. Sabonis,1627734.0,3.0,,,,,,,,,,,,,,
22,PT09M55.00S,2023-12-05T03:07:22.5Z,1,REGULAR,turnover,bad pass,[],1629627,,,1610612740,10,4,2023-12-05T03:07:27Z,220000,False,,,0,,Z. Williamson bad pass TURNOVER (1 TO),"[1629627, 1627734]",1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1.0,Sabonis,1627734.0,,,,,,,
23,PT09M55.00S,2023-12-05T03:07:22.5Z,1,REGULAR,steal,,[],1627734,,,1610612758,10,4,2023-12-05T03:07:25Z,230000,False,,,0,,D. Sabonis STEAL (1 STL),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
24,PT09M46.00S,2023-12-05T03:07:31.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628368,68.67608409986859,32.35294117647059,1610612758,10,4,2023-12-05T03:08:14Z,240000,False,-88.0,242.0,1,right,MISS D. Fox 25' pullup 3PT,[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,Above the Break 3,24+ Left Center,25.75,Missed,,,,,,,,,,,,,,,,,,
25,PT09M42.00S,2023-12-05T03:07:35.8Z,1,REGULAR,rebound,defensive,[],1629627,,,1610612740,10,4,2023-12-05T03:07:38Z,250000,False,,,0,,Z. Williamson REBOUND (Off:0 Def:1),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Above the Break 3,24+ Left Center,,,,,,,24.0,1.0,1.0,0.0,,,,,,,,,,
26,PT09M34.00S,2023-12-05T03:07:42.6Z,1,REGULAR,3pt,Jump Shot,[],1629627,26.49474375821288,19.852941176470587,1610612740,10,4,2023-12-05T03:07:48Z,260000,False,151.0,197.0,1,left,MISS Z. Williamson 24' 3PT,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Above the Break 3,24+ Right Center,24.77,Missed,,,,,,,,,,,,,,,,,,
27,PT09M31.00S,2023-12-05T03:07:45.6Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,10,4,2023-12-05T03:07:48Z,270000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:1),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Right Center,,,,,,,26.0,1.0,1.0,0.0,,,,,,,,,,
28,PT09M24.00S,2023-12-05T03:07:52.6Z,1,REGULAR,3pt,Jump Shot,[],1631099,68.28186596583443,68.87254901960785,1610612758,13,4,2023-12-05T03:08:41Z,280000,False,94.0,246.0,1,right,K. Murray 26' 3PT  (8 PTS) (D. Sabonis 4 AST),"[1631099, 1627734]",1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Right Center,26.32,Made,8.0,D. Sabonis,1627734.0,4.0,,,,,,,,,,,,,,
30,PT09M23.00S,2023-12-05T03:08:06.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,13,4,2023-12-05T03:08:06Z,300000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,PT09M08.00S,2023-12-05T03:11:38.9Z,1,REGULAR,3pt,Jump Shot,[],1630529,4.155716162943495,94.36274509803921,1610612740,13,7,2023-12-05T03:11:46Z,310000,False,-222.0,-13.0,1,left,H. Jones 3PT  (5 PTS) (B. Ingram 1 AST),"[1630529, 1627742]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,Left Corner 3,24+ Left,22.22,Made,5.0,B. Ingram,1627742.0,1.0,,,,,,,,,,,,,,
