actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2024-04-13T02:40:09.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-04-13T02:40:09Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2024-04-13T02:40:13.2Z,1,REGULAR,jumpball,recovered,[],203078,,,1610612756,0,0,2024-04-13T02:40:13Z,40000,False,,,0,,Jump Ball J. Nurkic vs. D. Sabonis: Tip to B. Beal,"[203078, 203994, 1627734]",1610612756.0,PHX,startperiod,B. Beal,203078.0,Beal,B. Beal,Nurkic,203994.0,Sabonis,1627734.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M48.00S,2024-04-13T02:40:21.2Z,1,REGULAR,turnover,bad pass,[],1626164,,,1610612756,0,0,2024-04-13T02:40:25Z,70000,False,,,0,,D. Booker bad pass TURNOVER (1 TO),"[1626164, 1628368]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,Above the Break 3,24+ Left Center,1.0,Fox,1628368.0,,,,,,,,,,,,,,,,,
8,PT11M48.00S,2024-04-13T02:40:21.2Z,1,REGULAR,steal,,[],1628368,,,1610612758,0,0,2024-04-13T02:40:23Z,80000,False,,,0,,D. Fox STEAL (1 STL),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
9,PT11M39.00S,2024-04-13T02:40:30.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627734,7.5722733245729295,50.245098039215684,1610612758,0,0,2024-04-13T02:40:37Z,90000,False,-1.0,19.0,1,left,MISS D. Sabonis Layup - blocked,"[1627734, 203994]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,1.87,Missed,Nurkic,203994.0,,,,,,,,,,,,,
10,PT11M39.00S,2024-04-13T02:40:30.3Z,1,REGULAR,block,,[],203994,,,1610612758,0,0,2024-04-13T02:40:32Z,100000,False,,,0,,J. Nurkic BLOCK (1 BLK),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
11,PT11M36.00S,2024-04-13T02:40:33.3Z,1,REGULAR,rebound,defensive,[],203994,,,1610612756,0,0,2024-04-13T02:40:37Z,110000,False,,,0,,J. Nurkic REBOUND (Off:0 Def:1),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,
12,PT11M32.00S,2024-04-13T02:40:36.6Z,1,REGULAR,turnover,bad pass,[],1626164,,,1610612756,0,0,2024-04-13T02:40:43Z,120000,False,,,0,,D. Booker bad pass TURNOVER (2 TO),"[1626164, 1631165]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,In The Paint (Non-RA),8-16 Right,2.0,Ellis,1631165.0,,,,,,,,,,,,,,,,,
13,PT11M32.00S,2024-04-13T02:40:36.6Z,1,REGULAR,steal,,[],1631165,,,1610612758,0,0,2024-04-13T02:42:20Z,130000,False,,,0,,K. Ellis STEAL (1 STL),[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
14,PT11M24.00S,2024-04-13T02:40:45.1Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1628368,14.799605781865965,38.48039215686275,1610612758,0,0,2024-04-13T02:40:54Z,140000,False,58.0,87.0,1,left,MISS D. Fox 10' turnaround Hook,[1628368],1610612758.0,SAC,turnaround,,,Fox,D. Fox,,,,,In The Paint (Non-RA),8-16 Right,,,,10.4,Missed,,,,,,,,,,,,,,,
