actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,jumpBallRecoverdPersonId
199,PT12M00.00S,2023-11-29T03:46:41.1Z,2,REGULAR,substitution,in,['startperiod'],202709,,,1610612758,29,37,2023-11-29T03:47:20Z,1760000,False,,,0,,SUB in: C. Joseph,[202709],1610612744.0,GSW,,,,,,,,,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,
200,PT12M00.00S,2023-11-29T03:47:34.2Z,2,REGULAR,period,start,[],0,,,1610612744,29,37,2023-11-29T03:47:34Z,1770000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT11M48.00S,2023-11-29T03:47:45.1Z,2,REGULAR,3pt,Jump Shot,[],202691,26.10052562417871,18.627450980392158,1610612744,29,40,2023-11-29T03:47:50Z,1780000,False,157.0,193.0,1,left,K. Thompson 24' 3PT  (11 PTS) (C. Joseph 1 AST),"[202691, 202709]",1610612744.0,GSW,,,,,,,Above the Break 3,24+ Right Center,24.86,Made,11.0,Thompson,K. Thompson,C. Joseph,202709.0,1.0,,,,,,,,,,,,,,,
203,PT11M40.00S,2023-11-29T03:47:57.3Z,2,REGULAR,foul,offensive,[],1628370,,,1610612758,29,40,2023-11-29T03:55:37Z,1800000,False,,,0,,M. Monk offensive FOUL (2 PF),"[1628370, 202709]",1610612758.0,SAC,,,,,,,Above the Break 3,24+ Left Center,,,,Monk,M. Monk,,,,,,,,,,,,,202058.0,2.0,0.0,Joseph,202709.0,
205,PT11M40.00S,2023-11-29T03:47:57.3Z,2,REGULAR,turnover,offensive foul,[],1628370,,,1610612758,29,40,2023-11-29T03:47:57Z,1820000,False,,,0,,M. Monk offensive foul TURNOVER (2 TO),[1628370],1610612758.0,SAC,,,,,,,Above the Break 3,24+ Left Center,,,,Monk,M. Monk,,,,,,,,2.0,,,,,202058.0,,,,,
206,PT11M30.00S,2023-11-29T03:48:28.1Z,2,REGULAR,foul,technical,['1freethrow'],201580,,,1610612744,29,40,2023-11-29T03:48:47Z,1830000,False,,,0,,J. McGee defensive-3-second technical FOUL (1 Tech),[201580],1610612758.0,SAC,defensive-3-second,,,,,,In The Paint (Non-RA),0-8 Center,,,,McGee,J. McGee,,,,,,,,,,,,,202058.0,1.0,1.0,,,
207,PT11M30.00S,2023-11-29T03:48:48.2Z,2,REGULAR,freethrow,1 of 1,[],202691,,,1610612744,29,41,2023-11-29T03:48:48Z,1840000,False,,,0,,K. Thompson technical Free Throw 1 of 1 (12 PTS),[202691],1610612744.0,GSW,technical,,,,,,,,,Made,12.0,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,
208,PT11M24.00S,2023-11-29T03:49:03.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203967,25.969119579500656,16.42156862745098,1610612744,29,44,2023-11-29T03:49:09Z,1850000,False,168.0,192.0,1,left,D. Saric 25' 3PT  (6 PTS) (C. Joseph 2 AST),"[203967, 202709]",1610612744.0,GSW,,,,,,,Above the Break 3,24+ Right Center,25.48,Made,6.0,Saric,D. Saric,C. Joseph,202709.0,2.0,,,,,,,,,,,,,,,
210,PT11M16.00S,2023-11-29T03:49:11.9Z,2,REGULAR,3pt,Jump Shot,[],1630556,86.94152431011827,3.1862745098039214,1610612758,29,44,2023-11-29T03:49:18Z,1870000,False,-234.0,70.0,1,right,MISS K. Edwards 24' 3PT,[1630556],1610612758.0,SAC,,,,,,,Left Corner 3,24+ Left,24.44,Missed,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,
211,PT11M13.00S,2023-11-29T03:49:14.9Z,2,REGULAR,rebound,defensive,[],1630228,,,1610612744,29,44,2023-11-29T03:49:18Z,1880000,False,,,0,,J. Kuminga REBOUND (Off:0 Def:1),[1630228],1610612744.0,GSW,,,,,,,Left Corner 3,24+ Left,,,,Kuminga,J. Kuminga,,,,210.0,1.0,1.0,0.0,,,,,,,,,,,
212,PT11M06.00S,2023-11-29T03:49:22.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630228,7.440867279894875,54.41176470588235,1610612744,29,44,2023-11-29T03:49:34Z,1890000,False,-22.0,17.0,1,left,MISS J. Kuminga turnaround Shot - blocked,"[1630228, 201580]",1610612744.0,GSW,turnaround,,,,,,Restricted Area,0-8 Center,2.81,Missed,,Kuminga,J. Kuminga,,,,,,,,,,,McGee,201580.0,,,,,,
213,PT11M06.00S,2023-11-29T03:49:22.5Z,2,REGULAR,block,,[],201580,,,1610612744,29,44,2023-11-29T03:49:25Z,1900000,False,,,0,,J. McGee BLOCK (2 BLK),[201580],1610612758.0,SAC,,,,,,,Restricted Area,0-8 Center,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,
214,PT11M02.00S,2023-11-29T03:49:26.5Z,2,REGULAR,rebound,defensive,[],1630556,,,1610612758,29,44,2023-11-29T03:49:34Z,1910000,False,,,0,,K. Edwards REBOUND (Off:0 Def:2),[1630556],1610612758.0,SAC,,,,,,,Restricted Area,0-8 Center,,,,Edwards,K. Edwards,,,,212.0,2.0,2.0,0.0,,,,,,,,,,,
215,PT10M59.00S,2023-11-29T03:49:30.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628368,91.67214191852825,59.80392156862745,1610612758,29,44,2023-11-29T03:56:32Z,1920000,False,49.0,26.0,1,right,MISS D. Fox driving Layup,[1628368],1610612758.0,SAC,driving,,,,,,In The Paint (Non-RA),0-8 Center,5.54,Missed,,Fox,D. Fox,,,,,,,,,,,,,,,,,,
216,PT10M58.00S,2023-11-29T03:49:31.3Z,2,REGULAR,rebound,offensive,[],201580,,,1610612758,29,44,2023-11-29T03:59:40Z,1930000,False,,,0,,J. McGee REBOUND (Off:1 Def:0),[201580],1610612758.0,SAC,,,,,,,In The Paint (Non-RA),0-8 Center,,,,McGee,J. McGee,,,,215.0,1.0,0.0,1.0,,,,,,,,,,,
217,PT10M58.00S,2023-11-29T03:49:34.6Z,2,REGULAR,foul,personal,['2freethrow'],1630228,,,1610612758,29,44,2023-11-29T03:49:48Z,1940000,False,,,0,,J. Kuminga shooting personal FOUL (2 PF) (McGee 2 FT),"[1630228, 201580]",1610612744.0,GSW,shooting,,,,,,Restricted Area,0-8 Center,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,203591.0,2.0,0.0,McGee,201580.0,
219,PT10M58.00S,2023-11-29T03:49:58.3Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],201580,,,1610612758,29,44,2023-11-29T03:59:40Z,1960000,False,,,0,,MISS J. McGee Free Throw 1 of 2,[201580],1610612758.0,SAC,,,,,,,,,,Missed,,McGee,J. McGee,,,,,,,,,,,,,,,,,,
220,PT10M58.00S,2023-11-29T03:49:58.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,29,44,2023-11-29T03:49:58Z,1970000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,219.0,,,,,,,,,,,,,,
221,PT10M58.00S,2023-11-29T03:49:59.8Z,2,REGULAR,substitution,out,[],1630556,,,1610612758,29,44,2023-11-29T03:50:12Z,1980000,False,,,0,,SUB out: K. Edwards,[1630556],1610612758.0,SAC,,,,,,,,,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,
222,PT10M58.00S,2023-11-29T03:49:59.8Z,2,REGULAR,substitution,in,[],203084,,,1610612758,29,44,2023-11-29T03:50:12Z,1990000,False,,,0,,SUB in: H. Barnes,[203084],1610612758.0,SAC,,,,,,,,,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,
223,PT10M58.00S,2023-11-29T03:50:19.6Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],201580,,,1610612758,30,44,2023-11-29T03:59:40Z,2000000,False,,,0,,J. McGee Free Throw 2 of 2 (1 PTS),[201580],1610612758.0,SAC,,,,,,,,,,Made,1.0,McGee,J. McGee,,,,,,,,,,,,,,,,,,
224,PT10M45.00S,2023-11-29T03:50:37.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202691,8.492115637319317,44.6078431372549,1610612744,30,44,2023-11-29T03:57:41Z,2010000,False,27.0,27.0,1,left,MISS K. Thompson alley-oop Layup,[202691],1610612744.0,GSW,alley-oop,,,,,,Restricted Area,0-8 Center,3.84,Missed,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,
225,PT10M43.00S,2023-11-29T03:50:40.0Z,2,REGULAR,rebound,defensive,[],203084,,,1610612758,30,44,2023-11-29T03:50:40Z,2020000,False,,,0,,H. Barnes REBOUND (Off:0 Def:2),[203084],1610612758.0,SAC,,,,,,,Restricted Area,0-8 Center,,,,Barnes,H. Barnes,,,,224.0,2.0,2.0,0.0,,,,,,,,,,,
226,PT10M38.00S,2023-11-29T03:50:43.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1626168,94.03745072273325,4.166666666666666,1610612758,30,44,2023-11-29T03:51:02Z,2030000,False,-229.0,4.0,1,right,MISS T. Lyles running 3PT,[1626168],1610612758.0,SAC,running,,,,,,Left Corner 3,24+ Left,22.92,Missed,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,
227,PT10M35.00S,2023-11-29T03:50:46.9Z,2,REGULAR,rebound,defensive,[],202709,,,1610612744,30,44,2023-11-29T03:51:02Z,2040000,False,,,0,,C. Joseph REBOUND (Off:0 Def:1),[202709],1610612744.0,GSW,,,,,,,Left Corner 3,24+ Left,,,,Joseph,C. Joseph,,,,226.0,1.0,1.0,0.0,,,,,,,,,,,
228,PT10M28.00S,2023-11-29T03:50:56.4Z,2,REGULAR,turnover,palming,[],1630228,,,1610612744,30,44,2023-11-29T03:51:11Z,2050000,False,,,0,,J. Kuminga palming TURNOVER (2 TO),[1630228],1610612744.0,GSW,,,,,,,Above the Break 3,24+ Right Center,,,,Kuminga,J. Kuminga,,,,,,,,2.0,,,,,202058.0,,,,,
229,PT10M17.00S,2023-11-29T03:51:17.8Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",201580,85.10183968462549,43.38235294117647,1610612758,30,44,2023-11-29T03:58:45Z,2060000,False,-33.0,88.0,1,right,MISS J. McGee 9' driving Hook,[201580],1610612758.0,SAC,driving,,,,,,In The Paint (Non-RA),8-16 Center,9.36,Missed,,McGee,J. McGee,,,,,,,,,,,,,,,,,,
230,PT10M14.00S,2023-11-29T03:51:20.3Z,2,REGULAR,rebound,defensive,[],202709,,,1610612744,30,44,2023-11-29T03:51:20Z,2070000,False,,,0,,C. Joseph REBOUND (Off:0 Def:2),[202709],1610612744.0,GSW,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Joseph,C. Joseph,,,,229.0,2.0,2.0,0.0,,,,,,,,,,,
231,PT09M58.00S,2023-11-29T03:51:36.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203967,7.703679369250986,57.107843137254896,1610612744,30,46,2023-11-29T03:59:37Z,2080000,False,-36.0,20.0,1,left,D. Saric driving Layup (8 PTS),[203967],1610612744.0,GSW,driving,,,,,,Restricted Area,0-8 Center,4.07,Made,8.0,Saric,D. Saric,,,,,,,,,,,,,,,,,,
232,PT09M51.00S,2023-11-29T03:51:46.6Z,2,REGULAR,foul,personal,['2freethrow'],202691,,,1610612758,30,46,2023-11-29T03:51:53Z,2090000,False,,,0,,K. Thompson shooting personal FOUL (1 PF) (Fox 2 FT),"[202691, 1628368]",1610612744.0,GSW,shooting,,,,,,In The Paint (Non-RA),8-16 Center,,,,Thompson,K. Thompson,,,,,,,,,,,,,202037.0,1.0,0.0,Fox,1628368.0,
236,PT09M51.00S,2023-11-29T03:52:08.6Z,2,REGULAR,freethrow,1 of 2,[],1628368,,,1610612758,30,46,2023-11-29T03:52:08Z,2110000,False,,,0,,MISS D. Fox Free Throw 1 of 2,[1628368],1610612758.0,SAC,,,,,,,,,,Missed,,Fox,D. Fox,,,,,,,,,,,,,,,,,,
237,PT09M51.00S,2023-11-29T03:52:08.6Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,30,46,2023-11-29T03:52:08Z,2120000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,236.0,,,,,,,,,,,,,,
238,PT09M51.00S,2023-11-29T03:52:10.9Z,2,REGULAR,substitution,out,[],201580,,,1610612758,30,46,2023-11-29T03:52:17Z,2130000,False,,,0,,SUB out: J. McGee,[201580],1610612758.0,SAC,,,,,,,,,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,
239,PT09M51.00S,2023-11-29T03:52:10.9Z,2,REGULAR,substitution,in,[],1627734,,,1610612758,30,46,2023-11-29T03:52:17Z,2140000,False,,,0,,SUB in: D. Sabonis,[1627734],1610612758.0,SAC,,,,,,,,,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,
240,PT09M51.00S,2023-11-29T03:52:30.5Z,2,REGULAR,freethrow,2 of 2,[],1628368,,,1610612758,31,46,2023-11-29T03:52:30Z,2150000,False,,,0,,D. Fox Free Throw 2 of 2 (7 PTS),[1628368],1610612758.0,SAC,,,,,,,,,,Made,7.0,Fox,D. Fox,,,,,,,,,,,,,,,,,,
241,PT09M37.00S,2023-11-29T03:52:44.0Z,2,REGULAR,3pt,Jump Shot,[],203952,26.363337713534822,81.61764705882352,1610612744,31,46,2023-11-29T03:52:56Z,2160000,False,-158.0,195.0,1,left,MISS A. Wiggins 25' 3PT,[203952],1610612744.0,GSW,,,,,,,Above the Break 3,24+ Left Center,25.13,Missed,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,
242,PT09M34.00S,2023-11-29T03:52:47.0Z,2,REGULAR,rebound,defensive,[],1628368,,,1610612758,31,46,2023-11-29T03:52:56Z,2170000,False,,,0,,D. Fox REBOUND (Off:0 Def:3),[1628368],1610612758.0,SAC,,,,,,,Above the Break 3,24+ Left Center,,,,Fox,D. Fox,,,,241.0,3.0,3.0,0.0,,,,,,,,,,,
243,PT09M32.00S,2023-11-29T03:52:53.0Z,2,REGULAR,turnover,out-of-bounds,[],1628368,,,1610612758,31,46,2023-11-29T04:01:27Z,2180000,False,,,0,,D. Fox lost ball out-of-bounds TURNOVER (1 TO),[1628368],1610612758.0,SAC,lost ball,,,,,,Above the Break 3,24+ Right Center,,,,Fox,D. Fox,,,,,,,,1.0,,,,,,,,,,
244,PT09M32.00S,2023-11-29T03:53:01.1Z,2,REGULAR,substitution,out,[],1628370,,,1610612744,31,46,2023-11-29T03:53:12Z,2190000,False,,,0,,SUB out: M. Monk,[1628370],1610612758.0,SAC,,,,,,,,,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,
245,PT09M32.00S,2023-11-29T03:53:01.1Z,2,REGULAR,substitution,in,[],1628989,,,1610612744,31,46,2023-11-29T03:53:12Z,2200000,False,,,0,,SUB in: K. Huerter,[1628989],1610612758.0,SAC,,,,,,,,,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,
246,PT09M22.00S,2023-11-29T03:53:32.1Z,2,REGULAR,turnover,traveling,[],202691,,,1610612744,31,46,2023-11-29T03:53:40Z,2210000,False,,,0,,K. Thompson traveling TURNOVER (1 TO),[202691],1610612744.0,GSW,,,,,,,Mid-Range,8-16 Center,,,,Thompson,K. Thompson,,,,,,,,1.0,,,,,202058.0,,,,,
247,PT09M10.00S,2023-11-29T03:53:53.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628989,65.1281208935611,52.450980392156865,1610612758,34,46,2023-11-29T03:53:59Z,2220000,False,12.0,275.0,1,right,K. Huerter 27' 3PT  (9 PTS) (D. Sabonis 4 AST),"[1628989, 1627734]",1610612758.0,SAC,,,,,,,Above the Break 3,24+ Center,27.56,Made,9.0,Huerter,K. Huerter,D. Sabonis,1627734.0,4.0,,,,,,,,,,,,,,,
249,PT09M03.00S,2023-11-29T03:54:12.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,34,46,2023-11-29T03:54:12Z,2240000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT09M03.00S,2023-11-29T03:56:39.2Z,2,REGULAR,substitution,out,[],1628368,,,1610612744,34,46,2023-11-29T03:57:09Z,2250000,False,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,,,,,,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,
251,PT09M03.00S,2023-11-29T03:56:39.2Z,2,REGULAR,substitution,out,[],1630228,,,1610612744,34,46,2023-11-29T03:57:09Z,2260000,False,,,0,,SUB out: J. Kuminga,[1630228],1610612744.0,GSW,,,,,,,,,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,
252,PT09M03.00S,2023-11-29T03:56:39.2Z,2,REGULAR,substitution,out,[],202709,,,1610612744,34,46,2023-11-29T03:57:09Z,2270000,False,,,0,,SUB out: C. Joseph,[202709],1610612744.0,GSW,,,,,,,,,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,
253,PT09M03.00S,2023-11-29T03:56:39.2Z,2,REGULAR,substitution,out,[],203967,,,1610612744,34,46,2023-11-29T03:57:09Z,2280000,False,,,0,,SUB out: D. Saric,[203967],1610612744.0,GSW,,,,,,,,,,,,Saric,D. Saric,,,,,,,,,,,,,,,,,,
254,PT09M03.00S,2023-11-29T03:56:39.2Z,2,REGULAR,substitution,in,[],1630558,,,1610612744,34,46,2023-11-29T03:57:09Z,2290000,False,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,,,,,,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,
255,PT09M03.00S,2023-11-29T03:56:39.2Z,2,REGULAR,substitution,in,[],1626172,,,1610612744,34,46,2023-11-29T03:57:09Z,2300000,False,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,,,,,,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,
256,PT09M03.00S,2023-11-29T03:56:39.2Z,2,REGULAR,substitution,in,[],203110,,,1610612744,34,46,2023-11-29T03:57:09Z,2310000,False,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,,,,,,,,,Green,D. Green,,,,,,,,,,,,,,,,,,
257,PT09M03.00S,2023-11-29T03:56:39.2Z,2,REGULAR,substitution,in,[],201939,,,1610612744,34,46,2023-11-29T03:57:09Z,2320000,False,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,,,,,,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,
258,PT08M57.00S,2023-11-29T03:57:35.1Z,2,REGULAR,3pt,Jump Shot,[],201939,32.14520367936925,71.32352941176471,1610612744,34,46,2023-11-29T03:58:27Z,2330000,False,-107.0,250.0,1,left,MISS S. Curry 27' 3PT,[201939],1610612744.0,GSW,,,,,,,Above the Break 3,24+ Left Center,27.15,Missed,,Curry,S. Curry,,,,,,,,,,,,,,,,,,
259,PT08M54.00S,2023-11-29T03:57:37.7Z,2,REGULAR,rebound,defensive,[],1628989,,,1610612758,34,46,2023-11-29T03:57:37Z,2340000,False,,,0,,K. Huerter REBOUND (Off:0 Def:2),[1628989],1610612758.0,SAC,,,,,,,Above the Break 3,24+ Left Center,,,,Huerter,K. Huerter,,,,258.0,2.0,2.0,0.0,,,,,,,,,,,
260,PT08M50.00S,2023-11-29T03:57:50.5Z,2,REGULAR,foul,personal,[],203952,,,1610612758,34,46,2023-11-29T04:03:31Z,2350000,False,,,0,,A. Wiggins personal FOUL (1 PF),"[203952, 1627734]",1610612744.0,GSW,,,,,,,Mid-Range,16-24 Left,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,203591.0,1.0,0.0,Sabonis,1627734.0,
262,PT08M50.00S,2023-11-29T03:57:59.2Z,2,REGULAR,substitution,out,[],202691,,,1610612758,34,46,2023-11-29T03:58:07Z,2370000,False,,,0,,SUB out: K. Thompson,[202691],1610612744.0,GSW,,,,,,,,,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,
263,PT08M50.00S,2023-11-29T03:57:59.2Z,2,REGULAR,substitution,in,[],1630541,,,1610612758,34,46,2023-11-29T03:58:07Z,2380000,False,,,0,,SUB in: M. Moody,[1630541],1610612744.0,GSW,,,,,,,,,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,
264,PT08M39.00S,2023-11-29T03:58:18.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1627734,93.38042049934296,51.71568627450981,1610612758,36,46,2023-11-29T04:03:11Z,2390000,False,9.0,10.0,1,right,D. Sabonis cutting DUNK (4 PTS) (K. Huerter 1 AST),"[1627734, 1628989]",1610612758.0,SAC,cutting,,,,,,Restricted Area,0-8 Center,1.3,Made,4.0,Sabonis,D. Sabonis,K. Huerter,1628989.0,1.0,,,,,,,,,,,,,,,
266,PT08M14.00S,2023-11-29T03:58:43.9Z,2,REGULAR,2pt,Jump Shot,[],203952,13.87976346911958,73.0392156862745,1610612744,36,48,2023-11-29T04:03:35Z,2410000,False,-115.0,78.0,1,left,A. Wiggins 13' pullup Jump Shot (10 PTS) (K. Looney 1 AST),"[203952, 1626172]",1610612744.0,GSW,pullup,,,,,,Mid-Range,8-16 Left,13.91,Made,10.0,Wiggins,A. Wiggins,K. Looney,1626172.0,1.0,,,,,,,,,,,,,,,
268,PT08M00.00S,2023-11-29T03:58:57.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630558,92.06636005256242,58.333333333333336,1610612758,36,48,2023-11-29T04:03:49Z,2430000,False,42.0,22.0,1,right,MISS D. Mitchell driving Layup,[1630558],1610612758.0,SAC,driving,,,,,,In The Paint (Non-RA),0-8 Center,4.72,Missed,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,
269,PT08M00.00S,2023-11-29T03:58:57.7Z,2,REGULAR,rebound,offensive,[],1628989,,,1610612758,36,48,2023-11-29T03:59:55Z,2440000,False,,,0,,K. Huerter REBOUND (Off:1 Def:2),[1628989],1610612758.0,SAC,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Huerter,K. Huerter,,,,268.0,3.0,2.0,1.0,,,,,,,,,,,
270,PT07M52.00S,2023-11-29T03:59:05.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1626168,92.85479632063075,4.411764705882353,1610612758,36,48,2023-11-29T04:04:34Z,2450000,False,-228.0,15.0,1,right,MISS T. Lyles pullup 3PT,[1626168],1610612758.0,SAC,pullup,,,,,,Left Corner 3,24+ Left,22.84,Missed,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,
271,PT07M50.00S,2023-11-29T03:59:07.2Z,2,REGULAR,rebound,defensive,[],203952,,,1610612744,36,48,2023-11-29T03:59:59Z,2460000,False,,,0,,A. Wiggins REBOUND (Off:0 Def:2),[203952],1610612744.0,GSW,,,,,,,Left Corner 3,24+ Left,,,,Wiggins,A. Wiggins,,,,270.0,2.0,2.0,0.0,,,,,,,,,,,
272,PT07M43.00S,2023-11-29T03:59:15.3Z,2,REGULAR,turnover,lost ball,[],203952,,,1610612744,36,48,2023-11-29T04:05:32Z,2470000,False,,,0,,A. Wiggins lost ball TURNOVER (2 TO),"[203952, 1630558]",1610612744.0,GSW,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Wiggins,A. Wiggins,,,,,,,,2.0,Mitchell,1630558.0,,,,,,,,
273,PT07M43.00S,2023-11-29T03:59:15.3Z,2,REGULAR,steal,,[],1630558,,,1610612758,36,48,2023-11-29T03:59:17Z,2480000,False,,,0,,D. Mitchell STEAL (1 STL),[1630558],1610612758.0,SAC,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,
274,PT07M34.00S,2023-11-29T03:59:24.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630558,65.78515111695138,49.754901960784316,1610612758,36,48,2023-11-29T04:00:09Z,2490000,False,-1.0,269.0,1,right,MISS D. Mitchell 26' 3PT,[1630558],1610612758.0,SAC,,,,,,,Above the Break 3,24+ Center,26.91,Missed,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,
275,PT07M29.00S,2023-11-29T03:59:27.9Z,2,REGULAR,rebound,defensive,[],203110,,,1610612744,36,48,2023-11-29T03:59:27Z,2500000,False,,,0,,D. Green REBOUND (Off:0 Def:2),[203110],1610612744.0,GSW,,,,,,,Above the Break 3,24+ Center,,,,Green,D. Green,,,,274.0,2.0,2.0,0.0,,,,,,,,,,,
276,PT07M17.00S,2023-11-29T03:59:40.6Z,2,REGULAR,3pt,Jump Shot,[],203110,30.962549277266753,67.8921568627451,1610612744,36,48,2023-11-29T04:00:12Z,2510000,False,-89.0,239.0,1,left,MISS D. Green 25' 3PT,[203110],1610612744.0,GSW,,,,,,,Above the Break 3,24+ Left Center,25.47,Missed,,Green,D. Green,,,,,,,,,,,,,,,,,,
277,PT07M15.00S,2023-11-29T03:59:42.6Z,2,REGULAR,rebound,defensive,[],1626168,,,1610612758,36,48,2023-11-29T04:00:12Z,2520000,False,,,0,,T. Lyles REBOUND (Off:0 Def:2),[1626168],1610612758.0,SAC,,,,,,,Above the Break 3,24+ Left Center,,,,Lyles,T. Lyles,,,,276.0,2.0,2.0,0.0,,,,,,,,,,,
278,PT07M04.00S,2023-11-29T03:59:54.0Z,2,REGULAR,3pt,Jump Shot,[],203084,81.02825229960578,93.13725490196079,1610612758,36,48,2023-11-29T04:00:15Z,2530000,False,216.0,126.0,1,right,MISS H. Barnes 24' 3PT,[203084],1610612758.0,SAC,,,,,,,Above the Break 3,24+ Right Center,24.97,Missed,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,
279,PT07M00.00S,2023-11-29T03:59:58.0Z,2,REGULAR,rebound,defensive,[],201939,,,1610612744,36,48,2023-11-29T04:00:15Z,2540000,False,,,0,,S. Curry REBOUND (Off:3 Def:2),[201939],1610612744.0,GSW,,,,,,,Above the Break 3,24+ Right Center,,,,Curry,S. Curry,,,,278.0,5.0,2.0,3.0,,,,,,,,,,,
280,PT06M54.00S,2023-11-29T04:00:03.1Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",203952,7.178055190538765,63.970588235294116,1610612744,36,50,2023-11-29T04:06:57Z,2550000,False,-70.0,15.0,1,left,A. Wiggins 7' driving floating bank Jump Shot (12 PTS) (S. Curry 3 AST),"[203952, 201939]",1610612744.0,GSW,driving floating bank,,,,,,In The Paint (Non-RA),0-8 Center,7.15,Made,12.0,Wiggins,A. Wiggins,S. Curry,201939.0,3.0,,,,,,,,,,,,,,,
282,PT06M29.00S,2023-11-29T04:00:28.2Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203084,89.04402102496715,54.65686274509803,1610612758,38,50,2023-11-29T04:07:28Z,2570000,False,23.0,50.0,1,right,H. Barnes driving Hook (5 PTS) (D. Sabonis 5 AST),"[203084, 1627734]",1610612758.0,SAC,driving,,,,,,In The Paint (Non-RA),0-8 Center,5.56,Made,5.0,Barnes,H. Barnes,D. Sabonis,1627734.0,5.0,,,,,,,,,,,,,,,
