actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
18,PT10M20.00S,2024-02-08T03:13:37.6Z,1,REGULAR,turnover,lost ball,[],1628368,,,1610612758,5,5,2024-02-08T03:13:42Z,180000,False,,,0,,D. Fox lost ball TURNOVER (2 TO),"[1628368, 1641709]",1610612758.0,SAC,,,,,,,In The Paint (Non-RA),8-16 Left,,,,Fox,D. Fox,,,,2.0,Thompson,1641709.0,,,,,,,,,,,,
19,PT10M20.00S,2024-02-08T03:13:37.6Z,1,REGULAR,steal,,[],1641709,,,1610612765,5,5,2024-02-08T03:19:54Z,190000,False,,,0,,A. Thompson STEAL (2 STL),[1641709],1610612765.0,DET,,,,,,,In The Paint (Non-RA),8-16 Left,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,
20,PT10M17.00S,2024-02-08T03:13:44.4Z,1,REGULAR,foul,personal,[],1631099,,,1610612765,5,5,2024-02-08T03:24:35Z,200000,False,,,0,,K. Murray personal FOUL (1 PF),"[1631099, 1631093]",1610612758.0,SAC,,,,,,,Above the Break 3,24+ Left Center,,,,Murray,K. Murray,,,,,,,2882.0,1.0,0.0,Ivey,1631093.0,,,,,,,
67,PT10M06.00S,2024-02-08T03:14:01.0Z,1,REGULAR,turnover,lost ball,[],1641709,,,1610612765,5,5,2024-02-08T03:22:34Z,215000,False,,,0,,A. Thompson lost ball TURNOVER (1 TO),"[1641709, 1628368]",1610612765.0,DET,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Thompson,A. Thompson,,,,1.0,Fox,1628368.0,,,,,,,,,,,,
68,PT10M06.00S,2024-02-08T03:14:01.0Z,1,REGULAR,steal,,[],1628368,,,1610612758,5,5,2024-02-08T03:23:29Z,217500,False,,,0,,D. Fox STEAL (2 STL),[1628368],1610612758.0,SAC,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,
25,PT09M59.00S,2024-02-08T03:14:24.7Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1628989,94.69448094612353,94.6078431372549,1610612758,8,5,2024-02-08T03:22:43Z,250000,False,223.0,-3.0,1,right,K. Huerter 3PT running (6 PTS) (K. Murray 2 AST),"[1628989, 1631099]",1610612758.0,SAC,running,,,,,,Right Corner 3,24+ Right,22.3,Made,6.0,Huerter,K. Huerter,K. Murray,1631099.0,2.0,,,,,,,,,,,,,,,
27,PT09M42.00S,2024-02-08T03:14:42.0Z,1,REGULAR,3pt,Jump Shot,[],1631093,22.552562417871222,88.23529411764706,1610612765,8,5,2024-02-08T03:14:48Z,270000,False,-191.0,159.0,1,left,MISS J. Ivey 24' 3PT,[1631093],1610612765.0,DET,,,,,,,Above the Break 3,24+ Left Center,24.9,Missed,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,
28,PT09M38.00S,2024-02-08T03:14:46.0Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,8,5,2024-02-08T03:14:48Z,280000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:1),[1627734],1610612758.0,SAC,,,,,,,Above the Break 3,24+ Left Center,,,,Sabonis,D. Sabonis,,,,,,,,,,,,27.0,1.0,1.0,0.0,,,
29,PT09M35.00S,2024-02-08T03:14:53.0Z,1,REGULAR,foul,personal,[],1631105,,,1610612758,8,5,2024-02-08T03:15:07Z,290000,False,,,0,,J. Duren personal FOUL (1 PF),"[1631105, 1627734]",1610612765.0,DET,,,,,,,Mid-Range,8-16 Left,,,,Duren,J. Duren,,,,,,,1628487.0,1.0,0.0,Sabonis,1627734.0,,,,,,,
31,PT09M21.00S,2024-02-08T03:15:23.7Z,1,REGULAR,turnover,traveling,[],1631099,,,1610612758,8,5,2024-02-08T03:23:24Z,310000,False,,,0,,K. Murray traveling TURNOVER (1 TO),[1631099],1610612758.0,SAC,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Murray,K. Murray,,,,1.0,,,2882.0,,,,,,,,,,,
32,PT09M10.00S,2024-02-08T03:15:44.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1631093,16.63929040735874,57.35294117647059,1610612765,8,5,2024-02-08T03:23:51Z,320000,False,-37.0,104.0,1,left,MISS J. Ivey 11' floating Shot,[1631093],1610612765.0,DET,floating,,,,,,In The Paint (Non-RA),8-16 Center,11.02,Missed,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,
33,PT09M08.00S,2024-02-08T03:15:47.3Z,1,REGULAR,rebound,offensive,[],1641709,,,1610612765,8,5,2024-02-08T03:15:47Z,330000,False,,,0,,A. Thompson REBOUND (Off:1 Def:0),[1641709],1610612765.0,DET,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Thompson,A. Thompson,,,,,,,,,,,,32.0,1.0,0.0,1.0,,,
34,PT09M05.00S,2024-02-08T03:15:49.8Z,1,REGULAR,turnover,bad pass,[],1641709,,,1610612765,8,5,2024-02-08T03:15:58Z,340000,False,,,0,,A. Thompson bad pass TURNOVER (2 TO),"[1641709, 1631099]",1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,,,,Thompson,A. Thompson,,,,2.0,Murray,1631099.0,,,,,,,,,,,,
35,PT09M05.00S,2024-02-08T03:15:49.8Z,1,REGULAR,steal,,[],1631099,,,1610612758,8,5,2024-02-08T03:15:51Z,350000,False,,,0,,K. Murray STEAL (1 STL),[1631099],1610612758.0,SAC,,,,,,,Restricted Area,0-8 Center,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,
36,PT08M57.00S,2024-02-08T03:15:57.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628368,67.09921156373193,34.068627450980394,1610612758,11,5,2024-02-08T03:16:06Z,360000,False,-80.0,257.0,1,right,D. Fox 26' 3PT  (3 PTS) (K. Murray 3 AST),"[1628368, 1631099]",1610612758.0,SAC,,,,,,,Above the Break 3,24+ Center,26.89,Made,3.0,Fox,D. Fox,K. Murray,1631099.0,3.0,,,,,,,,,,,,,,,
38,PT08M57.00S,2024-02-08T03:16:05.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,11,5,2024-02-08T03:16:05Z,380000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,PT08M43.00S,2024-02-08T03:19:15.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631093,7.966491458607096,46.07843137254902,1610612765,11,5,2024-02-08T03:37:52Z,390000,False,20.0,22.0,1,left,MISS J. Ivey driving Layup,[1631093],1610612765.0,DET,driving,,,,,,Restricted Area,0-8 Center,2.98,Missed,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,
41,PT08M42.00S,2024-02-08T03:19:16.0Z,1,REGULAR,rebound,offensive,[],1631105,,,1610612765,11,5,2024-02-08T04:22:30Z,400000,False,,,0,,J. Duren REBOUND (Off:1 Def:0),[1631105],1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,,,,Duren,J. Duren,,,,,,,,,,,,40.0,1.0,0.0,1.0,,,
42,PT08M42.00S,2024-02-08T03:19:23.1Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1631105,5.590000152587891,50.0,1610612765,11,5,2024-02-08T04:22:36Z,410000,False,0.0,0.0,1,left,MISS J. Duren tip Layup,[1631105],1610612765.0,DET,tip,,,,,,Restricted Area,0-8 Center,0.0,Missed,,Duren,J. Duren,,,,,,,,,,,,,,,,,,
43,PT08M41.00S,2024-02-08T03:19:24.1Z,1,REGULAR,rebound,defensive,[],203084,,,1610612758,11,5,2024-02-08T03:28:06Z,420000,False,,,0,,H. Barnes REBOUND (Off:0 Def:1),[203084],1610612758.0,SAC,,,,,,,Restricted Area,0-8 Center,,,,Barnes,H. Barnes,,,,,,,,,,,,42.0,1.0,1.0,0.0,,,
44,PT08M24.00S,2024-02-08T03:19:29.9Z,1,REGULAR,3pt,Jump Shot,[],1628989,67.36202365308804,60.5392156862745,1610612758,14,5,2024-02-08T03:28:39Z,430000,False,53.0,254.0,1,right,K. Huerter 25' 3PT  (9 PTS) (D. Fox 1 AST),"[1628989, 1628368]",1610612758.0,SAC,,,,,,,Above the Break 3,24+ Center,25.97,Made,9.0,Huerter,K. Huerter,D. Fox,1628368.0,1.0,,,,,,,,,,,,,,,
46,PT08M15.00S,2024-02-08T03:19:39.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631105,6.783837056504599,48.28431372549019,1610612765,14,5,2024-02-08T03:29:11Z,450000,False,9.0,11.0,1,left,MISS J. Duren fadeaway Shot,[1631105],1610612765.0,DET,fadeaway,,,,,,Restricted Area,0-8 Center,1.42,Missed,,Duren,J. Duren,,,,,,,,,,,,,,,,,,
47,PT08M12.00S,2024-02-08T03:19:42.6Z,1,REGULAR,rebound,defensive,[],203084,,,1610612758,14,5,2024-02-08T03:19:48Z,460000,False,,,0,,H. Barnes REBOUND (Off:0 Def:2),[203084],1610612758.0,SAC,,,,,,,Restricted Area,0-8 Center,,,,Barnes,H. Barnes,,,,,,,,,,,,46.0,2.0,2.0,0.0,,,
48,PT08M05.00S,2024-02-08T03:19:49.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203084,68.80749014454665,29.65686274509804,1610612758,14,5,2024-02-08T03:20:00Z,470000,False,-102.0,241.0,1,right,MISS H. Barnes 26' running pullup 3PT,[203084],1610612758.0,SAC,running pullup,,,,,,Above the Break 3,24+ Left Center,26.13,Missed,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,
49,PT08M02.00S,2024-02-08T03:19:52.1Z,1,REGULAR,rebound,defensive,[],1631093,,,1610612765,14,5,2024-02-08T03:20:00Z,480000,False,,,0,,J. Ivey REBOUND (Off:0 Def:1),[1631093],1610612765.0,DET,,,,,,,Above the Break 3,24+ Left Center,,,,Ivey,J. Ivey,,,,,,,,,,,,48.0,1.0,1.0,0.0,,,
50,PT07M58.00S,2024-02-08T03:19:55.6Z,1,REGULAR,3pt,Jump Shot,[],203488,30.699737187910642,34.55882352941176,1610612765,14,5,2024-02-08T03:20:08Z,490000,False,77.0,236.0,1,left,MISS M. Muscala 24' 3PT,[203488],1610612765.0,DET,,,,,,,Above the Break 3,24+ Center,24.84,Missed,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,
51,PT07M55.00S,2024-02-08T03:19:58.6Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,14,5,2024-02-08T03:20:08Z,500000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:2),[1627734],1610612758.0,SAC,,,,,,,Above the Break 3,24+ Center,,,,Sabonis,D. Sabonis,,,,,,,,,,,,50.0,2.0,2.0,0.0,,,
52,PT07M46.00S,2024-02-08T03:20:08.3Z,1,REGULAR,2pt,Jump Shot,[],1628368,82.60512483574244,74.50980392156863,1610612758,14,5,2024-02-08T03:20:18Z,510000,False,123.0,111.0,1,right,MISS D. Fox 16' step back Shot,[1628368],1610612758.0,SAC,step back,,,,,,Mid-Range,16-24 Right Center,16.53,Missed,,Fox,D. Fox,,,,,,,,,,,,,,,,,,
53,PT07M42.00S,2024-02-08T03:20:12.3Z,1,REGULAR,rebound,defensive,[],1630165,,,1610612765,14,5,2024-02-08T03:20:18Z,520000,False,,,0,,K. Hayes REBOUND (Off:0 Def:1),[1630165],1610612765.0,DET,,,,,,,Mid-Range,16-24 Right Center,,,,Hayes,K. Hayes,,,,,,,,,,,,52.0,1.0,1.0,0.0,,,
54,PT07M40.00S,2024-02-08T03:20:14.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631093,6.652431011826544,47.794117647058826,1610612765,14,7,2024-02-08T03:30:04Z,530000,False,11.0,10.0,1,left,J. Ivey running reverse Layup (2 PTS) (K. Hayes 1 AST),"[1631093, 1630165]",1610612765.0,DET,running reverse,,,,,,Restricted Area,0-8 Center,1.49,Made,2.0,Ivey,J. Ivey,K. Hayes,1630165.0,1.0,,,,,,,,,,,,,,,
56,PT07M22.00S,2024-02-08T03:20:31.9Z,1,REGULAR,3pt,Jump Shot,[],1631099,68.54467805519053,71.81372549019608,1610612758,14,7,2024-02-08T03:20:37Z,550000,False,109.0,243.0,1,right,MISS K. Murray 26' 3PT,[1631099],1610612758.0,SAC,,,,,,,Above the Break 3,24+ Right Center,26.66,Missed,,Murray,K. Murray,,,,,,,,,,,,,,,,,,
57,PT07M19.00S,2024-02-08T03:20:34.9Z,1,REGULAR,rebound,defensive,[],1641709,,,1610612765,14,7,2024-02-08T03:20:37Z,560000,False,,,0,,A. Thompson REBOUND (Off:1 Def:1),[1641709],1610612765.0,DET,,,,,,,Above the Break 3,24+ Right Center,,,,Thompson,A. Thompson,,,,,,,,,,,,56.0,2.0,1.0,1.0,,,
58,PT07M17.00S,2024-02-08T03:20:39.0Z,1,REGULAR,foul,personal,[],1631099,,,1610612765,14,7,2024-02-08T03:20:48Z,570000,False,,,0,,K. Murray personal FOUL (2 PF),"[1631099, 1631105]",1610612758.0,SAC,,,,,,,Restricted Area,0-8 Center,,,,Murray,K. Murray,,,,,,,1628487.0,2.0,0.0,Duren,1631105.0,,,,,,,
60,PT07M08.00S,2024-02-08T03:21:04.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631105,16.507884362680684,42.8921568627451,1610612765,14,9,2024-02-08T03:21:20Z,590000,False,36.0,103.0,1,left,J. Duren 10' floating Jump Shot (2 PTS) (J. Ivey 1 AST),"[1631105, 1631093]",1610612765.0,DET,floating,,,,,,In The Paint (Non-RA),8-16 Center,10.87,Made,2.0,Duren,J. Duren,J. Ivey,1631093.0,1.0,,,,,,,,,,,,,,,
62,PT06M57.00S,2024-02-08T03:21:15.4Z,1,REGULAR,3pt,Jump Shot,[],1627734,69.59592641261499,26.715686274509803,1610612758,14,9,2024-02-08T03:21:23Z,610000,False,-116.0,233.0,1,right,MISS D. Sabonis 26' 3PT,[1627734],1610612758.0,SAC,,,,,,,Above the Break 3,24+ Left Center,26.07,Missed,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,
63,PT06M57.00S,2024-02-08T03:21:15.4Z,1,REGULAR,rebound,defensive,[],1630165,,,1610612765,14,9,2024-02-08T03:21:23Z,620000,False,,,0,,K. Hayes REBOUND (Off:0 Def:2),[1630165],1610612765.0,DET,,,,,,,Above the Break 3,24+ Left Center,,,,Hayes,K. Hayes,,,,,,,,,,,,62.0,2.0,2.0,0.0,,,
64,PT06M51.00S,2024-02-08T03:21:22.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1631105,6.258212877792378,51.225490196078425,1610612765,14,11,2024-02-08T03:21:32Z,630000,False,-6.0,6.0,1,left,J. Duren running DUNK (4 PTS) (K. Hayes 2 AST),"[1631105, 1630165]",1610612765.0,DET,running,,,,,,Restricted Area,0-8 Center,0.88,Made,4.0,Duren,J. Duren,K. Hayes,1630165.0,2.0,,,,,,,,,,,,,,,
66,PT06M51.00S,2024-02-08T03:21:34.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,14,11,2024-02-08T03:21:37Z,650000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M51.00S,2024-02-08T03:23:18.7Z,1,REGULAR,substitution,out,[],1631099,,,1610612758,14,11,2024-02-08T03:24:28Z,660000,False,,,0,,SUB out: K. Murray,[1631099],1610612758.0,SAC,,,,,,,,,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,
82,PT06M51.00S,2024-02-08T03:23:18.7Z,1,REGULAR,substitution,in,[],1628370,,,1610612758,14,11,2024-02-08T03:25:29Z,680000,False,,,0,,SUB in: M. Monk,[1628370],1610612758.0,SAC,,,,,,,,,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,
72,PT06M39.00S,2024-02-08T03:24:44.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203084,93.51182654402102,44.85294117647059,1610612758,16,11,2024-02-08T03:31:38Z,690000,False,-26.0,8.0,1,right,H. Barnes DUNK (2 PTS) (D. Sabonis 2 AST),"[203084, 1627734]",1610612758.0,SAC,,,,,,,Restricted Area,0-8 Center,2.71,Made,2.0,Barnes,H. Barnes,D. Sabonis,1627734.0,2.0,,,,,,,,,,,,,,,
74,PT06M20.00S,2024-02-08T03:24:55.1Z,1,REGULAR,3pt,Jump Shot,[],1630165,28.33442838370565,75.98039215686273,1610612765,16,11,2024-02-08T03:25:35Z,710000,False,-130.0,214.0,1,left,MISS K. Hayes 25' 3PT,[1630165],1610612765.0,DET,,,,,,,Above the Break 3,24+ Left Center,25.02,Missed,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,
75,PT06M17.00S,2024-02-08T03:24:58.1Z,1,REGULAR,rebound,defensive,[],1628370,,,1610612758,16,11,2024-02-08T03:26:01Z,720000,False,,,0,,M. Monk REBOUND (Off:0 Def:1),[1628370],1610612758.0,SAC,,,,,,,Above the Break 3,24+ Left Center,,,,Monk,M. Monk,,,,,,,,,,,,74.0,1.0,1.0,0.0,,,
76,PT06M09.00S,2024-02-08T03:25:06.5Z,1,REGULAR,3pt,Jump Shot,[],1628989,71.17279894875165,78.92156862745098,1610612758,16,11,2024-02-08T03:25:40Z,730000,False,145.0,218.0,1,right,MISS K. Huerter 26' 3PT,[1628989],1610612758.0,SAC,,,,,,,Above the Break 3,24+ Right Center,26.2,Missed,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,
77,PT06M03.00S,2024-02-08T03:25:12.5Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,16,11,2024-02-08T03:25:40Z,740000,False,,,0,,J. Duren REBOUND (Off:1 Def:1),[1631105],1610612765.0,DET,,,,,,,Above the Break 3,24+ Right Center,,,,Duren,J. Duren,,,,,,,,,,,,76.0,2.0,1.0,1.0,,,
78,PT06M00.00S,2024-02-08T03:25:17.3Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1631093,11.251642575558476,52.450980392156865,1610612765,16,11,2024-02-08T04:25:33Z,750000,False,-12.0,53.0,1,left,MISS J. Ivey turnaround Shot - blocked,"[1631093, 1628989]",1610612765.0,DET,turnaround,,,,,,In The Paint (Non-RA),0-8 Center,5.47,Missed,,Ivey,J. Ivey,,,,,,,,,,,,,,,,Huerter,1628989.0,
79,PT06M00.00S,2024-02-08T03:25:17.3Z,1,REGULAR,block,,[],1628989,,,1610612765,16,11,2024-02-08T03:25:20Z,760000,False,,,0,,K. Huerter BLOCK (1 BLK),[1628989],1610612758.0,SAC,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,
80,PT05M59.00S,2024-02-08T03:25:18.3Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,16,11,2024-02-08T03:33:02Z,770000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:3),[1627734],1610612758.0,SAC,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Sabonis,D. Sabonis,,,,,,,,,,,,78.0,3.0,3.0,0.0,,,
81,PT05M50.00S,2024-02-08T03:25:27.8Z,1,REGULAR,2pt,Jump Shot,[],1628370,92.32917214191852,78.92156862745098,1610612758,18,11,2024-02-08T03:33:27Z,780000,False,145.0,20.0,1,right,M. Monk 14' fadeaway Jump Shot (2 PTS) (D. Sabonis 3 AST),"[1628370, 1627734]",1610612758.0,SAC,fadeaway,,,,,,Mid-Range,8-16 Right,14.59,Made,2.0,Monk,M. Monk,D. Sabonis,1627734.0,3.0,,,,,,,,,,,,,,,
84,PT05M50.00S,2024-02-08T03:25:34.6Z,1,REGULAR,foul,personal,['1freethrow'],1630165,,,1610612758,18,11,2024-02-08T03:25:44Z,800000,False,,,0,,K. Hayes shooting personal FOUL (1 PF) (Monk 1 FT),"[1630165, 1628370]",1610612765.0,DET,shooting,,,,,,Mid-Range,8-16 Right,,,,Hayes,K. Hayes,,,,,,,203591.0,1.0,0.0,Monk,1628370.0,,,,,,,
86,PT05M50.00S,2024-02-08T03:25:50.1Z,1,REGULAR,substitution,out,[],1628368,,,1610612758,18,11,2024-02-08T03:26:13Z,820000,False,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,,,,,,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,
87,PT05M50.00S,2024-02-08T03:25:50.1Z,1,REGULAR,substitution,out,[],1630165,,,1610612758,18,11,2024-02-08T03:26:13Z,830000,False,,,0,,SUB out: K. Hayes,[1630165],1610612765.0,DET,,,,,,,,,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,
88,PT05M50.00S,2024-02-08T03:25:50.1Z,1,REGULAR,substitution,out,[],1631093,,,1610612758,18,11,2024-02-08T03:26:13Z,840000,False,,,0,,SUB out: J. Ivey,[1631093],1610612765.0,DET,,,,,,,,,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,
89,PT05M50.00S,2024-02-08T03:25:50.1Z,1,REGULAR,substitution,out,[],203488,,,1610612758,18,11,2024-02-08T03:26:13Z,850000,False,,,0,,SUB out: M. Muscala,[203488],1610612765.0,DET,,,,,,,,,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,
90,PT05M50.00S,2024-02-08T03:25:50.1Z,1,REGULAR,substitution,in,[],1630558,,,1610612758,18,11,2024-02-08T03:26:13Z,860000,False,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,,,,,,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,
91,PT05M50.00S,2024-02-08T03:25:50.1Z,1,REGULAR,substitution,in,[],203925,,,1610612758,18,11,2024-02-08T03:26:13Z,870000,False,,,0,,SUB in: J. Harris,[203925],1610612765.0,DET,,,,,,,,,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,
92,PT05M50.00S,2024-02-08T03:25:50.1Z,1,REGULAR,substitution,in,[],202692,,,1610612758,18,11,2024-02-08T03:26:13Z,880000,False,,,0,,SUB in: A. Burks,[202692],1610612765.0,DET,,,,,,,,,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,
