actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
40,PT08M18.00S,2024-01-04T03:14:14.5Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630532,93.64323258869908,48.529411764705884,1610612753,7,11,2024-01-04T03:17:35Z,400000,False,-7.0,7.0,1,right,F. Wagner running reverse Layup (5 PTS),[1630532],1610612753.0,ORL,running reverse,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,1.04,Made,5.0,,,,,,,,,,,,,,,,,
41,PT08M18.00S,2024-01-04T03:14:16.7Z,1,REGULAR,foul,personal,['1freethrow'],1630537,,,1610612753,7,11,2024-01-04T03:14:34Z,410000,False,,,0,,C. Duarte shooting personal FOUL (1 PF) (Wagner 1 FT),"[1630537, 1630532]",1610612758.0,SAC,shooting,,,Duarte,C. Duarte,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1193.0,1.0,0.0,Wagner,1630532.0,,,
44,PT08M18.00S,2024-01-04T03:14:48.2Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],1630532,,,1610612753,7,12,2024-01-04T03:14:56Z,430000,False,,,0,,F. Wagner Free Throw 1 of 1 (6 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
45,PT08M05.00S,2024-01-04T03:15:04.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631099,5.863994743758213,61.029411764705884,1610612758,9,12,2024-01-04T03:15:09Z,440000,False,-55.0,3.0,1,left,K. Murray driving floating Jump Shot (2 PTS) (D. Sabonis 2 AST),"[1631099, 1627734]",1610612758.0,SAC,driving floating,,,Murray,K. Murray,,,,,In The Paint (Non-RA),0-8 Center,5.52,Made,2.0,D. Sabonis,1627734.0,2.0,,,,,,,,,,,,,,
47,PT07M52.00S,2024-01-04T03:15:17.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,91.14651773981603,51.470588235294116,1610612753,9,12,2024-01-04T03:15:21Z,460000,False,7.0,31.0,1,right,MISS F. Wagner driving Layup - blocked,"[1630532, 1627734]",1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,3.16,Missed,,,,,Sabonis,1627734.0,,,,,,,,,,,,
48,PT07M52.00S,2024-01-04T03:15:17.6Z,1,REGULAR,block,,[],1627734,,,1610612753,9,12,2024-01-04T03:15:19Z,470000,False,,,0,,D. Sabonis BLOCK (1 BLK),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
49,PT07M50.00S,2024-01-04T03:15:19.6Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,9,12,2024-01-04T03:15:21Z,480000,False,,,0,,D. Sabonis REBOUND (Off:1 Def:2),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,,,,,,47.0,3.0,2.0,1.0,,,,,,,,
50,PT07M47.00S,2024-01-04T03:15:23.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631099,7.5722733245729295,48.77450980392157,1610612758,11,12,2024-01-04T03:15:29Z,490000,False,6.0,19.0,1,left,K. Murray running Layup (4 PTS) (D. Sabonis 3 AST),"[1631099, 1627734]",1610612758.0,SAC,running,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,1.97,Made,4.0,D. Sabonis,1627734.0,3.0,,,,,,,,,,,,,,
52,PT07M35.00S,2024-01-04T03:15:34.4Z,1,REGULAR,3pt,Jump Shot,[],203914,86.15308804204993,2.941176470588235,1610612753,11,12,2024-01-04T03:15:39Z,510000,False,-235.0,78.0,1,right,MISS G. Harris 24' 3PT,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,Left Corner 3,24+ Left,24.78,Missed,,,,,,,,,,,,,,,,,,
53,PT07M32.00S,2024-01-04T03:15:37.4Z,1,REGULAR,rebound,defensive,[],1631099,,,1610612758,11,12,2024-01-04T03:15:39Z,520000,False,,,0,,K. Murray REBOUND (Off:0 Def:1),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Left Corner 3,24+ Left,,,,,,,,,52.0,1.0,1.0,0.0,,,,,,,,
54,PT07M21.00S,2024-01-04T03:15:48.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,6.915243101182654,50.49019607843137,1610612758,13,12,2024-01-04T03:19:41Z,530000,False,-2.0,13.0,1,left,D. Sabonis driving Layup (4 PTS) (C. Duarte 1 AST),"[1627734, 1630537]",1610612758.0,SAC,driving,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,1.27,Made,4.0,C. Duarte,1630537.0,1.0,,,,,,,,,,,,,,
56,PT07M14.00S,2024-01-04T03:16:00.2Z,1,REGULAR,foul,personal,['2freethrow'],1630537,,,1610612753,13,12,2024-01-04T03:16:17Z,550000,False,,,0,,C. Duarte shooting personal FOUL (2 PF) (Suggs 2 FT),"[1630537, 1630591]",1610612758.0,SAC,shooting,,,Duarte,C. Duarte,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1193.0,2.0,0.0,Suggs,1630591.0,,,
58,PT07M14.00S,2024-01-04T03:16:38.1Z,1,REGULAR,freethrow,1 of 2,[],1630591,,,1610612753,13,13,2024-01-04T03:16:38Z,570000,False,,,0,,J. Suggs Free Throw 1 of 2 (3 PTS),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
59,PT07M14.00S,2024-01-04T03:16:40.6Z,1,REGULAR,substitution,out,[],1630537,,,1610612753,13,13,2024-01-04T03:16:44Z,580000,False,,,0,,SUB out: C. Duarte,[1630537],1610612758.0,SAC,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M14.00S,2024-01-04T03:16:40.6Z,1,REGULAR,substitution,in,[],1628370,,,1610612753,13,13,2024-01-04T03:16:44Z,590000,False,,,0,,SUB in: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT07M14.00S,2024-01-04T03:17:06.0Z,1,REGULAR,freethrow,2 of 2,[],1630591,,,1610612753,13,14,2024-01-04T03:17:06Z,600000,False,,,0,,J. Suggs Free Throw 2 of 2 (4 PTS),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
62,PT06M50.00S,2024-01-04T03:17:33.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631099,6.389618922470433,52.450980392156865,1610612758,15,14,2024-01-04T03:17:38Z,610000,False,-12.0,8.0,1,left,K. Murray driving Layup (6 PTS),[1631099],1610612758.0,SAC,driving,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,1.45,Made,6.0,,,,,,,,,,,,,,,,,
64,PT06M45.00S,2024-01-04T03:18:02.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,15,14,2024-01-04T03:18:02Z,630000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M45.00S,2024-01-04T03:18:43.4Z,1,REGULAR,substitution,out,[],1630532,,,1610612753,15,14,2024-01-04T03:20:51Z,640000,False,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M45.00S,2024-01-04T03:18:43.4Z,1,REGULAR,substitution,in,[],1630243,,,1610612753,15,14,2024-01-04T03:20:51Z,650000,False,,,0,,SUB in: T. Queen,[1630243],1610612753.0,ORL,,,,Queen,T. Queen,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M24.00S,2024-01-04T03:21:15.5Z,1,REGULAR,turnover,out-of-bounds,[],1631094,,,1610612753,15,14,2024-01-04T03:21:22Z,660000,False,,,0,,P. Banchero bad pass out-of-bounds TURNOVER (1 TO),[1631094],1610612753.0,ORL,bad pass,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1629422.0,,,,,1.0,,
68,PT06M14.00S,2024-01-04T03:21:28.6Z,1,REGULAR,turnover,lost ball,[],1628368,,,1610612758,15,14,2024-01-04T03:21:33Z,670000,False,,,0,,D. Fox lost ball TURNOVER (1 TO),"[1628368, 1629048]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,1.0,Bitadze,1629048.0
69,PT06M14.00S,2024-01-04T03:21:28.6Z,1,REGULAR,steal,,[],1629048,,,1610612753,15,14,2024-01-04T03:22:40Z,680000,False,,,0,,G. Bitadze STEAL (1 STL),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
72,PT05M59.00S,2024-01-04T03:22:07.8Z,1,REGULAR,turnover,backcourt,[],203914,,,1610612753,15,14,2024-01-04T03:22:14Z,710000,False,,,0,,G. Harris backcourt TURNOVER (1 TO),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,1193.0,,,,,1.0,,
73,PT05M47.00S,2024-01-04T03:22:29.1Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1631099,23.340998685939553,50.0,1610612758,17,14,2024-01-04T03:22:35Z,720000,False,0.0,167.0,1,left,K. Murray 16' step back Jump Shot (8 PTS),[1631099],1610612758.0,SAC,step back,,,Murray,K. Murray,,,,,Mid-Range,16-24 Center,16.69,Made,8.0,,,,,,,,,,,,,,,,,
74,PT05M28.00S,2024-01-04T03:22:46.3Z,1,REGULAR,3pt,Jump Shot,[],203914,69.33311432325887,81.37254901960785,1610612753,17,17,2024-01-04T03:22:52Z,730000,False,157.0,236.0,1,right,G. Harris 28' 3PT step back (5 PTS) (G. Bitadze 1 AST),"[203914, 1629048]",1610612753.0,ORL,step back,,,Harris,G. Harris,,,,,Above the Break 3,24+ Right Center,28.32,Made,5.0,G. Bitadze,1629048.0,1.0,,,,,,,,,,,,,,
77,PT05M21.00S,2024-01-04T03:23:07.8Z,1,REGULAR,substitution,out,[],1630591,,,1610612758,17,17,2024-01-04T03:23:13Z,760000,False,,,0,,SUB out: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M21.00S,2024-01-04T03:23:07.8Z,1,REGULAR,substitution,in,[],1641710,,,1610612758,17,17,2024-01-04T03:23:13Z,770000,False,,,0,,SUB in: A. Black,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M21.00S,2024-01-04T03:23:23.8Z,1,REGULAR,substitution,out,[],1628368,,,1610612758,17,17,2024-01-04T03:23:26Z,780000,False,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M21.00S,2024-01-04T03:23:23.8Z,1,REGULAR,substitution,in,[],1630558,,,1610612758,17,17,2024-01-04T03:23:26Z,790000,False,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M20.00S,2024-01-04T03:23:40.0Z,1,REGULAR,foul,personal,['2freethrow'],203914,,,1610612758,17,17,2024-01-04T03:24:52Z,800000,False,,,0,,G. Harris shooting personal FOUL (2 PF) (Sabonis 2 FT),"[203914, 1627734]",1610612753.0,ORL,shooting,,,Harris,G. Harris,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,1629422.0,2.0,0.0,Sabonis,1627734.0,,,
83,PT05M20.00S,2024-01-04T03:24:12.3Z,1,REGULAR,freethrow,1 of 2,[],1627734,,,1610612758,18,17,2024-01-04T03:24:58Z,820000,False,,,0,,D. Sabonis Free Throw 1 of 2 (5 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
84,PT05M20.00S,2024-01-04T03:24:12.3Z,1,REGULAR,freethrow,2 of 2,[],1627734,,,1610612758,19,17,2024-01-04T03:24:58Z,830000,False,,,0,,D. Sabonis Free Throw 2 of 2 (6 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
85,PT05M03.00S,2024-01-04T03:24:53.8Z,1,REGULAR,3pt,Jump Shot,[],1641710,68.67608409986859,72.05882352941177,1610612753,19,20,2024-01-04T03:25:01Z,840000,False,110.0,242.0,1,right,A. Black 26' 3PT  (3 PTS) (P. Banchero 2 AST),"[1641710, 1631094]",1610612753.0,ORL,,,,Black,A. Black,,,,,Above the Break 3,24+ Right Center,26.59,Made,3.0,P. Banchero,1631094.0,2.0,,,,,,,,,,,,,,
87,PT04M38.00S,2024-01-04T03:25:19.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203084,8.360709592641262,50.245098039215684,1610612758,21,20,2024-01-04T03:25:23Z,860000,False,-1.0,26.0,1,left,H. Barnes cutting Layup (5 PTS) (D. Sabonis 4 AST),"[203084, 1627734]",1610612758.0,SAC,cutting,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,2.61,Made,5.0,D. Sabonis,1627734.0,4.0,,,,,,,,,,,,,,
89,PT04M29.00S,2024-01-04T03:25:27.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631094,94.56307490144546,46.81372549019608,1610612753,21,20,2024-01-04T03:26:26Z,880000,False,-16.0,-1.0,1,right,MISS P. Banchero driving reverse Layup,[1631094],1610612753.0,ORL,driving reverse,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,1.6,Missed,,,,,,,,,,,,,,,,,,
90,PT04M29.00S,2024-01-04T03:25:27.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612753,21,20,2024-01-04T03:26:26Z,890000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,89.0,,,,,,,,,,,
