actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2023-12-24T03:10:08.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-12-24T03:10:08Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2023-12-24T03:10:12.1Z,1,REGULAR,jumpball,recovered,[],1630162,,,1610612750,0,0,2023-12-24T03:10:12Z,40000,False,,,0,,Jump Ball R. Gobert vs. D. Sabonis: Tip to A. Edwards,"[1630162, 203497, 1627734]",1610612750.0,MIN,startperiod,A. Edwards,1630162.0,Edwards,A. Edwards,Gobert,203497.0,Sabonis,1627734.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M39.00S,2023-12-24T03:10:28.5Z,1,REGULAR,turnover,bad pass,[],201144,,,1610612750,0,0,2023-12-24T03:10:33Z,70000,False,,,0,,M. Conley bad pass TURNOVER (1 TO),"[201144, 1628368]",1610612750.0,MIN,,,,Conley,M. Conley,,,,,Above the Break 3,24+ Right Center,1.0,Fox,1628368.0,,,,,,,,,,,,,,,,,
8,PT11M39.00S,2023-12-24T03:10:28.5Z,1,REGULAR,steal,,[],1628368,,,1610612758,0,0,2023-12-24T03:10:30Z,80000,False,,,0,,D. Fox STEAL (1 STL),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
9,PT11M34.00S,2023-12-24T03:10:33.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628368,19.267411300919843,47.30392156862745,1610612758,2,0,2023-12-24T03:10:41Z,90000,False,13.0,129.0,1,left,D. Fox 12' running pullup Jump Shot (2 PTS),[1628368],1610612758.0,SAC,running pullup,,,Fox,D. Fox,,,,,In The Paint (Non-RA),8-16 Center,,,,12.93,Made,2.0,,,,,,,,,,,,,,
10,PT11M17.00S,2023-12-24T03:10:49.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630183,86.28449408672799,49.01960784313725,1610612750,2,2,2023-12-24T03:11:00Z,100000,False,-5.0,76.0,1,right,J. McDaniels 7' fadeaway Jump Shot (2 PTS) (K. Anderson 1 AST),"[1630183, 203937]",1610612750.0,MIN,fadeaway,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,,,,7.66,Made,2.0,K. Anderson,203937.0,1.0,,,,,,,,,,,
11,PT11M04.00S,2023-12-24T03:11:02.8Z,1,REGULAR,3pt,Jump Shot,[],1628989,24.129434954007884,12.990196078431374,1610612758,2,2,2023-12-24T03:11:08Z,110000,False,185.0,174.0,1,left,MISS K. Huerter 25' 3PT,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Right Center,,,,25.42,Missed,,,,,,,,,,,,,,,
12,PT11M01.00S,2023-12-24T03:11:05.8Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,2,2,2023-12-24T03:11:08Z,120000,False,,,0,,R. Gobert REBOUND (Off:0 Def:1),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,11.0,1.0,1.0,0.0,,,,,,,
13,PT10M51.00S,2023-12-24T03:11:16.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,92.85479632063075,50.98039215686274,1610612750,2,2,2023-12-24T03:11:22Z,130000,False,5.0,15.0,1,right,MISS A. Edwards driving Layup,[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,,1.55,Missed,,,,,,,,,,,,,,,
14,PT10M49.00S,2023-12-24T03:11:18.5Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,2,2,2023-12-24T03:11:22Z,140000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:1),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,,,,,,,13.0,1.0,1.0,0.0,,,,,,,
