actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
36,PT08M52.00S,2024-02-23T03:16:29.0Z,1,REGULAR,2pt,Jump Shot,[],1641705,12.040078843626807,74.01960784313727,1610612759,7,7,2024-02-23T03:18:55Z,360000,False,-120.0,61.0,1,left,MISS V. Wembanyama 13' turnaround fadeaway Shot,[1641705],1610612759.0,SAS,turnaround fadeaway,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,8-16 Left,13.46,Missed,,,,,,,,,,,,,,,,,,
37,PT08M49.00S,2024-02-23T03:16:32.0Z,1,REGULAR,rebound,defensive,[],1628989,,,1610612758,7,7,2024-02-23T03:16:40Z,370000,False,,,0,,K. Huerter REBOUND (Off:0 Def:1),[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Mid-Range,8-16 Left,,,36.0,1.0,1.0,0.0,,,,,,,,,,,,,,
38,PT08M44.00S,2024-02-23T03:16:36.9Z,1,REGULAR,3pt,Jump Shot,[],1628989,68.01905387647832,63.48039215686274,1610612758,10,7,2024-02-23T03:16:52Z,380000,False,67.0,248.0,1,right,K. Huerter 25' 3PT step back (6 PTS) (D. Sabonis 2 AST),"[1628989, 1627734]",1610612758.0,SAC,step back,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Center,25.71,Made,,,,,,,6.0,D. Sabonis,1627734.0,2.0,,,,,,,,
40,PT08M42.00S,2024-02-23T03:16:44.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,10,7,2024-02-23T03:16:44Z,400000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,PT08M27.00S,2024-02-23T03:19:53.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631110,5.863994743758213,50.73529411764706,1610612759,10,7,2024-02-23T03:20:33Z,410000,False,-4.0,3.0,1,left,MISS J. Sochan reverse Layup,[1631110],1610612759.0,SAS,reverse,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,0.45,Missed,,,,,,,,,,,,,,,,,,
45,PT08M25.00S,2024-02-23T03:19:55.3Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,10,7,2024-02-23T03:19:59Z,420000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:1),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,44.0,1.0,1.0,0.0,,,,,,,,,,,,,,
47,PT08M12.00S,2024-02-23T03:20:24.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,92.06636005256242,48.28431372549019,1610612758,12,7,2024-02-23T03:20:58Z,440000,False,-9.0,22.0,1,right,D. Sabonis driving Layup (6 PTS) (D. Fox 2 AST),"[1627734, 1628368]",1610612758.0,SAC,driving,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,2.37,Made,,,,,,,6.0,D. Fox,1628368.0,2.0,,,,,,,,
49,PT07M52.00S,2024-02-23T03:20:44.4Z,1,REGULAR,3pt,Jump Shot,[],1641705,27.54599211563732,75.49019607843137,1610612759,12,7,2024-02-23T03:21:21Z,460000,False,-127.0,206.0,1,left,MISS V. Wembanyama 24' step back 3PT,[1641705],1610612759.0,SAS,step back,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Left Center,24.26,Missed,,,,,,,,,,,,,,,,,,
50,PT07M50.00S,2024-02-23T03:20:46.4Z,1,REGULAR,rebound,defensive,[],1631099,,,1610612758,12,7,2024-02-23T03:20:51Z,470000,False,,,0,,K. Murray REBOUND (Off:0 Def:1),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Left Center,,,49.0,1.0,1.0,0.0,,,,,,,,,,,,,,
51,PT07M41.00S,2024-02-23T03:20:56.7Z,1,REGULAR,2pt,Jump Shot,[],1631099,91.14651773981603,77.69607843137256,1610612758,14,7,2024-02-23T03:21:05Z,480000,False,138.0,31.0,1,right,K. Murray 14' fadeaway Jump Shot (2 PTS) (D. Sabonis 3 AST),"[1631099, 1627734]",1610612758.0,SAC,fadeaway,,,Murray,K. Murray,,,,,Mid-Range,8-16 Right,14.19,Made,,,,,,,2.0,D. Sabonis,1627734.0,3.0,,,,,,,,
53,PT07M32.00S,2024-02-23T03:21:05.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641705,6.258212877792378,49.754901960784316,1610612759,14,9,2024-02-23T03:21:11Z,500000,False,1.0,6.0,1,left,V. Wembanyama DUNK (4 PTS) (T. Jones 2 AST),"[1641705, 1630200]",1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,0.64,Made,,,,,,,4.0,T. Jones,1630200.0,2.0,,,,,,,,
55,PT07M18.00S,2024-02-23T03:21:18.6Z,1,REGULAR,2pt,Jump Shot,[],1631099,75.64060446780552,39.950980392156865,1610612758,14,9,2024-02-23T03:21:25Z,520000,False,-50.0,176.0,1,right,MISS K. Murray 18' fadeaway Shot,[1631099],1610612758.0,SAC,fadeaway,,,Murray,K. Murray,,,,,Mid-Range,16-24 Center,18.35,Missed,,,,,,,,,,,,,,,,,,
56,PT07M16.00S,2024-02-23T03:21:20.6Z,1,REGULAR,rebound,defensive,[],1631110,,,1610612759,14,9,2024-02-23T03:21:25Z,530000,False,,,0,,J. Sochan REBOUND (Off:0 Def:2),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Mid-Range,16-24 Center,,,55.0,2.0,2.0,0.0,,,,,,,,,,,,,,
57,PT07M02.00S,2024-02-23T03:21:35.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631110,6.1268068331143235,45.83333333333333,1610612759,14,11,2024-02-23T03:22:28Z,540000,False,21.0,5.0,1,left,J. Sochan cutting Layup (4 PTS) (J. Champagnie 1 AST),"[1631110, 1630577]",1610612759.0,SAS,cutting,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,2.14,Made,,,,,,,4.0,J. Champagnie,1630577.0,1.0,,,,,,,,
59,PT06M49.00S,2024-02-23T03:21:47.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,82.34231274638634,40.19607843137255,1610612758,16,11,2024-02-23T03:21:55Z,560000,False,-49.0,113.0,1,right,D. Fox 12' pullup Jump Shot (2 PTS),[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,In The Paint (Non-RA),8-16 Center,12.36,Made,,,,,,,2.0,,,,,,,,,,,
61,PT06M40.00S,2024-02-23T03:22:06.8Z,1,REGULAR,substitution,out,[],1627734,,,1610612759,16,11,2024-02-23T03:22:12Z,580000,False,,,0,,SUB out: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M40.00S,2024-02-23T03:22:06.8Z,1,REGULAR,substitution,in,[],1626168,,,1610612759,16,11,2024-02-23T03:22:12Z,590000,False,,,0,,SUB in: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M31.00S,2024-02-23T03:22:27.8Z,1,REGULAR,3pt,Jump Shot,[],1630577,5.995400788436268,2.941176470588235,1610612759,16,14,2024-02-23T03:22:34Z,600000,False,235.0,4.0,1,left,J. Champagnie 3PT  (6 PTS) (T. Jones 3 AST),"[1630577, 1630200]",1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Right Corner 3,24+ Right,23.53,Made,,,,,,,6.0,T. Jones,1630200.0,3.0,,,,,,,,
65,PT06M11.00S,2024-02-23T03:22:47.0Z,1,REGULAR,3pt,Jump Shot,[],1626168,66.5735873850197,35.294117647058826,1610612758,16,14,2024-02-23T03:22:54Z,620000,False,-74.0,262.0,1,right,MISS T. Lyles 27' 3PT,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,Above the Break 3,24+ Center,27.18,Missed,,,,,,,,,,,,,,,,,,
66,PT06M08.00S,2024-02-23T03:22:50.0Z,1,REGULAR,rebound,defensive,[],1630170,,,1610612759,16,14,2024-02-23T03:22:54Z,630000,False,,,0,,D. Vassell REBOUND (Off:0 Def:1),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Center,,,65.0,1.0,1.0,0.0,,,,,,,,,,,,,,
67,PT05M58.00S,2024-02-23T03:23:01.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630170,5.995400788436268,47.794117647058826,1610612759,16,16,2024-02-23T03:23:06Z,640000,False,11.0,4.0,1,left,D. Vassell driving Layup (2 PTS),[1630170],1610612759.0,SAS,driving,,,Vassell,D. Vassell,,,,,Restricted Area,0-8 Center,1.17,Made,,,,,,,2.0,,,,,,,,,,,
68,PT05M45.00S,2024-02-23T03:23:12.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203084,92.9862023653088,44.11764705882353,1610612758,16,16,2024-02-23T03:24:05Z,650000,False,-29.0,13.0,1,right,MISS H. Barnes driving Layup,[203084],1610612758.0,SAC,driving,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,3.23,Missed,,,,,,,,,,,,,,,,,,
69,PT05M43.00S,2024-02-23T03:23:14.9Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,16,16,2024-02-23T03:23:18Z,660000,False,,,0,,V. Wembanyama REBOUND (Off:1 Def:2),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,68.0,3.0,2.0,1.0,,,,,,,,,,,,,,
70,PT05M39.00S,2024-02-23T03:23:20.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630170,6.521024967148489,46.32352941176471,1610612759,16,18,2024-02-23T03:24:47Z,670000,False,18.0,9.0,1,left,D. Vassell driving finger roll Layup (4 PTS) (J. Sochan 1 AST),"[1630170, 1631110]",1610612759.0,SAS,driving finger roll,,,Vassell,D. Vassell,,,,,Restricted Area,0-8 Center,2.04,Made,,,,,,,4.0,J. Sochan,1631110.0,1.0,,,,,,,,
72,PT05M39.00S,2024-02-23T03:23:25.2Z,1,REGULAR,timeout,full,['team'],0,,,1610612758,16,18,2024-02-23T03:23:25Z,690000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M39.00S,2024-02-23T03:23:27.8Z,1,REGULAR,substitution,out,[],1628989,,,1610612758,16,18,2024-02-23T03:25:01Z,700000,False,,,0,,SUB out: K. Huerter,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M39.00S,2024-02-23T03:23:27.8Z,1,REGULAR,substitution,out,[],203084,,,1610612758,16,18,2024-02-23T03:25:01Z,710000,False,,,0,,SUB out: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M39.00S,2024-02-23T03:23:27.8Z,1,REGULAR,substitution,out,[],1641705,,,1610612758,16,18,2024-02-23T03:25:01Z,720000,False,,,0,,SUB out: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M39.00S,2024-02-23T03:23:27.8Z,1,REGULAR,substitution,out,[],1630577,,,1610612758,16,18,2024-02-23T03:25:01Z,730000,False,,,0,,SUB out: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M39.00S,2024-02-23T03:23:27.8Z,1,REGULAR,substitution,in,[],203458,,,1610612758,16,18,2024-02-23T03:25:01Z,740000,False,,,0,,SUB in: A. Len,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M39.00S,2024-02-23T03:23:27.8Z,1,REGULAR,substitution,in,[],1628370,,,1610612758,16,18,2024-02-23T03:25:01Z,750000,False,,,0,,SUB in: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M39.00S,2024-02-23T03:23:27.8Z,1,REGULAR,substitution,in,[],1628380,,,1610612758,16,18,2024-02-23T03:25:01Z,760000,False,,,0,,SUB in: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M39.00S,2024-02-23T03:23:27.8Z,1,REGULAR,substitution,in,[],1629640,,,1610612758,16,18,2024-02-23T03:25:01Z,770000,False,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M24.00S,2024-02-23T03:25:09.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203458,92.9862023653088,49.26470588235294,1610612758,18,18,2024-02-23T03:25:38Z,780000,False,-4.0,13.0,1,right,A. Len cutting DUNK (2 PTS) (D. Fox 3 AST),"[203458, 1628368]",1610612758.0,SAC,cutting,,,Len,A. Len,,,,,Restricted Area,0-8 Center,1.39,Made,,,,,,,2.0,D. Fox,1628368.0,3.0,,,,,,,,
83,PT05M16.00S,2024-02-23T03:25:27.2Z,1,REGULAR,violation,kicked ball,[],1628368,,,1610612759,18,18,2024-02-23T03:25:35Z,800000,False,,,0,,D. Fox kicked ball VIOLATION,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,202035.0,,,,
84,PT05M05.00S,2024-02-23T03:25:44.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628380,7.5722733245729295,47.549019607843135,1610612759,18,18,2024-02-23T03:26:09Z,810000,False,12.0,19.0,1,left,MISS Z. Collins cutting Layup,[1628380],1610612759.0,SAS,cutting,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,2.24,Missed,,,,,,,,,,,,,,,,,,
85,PT05M02.00S,2024-02-23T03:25:47.3Z,1,REGULAR,rebound,defensive,[],203458,,,1610612758,18,18,2024-02-23T03:25:52Z,820000,False,,,0,,A. Len REBOUND (Off:0 Def:1),[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,Restricted Area,0-8 Center,,,84.0,1.0,1.0,0.0,,,,,,,,,,,,,,
86,PT04M56.00S,2024-02-23T03:25:53.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,90.09526938239159,48.77450980392157,1610612758,20,18,2024-02-23T03:26:09Z,830000,False,-6.0,41.0,1,right,D. Fox driving floating Jump Shot (4 PTS),[1628368],1610612758.0,SAC,driving floating,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,4.11,Made,,,,,,,4.0,,,,,,,,,,,
