actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-03-19T02:10:11.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-03-19T02:10:11Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2024-03-19T02:10:13.8Z,1,REGULAR,jumpball,recovered,[],1629723,,,1610612763,0,0,2024-03-19T02:10:13Z,40000,False,,,0,,Jump Ball J. Jackson Jr. vs. D. Sabonis: Tip to J. Konchar,"[1629723, 1628991, 1627734]",1610612763.0,MEM,startperiod,J. Konchar,1629723.0,Konchar,J. Konchar,Jackson Jr.,1628991.0,Sabonis,1627734.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M38.00S,2024-03-19T02:10:33.2Z,1,REGULAR,2pt,Jump Shot,[],1630217,21.50131406044678,37.00980392156863,1610612763,0,0,2024-03-19T02:10:42Z,70000,False,65.0,150.0,1,left,MISS D. Bane 16' fadeaway Shot,[1630217],1610612763.0,MEM,fadeaway,,,Bane,D. Bane,,,,,Mid-Range,16-24 Right Center,16.31,Missed,,,,,,,,,,,,,,,,,,
8,PT11M35.00S,2024-03-19T02:10:36.2Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,0,0,2024-03-19T02:10:42Z,80000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:1),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Mid-Range,16-24 Right Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M18.00S,2024-03-19T02:10:51.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,92.9862023653088,47.30392156862745,1610612758,2,0,2024-03-19T02:10:57Z,90000,False,-13.0,13.0,1,right,D. Sabonis cutting Layup (2 PTS) (K. Huerter 1 AST),"[1627734, 1628989]",1610612758.0,SAC,cutting,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,1.9,Made,,,,,2.0,K. Huerter,1628989.0,1.0,,,,,,,,,,
11,PT11M03.00S,2024-03-19T02:11:06.7Z,1,REGULAR,3pt,Jump Shot,[],1628991,30.17411300919842,28.921568627450984,1610612763,2,0,2024-03-19T02:11:13Z,110000,False,105.0,231.0,1,left,MISS J. Jackson Jr. 25' 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Right Center,25.4,Missed,,,,,,,,,,,,,,,,,,
12,PT11M00.00S,2024-03-19T02:11:09.7Z,1,REGULAR,rebound,defensive,[],1628989,,,1610612758,2,0,2024-03-19T02:11:13Z,120000,False,,,0,,K. Huerter REBOUND (Off:0 Def:1),[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Right Center,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,,
14,PT10M40.00S,2024-03-19T02:11:40.8Z,1,REGULAR,2pt,Jump Shot,[],1631099,74.98357424441524,34.80392156862745,1610612758,2,0,2024-03-19T02:11:51Z,140000,False,-76.0,183.0,1,right,MISS K. Murray 19' fadeaway Shot,[1631099],1610612758.0,SAC,fadeaway,,,Murray,K. Murray,,,,,Mid-Range,16-24 Left Center,19.79,Missed,,,,,,,,,,,,,,,,,,
15,PT10M36.00S,2024-03-19T02:11:44.8Z,1,REGULAR,rebound,defensive,[],1630217,,,1610612763,2,0,2024-03-19T02:11:51Z,150000,False,,,0,,D. Bane REBOUND (Off:0 Def:1),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Mid-Range,16-24 Left Center,,,14.0,1.0,1.0,0.0,,,,,,,,,,,,,,
16,PT10M32.00S,2024-03-19T02:11:51.6Z,1,REGULAR,foul,personal,['2freethrow'],1628368,,,1610612763,2,0,2024-03-19T02:12:03Z,160000,False,,,0,,D. Fox shooting personal FOUL (1 PF) (Bane 2 FT),"[1628368, 1630217]",1610612758.0,SAC,shooting,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1628954.0,1.0,0.0,Bane,1630217.0,,,,,
18,PT10M32.00S,2024-03-19T02:12:15.4Z,1,REGULAR,freethrow,1 of 2,[],1630217,,,1610612763,2,1,2024-03-19T02:12:15Z,180000,False,,,0,,D. Bane Free Throw 1 of 2 (1 PTS),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
