actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-03-05T03:10:14.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-03-05T03:10:14Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2024-03-05T03:10:17.2Z,1,REGULAR,jumpball,recovered,[],1629632,,,1610612741,0,0,2024-03-05T03:10:17Z,40000,False,,,0,,Jump Ball N. Vucevic vs. D. Sabonis: Tip to C. White,"[1629632, 202696, 1627734]",1610612741.0,CHI,startperiod,C. White,1629632.0,White,C. White,Vucevic,202696.0,Sabonis,1627734.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M47.00S,2024-03-05T03:10:25.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630245,6.1268068331143235,45.83333333333333,1610612741,0,2,2024-03-05T03:10:35Z,70000,False,21.0,5.0,1,left,A. Dosunmu driving Layup (2 PTS) (D. DeRozan 1 AST),"[1630245, 201942]",1610612741.0,CHI,driving,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,2.14,Made,2.0,D. DeRozan,201942.0,1.0,,,,,,,,,,,,,,
9,PT11M25.00S,2024-03-05T03:10:47.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203084,89.04402102496715,44.36274509803921,1610612758,2,2,2024-03-05T03:11:39Z,90000,False,-28.0,50.0,1,right,H. Barnes pullup bank Jump Shot (2 PTS),[203084],1610612758.0,SAC,pullup bank,,,Barnes,H. Barnes,,,,,In The Paint (Non-RA),0-8 Center,5.78,Made,2.0,,,,,,,,,,,,,,,,,
10,PT11M04.00S,2024-03-05T03:11:08.9Z,1,REGULAR,3pt,Jump Shot,[],1630245,4.5499342969776615,96.56862745098039,1610612741,2,5,2024-03-05T03:11:13Z,100000,False,-233.0,-10.0,1,left,A. Dosunmu 3PT  (5 PTS) (N. Vucevic 1 AST),"[1630245, 202696]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Left Corner 3,24+ Left,23.3,Made,5.0,N. Vucevic,202696.0,1.0,,,,,,,,,,,,,,
12,PT10M50.00S,2024-03-05T03:11:23.7Z,1,REGULAR,foul,personal,['2freethrow'],1627936,,,1610612758,2,5,2024-03-05T03:11:42Z,120000,False,,,0,,A. Caruso shooting personal FOUL (1 PF) (Murray 2 FT),"[1627936, 1631099]",1610612741.0,CHI,shooting,,,Caruso,A. Caruso,,,,,Restricted Area,0-8 Center,,,,,,,204058.0,1.0,0.0,Murray,1631099.0,,,,,,,,,
14,PT10M50.00S,2024-03-05T03:11:48.6Z,1,REGULAR,freethrow,1 of 2,[],1631099,,,1610612758,3,5,2024-03-05T03:11:48Z,140000,False,,,0,,K. Murray Free Throw 1 of 2 (1 PTS),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
15,PT10M50.00S,2024-03-05T03:12:03.8Z,1,REGULAR,freethrow,2 of 2,[],1631099,,,1610612758,4,5,2024-03-05T03:12:03Z,150000,False,,,0,,K. Murray Free Throw 2 of 2 (2 PTS),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
16,PT10M28.00S,2024-03-05T03:12:28.4Z,1,REGULAR,3pt,Jump Shot,[],1627936,4.812746386333772,95.09803921568627,1610612741,4,5,2024-03-05T03:12:34Z,160000,False,-225.0,-7.0,1,left,MISS A. Caruso 3PT,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Left Corner 3,24+ Left,22.56,Missed,,,,,,,,,,,,,,,,,,
17,PT10M27.00S,2024-03-05T03:12:29.4Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,4,5,2024-03-05T03:13:03Z,170000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:1),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,16.0,1.0,1.0,0.0,,,,,
