actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-11-09T03:10:15.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-11-09T03:10:15Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-11-09T03:10:18.2Z,1,REGULAR,jumpball,recovered,[],1627763,,,1610612757,0,0,2023-11-09T03:10:18Z,40000,False,,,0,,Jump Ball D. Ayton vs. D. Sabonis: Tip to M. Brogdon,"[1627763, 1629028, 1627734]",1610612757.0,POR,startperiod,M. Brogdon,1627763.0,Brogdon,M. Brogdon,Ayton,1629028.0,Sabonis,1627734.0,,,,,,,,,,,,,,,,,,,,,,
8,PT11M41.00S,2023-11-09T03:10:47.9Z,1,REGULAR,3pt,Jump Shot,[],1629680,65.39093298291722,71.81372549019608,1610612757,0,0,2023-11-09T03:11:23Z,80000,False,109.0,273.0,1,right,MISS M. Thybulle 29' 3PT,[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,Above the Break 3,24+ Right Center,29.38,Missed,,,,,,,,,,,,,,,,,,
9,PT11M34.00S,2023-11-09T03:10:54.9Z,1,REGULAR,rebound,defensive,[],1631165,,,1610612758,0,0,2023-11-09T03:11:23Z,90000,False,,,0,,K. Ellis REBOUND (Off:0 Def:1),[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,Above the Break 3,24+ Right Center,,,8.0,1.0,1.0,0.0,,,,,,,,,,,,,,
10,PT11M27.00S,2023-11-09T03:11:01.4Z,1,REGULAR,2pt,Layup,[],1628989,12.828515111695138,28.676470588235293,1610612758,0,0,2023-11-09T03:11:08Z,100000,False,107.0,68.0,1,left,MISS K. Huerter 12' driving Layup,[1628989],1610612758.0,SAC,driving,,,Huerter,K. Huerter,,,,,Mid-Range,8-16 Right,12.65,Missed,,,,,,,,,,,,,,,,,,
11,PT11M25.00S,2023-11-09T03:11:03.4Z,1,REGULAR,rebound,offensive,[],1627734,,,1610612758,0,0,2023-11-09T03:11:08Z,110000,False,,,0,,D. Sabonis REBOUND (Off:1 Def:0),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Mid-Range,8-16 Right,,,10.0,1.0,0.0,1.0,,,,,,,,,,,,,,
12,PT11M24.00S,2023-11-09T03:11:04.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627734,7.178055190538765,43.872549019607845,1610612758,2,0,2023-11-09T03:11:16Z,120000,False,31.0,15.0,1,left,D. Sabonis tip Layup (2 PTS),[1627734],1610612758.0,SAC,tip,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,3.41,Made,,,,,2.0,,,,,,,,,,,,,
13,PT11M10.00S,2023-11-09T03:11:19.2Z,1,REGULAR,2pt,Jump Shot,[],1629028,77.7431011826544,37.5,1610612757,2,0,2023-11-09T03:11:30Z,130000,False,-62.0,157.0,1,right,MISS D. Ayton 16' Jump Shot,[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Mid-Range,16-24 Left Center,16.87,Missed,,,,,,,,,,,,,,,,,,
14,PT11M08.00S,2023-11-09T03:11:21.2Z,1,REGULAR,rebound,defensive,[],203084,,,1610612758,2,0,2023-11-09T03:11:30Z,140000,False,,,0,,H. Barnes REBOUND (Off:0 Def:1),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Mid-Range,16-24 Left Center,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,
15,PT10M51.00S,2023-11-09T03:11:38.2Z,1,REGULAR,2pt,Jump Shot,[],1631099,20.71287779237845,53.67647058823529,1610612758,2,0,2023-11-09T03:11:45Z,150000,False,-18.0,142.0,1,left,MISS K. Murray 14' floating Shot,[1631099],1610612758.0,SAC,floating,,,Murray,K. Murray,,,,,Mid-Range,8-16 Center,14.34,Missed,,,,,,,,,,,,,,,,,,
