actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
528,PT11M16.00S,2024-03-30T03:51:47.4Z,4,REGULAR,3pt,Jump Shot,[],1629023,26.757555847568987,17.15686274509804,1610612742,84,76,2024-03-30T03:51:54Z,5050000,False,164.0,199.0,1,left,P. Washington 25' 3PT  (7 PTS) (L. Doncic 9 AST),"[1629023, 1629029]",1610612742.0,DAL,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Right Center,25.8,Made,7.0,,,,L. Doncic,1629029.0,9.0,,,,,,,,,,,
530,PT10M55.00S,2024-03-30T03:52:08.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,83.52496714848883,46.81372549019608,1610612758,84,76,2024-03-30T03:52:13Z,5070000,False,-16.0,102.0,1,right,MISS D. Fox 10' floating Shot,[1628368],1610612758.0,SAC,floating,,,Fox,D. Fox,,,,,In The Paint (Non-RA),8-16 Center,10.36,Missed,,,,,,,,,,,,,,,,,,
531,PT10M53.00S,2024-03-30T03:52:11.0Z,4,REGULAR,rebound,defensive,[],1629029,,,1610612742,84,76,2024-03-30T03:52:11Z,5080000,False,,,0,,L. Doncic REBOUND (Off:0 Def:7),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,530.0,7.0,7.0,0.0,,,,,,
532,PT10M47.00S,2024-03-30T03:52:22.9Z,4,REGULAR,foul,personal,[],203458,,,1610612742,84,76,2024-03-30T03:52:29Z,5090000,False,,,0,,A. Len personal FOUL (1 PF),"[203458, 1641726]",1610612758.0,SAC,,,,Len,A. Len,,,,,Restricted Area,0-8 Center,,,,,,,,,,1627962.0,,,,,1.0,0.0,Lively II,1641726.0,,
534,PT10M38.00S,2024-03-30T03:52:53.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627884,10.33180026281209,60.5392156862745,1610612742,84,76,2024-03-30T03:55:11Z,5110000,False,-53.0,45.0,1,left,MISS D. Jones Jr. 6' driving floating Shot,[1627884],1610612742.0,DAL,driving floating,,,Jones Jr.,D. Jones Jr.,,,,,In The Paint (Non-RA),0-8 Center,6.9,Missed,,,,,,,,,,,,,,,,,,
535,PT10M37.00S,2024-03-30T03:52:54.9Z,4,REGULAR,rebound,defensive,[],1630556,,,1610612758,84,76,2024-03-30T03:55:22Z,5120000,False,,,0,,K. Edwards REBOUND (Off:1 Def:1),[1630556],1610612758.0,SAC,,,,Edwards,K. Edwards,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,534.0,2.0,1.0,1.0,,,,,,
536,PT10M24.00S,2024-03-30T03:53:07.8Z,4,REGULAR,foul,personal,['2freethrow'],1627884,,,1610612758,84,76,2024-03-30T03:53:19Z,5130000,False,,,0,,D. Jones Jr. shooting personal FOUL (1 PF) (Fox 2 FT),"[1627884, 1628368]",1610612742.0,DAL,shooting,,,Jones Jr.,D. Jones Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,1627962.0,,,,,1.0,0.0,Fox,1628368.0,,
538,PT10M24.00S,2024-03-30T03:53:38.5Z,4,REGULAR,freethrow,1 of 2,[],1628368,,,1610612758,85,76,2024-03-30T03:53:38Z,5150000,False,,,0,,D. Fox Free Throw 1 of 2 (20 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,Made,20.0,,,,,,,,,,,,,,,,,
539,PT10M24.00S,2024-03-30T03:53:58.4Z,4,REGULAR,freethrow,2 of 2,[],1628368,,,1610612758,86,76,2024-03-30T03:53:58Z,5160000,False,,,0,,D. Fox Free Throw 2 of 2 (21 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,Made,21.0,,,,,,,,,,,,,,,,,
540,PT10M00.00S,2024-03-30T03:54:24.3Z,4,REGULAR,3pt,Jump Shot,[],1629029,32.53942181340342,52.69607843137255,1610612742,86,79,2024-03-30T03:54:30Z,5170000,False,-13.0,253.0,1,left,L. Doncic 25' 3PT  (22 PTS) (K. Irving 2 AST),"[1629029, 202681]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Center,25.38,Made,22.0,,,,K. Irving,202681.0,2.0,,,,,,,,,,,
542,PT09M43.00S,2024-03-30T03:54:40.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628368,93.77463863337714,43.13725490196079,1610612758,86,79,2024-03-30T03:54:47Z,5190000,False,-34.0,6.0,1,right,MISS D. Fox driving Layup,[1628368],1610612758.0,SAC,driving,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,3.48,Missed,,,,,,,,,,,,,,,,,,
543,PT09M41.00S,2024-03-30T03:54:42.7Z,4,REGULAR,rebound,offensive,[],203458,,,1610612758,86,79,2024-03-30T03:54:42Z,5200000,False,,,0,,A. Len REBOUND (Off:2 Def:1),[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,Restricted Area,0-8 Center,,,,,,,,,,,542.0,3.0,1.0,2.0,,,,,,
544,PT09M38.00S,2024-03-30T03:54:45.2Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630556,67.23061760840999,43.38235294117647,1610612758,89,79,2024-03-30T03:54:50Z,5210000,False,-33.0,256.0,1,right,K. Edwards 25' 3PT  (9 PTS) (A. Len 2 AST),"[1630556, 203458]",1610612758.0,SAC,,,,Edwards,K. Edwards,,,,,Above the Break 3,24+ Center,25.76,Made,9.0,,,,A. Len,203458.0,2.0,,,,,,,,,,,
546,PT09M22.00S,2024-03-30T03:55:01.3Z,4,REGULAR,3pt,Jump Shot,[],1629029,30.699737187910642,70.83333333333334,1610612742,89,82,2024-03-30T03:57:41Z,5230000,False,-104.0,236.0,1,left,L. Doncic 25' 3PT step back (25 PTS),[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Left Center,25.81,Made,25.0,,,,,,,,,,,,,,,,,
547,PT08M59.00S,2024-03-30T03:55:24.1Z,4,REGULAR,3pt,Jump Shot,[],1631165,70.90998685939553,23.03921568627451,1610612758,92,82,2024-03-30T03:55:29Z,5240000,False,-135.0,221.0,1,right,K. Ellis 25' 3PT  (16 PTS) (A. Len 3 AST),"[1631165, 203458]",1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,Above the Break 3,24+ Left Center,25.88,Made,16.0,,,,A. Len,203458.0,3.0,,,,,,,,,,,
549,PT08M34.00S,2024-03-30T03:55:49.6Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1641726,6.783837056504599,49.754901960784316,1610612742,92,84,2024-03-30T03:55:53Z,5260000,False,1.0,11.0,1,left,D. Lively II DUNK (12 PTS) (L. Doncic 10 AST),"[1641726, 1629029]",1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,Restricted Area,0-8 Center,1.14,Made,12.0,,,,L. Doncic,1629029.0,10.0,,,,,,,,,,,
551,PT08M13.00S,2024-03-30T03:56:10.0Z,4,REGULAR,3pt,Jump Shot,[],1631165,90.75229960578186,3.6764705882352944,1610612758,92,84,2024-03-30T03:56:19Z,5280000,False,-232.0,34.0,1,right,MISS K. Ellis 3PT,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,Left Corner 3,24+ Left,23.41,Missed,,,,,,,,,,,,,,,,,,
552,PT08M08.00S,2024-03-30T03:56:15.0Z,4,REGULAR,rebound,defensive,[],202681,,,1610612742,92,84,2024-03-30T03:57:16Z,5290000,False,,,0,,K. Irving REBOUND (Off:0 Def:2),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,Left Corner 3,24+ Left,,,,,,,,,,,551.0,2.0,2.0,0.0,,,,,,
553,PT08M06.00S,2024-03-30T03:56:27.0Z,4,REGULAR,foul,personal,['2freethrow'],203084,,,1610612742,92,84,2024-03-30T03:56:40Z,5300000,False,,,0,,H. Barnes shooting personal FOUL (1 PF) (Irving 2 FT),"[203084, 202681]",1610612758.0,SAC,shooting,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,,,,,,,,,,1627962.0,,,,,1.0,0.0,Irving,202681.0,,
555,PT08M06.00S,2024-03-30T03:56:51.6Z,4,REGULAR,freethrow,1 of 2,[],202681,,,1610612742,92,85,2024-03-30T03:56:51Z,5320000,False,,,0,,K. Irving Free Throw 1 of 2 (17 PTS),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
556,PT08M06.00S,2024-03-30T03:56:53.7Z,4,REGULAR,substitution,out,[],1628368,,,1610612742,92,85,2024-03-30T03:57:12Z,5330000,False,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
557,PT08M06.00S,2024-03-30T03:56:53.7Z,4,REGULAR,substitution,out,[],203458,,,1610612742,92,85,2024-03-30T03:57:12Z,5340000,False,,,0,,SUB out: A. Len,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,,,
558,PT08M06.00S,2024-03-30T03:56:53.7Z,4,REGULAR,substitution,out,[],203084,,,1610612742,92,85,2024-03-30T03:57:12Z,5350000,False,,,0,,SUB out: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
559,PT08M06.00S,2024-03-30T03:56:53.7Z,4,REGULAR,substitution,out,[],1627884,,,1610612742,92,85,2024-03-30T03:57:12Z,5360000,False,,,0,,SUB out: D. Jones Jr.,[1627884],1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
560,PT08M06.00S,2024-03-30T03:56:53.7Z,4,REGULAR,substitution,out,[],1641726,,,1610612742,92,85,2024-03-30T03:57:12Z,5370000,False,,,0,,SUB out: D. Lively II,[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,,,,,,,,,,,,,,,,,,,,,,
561,PT08M06.00S,2024-03-30T03:56:53.7Z,4,REGULAR,substitution,in,[],1627734,,,1610612742,92,85,2024-03-30T03:57:12Z,5380000,False,,,0,,SUB in: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,,
562,PT08M06.00S,2024-03-30T03:56:53.7Z,4,REGULAR,substitution,in,[],1631099,,,1610612742,92,85,2024-03-30T03:57:12Z,5390000,False,,,0,,SUB in: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
563,PT08M06.00S,2024-03-30T03:56:53.7Z,4,REGULAR,substitution,in,[],1630558,,,1610612742,92,85,2024-03-30T03:57:12Z,5400000,False,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
564,PT08M06.00S,2024-03-30T03:56:53.7Z,4,REGULAR,substitution,in,[],1629655,,,1610612742,92,85,2024-03-30T03:57:12Z,5410000,False,,,0,,SUB in: D. Gafford,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
565,PT08M06.00S,2024-03-30T03:56:53.7Z,4,REGULAR,substitution,in,[],203957,,,1610612742,92,85,2024-03-30T03:57:12Z,5420000,False,,,0,,SUB in: D. Exum,[203957],1610612742.0,DAL,,,,Exum,D. Exum,,,,,,,,,,,,,,,,,,,,,,,,,,
566,PT08M06.00S,2024-03-30T03:57:22.6Z,4,REGULAR,freethrow,2 of 2,[],202681,,,1610612742,92,86,2024-03-30T03:57:22Z,5430000,False,,,0,,K. Irving Free Throw 2 of 2 (18 PTS),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,Made,18.0,,,,,,,,,,,,,,,,,
567,PT07M45.00S,2024-03-30T03:57:45.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630558,82.7365308804205,47.549019607843135,1610612758,92,86,2024-03-30T03:57:53Z,5440000,False,-12.0,110.0,1,right,MISS D. Mitchell 11' pullup Shot,[1630558],1610612758.0,SAC,pullup,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),8-16 Center,11.05,Missed,,,,,,,,,,,,,,,,,,
568,PT07M40.00S,2024-03-30T03:57:50.5Z,4,REGULAR,rebound,defensive,[],1629023,,,1610612742,92,86,2024-03-30T03:57:53Z,5450000,False,,,0,,P. Washington REBOUND (Off:0 Def:5),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,567.0,5.0,5.0,0.0,,,,,,
569,PT07M38.00S,2024-03-30T03:57:53.3Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],202681,29.122864651773984,25.49019607843137,1610612742,92,89,2024-03-30T03:57:58Z,5460000,False,123.0,221.0,1,left,K. Irving 25' 3PT running pullup (21 PTS) (P. Washington 1 AST),"[202681, 1629023]",1610612742.0,DAL,running pullup,,,Irving,K. Irving,,,,,Above the Break 3,24+ Right Center,25.29,Made,21.0,,,,P. Washington,1629023.0,1.0,,,,,,,,,,,
571,PT07M38.00S,2024-03-30T03:58:01.9Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,92,89,2024-03-30T03:58:01Z,5480000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,PT07M38.00S,2024-03-30T03:59:42.1Z,4,REGULAR,substitution,out,[],1631165,,,1610612758,92,89,2024-03-30T04:00:55Z,5490000,False,,,0,,SUB out: K. Ellis,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,
573,PT07M38.00S,2024-03-30T03:59:42.1Z,4,REGULAR,substitution,out,[],1630558,,,1610612758,92,89,2024-03-30T04:00:55Z,5500000,False,,,0,,SUB out: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
574,PT07M38.00S,2024-03-30T03:59:42.1Z,4,REGULAR,substitution,in,[],1628368,,,1610612758,92,89,2024-03-30T04:00:55Z,5510000,False,,,0,,SUB in: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
575,PT07M38.00S,2024-03-30T03:59:42.1Z,4,REGULAR,substitution,in,[],203084,,,1610612758,92,89,2024-03-30T04:00:55Z,5520000,False,,,0,,SUB in: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
576,PT07M14.00S,2024-03-30T04:01:17.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,86.94152431011827,34.31372549019608,1610612758,92,89,2024-03-30T04:01:22Z,5530000,False,-78.0,70.0,1,right,MISS D. Fox 10' fadeaway Shot,[1628368],1610612758.0,SAC,fadeaway,,,Fox,D. Fox,,,,,In The Paint (Non-RA),8-16 Left,10.52,Missed,,,,,,,,,,,,,,,,,,
577,PT07M10.00S,2024-03-30T04:01:21.6Z,4,REGULAR,rebound,defensive,[],203957,,,1610612742,92,89,2024-03-30T04:01:22Z,5540000,False,,,0,,D. Exum REBOUND (Off:0 Def:2),[203957],1610612742.0,DAL,,,,Exum,D. Exum,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,576.0,2.0,2.0,0.0,,,,,,
578,PT06M51.00S,2024-03-30T04:01:39.0Z,4,REGULAR,3pt,Jump Shot,[],203957,7.966491458607096,3.1862745098039214,1610612742,92,92,2024-03-30T04:01:44Z,5550000,False,234.0,22.0,1,left,D. Exum 3PT  (5 PTS) (L. Doncic 11 AST),"[203957, 1629029]",1610612742.0,DAL,,,,Exum,D. Exum,,,,,Right Corner 3,24+ Right,23.52,Made,5.0,,,,L. Doncic,1629029.0,11.0,,,,,,,,,,,
580,PT06M34.00S,2024-03-30T04:01:56.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203084,89.30683311432325,58.08823529411765,1610612758,92,92,2024-03-30T04:02:07Z,5570000,False,40.0,48.0,1,right,MISS H. Barnes 6' turnaround fadeaway bank Shot,[203084],1610612758.0,SAC,turnaround fadeaway bank,,,Barnes,H. Barnes,,,,,In The Paint (Non-RA),0-8 Center,6.27,Missed,,,,,,,,,,,,,,,,,,
581,PT06M32.00S,2024-03-30T04:01:58.5Z,4,REGULAR,rebound,defensive,[],1629023,,,1610612742,92,92,2024-03-30T04:02:07Z,5580000,False,,,0,,P. Washington REBOUND (Off:0 Def:6),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,580.0,6.0,6.0,0.0,,,,,,
582,PT06M26.00S,2024-03-30T04:02:04.8Z,4,REGULAR,3pt,Jump Shot,[],1629029,28.465834428383708,78.43137254901961,1610612742,92,92,2024-03-30T04:02:21Z,5590000,False,-142.0,215.0,1,left,MISS L. Doncic 25' step back 3PT,[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Left Center,25.79,Missed,,,,,,,,,,,,,,,,,,
583,PT06M26.00S,2024-03-30T04:02:04.8Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612742,92,92,2024-03-30T04:02:11Z,5600000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,582.0,,,,,,,,,
585,PT06M25.00S,2024-03-30T04:02:14.1Z,4,REGULAR,substitution,out,[],1630556,,,1610612742,92,92,2024-03-30T04:02:22Z,5620000,False,,,0,,SUB out: K. Edwards,[1630556],1610612758.0,SAC,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
586,PT06M25.00S,2024-03-30T04:02:14.1Z,4,REGULAR,substitution,in,[],1631165,,,1610612742,92,92,2024-03-30T04:02:22Z,5630000,False,,,0,,SUB in: K. Ellis,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,
587,PT06M21.00S,2024-03-30T04:02:35.7Z,4,REGULAR,foul,personal,['3freethrow'],1631165,,,1610612742,92,92,2024-03-30T04:02:47Z,5640000,False,,,0,,K. Ellis shooting personal FOUL (4 PF) (Irving 3 FT),"[1631165, 202681]",1610612758.0,SAC,shooting,,,Ellis,K. Ellis,,,,,Right Corner 3,24+ Right,,,,,,,,,,202035.0,,,,,4.0,0.0,Irving,202681.0,,
589,PT06M21.00S,2024-03-30T04:03:03.9Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,92,92,2024-03-30T04:03:03Z,5660000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,PT06M21.00S,2024-03-30T04:06:04.4Z,4,REGULAR,freethrow,1 of 3,['2ndchance'],202681,,,1610612742,92,93,2024-03-30T04:06:48Z,5680000,False,,,0,,K. Irving Free Throw 1 of 3 (22 PTS),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,Made,22.0,,,,,,,,,,,,,,,,,
593,PT06M21.00S,2024-03-30T04:06:04.4Z,4,REGULAR,freethrow,2 of 3,['2ndchance'],202681,,,1610612742,92,94,2024-03-30T04:06:48Z,5690000,False,,,0,,K. Irving Free Throw 2 of 3 (23 PTS),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,Made,23.0,,,,,,,,,,,,,,,,,
594,PT06M21.00S,2024-03-30T04:06:04.4Z,4,REGULAR,freethrow,3 of 3,['2ndchance'],202681,,,1610612742,92,94,2024-03-30T04:06:48Z,5700000,False,,,0,,MISS K. Irving Free Throw 3 of 3,[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
595,PT06M19.00S,2024-03-30T04:06:06.4Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612758,92,94,2024-03-30T04:06:48Z,5710000,False,,,0,,TEAM defensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,594.0,,,,,,,,,
597,PT06M00.00S,2024-03-30T04:07:14.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203084,94.03745072273325,53.92156862745098,1610612758,94,94,2024-03-30T04:07:20Z,5730000,False,20.0,4.0,1,right,H. Barnes driving Layup (19 PTS),[203084],1610612758.0,SAC,driving,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,1.99,Made,19.0,,,,,,,,,,,,,,,,,
598,PT06M00.00S,2024-03-30T04:07:19.1Z,4,REGULAR,foul,personal,['1freethrow'],1629029,,,1610612758,94,94,2024-03-30T04:07:27Z,5740000,False,,,0,,L. Doncic shooting personal FOUL (2 PF) (Barnes 1 FT),"[1629029, 203084]",1610612742.0,DAL,shooting,,,Doncic,L. Doncic,,,,,Restricted Area,0-8 Center,,,,,,,,,,1662.0,,,,,2.0,0.0,Barnes,203084.0,,
600,PT06M00.00S,2024-03-30T04:07:40.5Z,4,REGULAR,freethrow,1 of 1,[],203084,,,1610612758,95,94,2024-03-30T04:07:40Z,5760000,False,,,0,,H. Barnes Free Throw 1 of 1 (20 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,Made,20.0,,,,,,,,,,,,,,,,,
601,PT05M40.00S,2024-03-30T04:08:05.1Z,4,REGULAR,3pt,Jump Shot,[],1629023,6.258212877792378,95.83333333333334,1610612742,95,94,2024-03-30T04:08:10Z,5770000,False,-229.0,6.0,1,left,MISS P. Washington 3PT,[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Left Corner 3,24+ Left,22.93,Missed,,,,,,,,,,,,,,,,,,
602,PT05M38.00S,2024-03-30T04:08:08.4Z,4,REGULAR,rebound,offensive,[],1629655,,,1610612742,95,94,2024-03-30T04:08:08Z,5780000,False,,,0,,D. Gafford REBOUND (Off:2 Def:4),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Left Corner 3,24+ Left,,,,,,,,,,,601.0,6.0,4.0,2.0,,,,,,
603,PT05M29.00S,2024-03-30T04:08:17.0Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],202681,10.726018396846255,20.34313725490196,1610612742,95,96,2024-03-30T04:08:21Z,5790000,False,148.0,48.0,1,left,K. Irving 15' pullup Jump Shot (25 PTS) (L. Doncic 12 AST),"[202681, 1629029]",1610612742.0,DAL,pullup,,,Irving,K. Irving,,,,,Mid-Range,8-16 Right,15.6,Made,25.0,,,,L. Doncic,1629029.0,12.0,,,,,,,,,,,
605,PT05M10.00S,2024-03-30T04:08:35.1Z,4,REGULAR,3pt,Jump Shot,[],1631099,71.56701708278581,22.30392156862745,1610612758,98,96,2024-03-30T04:08:40Z,5810000,False,-138.0,215.0,1,right,K. Murray 25' 3PT  (9 PTS) (D. Sabonis 10 AST),"[1631099, 1627734]",1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Left Center,25.56,Made,9.0,,,,D. Sabonis,1627734.0,10.0,,,,,,,,,,,
607,PT04M49.00S,2024-03-30T04:08:56.6Z,4,REGULAR,2pt,Jump Shot,[],1629029,22.946780551905388,68.38235294117648,1610612742,98,96,2024-03-30T04:09:03Z,5830000,False,-92.0,163.0,1,left,MISS L. Doncic 18' fadeaway Shot,[1629029],1610612742.0,DAL,fadeaway,,,Doncic,L. Doncic,,,,,Mid-Range,16-24 Left Center,18.73,Missed,,,,,,,,,,,,,,,,,,
608,PT04M45.00S,2024-03-30T04:09:00.6Z,4,REGULAR,rebound,defensive,[],1627734,,,1610612758,98,96,2024-03-30T04:09:03Z,5840000,False,,,0,,D. Sabonis REBOUND (Off:1 Def:10),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,607.0,11.0,10.0,1.0,,,,,,
610,PT04M21.00S,2024-03-30T04:09:42.8Z,4,REGULAR,2pt,Jump Shot,[],1631165,93.9060446780552,21.568627450980394,1610612758,98,96,2024-03-30T04:09:47Z,5860000,False,-142.0,5.0,1,right,MISS K. Ellis 14' fadeaway Shot,[1631165],1610612758.0,SAC,fadeaway,,,Ellis,K. Ellis,,,,,Mid-Range,8-16 Left,14.23,Missed,,,,,,,,,,,,,,,,,,
611,PT04M19.00S,2024-03-30T04:09:44.8Z,4,REGULAR,rebound,offensive,[],1631165,,,1610612758,98,96,2024-03-30T04:09:44Z,5870000,False,,,0,,K. Ellis REBOUND (Off:1 Def:4),[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,Mid-Range,8-16 Left,,,,,,,,,,,610.0,5.0,4.0,1.0,,,,,,
612,PT04M17.00S,2024-03-30T04:09:46.9Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1627734,83.26215505913272,41.17647058823529,1610612758,98,96,2024-03-30T04:10:44Z,5880000,False,-44.0,105.0,1,right,MISS D. Sabonis 11' floating Shot,[1627734],1610612758.0,SAC,floating,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),8-16 Center,11.37,Missed,,,,,,,,,,,,,,,,,,
613,PT04M16.00S,2024-03-30T04:09:47.9Z,4,REGULAR,rebound,defensive,[],1629655,,,1610612742,98,96,2024-03-30T04:09:50Z,5890000,False,,,0,,D. Gafford REBOUND (Off:2 Def:5),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,612.0,7.0,5.0,2.0,,,,,,
614,PT04M16.00S,2024-03-30T04:09:55.3Z,4,REGULAR,timeout,full,['team'],0,,,1610612742,98,96,2024-03-30T04:09:55Z,5900000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,PT04M01.00S,2024-03-30T04:11:37.8Z,4,REGULAR,3pt,Jump Shot,[],202681,23.99802890932983,11.029411764705882,1610612742,98,99,2024-03-30T04:11:44Z,5910000,False,195.0,173.0,1,left,K. Irving 26' 3PT  (28 PTS),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,Above the Break 3,24+ Right Center,26.07,Made,28.0,,,,,,,,,,,,,,,,,
616,PT03M39.00S,2024-03-30T04:12:00.2Z,4,REGULAR,turnover,bad pass,[],203084,,,1610612758,98,99,2024-03-30T04:12:04Z,5920000,False,,,0,,H. Barnes bad pass TURNOVER (2 TO),"[203084, 1629023]",1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Mid-Range,16-24 Left,,,,2.0,Washington,1629023.0,,,,,,,,,,,,,,
617,PT03M39.00S,2024-03-30T04:12:00.2Z,4,REGULAR,steal,,[],1629023,,,1610612742,98,99,2024-03-30T04:12:02Z,5930000,False,,,0,,P. Washington STEAL (1 STL),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
