actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
297,PT05M29.00S,2023-10-30T01:56:43.5Z,2,REGULAR,turnover,traveling,[],1627752,,,1610612747,50,43,2023-10-30T01:56:58Z,2850000,False,,,0,,T. Prince traveling TURNOVER (1 TO),[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,In The Paint (Non-RA),0-8 Center,1.0,,,,,,,,,,,,,,,1151.0,,,,
298,PT05M09.00S,2023-10-30T01:57:12.8Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",203084,6.915243101182654,47.794117647058826,1610612758,52,43,2023-10-30T01:57:29Z,2860000,False,11.0,13.0,1,left,H. Barnes Hook (6 PTS) (K. Murray 3 AST),"[203084, 1631099]",1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,,,,1.67,Made,6.0,,,,,,,K. Murray,1631099.0,3.0,,,,,
300,PT04M52.00S,2023-10-30T01:57:32.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630559,86.81011826544021,63.23529411764706,1610612747,52,43,2023-10-30T02:07:41Z,2880000,False,66.0,71.0,1,right,MISS A. Reaves 9' turnaround Shot,[1630559],1610612747.0,LAL,turnaround,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),8-16 Right,,,,9.74,Missed,,,,,,,,,,,,,,,
301,PT04M51.00S,2023-10-30T01:57:33.5Z,2,REGULAR,rebound,offensive,[],203076,,,1610612747,52,43,2023-10-30T02:07:41Z,2890000,False,,,0,,A. Davis REBOUND (Off:3 Def:5),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,300.0,8.0,5.0,3.0,,,,,,,,,,
352,PT04M51.00S,2023-10-30T01:57:42.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203076,93.51182654402102,50.0,1610612747,52,43,2023-10-30T02:07:51Z,2895000,False,0.0,8.0,1,right,MISS A. Davis tip Layup,[203076],1610612747.0,LAL,tip,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,0.85,Missed,,,,,,,,,,,,,,,
353,PT04M50.00S,2023-10-30T01:57:43.3Z,2,REGULAR,rebound,defensive,[],203084,,,1610612758,52,43,2023-10-30T02:07:51Z,2897500,False,,,0,,H. Barnes REBOUND (Off:0 Def:2),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,,,,,,,352.0,2.0,2.0,0.0,,,,,,,,,,
302,PT04M29.00S,2023-10-30T01:57:52.2Z,2,REGULAR,3pt,Jump Shot,[],1631099,19.267411300919843,5.88235294117647,1610612758,52,43,2023-10-30T01:58:05Z,2900000,False,221.0,129.0,1,left,MISS K. Murray 25' 3PT,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Right Center,,,,25.53,Missed,,,,,,,,,,,,,,,
303,PT04M28.00S,2023-10-30T01:57:53.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612747,52,43,2023-10-30T01:58:05Z,2910000,False,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,302.0,,,,,,,,,,,,,
304,PT04M28.00S,2023-10-30T01:58:00.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628368,,,1610612747,52,43,2023-10-30T01:58:42Z,2920000,False,,,0,,D. Fox loose ball personal FOUL (2 PF) (Reaves 2 FT),"[1628368, 1630559]",1610612758.0,SAC,loose ball,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,2714.0,2.0,0.0,Reaves,1630559.0
306,PT04M28.00S,2023-10-30T01:58:41.3Z,2,REGULAR,freethrow,1 of 2,[],1630559,,,1610612747,52,44,2023-10-30T01:58:41Z,2940000,False,,,0,,A. Reaves Free Throw 1 of 2 (4 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,
307,PT04M28.00S,2023-10-30T01:58:57.3Z,2,REGULAR,freethrow,2 of 2,[],1630559,,,1610612747,52,45,2023-10-30T01:58:57Z,2950000,False,,,0,,A. Reaves Free Throw 2 of 2 (5 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,
308,PT04M23.00S,2023-10-30T01:59:10.6Z,2,REGULAR,foul,personal,[],1627752,,,1610612758,52,45,2023-10-30T01:59:20Z,2960000,False,,,0,,T. Prince personal FOUL (2 PF),"[1627752, 1628368]",1610612747.0,LAL,,,,Prince,T. Prince,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,2714.0,2.0,0.0,Fox,1628368.0
310,PT04M18.00S,2023-10-30T01:59:31.9Z,2,REGULAR,3pt,Jump Shot,[],203084,27.414586070959263,17.647058823529413,1610612758,52,45,2023-10-30T01:59:38Z,2980000,False,162.0,205.0,1,left,MISS H. Barnes 26' 3PT,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Right Center,,,,26.13,Missed,,,,,,,,,,,,,,,
311,PT04M15.00S,2023-10-30T01:59:34.9Z,2,REGULAR,rebound,defensive,[],1630559,,,1610612747,52,45,2023-10-30T01:59:38Z,2990000,False,,,0,,A. Reaves REBOUND (Off:0 Def:1),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Right Center,,,,,,,310.0,1.0,1.0,0.0,,,,,,,,,,
312,PT04M08.00S,2023-10-30T01:59:43.2Z,2,REGULAR,3pt,Jump Shot,[],1630559,79.31997371879106,7.8431372549019605,1610612747,52,45,2023-10-30T01:59:50Z,3000000,False,-211.0,142.0,1,right,MISS A. Reaves 25' 3PT - blocked,"[1630559, 1628989]",1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Left Center,,,,25.41,Missed,,,,,,Huerter,1628989.0,,,,,,,,
313,PT04M08.00S,2023-10-30T01:59:43.2Z,2,REGULAR,block,,[],1628989,,,1610612747,52,45,2023-10-30T01:59:46Z,3010000,False,,,0,,K. Huerter BLOCK (1 BLK),[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
314,PT04M08.00S,2023-10-30T01:59:43.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612747,52,45,2023-10-30T01:59:50Z,3020000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,312.0,,,,,,,,,,,,,
316,PT03M59.00S,2023-10-30T02:00:11.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203076,92.9862023653088,52.20588235294118,1610612747,52,47,2023-10-30T02:00:20Z,3040000,False,11.0,13.0,1,right,A. Davis reverse Layup (9 PTS),[203076],1610612747.0,LAL,reverse,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,1.73,Made,9.0,,,,,,,,,,,,,,
317,PT03M42.00S,2023-10-30T02:00:28.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628368,6.258212877792378,52.69607843137255,1610612758,54,47,2023-10-30T02:00:32Z,3050000,False,-13.0,6.0,1,left,D. Fox driving Layup (16 PTS),[1628368],1610612758.0,SAC,driving,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,,,,1.49,Made,16.0,,,,,,,,,,,,,,
318,PT03M32.00S,2023-10-30T02:00:40.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203084,,,1610612747,54,47,2023-10-30T02:00:51Z,3060000,False,,,0,,H. Barnes shooting personal FOUL (1 PF) (Wood 2 FT),"[203084, 1626174]",1610612758.0,SAC,shooting,,,Barnes,H. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,2714.0,1.0,0.0,Wood,1626174.0
320,PT03M32.00S,2023-10-30T02:01:03.7Z,2,REGULAR,freethrow,1 of 2,[],1626174,,,1610612747,54,48,2023-10-30T02:01:03Z,3080000,False,,,0,,C. Wood Free Throw 1 of 2 (10 PTS),[1626174],1610612747.0,LAL,,,,Wood,C. Wood,,,,,,,,,,,Made,10.0,,,,,,,,,,,,,,
321,PT03M32.00S,2023-10-30T02:01:25.1Z,2,REGULAR,freethrow,2 of 2,[],1626174,,,1610612747,54,49,2023-10-30T02:01:25Z,3090000,False,,,0,,C. Wood Free Throw 2 of 2 (11 PTS),[1626174],1610612747.0,LAL,,,,Wood,C. Wood,,,,,,,,,,,Made,11.0,,,,,,,,,,,,,,
322,PT03M20.00S,2023-10-30T02:01:42.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,6.652431011826544,55.392156862745104,1610612758,56,49,2023-10-30T02:01:53Z,3100000,False,-27.0,10.0,1,left,D. Sabonis cutting Layup (9 PTS) (K. Huerter 4 AST),"[1627734, 1628989]",1610612758.0,SAC,cutting,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,2.88,Made,9.0,,,,,,,K. Huerter,1628989.0,4.0,,,,,
324,PT03M20.00S,2023-10-30T02:01:45.4Z,2,REGULAR,foul,personal,['1freethrow'],1629060,,,1610612758,56,49,2023-10-30T02:01:54Z,3120000,False,,,0,,R. Hachimura shooting personal FOUL (1 PF) (Sabonis 1 FT),"[1629060, 1627734]",1610612747.0,LAL,shooting,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,2714.0,1.0,0.0,Sabonis,1627734.0
326,PT03M20.00S,2023-10-30T02:02:14.8Z,2,REGULAR,freethrow,1 of 1,[],1627734,,,1610612758,56,49,2023-10-30T02:02:17Z,3140000,False,,,0,,MISS D. Sabonis Free Throw 1 of 1,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
327,PT03M17.00S,2023-10-30T02:02:17.8Z,2,REGULAR,rebound,defensive,[],1626174,,,1610612747,56,49,2023-10-30T02:02:17Z,3150000,False,,,0,,C. Wood REBOUND (Off:0 Def:2),[1626174],1610612747.0,LAL,,,,Wood,C. Wood,,,,,,,,,,,,,326.0,2.0,2.0,0.0,,,,,,,,,,
328,PT03M10.00S,2023-10-30T02:02:24.0Z,2,REGULAR,3pt,Jump Shot,[],1630559,72.09264126149803,18.137254901960784,1610612747,56,49,2023-10-30T02:02:28Z,3160000,False,-159.0,210.0,1,right,MISS A. Reaves 26' 3PT,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Left Center,,,,26.34,Missed,,,,,,,,,,,,,,,
329,PT03M06.00S,2023-10-30T02:02:27.9Z,2,REGULAR,rebound,offensive,[],1629060,,,1610612747,56,49,2023-10-30T02:02:27Z,3170000,False,,,0,,R. Hachimura REBOUND (Off:2 Def:3),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Above the Break 3,24+ Left Center,,,,,,,328.0,5.0,3.0,2.0,,,,,,,,,,
330,PT03M03.00S,2023-10-30T02:02:30.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203076,92.32917214191852,46.568627450980394,1610612747,56,51,2023-10-30T02:02:35Z,3180000,False,-17.0,20.0,1,right,A. Davis Layup (11 PTS) (C. Wood 1 AST),"[203076, 1626174]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,2.61,Made,11.0,,,,,,,C. Wood,1626174.0,1.0,,,,,
332,PT02M50.00S,2023-10-30T02:02:43.9Z,2,REGULAR,2pt,Jump Shot,[],1628368,22.815374507227332,50.49019607843137,1610612758,56,51,2023-10-30T02:02:49Z,3200000,False,-2.0,162.0,1,left,MISS D. Fox 16' step back Shot,[1628368],1610612758.0,SAC,step back,,,Fox,D. Fox,,,,,Mid-Range,16-24 Center,,,,16.2,Missed,,,,,,,,,,,,,,,
333,PT02M48.00S,2023-10-30T02:02:45.9Z,2,REGULAR,rebound,defensive,[],1626174,,,1610612747,56,51,2023-10-30T02:02:49Z,3210000,False,,,0,,C. Wood REBOUND (Off:0 Def:3),[1626174],1610612747.0,LAL,,,,Wood,C. Wood,,,,,Mid-Range,16-24 Center,,,,,,,332.0,3.0,3.0,0.0,,,,,,,,,,
334,PT02M41.00S,2023-10-30T02:02:52.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203076,93.64323258869908,50.73529411764706,1610612747,56,53,2023-10-30T02:02:57Z,3220000,False,4.0,7.0,1,right,A. Davis cutting Layup (13 PTS) (A. Reaves 1 AST),"[203076, 1630559]",1610612747.0,LAL,cutting,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,0.82,Made,13.0,,,,,,,A. Reaves,1630559.0,1.0,,,,,
336,PT02M32.00S,2023-10-30T02:03:01.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628989,7.440867279894875,40.19607843137255,1610612758,56,53,2023-10-30T02:03:08Z,3240000,False,49.0,17.0,1,left,MISS K. Huerter running Layup,[1628989],1610612758.0,SAC,running,,,Huerter,K. Huerter,,,,,In The Paint (Non-RA),0-8 Center,,,,5.2,Missed,,,,,,,,,,,,,,,
337,PT02M29.00S,2023-10-30T02:03:04.5Z,2,REGULAR,rebound,defensive,[],1626174,,,1610612747,56,53,2023-10-30T02:03:04Z,3250000,False,,,0,,C. Wood REBOUND (Off:0 Def:4),[1626174],1610612747.0,LAL,,,,Wood,C. Wood,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,336.0,4.0,4.0,0.0,,,,,,,,,,
338,PT02M28.00S,2023-10-30T02:03:06.4Z,2,REGULAR,turnover,bad pass,[],1630559,,,1610612747,56,53,2023-10-30T02:03:15Z,3260000,False,,,0,,A. Reaves bad pass TURNOVER (2 TO),"[1630559, 1631099]",1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),0-8 Center,2.0,Murray,1631099.0,,,,,,,,,,,,,,,,,
339,PT02M28.00S,2023-10-30T02:03:06.4Z,2,REGULAR,steal,,[],1631099,,,1610612758,56,53,2023-10-30T02:03:10Z,3270000,False,,,0,,K. Murray STEAL (1 STL),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
340,PT02M18.00S,2023-10-30T02:03:16.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628989,29.517082785808146,25.49019607843137,1610612758,59,53,2023-10-30T02:03:21Z,3280000,False,123.0,225.0,1,left,K. Huerter 25' 3PT  (6 PTS) (D. Fox 4 AST),"[1628989, 1628368]",1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Right Center,,,,25.62,Made,6.0,,,,,,,D. Fox,1628368.0,4.0,,,,,
342,PT01M55.00S,2023-10-30T02:03:38.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203076,87.59855453350855,47.549019607843135,1610612747,59,53,2023-10-30T02:03:42Z,3300000,False,-12.0,64.0,1,right,MISS A. Davis 6' floating Shot,[203076],1610612747.0,LAL,floating,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,6.53,Missed,,,,,,,,,,,,,,,
343,PT01M53.00S,2023-10-30T02:03:40.7Z,2,REGULAR,rebound,defensive,[],1627734,,,1610612758,59,53,2023-10-30T02:03:42Z,3310000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:4),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,342.0,4.0,4.0,0.0,,,,,,,,,,
344,PT01M50.00S,2023-10-30T02:03:46.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,7.5722733245729295,53.67647058823529,1610612758,59,53,2023-10-30T02:11:39Z,3320000,False,-18.0,19.0,1,left,MISS D. Sabonis driving Layup - blocked,"[1627734, 1627752]",1610612758.0,SAC,driving,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,2.62,Missed,,,,,,Prince,1627752.0,,,,,,,,
345,PT01M50.00S,2023-10-30T02:03:46.1Z,2,REGULAR,block,,[],1627752,,,1610612758,59,53,2023-10-30T02:03:48Z,3330000,False,,,0,,T. Prince BLOCK (1 BLK),[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
346,PT01M48.00S,2023-10-30T02:03:48.1Z,2,REGULAR,rebound,defensive,[],1626174,,,1610612747,59,53,2023-10-30T02:11:39Z,3340000,False,,,0,,C. Wood REBOUND (Off:0 Def:5),[1626174],1610612747.0,LAL,,,,Wood,C. Wood,,,,,Restricted Area,0-8 Center,,,,,,,344.0,5.0,5.0,0.0,,,,,,,,,,
347,PT01M38.00S,2023-10-30T02:03:56.1Z,2,REGULAR,3pt,Jump Shot,[],1629060,93.11760840998686,3.431372549019608,1610612747,59,53,2023-10-30T02:04:06Z,3350000,False,-233.0,12.0,1,right,MISS R. Hachimura 3PT,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Left Corner 3,24+ Left,,,,23.31,Missed,,,,,,,,,,,,,,,
348,PT01M36.00S,2023-10-30T02:04:00.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612747,59,53,2023-10-30T02:04:00Z,3360000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Left Corner 3,24+ Left,,,,,,,347.0,,,,,,,,,,,,,
349,PT01M36.00S,2023-10-30T02:04:01.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627734,,,1610612747,59,53,2023-10-30T02:07:08Z,3370000,False,,,0,,D. Sabonis loose ball personal FOUL (2 PF) (Davis 2 FT),"[1627734, 203076]",1610612758.0,SAC,loose ball,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,2714.0,2.0,0.0,Davis,203076.0
351,PT01M36.00S,2023-10-30T02:04:21.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,59,53,2023-10-30T02:04:21Z,3390000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,PT01M36.00S,2023-10-30T02:04:24.1Z,2,REGULAR,substitution,out,[],1626174,,,1610612747,59,53,2023-10-30T02:07:06Z,3400000,False,,,0,,SUB out: C. Wood,[1626174],1610612747.0,LAL,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
355,PT01M36.00S,2023-10-30T02:04:24.1Z,2,REGULAR,substitution,out,[],1629060,,,1610612747,59,53,2023-10-30T02:07:06Z,3410000,False,,,0,,SUB out: R. Hachimura,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
356,PT01M36.00S,2023-10-30T02:04:24.1Z,2,REGULAR,substitution,in,[],2544,,,1610612747,59,53,2023-10-30T02:07:06Z,3420000,False,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT01M36.00S,2023-10-30T02:04:24.1Z,2,REGULAR,substitution,in,[],1626156,,,1610612747,59,53,2023-10-30T02:07:06Z,3430000,False,,,0,,SUB in: D. Russell,[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT01M36.00S,2023-10-30T02:07:23.8Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],203076,,,1610612747,59,54,2023-10-30T02:07:23Z,3440000,False,,,0,,A. Davis Free Throw 1 of 2 (14 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,Made,14.0,,,,,,,,,,,,,,
359,PT01M36.00S,2023-10-30T02:07:41.9Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],203076,,,1610612747,59,55,2023-10-30T02:07:42Z,3450000,False,,,0,,A. Davis Free Throw 2 of 2 (15 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,Made,15.0,,,,,,,,,,,,,,
360,PT01M21.00S,2023-10-30T02:08:05.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203084,6.652431011826544,39.21568627450981,1610612758,61,55,2023-10-30T02:12:57Z,3460000,False,54.0,10.0,1,left,H. Barnes fadeaway Jump Shot (8 PTS) (D. Fox 5 AST),"[203084, 1628368]",1610612758.0,SAC,fadeaway,,,Barnes,H. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,,5.48,Made,8.0,,,,,,,D. Fox,1628368.0,5.0,,,,,
362,PT00M58.30S,2023-10-30T02:08:28.8Z,2,REGULAR,3pt,Jump Shot,[],2544,74.45795006570303,8.333333333333332,1610612747,61,55,2023-10-30T02:08:33Z,3480000,False,-208.0,188.0,1,right,MISS L. James 28' 3PT,[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Left Center,,,,28.03,Missed,,,,,,,,,,,,,,,
363,PT00M54.90S,2023-10-30T02:08:32.2Z,2,REGULAR,rebound,defensive,[],1627734,,,1610612758,61,55,2023-10-30T02:08:33Z,3490000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:5),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Left Center,,,,,,,362.0,5.0,5.0,0.0,,,,,,,,,,
364,PT00M32.70S,2023-10-30T02:08:55.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,16.507884362680684,46.32352941176471,1610612758,63,55,2023-10-30T02:08:59Z,3500000,False,18.0,103.0,1,left,D. Fox 10' step back Jump Shot (18 PTS),[1628368],1610612758.0,SAC,step back,,,Fox,D. Fox,,,,,In The Paint (Non-RA),8-16 Center,,,,10.43,Made,18.0,,,,,,,,,,,,,,
365,PT00M27.70S,2023-10-30T02:09:08.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],2544,65.78515111695138,54.41176470588235,1610612747,63,55,2023-10-30T02:14:11Z,3510000,False,22.0,269.0,1,right,MISS L. James 27' pullup 3PT,[2544],1610612747.0,LAL,pullup,,,James,L. James,,,,,Above the Break 3,24+ Center,,,,27.0,Missed,,,,,,,,,,,,,,,
366,PT00M24.30S,2023-10-30T02:09:11.5Z,2,REGULAR,rebound,defensive,[],1628989,,,1610612758,63,55,2023-10-30T02:09:18Z,3520000,False,,,0,,K. Huerter REBOUND (Off:0 Def:3),[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Center,,,,,,,365.0,3.0,3.0,0.0,,,,,,,,,,
367,PT00M03.20S,2023-10-30T02:09:33.8Z,2,REGULAR,3pt,Jump Shot,[],1628368,29.25427069645204,68.38235294117648,1610612758,66,55,2023-10-30T02:14:34Z,3530000,False,-92.0,222.0,1,left,D. Fox 24' 3PT pullup (21 PTS),[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,Above the Break 3,24+ Left Center,,,,24.07,Made,21.0,,,,,,,,,,,,,,
368,PT00M00.00S,2023-10-30T02:09:45.2Z,2,REGULAR,period,end,[],0,,,1610612747,66,55,2023-10-30T02:09:45Z,3540000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,PT12M00.00S,2023-10-30T02:25:13.7Z,3,REGULAR,period,start,[],0,,,1610612758,66,55,2023-10-30T02:25:13Z,3550000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,PT11M49.00S,2023-10-30T02:25:26.0Z,3,REGULAR,foul,offensive,[],1627734,,,1610612758,66,55,2023-10-30T02:25:41Z,3560000,False,,,0,,D. Sabonis offensive FOUL (3 PF),"[1627734, 1626156]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,1151.0,3.0,0.0,Russell,1626156.0
372,PT11M49.00S,2023-10-30T02:25:26.0Z,3,REGULAR,turnover,offensive foul,[],1627734,,,1610612758,66,55,2023-10-30T02:25:26Z,3580000,False,,,0,,D. Sabonis offensive foul TURNOVER (3 TO),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Mid-Range,16-24 Right Center,3.0,,,,,,,,,,,,,,,1151.0,,,,
373,PT11M37.00S,2023-10-30T02:25:44.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203076,6.389618922470433,52.94117647058824,1610612747,66,57,2023-10-30T02:25:49Z,3590000,False,-15.0,8.0,1,left,A. Davis Layup (17 PTS) (L. James 4 AST),"[203076, 2544]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,1.65,Made,17.0,,,,,,,L. James,2544.0,4.0,,,,,
375,PT11M15.00S,2023-10-30T02:26:06.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628368,92.06636005256242,45.588235294117645,1610612758,66,57,2023-10-30T02:26:17Z,3610000,False,-22.0,22.0,1,right,MISS D. Fox driving Layup,[1628368],1610612758.0,SAC,driving,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,,,,3.13,Missed,,,,,,,,,,,,,,,
376,PT11M15.00S,2023-10-30T02:26:06.8Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612747,66,57,2023-10-30T02:26:17Z,3620000,False,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,375.0,,,,,,,,,,,,,
377,PT11M15.00S,2023-10-30T02:26:13.2Z,3,REGULAR,foul,personal,[],1628368,,,1610612747,66,57,2023-10-30T02:28:21Z,3630000,False,,,0,,D. Fox loose ball personal FOUL (3 PF),"[1628368, 203076]",1610612758.0,SAC,loose ball,,,Fox,D. Fox,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1204.0,3.0,0.0,Davis,203076.0
379,PT11M11.00S,2023-10-30T02:26:35.5Z,3,REGULAR,foul,personal,[],1631099,,,1610612747,66,57,2023-10-30T02:26:49Z,3650000,False,,,0,,K. Murray personal FOUL (3 PF),"[1631099, 1630559]",1610612758.0,SAC,,,,Murray,K. Murray,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,1204.0,3.0,0.0,Reaves,1630559.0
381,PT11M01.00S,2023-10-30T02:26:49.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],2544,6.389618922470433,47.549019607843135,1610612747,66,57,2023-10-30T02:26:54Z,3670000,False,12.0,8.0,1,left,MISS L. James driving Layup,[2544],1610612747.0,LAL,driving,,,James,L. James,,,,,Restricted Area,0-8 Center,,,,1.45,Missed,,,,,,,,,,,,,,,
