actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2024-03-10T22:10:16.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-03-10T22:10:16Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2024-03-10T22:10:19.0Z,1,REGULAR,jumpball,recovered,[],1631095,,,1610612745,0,0,2024-03-10T22:10:19Z,40000,False,,,0,,Jump Ball A. Sengun vs. D. Sabonis: Tip to J. Smith Jr.,"[1631095, 1630578, 1627734]",1610612745.0,HOU,startperiod,J. Smith Jr.,1631095.0,Smith Jr.,J. Smith Jr.,Sengun,1630578.0,Sabonis,1627734.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M33.00S,2024-03-10T22:10:42.8Z,1,REGULAR,2pt,Jump Shot,[],1630578,7.440867279894875,81.61764705882352,1610612745,0,0,2024-03-10T22:11:14Z,70000,False,-158.0,17.0,1,left,MISS A. Sengun 15' Jump Shot,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Mid-Range,8-16 Left,15.91,Missed,,,,,,,,,,,,,,,,,,
8,PT11M30.00S,2024-03-10T22:10:45.8Z,1,REGULAR,rebound,defensive,[],1628368,,,1610612758,0,0,2024-03-10T22:10:54Z,80000,False,,,0,,D. Fox REBOUND (Off:0 Def:1),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Mid-Range,8-16 Left,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M14.00S,2024-03-10T22:11:01.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203084,94.56307490144546,52.69607843137255,1610612758,2,0,2024-03-10T22:11:19Z,90000,False,13.0,-1.0,1,right,H. Barnes reverse Layup (2 PTS) (K. Huerter 1 AST),"[203084, 1628989]",1610612758.0,SAC,reverse,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,1.36,Made,,,,,2.0,K. Huerter,1628989.0,1.0,,,,,,,,,,
11,PT10M59.00S,2024-03-10T22:11:16.4Z,1,REGULAR,turnover,bad pass,[],1628415,,,1610612745,2,0,2024-03-10T22:11:22Z,110000,False,,,0,,D. Brooks bad pass TURNOVER (1 TO),"[1628415, 1628989]",1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,1.0,Huerter,1628989.0,,,,,,,
12,PT10M59.00S,2024-03-10T22:11:16.4Z,1,REGULAR,steal,,[],1628989,,,1610612758,2,0,2024-03-10T22:11:19Z,120000,False,,,0,,K. Huerter STEAL (1 STL),[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
13,PT10M43.00S,2024-03-10T22:11:32.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1631099,87.72996057818659,46.81372549019608,1610612758,2,0,2024-03-10T22:11:40Z,130000,False,-16.0,63.0,1,right,MISS K. Murray 6' floating Shot,[1631099],1610612758.0,SAC,floating,,,Murray,K. Murray,,,,,In The Paint (Non-RA),0-8 Center,6.48,Missed,,,,,,,,,,,,,,,,,,
14,PT10M41.00S,2024-03-10T22:11:34.8Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,2,0,2024-03-10T22:11:40Z,140000,False,,,0,,A. Sengun REBOUND (Off:0 Def:1),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,
15,PT10M36.00S,2024-03-10T22:11:40.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1627832,12.828515111695138,53.431372549019606,1610612745,2,0,2024-03-10T22:11:48Z,150000,False,-17.0,68.0,1,left,MISS F. VanVleet 7' running Shot - blocked,"[1627832, 1631099]",1610612745.0,HOU,running,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),0-8 Center,7.02,Missed,,,,,,,,,,,,Murray,1631099.0,,,,,
