actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2024-04-09T23:36:00.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-04-09T23:36:00Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2024-04-09T23:36:03.3Z,1,REGULAR,jumpball,recovered,[],203507,,,1610612749,0,0,2024-04-09T23:36:03Z,40000,False,,,0,,Jump Ball B. Lopez vs. X. Tillman: Tip to G. Antetokounmpo,"[203507, 201572, 1630214]",1610612749.0,MIL,startperiod,G. Antetokounmpo,203507.0,Antetokounmpo,G. Antetokounmpo,Lopez,201572.0,Tillman,1630214.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M48.00S,2024-04-09T23:36:10.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203507,7.046649145860711,52.69607843137255,1610612749,2,0,2024-04-09T23:36:17Z,70000,False,-13.0,14.0,1,left,G. Antetokounmpo alley-oop DUNK (2 PTS) (K. Middleton 1 AST),"[203507, 203114]",1610612749.0,MIL,alley-oop,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,1.92,Made,2.0,K. Middleton,203114.0,1.0,,,,,,,,,,,,,,
9,PT11M35.00S,2024-04-09T23:36:27.1Z,1,REGULAR,turnover,out-of-bounds,[],1628401,,,1610612738,2,0,2024-04-09T23:36:37Z,90000,False,,,0,,D. White step out-of-bounds TURNOVER (1 TO),[1628401],1610612738.0,BOS,step,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1830.0,1.0,,,,,,,,,,,,
10,PT11M29.00S,2024-04-09T23:36:47.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201572,28.597240473061763,80.63725490196079,1610612749,2,0,2024-04-09T23:37:19Z,100000,False,-153.0,216.0,1,left,MISS B. Lopez 26' 3PT,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Left Center,26.51,Missed,,,,,,,,,,,,,,,,,,
11,PT11M26.00S,2024-04-09T23:36:50.7Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,2,0,2024-04-09T23:37:19Z,110000,False,,,0,,J. Brown REBOUND (Off:0 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,,,,,,,,,10.0,1.0,1.0,0.0,,,,,,,,
12,PT11M17.00S,2024-04-09T23:36:57.8Z,1,REGULAR,3pt,Jump Shot,[],1630214,96.66557161629436,96.32352941176471,1610612738,2,3,2024-04-09T23:37:40Z,120000,False,232.0,-21.0,1,right,X. Tillman 3PT  (3 PTS) (J. Tatum 1 AST),"[1630214, 1628369]",1610612738.0,BOS,,,,Tillman,X. Tillman,,,,,Right Corner 3,24+ Right,23.26,Made,3.0,J. Tatum,1628369.0,1.0,,,,,,,,,,,,,,
14,PT11M06.00S,2024-04-09T23:37:07.5Z,1,REGULAR,turnover,lost ball,[],203114,,,1610612749,2,3,2024-04-09T23:37:18Z,140000,False,,,0,,K. Middleton lost ball TURNOVER (1 TO),"[203114, 1628401]",1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,Mid-Range,8-16 Left,,,,,,,,1.0,,,,,White,1628401.0,,,,,,
15,PT11M06.00S,2024-04-09T23:37:07.5Z,1,REGULAR,steal,,[],1628401,,,1610612738,2,3,2024-04-09T23:37:10Z,150000,False,,,0,,D. White STEAL (1 STL),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
16,PT10M57.00S,2024-04-09T23:37:16.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628401,72.88107752956637,86.02941176470588,1610612738,2,3,2024-04-09T23:37:22Z,160000,False,180.0,202.0,1,right,MISS D. White 27' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,27.09,Missed,,,,,,,,,,,,,,,,,,
17,PT10M54.00S,2024-04-09T23:37:19.7Z,1,REGULAR,rebound,defensive,[],201976,,,1610612749,2,3,2024-04-09T23:37:22Z,170000,False,,,0,,P. Beverley REBOUND (Off:0 Def:1),[201976],1610612749.0,MIL,,,,Beverley,P. Beverley,,,,,Above the Break 3,24+ Right Center,,,,,,,,,16.0,1.0,1.0,0.0,,,,,,,,
18,PT10M42.00S,2024-04-09T23:37:34.2Z,1,REGULAR,turnover,traveling,[],203507,,,1610612749,2,3,2024-04-09T23:37:40Z,180000,False,,,0,,G. Antetokounmpo traveling TURNOVER (1 TO),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202049.0,1.0,,,,,,,,,,,,
19,PT10M37.00S,2024-04-09T23:37:46.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201950,94.30026281208936,38.970588235294116,1610612738,2,3,2024-04-09T23:39:29Z,190000,False,-55.0,1.0,1,right,MISS J. Holiday floating Shot,[201950],1610612738.0,BOS,floating,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),0-8 Center,5.51,Missed,,,,,,,,,,,,,,,,,,
20,PT10M34.00S,2024-04-09T23:37:49.9Z,1,REGULAR,rebound,defensive,[],203081,,,1610612749,2,3,2024-04-09T23:38:41Z,200000,False,,,0,,D. Lillard REBOUND (Off:0 Def:1),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,19.0,1.0,1.0,0.0,,,,,,,,
21,PT10M22.00S,2024-04-09T23:37:58.6Z,1,REGULAR,3pt,Jump Shot,[],201572,31.35676741130092,69.11764705882352,1610612749,5,3,2024-04-09T23:38:03Z,210000,False,-96.0,242.0,1,left,B. Lopez 26' 3PT  (3 PTS) (D. Lillard 1 AST),"[201572, 203081]",1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Left Center,26.05,Made,3.0,D. Lillard,203081.0,1.0,,,,,,,,,,,,,,
23,PT10M07.00S,2024-04-09T23:38:15.6Z,1,REGULAR,3pt,Jump Shot,[],1628369,66.5735873850197,38.23529411764706,1610612738,5,3,2024-04-09T23:40:02Z,230000,False,-59.0,262.0,1,right,MISS J. Tatum 26' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,26.82,Missed,,,,,,,,,,,,,,,,,,
24,PT10M05.00S,2024-04-09T23:38:17.6Z,1,REGULAR,rebound,defensive,[],201572,,,1610612749,5,3,2024-04-09T23:40:02Z,240000,False,,,0,,B. Lopez REBOUND (Off:0 Def:1),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Center,,,,,,,,,23.0,1.0,1.0,0.0,,,,,,,,
25,PT09M56.00S,2024-04-09T23:38:25.6Z,1,REGULAR,3pt,Jump Shot,[],201976,28.465834428383708,20.34313725490196,1610612749,5,3,2024-04-09T23:40:27Z,250000,False,148.0,215.0,1,left,MISS P. Beverley 26' 3PT,[201976],1610612749.0,MIL,,,,Beverley,P. Beverley,,,,,Above the Break 3,24+ Right Center,26.13,Missed,,,,,,,,,,,,,,,,,,
26,PT09M54.00S,2024-04-09T23:38:27.6Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,5,3,2024-04-09T23:40:27Z,260000,False,,,0,,J. Tatum REBOUND (Off:0 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,,,,,,,25.0,1.0,1.0,0.0,,,,,,,,
