actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
17,PT10M06.00S,2024-03-22T00:12:08.9Z,1,REGULAR,block,,[],203507,,,1610612751,2,4,2024-03-22T00:12:11Z,170000,False,,,0,,G. Antetokounmpo BLOCK (1 BLK),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
18,PT10M03.00S,2024-03-22T00:12:11.9Z,1,REGULAR,rebound,defensive,[],201572,,,1610612749,2,4,2024-03-22T00:12:16Z,180000,False,,,0,,B. Lopez REBOUND (Off:0 Def:1),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,16.0,1.0,1.0,0.0,,,,,,,,,,,,,,
19,PT09M58.00S,2024-03-22T00:12:16.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",203109,15.193823915900131,41.42156862745098,1610612749,4,4,2024-03-22T00:12:28Z,190000,False,43.0,90.0,1,left,J. Crowder 10' running Jump Shot (2 PTS) (G. Antetokounmpo 1 AST),"[203109, 203507]",1610612749.0,MIL,running,,,Crowder,J. Crowder,,,,,In The Paint (Non-RA),8-16 Center,10.0,Made,,,,,2.0,,,G. Antetokounmpo,203507.0,1.0,,,,,,,,
20,PT09M35.00S,2024-03-22T00:12:39.6Z,1,REGULAR,3pt,Jump Shot,[],1630560,76.42904073587385,8.088235294117647,1610612751,4,4,2024-03-22T00:12:45Z,200000,False,-210.0,169.0,1,right,MISS C. Thomas 26' step back 3PT,[1630560],1610612751.0,BKN,step back,,,Thomas,C. Thomas,,,,,Above the Break 3,24+ Left Center,26.93,Missed,,,,,,,,,,,,,,,,,,
21,PT09M32.00S,2024-03-22T00:12:42.6Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,4,4,2024-03-22T00:12:45Z,210000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:2),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Left Center,,,20.0,2.0,2.0,0.0,,,,,,,,,,,,,,
22,PT09M27.00S,2024-03-22T00:12:50.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,8.492115637319317,51.470588235294116,1610612749,6,4,2024-03-22T00:13:09Z,220000,False,-7.0,27.0,1,left,G. Antetokounmpo driving finger roll Layup (4 PTS) (D. Lillard 1 AST),"[203507, 203081]",1610612749.0,MIL,driving finger roll,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,2.83,Made,,,,,4.0,,,D. Lillard,203081.0,1.0,,,,,,,,
24,PT09M27.00S,2024-03-22T00:12:57.7Z,1,REGULAR,foul,personal,['1freethrow'],1629651,,,1610612749,6,4,2024-03-22T00:13:10Z,240000,False,,,0,,N. Claxton shooting personal FOUL (1 PF) (Antetokounmpo 1 FT),"[1629651, 203507]",1610612751.0,BKN,shooting,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,,,,200834.0,,,,,,,1.0,0.0,Antetokounmpo,203507.0,,
27,PT09M27.00S,2024-03-22T00:13:36.5Z,1,REGULAR,freethrow,1 of 1,[],203507,,,1610612749,7,4,2024-03-22T00:13:36Z,260000,False,,,0,,G. Antetokounmpo Free Throw 1 of 1 (5 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
28,PT09M15.00S,2024-03-22T00:13:51.7Z,1,REGULAR,3pt,Jump Shot,[],1629661,66.96780551905388,41.911764705882355,1610612751,7,4,2024-03-22T00:14:55Z,270000,False,-40.0,258.0,1,right,MISS C. Johnson 26' pullup 3PT,[1629661],1610612751.0,BKN,pullup,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Center,26.11,Missed,,,,,,,,,,,,,,,,,,
29,PT09M12.00S,2024-03-22T00:13:55.3Z,1,REGULAR,rebound,offensive,[],1629651,,,1610612751,7,4,2024-03-22T00:13:55Z,280000,False,,,0,,N. Claxton REBOUND (Off:1 Def:0),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Center,,,28.0,1.0,0.0,1.0,,,,,,,,,,,,,,
30,PT08M59.00S,2024-03-22T00:14:08.5Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],203471,76.82325886990802,19.362745098039216,1610612751,7,4,2024-03-22T00:14:15Z,290000,False,-153.0,165.0,1,right,MISS D. Schroder 22' step back Shot,[203471],1610612751.0,BKN,step back,,,Schroder,D. Schroder,,,,,Mid-Range,16-24 Left Center,22.54,Missed,,,,,,,,,,,,,,,,,,
31,PT08M55.00S,2024-03-22T00:14:11.8Z,1,REGULAR,rebound,defensive,[],203109,,,1610612749,7,4,2024-03-22T00:14:11Z,300000,False,,,0,,J. Crowder REBOUND (Off:0 Def:1),[203109],1610612749.0,MIL,,,,Crowder,J. Crowder,,,,,Mid-Range,16-24 Left Center,,,30.0,1.0,1.0,0.0,,,,,,,,,,,,,,
32,PT08M52.00S,2024-03-22T00:14:17.2Z,1,REGULAR,turnover,out-of-bounds,[],203507,,,1610612749,7,4,2024-03-22T00:14:23Z,310000,False,,,0,,G. Antetokounmpo bad pass out-of-bounds TURNOVER (1 TO),[203507],1610612749.0,MIL,bad pass,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Right Center,,,,,,,,101283.0,1.0,,,,,,,,,,,
33,PT08M33.00S,2024-03-22T00:14:46.3Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1629661,80.1084099868594,71.81372549019608,1610612751,7,4,2024-03-22T00:14:52Z,320000,False,109.0,134.0,1,right,MISS C. Johnson 17' step back Shot,[1629661],1610612751.0,BKN,step back,,,Johnson,C. Johnson,,,,,Mid-Range,16-24 Right Center,17.32,Missed,,,,,,,,,,,,,,,,,,
34,PT08M30.00S,2024-03-22T00:14:49.3Z,1,REGULAR,rebound,defensive,[],203081,,,1610612749,7,4,2024-03-22T00:14:52Z,330000,False,,,0,,D. Lillard REBOUND (Off:0 Def:1),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Mid-Range,16-24 Right Center,,,33.0,1.0,1.0,0.0,,,,,,,,,,,,,,
35,PT08M23.00S,2024-03-22T00:14:57.2Z,1,REGULAR,3pt,Jump Shot,[],201572,30.436925098554536,21.813725490196077,1610612749,7,4,2024-03-22T00:15:02Z,340000,False,141.0,234.0,1,left,MISS B. Lopez 27' 3PT,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Right Center,27.28,Missed,,,,,,,,,,,,,,,,,,
36,PT08M20.00S,2024-03-22T00:15:00.2Z,1,REGULAR,rebound,defensive,[],1628969,,,1610612751,7,4,2024-03-22T00:15:02Z,350000,False,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,,,35.0,1.0,1.0,0.0,,,,,,,,,,,,,,
37,PT08M07.00S,2024-03-22T00:15:11.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629651,93.95532194480947,47.997089460784316,1610612751,7,6,2024-03-22T00:15:21Z,360000,False,-10.0,4.0,1,right,N. Claxton alley-oop DUNK (2 PTS) (D. Schroder 2 AST),"[1629651, 203471]",1610612751.0,BKN,alley-oop,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,1.09,Made,,,,,2.0,,,D. Schroder,203471.0,2.0,,,,,,,,
39,PT07M52.00S,2024-03-22T00:15:27.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203507,16.63929040735874,34.068627450980394,1610612749,7,6,2024-03-22T00:15:31Z,380000,False,80.0,104.0,1,left,MISS G. Antetokounmpo 13' turnaround fadeaway Shot,[203507],1610612749.0,MIL,turnaround fadeaway,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),8-16 Right,13.09,Missed,,,,,,,,,,,,,,,,,,
40,PT07M49.00S,2024-03-22T00:15:30.5Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,7,6,2024-03-22T00:15:31Z,390000,False,,,0,,N. Claxton REBOUND (Off:1 Def:1),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),8-16 Right,,,39.0,2.0,1.0,1.0,,,,,,,,,,,,,,
41,PT07M40.00S,2024-03-22T00:15:43.2Z,1,REGULAR,foul,personal,['2freethrow'],203081,,,1610612751,7,6,2024-03-22T00:15:52Z,400000,False,,,0,,D. Lillard shooting personal FOUL (1 PF) (Thomas 2 FT),"[203081, 1630560]",1610612749.0,MIL,shooting,,,Lillard,D. Lillard,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,200834.0,,,,,,,1.0,0.0,Thomas,1630560.0,,
43,PT07M40.00S,2024-03-22T00:16:07.8Z,1,REGULAR,freethrow,1 of 2,[],1630560,,,1610612751,7,7,2024-03-22T00:16:07Z,420000,False,,,0,,C. Thomas Free Throw 1 of 2 (5 PTS),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
44,PT07M40.00S,2024-03-22T00:16:25.7Z,1,REGULAR,freethrow,2 of 2,[],1630560,,,1610612751,7,8,2024-03-22T00:16:25Z,430000,False,,,0,,C. Thomas Free Throw 2 of 2 (6 PTS),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
45,PT07M14.00S,2024-03-22T00:16:53.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203081,14.536793692509855,53.18627450980392,1610612749,7,8,2024-03-22T00:16:58Z,440000,False,-16.0,84.0,1,left,MISS D. Lillard 8' driving floating Shot,[203081],1610612749.0,MIL,driving floating,,,Lillard,D. Lillard,,,,,In The Paint (Non-RA),8-16 Center,8.56,Missed,,,,,,,,,,,,,,,,,,
46,PT07M11.00S,2024-03-22T00:16:56.0Z,1,REGULAR,rebound,defensive,[],1629661,,,1610612751,7,8,2024-03-22T00:31:09Z,450000,False,,,0,,C. Johnson REBOUND (Off:0 Def:1),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,45.0,1.0,1.0,0.0,,,,,,,,,,,,,,
49,PT07M04.00S,2024-03-22T00:17:03.6Z,1,REGULAR,3pt,Jump Shot,[],1629661,72.09264126149803,14.460784313725492,1610612751,7,8,2024-03-22T00:17:08Z,480000,False,-178.0,210.0,1,right,MISS C. Johnson 27' 3PT,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Left Center,27.49,Missed,,,,,,,,,,,,,,,,,,
50,PT07M01.00S,2024-03-22T00:17:06.6Z,1,REGULAR,rebound,defensive,[],1627736,,,1610612749,7,8,2024-03-22T00:17:08Z,490000,False,,,0,,M. Beasley REBOUND (Off:0 Def:1),[1627736],1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Left Center,,,49.0,1.0,1.0,0.0,,,,,,,,,,,,,,
51,PT06M49.00S,2024-03-22T00:17:17.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],201572,8.229303547963205,49.01960784313725,1610612749,9,8,2024-03-22T00:17:22Z,500000,False,5.0,25.0,1,left,B. Lopez cutting DUNK (2 PTS) (D. Lillard 2 AST),"[201572, 203081]",1610612749.0,MIL,cutting,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,2.54,Made,,,,,2.0,,,D. Lillard,203081.0,2.0,,,,,,,,
54,PT06M40.00S,2024-03-22T00:17:42.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,9,8,2024-03-22T00:17:42Z,530000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT06M40.00S,2024-03-22T00:19:58.9Z,1,REGULAR,substitution,out,[],203507,,,1610612751,9,8,2024-03-22T00:20:28Z,540000,False,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT06M40.00S,2024-03-22T00:19:58.9Z,1,REGULAR,substitution,in,[],1626171,,,1610612751,9,8,2024-03-22T00:20:28Z,550000,False,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT06M25.00S,2024-03-22T00:21:00.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203471,80.89684625492772,39.950980392156865,1610612751,9,8,2024-03-22T00:21:05Z,560000,False,-50.0,127.0,1,right,MISS D. Schroder 13' driving floating bank Shot,[203471],1610612751.0,BKN,driving floating bank,,,Schroder,D. Schroder,,,,,In The Paint (Non-RA),8-16 Center,13.67,Missed,,,,,,,,,,,,,,,,,,
58,PT06M23.00S,2024-03-22T00:21:03.0Z,1,REGULAR,rebound,defensive,[],201572,,,1610612749,9,8,2024-03-22T00:21:03Z,570000,False,,,0,,B. Lopez REBOUND (Off:0 Def:2),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),8-16 Center,,,57.0,2.0,2.0,0.0,,,,,,,,,,,,,,
59,PT06M19.00S,2024-03-22T00:21:06.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627736,22.552562417871222,9.803921568627452,1610612749,9,8,2024-03-22T00:21:14Z,580000,False,201.0,159.0,1,left,MISS M. Beasley 25' running 3PT,[1627736],1610612749.0,MIL,running,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Right Center,25.66,Missed,,,,,,,,,,,,,,,,,,
60,PT06M17.00S,2024-03-22T00:21:08.7Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,9,8,2024-03-22T00:21:14Z,590000,False,,,0,,N. Claxton REBOUND (Off:1 Def:2),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Right Center,,,59.0,3.0,2.0,1.0,,,,,,,,,,,,,,
61,PT06M06.00S,2024-03-22T00:21:19.9Z,1,REGULAR,3pt,Jump Shot,[],1629661,75.82128777923785,11.297487745098039,1610612751,9,11,2024-03-22T00:21:29Z,600000,False,-194.0,175.0,1,right,C. Johnson 26' 3PT  (3 PTS) (D. Schroder 3 AST),"[1629661, 203471]",1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Left Center,26.08,Made,,,,,3.0,,,D. Schroder,203471.0,3.0,,,,,,,,
63,PT05M39.00S,2024-03-22T00:21:46.8Z,1,REGULAR,3pt,Jump Shot,[],1627736,30.77981274638633,76.49356617647058,1610612749,9,11,2024-03-22T00:21:57Z,620000,False,-132.0,237.0,1,left,MISS M. Beasley 27' 3PT,[1627736],1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Left Center,27.13,Missed,,,,,,,,,,,,,,,,,,
64,PT05M36.00S,2024-03-22T00:21:49.8Z,1,REGULAR,rebound,defensive,[],1629661,,,1610612751,9,11,2024-03-22T00:21:49Z,630000,False,,,0,,C. Johnson REBOUND (Off:0 Def:2),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Left Center,,,63.0,2.0,2.0,0.0,,,,,,,,,,,,,,
65,PT05M30.00S,2024-03-22T00:21:55.5Z,1,REGULAR,3pt,Jump Shot,[],1630560,67.62483574244416,67.15686274509804,1610612751,9,11,2024-03-22T00:22:01Z,640000,False,86.0,252.0,1,right,MISS C. Thomas 26' pullup 3PT,[1630560],1610612751.0,BKN,pullup,,,Thomas,C. Thomas,,,,,Above the Break 3,24+ Right Center,26.6,Missed,,,,,,,,,,,,,,,,,,
66,PT05M27.00S,2024-03-22T00:21:58.5Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,9,11,2024-03-22T00:22:01Z,650000,False,,,0,,B. Portis REBOUND (Off:0 Def:1),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Right Center,,,65.0,1.0,1.0,0.0,,,,,,,,,,,,,,
67,PT05M20.00S,2024-03-22T00:22:05.3Z,1,REGULAR,3pt,Jump Shot,[],1627736,6.521024967148489,96.56862745098039,1610612749,12,11,2024-03-22T00:22:10Z,660000,False,-233.0,9.0,1,left,M. Beasley 3PT  (3 PTS) (B. Portis 1 AST),"[1627736, 1626171]",1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,Left Corner 3,24+ Left,23.3,Made,,,,,3.0,,,B. Portis,1626171.0,1.0,,,,,,,,
69,PT05M05.00S,2024-03-22T00:22:22.5Z,1,REGULAR,foul,personal,['2freethrow'],201572,,,1610612751,12,11,2024-03-22T00:22:30Z,680000,False,,,0,,B. Lopez shooting personal FOUL (1 PF) (Claxton 2 FT),"[201572, 1629651]",1610612749.0,MIL,shooting,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,,,,,,101283.0,,,,,,,1.0,0.0,Claxton,1629651.0,,
71,PT05M05.00S,2024-03-22T00:22:55.6Z,1,REGULAR,freethrow,1 of 2,[],1629651,,,1610612751,12,11,2024-03-22T00:22:55Z,700000,False,,,0,,MISS N. Claxton Free Throw 1 of 2,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
72,PT05M05.00S,2024-03-22T00:22:55.6Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,12,11,2024-03-22T00:22:55Z,710000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,71.0,,,,,,,,,,,,,,,,,
73,PT05M05.00S,2024-03-22T00:22:56.6Z,1,REGULAR,substitution,out,[],203109,,,1610612751,12,11,2024-03-22T00:23:12Z,720000,False,,,0,,SUB out: J. Crowder,[203109],1610612749.0,MIL,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M05.00S,2024-03-22T00:22:56.6Z,1,REGULAR,substitution,out,[],1630560,,,1610612751,12,11,2024-03-22T00:23:12Z,730000,False,,,0,,SUB out: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M05.00S,2024-03-22T00:22:56.6Z,1,REGULAR,substitution,in,[],1626192,,,1610612751,12,11,2024-03-22T00:23:12Z,740000,False,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M05.00S,2024-03-22T00:22:56.6Z,1,REGULAR,substitution,in,[],1628372,,,1610612751,12,11,2024-03-22T00:23:12Z,750000,False,,,0,,SUB in: D. Smith Jr.,[1628372],1610612751.0,BKN,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M05.00S,2024-03-22T00:23:29.8Z,1,REGULAR,freethrow,2 of 2,[],1629651,,,1610612751,12,12,2024-03-22T00:23:29Z,760000,False,,,0,,N. Claxton Free Throw 2 of 2 (3 PTS),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
78,PT04M54.00S,2024-03-22T00:23:41.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203081,8.09789750328515,53.67647058823529,1610612749,14,12,2024-03-22T00:23:49Z,770000,False,-18.0,24.0,1,left,D. Lillard cutting finger roll Layup (2 PTS) (P. Connaughton 1 AST),"[203081, 1626192]",1610612749.0,MIL,cutting finger roll,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,2.99,Made,,,,,2.0,,,P. Connaughton,1626192.0,1.0,,,,,,,,
80,PT04M41.00S,2024-03-22T00:23:56.2Z,1,REGULAR,turnover,out-of-bounds,[],203471,,,1610612751,14,12,2024-03-22T00:24:02Z,790000,False,,,0,,D. Schroder bad pass out-of-bounds TURNOVER (1 TO),[203471],1610612751.0,BKN,bad pass,,,Schroder,D. Schroder,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,101283.0,1.0,,,,,,,,,,,
81,PT04M41.00S,2024-03-22T00:24:02.9Z,1,REGULAR,substitution,out,[],1629651,,,1610612749,14,12,2024-03-22T00:24:10Z,800000,False,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT04M41.00S,2024-03-22T00:24:02.9Z,1,REGULAR,substitution,in,[],1641730,,,1610612749,14,12,2024-03-22T00:24:10Z,810000,False,,,0,,SUB in: N. Clowney,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT04M22.00S,2024-03-22T00:24:29.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201572,8.229303547963205,49.26470588235294,1610612749,16,12,2024-03-22T00:24:35Z,820000,False,4.0,25.0,1,left,B. Lopez driving Layup (4 PTS),[201572],1610612749.0,MIL,driving,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,2.52,Made,,,,,4.0,,,,,,,,,,,,,
84,PT04M03.00S,2024-03-22T00:24:49.3Z,1,REGULAR,2pt,Jump Shot,[],1628969,88.64980289093299,69.36274509803921,1610612751,16,12,2024-03-22T00:24:53Z,830000,False,97.0,54.0,1,right,MISS M. Bridges 11' fadeaway Shot,[1628969],1610612751.0,BKN,fadeaway,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Right,11.09,Missed,,,,,,,,,,,,,,,,,,
