actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
85,PT05M24.00S,2024-03-24T23:23:52.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626171,92.19776609724047,52.450980392156865,1610612749,15,19,2024-03-24T23:24:21Z,850000,False,12.0,21.0,1,right,B. Portis putback Layup (2 PTS),[1626171],1610612749.0,MIL,putback,,,Portis,B. Portis,,,,,Restricted Area,0-8 Center,2.42,Made,2.0,,,,,,,,,,,,,,,,,
86,PT05M24.00S,2024-03-24T23:23:59.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,15,19,2024-03-24T23:23:59Z,860000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M24.00S,2024-03-24T23:25:58.6Z,1,REGULAR,substitution,out,[],203114,,,1610612760,15,19,2024-03-24T23:26:31Z,870000,False,,,0,,SUB out: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M24.00S,2024-03-24T23:25:58.6Z,1,REGULAR,substitution,out,[],1631114,,,1610612760,15,19,2024-03-24T23:26:31Z,880000,False,,,0,,SUB out: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M24.00S,2024-03-24T23:25:58.6Z,1,REGULAR,substitution,in,[],203109,,,1610612760,15,19,2024-03-24T23:26:31Z,890000,False,,,0,,SUB in: J. Crowder,[203109],1610612749.0,MIL,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M24.00S,2024-03-24T23:25:58.6Z,1,REGULAR,substitution,in,[],1630198,,,1610612760,15,19,2024-03-24T23:26:31Z,900000,False,,,0,,SUB in: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M01.00S,2024-03-24T23:27:08.1Z,1,REGULAR,2pt,Jump Shot,[],202330,24.129434954007884,59.55882352941176,1610612760,15,19,2024-03-24T23:27:17Z,910000,False,-48.0,174.0,1,left,MISS G. Hayward 18' pullup Shot,[202330],1610612760.0,OKC,pullup,,,Hayward,G. Hayward,,,,,Mid-Range,16-24 Center,18.07,Missed,,,,,,,,,,,,,,,,,,
92,PT04M58.00S,2024-03-24T23:27:11.1Z,1,REGULAR,rebound,defensive,[],203081,,,1610612749,15,19,2024-03-24T23:27:17Z,920000,False,,,0,,D. Lillard REBOUND (Off:0 Def:2),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Mid-Range,16-24 Center,,,,,,,,91.0,2.0,2.0,0.0,,,,,,,,,
93,PT04M41.00S,2024-03-24T23:27:28.5Z,1,REGULAR,3pt,Jump Shot,[],203109,95.48291721419186,96.07843137254902,1610612749,18,19,2024-03-24T23:27:33Z,930000,False,230.0,-10.0,1,right,J. Crowder 3PT  (3 PTS) (B. Lopez 1 AST),"[203109, 201572]",1610612749.0,MIL,,,,Crowder,J. Crowder,,,,,Right Corner 3,24+ Right,23.06,Made,3.0,B. Lopez,201572.0,1.0,,,,,,,,,,,,,,
95,PT04M28.00S,2024-03-24T23:27:46.7Z,1,REGULAR,foul,personal,[],201572,,,1610612760,18,19,2024-03-24T23:28:07Z,950000,False,,,0,,B. Lopez personal FOUL (1 PF),"[201572, 1629652]",1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Mid-Range,16-24 Left,,,,,,,202007.0,,,,,,1.0,0.0,Dort,1629652.0,,,,
97,PT04M28.00S,2024-03-24T23:28:00.5Z,1,REGULAR,substitution,out,[],1627736,,,1610612760,18,19,2024-03-24T23:28:06Z,970000,False,,,0,,SUB out: M. Beasley,[1627736],1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M28.00S,2024-03-24T23:28:00.5Z,1,REGULAR,substitution,in,[],1626192,,,1610612760,18,19,2024-03-24T23:28:06Z,980000,False,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M18.00S,2024-03-24T23:28:22.0Z,1,REGULAR,turnover,out-of-bounds,[],202330,,,1610612760,18,19,2024-03-24T23:28:30Z,990000,False,,,0,,G. Hayward step out-of-bounds TURNOVER (1 TO),[202330],1610612760.0,OKC,step,,,Hayward,G. Hayward,,,,,Mid-Range,16-24 Left,,,,,,,202007.0,,,,,1.0,,,,,,,,
100,PT04M05.00S,2024-03-24T23:28:43.0Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1626171,91.5407358738502,41.42156862745098,1610612749,18,19,2024-03-24T23:28:54Z,1000000,False,-43.0,27.0,1,right,MISS B. Portis turnaround bank Hook,[1626171],1610612749.0,MIL,turnaround bank,,,Portis,B. Portis,,,,,In The Paint (Non-RA),0-8 Center,5.07,Missed,,,,,,,,,,,,,,,,,,
101,PT04M03.00S,2024-03-24T23:28:45.0Z,1,REGULAR,rebound,defensive,[],1631119,,,1610612760,18,19,2024-03-24T23:28:47Z,1010000,False,,,0,,J. Williams REBOUND (Off:0 Def:1),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,100.0,1.0,1.0,0.0,,,,,,,,,
102,PT03M51.00S,2024-03-24T23:28:56.2Z,1,REGULAR,2pt,Jump Shot,[],1628983,14.799605781865965,78.67647058823529,1610612760,18,19,2024-03-24T23:29:00Z,1020000,False,-143.0,87.0,1,left,MISS S. Gilgeous-Alexander 16' turnaround fadeaway Shot,[1628983],1610612760.0,OKC,turnaround fadeaway,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,16-24 Left,16.75,Missed,,,,,,,,,,,,,,,,,,
103,PT03M49.00S,2024-03-24T23:28:58.2Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,18,19,2024-03-24T23:29:00Z,1030000,False,,,0,,B. Portis REBOUND (Off:1 Def:1),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Mid-Range,16-24 Left,,,,,,,,102.0,2.0,1.0,1.0,,,,,,,,,
104,PT03M42.00S,2024-03-24T23:29:05.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203081,66.44218134034165,43.38235294117647,1610612749,18,19,2024-03-24T23:29:48Z,1040000,False,-33.0,263.0,1,right,MISS D. Lillard 26' running pullup 3PT,[203081],1610612749.0,MIL,running pullup,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Center,26.5,Missed,,,,,,,,,,,,,,,,,,
105,PT03M40.00S,2024-03-24T23:29:07.6Z,1,REGULAR,rebound,defensive,[],1631119,,,1610612760,18,19,2024-03-24T23:29:10Z,1050000,False,,,0,,J. Williams REBOUND (Off:0 Def:2),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Center,,,,,,,,104.0,2.0,2.0,0.0,,,,,,,,,
106,PT03M35.00S,2024-03-24T23:29:16.5Z,1,REGULAR,turnover,palming,[],1628983,,,1610612760,18,19,2024-03-24T23:29:25Z,1060000,False,,,0,,S. Gilgeous-Alexander palming TURNOVER (1 TO),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,16-24 Left Center,,,,,,,101284.0,,,,,1.0,,,,,,,,
107,PT03M35.00S,2024-03-24T23:29:24.4Z,1,REGULAR,substitution,out,[],201572,,,1610612749,18,19,2024-03-24T23:29:29Z,1070000,False,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M35.00S,2024-03-24T23:29:24.4Z,1,REGULAR,substitution,in,[],203507,,,1610612749,18,19,2024-03-24T23:29:29Z,1080000,False,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M12.00S,2024-03-24T23:29:58.0Z,1,REGULAR,2pt,Hook,['fromturnover'],1626171,93.24901445466492,74.01960784313727,1610612749,20,19,2024-03-24T23:30:03Z,1090000,False,120.0,11.0,1,right,B. Portis 12' turnaround Hook (4 PTS) (J. Crowder 1 AST),"[1626171, 203109]",1610612749.0,MIL,turnaround,,,Portis,B. Portis,,,,,Mid-Range,8-16 Right,12.06,Made,4.0,J. Crowder,203109.0,1.0,,,,,,,,,,,,,,
111,PT02M45.00S,2024-03-24T23:30:25.2Z,1,REGULAR,3pt,Jump Shot,[],202330,7.966491458607096,2.696078431372549,1610612760,20,19,2024-03-24T23:30:30Z,1110000,False,237.0,22.0,1,left,MISS G. Hayward 3PT,[202330],1610612760.0,OKC,,,,Hayward,G. Hayward,,,,,Right Corner 3,24+ Right,23.76,Missed,,,,,,,,,,,,,,,,,,
112,PT02M41.00S,2024-03-24T23:30:29.2Z,1,REGULAR,rebound,defensive,[],203109,,,1610612749,20,19,2024-03-24T23:30:30Z,1120000,False,,,0,,J. Crowder REBOUND (Off:0 Def:1),[203109],1610612749.0,MIL,,,,Crowder,J. Crowder,,,,,Right Corner 3,24+ Right,,,,,,,,111.0,1.0,1.0,0.0,,,,,,,,,
113,PT02M34.00S,2024-03-24T23:30:35.4Z,1,REGULAR,3pt,Jump Shot,[],1626192,96.00854139290408,4.166666666666666,1610612749,23,19,2024-03-24T23:30:40Z,1130000,False,-229.0,-15.0,1,right,P. Connaughton 3PT  (3 PTS) (J. Crowder 2 AST),"[1626192, 203109]",1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,Left Corner 3,24+ Left,22.97,Made,3.0,J. Crowder,203109.0,2.0,,,,,,,,,,,,,,
115,PT02M14.00S,2024-03-24T23:30:55.1Z,1,REGULAR,3pt,Jump Shot,[],1629652,30.042706964520367,20.588235294117645,1610612760,23,19,2024-03-24T23:31:00Z,1150000,False,147.0,230.0,1,left,MISS L. Dort 27' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Right Center,27.29,Missed,,,,,,,,,,,,,,,,,,
116,PT02M12.00S,2024-03-24T23:30:57.1Z,1,REGULAR,rebound,defensive,[],203109,,,1610612749,23,19,2024-03-24T23:31:00Z,1160000,False,,,0,,J. Crowder REBOUND (Off:0 Def:2),[203109],1610612749.0,MIL,,,,Crowder,J. Crowder,,,,,Above the Break 3,24+ Right Center,,,,,,,,115.0,2.0,2.0,0.0,,,,,,,,,
117,PT02M09.00S,2024-03-24T23:31:03.2Z,1,REGULAR,foul,personal,['2freethrow'],1629652,,,1610612749,23,19,2024-03-24T23:31:14Z,1170000,False,,,0,,L. Dort shooting personal FOUL (1 PF) (Portis 2 FT),"[1629652, 1626171]",1610612760.0,OKC,shooting,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,,,,,,,101284.0,,,,,,1.0,0.0,Portis,1626171.0,,,,
119,PT02M09.00S,2024-03-24T23:31:28.0Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1626171,,,1610612749,23,19,2024-03-24T23:31:28Z,1190000,False,,,0,,MISS B. Portis Free Throw 1 of 2,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
120,PT02M09.00S,2024-03-24T23:31:28.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612749,23,19,2024-03-24T23:31:28Z,1200000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,119.0,,,,,,,,,,,,
121,PT02M09.00S,2024-03-24T23:31:28.8Z,1,REGULAR,substitution,out,[],203081,,,1610612749,23,19,2024-03-24T23:31:47Z,1210000,False,,,0,,SUB out: D. Lillard,[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M09.00S,2024-03-24T23:31:28.8Z,1,REGULAR,substitution,out,[],1629652,,,1610612749,23,19,2024-03-24T23:31:47Z,1220000,False,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M09.00S,2024-03-24T23:31:28.8Z,1,REGULAR,substitution,out,[],1631119,,,1610612749,23,19,2024-03-24T23:31:47Z,1230000,False,,,0,,SUB out: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M09.00S,2024-03-24T23:31:28.8Z,1,REGULAR,substitution,in,[],201976,,,1610612749,23,19,2024-03-24T23:31:47Z,1240000,False,,,0,,SUB in: P. Beverley,[201976],1610612749.0,MIL,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M09.00S,2024-03-24T23:31:28.8Z,1,REGULAR,substitution,in,[],1629026,,,1610612749,23,19,2024-03-24T23:31:47Z,1250000,False,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M09.00S,2024-03-24T23:31:28.8Z,1,REGULAR,substitution,in,[],1641717,,,1610612749,23,19,2024-03-24T23:31:47Z,1260000,False,,,0,,SUB in: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M09.00S,2024-03-24T23:31:56.2Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1626171,,,1610612749,24,19,2024-03-24T23:31:56Z,1270000,False,,,0,,B. Portis Free Throw 2 of 2 (5 PTS),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
128,PT01M57.00S,2024-03-24T23:32:05.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],202330,7.440867279894875,49.754901960784316,1610612760,24,19,2024-03-24T23:38:39Z,1280000,False,1.0,17.0,1,left,MISS G. Hayward cutting DUNK - blocked,"[202330, 203507]",1610612760.0,OKC,cutting,,,Hayward,G. Hayward,,,,,Restricted Area,0-8 Center,1.74,Missed,,,,,,,,,,,,,,,,,Antetokounmpo,203507.0
129,PT01M57.00S,2024-03-24T23:32:05.6Z,1,REGULAR,block,,[],203507,,,1610612760,24,19,2024-03-24T23:32:09Z,1290000,False,,,0,,G. Antetokounmpo BLOCK (1 BLK),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
130,PT01M56.00S,2024-03-24T23:32:06.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612760,24,19,2024-03-24T23:33:24Z,1300000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,128.0,,,,,,,,,,,,
132,PT01M53.00S,2024-03-24T23:32:23.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630198,9.806176084099869,3.1862745098039214,1610612760,24,22,2024-03-24T23:32:29Z,1320000,False,234.0,40.0,1,left,I. Joe 3PT  (3 PTS) (G. Hayward 1 AST),"[1630198, 202330]",1610612760.0,OKC,,,,Joe,I. Joe,,,,,Right Corner 3,24+ Right,23.74,Made,3.0,G. Hayward,202330.0,1.0,,,,,,,,,,,,,,
135,PT01M26.00S,2024-03-24T23:33:04.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],201976,86.02168199737189,56.86274509803921,1610612749,24,22,2024-03-24T23:33:09Z,1350000,False,34.0,79.0,1,right,MISS P. Beverley 8' driving Hook,[201976],1610612749.0,MIL,driving,,,Beverley,P. Beverley,,,,,In The Paint (Non-RA),8-16 Center,8.6,Missed,,,,,,,,,,,,,,,,,,
136,PT01M23.00S,2024-03-24T23:33:07.6Z,1,REGULAR,rebound,defensive,[],1629026,,,1610612760,24,22,2024-03-24T23:33:09Z,1360000,False,,,0,,K. Williams REBOUND (Off:0 Def:1),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,135.0,1.0,1.0,0.0,,,,,,,,,
137,PT01M14.00S,2024-03-24T23:33:17.0Z,1,REGULAR,2pt,Jump Shot,[],1628983,19.92444152431012,29.166666666666668,1610612760,24,22,2024-03-24T23:33:37Z,1370000,False,104.0,135.0,1,left,MISS S. Gilgeous-Alexander 17' pullup Shot,[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,16-24 Right Center,17.04,Missed,,,,,,,,,,,,,,,,,,
138,PT01M11.00S,2024-03-24T23:33:20.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612760,24,22,2024-03-24T23:33:37Z,1380000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Mid-Range,16-24 Right Center,,,,,,,,137.0,,,,,,,,,,,,
140,PT01M08.00S,2024-03-24T23:33:39.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630198,25.969119579500656,84.80392156862744,1610612760,24,22,2024-03-24T23:33:49Z,1400000,False,-174.0,192.0,1,left,MISS I. Joe 25' 3PT - blocked,"[1630198, 201976]",1610612760.0,OKC,,,,Joe,I. Joe,,,,,Above the Break 3,24+ Left Center,25.88,Missed,,,,,,,,,,,,,,,,,Beverley,201976.0
141,PT01M08.00S,2024-03-24T23:33:39.0Z,1,REGULAR,block,,[],201976,,,1610612760,24,22,2024-03-24T23:33:43Z,1410000,False,,,0,,P. Beverley BLOCK (1 BLK),[201976],1610612749.0,MIL,,,,Beverley,P. Beverley,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
142,PT01M04.00S,2024-03-24T23:33:43.0Z,1,REGULAR,rebound,offensive,[],1630198,,,1610612760,24,22,2024-03-24T23:33:49Z,1420000,False,,,0,,I. Joe REBOUND (Off:1 Def:0),[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,Above the Break 3,24+ Left Center,,,,,,,,140.0,1.0,0.0,1.0,,,,,,,,,
143,PT01M00.00S,2024-03-24T23:33:47.5Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1629026,20.45006570302234,18.627450980392158,1610612760,24,22,2024-03-24T23:34:03Z,1430000,False,157.0,140.0,1,left,MISS K. Williams 21' Jump Shot,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,Mid-Range,16-24 Right Center,21.01,Missed,,,,,,,,,,,,,,,,,,
144,PT00M57.80S,2024-03-24T23:33:51.0Z,1,REGULAR,rebound,offensive,[],202330,,,1610612760,24,22,2024-03-24T23:33:51Z,1440000,False,,,0,,G. Hayward REBOUND (Off:1 Def:0),[202330],1610612760.0,OKC,,,,Hayward,G. Hayward,,,,,Mid-Range,16-24 Right Center,,,,,,,,143.0,1.0,0.0,1.0,,,,,,,,,
145,PT00M52.00S,2024-03-24T23:33:59.8Z,1,REGULAR,turnover,double dribble,[],1628983,,,1610612760,24,22,2024-03-24T23:34:07Z,1450000,False,,,0,,S. Gilgeous-Alexander double dribble TURNOVER (2 TO),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Center,,,,,,,101284.0,,,,,2.0,,,,,,,,
146,PT00M41.40S,2024-03-24T23:34:21.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626171,93.9060446780552,4.166666666666666,1610612749,24,22,2024-03-24T23:34:33Z,1460000,False,-229.0,5.0,1,right,MISS B. Portis 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Left Corner 3,24+ Left,22.93,Missed,,,,,,,,,,,,,,,,,,
147,PT00M37.40S,2024-03-24T23:34:25.3Z,1,REGULAR,rebound,defensive,[],1641717,,,1610612760,24,22,2024-03-24T23:34:25Z,1470000,False,,,0,,C. Wallace REBOUND (Off:0 Def:1),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Left Corner 3,24+ Left,,,,,,,,146.0,1.0,1.0,0.0,,,,,,,,,
148,PT00M32.50S,2024-03-24T23:34:30.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630198,18.347568988173457,36.029411764705884,1610612760,24,22,2024-03-24T23:34:40Z,1480000,False,70.0,120.0,1,left,MISS I. Joe 13' pullup Shot,[1630198],1610612760.0,OKC,pullup,,,Joe,I. Joe,,,,,In The Paint (Non-RA),8-16 Center,13.89,Missed,,,,,,,,,,,,,,,,,,
149,PT00M32.50S,2024-03-24T23:34:30.2Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,24,22,2024-03-24T23:34:40Z,1490000,False,,,0,,G. Antetokounmpo REBOUND (Off:2 Def:4),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,148.0,6.0,4.0,2.0,,,,,,,,,
150,PT00M20.10S,2024-03-24T23:34:45.6Z,1,REGULAR,foul,personal,['2freethrow'],1641717,,,1610612749,24,22,2024-03-24T23:35:06Z,1500000,False,,,0,,C. Wallace shooting personal FOUL (1 PF) (Beverley 2 FT),"[1641717, 201976]",1610612760.0,OKC,shooting,,,Wallace,C. Wallace,,,,,Restricted Area,0-8 Center,,,,,,,201245.0,,,,,,1.0,0.0,Beverley,201976.0,,,,
152,PT00M20.10S,2024-03-24T23:35:13.7Z,1,REGULAR,freethrow,1 of 2,[],201976,,,1610612749,25,22,2024-03-24T23:35:13Z,1520000,False,,,0,,P. Beverley Free Throw 1 of 2 (1 PTS),[201976],1610612749.0,MIL,,,,Beverley,P. Beverley,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
153,PT00M20.10S,2024-03-24T23:35:28.5Z,1,REGULAR,substitution,out,[],1629026,,,1610612749,25,22,2024-03-24T23:35:41Z,1530000,False,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT00M20.10S,2024-03-24T23:35:28.5Z,1,REGULAR,substitution,out,[],1641717,,,1610612749,25,22,2024-03-24T23:35:41Z,1540000,False,,,0,,SUB out: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT00M20.10S,2024-03-24T23:35:28.5Z,1,REGULAR,substitution,in,[],1630322,,,1610612749,25,22,2024-03-24T23:35:41Z,1550000,False,,,0,,SUB in: L. Waters III,[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT00M20.10S,2024-03-24T23:35:28.5Z,1,REGULAR,substitution,in,[],203488,,,1610612749,25,22,2024-03-24T23:35:41Z,1560000,False,,,0,,SUB in: M. Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT00M20.10S,2024-03-24T23:35:13.7Z,1,REGULAR,freethrow,2 of 2,[],201976,,,1610612749,25,22,2024-03-24T23:35:49Z,1570000,False,,,0,,MISS P. Beverley Free Throw 2 of 2,[201976],1610612749.0,MIL,,,,Beverley,P. Beverley,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
158,PT00M17.10S,2024-03-24T23:35:16.7Z,1,REGULAR,rebound,defensive,[],202330,,,1610612760,25,22,2024-03-24T23:35:49Z,1580000,False,,,0,,G. Hayward REBOUND (Off:1 Def:1),[202330],1610612760.0,OKC,,,,Hayward,G. Hayward,,,,,,,,,,,,,,157.0,2.0,1.0,1.0,,,,,,,,,
159,PT00M00.00S,2024-03-24T23:36:07.4Z,1,REGULAR,3pt,Jump Shot,[],1630322,5.601182654402102,3.6764705882352944,1610612760,25,22,2024-03-24T23:38:53Z,1590000,False,232.0,0.0,1,left,MISS L. Waters III pullup 3PT,[1630322],1610612760.0,OKC,pullup,,,Waters III,L. Waters III,,,,,Right Corner 3,24+ Right,23.16,Missed,,,,,,,,,,,,,,,,,,
160,PT00M00.00S,2024-03-24T23:36:07.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612760,25,22,2024-03-24T23:36:16Z,1600000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,159.0,,,,,,,,,,,,
161,PT00M00.00S,2024-03-24T23:36:18.8Z,1,REGULAR,period,end,[],0,,,1610612760,25,22,2024-03-24T23:36:18Z,1610000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2024-03-24T23:38:09.0Z,2,REGULAR,substitution,out,['startperiod'],1628983,,,1610612760,25,22,2024-03-24T23:38:44Z,1620000,False,,,0,,SUB out: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2024-03-24T23:38:09.0Z,2,REGULAR,substitution,out,['startperiod'],1630198,,,1610612760,25,22,2024-03-24T23:38:44Z,1630000,False,,,0,,SUB out: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2024-03-24T23:38:09.0Z,2,REGULAR,substitution,out,['startperiod'],202330,,,1610612760,25,22,2024-03-24T23:38:44Z,1640000,False,,,0,,SUB out: G. Hayward,[202330],1610612760.0,OKC,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2024-03-24T23:38:09.0Z,2,REGULAR,substitution,out,['startperiod'],1630322,,,1610612760,25,22,2024-03-24T23:38:44Z,1650000,False,,,0,,SUB out: L. Waters III,[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2024-03-24T23:38:09.0Z,2,REGULAR,substitution,out,['startperiod'],203488,,,1610612760,25,22,2024-03-24T23:38:44Z,1660000,False,,,0,,SUB out: M. Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2024-03-24T23:38:09.0Z,2,REGULAR,substitution,in,['startperiod'],1630581,,,1610612760,25,22,2024-03-24T23:38:44Z,1670000,False,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2024-03-24T23:38:09.0Z,2,REGULAR,substitution,in,['startperiod'],1631096,,,1610612760,25,22,2024-03-24T23:38:44Z,1680000,False,,,0,,SUB in: C. Holmgren,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,,,,,,,,,
