actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
18,PT10M47.00S,2023-11-09T01:11:59.7Z,1,REGULAR,3pt,Jump Shot,[],1627736,64.99671484888306,32.84313725490196,1610612749,2,2,2023-11-09T01:12:09Z,180000,False,-86.0,277.0,1,right,MISS M. Beasley 28' 3PT,[1627736],1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Center,28.95,Missed,,,,,,,,,,,,,,,,,,
19,PT10M44.00S,2023-11-09T01:12:02.7Z,1,REGULAR,rebound,defensive,[],1641709,,,1610612765,2,2,2023-11-09T01:12:09Z,190000,False,,,0,,A. Thompson REBOUND (Off:0 Def:1),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Center,,,,,18.0,1.0,1.0,0.0,,,,,,,,,,,,
20,PT10M35.00S,2023-11-09T01:12:12.0Z,1,REGULAR,2pt,Jump Shot,[],1631105,11.645860709592641,66.17647058823529,1610612765,2,2,2023-11-09T01:12:20Z,200000,False,-81.0,57.0,1,left,MISS J. Duren 9' Jump Shot - blocked,"[1631105, 201572]",1610612765.0,DET,,,,Duren,J. Duren,,,,,Mid-Range,8-16 Left,9.9,Missed,Lopez,201572.0,,,,,,,,,,,,,,,,
21,PT10M35.00S,2023-11-09T01:12:12.0Z,1,REGULAR,block,,[],201572,,,1610612765,2,2,2023-11-09T01:12:15Z,210000,False,,,0,,B. Lopez BLOCK (2 BLK),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
22,PT10M30.00S,2023-11-09T01:12:17.0Z,1,REGULAR,rebound,offensive,[],1631105,,,1610612765,2,2,2023-11-09T01:12:20Z,220000,False,,,0,,J. Duren REBOUND (Off:1 Def:1),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Mid-Range,8-16 Left,,,,,20.0,2.0,1.0,1.0,,,,,,,,,,,,
23,PT10M29.00S,2023-11-09T01:12:17.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1641709,5.338370565045992,51.9607843137255,1610612765,2,4,2023-11-09T01:12:26Z,230000,False,-10.0,-2.0,1,left,A. Thompson reverse DUNK (2 PTS) (J. Duren 1 AST),"[1641709, 1631105]",1610612765.0,DET,reverse,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,1.01,Made,,,,,,,2.0,J. Duren,1631105.0,1.0,,,,,,,,
25,PT10M14.00S,2023-11-09T01:12:32.2Z,1,REGULAR,3pt,Jump Shot,[],203081,66.70499342969777,72.54901960784314,1610612749,2,4,2023-11-09T01:13:30Z,250000,False,113.0,260.0,1,right,MISS D. Lillard 28' pullup 3PT,[203081],1610612749.0,MIL,pullup,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Right Center,28.38,Missed,,,,,,,,,,,,,,,,,,
26,PT10M11.00S,2023-11-09T01:12:35.2Z,1,REGULAR,rebound,defensive,[],1630595,,,1610612765,2,4,2023-11-09T01:12:42Z,260000,False,,,0,,C. Cunningham REBOUND (Off:0 Def:1),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Right Center,,,,,25.0,1.0,1.0,0.0,,,,,,,,,,,,
27,PT10M08.00S,2023-11-09T01:12:39.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630595,6.915243101182654,52.69607843137255,1610612765,2,4,2023-11-09T01:12:47Z,270000,False,-13.0,13.0,1,left,MISS C. Cunningham running Layup - blocked,"[1630595, 203507]",1610612765.0,DET,running,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,1.84,Missed,Antetokounmpo,203507.0,,,,,,,,,,,,,,,,
28,PT10M08.00S,2023-11-09T01:12:39.0Z,1,REGULAR,block,,[],203507,,,1610612765,2,4,2023-11-09T01:12:42Z,280000,False,,,0,,G. Antetokounmpo BLOCK (1 BLK),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
29,PT10M08.00S,2023-11-09T01:12:39.0Z,1,REGULAR,rebound,defensive,[],203109,,,1610612749,2,4,2023-11-09T01:12:47Z,290000,False,,,0,,J. Crowder REBOUND (Off:0 Def:1),[203109],1610612749.0,MIL,,,,Crowder,J. Crowder,,,,,Restricted Area,0-8 Center,,,,,27.0,1.0,1.0,0.0,,,,,,,,,,,,
30,PT09M48.00S,2023-11-09T01:12:57.8Z,1,REGULAR,3pt,Jump Shot,[],201572,91.5407358738502,96.07843137254902,1610612749,5,4,2023-11-09T01:13:03Z,300000,False,230.0,27.0,1,right,B. Lopez 3PT  (3 PTS) (G. Antetokounmpo 1 AST),"[201572, 203507]",1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Right Corner 3,24+ Right,23.2,Made,,,,,,,3.0,G. Antetokounmpo,203507.0,1.0,,,,,,,,
32,PT09M36.00S,2023-11-09T01:13:10.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631105,9.017739816031538,46.568627450980394,1610612765,5,4,2023-11-09T01:13:16Z,320000,False,17.0,32.0,1,left,MISS J. Duren driving Layup,[1631105],1610612765.0,DET,driving,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,3.66,Missed,,,,,,,,,,,,,,,,,,
33,PT09M32.00S,2023-11-09T01:13:14.8Z,1,REGULAR,rebound,defensive,[],1627736,,,1610612749,5,4,2023-11-09T01:13:16Z,330000,False,,,0,,M. Beasley REBOUND (Off:0 Def:2),[1627736],1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,Restricted Area,0-8 Center,,,,,32.0,2.0,2.0,0.0,,,,,,,,,,,,
34,PT09M25.00S,2023-11-09T01:13:21.6Z,1,REGULAR,3pt,Jump Shot,[],201572,68.9388961892247,77.94117647058823,1610612749,5,4,2023-11-09T01:13:27Z,340000,False,140.0,239.0,1,right,MISS B. Lopez 27' 3PT,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Right Center,27.73,Missed,,,,,,,,,,,,,,,,,,
35,PT09M21.00S,2023-11-09T01:13:25.6Z,1,REGULAR,rebound,defensive,[],1630165,,,1610612765,5,4,2023-11-09T01:13:27Z,350000,False,,,0,,K. Hayes REBOUND (Off:0 Def:1),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Above the Break 3,24+ Right Center,,,,,34.0,1.0,1.0,0.0,,,,,,,,,,,,
36,PT09M15.00S,2023-11-09T01:13:31.4Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1630165,10.5946123521682,78.67647058823529,1610612765,5,4,2023-11-09T01:13:42Z,360000,False,-143.0,47.0,1,left,MISS K. Hayes 15' running pullup Shot,[1630165],1610612765.0,DET,running pullup,,,Hayes,K. Hayes,,,,,Mid-Range,8-16 Left,15.09,Missed,,,,,,,,,,,,,,,,,,
37,PT09M12.00S,2023-11-09T01:13:34.4Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,5,4,2023-11-09T01:13:42Z,370000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:2),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,8-16 Left,,,,,36.0,2.0,2.0,0.0,,,,,,,,,,,,
38,PT09M08.00S,2023-11-09T01:13:40.9Z,1,REGULAR,foul,personal,['2freethrow'],1641709,,,1610612749,5,4,2023-11-09T01:13:55Z,380000,False,,,0,,A. Thompson shooting personal FOUL (1 PF) (Lillard 2 FT),"[1641709, 203081]",1610612765.0,DET,shooting,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1179.0,1.0,0.0,Lillard,203081.0,,,
40,PT09M08.00S,2023-11-09T01:14:08.0Z,1,REGULAR,freethrow,1 of 2,[],203081,,,1610612749,6,4,2023-11-09T01:14:08Z,400000,False,,,0,,D. Lillard Free Throw 1 of 2 (1 PTS),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
41,PT09M08.00S,2023-11-09T01:14:22.1Z,1,REGULAR,freethrow,2 of 2,[],203081,,,1610612749,7,4,2023-11-09T01:14:22Z,410000,False,,,0,,D. Lillard Free Throw 2 of 2 (2 PTS),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,Made,,,,,,,2.0,,,,,,,,,,,
42,PT08M55.00S,2023-11-09T01:14:35.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631105,5.206964520367937,51.470588235294116,1610612765,7,6,2023-11-09T01:14:40Z,420000,False,-7.0,-4.0,1,left,J. Duren alley-oop DUNK (4 PTS) (C. Cunningham 2 AST),"[1631105, 1630595]",1610612765.0,DET,alley-oop,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,0.82,Made,,,,,,,4.0,C. Cunningham,1630595.0,2.0,,,,,,,,
45,PT08M41.00S,2023-11-09T01:15:04.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203507,87.33574244415243,50.73529411764706,1610612749,7,6,2023-11-09T01:15:10Z,450000,False,4.0,67.0,1,right,MISS G. Antetokounmpo 6' Hook,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,6.66,Missed,,,,,,,,,,,,,,,,,,
46,PT08M37.00S,2023-11-09T01:15:08.9Z,1,REGULAR,rebound,defensive,[],1630595,,,1610612765,7,6,2023-11-09T01:15:10Z,460000,False,,,0,,C. Cunningham REBOUND (Off:0 Def:2),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),0-8 Center,,,,,45.0,2.0,2.0,0.0,,,,,,,,,,,,
48,PT08M31.00S,2023-11-09T01:15:26.6Z,1,REGULAR,3pt,Jump Shot,[],1630191,6.915243101182654,98.0392156862745,1610612765,7,6,2023-11-09T01:19:14Z,467500,False,-240.0,13.0,1,left,MISS I. Stewart 24' 3PT,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Left Corner 3,24+ Left,24.05,Missed,,,,,,,,,,,,,,,,,,
49,PT08M28.00S,2023-11-09T01:15:29.6Z,1,REGULAR,rebound,defensive,[],201572,,,1610612749,7,6,2023-11-09T01:19:14Z,471250,False,,,0,,B. Lopez REBOUND (Off:0 Def:1),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Left Corner 3,24+ Left,,,,,48.0,1.0,1.0,0.0,,,,,,,,,,,,
50,PT08M21.00S,2023-11-09T01:15:33.1Z,1,REGULAR,3pt,Jump Shot,[],203081,68.80749014454665,21.813725490196077,1610612749,7,6,2023-11-09T01:19:50Z,475000,False,-141.0,241.0,1,right,MISS D. Lillard 27' step back 3PT,[203081],1610612749.0,MIL,step back,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,27.89,Missed,,,,,,,,,,,,,,,,,,
51,PT08M19.00S,2023-11-09T01:15:35.1Z,1,REGULAR,rebound,defensive,[],1641709,,,1610612765,7,6,2023-11-09T01:16:21Z,477500,False,,,0,,A. Thompson REBOUND (Off:0 Def:2),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Left Center,,,,,50.0,2.0,2.0,0.0,,,,,,,,,,,,
52,PT08M10.00S,2023-11-09T01:15:38.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631105,6.1268068331143235,56.372549019607845,1610612765,7,8,2023-11-09T01:16:27Z,520000,False,-32.0,5.0,1,left,J. Duren cutting Layup (6 PTS) (A. Thompson 1 AST),"[1631105, 1641709]",1610612765.0,DET,cutting,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,3.23,Made,,,,,,,6.0,A. Thompson,1641709.0,1.0,,,,,,,,
54,PT08M10.00S,2023-11-09T01:15:49.8Z,1,REGULAR,foul,personal,['1freethrow'],203507,,,1610612765,7,8,2023-11-09T01:20:13Z,540000,False,,,0,,G. Antetokounmpo shooting personal FOUL (1 PF) (Duren 1 FT),"[203507, 1631105]",1610612749.0,MIL,shooting,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,203591.0,1.0,0.0,Duren,1631105.0,,,
56,PT08M10.00S,2023-11-09T01:16:18.3Z,1,REGULAR,freethrow,1 of 1,[],1631105,,,1610612765,7,9,2023-11-09T01:21:15Z,560000,False,,,0,,J. Duren Free Throw 1 of 1 (7 PTS),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,Made,,,,,,,7.0,,,,,,,,,,,
57,PT08M01.00S,2023-11-09T01:16:40.9Z,1,REGULAR,foul,personal,[],1630165,,,1610612749,7,9,2023-11-09T01:16:59Z,570000,False,,,0,,K. Hayes personal FOUL (1 PF),"[1630165, 1627736]",1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,202053.0,1.0,0.0,Beasley,1627736.0,,,
59,PT07M54.00S,2023-11-09T01:16:58.5Z,1,REGULAR,2pt,Jump Shot,[],203109,76.5604467805519,42.15686274509804,1610612749,9,9,2023-11-09T01:17:04Z,590000,False,-39.0,168.0,1,right,J. Crowder 17' driving floating Jump Shot (2 PTS) (G. Antetokounmpo 2 AST),"[203109, 203507]",1610612749.0,MIL,driving floating,,,Crowder,J. Crowder,,,,,Mid-Range,16-24 Center,17.23,Made,,,,,,,2.0,G. Antetokounmpo,203507.0,2.0,,,,,,,,
60,PT07M37.00S,2023-11-09T01:17:14.1Z,1,REGULAR,2pt,Jump Shot,[],1630595,20.844283837056505,58.333333333333336,1610612765,9,9,2023-11-09T01:17:20Z,600000,False,-42.0,143.0,1,left,MISS C. Cunningham 14' pullup Shot,[1630595],1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,Mid-Range,8-16 Center,14.93,Missed,,,,,,,,,,,,,,,,,,
61,PT07M34.00S,2023-11-09T01:17:17.1Z,1,REGULAR,rebound,offensive,[],1631105,,,1610612765,9,9,2023-11-09T01:17:20Z,610000,False,,,0,,J. Duren REBOUND (Off:2 Def:1),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Mid-Range,8-16 Center,,,,,60.0,3.0,1.0,2.0,,,,,,,,,,,,
62,PT07M32.00S,2023-11-09T01:17:20.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630191,14.011169513797633,45.34313725490196,1610612765,9,11,2023-11-09T01:17:26Z,620000,False,23.0,79.0,1,left,I. Stewart 8' floating Jump Shot (2 PTS) (K. Hayes 1 AST),"[1630191, 1630165]",1610612765.0,DET,floating,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),8-16 Center,8.26,Made,,,,,,,2.0,K. Hayes,1630165.0,1.0,,,,,,,,
64,PT07M16.00S,2023-11-09T01:17:35.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203507,87.46714848883047,37.99019607843137,1610612749,11,11,2023-11-09T01:17:41Z,640000,False,-60.0,65.0,1,right,G. Antetokounmpo 8' driving Hook (2 PTS),[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),8-16 Left,8.87,Made,,,,,,,2.0,,,,,,,,,,,
66,PT06M56.00S,2023-11-09T01:17:55.6Z,1,REGULAR,3pt,Jump Shot,[],1630595,34.510512483574246,43.38235294117647,1610612765,11,11,2023-11-09T01:18:01Z,660000,False,33.0,272.0,1,left,MISS C. Cunningham 27' 3PT,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Center,27.39,Missed,,,,,,,,,,,,,,,,,,
67,PT06M53.00S,2023-11-09T01:17:58.6Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,11,11,2023-11-09T01:18:01Z,670000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:3),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Center,,,,,66.0,3.0,3.0,0.0,,,,,,,,,,,,
68,PT06M50.00S,2023-11-09T01:18:04.5Z,1,REGULAR,foul,personal,['2freethrow'],1630191,,,1610612749,11,11,2023-11-09T01:18:25Z,680000,False,,,0,,I. Stewart shooting personal FOUL (1 PF) (Antetokounmpo 2 FT),"[1630191, 203507]",1610612765.0,DET,shooting,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,203591.0,1.0,0.0,Antetokounmpo,203507.0,,,
70,PT06M50.00S,2023-11-09T01:18:21.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,11,11,2023-11-09T01:18:21Z,700000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M50.00S,2023-11-09T01:20:34.0Z,1,REGULAR,substitution,out,[],1627736,,,1610612749,11,11,2023-11-09T01:20:56Z,710000,False,,,0,,SUB out: M. Beasley,[1627736],1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M50.00S,2023-11-09T01:20:34.0Z,1,REGULAR,substitution,in,[],1630699,,,1610612749,11,11,2023-11-09T01:20:56Z,720000,False,,,0,,SUB in: M. Beauchamp,[1630699],1610612749.0,MIL,,,,Beauchamp,M. Beauchamp,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M50.00S,2023-11-09T01:21:24.5Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],203507,,,1610612749,12,11,2023-11-09T01:21:52Z,730000,False,,,0,,G. Antetokounmpo Free Throw 1 of 2 (3 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
74,PT06M50.00S,2023-11-09T01:21:24.5Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],203507,,,1610612749,12,11,2023-11-09T01:21:52Z,740000,False,,,0,,MISS G. Antetokounmpo Free Throw 2 of 2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
75,PT06M45.00S,2023-11-09T01:21:29.5Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,12,11,2023-11-09T01:21:52Z,750000,False,,,0,,J. Duren REBOUND (Off:2 Def:2),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,74.0,4.0,2.0,2.0,,,,,,,,,,,,
76,PT06M32.00S,2023-11-09T01:22:04.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631105,4.944152431011826,53.18627450980392,1610612765,12,13,2023-11-09T01:22:11Z,760000,False,-16.0,-6.0,1,left,J. Duren cutting DUNK (9 PTS) (K. Hayes 2 AST),"[1631105, 1630165]",1610612765.0,DET,cutting,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,1.7,Made,,,,,,,9.0,K. Hayes,1630165.0,2.0,,,,,,,,
78,PT06M02.00S,2023-11-09T01:22:34.1Z,1,REGULAR,3pt,Jump Shot,[],203507,72.48685939553219,15.196078431372548,1610612749,12,13,2023-11-09T01:22:43Z,780000,False,-174.0,206.0,1,right,MISS G. Antetokounmpo 26' 3PT,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Left Center,26.97,Missed,,,,,,,,,,,,,,,,,,
79,PT05M58.00S,2023-11-09T01:22:38.4Z,1,REGULAR,rebound,defensive,[],1630165,,,1610612765,12,13,2023-11-09T01:22:38Z,790000,False,,,0,,K. Hayes REBOUND (Off:0 Def:2),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Above the Break 3,24+ Left Center,,,,,78.0,2.0,2.0,0.0,,,,,,,,,,,,
80,PT05M55.00S,2023-11-09T01:22:41.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630165,5.206964520367937,52.94117647058824,1610612765,12,13,2023-11-09T01:22:49Z,800000,False,-15.0,-4.0,1,left,MISS K. Hayes running Layup - blocked,"[1630165, 203507]",1610612765.0,DET,running,,,Hayes,K. Hayes,,,,,Restricted Area,0-8 Center,1.51,Missed,Antetokounmpo,203507.0,,,,,,,,,,,,,,,,
81,PT05M55.00S,2023-11-09T01:22:41.0Z,1,REGULAR,block,,[],203507,,,1610612765,12,13,2023-11-09T01:22:44Z,810000,False,,,0,,G. Antetokounmpo BLOCK (2 BLK),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
82,PT05M55.00S,2023-11-09T01:22:41.0Z,1,REGULAR,rebound,defensive,[],203081,,,1610612749,12,13,2023-11-09T01:22:49Z,820000,False,,,0,,D. Lillard REBOUND (Off:0 Def:1),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,,,,,80.0,1.0,1.0,0.0,,,,,,,,,,,,
83,PT05M47.00S,2023-11-09T01:22:55.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203507,90.22667542706965,45.09803921568628,1610612749,12,13,2023-11-09T01:23:03Z,830000,False,-25.0,39.0,1,right,MISS G. Antetokounmpo running Layup,[203507],1610612749.0,MIL,running,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,4.64,Missed,,,,,,,,,,,,,,,,,,
84,PT05M47.00S,2023-11-09T01:22:55.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612749,12,13,2023-11-09T01:23:03Z,840000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,83.0,,,,,,,,,,,,,,,
