actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-03-05T01:12:05.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-03-05T01:12:05Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M49.00S,2024-03-05T01:12:07.3Z,1,REGULAR,jumpball,recovered,[],201935,,,1610612746,0,0,2024-03-05T01:12:07Z,40000,False,,,0,,Jump Ball I. Zubac vs. B. Lopez: Tip to J. Harden,"[201935, 1627826, 201572]",1610612746.0,LAC,startperiod,J. Harden,201935.0,Harden,J. Harden,Zubac,1627826.0,Lopez,201572.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M49.00S,2024-03-05T01:12:22.9Z,1,REGULAR,foul,personal,[],1627736,,,1610612746,0,0,2024-03-05T01:12:37Z,70000,False,,,0,,M. Beasley personal FOUL (1 PF),"[1627736, 1627826]",1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Left Center,201638.0,1.0,0.0,Zubac,1627826.0,,,,,,,,,,,,,,,
9,PT11M37.00S,2024-03-05T01:12:45.0Z,1,REGULAR,3pt,Jump Shot,[],201935,6.915243101182654,98.2843137254902,1610612746,0,0,2024-03-05T01:12:50Z,90000,False,-241.0,13.0,1,left,MISS J. Harden 24' 3PT,[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Left Corner 3,24+ Left,,,,,,24.17,Missed,,,,,,,,,,,,,
10,PT11M33.00S,2024-03-05T01:12:49.0Z,1,REGULAR,rebound,defensive,[],203081,,,1610612749,0,0,2024-03-05T01:12:50Z,100000,False,,,0,,D. Lillard REBOUND (Off:0 Def:1),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Left Corner 3,24+ Left,,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,
11,PT11M17.00S,2024-03-05T01:13:05.8Z,1,REGULAR,turnover,bad pass,[],201976,,,1610612749,0,0,2024-03-05T01:13:12Z,110000,False,,,0,,P. Beverley bad pass TURNOVER (1 TO),"[201976, 202695]",1610612749.0,MIL,,,,Beverley,P. Beverley,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,1.0,Leonard,202695.0,,,,,,
12,PT11M17.00S,2024-03-05T01:13:05.8Z,1,REGULAR,steal,,[],202695,,,1610612746,0,0,2024-03-05T01:13:08Z,120000,False,,,0,,K. Leonard STEAL (1 STL),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
13,PT11M07.00S,2024-03-05T01:13:15.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],202331,29.122864651773984,19.362745098039216,1610612746,0,3,2024-03-05T01:13:20Z,130000,False,153.0,221.0,1,left,P. George 26' 3PT  (3 PTS) (J. Harden 1 AST),"[202331, 201935]",1610612746.0,LAC,,,,George,P. George,,,,,Above the Break 3,24+ Right Center,,,,,,26.92,Made,,,,,,,,3.0,J. Harden,201935.0,1.0,,
15,PT10M43.00S,2024-03-05T01:13:38.9Z,1,REGULAR,3pt,Jump Shot,[],201572,65.65374507227332,28.186274509803923,1610612749,3,3,2024-03-05T01:13:43Z,150000,False,-109.0,270.0,1,right,B. Lopez 29' 3PT  (3 PTS) (J. Crowder 1 AST),"[201572, 203109]",1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Left Center,,,,,,29.16,Made,,,,,,,,3.0,J. Crowder,203109.0,1.0,,
17,PT10M31.00S,2024-03-05T01:13:56.5Z,1,REGULAR,violation,kicked ball,[],1627736,,,1610612746,3,3,2024-03-05T01:14:01Z,170000,False,,,0,,M. Beasley kicked ball VIOLATION,[1627736],1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,,,200832.0,,,,,,,,,,,,,,,,,,,
18,PT10M16.00S,2024-03-05T01:14:23.7Z,1,REGULAR,3pt,Jump Shot,[],202695,29.25427069645204,22.058823529411764,1610612746,3,3,2024-03-05T01:14:55Z,180000,False,140.0,222.0,1,left,MISS K. Leonard 26' pullup 3PT,[202695],1610612746.0,LAC,pullup,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Right Center,,,,,,26.27,Missed,,,,,,,,,,,,,
19,PT10M13.00S,2024-03-05T01:14:26.7Z,1,REGULAR,rebound,defensive,[],201976,,,1610612749,3,3,2024-03-05T01:14:30Z,190000,False,,,0,,P. Beverley REBOUND (Off:0 Def:1),[201976],1610612749.0,MIL,,,,Beverley,P. Beverley,,,,,Above the Break 3,24+ Right Center,,,,,,,,18.0,1.0,1.0,0.0,,,,,,,,,
20,PT10M06.00S,2024-03-05T01:14:33.4Z,1,REGULAR,2pt,Jump Shot,[],203081,82.07950065703022,20.833333333333336,1610612749,5,3,2024-03-05T01:15:32Z,200000,False,-146.0,116.0,1,right,D. Lillard 18' step back Jump Shot (2 PTS) (B. Lopez 1 AST),"[203081, 201572]",1610612749.0,MIL,step back,,,Lillard,D. Lillard,,,,,Mid-Range,16-24 Left Center,,,,,,18.63,Made,,,,,,,,2.0,B. Lopez,201572.0,1.0,,
22,PT09M51.00S,2024-03-05T01:14:48.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,18.478975032851512,49.26470588235294,1610612746,5,5,2024-03-05T01:14:53Z,220000,False,4.0,121.0,1,left,J. Harden 12' driving floating Jump Shot (2 PTS) (I. Zubac 1 AST),"[201935, 1627826]",1610612746.0,LAC,driving floating,,,Harden,J. Harden,,,,,In The Paint (Non-RA),8-16 Center,,,,,,12.13,Made,,,,,,,,2.0,I. Zubac,1627826.0,1.0,,
24,PT09M41.00S,2024-03-05T01:14:58.0Z,1,REGULAR,3pt,Jump Shot,[],203081,68.41327201051249,25.49019607843137,1610612749,5,5,2024-03-05T01:16:11Z,240000,False,-123.0,244.0,1,right,MISS D. Lillard 27' pullup 3PT,[203081],1610612749.0,MIL,pullup,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,,,,,,27.34,Missed,,,,,,,,,,,,,
25,PT09M40.00S,2024-03-05T01:14:59.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612746,5,5,2024-03-05T01:15:04Z,250000,False,,,0,,TEAM defensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,24.0,,,,,,,,,,,,
27,PT09M17.00S,2024-03-05T01:15:33.4Z,1,REGULAR,2pt,Jump Shot,[],1629611,21.76412614980289,58.08823529411765,1610612746,5,5,2024-03-05T01:16:58Z,270000,False,-40.0,152.0,1,left,MISS T. Mann 15' step back Shot,[1629611],1610612746.0,LAC,step back,,,Mann,T. Mann,,,,,Mid-Range,8-16 Center,,,,,,15.74,Missed,,,,,,,,,,,,,
28,PT09M14.00S,2024-03-05T01:15:36.4Z,1,REGULAR,rebound,defensive,[],203081,,,1610612749,5,5,2024-03-05T01:15:38Z,280000,False,,,0,,D. Lillard REBOUND (Off:0 Def:2),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Mid-Range,8-16 Center,,,,,,,,27.0,2.0,2.0,0.0,,,,,,,,,
