actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
84,PT05M44.00S,2024-01-02T01:24:10.2Z,1,REGULAR,substitution,in,[],1630167,,,1610612749,17,5,2024-01-02T01:24:20Z,820000,False,,,0,,SUB in: O. Toppin,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M44.00S,2024-01-02T01:24:10.2Z,1,REGULAR,substitution,in,[],1630543,,,1610612749,17,5,2024-01-02T01:24:20Z,830000,False,,,0,,SUB in: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M37.00S,2024-01-02T01:24:36.5Z,1,REGULAR,foul,personal,['2freethrow'],1627741,,,1610612749,17,5,2024-01-02T01:24:52Z,840000,False,,,0,,B. Hield shooting personal FOUL (1 PF) (Lillard 2 FT),"[1627741, 203081]",1610612754.0,IND,shooting,,,Hield,B. Hield,,,,,Restricted Area,0-8 Center,,,,,,,,,,,2005.0,1.0,0.0,Lillard,203081.0,,,,,
88,PT05M37.00S,2024-01-02T01:25:00.7Z,1,REGULAR,freethrow,1 of 2,[],203081,,,1610612749,18,5,2024-01-02T01:25:00Z,860000,False,,,0,,D. Lillard Free Throw 1 of 2 (6 PTS),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
89,PT05M37.00S,2024-01-02T01:25:18.0Z,1,REGULAR,freethrow,2 of 2,[],203081,,,1610612749,19,5,2024-01-02T01:25:18Z,870000,False,,,0,,D. Lillard Free Throw 2 of 2 (7 PTS),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
90,PT05M21.00S,2024-01-02T01:25:35.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630543,93.51182654402102,59.068627450980394,1610612754,19,7,2024-01-02T01:25:40Z,880000,False,45.0,8.0,1,right,I. Jackson cutting Layup (2 PTS) (T. Haliburton 3 AST),"[1630543, 1630169]",1610612754.0,IND,cutting,,,Jackson,I. Jackson,,,,,In The Paint (Non-RA),0-8 Center,4.61,Made,2.0,,,,,T. Haliburton,1630169.0,3.0,,,,,,,,,,
92,PT05M10.00S,2024-01-02T01:25:46.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201572,6.783837056504599,49.754901960784316,1610612749,21,7,2024-01-02T01:25:52Z,900000,False,1.0,11.0,1,left,B. Lopez cutting finger roll Layup (2 PTS) (D. Lillard 2 AST),"[201572, 203081]",1610612749.0,MIL,cutting finger roll,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,1.14,Made,2.0,,,,,D. Lillard,203081.0,2.0,,,,,,,,,,
94,PT05M00.00S,2024-01-02T01:25:56.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630169,83.78777923784494,45.83333333333333,1610612754,21,9,2024-01-02T01:26:01Z,920000,False,-21.0,100.0,1,right,T. Haliburton 10' driving floating Jump Shot (2 PTS),[1630169],1610612754.0,IND,driving floating,,,Haliburton,T. Haliburton,,,,,In The Paint (Non-RA),8-16 Center,10.2,Made,2.0,,,,,,,,,,,,,,,,,
95,PT04M45.00S,2024-01-02T01:26:10.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203081,15.062417871222076,40.68627450980392,1610612749,21,9,2024-01-02T01:26:22Z,930000,False,47.0,89.0,1,left,MISS D. Lillard 10' driving floating Shot,[203081],1610612749.0,MIL,driving floating,,,Lillard,D. Lillard,,,,,In The Paint (Non-RA),8-16 Center,10.06,Missed,,,,,,,,,,,,,,,,,,
96,PT04M42.00S,2024-01-02T01:26:13.8Z,1,REGULAR,rebound,defensive,[],1630543,,,1610612754,21,9,2024-01-02T01:26:22Z,940000,False,,,0,,I. Jackson REBOUND (Off:0 Def:1),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,In The Paint (Non-RA),8-16 Center,,,,95.0,1.0,1.0,0.0,,,,,,,,,,,,,
97,PT04M33.00S,2024-01-02T01:26:23.4Z,1,REGULAR,3pt,Jump Shot,[],1630167,85.3646517739816,95.83333333333334,1610612754,21,9,2024-01-02T01:26:28Z,950000,False,229.0,85.0,1,right,MISS O. Toppin 24' 3PT,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Right Corner 3,24+ Right,24.45,Missed,,,,,,,,,,,,,,,,,,
98,PT04M30.00S,2024-01-02T01:26:26.4Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,21,9,2024-01-02T01:26:28Z,960000,False,,,0,,B. Portis REBOUND (Off:0 Def:1),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Right Corner 3,24+ Right,,,,97.0,1.0,1.0,0.0,,,,,,,,,,,,,
99,PT04M23.00S,2024-01-02T01:26:34.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630543,,,1610612749,21,9,2024-01-02T01:26:45Z,970000,False,,,0,,I. Jackson shooting personal FOUL (1 PF) (Lillard 2 FT),"[1630543, 203081]",1610612754.0,IND,shooting,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627962.0,1.0,0.0,Lillard,203081.0,,,,,
101,PT04M23.00S,2024-01-02T01:27:00.4Z,1,REGULAR,freethrow,1 of 2,[],203081,,,1610612749,22,9,2024-01-02T01:27:00Z,990000,False,,,0,,D. Lillard Free Throw 1 of 2 (8 PTS),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
102,PT04M23.00S,2024-01-02T01:27:15.6Z,1,REGULAR,freethrow,2 of 2,[],203081,,,1610612749,23,9,2024-01-02T01:27:15Z,1000000,False,,,0,,D. Lillard Free Throw 2 of 2 (9 PTS),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
103,PT04M12.00S,2024-01-02T01:27:27.1Z,1,REGULAR,2pt,Jump Shot,[],1630169,81.94809461235218,71.81372549019608,1610612754,23,11,2024-01-02T01:27:32Z,1010000,False,109.0,117.0,1,right,T. Haliburton 16' driving floating Jump Shot (4 PTS),[1630169],1610612754.0,IND,driving floating,,,Haliburton,T. Haliburton,,,,,Mid-Range,16-24 Right Center,16.01,Made,4.0,,,,,,,,,,,,,,,,,
104,PT03M49.00S,2024-01-02T01:27:49.4Z,1,REGULAR,3pt,Jump Shot,[],1627736,21.23850197109067,7.107843137254902,1610612749,26,11,2024-01-02T01:27:54Z,1020000,False,214.0,147.0,1,left,M. Beasley 26' 3PT  (6 PTS),[1627736],1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Right Center,26.01,Made,6.0,,,,,,,,,,,,,,,,,
105,PT03M42.00S,2024-01-02T01:27:59.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630543,90.75229960578186,57.35294117647059,1610612754,26,11,2024-01-02T01:31:38Z,1022500,False,37.0,34.0,1,right,MISS I. Jackson cutting Layup,[1630543],1610612754.0,IND,cutting,,,Jackson,I. Jackson,,,,,In The Paint (Non-RA),0-8 Center,5.04,Missed,,,,,,,,,,,,,,,,,,
106,PT03M41.00S,2024-01-02T01:28:00.3Z,1,REGULAR,rebound,offensive,[],1630169,,,1610612754,26,11,2024-01-02T01:31:38Z,1023750,False,,,0,,T. Haliburton REBOUND (Off:1 Def:2),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,In The Paint (Non-RA),0-8 Center,,,,105.0,3.0,2.0,1.0,,,,,,,,,,,,,
107,PT03M41.00S,2024-01-02T01:28:03.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630169,94.40999984741211,50.0,1610612754,26,11,2024-01-02T01:31:38Z,1025000,False,0.0,0.0,1,right,MISS T. Haliburton tip Layup,[1630169],1610612754.0,IND,tip,,,Haliburton,T. Haliburton,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
108,PT03M39.00S,2024-01-02T01:28:05.5Z,1,REGULAR,rebound,defensive,[],201572,,,1610612749,26,11,2024-01-02T01:30:42Z,1027500,False,,,0,,B. Lopez REBOUND (Off:0 Def:2),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,,107.0,2.0,2.0,0.0,,,,,,,,,,,,,
109,PT03M29.00S,2024-01-02T01:28:10.6Z,1,REGULAR,turnover,bad pass,[],203081,,,1610612749,26,11,2024-01-02T01:28:22Z,1070000,False,,,0,,D. Lillard bad pass TURNOVER (1 TO),"[203081, 1630167]",1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,1.0,,,Toppin,1630167.0
110,PT03M29.00S,2024-01-02T01:28:10.6Z,1,REGULAR,steal,,[],1630167,,,1610612754,26,11,2024-01-02T01:28:14Z,1080000,False,,,0,,O. Toppin STEAL (1 STL),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
111,PT03M20.00S,2024-01-02T01:28:19.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631097,73.80091984231275,12.990196078431374,1610612754,26,14,2024-01-02T01:28:25Z,1090000,False,-185.0,194.0,1,right,B. Mathurin 26' 3PT  (3 PTS) (O. Toppin 1 AST),"[1631097, 1630167]",1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Left Center,26.79,Made,3.0,,,,,O. Toppin,1630167.0,1.0,,,,,,,,,,
114,PT02M50.00S,2024-01-02T01:28:48.9Z,1,REGULAR,3pt,Jump Shot,[],1627736,34.90473061760841,53.67647058823529,1610612749,29,14,2024-01-02T01:28:55Z,1110000,False,-18.0,276.0,1,left,M. Beasley 27' 3PT  (9 PTS) (P. Connaughton 1 AST),"[1627736, 1626192]",1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Center,27.62,Made,9.0,,,,,P. Connaughton,1626192.0,1.0,,,,,,,,,,
116,PT02M47.00S,2024-01-02T01:28:57.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,29,14,2024-01-02T01:28:57Z,1130000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M47.00S,2024-01-02T01:31:23.7Z,1,REGULAR,substitution,out,[],201572,,,1610612754,29,14,2024-01-02T01:31:46Z,1140000,False,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M47.00S,2024-01-02T01:31:23.7Z,1,REGULAR,substitution,in,[],203507,,,1610612754,29,14,2024-01-02T01:31:46Z,1150000,False,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M32.00S,2024-01-02T01:32:09.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630169,93.38042049934296,49.754901960784316,1610612754,29,16,2024-01-02T01:32:43Z,1160000,False,-1.0,10.0,1,right,T. Haliburton reverse Layup (6 PTS) (I. Jackson 1 AST),"[1630169, 1630543]",1610612754.0,IND,reverse,,,Haliburton,T. Haliburton,,,,,Restricted Area,0-8 Center,0.98,Made,6.0,,,,,I. Jackson,1630543.0,1.0,,,,,,,,,,
121,PT02M20.00S,2024-01-02T01:32:24.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630167,,,1610612749,29,16,2024-01-02T01:32:33Z,1180000,False,,,0,,O. Toppin shooting personal FOUL (1 PF) (Antetokounmpo 2 FT),"[1630167, 203507]",1610612754.0,IND,shooting,,,Toppin,O. Toppin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1627962.0,1.0,0.0,Antetokounmpo,203507.0,,,,,
123,PT02M20.00S,2024-01-02T01:33:09.3Z,1,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,29,16,2024-01-02T01:33:09Z,1200000,False,,,0,,MISS G. Antetokounmpo Free Throw 1 of 2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
124,PT02M20.00S,2024-01-02T01:33:09.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612749,29,16,2024-01-02T01:33:09Z,1210000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,123.0,,,,,,,,,,,,,,,,
125,PT02M20.00S,2024-01-02T01:33:10.7Z,1,REGULAR,substitution,out,[],1630169,,,1610612749,29,16,2024-01-02T01:33:15Z,1220000,False,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M20.00S,2024-01-02T01:33:10.7Z,1,REGULAR,substitution,in,[],204456,,,1610612749,29,16,2024-01-02T01:33:15Z,1230000,False,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M20.00S,2024-01-02T01:33:17.4Z,1,REGULAR,substitution,out,[],1627736,,,1610612749,29,16,2024-01-02T01:33:24Z,1240000,False,,,0,,SUB out: M. Beasley,[1627736],1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M20.00S,2024-01-02T01:33:17.4Z,1,REGULAR,substitution,in,[],1641748,,,1610612749,29,16,2024-01-02T01:33:24Z,1250000,False,,,0,,SUB in: A. Jackson Jr.,[1641748],1610612749.0,MIL,,,,Jackson Jr.,A. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M20.00S,2024-01-02T01:33:42.1Z,1,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,30,16,2024-01-02T01:33:42Z,1260000,False,,,0,,G. Antetokounmpo Free Throw 2 of 2 (8 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
130,PT02M11.00S,2024-01-02T01:33:57.2Z,1,REGULAR,foul,personal,[],1641748,,,1610612754,30,16,2024-01-02T01:34:05Z,1270000,False,,,0,,A. Jackson Jr. personal FOUL (1 PF),"[1641748, 1630543]",1610612749.0,MIL,,,,Jackson Jr.,A. Jackson Jr.,,,,,Mid-Range,16-24 Center,,,,,,,,,,,202007.0,1.0,0.0,Jackson,1630543.0,,,,,
132,PT02M01.00S,2024-01-02T01:34:18.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204456,92.32917214191852,36.51960784313725,1610612754,30,16,2024-01-02T01:34:24Z,1290000,False,-67.0,20.0,1,right,MISS T. McConnell 7' turnaround fadeaway Shot,[204456],1610612754.0,IND,turnaround fadeaway,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),0-8 Center,7.02,Missed,,,,,,,,,,,,,,,,,,
133,PT02M00.00S,2024-01-02T01:34:21.4Z,1,REGULAR,rebound,offensive,[],1630543,,,1610612754,30,16,2024-01-02T01:34:21Z,1300000,False,,,0,,I. Jackson REBOUND (Off:1 Def:1),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,In The Paint (Non-RA),0-8 Center,,,,132.0,2.0,1.0,1.0,,,,,,,,,,,,,
134,PT01M51.00S,2024-01-02T01:34:29.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630167,84.70762155059133,3.431372549019608,1610612754,30,19,2024-01-02T01:34:34Z,1310000,False,-233.0,91.0,1,right,O. Toppin 25' 3PT  (3 PTS) (T. McConnell 1 AST),"[1630167, 204456]",1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Above the Break 3,24+ Left,25.0,Made,3.0,,,,,T. McConnell,204456.0,1.0,,,,,,,,,,
136,PT01M34.00S,2024-01-02T01:34:46.5Z,1,REGULAR,3pt,Jump Shot,[],203507,34.11629434954008,36.27450980392157,1610612749,30,19,2024-01-02T01:36:06Z,1330000,False,69.0,268.0,1,left,MISS G. Antetokounmpo 27' pullup 3PT,[203507],1610612749.0,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Center,27.68,Missed,,,,,,,,,,,,,,,,,,
137,PT01M34.00S,2024-01-02T01:34:46.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612754,30,19,2024-01-02T01:40:17Z,1340000,False,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Above the Break 3,24+ Center,,,,136.0,,,,,,,,,,,,,,,,
138,PT01M34.00S,2024-01-02T01:35:01.4Z,1,REGULAR,foul,personal,[],1626171,,,1610612754,30,19,2024-01-02T01:42:39Z,1350000,False,,,0,,B. Portis loose ball personal FOUL (1 PF),"[1626171, 1630543]",1610612749.0,MIL,loose ball,,,Portis,B. Portis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,2005.0,1.0,0.0,Jackson,1630543.0,,,,,
142,PT01M27.00S,2024-01-02T01:38:29.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203081,,,1610612754,30,19,2024-01-02T01:38:49Z,1390000,False,,,0,,D. Lillard personal FOUL (1 PF) (Mathurin 2 FT),"[203081, 1631097]",1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,2005.0,1.0,0.0,Mathurin,1631097.0,,,,,
144,PT01M27.00S,2024-01-02T01:38:50.9Z,1,REGULAR,freethrow,1 of 2,[],1631097,,,1610612754,30,20,2024-01-02T01:42:39Z,1410000,False,,,0,,B. Mathurin Free Throw 1 of 2 (4 PTS),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
145,PT01M27.00S,2024-01-02T01:39:01.9Z,1,REGULAR,freethrow,2 of 2,[],1631097,,,1610612754,30,21,2024-01-02T01:42:39Z,1420000,False,,,0,,B. Mathurin Free Throw 2 of 2 (5 PTS),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
146,PT01M18.00S,2024-01-02T01:39:14.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630167,,,1610612749,30,21,2024-01-02T01:39:36Z,1430000,False,,,0,,O. Toppin personal FOUL (2 PF) (Antetokounmpo 2 FT),"[1630167, 203507]",1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Mid-Range,16-24 Center,,,,,,,,,,,1627962.0,2.0,0.0,Antetokounmpo,203507.0,,,,,
148,PT01M18.00S,2024-01-02T01:39:51.4Z,1,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,31,21,2024-01-02T01:39:51Z,1450000,False,,,0,,G. Antetokounmpo Free Throw 1 of 2 (9 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
149,PT01M18.00S,2024-01-02T01:40:15.1Z,1,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,32,21,2024-01-02T01:40:15Z,1460000,False,,,0,,G. Antetokounmpo Free Throw 2 of 2 (10 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
150,PT01M08.00S,2024-01-02T01:40:25.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630543,89.43823915900131,51.9607843137255,1610612754,32,21,2024-01-02T03:17:05Z,1470000,False,10.0,47.0,1,right,MISS I. Jackson Layup,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,In The Paint (Non-RA),0-8 Center,4.78,Missed,,,,,,,,,,,,,,,,,,
151,PT01M04.00S,2024-01-02T01:40:29.8Z,1,REGULAR,rebound,offensive,[],204456,,,1610612754,32,21,2024-01-02T01:41:05Z,1480000,False,,,0,,T. McConnell REBOUND (Off:1 Def:0),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),0-8 Center,,,,150.0,1.0,0.0,1.0,,,,,,,,,,,,,
152,PT01M03.00S,2024-01-02T01:40:32.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627741,90.22667542706965,50.0,1610612754,32,21,2024-01-02T01:42:08Z,1490000,False,0.0,39.0,1,right,MISS B. Hield driving Layup - blocked,"[1627741, 1626171]",1610612754.0,IND,driving,,,Hield,B. Hield,,,,,Restricted Area,0-8 Center,3.94,Missed,,,,,,,,,,,,,,,Portis,1626171.0,,
159,PT01M03.00S,2024-01-02T01:40:32.0Z,1,REGULAR,block,,[],1626171,,,1610612754,32,21,2024-01-02T01:41:34Z,1495000,False,,,0,,B. Portis BLOCK (1 BLK),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
153,PT01M02.00S,2024-01-02T01:40:33.0Z,1,REGULAR,rebound,offensive,[],1627741,,,1610612754,32,21,2024-01-02T01:43:53Z,1500000,False,,,0,,B. Hield REBOUND (Off:1 Def:0),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Restricted Area,0-8 Center,,,,152.0,1.0,0.0,1.0,,,,,,,,,,,,,
154,PT00M51.50S,2024-01-02T01:40:44.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631097,93.77463863337714,49.26470588235294,1610612754,32,23,2024-01-02T01:44:39Z,1510000,False,-4.0,6.0,1,right,B. Mathurin finger roll Layup (7 PTS) (T. McConnell 2 AST),"[1631097, 204456]",1610612754.0,IND,finger roll,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,0.7,Made,7.0,,,,,T. McConnell,204456.0,2.0,,,,,,,,,,
156,PT00M32.50S,2024-01-02T01:41:04.7Z,1,REGULAR,3pt,Jump Shot,[],1626171,32.802233902759525,52.450980392156865,1610612749,32,23,2024-01-02T01:41:09Z,1520000,False,-12.0,256.0,1,left,MISS B. Portis 25' 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Center,25.61,Missed,,,,,,,,,,,,,,,,,,
157,PT00M28.80S,2024-01-02T01:41:08.4Z,1,REGULAR,rebound,defensive,[],1630543,,,1610612754,32,23,2024-01-02T01:41:09Z,1530000,False,,,0,,I. Jackson REBOUND (Off:1 Def:2),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Above the Break 3,24+ Center,,,,156.0,3.0,2.0,1.0,,,,,,,,,,,,,
158,PT00M18.00S,2024-01-02T01:41:20.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],204456,91.5407358738502,55.63725490196079,1610612754,32,25,2024-01-02T01:41:24Z,1540000,False,28.0,27.0,1,right,T. McConnell driving Layup (2 PTS),[204456],1610612754.0,IND,driving,,,McConnell,T. McConnell,,,,,Restricted Area,0-8 Center,3.9,Made,2.0,,,,,,,,,,,,,,,,,
160,PT00M01.00S,2024-01-02T01:41:42.7Z,1,REGULAR,3pt,Jump Shot,[],1626171,8.360709592641262,2.696078431372549,1610612749,32,25,2024-01-02T01:41:53Z,1550000,False,237.0,26.0,1,left,MISS B. Portis 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Right Corner 3,24+ Right,23.79,Missed,,,,,,,,,,,,,,,,,,
161,PT00M01.00S,2024-01-02T01:41:42.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612749,32,25,2024-01-02T01:41:53Z,1560000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Right Corner 3,24+ Right,,,,160.0,,,,,,,,,,,,,,,,
162,PT00M00.00S,2024-01-02T01:41:50.4Z,1,REGULAR,period,end,[],0,,,1610612749,32,25,2024-01-02T01:41:50Z,1570000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2024-01-02T01:43:10.1Z,2,REGULAR,substitution,out,['startperiod'],203081,,,1610612749,32,25,2024-01-02T01:44:39Z,1580000,False,,,0,,SUB out: D. Lillard,[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2024-01-02T01:43:10.1Z,2,REGULAR,substitution,in,['startperiod'],1626166,,,1610612749,32,25,2024-01-02T01:44:39Z,1590000,False,,,0,,SUB in: C. Payne,[1626166],1610612749.0,MIL,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2024-01-02T01:44:28.5Z,2,REGULAR,period,start,[],0,,,1610612754,32,25,2024-01-02T01:44:39Z,1600000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT11M39.00S,2024-01-02T01:44:48.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630167,93.64323258869908,52.20588235294118,1610612754,32,27,2024-01-02T01:44:53Z,1610000,False,11.0,7.0,1,right,O. Toppin Layup (5 PTS) (T. McConnell 3 AST),"[1630167, 204456]",1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,1.32,Made,5.0,,,,,T. McConnell,204456.0,3.0,,,,,,,,,,
169,PT11M27.00S,2024-01-02T01:45:01.0Z,2,REGULAR,turnover,bad pass,[],1626166,,,1610612749,32,27,2024-01-02T01:45:10Z,1630000,False,,,0,,C. Payne bad pass TURNOVER (1 TO),"[1626166, 204456]",1610612749.0,MIL,,,,Payne,C. Payne,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,1.0,,,McConnell,204456.0
170,PT11M27.00S,2024-01-02T01:45:01.0Z,2,REGULAR,steal,,[],204456,,,1610612754,32,27,2024-01-02T01:46:16Z,1640000,False,,,0,,T. McConnell STEAL (1 STL),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
171,PT11M24.00S,2024-01-02T01:45:09.2Z,2,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1627741,95.74572930354796,94.36274509803921,1610612754,32,27,2024-01-02T01:47:50Z,1650000,False,222.0,-13.0,1,right,MISS B. Hield running 3PT - blocked,"[1627741, 1626192]",1610612754.0,IND,running,,,Hield,B. Hield,,,,,Right Corner 3,24+ Right,22.22,Missed,,,,,,,,,,,,,,,Connaughton,1626192.0,,
172,PT11M24.00S,2024-01-02T01:45:09.2Z,2,REGULAR,block,,[],1626192,,,1610612754,32,27,2024-01-02T01:45:13Z,1660000,False,,,0,,P. Connaughton BLOCK (1 BLK),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,,,,,,
