actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2023-12-22T01:10:47.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-12-22T01:10:47Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2023-12-22T01:10:51.0Z,1,REGULAR,jumpball,recovered,[],1641710,,,1610612753,0,0,2023-12-22T01:10:51Z,40000,False,,,0,,Jump Ball W. Carter Jr. vs. B. Lopez: Tip to A. Black,"[1641710, 1628976, 201572]",1610612753.0,ORL,startperiod,A. Black,1641710.0,Black,A. Black,Carter Jr.,1628976.0,Lopez,201572.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2023-12-22T01:11:02.5Z,1,REGULAR,2pt,Jump Shot,[],1631094,90.3580814717477,66.17647058823529,1610612753,0,0,2023-12-22T01:11:11Z,70000,False,81.0,38.0,1,right,MISS P. Banchero 8' driving floating Shot - blocked,"[1631094, 203507]",1610612753.0,ORL,driving floating,,,Banchero,P. Banchero,,,,,Mid-Range,8-16 Right,8.94,Missed,Antetokounmpo,203507.0,,,,,,,,,,,,,,,,
8,PT11M45.00S,2023-12-22T01:11:02.5Z,1,REGULAR,block,,[],203507,,,1610612753,0,0,2023-12-22T01:11:05Z,80000,False,,,0,,G. Antetokounmpo BLOCK (1 BLK),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
9,PT11M41.00S,2023-12-22T01:11:06.5Z,1,REGULAR,rebound,defensive,[],203114,,,1610612749,0,0,2023-12-22T01:11:11Z,90000,False,,,0,,K. Middleton REBOUND (Off:0 Def:1),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,Mid-Range,8-16 Right,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,
10,PT11M39.00S,2023-12-22T01:11:08.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203507,7.046649145860711,48.28431372549019,1610612749,2,0,2023-12-22T01:11:20Z,100000,False,9.0,14.0,1,left,G. Antetokounmpo running finger roll Layup (2 PTS),[203507],1610612749.0,MIL,running finger roll,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,1.62,Made,,,,,,,2.0,,,,,,,,,,,
11,PT11M23.00S,2023-12-22T01:11:23.2Z,1,REGULAR,2pt,Jump Shot,[],203914,77.08607095926413,27.696078431372552,1610612753,2,2,2023-12-22T01:11:32Z,110000,False,-112.0,163.0,1,right,G. Harris 19' floating Jump Shot (2 PTS) (W. Carter Jr. 1 AST),"[203914, 1628976]",1610612753.0,ORL,floating,,,Harris,G. Harris,,,,,Mid-Range,16-24 Left Center,19.74,Made,,,,,,,2.0,W. Carter Jr.,1628976.0,1.0,,,,,,,,
13,PT11M03.00S,2023-12-22T01:11:44.2Z,1,REGULAR,2pt,Jump Shot,[],203507,11.038107752956636,68.89552696078431,1610612749,4,2,2023-12-22T01:11:59Z,130000,False,-94.0,51.0,1,left,G. Antetokounmpo 10' bank Jump Shot (4 PTS) (D. Lillard 1 AST),"[203507, 203081]",1610612749.0,MIL,bank,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,8-16 Left,10.75,Made,,,,,,,4.0,D. Lillard,203081.0,1.0,,,,,,,,
14,PT10M47.00S,2023-12-22T01:11:59.6Z,1,REGULAR,3pt,Jump Shot,[],1628976,70.25295663600527,79.41176470588235,1610612753,4,2,2023-12-22T01:12:08Z,140000,False,147.0,227.0,1,right,MISS W. Carter Jr. 27' 3PT,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Right Center,27.06,Missed,,,,,,,,,,,,,,,,,,
15,PT10M44.00S,2023-12-22T01:12:02.6Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,4,2,2023-12-22T01:12:08Z,150000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Right Center,,,,,14.0,1.0,1.0,0.0,,,,,,,,,,,,
