actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-02-09T01:13:08.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-02-09T01:13:08Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2024-02-09T01:13:13.1Z,1,REGULAR,jumpball,recovered,[],203507,,,1610612749,0,0,2024-02-09T01:13:13Z,40000,False,,,0,,Jump Ball B. Lopez vs. R. Gobert: Tip to G. Antetokounmpo,"[203507, 201572, 203497]",1610612749.0,MIL,startperiod,G. Antetokounmpo,203507.0,Antetokounmpo,G. Antetokounmpo,Lopez,201572.0,Gobert,203497.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M51.00S,2024-02-09T01:13:16.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,90.88370565045992,54.41176470588235,1610612749,0,0,2024-02-09T01:13:27Z,70000,False,22.0,33.0,1,right,MISS G. Antetokounmpo driving Layup,[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,3.99,Missed,,,,,,,,,,,,,,,,,,
8,PT11M49.00S,2024-02-09T01:13:18.5Z,1,REGULAR,rebound,offensive,[],203507,,,1610612749,0,0,2024-02-09T01:13:18Z,80000,False,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:0),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,
9,PT11M45.00S,2024-02-09T01:13:23.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203109,69.59592641261499,23.284313725490197,1610612749,3,0,2024-02-09T01:13:30Z,90000,False,-134.0,233.0,1,right,J. Crowder 26' 3PT  (3 PTS) (P. Connaughton 1 AST),"[203109, 1626192]",1610612749.0,MIL,,,,Crowder,J. Crowder,,,,,Above the Break 3,24+ Left Center,26.88,Made,,,,,3.0,P. Connaughton,1626192.0,1.0,,,,,,,,,,
11,PT11M23.00S,2024-02-09T01:13:44.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626157,8.09789750328515,38.48039215686275,1610612750,3,2,2024-02-09T01:13:49Z,110000,False,58.0,24.0,1,left,K. Towns 6' driving bank Hook (2 PTS) (M. Conley 1 AST),"[1626157, 201144]",1610612750.0,MIN,driving bank,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,6.22,Made,,,,,2.0,M. Conley,201144.0,1.0,,,,,,,,,,
13,PT11M19.00S,2024-02-09T01:13:52.2Z,1,REGULAR,foul,personal,['2freethrow'],1630183,,,1610612749,3,2,2024-02-09T01:14:35Z,130000,False,,,0,,J. McDaniels shooting personal FOUL (1 PF) (Antetokounmpo 2 FT),"[1630183, 203507]",1610612750.0,MIN,shooting,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627963.0,1.0,0.0,Antetokounmpo,203507.0,,,,,
15,PT11M19.00S,2024-02-09T01:14:36.4Z,1,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,3,2,2024-02-09T01:15:03Z,150000,False,,,0,,MISS G. Antetokounmpo Free Throw 1 of 2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
16,PT11M19.00S,2024-02-09T01:14:36.4Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612749,3,2,2024-02-09T01:15:03Z,160000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,
17,PT11M19.00S,2024-02-09T01:14:36.4Z,1,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,3,2,2024-02-09T01:15:03Z,170000,False,,,0,,MISS G. Antetokounmpo Free Throw 2 of 2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
18,PT11M15.00S,2024-02-09T01:14:40.4Z,1,REGULAR,rebound,defensive,[],1630183,,,1610612750,3,2,2024-02-09T01:15:03Z,180000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:1),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,17.0,1.0,1.0,0.0,,,,,,,,,,,,,,
19,PT10M58.00S,2024-02-09T01:15:18.0Z,1,REGULAR,3pt,Jump Shot,[],1630183,9.149145860709593,2.450980392156863,1610612750,3,2,2024-02-09T01:15:23Z,190000,False,238.0,34.0,1,left,MISS J. McDaniels 24' 3PT,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Right Corner 3,24+ Right,24.0,Missed,,,,,,,,,,,,,,,,,,
20,PT10M55.00S,2024-02-09T01:15:21.0Z,1,REGULAR,rebound,offensive,[],1626157,,,1610612750,3,2,2024-02-09T01:15:23Z,200000,False,,,0,,K. Towns REBOUND (Off:1 Def:0),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Right Corner 3,24+ Right,,,19.0,1.0,0.0,1.0,,,,,,,,,,,,,,
21,PT10M55.00S,2024-02-09T01:15:21.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626157,7.703679369250986,51.9607843137255,1610612750,3,4,2024-02-09T01:15:27Z,210000,False,-10.0,20.0,1,left,K. Towns putback Layup (4 PTS),[1626157],1610612750.0,MIN,putback,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,2.22,Made,,,,,4.0,,,,,,,,,,,,,
