actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
87,PT05M37.00S,2023-11-25T01:23:59.9Z,1,REGULAR,freethrow,2 of 2,[],1629655,,,1610612764,17,17,2023-11-25T01:24:22Z,870000,False,,,0,,MISS D. Gafford Free Throw 2 of 2,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
88,PT05M34.00S,2023-11-25T01:24:02.9Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,17,17,2023-11-25T01:24:22Z,880000,False,,,0,,B. Portis REBOUND (Off:1 Def:1),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,87.0,2.0,1.0,1.0,,,,,,,,,,,,,
89,PT05M26.00S,2023-11-25T01:24:28.5Z,1,REGULAR,3pt,Jump Shot,[],203081,67.62483574244416,26.225490196078432,1610612749,20,17,2023-11-25T01:24:34Z,890000,False,-119.0,252.0,1,right,D. Lillard 27' 3PT pullup (8 PTS),[203081],1610612749.0,MIL,pullup,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,27.85,Made,8.0,,,,,,,,,,,,,,,,,
90,PT05M16.00S,2023-11-25T01:24:39.2Z,1,REGULAR,2pt,Jump Shot,[],1626145,4.155716162943495,74.75490196078431,1610612764,20,19,2023-11-25T01:24:44Z,900000,False,-124.0,-13.0,1,left,T. Jones 12' driving floating Jump Shot (4 PTS),[1626145],1610612764.0,WAS,driving floating,,,Jones,T. Jones,,,,,Mid-Range,8-16 Left,12.45,Made,4.0,,,,,,,,,,,,,,,,,
91,PT04M59.00S,2023-11-25T01:24:56.9Z,1,REGULAR,2pt,Jump Shot,[],1626171,87.59855453350855,27.205882352941174,1610612749,20,19,2023-11-25T01:25:04Z,910000,False,-114.0,64.0,1,right,MISS B. Portis 13' turnaround Shot - blocked,"[1626171, 1628398]",1610612749.0,MIL,turnaround,,,Portis,B. Portis,,,,,Mid-Range,8-16 Left,13.08,Missed,,,,,,,,,,,,,,,Kuzma,1628398.0,,
92,PT04M59.00S,2023-11-25T01:24:56.9Z,1,REGULAR,block,,[],1628398,,,1610612749,20,19,2023-11-25T01:25:00Z,920000,False,,,0,,K. Kuzma BLOCK (1 BLK),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
93,PT04M55.00S,2023-11-25T01:25:00.9Z,1,REGULAR,rebound,defensive,[],1626145,,,1610612764,20,19,2023-11-25T01:25:04Z,930000,False,,,0,,T. Jones REBOUND (Off:0 Def:1),[1626145],1610612764.0,WAS,,,,Jones,T. Jones,,,,,Mid-Range,8-16 Left,,,,91.0,1.0,1.0,0.0,,,,,,,,,,,,,
94,PT04M54.00S,2023-11-25T01:25:07.6Z,1,REGULAR,foul,personal,[],203081,,,1610612764,20,19,2023-11-25T01:25:30Z,940000,False,,,0,,D. Lillard personal FOUL (1 PF),"[203081, 1630557]",1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Mid-Range,16-24 Left Center,,,,,,,,2882.0,1.0,0.0,Kispert,1630557.0,,,,,,,,
96,PT04M44.00S,2023-11-25T01:25:29.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626145,14.4053876478318,58.82352941176471,1610612764,20,21,2023-11-25T01:25:35Z,960000,False,-44.0,83.0,1,left,T. Jones 9' driving floating Jump Shot (6 PTS) (D. Gafford 2 AST),"[1626145, 1629655]",1610612764.0,WAS,driving floating,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Center,9.39,Made,6.0,,,,,,,,,,D. Gafford,1629655.0,2.0,,,,,
98,PT04M26.00S,2023-11-25T01:25:47.2Z,1,REGULAR,3pt,Jump Shot,[],201572,66.3107752956636,22.794117647058822,1610612749,23,21,2023-11-25T01:25:51Z,980000,False,-136.0,264.0,1,right,B. Lopez 29' 3PT  (5 PTS) (P. Connaughton 1 AST),"[201572, 1626192]",1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Left Center,29.71,Made,5.0,,,,,,,,,,P. Connaughton,1626192.0,1.0,,,,,
100,PT04M12.00S,2023-11-25T01:26:02.4Z,1,REGULAR,3pt,Jump Shot,[],1628398,34.11629434954008,51.470588235294116,1610612764,23,21,2023-11-25T01:26:08Z,1000000,False,-7.0,268.0,1,left,MISS K. Kuzma 26' 3PT,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Center,26.83,Missed,,,,,,,,,,,,,,,,,,
101,PT04M11.00S,2023-11-25T01:26:03.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612749,23,21,2023-11-25T01:26:08Z,1010000,False,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Above the Break 3,24+ Center,,,,100.0,,,,,,,,,,,,,,,,
103,PT04M01.00S,2023-11-25T01:26:28.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203081,91.01511169513797,51.225490196078425,1610612749,23,21,2023-11-25T01:26:36Z,1030000,False,6.0,32.0,1,right,MISS D. Lillard driving reverse Layup - blocked,"[203081, 1629655]",1610612749.0,MIL,driving reverse,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,3.26,Missed,,,,,,,,,,,,,,,Gafford,1629655.0,,
104,PT04M01.00S,2023-11-25T01:26:28.5Z,1,REGULAR,block,,[],1629655,,,1610612749,23,21,2023-11-25T01:26:31Z,1040000,False,,,0,,D. Gafford BLOCK (1 BLK),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
105,PT03M57.00S,2023-11-25T01:26:32.5Z,1,REGULAR,rebound,defensive,[],1626145,,,1610612764,23,21,2023-11-25T01:26:36Z,1050000,False,,,0,,T. Jones REBOUND (Off:0 Def:2),[1626145],1610612764.0,WAS,,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,,,,103.0,2.0,2.0,0.0,,,,,,,,,,,,,
106,PT03M54.00S,2023-11-25T01:26:35.2Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1626145,12.483574244415244,39.545036764705884,1610612764,23,23,2023-11-25T01:27:40Z,1060000,False,52.0,65.0,1,left,T. Jones 8' driving floating Jump Shot (8 PTS),[1626145],1610612764.0,WAS,driving floating,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Right,8.33,Made,8.0,,,,,,,,,,,,,,,,,
107,PT03M40.00S,2023-11-25T01:26:51.4Z,1,REGULAR,foul,personal,['2freethrow'],1629655,,,1610612749,23,23,2023-11-25T01:27:02Z,1070000,False,,,0,,D. Gafford shooting personal FOUL (2 PF) (Beauchamp 2 FT),"[1629655, 1630699]",1610612764.0,WAS,shooting,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,,,,,,2882.0,2.0,0.0,Beauchamp,1630699.0,,,,,,,,
109,PT03M40.00S,2023-11-25T01:27:15.2Z,1,REGULAR,freethrow,1 of 2,[],1630699,,,1610612749,24,23,2023-11-25T01:27:15Z,1090000,False,,,0,,M. Beauchamp Free Throw 1 of 2 (1 PTS),[1630699],1610612749.0,MIL,,,,Beauchamp,M. Beauchamp,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
110,PT03M40.00S,2023-11-25T01:27:17.2Z,1,REGULAR,substitution,out,[],201572,,,1610612749,24,23,2023-11-25T01:27:29Z,1100000,False,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M40.00S,2023-11-25T01:27:17.2Z,1,REGULAR,substitution,out,[],1629655,,,1610612749,24,23,2023-11-25T01:27:29Z,1110000,False,,,0,,SUB out: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M40.00S,2023-11-25T01:27:17.2Z,1,REGULAR,substitution,in,[],203507,,,1610612749,24,23,2023-11-25T01:27:29Z,1120000,False,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M40.00S,2023-11-25T01:27:17.2Z,1,REGULAR,substitution,in,[],201568,,,1610612749,24,23,2023-11-25T01:27:29Z,1130000,False,,,0,,SUB in: D. Gallinari,[201568],1610612764.0,WAS,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M40.00S,2023-11-25T01:27:15.2Z,1,REGULAR,freethrow,2 of 2,[],1630699,,,1610612749,24,23,2023-11-25T01:27:49Z,1140000,False,,,0,,MISS M. Beauchamp Free Throw 2 of 2,[1630699],1610612749.0,MIL,,,,Beauchamp,M. Beauchamp,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
115,PT03M35.00S,2023-11-25T01:27:20.2Z,1,REGULAR,rebound,defensive,[],1630557,,,1610612764,24,23,2023-11-25T01:27:49Z,1150000,False,,,0,,C. Kispert REBOUND (Off:0 Def:1),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,114.0,1.0,1.0,0.0,,,,,,,,,,,,,
116,PT03M21.00S,2023-11-25T01:28:03.0Z,1,REGULAR,3pt,Jump Shot,[],1630557,29.6484888304862,71.81372549019608,1610612764,24,26,2023-11-25T01:28:36Z,1160000,False,-109.0,226.0,1,left,C. Kispert 25' 3PT  (3 PTS) (T. Jones 1 AST),"[1630557, 1626145]",1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Left Center,25.11,Made,3.0,,,,,,,,,,T. Jones,1626145.0,1.0,,,,,
118,PT03M09.00S,2023-11-25T01:28:14.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,91.80354796320631,49.50980392156863,1610612749,26,26,2023-11-25T01:28:20Z,1180000,False,-2.0,25.0,1,right,G. Antetokounmpo cutting finger roll Layup (5 PTS) (D. Lillard 5 AST),"[203507, 203081]",1610612749.0,MIL,cutting finger roll,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,2.46,Made,5.0,,,,,,,,,,D. Lillard,203081.0,5.0,,,,,
120,PT02M56.00S,2023-11-25T01:28:31.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630699,,,1610612764,26,26,2023-11-25T01:31:34Z,1200000,False,,,0,,M. Beauchamp shooting personal FOUL (1 PF) (Davis 2 FT),"[1630699, 1631098]",1610612749.0,MIL,shooting,,,Beauchamp,M. Beauchamp,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,200833.0,1.0,0.0,Davis,1631098.0,,,,,,,,
123,PT02M56.00S,2023-11-25T01:28:53.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,26,26,2023-11-25T01:28:53Z,1220000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M56.00S,2023-11-25T01:30:55.2Z,1,REGULAR,substitution,out,[],1626145,,,1610612764,26,26,2023-11-25T01:31:25Z,1230000,False,,,0,,SUB out: T. Jones,[1626145],1610612764.0,WAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M56.00S,2023-11-25T01:30:55.2Z,1,REGULAR,substitution,out,[],1628398,,,1610612764,26,26,2023-11-25T01:31:25Z,1240000,False,,,0,,SUB out: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M56.00S,2023-11-25T01:30:55.2Z,1,REGULAR,substitution,in,[],1629673,,,1610612764,26,26,2023-11-25T01:31:25Z,1250000,False,,,0,,SUB in: J. Poole,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M56.00S,2023-11-25T01:30:55.2Z,1,REGULAR,substitution,in,[],1630166,,,1610612764,26,26,2023-11-25T01:31:25Z,1260000,False,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M56.00S,2023-11-25T01:31:42.9Z,1,REGULAR,freethrow,1 of 2,[],1631098,,,1610612764,26,27,2023-11-25T01:31:42Z,1270000,False,,,0,,J. Davis Free Throw 1 of 2 (1 PTS),[1631098],1610612764.0,WAS,,,,Davis,J. Davis,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
129,PT02M56.00S,2023-11-25T01:31:58.6Z,1,REGULAR,freethrow,2 of 2,[],1631098,,,1610612764,26,28,2023-11-25T01:31:58Z,1280000,False,,,0,,J. Davis Free Throw 2 of 2 (2 PTS),[1631098],1610612764.0,WAS,,,,Davis,J. Davis,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
130,PT02M47.00S,2023-11-25T01:32:15.6Z,1,REGULAR,foul,personal,[],1631098,,,1610612749,26,28,2023-11-25T01:32:23Z,1290000,False,,,0,,J. Davis personal FOUL (1 PF),"[1631098, 203507]",1610612764.0,WAS,,,,Davis,J. Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,2882.0,1.0,0.0,Antetokounmpo,203507.0,,,,,,,,
132,PT02M40.00S,2023-11-25T01:32:30.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,91.40932982917214,48.28431372549019,1610612749,28,28,2023-11-25T01:32:39Z,1310000,False,-9.0,28.0,1,right,G. Antetokounmpo driving finger roll Layup (7 PTS) (D. Lillard 6 AST),"[203507, 203081]",1610612749.0,MIL,driving finger roll,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,2.96,Made,7.0,,,,,,,,,,D. Lillard,203081.0,6.0,,,,,
134,PT02M20.00S,2023-11-25T01:32:53.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630166,7.835085413929041,43.872549019607845,1610612764,28,28,2023-11-25T01:35:56Z,1330000,False,31.0,21.0,1,left,MISS D. Avdija driving floating Shot,[1630166],1610612764.0,WAS,driving floating,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,3.72,Missed,,,,,,,,,,,,,,,,,,
140,PT02M19.00S,2023-11-25T01:32:54.9Z,1,REGULAR,rebound,offensive,[],1631098,,,1610612764,28,28,2023-11-25T01:35:56Z,1335000,False,,,0,,J. Davis REBOUND (Off:1 Def:0),[1631098],1610612764.0,WAS,,,,Davis,J. Davis,,,,,Restricted Area,0-8 Center,,,,134.0,1.0,0.0,1.0,,,,,,,,,,,,,
145,PT02M18.00S,2023-11-25T01:33:04.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631098,5.995400788436268,50.73529411764706,1610612764,28,30,2023-11-25T01:34:56Z,1337500,False,-4.0,4.0,1,left,J. Davis tip Layup (4 PTS),[1631098],1610612764.0,WAS,tip,,,Davis,J. Davis,,,,,Restricted Area,0-8 Center,0.54,Made,4.0,,,,,,,,,,,,,,,,,
135,PT01M56.00S,2023-11-25T01:33:14.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626171,89.30683311432325,41.911764705882355,1610612749,28,30,2023-11-25T01:33:45Z,1340000,False,-40.0,48.0,1,right,MISS B. Portis 6' turnaround Hook,[1626171],1610612749.0,MIL,turnaround,,,Portis,B. Portis,,,,,In The Paint (Non-RA),0-8 Center,6.27,Missed,,,,,,,,,,,,,,,,,,
136,PT01M53.00S,2023-11-25T01:33:17.6Z,1,REGULAR,rebound,defensive,[],201568,,,1610612764,28,30,2023-11-25T01:33:45Z,1350000,False,,,0,,D. Gallinari REBOUND (Off:0 Def:1),[201568],1610612764.0,WAS,,,,Gallinari,D. Gallinari,,,,,In The Paint (Non-RA),0-8 Center,,,,135.0,1.0,1.0,0.0,,,,,,,,,,,,,
137,PT01M52.00S,2023-11-25T01:33:20.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626171,,,1610612764,28,30,2023-11-25T01:33:29Z,1360000,False,,,0,,B. Portis personal FOUL (1 PF) (Gallinari 2 FT),"[1626171, 201568]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Center,,,,,,,,1627961.0,1.0,0.0,Gallinari,201568.0,,,,,,,,
139,PT01M52.00S,2023-11-25T01:33:48.1Z,1,REGULAR,freethrow,1 of 2,[],201568,,,1610612764,28,31,2023-11-25T01:33:48Z,1380000,False,,,0,,D. Gallinari Free Throw 1 of 2 (1 PTS),[201568],1610612764.0,WAS,,,,Gallinari,D. Gallinari,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
141,PT01M52.00S,2023-11-25T01:34:03.9Z,1,REGULAR,freethrow,2 of 2,[],201568,,,1610612764,28,32,2023-11-25T01:34:03Z,1390000,False,,,0,,D. Gallinari Free Throw 2 of 2 (2 PTS),[201568],1610612764.0,WAS,,,,Gallinari,D. Gallinari,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
142,PT01M34.00S,2023-11-25T01:34:33.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201568,,,1610612749,28,32,2023-11-25T01:34:48Z,1400000,False,,,0,,D. Gallinari shooting personal FOUL (1 PF) (Beauchamp 2 FT),"[201568, 1630699]",1610612764.0,WAS,shooting,,,Gallinari,D. Gallinari,,,,,Restricted Area,0-8 Center,,,,,,,,2882.0,1.0,0.0,Beauchamp,1630699.0,,,,,,,,
144,PT01M34.00S,2023-11-25T01:34:49.5Z,1,REGULAR,freethrow,1 of 2,[],1630699,,,1610612749,29,32,2023-11-25T01:34:49Z,1420000,False,,,0,,M. Beauchamp Free Throw 1 of 2 (2 PTS),[1630699],1610612749.0,MIL,,,,Beauchamp,M. Beauchamp,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
146,PT01M34.00S,2023-11-25T01:35:00.7Z,1,REGULAR,freethrow,2 of 2,[],1630699,,,1610612749,30,32,2023-11-25T01:35:00Z,1430000,False,,,0,,M. Beauchamp Free Throw 2 of 2 (3 PTS),[1630699],1610612749.0,MIL,,,,Beauchamp,M. Beauchamp,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
147,PT01M14.00S,2023-11-25T01:35:22.8Z,1,REGULAR,turnover,lost ball,[],1629673,,,1610612764,30,32,2023-11-25T01:35:28Z,1440000,False,,,0,,J. Poole lost ball TURNOVER (1 TO),"[1629673, 203507]",1610612764.0,WAS,,,,Poole,J. Poole,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,1.0,,,Antetokounmpo,203507.0
148,PT01M14.00S,2023-11-25T01:35:22.8Z,1,REGULAR,steal,,[],203507,,,1610612749,30,32,2023-11-25T01:38:33Z,1450000,False,,,0,,G. Antetokounmpo STEAL (1 STL),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
149,PT01M06.00S,2023-11-25T01:35:34.0Z,1,REGULAR,foul,offensive,['inpenalty'],203507,,,1610612749,30,32,2023-11-25T01:35:59Z,1460000,False,,,0,,G. Antetokounmpo offensive FOUL (1 PF),"[203507, 1630166]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,,,,,200833.0,1.0,0.0,Avdija,1630166.0,,,,,,,,
151,PT01M06.00S,2023-11-25T01:35:34.0Z,1,REGULAR,turnover,offensive foul,[],203507,,,1610612749,30,32,2023-11-25T01:35:34Z,1480000,False,,,0,,G. Antetokounmpo offensive foul TURNOVER (1 TO),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,,,,,200833.0,,,,,,,,1.0,,,,
152,PT00M54.60S,2023-11-25T01:35:57.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630557,13.091327201051248,3.431372549019608,1610612764,30,35,2023-11-25T01:36:03Z,1490000,False,233.0,71.0,1,left,C. Kispert 24' 3PT  (6 PTS) (J. Poole 2 AST),"[1630557, 1629673]",1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Right Corner 3,24+ Right,24.33,Made,6.0,,,,,,,,,,J. Poole,1629673.0,2.0,,,,,
154,PT00M41.90S,2023-11-25T01:36:12.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,92.32917214191852,51.9607843137255,1610612749,30,35,2023-11-25T01:37:07Z,1510000,False,10.0,20.0,1,right,MISS G. Antetokounmpo cutting Layup,[203507],1610612749.0,MIL,cutting,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,2.19,Missed,,,,,,,,,,,,,,,,,,
155,PT00M41.50S,2023-11-25T01:36:14.9Z,1,REGULAR,rebound,offensive,[],1626171,,,1610612749,30,35,2023-11-25T01:36:14Z,1520000,False,,,0,,B. Portis REBOUND (Off:2 Def:1),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Restricted Area,0-8 Center,,,,154.0,3.0,1.0,2.0,,,,,,,,,,,,,
156,PT00M40.20S,2023-11-25T01:36:16.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626171,93.24901445466492,52.69607843137255,1610612749,32,35,2023-11-25T01:36:22Z,1530000,False,13.0,11.0,1,right,B. Portis putback Layup (2 PTS),[1626171],1610612749.0,MIL,putback,,,Portis,B. Portis,,,,,Restricted Area,0-8 Center,1.74,Made,2.0,,,,,,,,,,,,,,,,,
157,PT00M32.70S,2023-11-25T01:36:59.6Z,1,REGULAR,foul,technical,"['inpenalty', '1freethrow']",1630699,,,1610612764,32,35,2023-11-25T01:37:09Z,1540000,False,,,0,,M. Beauchamp technical FOUL (1 Tech),[1630699],1610612749.0,MIL,,,,Beauchamp,M. Beauchamp,,,,,,,,,,,,,,2882.0,1.0,1.0,,,,,,,,,,
158,PT00M32.70S,2023-11-25T01:37:15.3Z,1,REGULAR,freethrow,1 of 1,[],1629673,,,1610612764,32,35,2023-11-25T01:37:15Z,1550000,False,,,0,,MISS J. Poole technical Free Throw 1 of 1,[1629673],1610612764.0,WAS,technical,,,Poole,J. Poole,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
159,PT00M32.70S,2023-11-25T01:37:15.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612764,32,35,2023-11-25T01:37:15Z,1560000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,,158.0,,,,,,,,,,,,,,,,
160,PT00M28.50S,2023-11-25T01:37:34.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630557,6.915243101182654,53.18627450980392,1610612764,32,35,2023-11-25T01:37:40Z,1570000,False,-16.0,13.0,1,left,MISS C. Kispert driving Layup - blocked,"[1630557, 203507]",1610612764.0,WAS,driving,,,Kispert,C. Kispert,,,,,Restricted Area,0-8 Center,2.02,Missed,,,,,,,,,,,,,,,Antetokounmpo,203507.0,,
172,PT00M28.50S,2023-11-25T01:37:34.4Z,1,REGULAR,block,,[],203507,,,1610612764,32,35,2023-11-25T01:40:58Z,1575000,False,,,0,,G. Antetokounmpo BLOCK (1 BLK),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
161,PT00M25.10S,2023-11-25T01:37:37.8Z,1,REGULAR,rebound,defensive,[],203081,,,1610612749,32,35,2023-11-25T01:40:58Z,1580000,False,,,0,,D. Lillard REBOUND (Off:0 Def:1),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,,,,160.0,1.0,1.0,0.0,,,,,,,,,,,,,
162,PT00M09.60S,2023-11-25T01:37:53.6Z,1,REGULAR,2pt,Jump Shot,[],203081,78.40013140604468,33.82352941176471,1610612749,34,35,2023-11-25T01:37:59Z,1590000,False,-81.0,151.0,1,right,D. Lillard 17' step back Jump Shot (10 PTS),[203081],1610612749.0,MIL,step back,,,Lillard,D. Lillard,,,,,Mid-Range,16-24 Left Center,17.09,Made,10.0,,,,,,,,,,,,,,,,,
163,PT00M01.30S,2023-11-25T01:38:06.0Z,1,REGULAR,3pt,Jump Shot,[],1629673,35.29894875164258,49.01960784313725,1610612764,34,35,2023-11-25T01:38:12Z,1600000,False,5.0,279.0,1,left,MISS J. Poole 27' step back 3PT,[1629673],1610612764.0,WAS,step back,,,Poole,J. Poole,,,,,Above the Break 3,24+ Center,27.93,Missed,,,,,,,,,,,,,,,,,,
164,PT00M01.30S,2023-11-25T01:38:06.0Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,34,35,2023-11-25T01:38:12Z,1610000,False,,,0,,B. Portis REBOUND (Off:2 Def:2),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Center,,,,163.0,4.0,2.0,2.0,,,,,,,,,,,,,
165,PT00M00.00S,2023-11-25T01:38:16.6Z,1,REGULAR,period,end,[],0,,,1610612749,34,35,2023-11-25T01:38:16Z,1620000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2023-11-25T01:40:04.5Z,2,REGULAR,substitution,out,['startperiod'],203081,,,1610612749,34,35,2023-11-25T01:40:45Z,1630000,False,,,0,,SUB out: D. Lillard,[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2023-11-25T01:40:04.5Z,2,REGULAR,substitution,out,['startperiod'],1630699,,,1610612749,34,35,2023-11-25T01:40:45Z,1640000,False,,,0,,SUB out: M. Beauchamp,[1630699],1610612749.0,MIL,,,,Beauchamp,M. Beauchamp,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2023-11-25T01:40:04.5Z,2,REGULAR,substitution,out,['startperiod'],1631098,,,1610612749,34,35,2023-11-25T01:40:45Z,1650000,False,,,0,,SUB out: J. Davis,[1631098],1610612764.0,WAS,,,,Davis,J. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2023-11-25T01:40:04.5Z,2,REGULAR,substitution,in,['startperiod'],1626166,,,1610612749,34,35,2023-11-25T01:40:45Z,1660000,False,,,0,,SUB in: C. Payne,[1626166],1610612749.0,MIL,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2023-11-25T01:40:04.5Z,2,REGULAR,substitution,in,['startperiod'],203114,,,1610612749,34,35,2023-11-25T01:40:45Z,1670000,False,,,0,,SUB in: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,,
