actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
85,PT05M01.00S,2024-04-04T00:24:34.6Z,1,REGULAR,freethrow,2 of 2,[],1628991,,,1610612763,16,17,2024-04-04T00:24:34Z,850000,False,,,0,,J. Jackson Jr. Free Throw 2 of 2 (8 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,Made,,8.0,,,,,,,,,,,,,
86,PT04M39.00S,2024-04-04T00:24:56.6Z,1,REGULAR,3pt,Jump Shot,[],1626171,73.66951379763469,12.009803921568627,1610612749,19,17,2024-04-04T00:25:02Z,860000,False,-190.0,195.0,1,right,B. Portis 27' 3PT  (3 PTS) (B. Lopez 1 AST),"[1626171, 201572]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Left Center,,,,27.23,Made,,3.0,B. Lopez,201572.0,1.0,,,,,,,,,,
88,PT04M21.00S,2024-04-04T00:25:15.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628991,18.74178712220762,49.754901960784316,1610612763,19,17,2024-04-04T00:27:33Z,880000,False,1.0,124.0,1,left,MISS J. Jackson Jr. 12' turnaround Hook,[1628991],1610612763.0,MEM,turnaround,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,12.37,Missed,,,,,,,,,,,,,,,
89,PT04M18.00S,2024-04-04T00:25:18.2Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,19,17,2024-04-04T00:25:22Z,890000,False,,,0,,B. Portis REBOUND (Off:0 Def:1),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,88.0,,,,,,,,,,1.0,1.0,0.0,,
90,PT03M57.00S,2024-04-04T00:25:39.4Z,1,REGULAR,3pt,Jump Shot,[],1626192,65.25952693823915,40.19607843137255,1610612749,19,17,2024-04-04T00:25:44Z,900000,False,-49.0,274.0,1,right,MISS P. Connaughton 27' 3PT,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,Above the Break 3,24+ Center,,,,27.84,Missed,,,,,,,,,,,,,,,
91,PT03M54.00S,2024-04-04T00:25:42.4Z,1,REGULAR,rebound,defensive,[],1630205,,,1610612763,19,17,2024-04-04T00:25:42Z,910000,False,,,0,,L. Stevens REBOUND (Off:0 Def:2),[1630205],1610612763.0,MEM,,,,Stevens,L. Stevens,,,,,Above the Break 3,24+ Center,,,,,,90.0,,,,,,,,,,2.0,2.0,0.0,,
92,PT03M42.00S,2024-04-04T00:25:53.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641713,6.389618922470433,50.98039215686274,1610612763,19,19,2024-04-04T00:26:00Z,920000,False,-5.0,8.0,1,left,G. Jackson driving DUNK (2 PTS) (J. LaRavia 1 AST),"[1641713, 1631222]",1610612763.0,MEM,driving,,,Jackson,G. Jackson,,,,,Restricted Area,0-8 Center,,,,0.9,Made,,2.0,J. LaRavia,1631222.0,1.0,,,,,,,,,,
94,PT03M25.00S,2024-04-04T00:26:11.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626192,92.85479632063075,45.588235294117645,1610612749,19,19,2024-04-04T00:26:21Z,940000,False,-22.0,15.0,1,right,MISS P. Connaughton driving reverse Layup,[1626192],1610612749.0,MIL,driving reverse,,,Connaughton,P. Connaughton,,,,,Restricted Area,0-8 Center,,,,2.65,Missed,,,,,,,,,,,,,,,
95,PT03M22.00S,2024-04-04T00:26:14.8Z,1,REGULAR,rebound,defensive,[],1641713,,,1610612763,19,19,2024-04-04T00:26:21Z,950000,False,,,0,,G. Jackson REBOUND (Off:0 Def:3),[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,Restricted Area,0-8 Center,,,,,,94.0,,,,,,,,,,3.0,3.0,0.0,,
96,PT03M19.00S,2024-04-04T00:26:18.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628991,33.85348226018397,24.264705882352942,1610612763,19,19,2024-04-04T00:26:28Z,960000,False,129.0,266.0,1,left,MISS J. Jackson Jr. 29' running 3PT,[1628991],1610612763.0,MEM,running,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Right Center,,,,29.52,Missed,,,,,,,,,,,,,,,
97,PT03M19.00S,2024-04-04T00:26:18.1Z,1,REGULAR,rebound,offensive,[],1630205,,,1610612763,19,19,2024-04-04T00:33:35Z,970000,False,,,0,,L. Stevens REBOUND (Off:1 Def:2),[1630205],1610612763.0,MEM,,,,Stevens,L. Stevens,,,,,Above the Break 3,24+ Right Center,,,,,,96.0,,,,,,,,,,3.0,2.0,1.0,,
98,PT03M10.00S,2024-04-04T00:26:26.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1641713,33.98488830486202,60.5392156862745,1610612763,19,19,2024-04-04T00:26:31Z,980000,False,-53.0,267.0,1,left,MISS G. Jackson 27' 3PT,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,Above the Break 3,24+ Center,,,,27.22,Missed,,,,,,,,,,,,,,,
99,PT03M10.00S,2024-04-04T00:26:26.3Z,1,REGULAR,rebound,defensive,[],201572,,,1610612749,19,19,2024-04-04T00:26:31Z,990000,False,,,0,,B. Lopez REBOUND (Off:0 Def:2),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Center,,,,,,98.0,,,,,,,,,,2.0,2.0,0.0,,
100,PT03M05.00S,2024-04-04T00:26:37.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,19,19,2024-04-04T00:26:37Z,1000000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M05.00S,2024-04-04T00:29:03.1Z,1,REGULAR,substitution,out,[],201572,,,1610612749,19,19,2024-04-04T00:29:20Z,1010000,False,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M05.00S,2024-04-04T00:29:03.1Z,1,REGULAR,substitution,out,[],203109,,,1610612749,19,19,2024-04-04T00:29:20Z,1020000,False,,,0,,SUB out: J. Crowder,[203109],1610612749.0,MIL,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M05.00S,2024-04-04T00:29:03.1Z,1,REGULAR,substitution,in,[],1631260,,,1610612749,19,19,2024-04-04T00:29:20Z,1030000,False,,,0,,SUB in: A. Green,[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M05.00S,2024-04-04T00:29:03.1Z,1,REGULAR,substitution,in,[],201568,,,1610612749,19,19,2024-04-04T00:29:20Z,1040000,False,,,0,,SUB in: D. Gallinari,[201568],1610612749.0,MIL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT02M50.00S,2024-04-04T00:29:46.0Z,1,REGULAR,2pt,Jump Shot,[],1626171,84.44480946123521,9.803921568627452,1610612749,19,19,2024-04-04T00:29:53Z,1050000,False,-201.0,94.0,1,right,MISS B. Portis 22' Jump Shot,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Mid-Range,16-24 Left,,,,22.18,Missed,,,,,,,,,,,,,,,
106,PT02M50.00S,2024-04-04T00:29:46.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612763,19,19,2024-04-04T00:29:53Z,1060000,False,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Mid-Range,16-24 Left,,,,,,105.0,,,,,,,,,,,,,,
108,PT02M32.00S,2024-04-04T00:30:29.8Z,1,REGULAR,3pt,Jump Shot,[],1630692,27.414586070959263,12.254901960784313,1610612763,19,19,2024-04-04T00:30:36Z,1080000,False,189.0,205.0,1,left,MISS J. Goodwin 27' 3PT,[1630692],1610612763.0,MEM,,,,Goodwin,J. Goodwin,,,,,Above the Break 3,24+ Right Center,,,,27.88,Missed,,,,,,,,,,,,,,,
109,PT02M28.00S,2024-04-04T00:30:33.8Z,1,REGULAR,rebound,defensive,[],1626192,,,1610612749,19,19,2024-04-04T00:30:36Z,1090000,False,,,0,,P. Connaughton REBOUND (Off:0 Def:2),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,Above the Break 3,24+ Right Center,,,,,,108.0,,,,,,,,,,2.0,2.0,0.0,,
110,PT02M19.00S,2024-04-04T00:30:42.3Z,1,REGULAR,2pt,Jump Shot,[],1626171,94.43166885676742,75.73529411764706,1610612749,19,19,2024-04-04T00:30:50Z,1100000,False,129.0,0.0,1,right,MISS B. Portis 12' turnaround Shot,[1626171],1610612749.0,MIL,turnaround,,,Portis,B. Portis,,,,,Mid-Range,8-16 Right,,,,12.87,Missed,,,,,,,,,,,,,,,
111,PT02M16.00S,2024-04-04T00:30:45.3Z,1,REGULAR,rebound,defensive,[],1630692,,,1610612763,19,19,2024-04-04T00:30:50Z,1110000,False,,,0,,J. Goodwin REBOUND (Off:0 Def:1),[1630692],1610612763.0,MEM,,,,Goodwin,J. Goodwin,,,,,Mid-Range,8-16 Right,,,,,,110.0,,,,,,,,,,1.0,1.0,0.0,,
112,PT02M11.00S,2024-04-04T00:30:50.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630692,6.1268068331143235,50.0,1610612763,19,21,2024-04-04T00:30:56Z,1120000,False,0.0,5.0,1,left,J. Goodwin driving reverse Layup (2 PTS),[1630692],1610612763.0,MEM,driving reverse,,,Goodwin,J. Goodwin,,,,,Restricted Area,0-8 Center,,,,0.51,Made,,2.0,,,,,,,,,,,,,
113,PT01M52.00S,2024-04-04T00:31:09.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626171,90.75229960578186,50.98039215686274,1610612749,19,21,2024-04-04T00:31:16Z,1130000,False,5.0,34.0,1,right,MISS B. Portis cutting Layup - blocked,"[1626171, 1630205]",1610612749.0,MIL,cutting,,,Portis,B. Portis,,,,,Restricted Area,0-8 Center,,,,3.47,Missed,,,,,,,,,,,,,,Stevens,1630205.0
114,PT01M52.00S,2024-04-04T00:31:09.5Z,1,REGULAR,block,,[],1630205,,,1610612749,19,21,2024-04-04T00:31:12Z,1140000,False,,,0,,L. Stevens BLOCK (1 BLK),[1630205],1610612763.0,MEM,,,,Stevens,L. Stevens,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
115,PT01M49.00S,2024-04-04T00:31:12.5Z,1,REGULAR,rebound,defensive,[],1630692,,,1610612763,19,21,2024-04-04T00:31:16Z,1150000,False,,,0,,J. Goodwin REBOUND (Off:0 Def:2),[1630692],1610612763.0,MEM,,,,Goodwin,J. Goodwin,,,,,Restricted Area,0-8 Center,,,,,,113.0,,,,,,,,,,2.0,2.0,0.0,,
116,PT01M43.00S,2024-04-04T00:31:19.5Z,1,REGULAR,3pt,Jump Shot,[],1630205,30.042706964520367,75.98039215686273,1610612763,19,24,2024-04-04T00:31:26Z,1160000,False,-130.0,230.0,1,left,L. Stevens 26' 3PT  (3 PTS) (J. Goodwin 1 AST),"[1630205, 1630692]",1610612763.0,MEM,,,,Stevens,L. Stevens,,,,,Above the Break 3,24+ Left Center,,,,26.41,Made,,3.0,J. Goodwin,1630692.0,1.0,,,,,,,,,,
118,PT01M21.00S,2024-04-04T00:31:40.3Z,1,REGULAR,3pt,Jump Shot,[],1626171,66.96780551905388,28.431372549019606,1610612749,22,24,2024-04-04T00:31:45Z,1180000,False,-108.0,258.0,1,right,B. Portis 27' 3PT  (6 PTS) (A. Green 1 AST),"[1626171, 1631260]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Left Center,,,,27.96,Made,,6.0,A. Green,1631260.0,1.0,,,,,,,,,,
120,PT01M03.00S,2024-04-04T00:31:58.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628991,11.383048620236531,49.26470588235294,1610612763,22,24,2024-04-04T00:32:07Z,1200000,False,4.0,55.0,1,left,MISS J. Jackson Jr. turnaround Shot - blocked,"[1628991, 1626171]",1610612763.0,MEM,turnaround,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,5.46,Missed,,,,,,,,,,,,,,Portis,1626171.0
121,PT01M03.00S,2024-04-04T00:31:58.3Z,1,REGULAR,block,,[],1626171,,,1610612763,22,24,2024-04-04T00:32:01Z,1210000,False,,,0,,B. Portis BLOCK (1 BLK),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
122,PT00M59.80S,2024-04-04T00:32:01.5Z,1,REGULAR,rebound,defensive,[],1631260,,,1610612749,22,24,2024-04-04T00:32:07Z,1220000,False,,,0,,A. Green REBOUND (Off:0 Def:1),[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,120.0,,,,,,,,,,1.0,1.0,0.0,,
123,PT00M55.70S,2024-04-04T00:32:10.5Z,1,REGULAR,turnover,double dribble,[],1631260,,,1610612749,22,24,2024-04-04T00:32:18Z,1230000,False,,,0,,A. Green double dribble TURNOVER (1 TO),[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,Mid-Range,16-24 Right Center,1.0,,,,,,,,,,200833.0,,,,,,,,,
124,PT00M55.70S,2024-04-04T00:32:15.7Z,1,REGULAR,substitution,out,[],1627736,,,1610612763,22,24,2024-04-04T00:32:29Z,1240000,False,,,0,,SUB out: M. Beasley,[1627736],1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT00M55.70S,2024-04-04T00:32:15.7Z,1,REGULAR,substitution,out,[],1626192,,,1610612763,22,24,2024-04-04T00:32:29Z,1250000,False,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT00M55.70S,2024-04-04T00:32:15.7Z,1,REGULAR,substitution,out,[],1628991,,,1610612763,22,24,2024-04-04T00:32:29Z,1260000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT00M55.70S,2024-04-04T00:32:15.7Z,1,REGULAR,substitution,in,[],203507,,,1610612763,22,24,2024-04-04T00:32:29Z,1270000,False,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT00M55.70S,2024-04-04T00:32:15.7Z,1,REGULAR,substitution,in,[],1631102,,,1610612763,22,24,2024-04-04T00:32:29Z,1280000,False,,,0,,SUB in: T. Washington Jr.,[1631102],1610612749.0,MIL,,,,Washington Jr.,T. Washington Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT00M55.70S,2024-04-04T00:32:15.7Z,1,REGULAR,substitution,in,[],1629634,,,1610612763,22,24,2024-04-04T00:32:29Z,1290000,False,,,0,,SUB in: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT00M40.80S,2024-04-04T00:32:46.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630692,6.652431011826544,50.245098039215684,1610612763,22,26,2024-04-04T00:32:54Z,1300000,False,-1.0,10.0,1,left,J. Goodwin driving floating bank Jump Shot (4 PTS) (J. LaRavia 2 AST),"[1630692, 1631222]",1610612763.0,MEM,driving floating bank,,,Goodwin,J. Goodwin,,,,,Restricted Area,0-8 Center,,,,1.01,Made,,4.0,J. LaRavia,1631222.0,2.0,,,,,,,,,,
132,PT00M40.80S,2024-04-04T00:32:50.0Z,1,REGULAR,foul,personal,['1freethrow'],1631102,,,1610612763,22,26,2024-04-04T00:33:07Z,1320000,False,,,0,,T. Washington Jr. shooting personal FOUL (1 PF) (Goodwin 1 FT),"[1631102, 1630692]",1610612749.0,MIL,shooting,,,Washington Jr.,T. Washington Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202026.0,1.0,0.0,Goodwin,1630692.0,,,,,
134,PT00M40.80S,2024-04-04T00:33:18.6Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],1630692,,,1610612763,22,26,2024-04-04T00:33:40Z,1340000,False,,,0,,MISS J. Goodwin Free Throw 1 of 1,[1630692],1610612763.0,MEM,,,,Goodwin,J. Goodwin,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
135,PT00M37.90S,2024-04-04T00:33:21.5Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,22,26,2024-04-04T00:33:40Z,1350000,False,,,0,,B. Portis REBOUND (Off:0 Def:2),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,134.0,,,,,,,,,,2.0,2.0,0.0,,
136,PT00M20.50S,2024-04-04T00:33:37.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631102,88.51839684625493,35.294117647058826,1610612749,22,26,2024-04-04T00:36:23Z,1360000,False,-74.0,55.0,1,right,MISS T. Washington Jr. 9' driving floating Shot,[1631102],1610612749.0,MIL,driving floating,,,Washington Jr.,T. Washington Jr.,,,,,In The Paint (Non-RA),8-16 Left,,,,9.2,Missed,,,,,,,,,,,,,,,
137,PT00M18.00S,2024-04-04T00:33:39.8Z,1,REGULAR,rebound,offensive,[],1631102,,,1610612749,22,26,2024-04-04T00:35:33Z,1370000,False,,,0,,T. Washington Jr. REBOUND (Off:1 Def:0),[1631102],1610612749.0,MIL,,,,Washington Jr.,T. Washington Jr.,,,,,In The Paint (Non-RA),8-16 Left,,,,,,136.0,,,,,,,,,,1.0,0.0,1.0,,
138,PT00M15.60S,2024-04-04T00:33:42.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203507,66.96780551905388,41.17647058823529,1610612749,22,26,2024-04-04T00:33:47Z,1380000,False,-44.0,258.0,1,right,MISS G. Antetokounmpo 26' 3PT,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Center,,,,26.17,Missed,,,,,,,,,,,,,,,
139,PT00M12.50S,2024-04-04T00:33:45.3Z,1,REGULAR,rebound,defensive,[],1641713,,,1610612763,22,26,2024-04-04T00:33:45Z,1390000,False,,,0,,G. Jackson REBOUND (Off:0 Def:4),[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,Above the Break 3,24+ Center,,,,,,138.0,,,,,,,,,,4.0,4.0,0.0,,
140,PT00M00.20S,2024-04-04T00:33:57.6Z,1,REGULAR,3pt,Jump Shot,[],1630692,33.590670170827856,60.5392156862745,1610612763,22,26,2024-04-04T00:37:10Z,1400000,False,-53.0,263.0,1,left,MISS J. Goodwin 26' pullup 3PT,[1630692],1610612763.0,MEM,pullup,,,Goodwin,J. Goodwin,,,,,Above the Break 3,24+ Center,,,,26.85,Missed,,,,,,,,,,,,,,,
141,PT00M00.20S,2024-04-04T00:33:57.6Z,1,REGULAR,rebound,defensive,[],201568,,,1610612749,22,26,2024-04-04T00:34:03Z,1410000,False,,,0,,D. Gallinari REBOUND (Off:0 Def:1),[201568],1610612749.0,MIL,,,,Gallinari,D. Gallinari,,,,,Above the Break 3,24+ Center,,,,,,140.0,,,,,,,,,,1.0,1.0,0.0,,
142,PT00M00.00S,2024-04-04T00:34:05.8Z,1,REGULAR,period,end,[],0,,,1610612749,22,26,2024-04-04T00:34:05Z,1420000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT12M00.00S,2024-04-04T00:35:52.6Z,2,REGULAR,substitution,out,['startperiod'],1641713,,,1610612749,22,26,2024-04-04T00:36:29Z,1430000,False,,,0,,SUB out: G. Jackson,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT12M00.00S,2024-04-04T00:35:52.6Z,2,REGULAR,substitution,in,['startperiod'],1641998,,,1610612749,22,26,2024-04-04T00:36:29Z,1440000,False,,,0,,SUB in: T. Jemison,[1641998],1610612763.0,MEM,,,,Jemison,T. Jemison,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT12M00.00S,2024-04-04T00:36:35.6Z,2,REGULAR,period,start,[],0,,,1610612749,22,26,2024-04-04T00:36:35Z,1450000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT11M42.00S,2024-04-04T00:36:51.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203507,92.59198423127464,50.245098039215684,1610612749,24,26,2024-04-04T00:36:57Z,1460000,False,1.0,17.0,1,right,G. Antetokounmpo driving finger roll Layup (4 PTS),[203507],1610612749.0,MIL,driving finger roll,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,1.71,Made,,4.0,,,,,,,,,,,,,
147,PT11M27.00S,2024-04-04T00:37:07.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630205,17.0335085413929,42.40196078431372,1610612763,24,26,2024-04-04T00:37:18Z,1470000,False,38.0,108.0,1,left,MISS L. Stevens 11' Jump Shot,[1630205],1610612763.0,MEM,,,,Stevens,L. Stevens,,,,,In The Paint (Non-RA),8-16 Center,,,,11.41,Missed,,,,,,,,,,,,,,,
148,PT11M23.00S,2024-04-04T00:37:11.8Z,2,REGULAR,rebound,defensive,[],203507,,,1610612749,24,26,2024-04-04T00:37:18Z,1480000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:2),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),8-16 Center,,,,,,147.0,,,,,,,,,,2.0,2.0,0.0,,
149,PT11M20.00S,2024-04-04T00:37:17.4Z,2,REGULAR,2pt,Jump Shot,[],203507,92.59198423127464,69.36274509803921,1610612749,24,26,2024-04-04T00:37:40Z,1490000,False,97.0,17.0,1,right,MISS G. Antetokounmpo 9' driving floating Shot - blocked,"[203507, 1631222]",1610612749.0,MIL,driving floating,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,8-16 Right,,,,9.83,Missed,,,,,,,,,,,,,,LaRavia,1631222.0
150,PT11M20.00S,2024-04-04T00:37:17.4Z,2,REGULAR,block,,[],1631222,,,1610612749,24,26,2024-04-04T00:37:20Z,1500000,False,,,0,,J. LaRavia BLOCK (1 BLK),[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
151,PT11M20.00S,2024-04-04T00:37:17.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612749,24,26,2024-04-04T00:37:40Z,1510000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Mid-Range,8-16 Right,,,,,,149.0,,,,,,,,,,,,,,
152,PT11M15.00S,2024-04-04T00:37:55.0Z,2,REGULAR,jumpball,recovered,[],201568,,,1610612749,24,26,2024-04-04T00:37:55Z,1520000,False,,,0,,Jump Ball G. Antetokounmpo vs. J. LaRavia: Tip to D. Gallinari,"[201568, 203507, 1631222]",1610612749.0,MIL,heldball,D. Gallinari,201568.0,Gallinari,D. Gallinari,Antetokounmpo,203507.0,LaRavia,1631222.0,,,,,,,,,,,,,,,,,,,,,,
155,PT11M05.00S,2024-04-04T00:38:05.7Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",203507,84.83902759526939,42.64705882352941,1610612749,26,26,2024-04-04T00:38:10Z,1550000,False,-37.0,90.0,1,right,G. Antetokounmpo 9' driving Hook (6 PTS),[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),8-16 Center,,,,9.72,Made,,6.0,,,,,,,,,,,,,
156,PT10M49.00S,2024-04-04T00:38:21.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630692,8.09789750328515,52.69607843137255,1610612763,26,28,2024-04-04T00:38:27Z,1560000,False,-13.0,24.0,1,left,J. Goodwin driving Layup (6 PTS),[1630692],1610612763.0,MEM,driving,,,Goodwin,J. Goodwin,,,,,Restricted Area,0-8 Center,,,,2.72,Made,,6.0,,,,,,,,,,,,,
157,PT10M31.00S,2024-04-04T00:38:39.4Z,2,REGULAR,3pt,Jump Shot,[],1631102,76.08409986859395,87.27787990196079,1610612749,29,28,2024-04-04T00:38:47Z,1570000,False,186.0,172.0,1,right,T. Washington Jr. 25' 3PT  (3 PTS) (D. Gallinari 1 AST),"[1631102, 201568]",1610612749.0,MIL,,,,Washington Jr.,T. Washington Jr.,,,,,Above the Break 3,24+ Right Center,,,,25.38,Made,,3.0,D. Gallinari,201568.0,1.0,,,,,,,,,,
159,PT10M16.00S,2024-04-04T00:38:58.7Z,2,REGULAR,foul,personal,['2freethrow'],203507,,,1610612763,29,28,2024-04-04T00:39:24Z,1590000,False,,,0,,G. Antetokounmpo shooting personal FOUL (2 PF) (LaRavia 2 FT),"[203507, 1631222]",1610612749.0,MIL,shooting,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,202026.0,2.0,0.0,LaRavia,1631222.0,,,,,
161,PT10M16.00S,2024-04-04T00:39:25.4Z,2,REGULAR,freethrow,1 of 2,[],1631222,,,1610612763,29,29,2024-04-04T00:39:25Z,1610000,False,,,0,,J. LaRavia Free Throw 1 of 2 (1 PTS),[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,,,,,,,Made,,1.0,,,,,,,,,,,,,
162,PT10M16.00S,2024-04-04T00:39:26.4Z,2,REGULAR,substitution,out,[],1630205,,,1610612763,29,29,2024-04-04T00:39:31Z,1620000,False,,,0,,SUB out: L. Stevens,[1630205],1610612763.0,MEM,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT10M16.00S,2024-04-04T00:39:26.4Z,2,REGULAR,substitution,in,[],1628379,,,1610612763,29,29,2024-04-04T00:39:31Z,1630000,False,,,0,,SUB in: L. Kennard,[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT10M16.00S,2024-04-04T00:39:42.5Z,2,REGULAR,freethrow,2 of 2,[],1631222,,,1610612763,29,30,2024-04-04T00:39:42Z,1640000,False,,,0,,J. LaRavia Free Throw 2 of 2 (2 PTS),[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,,,,,,,Made,,2.0,,,,,,,,,,,,,
