actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
82,PT05M17.00S,2023-12-16T23:23:39.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630164,,,1610612749,24,12,2023-12-16T23:24:13Z,820000,False,,,0,,J. Wiseman personal FOUL (1 PF) (Antetokounmpo 2 FT),"[1630164, 203507]",1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,Restricted Area,0-8 Center,,,,,,,,,1626301.0,1.0,0.0,Antetokounmpo,203507.0,,,,,,,
84,PT05M17.00S,2023-12-16T23:24:30.4Z,1,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,24,12,2023-12-16T23:24:30Z,840000,False,,,0,,MISS G. Antetokounmpo Free Throw 1 of 2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
85,PT05M17.00S,2023-12-16T23:24:30.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612749,24,12,2023-12-16T23:24:30Z,850000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,84.0,,,,,,,,,,,,,,,,,
86,PT05M17.00S,2023-12-16T23:24:31.5Z,1,REGULAR,substitution,out,[],201572,,,1610612749,24,12,2023-12-16T23:24:36Z,860000,False,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M17.00S,2023-12-16T23:24:31.5Z,1,REGULAR,substitution,in,[],1626171,,,1610612749,24,12,2023-12-16T23:24:36Z,870000,False,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M17.00S,2023-12-16T23:24:57.1Z,1,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,25,12,2023-12-16T23:24:57Z,880000,False,,,0,,G. Antetokounmpo Free Throw 2 of 2 (8 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Made,,,,,,,,,,,,8.0,,,,,,
89,PT04M59.00S,2023-12-16T23:25:15.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630587,6.915243101182654,51.225490196078425,1610612765,25,14,2023-12-16T23:25:20Z,890000,False,-6.0,13.0,1,left,I. Livers cutting Layup (2 PTS) (B. Bogdanovic 1 AST),"[1630587, 202711]",1610612765.0,DET,cutting,,,Livers,I. Livers,,,,,Restricted Area,0-8 Center,1.39,Made,,,,,,,,,,,,2.0,B. Bogdanovic,202711.0,1.0,,,
91,PT04M38.00S,2023-12-16T23:25:36.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630699,93.24901445466492,51.225490196078425,1610612749,27,14,2023-12-16T23:25:45Z,910000,False,6.0,11.0,1,right,M. Beauchamp driving DUNK (9 PTS),[1630699],1610612749.0,MIL,driving,,,Beauchamp,M. Beauchamp,,,,,Restricted Area,0-8 Center,1.26,Made,,,,,,,,,,,,9.0,,,,,,
92,PT04M26.00S,2023-12-16T23:25:51.1Z,1,REGULAR,foul,personal,['2freethrow'],203507,,,1610612765,27,14,2023-12-16T23:26:15Z,920000,False,,,0,,G. Antetokounmpo shooting personal FOUL (1 PF) (Cunningham 2 FT),"[203507, 1630595]",1610612749.0,MIL,shooting,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,16-24 Left Center,,,,,,,,,1626301.0,1.0,0.0,Cunningham,1630595.0,,,,,,,
94,PT04M26.00S,2023-12-16T23:26:21.5Z,1,REGULAR,freethrow,1 of 2,[],1630595,,,1610612765,27,15,2023-12-16T23:26:48Z,940000,False,,,0,,C. Cunningham Free Throw 1 of 2 (7 PTS),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,Made,,,,,,,,,,,,7.0,,,,,,
95,PT04M26.00S,2023-12-16T23:26:22.4Z,1,REGULAR,substitution,out,[],203507,,,1610612765,27,15,2023-12-16T23:26:37Z,950000,False,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M26.00S,2023-12-16T23:26:22.4Z,1,REGULAR,substitution,out,[],1641748,,,1610612765,27,15,2023-12-16T23:26:37Z,960000,False,,,0,,SUB out: A. Jackson Jr.,[1641748],1610612749.0,MIL,,,,Jackson Jr.,A. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M26.00S,2023-12-16T23:26:22.4Z,1,REGULAR,substitution,out,[],202711,,,1610612765,27,15,2023-12-16T23:26:37Z,970000,False,,,0,,SUB out: B. Bogdanovic,[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M26.00S,2023-12-16T23:26:22.4Z,1,REGULAR,substitution,in,[],1626192,,,1610612765,27,15,2023-12-16T23:26:37Z,980000,False,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M26.00S,2023-12-16T23:26:22.4Z,1,REGULAR,substitution,in,[],201572,,,1610612765,27,15,2023-12-16T23:26:37Z,990000,False,,,0,,SUB in: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M26.00S,2023-12-16T23:26:22.4Z,1,REGULAR,substitution,in,[],202692,,,1610612765,27,15,2023-12-16T23:26:37Z,1000000,False,,,0,,SUB in: A. Burks,[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M26.00S,2023-12-16T23:26:21.5Z,1,REGULAR,freethrow,2 of 2,[],1630595,,,1610612765,27,15,2023-12-16T23:26:48Z,1010000,False,,,0,,MISS C. Cunningham Free Throw 2 of 2,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
102,PT04M22.00S,2023-12-16T23:26:25.5Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,27,15,2023-12-16T23:26:48Z,1020000,False,,,0,,B. Portis REBOUND (Off:0 Def:1),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,101.0,1.0,1.0,0.0,,,,,,,,,,,,,,
103,PT04M11.00S,2023-12-16T23:26:59.0Z,1,REGULAR,3pt,Jump Shot,[],203081,69.20170827858082,20.588235294117645,1610612749,27,15,2023-12-16T23:27:08Z,1030000,False,-147.0,237.0,1,right,MISS D. Lillard 27' 3PT,[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,27.89,Missed,,,,,,,,,,,,,,,,,,
104,PT04M08.00S,2023-12-16T23:27:02.0Z,1,REGULAR,rebound,defensive,[],1631093,,,1610612765,27,15,2023-12-16T23:27:08Z,1040000,False,,,0,,J. Ivey REBOUND (Off:0 Def:1),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Left Center,,,103.0,1.0,1.0,0.0,,,,,,,,,,,,,,
105,PT04M04.00S,2023-12-16T23:27:05.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631093,7.835085413929041,50.73529411764706,1610612765,27,15,2023-12-16T23:27:13Z,1050000,False,-4.0,21.0,1,left,MISS J. Ivey running Layup - blocked,"[1631093, 201572]",1610612765.0,DET,running,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,2.14,Missed,,,,,Lopez,201572.0,,,,,,,,,,,,
106,PT04M04.00S,2023-12-16T23:27:05.9Z,1,REGULAR,block,,[],201572,,,1610612765,27,15,2023-12-16T23:27:09Z,1060000,False,,,0,,B. Lopez BLOCK (2 BLK),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
107,PT04M04.00S,2023-12-16T23:27:05.9Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,27,15,2023-12-16T23:27:13Z,1070000,False,,,0,,B. Portis REBOUND (Off:0 Def:2),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Restricted Area,0-8 Center,,,105.0,2.0,2.0,0.0,,,,,,,,,,,,,,
108,PT03M52.00S,2023-12-16T23:27:17.5Z,1,REGULAR,turnover,lost ball,[],1630699,,,1610612749,27,15,2023-12-16T23:27:23Z,1080000,False,,,0,,M. Beauchamp lost ball TURNOVER (1 TO),"[1630699, 1630595]",1610612749.0,MIL,,,,Beauchamp,M. Beauchamp,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,1.0,Cunningham,1630595.0
109,PT03M52.00S,2023-12-16T23:27:17.5Z,1,REGULAR,steal,,[],1630595,,,1610612765,27,15,2023-12-16T23:27:20Z,1090000,False,,,0,,C. Cunningham STEAL (1 STL),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
110,PT03M46.00S,2023-12-16T23:27:23.3Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1631093,13.222733245729303,96.07843137254902,1610612765,27,15,2023-12-16T23:27:30Z,1100000,False,-230.0,72.0,1,left,MISS J. Ivey 24' running 3PT,[1631093],1610612765.0,DET,running,,,Ivey,J. Ivey,,,,,Left Corner 3,24+ Left,24.13,Missed,,,,,,,,,,,,,,,,,,
111,PT03M43.00S,2023-12-16T23:27:26.3Z,1,REGULAR,rebound,defensive,[],203081,,,1610612749,27,15,2023-12-16T23:27:30Z,1110000,False,,,0,,D. Lillard REBOUND (Off:0 Def:2),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Left Corner 3,24+ Left,,,110.0,2.0,2.0,0.0,,,,,,,,,,,,,,
112,PT03M36.00S,2023-12-16T23:27:33.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203081,93.9060446780552,44.6078431372549,1610612749,29,15,2023-12-16T23:27:38Z,1120000,False,-27.0,5.0,1,right,D. Lillard driving finger roll Layup (4 PTS),[203081],1610612749.0,MIL,driving finger roll,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,2.74,Made,,,,,,,,,,,,4.0,,,,,,
113,PT03M18.00S,2023-12-16T23:27:51.0Z,1,REGULAR,2pt,Jump Shot,[],1630595,21.632720105124836,65.93137254901961,1610612765,29,17,2023-12-16T23:27:56Z,1130000,False,-80.0,151.0,1,left,C. Cunningham 17' pullup Jump Shot (9 PTS) (J. Wiseman 3 AST),"[1630595, 1630164]",1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,Mid-Range,16-24 Left Center,17.06,Made,,,,,,,,,,,,9.0,J. Wiseman,1630164.0,3.0,,,
115,PT03M07.00S,2023-12-16T23:28:03.4Z,1,REGULAR,3pt,Jump Shot,[],203081,67.23061760840999,22.058823529411764,1610612749,32,17,2023-12-16T23:28:08Z,1150000,False,-140.0,256.0,1,right,D. Lillard 29' 3PT pullup (7 PTS),[203081],1610612749.0,MIL,pullup,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,29.12,Made,,,,,,,,,,,,7.0,,,,,,
116,PT03M07.00S,2023-12-16T23:28:09.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,32,17,2023-12-16T23:28:09Z,1160000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M07.00S,2023-12-16T23:30:07.6Z,1,REGULAR,substitution,out,[],1630699,,,1610612765,32,17,2023-12-16T23:30:33Z,1170000,False,,,0,,SUB out: M. Beauchamp,[1630699],1610612749.0,MIL,,,,Beauchamp,M. Beauchamp,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M07.00S,2023-12-16T23:30:07.6Z,1,REGULAR,substitution,out,[],1630595,,,1610612765,32,17,2023-12-16T23:30:33Z,1180000,False,,,0,,SUB out: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M07.00S,2023-12-16T23:30:07.6Z,1,REGULAR,substitution,in,[],1631260,,,1610612765,32,17,2023-12-16T23:30:33Z,1190000,False,,,0,,SUB in: A. Green,[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M07.00S,2023-12-16T23:30:07.6Z,1,REGULAR,substitution,in,[],1631204,,,1610612765,32,17,2023-12-16T23:30:33Z,1200000,False,,,0,,SUB in: M. Sasser,[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M55.00S,2023-12-16T23:31:10.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631093,18.873193166885677,39.705882352941174,1610612765,32,17,2023-12-16T23:31:32Z,1210000,False,51.0,125.0,1,left,MISS J. Ivey 13' driving floating Shot - blocked,"[1631093, 203081]",1610612765.0,DET,driving floating,,,Ivey,J. Ivey,,,,,In The Paint (Non-RA),8-16 Center,13.51,Missed,,,,,Lillard,203081.0,,,,,,,,,,,,
148,PT02M55.00S,2023-12-16T23:31:10.3Z,1,REGULAR,block,,[],203081,,,1610612765,32,17,2023-12-16T23:34:06Z,1215000,False,,,0,,D. Lillard BLOCK (1 BLK),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
122,PT02M52.00S,2023-12-16T23:31:13.3Z,1,REGULAR,rebound,defensive,[],1626192,,,1610612749,32,17,2023-12-16T23:31:19Z,1220000,False,,,0,,P. Connaughton REBOUND (Off:0 Def:1),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,In The Paint (Non-RA),8-16 Center,,,121.0,1.0,1.0,0.0,,,,,,,,,,,,,,
123,PT02M49.00S,2023-12-16T23:31:21.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630164,,,1610612749,32,17,2023-12-16T23:31:44Z,1230000,False,,,0,,J. Wiseman shooting personal FOUL (2 PF) (Lillard 2 FT),"[1630164, 203081]",1610612765.0,DET,shooting,,,Wiseman,J. Wiseman,,,,,Mid-Range,8-16 Left,,,,,,,,,1162.0,2.0,0.0,Lillard,203081.0,,,,,,,
125,PT02M49.00S,2023-12-16T23:31:48.8Z,1,REGULAR,freethrow,1 of 2,[],203081,,,1610612749,33,17,2023-12-16T23:31:48Z,1250000,False,,,0,,D. Lillard Free Throw 1 of 2 (8 PTS),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,Made,,,,,,,,,,,,8.0,,,,,,
126,PT02M49.00S,2023-12-16T23:32:05.1Z,1,REGULAR,freethrow,2 of 2,[],203081,,,1610612749,34,17,2023-12-16T23:32:05Z,1260000,False,,,0,,D. Lillard Free Throw 2 of 2 (9 PTS),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,Made,,,,,,,,,,,,9.0,,,,,,
127,PT02M39.00S,2023-12-16T23:32:14.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630164,7.046649145860711,50.49019607843137,1610612765,34,19,2023-12-16T23:32:19Z,1270000,False,-2.0,14.0,1,left,J. Wiseman driving Layup (2 PTS) (M. Sasser 1 AST),"[1630164, 1631204]",1610612765.0,DET,driving,,,Wiseman,J. Wiseman,,,,,Restricted Area,0-8 Center,1.39,Made,,,,,,,,,,,,2.0,M. Sasser,1631204.0,1.0,,,
129,PT02M20.00S,2023-12-16T23:32:33.4Z,1,REGULAR,3pt,Jump Shot,[],201572,71.69842312746385,80.3921568627451,1610612749,34,19,2023-12-16T23:32:40Z,1290000,False,152.0,214.0,1,right,MISS B. Lopez 26' 3PT,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Right Center,26.21,Missed,,,,,,,,,,,,,,,,,,
130,PT02M18.00S,2023-12-16T23:32:36.0Z,1,REGULAR,rebound,offensive,[],1631260,,,1610612749,34,19,2023-12-16T23:32:36Z,1300000,False,,,0,,A. Green REBOUND (Off:1 Def:0),[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,Above the Break 3,24+ Right Center,,,129.0,1.0,0.0,1.0,,,,,,,,,,,,,,
131,PT02M15.00S,2023-12-16T23:32:38.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203081,70.30223390275953,27.228860294117645,1610612749,37,19,2023-12-16T23:33:08Z,1310000,False,-114.0,227.0,1,right,D. Lillard 25' 3PT  (12 PTS) (A. Green 1 AST),"[203081, 1631260]",1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,25.37,Made,,,,,,,,,,,,12.0,A. Green,1631260.0,1.0,,,
133,PT02M08.00S,2023-12-16T23:32:50.3Z,1,REGULAR,foul,personal,[],1631260,,,1610612765,37,19,2023-12-16T23:33:12Z,1330000,False,,,0,,A. Green personal FOUL (1 PF),"[1631260, 1631204]",1610612749.0,MIL,,,,Green,A. Green,,,,,Mid-Range,16-24 Center,,,,,,,,,1628487.0,1.0,0.0,Sasser,1631204.0,,,,,,,
135,PT02M08.00S,2023-12-16T23:33:00.1Z,1,REGULAR,substitution,out,[],1630164,,,1610612765,37,19,2023-12-16T23:33:06Z,1350000,False,,,0,,SUB out: J. Wiseman,[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT02M08.00S,2023-12-16T23:33:00.1Z,1,REGULAR,substitution,in,[],1628963,,,1610612765,37,19,2023-12-16T23:33:06Z,1360000,False,,,0,,SUB in: M. Bagley III,[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT01M56.00S,2023-12-16T23:33:19.0Z,1,REGULAR,3pt,Jump Shot,[],202692,33.85348226018397,42.8921568627451,1610612765,37,19,2023-12-16T23:33:25Z,1370000,False,36.0,266.0,1,left,MISS A. Burks 26' 3PT,[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,Above the Break 3,24+ Center,26.81,Missed,,,,,,,,,,,,,,,,,,
138,PT01M53.00S,2023-12-16T23:33:22.0Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,37,19,2023-12-16T23:33:25Z,1380000,False,,,0,,B. Portis REBOUND (Off:0 Def:3),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Center,,,137.0,3.0,3.0,0.0,,,,,,,,,,,,,,
139,PT01M51.00S,2023-12-16T23:33:23.8Z,1,REGULAR,turnover,lost ball,[],1626171,,,1610612749,37,19,2023-12-16T23:33:28Z,1390000,False,,,0,,B. Portis lost ball TURNOVER (1 TO),"[1626171, 1630587]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,1.0,Livers,1630587.0
140,PT01M51.00S,2023-12-16T23:33:23.8Z,1,REGULAR,steal,,[],1630587,,,1610612765,37,19,2023-12-16T23:33:26Z,1400000,False,,,0,,I. Livers STEAL (1 STL),[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
141,PT01M41.00S,2023-12-16T23:33:34.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],202692,6.389618922470433,2.696078431372549,1610612765,37,19,2023-12-16T23:33:41Z,1410000,False,237.0,8.0,1,left,MISS A. Burks 3PT,[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,Right Corner 3,24+ Right,23.66,Missed,,,,,,,,,,,,,,,,,,
142,PT01M35.00S,2023-12-16T23:33:40.3Z,1,REGULAR,rebound,defensive,[],203081,,,1610612749,37,19,2023-12-16T23:39:42Z,1420000,False,,,0,,D. Lillard REBOUND (Off:0 Def:3),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Right Corner 3,24+ Right,,,141.0,3.0,3.0,0.0,,,,,,,,,,,,,,
143,PT01M30.00S,2023-12-16T23:33:44.6Z,1,REGULAR,3pt,Jump Shot,[],203081,66.70499342969777,30.637254901960787,1610612749,40,19,2023-12-16T23:38:43Z,1430000,False,-97.0,260.0,1,right,D. Lillard 27' 3PT pullup (15 PTS) (B. Portis 1 AST),"[203081, 1626171]",1610612749.0,MIL,pullup,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,27.79,Made,,,,,,,,,,,,15.0,B. Portis,1626171.0,1.0,,,
145,PT01M14.00S,2023-12-16T23:34:00.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631093,9.017739816031538,50.0,1610612765,40,19,2023-12-16T23:34:06Z,1450000,False,0.0,32.0,1,left,MISS J. Ivey driving Layup - blocked,"[1631093, 201572]",1610612765.0,DET,driving,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,3.23,Missed,,,,,Lopez,201572.0,,,,,,,,,,,,
146,PT01M14.00S,2023-12-16T23:34:00.6Z,1,REGULAR,block,,[],201572,,,1610612765,40,19,2023-12-16T23:34:04Z,1460000,False,,,0,,B. Lopez BLOCK (3 BLK),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
147,PT01M10.00S,2023-12-16T23:34:04.6Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,40,19,2023-12-16T23:34:06Z,1470000,False,,,0,,B. Portis REBOUND (Off:0 Def:4),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Restricted Area,0-8 Center,,,145.0,4.0,4.0,0.0,,,,,,,,,,,,,,
149,PT01M06.00S,2023-12-16T23:34:09.2Z,1,REGULAR,3pt,Jump Shot,[],203081,66.5735873850197,52.20588235294118,1610612749,40,19,2023-12-16T23:34:18Z,1480000,False,11.0,262.0,1,right,MISS D. Lillard 26' 3PT,[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Center,26.19,Missed,,,,,,,,,,,,,,,,,,
150,PT01M01.00S,2023-12-16T23:34:14.2Z,1,REGULAR,rebound,defensive,[],202692,,,1610612765,40,19,2023-12-16T23:34:18Z,1490000,False,,,0,,A. Burks REBOUND (Off:0 Def:1),[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,Above the Break 3,24+ Center,,,149.0,1.0,1.0,0.0,,,,,,,,,,,,,,
151,PT00M49.70S,2023-12-16T23:34:26.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628963,9.149145860709593,52.450980392156865,1610612765,40,19,2023-12-16T23:41:05Z,1500000,False,-12.0,34.0,1,left,MISS M. Bagley III driving Hook,[1628963],1610612765.0,DET,driving,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,3.57,Missed,,,,,,,,,,,,,,,,,,
152,PT00M46.00S,2023-12-16T23:34:29.8Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,40,19,2023-12-16T23:34:32Z,1510000,False,,,0,,B. Portis REBOUND (Off:0 Def:5),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Restricted Area,0-8 Center,,,151.0,5.0,5.0,0.0,,,,,,,,,,,,,,
153,PT00M29.70S,2023-12-16T23:34:47.8Z,1,REGULAR,3pt,Jump Shot,[],1631260,94.95729303547962,95.83333333333334,1610612749,43,19,2023-12-16T23:34:53Z,1520000,False,229.0,-5.0,1,right,A. Green 3PT  (3 PTS) (D. Lillard 2 AST),"[1631260, 203081]",1610612749.0,MIL,,,,Green,A. Green,,,,,Right Corner 3,24+ Right,22.93,Made,,,,,,,,,,,,3.0,D. Lillard,203081.0,2.0,,,
155,PT00M11.80S,2023-12-16T23:35:09.5Z,1,REGULAR,foul,personal,['2freethrow'],1626192,,,1610612765,43,19,2023-12-16T23:35:37Z,1540000,False,,,0,,P. Connaughton shooting personal FOUL (1 PF) (Burks 2 FT),"[1626192, 202692]",1610612749.0,MIL,shooting,,,Connaughton,P. Connaughton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,1162.0,1.0,0.0,Burks,202692.0,,,,,,,
157,PT00M11.80S,2023-12-16T23:35:38.1Z,1,REGULAR,freethrow,1 of 2,[],202692,,,1610612765,43,19,2023-12-16T23:35:38Z,1560000,False,,,0,,MISS A. Burks Free Throw 1 of 2,[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
158,PT00M11.80S,2023-12-16T23:35:38.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612765,43,19,2023-12-16T23:35:38Z,1570000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,157.0,,,,,,,,,,,,,,,,,
159,PT00M11.80S,2023-12-16T23:35:39.1Z,1,REGULAR,substitution,out,[],1631204,,,1610612765,43,19,2023-12-16T23:35:47Z,1580000,False,,,0,,SUB out: M. Sasser,[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT00M11.80S,2023-12-16T23:35:39.1Z,1,REGULAR,substitution,in,[],1641709,,,1610612765,43,19,2023-12-16T23:35:47Z,1590000,False,,,0,,SUB in: A. Thompson,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT00M11.80S,2023-12-16T23:35:57.5Z,1,REGULAR,freethrow,2 of 2,[],202692,,,1610612765,43,20,2023-12-16T23:35:57Z,1600000,False,,,0,,A. Burks Free Throw 2 of 2 (1 PTS),[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,,,,Made,,,,,,,,,,,,1.0,,,,,,
162,PT00M02.20S,2023-12-16T23:36:10.1Z,1,REGULAR,3pt,Jump Shot,[],1631260,95.0886990801577,3.431372549019608,1610612749,43,20,2023-12-16T23:37:31Z,1610000,False,-233.0,-6.0,1,right,MISS A. Green 3PT,[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,Left Corner 3,24+ Left,23.29,Missed,,,,,,,,,,,,,,,,,,
163,PT00M01.70S,2023-12-16T23:36:10.6Z,1,REGULAR,rebound,defensive,[],1641709,,,1610612765,43,20,2023-12-16T23:37:31Z,1620000,False,,,0,,A. Thompson REBOUND (Off:0 Def:1),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Left Corner 3,24+ Left,,,162.0,1.0,1.0,0.0,,,,,,,,,,,,,,
164,PT00M01.00S,2023-12-16T23:36:25.0Z,1,REGULAR,3pt,Jump Shot,[],1641709,95.1585085413929,33.111213235294116,1610612765,43,20,2023-12-16T23:42:47Z,1630000,False,84.0,842.0,1,left,MISS A. Thompson 84' 3PT,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Mid-Range,8-16 Left,84.62,Missed,,,,,,,,,,,,,,,,,,
