actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,shotResult,shotActionNumber,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulDrawnPlayerName,foulDrawnPersonId
331,PT03M39.00S,2024-01-27T02:04:45.6Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1630171,,,1610612739,48,47,2024-01-27T02:05:01Z,3240000,False,,,0,,MISS I. Okoro Free Throw 1 of 2,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
332,PT03M39.00S,2024-01-27T02:04:45.6Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612739,48,47,2024-01-27T02:05:01Z,3250000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,331.0,,,,,,,,,,,,,,,
333,PT03M39.00S,2024-01-27T02:04:45.6Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1630171,,,1610612739,48,47,2024-01-27T02:05:01Z,3260000,False,,,0,,MISS I. Okoro Free Throw 2 of 2,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
334,PT03M35.00S,2024-01-27T02:04:49.6Z,2,REGULAR,rebound,defensive,[],1627736,,,1610612749,48,47,2024-01-27T02:05:01Z,3270000,False,,,0,,M. Beasley REBOUND (Off:1 Def:2),[1627736],1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,,,,,,,333.0,,3.0,2.0,1.0,,,,,,,,,,,
335,PT03M24.00S,2024-01-27T02:05:10.6Z,2,REGULAR,2pt,Jump Shot,[],203081,24.26084099868594,25.98039215686275,1610612749,50,47,2024-01-27T02:05:16Z,3280000,False,120.0,176.0,1,left,D. Lillard 21' step back Jump Shot (12 PTS),[203081],1610612749.0,MIL,step back,,,Lillard,D. Lillard,,,,,Mid-Range,16-24 Right Center,,,,Made,,21.27,,,,,,,,,12.0,,,,,
336,PT03M11.00S,2024-01-27T02:05:24.0Z,2,REGULAR,3pt,Jump Shot,[],1629731,78.79434954007884,5.88235294117647,1610612739,50,50,2024-01-27T02:05:30Z,3290000,False,-221.0,147.0,1,right,D. Wade 26' 3PT  (3 PTS) (D. Mitchell 3 AST),"[1629731, 1628378]",1610612739.0,CLE,,,,Wade,D. Wade,,,,,Above the Break 3,24+ Left Center,,,,Made,,26.5,,,,,,,,,3.0,D. Mitchell,1628378.0,3.0,,
338,PT02M54.00S,2024-01-27T02:05:41.8Z,2,REGULAR,3pt,Jump Shot,[],203081,31.225361366622867,71.81372549019608,1610612749,53,50,2024-01-27T02:05:46Z,3310000,False,-109.0,241.0,1,left,D. Lillard 26' 3PT step back (15 PTS),[203081],1610612749.0,MIL,step back,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,,,,Made,,26.45,,,,,,,,,15.0,,,,,
339,PT02M43.00S,2024-01-27T02:05:54.9Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628386,85.10183968462549,49.01960784313725,1610612739,53,50,2024-01-27T02:11:07Z,3320000,False,-5.0,88.0,1,right,MISS J. Allen 8' driving Hook,[1628386],1610612739.0,CLE,driving,,,Allen,J. Allen,,,,,In The Paint (Non-RA),8-16 Center,,,,Missed,,8.76,,,,,,,,,,,,,,
340,PT02M40.00S,2024-01-27T02:05:57.9Z,2,REGULAR,rebound,offensive,[],1628386,,,1610612739,53,50,2024-01-27T02:10:56Z,3330000,False,,,0,,J. Allen REBOUND (Off:6 Def:2),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,In The Paint (Non-RA),8-16 Center,,,,,339.0,,8.0,2.0,6.0,,,,,,,,,,,
341,PT02M39.00S,2024-01-27T02:06:00.9Z,2,REGULAR,turnover,out-of-bounds,[],1628386,,,1610612739,53,50,2024-01-27T02:06:10Z,3340000,False,,,0,,J. Allen bad pass out-of-bounds TURNOVER (3 TO),[1628386],1610612739.0,CLE,bad pass,,,Allen,J. Allen,,,,,In The Paint (Non-RA),0-8 Center,2003.0,,,,,,,,,3.0,,,,,,,,,,
342,PT02M39.00S,2024-01-27T02:06:09.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,53,50,2024-01-27T02:06:09Z,3350000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT02M39.00S,2024-01-27T02:08:27.4Z,2,REGULAR,substitution,out,[],203109,,,1610612749,53,50,2024-01-27T02:08:51Z,3360000,False,,,0,,SUB out: J. Crowder,[203109],1610612749.0,MIL,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT02M39.00S,2024-01-27T02:08:27.4Z,2,REGULAR,substitution,in,[],203114,,,1610612749,53,50,2024-01-27T02:08:51Z,3370000,False,,,0,,SUB in: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,,
381,PT02M21.00S,2024-01-27T02:09:02.5Z,2,REGULAR,turnover,out-of-bounds,[],203081,,,1610612749,53,50,2024-01-27T03:08:12Z,3385000,False,,,0,,D. Lillard lost ball out-of-bounds TURNOVER (3 TO),[203081],1610612749.0,MIL,lost ball,,,Lillard,D. Lillard,,,,,In The Paint (Non-RA),0-8 Center,1193.0,,,,,,,,,3.0,,,,,,,,,,
348,PT02M21.00S,2024-01-27T02:09:40.4Z,2,REGULAR,foul,technical,"['inpenalty', '1freethrow']",203081,,,1610612739,53,50,2024-01-27T03:08:12Z,3410000,False,,,0,,D. Lillard technical FOUL (1 Tech),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Mid-Range,16-24 Left Center,1193.0,0.0,1.0,,,,,,,,,,,,,,,,,
349,PT02M21.00S,2024-01-27T02:09:58.6Z,2,REGULAR,freethrow,1 of 1,[],1628378,,,1610612739,53,51,2024-01-27T03:08:12Z,3420000,False,,,0,,D. Mitchell technical Free Throw 1 of 1 (14 PTS),[1628378],1610612739.0,CLE,technical,,,Mitchell,D. Mitchell,,,,,,,,,,Made,,,,,,,,,,,14.0,,,,,
350,PT02M02.00S,2024-01-27T02:10:30.6Z,2,REGULAR,turnover,lost ball,[],1629622,,,1610612739,53,51,2024-01-27T02:15:05Z,3430000,False,,,0,,M. Strus lost ball TURNOVER (1 TO),"[1629622, 201572]",1610612739.0,CLE,,,,Strus,M. Strus,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1.0,Lopez,201572.0,,,,,,,,
351,PT02M02.00S,2024-01-27T02:10:30.6Z,2,REGULAR,steal,,[],201572,,,1610612749,53,51,2024-01-27T02:10:33Z,3440000,False,,,0,,B. Lopez STEAL (1 STL),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
353,PT01M41.00S,2024-01-27T02:11:14.7Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",203507,6.389618922470433,51.71568627450981,1610612749,55,51,2024-01-27T02:11:23Z,3460000,False,-9.0,8.0,1,left,G. Antetokounmpo driving DUNK (15 PTS) (K. Middleton 5 AST),"[203507, 203114]",1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,Made,,1.15,,,,,,,,,15.0,K. Middleton,203114.0,5.0,,
355,PT01M19.00S,2024-01-27T02:11:37.7Z,2,REGULAR,3pt,Jump Shot,[],1628378,70.64717477003943,20.833333333333336,1610612739,55,54,2024-01-27T02:11:45Z,3480000,False,-146.0,223.0,1,right,D. Mitchell 26' 3PT step back (17 PTS),[1628378],1610612739.0,CLE,step back,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,,,,Made,,26.68,,,,,,,,,17.0,,,,,
356,PT01M07.00S,2024-01-27T02:11:52.4Z,2,REGULAR,3pt,Jump Shot,[],203081,27.020367936925098,14.705882352941178,1610612749,55,54,2024-01-27T02:17:14Z,3490000,False,176.0,201.0,1,left,MISS D. Lillard 26' step back 3PT - blocked,"[203081, 1630171]",1610612749.0,MIL,step back,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Right Center,,,,Missed,,26.79,,,,,,,Okoro,1630171.0,,,,,,
357,PT01M07.00S,2024-01-27T02:11:52.4Z,2,REGULAR,block,,[],1630171,,,1610612749,55,54,2024-01-27T02:11:55Z,3500000,False,,,0,,I. Okoro BLOCK (1 BLK),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
358,PT01M06.00S,2024-01-27T02:11:53.4Z,2,REGULAR,rebound,defensive,[],1628378,,,1610612739,55,54,2024-01-27T02:17:14Z,3510000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:4),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Right Center,,,,,356.0,,4.0,4.0,0.0,,,,,,,,,,,
359,PT01M02.00S,2024-01-27T02:11:57.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203507,,,1610612739,55,54,2024-01-27T02:12:05Z,3520000,False,,,0,,G. Antetokounmpo shooting personal FOUL (2 PF) (Okoro 2 FT),"[203507, 1630171]",1610612749.0,MIL,shooting,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,1193.0,2.0,0.0,,,,,,,,,,,,,,,,Okoro,1630171.0
361,PT01M02.00S,2024-01-27T02:12:34.4Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1630171,,,1610612739,55,54,2024-01-27T02:13:01Z,3540000,False,,,0,,MISS I. Okoro Free Throw 1 of 2,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
362,PT01M02.00S,2024-01-27T02:12:34.4Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612739,55,54,2024-01-27T02:13:01Z,3550000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,361.0,,,,,,,,,,,,,,,
363,PT01M02.00S,2024-01-27T02:12:39.9Z,2,REGULAR,substitution,out,[],1628386,,,1610612739,55,54,2024-01-27T02:12:46Z,3560000,False,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
364,PT01M02.00S,2024-01-27T02:12:39.9Z,2,REGULAR,substitution,in,[],1627745,,,1610612739,55,54,2024-01-27T02:12:46Z,3570000,False,,,0,,SUB in: D. Jones,[1627745],1610612739.0,CLE,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
365,PT01M02.00S,2024-01-27T02:12:34.4Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1630171,,,1610612739,55,54,2024-01-27T02:13:01Z,3580000,False,,,0,,MISS I. Okoro Free Throw 2 of 2,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
366,PT01M00.00S,2024-01-27T02:12:36.4Z,2,REGULAR,rebound,defensive,[],203114,,,1610612749,55,54,2024-01-27T02:13:01Z,3590000,False,,,0,,K. Middleton REBOUND (Off:1 Def:2),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,365.0,,3.0,2.0,1.0,,,,,,,,,,,
368,PT00M46.50S,2024-01-27T02:13:28.8Z,2,REGULAR,substitution,out,[],201572,,,1610612749,55,54,2024-01-27T02:13:33Z,3610000,False,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
369,PT00M46.50S,2024-01-27T02:13:28.8Z,2,REGULAR,substitution,in,[],1626171,,,1610612749,55,54,2024-01-27T02:13:33Z,3620000,False,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
370,PT00M35.60S,2024-01-27T02:13:48.4Z,2,REGULAR,3pt,Jump Shot,[],203081,30.436925098554536,78.67647058823529,1610612749,55,54,2024-01-27T02:18:22Z,3630000,False,-143.0,234.0,1,left,MISS D. Lillard 27' pullup 3PT,[203081],1610612749.0,MIL,pullup,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,,,,Missed,,27.41,,,,,,,,,,,,,,
371,PT00M32.50S,2024-01-27T02:13:51.5Z,2,REGULAR,rebound,defensive,[],1627745,,,1610612739,55,54,2024-01-27T02:13:51Z,3640000,False,,,0,,D. Jones REBOUND (Off:2 Def:4),[1627745],1610612739.0,CLE,,,,Jones,D. Jones,,,,,Above the Break 3,24+ Left Center,,,,,370.0,,6.0,4.0,2.0,,,,,,,,,,,
372,PT00M30.20S,2024-01-27T02:13:53.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628378,73.80091984231275,7.352941176470589,1610612739,55,54,2024-01-27T02:14:13Z,3650000,False,-213.0,194.0,1,right,MISS D. Mitchell 28' running pullup 3PT,[1628378],1610612739.0,CLE,running pullup,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,,,,Missed,,28.81,,,,,,,,,,,,,,
373,PT00M27.20S,2024-01-27T02:13:56.9Z,2,REGULAR,rebound,offensive,[],1628378,,,1610612739,55,54,2024-01-27T02:18:56Z,3660000,False,,,0,,D. Mitchell REBOUND (Off:1 Def:4),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,,,,,372.0,,5.0,4.0,1.0,,,,,,,,,,,
374,PT00M15.90S,2024-01-27T02:14:10.5Z,2,REGULAR,foul,offensive,[],1628378,,,1610612739,55,54,2024-01-27T02:15:15Z,3670000,False,,,0,,D. Mitchell offensive FOUL (2 PF),"[1628378, 203114]",1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Center,1193.0,2.0,0.0,,,,,,,,,,,,,,,,Middleton,203114.0
376,PT00M15.90S,2024-01-27T02:14:10.5Z,2,REGULAR,turnover,offensive foul,[],1628378,,,1610612739,55,54,2024-01-27T02:14:10Z,3690000,False,,,0,,D. Mitchell offensive foul TURNOVER (2 TO),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Center,1193.0,,,,,,,,,2.0,,,,,,,,,,
377,PT00M15.90S,2024-01-27T02:14:27.7Z,2,REGULAR,substitution,out,[],1628378,,,1610612749,55,54,2024-01-27T02:14:32Z,3700000,False,,,0,,SUB out: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
378,PT00M15.90S,2024-01-27T02:14:27.7Z,2,REGULAR,substitution,in,[],1627747,,,1610612749,55,54,2024-01-27T02:14:32Z,3710000,False,,,0,,SUB in: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
379,PT00M03.60S,2024-01-27T02:14:52.1Z,2,REGULAR,foul,personal,[],1627747,,,1610612749,55,54,2024-01-27T02:19:25Z,3720000,False,,,0,,C. LeVert take personal FOUL (2 PF),"[1627747, 203081]",1610612739.0,CLE,take,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Left Center,2003.0,2.0,0.0,,,,,,,,,,,,,,,,Lillard,203081.0
382,PT00M03.10S,2024-01-27T02:15:11.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",203507,10.068988173455978,53.92156862745098,1610612749,57,54,2024-01-27T02:15:20Z,3740000,False,-20.0,42.0,1,left,G. Antetokounmpo alley-oop DUNK (17 PTS) (K. Middleton 6 AST),"[203507, 203114]",1610612749.0,MIL,alley-oop,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,,,,Made,,4.64,,,,,,,,,17.0,K. Middleton,203114.0,6.0,,
384,PT00M00.70S,2024-01-27T02:15:19.0Z,2,REGULAR,3pt,Jump Shot,[],1629622,55.1412614980289,37.745098039215684,1610612739,57,54,2024-01-27T02:19:56Z,3760000,False,-61.0,369.0,1,right,MISS M. Strus 37' pullup 3PT,[1629622],1610612739.0,CLE,pullup,,,Strus,M. Strus,,,,,Above the Break 3,24+ Center,,,,Missed,,37.43,,,,,,,,,,,,,,
385,PT00M00.10S,2024-01-27T02:15:19.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612739,57,54,2024-01-27T02:17:42Z,3770000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Above the Break 3,24+ Center,,,,,384.0,,,,,,,,,,,,,,,
386,PT00M00.00S,2024-01-27T02:15:27.9Z,2,REGULAR,period,end,[],0,,,1610612739,57,54,2024-01-27T02:15:27Z,3780000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,PT12M00.00S,2024-01-27T02:30:22.6Z,3,REGULAR,substitution,out,['startperiod'],1626171,,,1610612739,57,54,2024-01-27T02:30:44Z,3790000,False,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
388,PT12M00.00S,2024-01-27T02:30:22.6Z,3,REGULAR,substitution,out,['startperiod'],1627745,,,1610612739,57,54,2024-01-27T02:30:44Z,3800000,False,,,0,,SUB out: D. Jones,[1627745],1610612739.0,CLE,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
389,PT12M00.00S,2024-01-27T02:30:22.6Z,3,REGULAR,substitution,out,['startperiod'],1627747,,,1610612739,57,54,2024-01-27T02:30:44Z,3810000,False,,,0,,SUB out: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
390,PT12M00.00S,2024-01-27T02:30:22.6Z,3,REGULAR,substitution,in,['startperiod'],201572,,,1610612739,57,54,2024-01-27T02:30:44Z,3820000,False,,,0,,SUB in: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
391,PT12M00.00S,2024-01-27T02:30:22.6Z,3,REGULAR,substitution,in,['startperiod'],1628386,,,1610612739,57,54,2024-01-27T02:30:44Z,3830000,False,,,0,,SUB in: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT12M00.00S,2024-01-27T02:30:22.6Z,3,REGULAR,substitution,in,['startperiod'],1628378,,,1610612739,57,54,2024-01-27T02:30:44Z,3840000,False,,,0,,SUB in: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT12M00.00S,2024-01-27T02:30:46.4Z,3,REGULAR,period,start,[],0,,,1610612749,57,54,2024-01-27T02:30:46Z,3850000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,PT11M48.00S,2024-01-27T02:30:59.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203081,89.83245729303549,54.41176470588235,1610612749,57,54,2024-01-27T02:33:50Z,3860000,False,22.0,43.0,1,right,MISS D. Lillard driving floating bank Shot,[203081],1610612749.0,MIL,driving floating bank,,,Lillard,D. Lillard,,,,,In The Paint (Non-RA),0-8 Center,,,,Missed,,4.84,,,,,,,,,,,,,,
395,PT11M45.00S,2024-01-27T02:31:02.6Z,3,REGULAR,rebound,offensive,[],203507,,,1610612749,57,54,2024-01-27T02:33:50Z,3870000,False,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:5),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,,,,,394.0,,6.0,5.0,1.0,,,,,,,,,,,
396,PT11M45.00S,2024-01-27T02:31:04.2Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203507,94.40999984741211,50.0,1610612749,59,54,2024-01-27T02:34:03Z,3880000,False,0.0,0.0,1,right,G. Antetokounmpo tip Layup (19 PTS),[203507],1610612749.0,MIL,tip,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,Made,,0.0,,,,,,,,,19.0,,,,,
397,PT11M24.00S,2024-01-27T02:31:20.8Z,3,REGULAR,3pt,Jump Shot,[],1630171,21.419185282522996,5.170036764705882,1610612739,59,57,2024-01-27T02:31:31Z,3890000,False,224.0,149.0,1,left,I. Okoro 26' 3PT  (3 PTS) (D. Mitchell 4 AST),"[1630171, 1628378]",1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Above the Break 3,24+ Right Center,,,,Made,,26.9,,,,,,,,,3.0,D. Mitchell,1628378.0,4.0,,
399,PT11M10.00S,2024-01-27T02:31:35.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201572,93.11760840998686,51.470588235294116,1610612749,61,57,2024-01-27T02:31:39Z,3910000,False,7.0,12.0,1,right,B. Lopez cutting Layup (5 PTS) (K. Middleton 7 AST),"[201572, 203114]",1610612749.0,MIL,cutting,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,,Made,,1.43,,,,,,,,,5.0,K. Middleton,203114.0,7.0,,
401,PT10M59.00S,2024-01-27T02:31:45.7Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1628386,16.507884362680684,52.94117647058824,1610612739,61,57,2024-01-27T02:34:31Z,3930000,False,-15.0,103.0,1,left,MISS J. Allen 10' driving Hook,[1628386],1610612739.0,CLE,driving,,,Allen,J. Allen,,,,,In The Paint (Non-RA),8-16 Center,,,,Missed,,10.37,,,,,,,,,,,,,,
402,PT10M56.00S,2024-01-27T02:31:48.7Z,3,REGULAR,rebound,defensive,[],203114,,,1610612749,61,57,2024-01-27T02:31:56Z,3940000,False,,,0,,K. Middleton REBOUND (Off:1 Def:3),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,In The Paint (Non-RA),8-16 Center,,,,,401.0,,4.0,3.0,1.0,,,,,,,,,,,
403,PT10M55.00S,2024-01-27T02:31:53.6Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203507,92.59198423127464,49.50980392156863,1610612749,61,57,2024-01-27T02:35:32Z,3950000,False,-2.0,17.0,1,right,MISS G. Antetokounmpo running Layup - blocked,"[203507, 1628386]",1610612749.0,MIL,running,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,Missed,,1.73,,,,,,,Allen,1628386.0,,,,,,
404,PT10M55.00S,2024-01-27T02:31:53.6Z,3,REGULAR,block,,[],1628386,,,1610612749,61,57,2024-01-27T02:31:57Z,3960000,False,,,0,,J. Allen BLOCK (1 BLK),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
405,PT10M52.00S,2024-01-27T02:31:56.6Z,3,REGULAR,rebound,offensive,[],203114,,,1610612749,61,57,2024-01-27T02:33:29Z,3970000,False,,,0,,K. Middleton REBOUND (Off:2 Def:3),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,Restricted Area,0-8 Center,,,,,403.0,,5.0,3.0,2.0,,,,,,,,,,,
406,PT10M51.00S,2024-01-27T02:31:59.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203114,94.08672798948751,46.26225490196079,1610612749,63,57,2024-01-27T02:33:21Z,3980000,False,-19.0,3.0,1,right,K. Middleton putback Layup (9 PTS),[203114],1610612749.0,MIL,putback,,,Middleton,K. Middleton,,,,,Restricted Area,0-8 Center,,,,Made,,1.9,,,,,,,,,9.0,,,,,
407,PT10M47.00S,2024-01-27T02:32:04.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,63,57,2024-01-27T02:32:04Z,3990000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT10M30.00S,2024-01-27T02:35:17.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628386,7.703679369250986,52.20588235294118,1610612739,63,59,2024-01-27T02:36:18Z,4000000,False,-11.0,20.0,1,left,J. Allen cutting finger roll Layup (15 PTS) (M. Strus 2 AST),"[1628386, 1629622]",1610612739.0,CLE,cutting finger roll,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,Made,,2.27,,,,,,,,,15.0,M. Strus,1629622.0,2.0,,
411,PT10M04.00S,2024-01-27T02:35:44.1Z,3,REGULAR,3pt,Jump Shot,[],203114,69.20170827858082,24.509803921568626,1610612749,63,59,2024-01-27T02:36:43Z,4020000,False,-127.0,237.0,1,right,MISS K. Middleton 26' 3PT,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,Above the Break 3,24+ Left Center,,,,Missed,,26.91,,,,,,,,,,,,,,
412,PT10M02.00S,2024-01-27T02:35:46.1Z,3,REGULAR,rebound,defensive,[],1628378,,,1610612739,63,59,2024-01-27T02:36:43Z,4030000,False,,,0,,D. Mitchell REBOUND (Off:1 Def:5),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,,,,,411.0,,6.0,5.0,1.0,,,,,,,,,,,
413,PT09M59.00S,2024-01-27T02:35:50.2Z,3,REGULAR,foul,personal,['2freethrow'],1627736,,,1610612739,63,59,2024-01-27T02:36:00Z,4040000,False,,,0,,M. Beasley shooting personal FOUL (2 PF) (Mitchell 2 FT),"[1627736, 1628378]",1610612749.0,MIL,shooting,,,Beasley,M. Beasley,,,,,In The Paint (Non-RA),0-8 Center,2002.0,2.0,0.0,,,,,,,,,,,,,,,,Mitchell,1628378.0
415,PT09M59.00S,2024-01-27T02:36:20.1Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1628378,,,1610612739,63,59,2024-01-27T02:36:20Z,4060000,False,,,0,,MISS D. Mitchell Free Throw 1 of 2,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
416,PT09M59.00S,2024-01-27T02:36:20.1Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612739,63,59,2024-01-27T02:36:20Z,4070000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,415.0,,,,,,,,,,,,,,,
417,PT09M59.00S,2024-01-27T02:36:42.0Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1628378,,,1610612739,63,60,2024-01-27T02:36:42Z,4080000,False,,,0,,D. Mitchell Free Throw 2 of 2 (18 PTS),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,Made,,,,,,,,,,,18.0,,,,,
