actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
170,PT12M00.00S,2023-12-18T00:40:24.2Z,2,REGULAR,substitution,in,['startperiod'],1631095,,,1610612745,33,28,2023-12-18T00:41:00Z,1640000,False,,,0,,SUB in: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT12M00.00S,2023-12-18T00:40:24.2Z,2,REGULAR,substitution,out,['startperiod'],1641748,,,1610612745,33,28,2023-12-18T00:44:33Z,1645000,False,,,0,,SUB out: A. Jackson Jr.,[1641748],1610612749.0,MIL,,,,Jackson Jr.,A. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT12M00.00S,2023-12-18T00:40:24.2Z,2,REGULAR,substitution,out,['startperiod'],1630224,,,1610612745,33,28,2023-12-18T00:44:33Z,1647500,False,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT12M00.00S,2023-12-18T00:40:24.2Z,2,REGULAR,substitution,in,['startperiod'],1630699,,,1610612745,33,28,2023-12-18T00:44:33Z,1648750,False,,,0,,SUB in: M. Beauchamp,[1630699],1610612749.0,MIL,,,,Beauchamp,M. Beauchamp,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2023-12-18T00:40:55.7Z,2,REGULAR,period,start,[],0,,,1610612749,33,28,2023-12-18T00:41:00Z,1650000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT11M44.00S,2023-12-18T00:41:10.7Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203507,13.748357424441524,53.18627450980392,1610612749,33,28,2023-12-18T00:41:15Z,1660000,False,-16.0,77.0,1,left,MISS G. Antetokounmpo 7' Hook,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,7.83,Missed,,,,,,,,,,,,,,,,,,
173,PT11M40.00S,2023-12-18T00:41:14.7Z,2,REGULAR,rebound,defensive,[],1631095,,,1610612745,33,28,2023-12-18T00:41:15Z,1670000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:1),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,172.0,1.0,1.0,0.0,,,,,,,,,,,,,,
178,PT11M28.00S,2023-12-18T00:41:26.5Z,2,REGULAR,2pt,Jump Shot,[],201145,78.9257555847569,68.38235294117648,1610612745,33,28,2023-12-18T00:41:32Z,1680000,False,92.0,146.0,1,right,MISS J. Green 17' turnaround Shot,[201145],1610612745.0,HOU,turnaround,,,Green,J. Green,,,,,Mid-Range,16-24 Right Center,17.22,Missed,,,,,,,,,,,,,,,,,,
179,PT11M24.00S,2023-12-18T00:41:29.9Z,2,REGULAR,rebound,defensive,[],1626192,,,1610612749,33,28,2023-12-18T00:41:29Z,1690000,False,,,0,,P. Connaughton REBOUND (Off:0 Def:1),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,Mid-Range,16-24 Right Center,,,178.0,1.0,1.0,0.0,,,,,,,,,,,,,,
180,PT11M14.00S,2023-12-18T00:41:41.5Z,2,REGULAR,turnover,bad pass,[],203507,,,1610612749,33,28,2023-12-18T00:46:03Z,1700000,False,,,0,,G. Antetokounmpo bad pass TURNOVER (4 TO),"[203507, 1628988]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,4.0,,,,,,Holiday,1628988.0,,,,,
181,PT11M14.00S,2023-12-18T00:41:41.5Z,2,REGULAR,steal,,[],1628988,,,1610612745,33,28,2023-12-18T00:41:44Z,1710000,False,,,0,,A. Holiday STEAL (1 STL),[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
182,PT11M13.00S,2023-12-18T00:41:46.2Z,2,REGULAR,turnover,out-of-bounds,[],1628988,,,1610612745,33,28,2023-12-18T00:42:00Z,1720000,False,,,0,,A. Holiday bad pass out-of-bounds TURNOVER (1 TO),[1628988],1610612745.0,HOU,bad pass,,,Holiday,A. Holiday,,,,,Above the Break 3,24+ Left Center,,,,,,,1662.0,1.0,,,,,,,,,,,,
183,PT11M01.00S,2023-12-18T00:42:04.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1626192,30.699737187910642,75.73529411764706,1610612749,36,28,2023-12-18T00:42:08Z,1730000,False,-129.0,236.0,1,left,P. Connaughton 26' 3PT  (3 PTS) (G. Antetokounmpo 1 AST),"[1626192, 203507]",1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,Above the Break 3,24+ Left Center,26.89,Made,,,,,,,,,,,3.0,,,G. Antetokounmpo,203507.0,1.0,,
185,PT10M46.00S,2023-12-18T00:42:18.7Z,2,REGULAR,2pt,Jump Shot,[],1631095,80.1084099868594,68.13725490196079,1610612745,36,30,2023-12-18T00:42:23Z,1750000,False,91.0,134.0,1,right,J. Smith Jr. 16' pullup Jump Shot (2 PTS) (A. Holiday 1 AST),"[1631095, 1628988]",1610612745.0,HOU,pullup,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,16-24 Right Center,16.22,Made,,,,,,,,,,,2.0,,,A. Holiday,1628988.0,1.0,,
187,PT10M32.00S,2023-12-18T00:42:32.9Z,2,REGULAR,3pt,Jump Shot,[],1626192,31.61957950065703,21.07843137254902,1610612749,36,30,2023-12-18T00:42:38Z,1770000,False,145.0,245.0,1,left,MISS P. Connaughton 28' 3PT,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,Above the Break 3,24+ Right Center,28.42,Missed,,,,,,,,,,,,,,,,,,
188,PT10M29.00S,2023-12-18T00:42:35.9Z,2,REGULAR,rebound,defensive,[],1631095,,,1610612745,36,30,2023-12-18T00:42:38Z,1780000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:2),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Right Center,,,187.0,2.0,2.0,0.0,,,,,,,,,,,,,,
189,PT10M24.00S,2023-12-18T00:42:40.2Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631106,94.1688567674113,50.98039215686274,1610612745,36,32,2023-12-18T00:43:28Z,1790000,False,5.0,2.0,1,right,T. Eason running Layup (9 PTS) (J. Smith Jr. 1 AST),"[1631106, 1631095]",1610612745.0,HOU,running,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,0.54,Made,,,,,,,,,,,9.0,,,J. Smith Jr.,1631095.0,1.0,,
190,PT10M02.00S,2023-12-18T00:43:03.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203507,7.5722733245729295,50.98039215686274,1610612749,38,32,2023-12-18T00:43:08Z,1800000,False,-5.0,19.0,1,left,G. Antetokounmpo driving finger roll Layup (9 PTS),[203507],1610612749.0,MIL,driving finger roll,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,1.93,Made,,,,,,,,,,,9.0,,,,,,,
191,PT09M39.00S,2023-12-18T00:43:26.6Z,2,REGULAR,2pt,Jump Shot,[],201145,74.06373193166885,43.13725490196079,1610612745,38,34,2023-12-18T00:43:31Z,1810000,False,-34.0,191.0,1,right,J. Green 19' Jump Shot (7 PTS) (J. Smith Jr. 2 AST),"[201145, 1631095]",1610612745.0,HOU,,,,Green,J. Green,,,,,Mid-Range,16-24 Center,19.44,Made,,,,,,,,,,,7.0,,,J. Smith Jr.,1631095.0,2.0,,
193,PT09M19.00S,2023-12-18T00:43:47.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203507,6.521024967148489,49.50980392156863,1610612749,40,34,2023-12-18T00:43:52Z,1830000,False,2.0,9.0,1,left,G. Antetokounmpo driving Layup (11 PTS) (C. Payne 1 AST),"[203507, 1626166]",1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,0.91,Made,,,,,,,,,,,11.0,,,C. Payne,1626166.0,1.0,,
196,PT09M08.00S,2023-12-18T00:44:12.6Z,2,REGULAR,turnover,out-of-bounds,[],1628988,,,1610612745,40,34,2023-12-18T00:44:29Z,1860000,False,,,0,,A. Holiday bad pass out-of-bounds TURNOVER (2 TO),[1628988],1610612745.0,HOU,bad pass,,,Holiday,A. Holiday,,,,,Above the Break 3,24+ Right Center,,,,,,,201245.0,2.0,,,,,,,,,,,,
197,PT09M08.00S,2023-12-18T00:44:22.6Z,2,REGULAR,substitution,out,[],1630699,,,1610612749,40,34,2023-12-18T00:44:29Z,1870000,False,,,0,,SUB out: M. Beauchamp,[1630699],1610612749.0,MIL,,,,Beauchamp,M. Beauchamp,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT09M08.00S,2023-12-18T00:44:22.6Z,2,REGULAR,substitution,in,[],203114,,,1610612749,40,34,2023-12-18T00:44:29Z,1880000,False,,,0,,SUB in: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT08M51.00S,2023-12-18T00:44:34.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1626192,8.886333771353483,2.2058823529411766,1610612749,40,34,2023-12-18T00:44:42Z,1890000,False,239.0,31.0,1,left,MISS P. Connaughton 24' 3PT,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,Right Corner 3,24+ Right,24.1,Missed,,,,,,,,,,,,,,,,,,
203,PT08M49.00S,2023-12-18T00:44:36.6Z,2,REGULAR,rebound,offensive,[],203507,,,1610612749,40,34,2023-12-18T00:44:42Z,1900000,False,,,0,,G. Antetokounmpo REBOUND (Off:3 Def:3),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Right Corner 3,24+ Right,,,202.0,6.0,3.0,3.0,,,,,,,,,,,,,,
204,PT08M49.00S,2023-12-18T00:44:41.1Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",203507,5.590000152587891,50.0,1610612749,42,34,2023-12-18T00:44:41Z,1910000,False,0.0,0.0,1,left,G. Antetokounmpo tip DUNK (13 PTS),[203507],1610612749.0,MIL,tip,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,,,,13.0,,,,,,,
205,PT08M49.00S,2023-12-18T00:44:52.8Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612745,42,34,2023-12-18T00:45:31Z,1920000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,201245.0,,,,,,,,,,,,,
206,PT08M41.00S,2023-12-18T00:45:07.0Z,2,REGULAR,foul,personal,[],1626171,,,1610612745,42,34,2023-12-18T00:45:11Z,1930000,False,,,0,,B. Portis personal FOUL (2 PF),"[1626171, 1628988]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Right Center,,,,,,,1627529.0,,2.0,0.0,Holiday,1628988.0,,,,,,,,
208,PT08M41.00S,2023-12-18T00:45:14.7Z,2,REGULAR,substitution,out,[],1626192,,,1610612745,42,34,2023-12-18T00:45:34Z,1950000,False,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT08M41.00S,2023-12-18T00:45:14.7Z,2,REGULAR,substitution,out,[],203507,,,1610612745,42,34,2023-12-18T00:45:34Z,1960000,False,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT08M41.00S,2023-12-18T00:45:14.7Z,2,REGULAR,substitution,out,[],1628988,,,1610612745,42,34,2023-12-18T00:45:34Z,1970000,False,,,0,,SUB out: A. Holiday,[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT08M41.00S,2023-12-18T00:45:14.7Z,2,REGULAR,substitution,out,[],201145,,,1610612745,42,34,2023-12-18T00:45:34Z,1980000,False,,,0,,SUB out: J. Green,[201145],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT08M41.00S,2023-12-18T00:45:14.7Z,2,REGULAR,substitution,in,[],201572,,,1610612745,42,34,2023-12-18T00:45:34Z,1990000,False,,,0,,SUB in: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT08M41.00S,2023-12-18T00:45:14.7Z,2,REGULAR,substitution,in,[],1641748,,,1610612745,42,34,2023-12-18T00:45:34Z,2000000,False,,,0,,SUB in: A. Jackson Jr.,[1641748],1610612749.0,MIL,,,,Jackson Jr.,A. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT08M41.00S,2023-12-18T00:45:14.7Z,2,REGULAR,substitution,in,[],1627832,,,1610612745,42,34,2023-12-18T00:45:34Z,2010000,False,,,0,,SUB in: F. VanVleet,[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT08M41.00S,2023-12-18T00:45:14.7Z,2,REGULAR,substitution,in,[],1630578,,,1610612745,42,34,2023-12-18T00:45:34Z,2020000,False,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT08M38.00S,2023-12-18T00:45:37.3Z,2,REGULAR,3pt,Jump Shot,[],1630578,67.62483574244416,28.186274509803923,1610612745,42,34,2023-12-18T00:45:44Z,2030000,False,-109.0,252.0,1,right,MISS A. Sengun 27' 3PT,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Left Center,27.44,Missed,,,,,,,,,,,,,,,,,,
217,PT08M37.00S,2023-12-18T00:45:38.3Z,2,REGULAR,rebound,defensive,[],201572,,,1610612749,42,34,2023-12-18T00:45:44Z,2040000,False,,,0,,B. Lopez REBOUND (Off:0 Def:2),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Left Center,,,216.0,2.0,2.0,0.0,,,,,,,,,,,,,,
218,PT08M28.00S,2023-12-18T00:45:49.2Z,2,REGULAR,3pt,Jump Shot,[],1626166,32.933639947437584,62.745098039215684,1610612749,42,34,2023-12-18T00:45:54Z,2050000,False,-64.0,257.0,1,left,MISS C. Payne 26' 3PT,[1626166],1610612749.0,MIL,,,,Payne,C. Payne,,,,,Above the Break 3,24+ Center,26.49,Missed,,,,,,,,,,,,,,,,,,
219,PT08M25.00S,2023-12-18T00:45:52.2Z,2,REGULAR,rebound,defensive,[],1630578,,,1610612745,42,34,2023-12-18T00:45:54Z,2060000,False,,,0,,A. Sengun REBOUND (Off:0 Def:3),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Center,,,218.0,3.0,3.0,0.0,,,,,,,,,,,,,,
220,PT08M19.00S,2023-12-18T00:45:58.4Z,2,REGULAR,3pt,Jump Shot,[],1631095,71.69842312746385,78.43137254901961,1610612745,42,37,2023-12-18T00:46:03Z,2070000,False,142.0,214.0,1,right,J. Smith Jr. 25' 3PT  (5 PTS) (F. VanVleet 2 AST),"[1631095, 1627832]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Right Center,25.65,Made,,,,,,,,,,,5.0,,,F. VanVleet,1627832.0,2.0,,
222,PT08M06.00S,2023-12-18T00:46:11.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203114,18.873193166885677,36.029411764705884,1610612749,44,37,2023-12-18T00:46:16Z,2090000,False,70.0,125.0,1,left,K. Middleton 14' turnaround fadeaway Jump Shot (4 PTS),[203114],1610612749.0,MIL,turnaround fadeaway,,,Middleton,K. Middleton,,,,,In The Paint (Non-RA),8-16 Center,14.31,Made,,,,,,,,,,,4.0,,,,,,,
223,PT07M55.00S,2023-12-18T00:46:24.8Z,2,REGULAR,foul,personal,['2freethrow'],201572,,,1610612745,44,37,2023-12-18T00:46:38Z,2100000,False,,,0,,B. Lopez shooting personal FOUL (1 PF) (Sengun 2 FT),"[201572, 1630578]",1610612749.0,MIL,shooting,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,,,,,1627529.0,,1.0,0.0,Sengun,1630578.0,,,,,,,,
225,PT07M55.00S,2023-12-18T00:46:53.9Z,2,REGULAR,freethrow,1 of 2,[],1630578,,,1610612745,44,37,2023-12-18T00:46:53Z,2120000,False,,,0,,MISS A. Sengun Free Throw 1 of 2,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
226,PT07M55.00S,2023-12-18T00:46:53.9Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,44,37,2023-12-18T00:46:53Z,2130000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,225.0,,,,,,,,,,,,,,,,,
227,PT07M55.00S,2023-12-18T00:46:58.8Z,2,REGULAR,substitution,out,[],1631106,,,1610612745,44,37,2023-12-18T00:47:03Z,2140000,False,,,0,,SUB out: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT07M55.00S,2023-12-18T00:46:58.8Z,2,REGULAR,substitution,in,[],1628415,,,1610612745,44,37,2023-12-18T00:47:03Z,2150000,False,,,0,,SUB in: D. Brooks,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT07M55.00S,2023-12-18T00:47:14.3Z,2,REGULAR,freethrow,2 of 2,[],1630578,,,1610612745,44,38,2023-12-18T00:47:14Z,2160000,False,,,0,,A. Sengun Free Throw 2 of 2 (5 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,Made,,,,,,,,,,,5.0,,,,,,,
230,PT07M40.00S,2023-12-18T00:47:31.1Z,2,REGULAR,3pt,Jump Shot,[],203114,33.590670170827856,37.5,1610612749,44,38,2023-12-18T00:47:42Z,2170000,False,62.0,263.0,1,left,MISS K. Middleton 27' 3PT,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,Above the Break 3,24+ Center,27.06,Missed,,,,,,,,,,,,,,,,,,
231,PT07M37.00S,2023-12-18T00:47:34.4Z,2,REGULAR,rebound,offensive,[],1626171,,,1610612749,44,38,2023-12-18T00:47:34Z,2180000,False,,,0,,B. Portis REBOUND (Off:1 Def:1),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Center,,,230.0,2.0,1.0,1.0,,,,,,,,,,,,,,
232,PT07M35.00S,2023-12-18T00:47:38.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626171,6.701708278580814,45.220588235294116,1610612749,44,38,2023-12-18T00:52:47Z,2190000,False,24.0,10.0,1,left,MISS B. Portis driving Layup,[1626171],1610612749.0,MIL,driving,,,Portis,B. Portis,,,,,Restricted Area,0-8 Center,2.61,Missed,,,,,,,,,,,,,,,,,,
233,PT07M34.00S,2023-12-18T00:47:39.3Z,2,REGULAR,rebound,offensive,[],1626171,,,1610612749,44,38,2023-12-18T00:52:47Z,2200000,False,,,0,,B. Portis REBOUND (Off:2 Def:1),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Restricted Area,0-8 Center,,,232.0,3.0,1.0,2.0,,,,,,,,,,,,,,
234,PT07M32.00S,2023-12-18T00:47:43.6Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1626171,5.590000152587891,50.0,1610612749,46,38,2023-12-18T00:52:53Z,2210000,False,0.0,0.0,1,left,B. Portis tip Layup (4 PTS),[1626171],1610612749.0,MIL,tip,,,Portis,B. Portis,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,,,,4.0,,,,,,,
235,PT07M19.00S,2023-12-18T00:47:51.6Z,2,REGULAR,3pt,Jump Shot,[],1627832,66.96780551905388,40.931372549019606,1610612745,46,41,2023-12-18T00:47:59Z,2220000,False,-45.0,258.0,1,right,F. VanVleet 26' 3PT pullup (7 PTS),[1627832],1610612745.0,HOU,pullup,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Center,26.19,Made,,,,,,,,,,,7.0,,,,,,,
236,PT07M05.00S,2023-12-18T00:48:10.0Z,2,REGULAR,foul,personal,['2freethrow'],1630256,,,1610612749,46,41,2023-12-18T00:48:20Z,2230000,False,,,0,,J. Tate shooting personal FOUL (2 PF) (Lopez 2 FT),"[1630256, 201572]",1610612745.0,HOU,shooting,,,Tate,J. Tate,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1627529.0,,2.0,0.0,Lopez,201572.0,,,,,,,,
238,PT07M05.00S,2023-12-18T00:48:44.0Z,2,REGULAR,freethrow,1 of 2,[],201572,,,1610612749,47,41,2023-12-18T00:48:44Z,2250000,False,,,0,,B. Lopez Free Throw 1 of 2 (6 PTS),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,Made,,,,,,,,,,,6.0,,,,,,,
239,PT07M05.00S,2023-12-18T00:48:47.5Z,2,REGULAR,substitution,out,[],1630256,,,1610612749,47,41,2023-12-18T00:48:51Z,2260000,False,,,0,,SUB out: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT07M05.00S,2023-12-18T00:48:47.5Z,2,REGULAR,substitution,in,[],1630224,,,1610612749,47,41,2023-12-18T00:48:51Z,2270000,False,,,0,,SUB in: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT07M05.00S,2023-12-18T00:49:06.6Z,2,REGULAR,freethrow,2 of 2,[],201572,,,1610612749,48,41,2023-12-18T00:49:06Z,2280000,False,,,0,,B. Lopez Free Throw 2 of 2 (7 PTS),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,Made,,,,,,,,,,,7.0,,,,,,,
243,PT06M49.00S,2023-12-18T00:49:25.4Z,2,REGULAR,foul,personal,['2freethrow'],1626166,,,1610612745,48,41,2023-12-18T00:52:38Z,2290000,False,,,0,,C. Payne shooting personal FOUL (1 PF) (VanVleet 2 FT),"[1626166, 1627832]",1610612749.0,MIL,shooting,,,Payne,C. Payne,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1662.0,,1.0,0.0,VanVleet,1627832.0,,,,,,,,
245,PT06M49.00S,2023-12-18T00:49:55.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,48,41,2023-12-18T00:49:55Z,2310000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT06M49.00S,2023-12-18T00:52:39.7Z,2,REGULAR,freethrow,1 of 2,[],1627832,,,1610612745,48,42,2023-12-18T00:52:39Z,2320000,False,,,0,,F. VanVleet Free Throw 1 of 2 (8 PTS),[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,,,,Made,,,,,,,,,,,8.0,,,,,,,
247,PT06M49.00S,2023-12-18T00:52:51.3Z,2,REGULAR,freethrow,2 of 2,[],1627832,,,1610612745,48,43,2023-12-18T00:52:51Z,2330000,False,,,0,,F. VanVleet Free Throw 2 of 2 (9 PTS),[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,,,,Made,,,,,,,,,,,9.0,,,,,,,
248,PT06M33.00S,2023-12-18T00:53:12.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203114,7.835085413929041,49.01960784313725,1610612749,48,43,2023-12-18T00:54:53Z,2332500,False,5.0,21.0,1,left,MISS K. Middleton driving floating bank Shot,[203114],1610612749.0,MIL,driving floating bank,,,Middleton,K. Middleton,,,,,Restricted Area,0-8 Center,2.17,Missed,,,,,,,,,,,,,,,,,,
249,PT06M32.00S,2023-12-18T00:53:13.5Z,2,REGULAR,rebound,offensive,[],1641748,,,1610612749,48,43,2023-12-18T00:54:53Z,2333750,False,,,0,,A. Jackson Jr. REBOUND (Off:3 Def:0),[1641748],1610612749.0,MIL,,,,Jackson Jr.,A. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,248.0,3.0,0.0,3.0,,,,,,,,,,,,,,
250,PT06M32.00S,2023-12-18T00:53:20.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641748,5.590000152587891,50.0,1610612749,50,43,2023-12-18T00:54:30Z,2335000,False,0.0,0.0,1,left,A. Jackson Jr. tip Layup (4 PTS),[1641748],1610612749.0,MIL,tip,,,Jackson Jr.,A. Jackson Jr.,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,,,,4.0,,,,,,,
251,PT06M13.00S,2023-12-18T00:53:30.6Z,2,REGULAR,2pt,Jump Shot,[],1627832,78.0059132720105,75.24509803921569,1610612745,50,43,2023-12-18T00:55:36Z,2370000,False,126.0,154.0,1,right,MISS F. VanVleet 19' step back Shot,[1627832],1610612745.0,HOU,step back,,,VanVleet,F. VanVleet,,,,,Mid-Range,16-24 Right Center,19.93,Missed,,,,,,,,,,,,,,,,,,
252,PT06M11.00S,2023-12-18T00:53:32.6Z,2,REGULAR,rebound,defensive,[],201572,,,1610612749,50,43,2023-12-18T00:55:36Z,2380000,False,,,0,,B. Lopez REBOUND (Off:0 Def:3),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Mid-Range,16-24 Right Center,,,251.0,3.0,3.0,0.0,,,,,,,,,,,,,,
253,PT06M08.00S,2023-12-18T00:53:37.0Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1641748,7.046649145860711,52.69607843137255,1610612749,52,43,2023-12-18T00:55:44Z,2390000,False,-13.0,14.0,1,left,A. Jackson Jr. running DUNK (6 PTS) (K. Middleton 1 AST),"[1641748, 203114]",1610612749.0,MIL,running,,,Jackson Jr.,A. Jackson Jr.,,,,,Restricted Area,0-8 Center,1.92,Made,,,,,,,,,,,6.0,,,K. Middleton,203114.0,1.0,,
255,PT06M07.00S,2023-12-18T00:53:47.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,52,43,2023-12-18T00:53:47Z,2410000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
