actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-10-31T00:10:32.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-10-31T00:10:32Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2023-10-31T00:10:37.5Z,1,REGULAR,jumpball,recovered,[],201567,,,1610612748,0,0,2023-10-31T00:10:37Z,40000,False,,,0,,Jump Ball T. Bryant vs. B. Lopez: Tip to K. Love,"[201567, 1628418, 201572]",1610612748.0,MIA,startperiod,K. Love,201567.0,Love,K. Love,Bryant,1628418.0,Lopez,201572.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M40.00S,2023-10-31T00:10:51.1Z,1,REGULAR,2pt,Jump Shot,[],201567,77.08607095926413,66.42156862745098,1610612748,0,0,2023-10-31T00:10:58Z,70000,False,82.0,163.0,1,right,MISS K. Love 18' pullup Shot,[201567],1610612748.0,MIA,pullup,,,Love,K. Love,,,,,Mid-Range,16-24 Right Center,18.24,Missed,,,,,,,,,,,,,,,,,,
8,PT11M37.00S,2023-10-31T00:10:54.1Z,1,REGULAR,rebound,defensive,[],203114,,,1610612749,0,0,2023-10-31T00:10:58Z,80000,False,,,0,,K. Middleton REBOUND (Off:0 Def:1),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,Mid-Range,16-24 Right Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M31.00S,2023-10-31T00:11:00.7Z,1,REGULAR,3pt,Jump Shot,[],201572,23.603810775295663,87.5,1610612749,0,0,2023-10-31T00:11:08Z,90000,False,-188.0,169.0,1,left,MISS B. Lopez 25' 3PT,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Left Center,25.27,Missed,,,,,,,,,,,,,,,,,,
10,PT11M27.00S,2023-10-31T00:11:04.7Z,1,REGULAR,rebound,defensive,[],201567,,,1610612748,0,0,2023-10-31T00:11:08Z,100000,False,,,0,,K. Love REBOUND (Off:0 Def:1),[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,Above the Break 3,24+ Left Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M14.00S,2023-10-31T00:11:21.2Z,1,REGULAR,foul,personal,[],203507,,,1610612748,0,0,2023-10-31T00:11:29Z,110000,False,,,0,,G. Antetokounmpo personal FOUL (1 PF),"[203507, 202710]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Center,,,,,,,1199.0,1.0,0.0,Butler,202710.0,,,,,,,,,
13,PT11M08.00S,2023-10-31T00:11:38.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628418,90.22667542706965,52.69607843137255,1610612748,0,2,2023-10-31T00:11:44Z,130000,False,13.0,39.0,1,right,T. Bryant cutting DUNK (2 PTS) (T. Herro 1 AST),"[1628418, 1629639]",1610612748.0,MIA,cutting,,,Bryant,T. Bryant,,,,,Restricted Area,0-8 Center,4.16,Made,,,,,,,,,,2.0,T. Herro,1629639.0,1.0,,,,,
15,PT10M54.00S,2023-10-31T00:11:56.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,7.835085413929041,62.00980392156863,1610612749,2,2,2023-10-31T00:12:00Z,150000,False,-60.0,21.0,1,left,G. Antetokounmpo 6' driving Layup (2 PTS),[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,6.36,Made,,,,,,,,,,2.0,,,,,,,,
16,PT10M54.00S,2023-10-31T00:11:59.6Z,1,REGULAR,foul,personal,['1freethrow'],201567,,,1610612749,2,2,2023-10-31T00:22:44Z,160000,False,,,0,,K. Love shooting personal FOUL (1 PF) (Antetokounmpo 1 FT),"[201567, 203507]",1610612748.0,MIA,shooting,,,Love,K. Love,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1199.0,1.0,0.0,Antetokounmpo,203507.0,,,,,,,,,
