actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
345,PT12M00.00S,2024-03-31T23:21:59.5Z,3,REGULAR,substitution,out,['startperiod'],1626153,,,1610612764,59,66,2024-03-31T23:22:13Z,3390000,False,,,0,,SUB out: D. Wright,[1626153],1610612748.0,MIA,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT12M00.00S,2024-03-31T23:21:59.5Z,3,REGULAR,substitution,in,['startperiod'],1628963,,,1610612764,59,66,2024-03-31T23:22:13Z,3400000,False,,,0,,SUB in: M. Bagley III,[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT12M00.00S,2024-03-31T23:21:59.5Z,3,REGULAR,substitution,in,['startperiod'],1629130,,,1610612764,59,66,2024-03-31T23:22:13Z,3410000,False,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT12M00.00S,2024-03-31T23:22:20.4Z,3,REGULAR,period,start,[],0,,,1610612764,59,66,2024-03-31T23:22:20Z,3420000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT11M48.00S,2024-03-31T23:22:35.1Z,3,REGULAR,foul,personal,[],1628389,,,1610612764,59,66,2024-03-31T23:22:41Z,3430000,False,,,0,,B. Adebayo personal FOUL (2 PF),"[1628389, 1630166]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,203593.0,2.0,0.0,Avdija,1630166.0
351,PT11M42.00S,2024-03-31T23:22:58.7Z,3,REGULAR,3pt,Jump Shot,[],1631116,20.05584756898817,97.54901960784314,1610612764,59,66,2024-03-31T23:23:02Z,3450000,False,-238.0,136.0,1,left,MISS P. Baldwin Jr. 27' 3PT,[1631116],1610612764.0,WAS,,,,Baldwin Jr.,P. Baldwin Jr.,,,,,Above the Break 3,24+ Left Center,27.39,Missed,,,,,,,,,,,,,,,,,,
352,PT11M39.00S,2024-03-31T23:23:01.7Z,3,REGULAR,rebound,defensive,[],202710,,,1610612748,59,66,2024-03-31T23:23:02Z,3460000,False,,,0,,J. Butler REBOUND (Off:1 Def:3),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Above the Break 3,24+ Left Center,,,351.0,4.0,3.0,1.0,,,,,,,,,,,,,,
353,PT11M18.00S,2024-03-31T23:23:22.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202710,93.11760840998686,39.950980392156865,1610612748,59,66,2024-03-31T23:23:27Z,3470000,False,-50.0,12.0,1,right,MISS J. Butler driving Layup,[202710],1610612748.0,MIA,driving,,,Butler,J. Butler,,,,,In The Paint (Non-RA),0-8 Center,5.17,Missed,,,,,,,,,,,,,,,,,,
354,PT11M15.00S,2024-03-31T23:23:25.6Z,3,REGULAR,rebound,defensive,[],1630166,,,1610612764,59,66,2024-03-31T23:23:27Z,3480000,False,,,0,,D. Avdija REBOUND (Off:0 Def:4),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,,,353.0,4.0,4.0,0.0,,,,,,,,,,,,,,
355,PT11M10.00S,2024-03-31T23:23:33.7Z,3,REGULAR,turnover,out-of-bounds,[],1631116,,,1610612764,59,66,2024-03-31T23:23:40Z,3490000,False,,,0,,P. Baldwin Jr. step out-of-bounds TURNOVER (1 TO),[1631116],1610612764.0,WAS,step,,,Baldwin Jr.,P. Baldwin Jr.,,,,,Left Corner 3,24+ Left,,,,,,,1.0,,,,,,,,,202901.0,,,,
356,PT10M55.00S,2024-03-31T23:24:04.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1626179,67.62483574244416,61.274509803921575,1610612748,59,66,2024-03-31T23:24:08Z,3500000,False,56.0,252.0,1,right,MISS T. Rozier 25' 3PT,[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Center,25.8,Missed,,,,,,,,,,,,,,,,,,
357,PT10M53.00S,2024-03-31T23:24:06.0Z,3,REGULAR,rebound,defensive,[],1629673,,,1610612764,59,66,2024-03-31T23:24:08Z,3510000,False,,,0,,J. Poole REBOUND (Off:0 Def:2),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Center,,,356.0,2.0,2.0,0.0,,,,,,,,,,,,,,
358,PT10M48.00S,2024-03-31T23:24:10.5Z,3,REGULAR,turnover,lost ball,[],1630166,,,1610612764,59,66,2024-03-31T23:24:16Z,3520000,False,,,0,,D. Avdija lost ball TURNOVER (2 TO),"[1630166, 1628389]",1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2.0,Adebayo,1628389.0,,,,,,,,,,,
359,PT10M48.00S,2024-03-31T23:24:10.5Z,3,REGULAR,steal,,[],1628389,,,1610612748,59,66,2024-03-31T23:34:24Z,3530000,False,,,0,,B. Adebayo STEAL (1 STL),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
360,PT10M43.00S,2024-03-31T23:24:15.6Z,3,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1629130,73.40670170827858,87.00980392156863,1610612748,59,69,2024-03-31T23:27:47Z,3540000,False,185.0,197.0,1,right,D. Robinson 27' 3PT running pullup (3 PTS) (N. Jovic 3 AST),"[1629130, 1631107]",1610612748.0,MIA,running pullup,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Right Center,27.06,Made,,,,,,,,3.0,,,N. Jovic,1631107.0,3.0,,,,,
362,PT10M19.00S,2024-03-31T23:24:39.3Z,3,REGULAR,3pt,Jump Shot,[],1631116,11.777266754270697,4.6568627450980395,1610612764,59,69,2024-03-31T23:24:43Z,3560000,False,227.0,58.0,1,left,MISS P. Baldwin Jr. 3PT,[1631116],1610612764.0,WAS,,,,Baldwin Jr.,P. Baldwin Jr.,,,,,Right Corner 3,24+ Right,23.41,Missed,,,,,,,,,,,,,,,,,,
363,PT10M16.00S,2024-03-31T23:24:42.3Z,3,REGULAR,rebound,defensive,[],1628389,,,1610612748,59,69,2024-03-31T23:24:43Z,3570000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:6),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Right Corner 3,24+ Right,,,362.0,6.0,6.0,0.0,,,,,,,,,,,,,,
364,PT10M11.00S,2024-03-31T23:24:47.6Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629130,68.67608409986859,88.23529411764706,1610612748,59,72,2024-03-31T23:28:28Z,3580000,False,191.0,242.0,1,right,D. Robinson 30' 3PT running (6 PTS) (B. Adebayo 2 AST),"[1629130, 1628389]",1610612748.0,MIA,running,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Right Center,30.83,Made,,,,,,,,6.0,,,B. Adebayo,1628389.0,2.0,,,,,
366,PT10M11.00S,2024-03-31T23:24:51.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,59,72,2024-03-31T23:24:51Z,3600000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,PT09M57.00S,2024-03-31T23:27:56.7Z,3,REGULAR,foul,personal,['2freethrow'],1629130,,,1610612764,59,72,2024-03-31T23:28:09Z,3610000,False,,,0,,D. Robinson shooting personal FOUL (2 PF) (Kispert 2 FT),"[1629130, 1630557]",1610612748.0,MIA,shooting,,,Robinson,D. Robinson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,202901.0,2.0,0.0,Kispert,1630557.0
369,PT09M57.00S,2024-03-31T23:28:17.9Z,3,REGULAR,freethrow,1 of 2,[],1630557,,,1610612764,59,72,2024-03-31T23:28:44Z,3630000,False,,,0,,MISS C. Kispert Free Throw 1 of 2,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
370,PT09M57.00S,2024-03-31T23:28:17.9Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612764,59,72,2024-03-31T23:28:44Z,3640000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,369.0,,,,,,,,,,,,,,,,,
371,PT09M57.00S,2024-03-31T23:28:17.9Z,3,REGULAR,freethrow,2 of 2,[],1630557,,,1610612764,60,72,2024-03-31T23:28:44Z,3650000,False,,,0,,C. Kispert Free Throw 2 of 2 (5 PTS),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,Made,,,,,,,,5.0,,,,,,,,,,
372,PT09M43.00S,2024-03-31T23:28:50.4Z,3,REGULAR,turnover,bad pass,[],1628389,,,1610612748,60,72,2024-03-31T23:28:57Z,3660000,False,,,0,,B. Adebayo bad pass TURNOVER (2 TO),"[1628389, 1630166]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Right Center,,,,,,,2.0,Avdija,1630166.0,,,,,,,,,,,
373,PT09M43.00S,2024-03-31T23:28:50.4Z,3,REGULAR,steal,,[],1630166,,,1610612764,60,72,2024-03-31T23:28:52Z,3670000,False,,,0,,D. Avdija STEAL (1 STL),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
540,PT09M32.00S,2024-03-31T23:29:03.1Z,3,REGULAR,turnover,lost ball,[],1630557,,,1610612764,60,72,2024-03-31T23:56:31Z,3685000,False,,,0,,C. Kispert lost ball TURNOVER (1 TO),"[1630557, 1626179]",1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Restricted Area,0-8 Center,,,,,,,1.0,Rozier,1626179.0,,,,,,,,,,,
541,PT09M32.00S,2024-03-31T23:29:03.1Z,3,REGULAR,steal,,[],1626179,,,1610612748,60,72,2024-03-31T23:56:31Z,3692500,False,,,0,,T. Rozier STEAL (3 STL),[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
376,PT09M18.00S,2024-03-31T23:29:15.9Z,3,REGULAR,turnover,lost ball,[],1628389,,,1610612748,60,72,2024-03-31T23:30:42Z,3700000,False,,,0,,B. Adebayo lost ball TURNOVER (3 TO),"[1628389, 1630557]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,16-24 Left Center,,,,,,,3.0,Kispert,1630557.0,,,,,,,,,,,
377,PT09M18.00S,2024-03-31T23:29:15.9Z,3,REGULAR,steal,,[],1630557,,,1610612764,60,72,2024-03-31T23:29:17Z,3710000,False,,,0,,C. Kispert STEAL (2 STL),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
378,PT09M00.00S,2024-03-31T23:29:33.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1631116,22.552562417871222,91.91176470588235,1610612764,60,72,2024-03-31T23:29:39Z,3720000,False,-210.0,159.0,1,left,MISS P. Baldwin Jr. 26' 3PT,[1631116],1610612764.0,WAS,,,,Baldwin Jr.,P. Baldwin Jr.,,,,,Above the Break 3,24+ Left Center,26.34,Missed,,,,,,,,,,,,,,,,,,
379,PT08M57.00S,2024-03-31T23:29:36.3Z,3,REGULAR,rebound,defensive,[],1631107,,,1610612748,60,72,2024-03-31T23:29:39Z,3730000,False,,,0,,N. Jovic REBOUND (Off:2 Def:5),[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,Above the Break 3,24+ Left Center,,,378.0,7.0,5.0,2.0,,,,,,,,,,,,,,
380,PT08M50.00S,2024-03-31T23:29:47.2Z,3,REGULAR,foul,personal,[],1630166,,,1610612748,60,72,2024-03-31T23:29:55Z,3740000,False,,,0,,D. Avdija personal FOUL (1 PF),"[1630166, 1628389]",1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,203593.0,1.0,0.0,Adebayo,1628389.0
382,PT08M41.00S,2024-03-31T23:30:13.9Z,3,REGULAR,3pt,Jump Shot,[],1631107,72.09264126149803,90.19607843137256,1610612748,60,75,2024-03-31T23:31:29Z,3760000,False,201.0,210.0,1,right,N. Jovic 29' 3PT step back (12 PTS) (B. Adebayo 3 AST),"[1631107, 1628389]",1610612748.0,MIA,step back,,,Jovic,N. Jovic,,,,,Above the Break 3,24+ Right Center,29.05,Made,,,,,,,,12.0,,,B. Adebayo,1628389.0,3.0,,,,,
383,PT08M29.00S,2024-03-31T23:30:26.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,6.521024967148489,53.92156862745098,1610612764,62,75,2024-03-31T23:32:20Z,3770000,False,-20.0,9.0,1,left,J. Poole driving finger roll Layup (17 PTS) (D. Avdija 3 AST),"[1629673, 1630166]",1610612764.0,WAS,driving finger roll,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,2.15,Made,,,,,,,,17.0,,,D. Avdija,1630166.0,3.0,,,,,
385,PT08M21.00S,2024-03-31T23:30:33.4Z,3,REGULAR,3pt,Jump Shot,[],1626179,94.82588699080158,1.9607843137254901,1610612748,62,78,2024-03-31T23:30:37Z,3790000,False,-240.0,-4.0,1,right,T. Rozier 24' 3PT  (23 PTS) (B. Adebayo 4 AST),"[1626179, 1628389]",1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,Left Corner 3,24+ Left,24.02,Made,,,,,,,,23.0,,,B. Adebayo,1628389.0,4.0,,,,,
387,PT08M10.00S,2024-03-31T23:30:44.3Z,3,REGULAR,3pt,Jump Shot,[],1630166,31.750985545335087,14.215686274509803,1610612764,62,78,2024-03-31T23:30:49Z,3810000,False,179.0,246.0,1,left,MISS D. Avdija 30' 3PT,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Right Center,30.42,Missed,,,,,,,,,,,,,,,,,,
388,PT08M08.00S,2024-03-31T23:30:46.3Z,3,REGULAR,rebound,defensive,[],1626179,,,1610612748,62,78,2024-03-31T23:30:49Z,3820000,False,,,0,,T. Rozier REBOUND (Off:0 Def:3),[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Right Center,,,387.0,3.0,3.0,0.0,,,,,,,,,,,,,,
389,PT07M49.00S,2024-03-31T23:31:06.5Z,3,REGULAR,3pt,Jump Shot,[],1629130,81.553876478318,92.64705882352942,1610612748,62,78,2024-03-31T23:31:11Z,3830000,False,213.0,121.0,1,right,MISS D. Robinson 24' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Right Center,24.51,Missed,,,,,,,,,,,,,,,,,,
390,PT07M46.00S,2024-03-31T23:31:09.5Z,3,REGULAR,rebound,defensive,[],1630166,,,1610612764,62,78,2024-03-31T23:31:11Z,3840000,False,,,0,,D. Avdija REBOUND (Off:0 Def:5),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Right Center,,,389.0,5.0,5.0,0.0,,,,,,,,,,,,,,
391,PT07M37.00S,2024-03-31T23:31:17.9Z,3,REGULAR,3pt,Jump Shot,[],1629673,21.895532194480946,94.36274509803921,1610612764,62,78,2024-03-31T23:31:23Z,3850000,False,-222.0,153.0,1,left,MISS J. Poole 26' 3PT,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,26.96,Missed,,,,,,,,,,,,,,,,,,
392,PT07M32.00S,2024-03-31T23:31:22.9Z,3,REGULAR,rebound,offensive,[],1628963,,,1610612764,62,78,2024-03-31T23:31:23Z,3860000,False,,,0,,M. Bagley III REBOUND (Off:3 Def:2),[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,Above the Break 3,24+ Left Center,,,391.0,5.0,2.0,3.0,,,,,,,,,,,,,,
393,PT07M31.00S,2024-03-31T23:31:23.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628963,7.178055190538765,53.431372549019606,1610612764,62,78,2024-03-31T23:31:30Z,3870000,False,-17.0,15.0,1,left,MISS M. Bagley III tip Layup,[1628963],1610612764.0,WAS,tip,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,2.28,Missed,,,,,,,,,,,,,,,,,,
394,PT07M29.00S,2024-03-31T23:31:25.5Z,3,REGULAR,rebound,defensive,[],1628389,,,1610612748,62,78,2024-03-31T23:31:25Z,3880000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:7),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,393.0,7.0,7.0,0.0,,,,,,,,,,,,,,
398,PT07M24.00S,2024-03-31T23:31:39.3Z,3,REGULAR,turnover,out-of-bounds,[],1628389,,,1610612748,62,78,2024-03-31T23:36:29Z,3945000,False,,,0,,B. Adebayo bad pass out-of-bounds TURNOVER (4 TO),[1628389],1610612748.0,MIA,bad pass,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,4.0,,,,,,,,,202901.0,,,,
399,PT07M24.00S,2024-03-31T23:31:40.9Z,3,REGULAR,substitution,out,[],1631116,,,1610612764,62,78,2024-03-31T23:37:04Z,3947500,False,,,0,,SUB out: P. Baldwin Jr.,[1631116],1610612764.0,WAS,,,,Baldwin Jr.,P. Baldwin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
400,PT07M24.00S,2024-03-31T23:31:40.9Z,3,REGULAR,substitution,in,[],1630215,,,1610612764,62,78,2024-03-31T23:37:04Z,3948750,False,,,0,,SUB in: J. Butler,[1630215],1610612764.0,WAS,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
401,PT07M11.00S,2024-03-31T23:32:00.2Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630557,7.703679369250986,54.166666666666664,1610612764,64,78,2024-03-31T23:39:17Z,3950000,False,-21.0,20.0,1,left,C. Kispert driving DUNK (7 PTS) (J. Butler 5 AST),"[1630557, 1630215]",1610612764.0,WAS,driving,,,Kispert,C. Kispert,,,,,Restricted Area,0-8 Center,2.88,Made,,,,,,,,7.0,,,J. Butler,1630215.0,5.0,,,,,
403,PT06M54.00S,2024-03-31T23:32:17.5Z,3,REGULAR,3pt,Jump Shot,[],1631107,79.84559789750328,5.147058823529411,1610612748,64,78,2024-03-31T23:39:34Z,3970000,False,-224.0,137.0,1,right,MISS N. Jovic 26' 3PT,[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,Above the Break 3,24+ Left Center,26.28,Missed,,,,,,,,,,,,,,,,,,
404,PT06M51.00S,2024-03-31T23:32:20.5Z,3,REGULAR,rebound,defensive,[],1628963,,,1610612764,64,78,2024-03-31T23:32:23Z,3980000,False,,,0,,M. Bagley III REBOUND (Off:3 Def:3),[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,Above the Break 3,24+ Left Center,,,403.0,6.0,3.0,3.0,,,,,,,,,,,,,,
405,PT06M45.00S,2024-03-31T23:32:26.9Z,3,REGULAR,3pt,Jump Shot,[],1630215,7.046649145860711,3.6764705882352944,1610612764,67,78,2024-03-31T23:32:31Z,3990000,False,232.0,14.0,1,left,J. Butler 3PT  (9 PTS) (D. Avdija 4 AST),"[1630215, 1630166]",1610612764.0,WAS,,,,Butler,J. Butler,,,,,Right Corner 3,24+ Right,23.2,Made,,,,,,,,9.0,,,D. Avdija,1630166.0,4.0,,,,,
407,PT06M32.00S,2024-03-31T23:32:39.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631107,92.59198423127464,45.83333333333333,1610612748,67,78,2024-03-31T23:40:10Z,4010000,False,-21.0,17.0,1,right,MISS N. Jovic driving floating Shot,[1631107],1610612748.0,MIA,driving floating,,,Jovic,N. Jovic,,,,,Restricted Area,0-8 Center,2.69,Missed,,,,,,,,,,,,,,,,,,
408,PT06M31.00S,2024-03-31T23:32:40.2Z,3,REGULAR,rebound,defensive,[],1628963,,,1610612764,67,78,2024-03-31T23:32:43Z,4020000,False,,,0,,M. Bagley III REBOUND (Off:3 Def:4),[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,,,407.0,7.0,4.0,3.0,,,,,,,,,,,,,,
409,PT06M28.00S,2024-03-31T23:32:44.0Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629673,32.802233902759525,23.52941176470588,1610612764,67,78,2024-03-31T23:40:26Z,4030000,False,132.0,256.0,1,left,MISS J. Poole 28' running pullup 3PT,[1629673],1610612764.0,WAS,running pullup,,,Poole,J. Poole,,,,,Above the Break 3,24+ Right Center,28.8,Missed,,,,,,,,,,,,,,,,,,
410,PT06M23.00S,2024-03-31T23:32:49.0Z,3,REGULAR,rebound,defensive,[],1628389,,,1610612748,67,78,2024-04-01T01:27:12Z,4040000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:8),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Right Center,,,409.0,8.0,8.0,0.0,,,,,,,,,,,,,,
411,PT06M20.00S,2024-03-31T23:32:55.1Z,3,REGULAR,foul,personal,[],1628963,,,1610612748,67,78,2024-03-31T23:33:03Z,4050000,False,,,0,,M. Bagley III personal FOUL (1 PF),"[1628963, 1628389]",1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,202901.0,1.0,0.0,Adebayo,1628389.0
413,PT06M20.00S,2024-03-31T23:33:04.8Z,3,REGULAR,substitution,out,[],1628963,,,1610612748,67,78,2024-03-31T23:33:08Z,4070000,False,,,0,,SUB out: M. Bagley III,[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT06M20.00S,2024-03-31T23:33:04.8Z,3,REGULAR,substitution,in,[],1630264,,,1610612748,67,78,2024-03-31T23:33:08Z,4080000,False,,,0,,SUB in: A. Gill,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT06M20.00S,2024-03-31T23:33:15.8Z,3,REGULAR,substitution,out,[],1630166,,,1610612748,67,78,2024-03-31T23:33:19Z,4090000,False,,,0,,SUB out: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT06M20.00S,2024-03-31T23:33:15.8Z,3,REGULAR,substitution,in,[],1631098,,,1610612748,67,78,2024-03-31T23:33:19Z,4100000,False,,,0,,SUB in: J. Davis,[1631098],1610612764.0,WAS,,,,Davis,J. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT06M15.00S,2024-03-31T23:33:31.9Z,3,REGULAR,3pt,Jump Shot,[],1629130,78.53153745072274,4.901960784313726,1610612748,67,78,2024-03-31T23:33:37Z,4110000,False,-225.0,149.0,1,right,MISS D. Robinson 27' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Left Center,27.04,Missed,,,,,,,,,,,,,,,,,,
418,PT06M12.00S,2024-03-31T23:33:34.9Z,3,REGULAR,rebound,defensive,[],1631098,,,1610612764,67,78,2024-03-31T23:33:37Z,4120000,False,,,0,,J. Davis REBOUND (Off:1 Def:4),[1631098],1610612764.0,WAS,,,,Davis,J. Davis,,,,,Above the Break 3,24+ Left Center,,,417.0,5.0,4.0,1.0,,,,,,,,,,,,,,
419,PT06M02.00S,2024-03-31T23:33:43.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630264,8.754927726675426,52.69607843137255,1610612764,69,78,2024-03-31T23:33:48Z,4130000,False,-13.0,30.0,1,left,A. Gill alley-oop Layup (14 PTS) (J. Butler 6 AST),"[1630264, 1630215]",1610612764.0,WAS,alley-oop,,,Gill,A. Gill,,,,,Restricted Area,0-8 Center,3.27,Made,,,,,,,,14.0,,,J. Butler,1630215.0,6.0,,,,,
421,PT06M02.00S,2024-03-31T23:33:50.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,69,78,2024-03-31T23:33:50Z,4150000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT06M02.00S,2024-03-31T23:33:52.2Z,3,REGULAR,substitution,out,[],1626179,,,1610612748,69,78,2024-03-31T23:36:41Z,4160000,False,,,0,,SUB out: T. Rozier,[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT06M02.00S,2024-03-31T23:33:52.2Z,3,REGULAR,substitution,in,[],1626153,,,1610612748,69,78,2024-03-31T23:36:41Z,4170000,False,,,0,,SUB in: D. Wright,[1626153],1610612748.0,MIA,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT05M43.00S,2024-03-31T23:37:10.0Z,3,REGULAR,foul,personal,['2freethrow'],1630557,,,1610612748,69,78,2024-03-31T23:37:15Z,4180000,False,,,0,,C. Kispert shooting personal FOUL (2 PF) (Adebayo 2 FT),"[1630557, 1628389]",1610612764.0,WAS,shooting,,,Kispert,C. Kispert,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1626300.0,2.0,0.0,Adebayo,1628389.0
427,PT05M43.00S,2024-03-31T23:37:44.6Z,3,REGULAR,freethrow,1 of 2,[],1628389,,,1610612748,69,78,2024-03-31T23:37:44Z,4200000,False,,,0,,MISS B. Adebayo Free Throw 1 of 2,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
428,PT05M43.00S,2024-03-31T23:37:44.6Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,69,78,2024-03-31T23:37:44Z,4210000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,427.0,,,,,,,,,,,,,,,,,
429,PT05M43.00S,2024-03-31T23:38:04.2Z,3,REGULAR,freethrow,2 of 2,[],1628389,,,1610612748,69,79,2024-03-31T23:38:04Z,4220000,False,,,0,,B. Adebayo Free Throw 2 of 2 (14 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,,,,,,,,14.0,,,,,,,,,,
