actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-04-03T23:11:14.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-04-03T23:11:14Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2024-04-03T23:11:16.6Z,1,REGULAR,jumpball,recovered,[],2544,,,1610612747,0,0,2024-04-03T23:11:16Z,40000,False,,,0,,Jump Ball A. Davis vs. T. Vukcevic: Tip to L. James,"[2544, 203076, 1641774]",1610612747.0,LAL,startperiod,L. James,2544.0,James,L. James,Davis,203076.0,Vukcevic,1641774.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2024-04-03T23:11:29.5Z,1,REGULAR,3pt,Jump Shot,[],1630559,31.882391590013142,78.92156862745098,1610612747,0,0,2024-04-03T23:11:34Z,70000,False,-145.0,247.0,1,left,MISS A. Reaves 28' 3PT,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Left Center,28.64,Missed,,,,,,,,,,,,,,,,,,
8,PT11M41.00S,2024-04-03T23:11:32.5Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,0,0,2024-04-03T23:11:34Z,80000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:1),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Left Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M31.00S,2024-04-03T23:11:43.3Z,1,REGULAR,3pt,Jump Shot,[],1630166,68.01905387647832,31.372549019607842,1610612764,3,0,2024-04-03T23:11:48Z,90000,False,-93.0,248.0,1,right,D. Avdija 26' 3PT pullup (3 PTS),[1630166],1610612764.0,WAS,pullup,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Left Center,26.5,Made,,,,,3.0,,,,,,,,,,,,,
10,PT11M18.00S,2024-04-03T23:11:56.5Z,1,REGULAR,2pt,Jump Shot,[],1629060,10.068988173455978,32.84313725490196,1610612747,3,2,2024-04-03T23:12:02Z,100000,False,86.0,42.0,1,left,R. Hachimura 9' turnaround fadeaway Jump Shot (2 PTS),[1629060],1610612747.0,LAL,turnaround fadeaway,,,Hachimura,R. Hachimura,,,,,Mid-Range,8-16 Right,9.56,Made,,,,,2.0,,,,,,,,,,,,,
11,PT11M00.00S,2024-04-03T23:12:12.7Z,1,REGULAR,3pt,Jump Shot,[],1629673,68.01905387647832,16.911764705882355,1610612764,6,2,2024-04-03T23:12:16Z,110000,False,-165.0,248.0,1,right,J. Poole 29' 3PT  (3 PTS) (D. Avdija 1 AST),"[1629673, 1630166]",1610612764.0,WAS,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,29.82,Made,,,,,3.0,D. Avdija,1630166.0,1.0,,,,,,,,,,
13,PT10M45.00S,2024-04-03T23:12:27.8Z,1,REGULAR,2pt,Jump Shot,[],1629060,10.85742444152431,14.950980392156863,1610612747,6,2,2024-04-03T23:12:34Z,130000,False,175.0,50.0,1,left,MISS R. Hachimura 18' Jump Shot,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Mid-Range,16-24 Right,18.21,Missed,,,,,,,,,,,,,,,,,,
14,PT10M43.00S,2024-04-03T23:12:29.8Z,1,REGULAR,rebound,offensive,[],1630559,,,1610612747,6,2,2024-04-03T23:12:34Z,140000,False,,,0,,A. Reaves REBOUND (Off:1 Def:0),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Mid-Range,16-24 Right,,,13.0,1.0,0.0,1.0,,,,,,,,,,,,,,
15,PT10M37.00S,2024-04-03T23:12:37.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203076,10.33180026281209,51.9607843137255,1610612747,6,2,2024-04-03T23:12:42Z,150000,False,-10.0,45.0,1,left,MISS A. Davis floating Shot,[203076],1610612747.0,LAL,floating,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,4.57,Missed,,,,,,,,,,,,,,,,,,
