actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2023-11-21T00:12:08.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-11-21T00:12:08Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-11-21T00:12:10.7Z,1,REGULAR,jumpball,recovered,[],1629673,,,1610612764,0,0,2023-11-21T00:12:10Z,40000,False,,,0,,Jump Ball D. Gafford vs. B. Lopez: Tip to J. Poole,"[1629673, 1629655, 201572]",1610612764.0,WAS,startperiod,J. Poole,1629673.0,Poole,J. Poole,Gafford,1629655.0,Lopez,201572.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2023-11-21T00:12:24.0Z,1,REGULAR,2pt,Jump Shot,[],1629673,13.87976346911958,72.30392156862744,1610612764,0,0,2023-11-21T00:12:31Z,70000,False,-112.0,78.0,1,left,MISS J. Poole 13' floating Shot,[1629673],1610612764.0,WAS,floating,,,Poole,J. Poole,,,,,Mid-Range,8-16 Left,13.61,Missed,,,,,,,,,,,,,,,,,,
8,PT11M40.00S,2023-11-21T00:12:27.0Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,0,0,2023-11-21T00:12:31Z,80000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,8-16 Left,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M34.00S,2023-11-21T00:12:32.9Z,1,REGULAR,3pt,Jump Shot,[],203114,93.77463863337714,3.431372549019608,1610612749,0,0,2023-11-21T00:12:39Z,90000,False,-233.0,6.0,1,right,MISS K. Middleton 3PT,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,Left Corner 3,24+ Left,23.29,Missed,,,,,,,,,,,,,,,,,,
10,PT11M30.00S,2023-11-21T00:12:36.9Z,1,REGULAR,rebound,defensive,[],1626145,,,1610612764,0,0,2023-11-21T00:16:46Z,100000,False,,,0,,T. Jones REBOUND (Off:0 Def:1),[1626145],1610612764.0,WAS,,,,Jones,T. Jones,,,,,Left Corner 3,24+ Left,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M25.00S,2023-11-21T00:12:42.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628398,10.463206307490145,51.470588235294116,1610612764,2,0,2023-11-21T00:13:45Z,110000,False,-7.0,46.0,1,left,K. Kuzma driving Hook (2 PTS),[1628398],1610612764.0,WAS,driving,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,4.65,Made,,,,,2.0,,,,,,,,,,,,,
12,PT11M04.00S,2023-11-21T00:13:02.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203081,82.7365308804205,37.5,1610612749,2,0,2023-11-21T00:14:44Z,120000,False,-62.0,110.0,1,right,MISS D. Lillard 12' step back Shot,[203081],1610612749.0,MIL,step back,,,Lillard,D. Lillard,,,,,In The Paint (Non-RA),8-16 Center,12.63,Missed,,,,,,,,,,,,,,,,,,
13,PT11M02.00S,2023-11-21T00:13:04.5Z,1,REGULAR,rebound,defensive,[],1629655,,,1610612764,2,0,2023-11-21T00:13:14Z,130000,False,,,0,,D. Gafford REBOUND (Off:0 Def:1),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),8-16 Center,,,12.0,1.0,1.0,0.0,,,,,,,,,,,,,,
14,PT10M57.00S,2023-11-21T00:13:10.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630166,8.754927726675426,51.470588235294116,1610612764,4,0,2023-11-21T00:15:24Z,140000,False,-7.0,30.0,1,left,D. Avdija running Layup (2 PTS),[1630166],1610612764.0,WAS,running,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,3.07,Made,,,,,2.0,,,,,,,,,,,,,
