actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
185,PT12M00.00S,2024-04-12T23:45:06.7Z,2,REGULAR,substitution,out,['startperiod'],1630264,,,1610612741,40,33,2024-04-12T23:45:22Z,1790000,False,,,0,,SUB out: A. Gill,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT12M00.00S,2024-04-12T23:45:06.7Z,2,REGULAR,substitution,out,['startperiod'],1630647,,,1610612741,40,33,2024-04-12T23:45:22Z,1800000,False,,,0,,SUB out: E. Omoruyi,[1630647],1610612764.0,WAS,,,,Omoruyi,E. Omoruyi,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT12M00.00S,2024-04-12T23:45:06.7Z,2,REGULAR,substitution,in,['startperiod'],1631116,,,1610612741,40,33,2024-04-12T23:45:22Z,1810000,False,,,0,,SUB in: P. Baldwin Jr.,[1631116],1610612764.0,WAS,,,,Baldwin Jr.,P. Baldwin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT12M00.00S,2024-04-12T23:45:06.7Z,2,REGULAR,substitution,in,['startperiod'],1641774,,,1610612741,40,33,2024-04-12T23:45:22Z,1820000,False,,,0,,SUB in: T. Vukcevic,[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT12M00.00S,2024-04-12T23:45:27.4Z,2,REGULAR,period,start,[],0,,,1610612741,40,33,2024-04-12T23:45:27Z,1830000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT11M51.00S,2024-04-12T23:45:36.3Z,2,REGULAR,3pt,Jump Shot,[],1629750,93.24901445466492,95.83333333333334,1610612741,40,33,2024-04-12T23:45:41Z,1840000,False,229.0,11.0,1,right,MISS J. Green 3PT,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,22.95,,,,,,,,,,,
191,PT11M46.00S,2024-04-12T23:45:40.5Z,2,REGULAR,rebound,offensive,[],1629632,,,1610612741,40,33,2024-04-12T23:45:40Z,1850000,False,,,0,,C. White REBOUND (Off:1 Def:2),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Right Corner 3,24+ Right,,,,,,,190.0,,,3.0,2.0,1.0,,,,,,,,
192,PT11M38.00S,2024-04-12T23:45:48.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630929,91.01511169513797,58.333333333333336,1610612741,40,33,2024-04-12T23:51:07Z,1860000,False,42.0,32.0,1,right,MISS H. Drell driving Layup,[1630929],1610612741.0,CHI,driving,,,Drell,H. Drell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,5.26,,,,,,,,,,,
193,PT11M36.00S,2024-04-12T23:45:50.6Z,2,REGULAR,rebound,offensive,[],1641766,,,1610612741,40,33,2024-04-12T23:45:53Z,1870000,False,,,0,,A. Sanogo REBOUND (Off:1 Def:2),[1641766],1610612741.0,CHI,,,,Sanogo,A. Sanogo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,192.0,,,3.0,2.0,1.0,,,,,,,,
194,PT11M36.00S,2024-04-12T23:45:51.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641766,93.51182654402102,43.872549019607845,1610612741,40,33,2024-04-12T23:51:19Z,1880000,False,-31.0,8.0,1,right,MISS A. Sanogo putback Layup,[1641766],1610612741.0,CHI,putback,,,Sanogo,A. Sanogo,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,3.18,,,,,,,,,,,
195,PT11M35.00S,2024-04-12T23:45:52.0Z,2,REGULAR,rebound,offensive,[],1641766,,,1610612741,40,33,2024-04-12T23:51:52Z,1890000,False,,,0,,A. Sanogo REBOUND (Off:2 Def:2),[1641766],1610612741.0,CHI,,,,Sanogo,A. Sanogo,,,,,Restricted Area,0-8 Center,,,,,,,194.0,,,4.0,2.0,2.0,,,,,,,,
196,PT11M35.00S,2024-04-12T23:45:54.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641766,92.46057818659659,45.588235294117645,1610612741,40,33,2024-04-12T23:51:59Z,1900000,False,-22.0,18.0,1,right,MISS A. Sanogo tip Layup,[1641766],1610612741.0,CHI,tip,,,Sanogo,A. Sanogo,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,2.88,,,,,,,,,,,
197,PT11M32.00S,2024-04-12T23:45:57.3Z,2,REGULAR,rebound,defensive,[],1630166,,,1610612764,40,33,2024-04-12T23:51:59Z,1910000,False,,,0,,D. Avdija REBOUND (Off:0 Def:4),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,,,,,196.0,,,4.0,4.0,0.0,,,,,,,,
198,PT11M19.00S,2024-04-12T23:46:06.9Z,2,REGULAR,turnover,lost ball,[],1630166,,,1610612764,40,33,2024-04-12T23:46:19Z,1920000,False,,,0,,D. Avdija lost ball TURNOVER (1 TO),"[1630166, 1630929]",1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,1.0,Drell,1630929.0
199,PT11M19.00S,2024-04-12T23:46:06.9Z,2,REGULAR,steal,,[],1630929,,,1610612741,40,33,2024-04-12T23:46:09Z,1930000,False,,,0,,H. Drell STEAL (1 STL),[1630929],1610612741.0,CHI,,,,Drell,H. Drell,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
200,PT11M15.00S,2024-04-12T23:46:12.0Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628975,80.6340341655716,8.088235294117647,1610612741,40,33,2024-04-12T23:52:42Z,1940000,False,-210.0,130.0,1,right,MISS J. Carter 24' running 3PT,[1628975],1610612741.0,CHI,running,,,Carter,J. Carter,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,24.64,,,,,,,,,,,
201,PT11M14.00S,2024-04-12T23:46:13.0Z,2,REGULAR,rebound,offensive,[],1628975,,,1610612741,40,33,2024-04-12T23:58:51Z,1950000,False,,,0,,J. Carter REBOUND (Off:1 Def:0),[1628975],1610612741.0,CHI,,,,Carter,J. Carter,,,,,Above the Break 3,24+ Left Center,,,,,,,200.0,,,1.0,0.0,1.0,,,,,,,,
266,PT11M12.00S,2024-04-12T23:46:15.6Z,2,REGULAR,turnover,bad pass,[],1628975,,,1610612741,40,33,2024-04-12T23:58:59Z,1955000,False,,,0,,J. Carter bad pass TURNOVER (1 TO),"[1628975, 1630215]",1610612741.0,CHI,,,,Carter,J. Carter,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,1.0,Butler,1630215.0
267,PT11M12.00S,2024-04-12T23:46:15.6Z,2,REGULAR,steal,,[],1630215,,,1610612764,40,33,2024-04-12T23:57:56Z,1957500,False,,,0,,J. Butler STEAL (1 STL),[1630215],1610612764.0,WAS,,,,Butler,J. Butler,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
202,PT11M08.00S,2024-04-12T23:46:19.3Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak', 'fromturnover']",1630551,6.652431011826544,52.20588235294118,1610612764,42,33,2024-04-12T23:57:56Z,1960000,False,-11.0,10.0,1,left,J. Champagnie running DUNK (2 PTS) (J. Butler 4 AST),"[1630551, 1630215]",1610612764.0,WAS,running,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,,,,,,Made,,2.0,1.49,,,,J. Butler,1630215.0,4.0,,,,,
204,PT10M47.00S,2024-04-12T23:46:41.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629750,87.99277266754271,45.34313725490196,1610612741,42,35,2024-04-12T23:54:27Z,1980000,False,-23.0,60.0,1,right,J. Green 6' floating Jump Shot (11 PTS) (J. Carter 3 AST),"[1629750, 1628975]",1610612741.0,CHI,floating,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,,11.0,6.47,,,,J. Carter,1628975.0,3.0,,,,,
206,PT10M47.00S,2024-04-12T23:46:43.9Z,2,REGULAR,foul,personal,['1freethrow'],1630215,,,1610612741,42,35,2024-04-12T23:46:52Z,2000000,False,,,0,,J. Butler shooting personal FOUL (1 PF) (Green 1 FT),"[1630215, 1629750]",1610612764.0,WAS,shooting,,,Butler,J. Butler,,,,,In The Paint (Non-RA),0-8 Center,201638.0,1.0,0.0,Green,1629750.0,,,,,,,,,,,,,,,
208,PT10M47.00S,2024-04-12T23:47:10.6Z,2,REGULAR,freethrow,1 of 1,[],1629750,,,1610612741,42,36,2024-04-12T23:47:10Z,2020000,False,,,0,,J. Green Free Throw 1 of 1 (12 PTS),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,Made,,12.0,,,,,,,,,,,,
209,PT10M31.00S,2024-04-12T23:47:31.3Z,2,REGULAR,3pt,Jump Shot,[],1641774,36.08738501971091,49.01960784313725,1610612764,42,36,2024-04-12T23:47:36Z,2030000,False,5.0,287.0,1,left,MISS T. Vukcevic 28' 3PT,[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,28.67,,,,,,,,,,,
210,PT10M29.00S,2024-04-12T23:47:33.3Z,2,REGULAR,rebound,defensive,[],1630929,,,1610612741,42,36,2024-04-12T23:58:16Z,2040000,False,,,0,,H. Drell REBOUND (Off:0 Def:1),[1630929],1610612741.0,CHI,,,,Drell,H. Drell,,,,,Above the Break 3,24+ Center,,,,,,,209.0,,,1.0,1.0,0.0,,,,,,,,
211,PT10M19.00S,2024-04-12T23:47:44.4Z,2,REGULAR,2pt,Jump Shot,[],1629632,81.8659658344284,20.121017156862745,1610612741,42,38,2024-04-12T23:55:43Z,2050000,False,-149.0,118.0,1,right,C. White 19' fadeaway Jump Shot (6 PTS),[1629632],1610612741.0,CHI,fadeaway,,,White,C. White,,,,,Mid-Range,16-24 Left Center,,,,,,Made,,6.0,19.04,,,,,,,,,,,
212,PT10M03.00S,2024-04-12T23:47:59.5Z,2,REGULAR,3pt,Jump Shot,[],1631116,10.988830486202366,98.52941176470588,1610612764,42,38,2024-04-12T23:48:06Z,2060000,False,-243.0,51.0,1,left,MISS P. Baldwin Jr. 24' 3PT,[1631116],1610612764.0,WAS,,,,Baldwin Jr.,P. Baldwin Jr.,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,24.79,,,,,,,,,,,
213,PT09M57.00S,2024-04-12T23:48:05.5Z,2,REGULAR,rebound,offensive,[],1630551,,,1610612764,42,38,2024-04-12T23:48:06Z,2070000,False,,,0,,J. Champagnie REBOUND (Off:1 Def:1),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Left Corner 3,24+ Left,,,,,,,212.0,,,2.0,1.0,1.0,,,,,,,,
214,PT09M57.00S,2024-04-12T23:48:05.7Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630551,5.590000152587891,50.0,1610612764,42,38,2024-04-12T23:48:09Z,2080000,False,0.0,0.0,1,left,MISS J. Champagnie tip Layup,[1630551],1610612764.0,WAS,tip,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,0.0,,,,,,,,,,,
215,PT09M57.00S,2024-04-12T23:48:05.7Z,2,REGULAR,rebound,defensive,[],1641766,,,1610612741,42,38,2024-04-12T23:48:09Z,2090000,False,,,0,,A. Sanogo REBOUND (Off:2 Def:3),[1641766],1610612741.0,CHI,,,,Sanogo,A. Sanogo,,,,,Restricted Area,0-8 Center,,,,,,,214.0,,,5.0,3.0,2.0,,,,,,,,
216,PT09M53.00S,2024-04-12T23:48:11.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629750,94.03745072273325,95.83333333333334,1610612741,42,41,2024-04-12T23:58:21Z,2100000,False,229.0,4.0,1,right,J. Green 3PT running (15 PTS) (J. Carter 4 AST),"[1629750, 1628975]",1610612741.0,CHI,running,,,Green,J. Green,,,,,Right Corner 3,24+ Right,,,,,,Made,,15.0,22.92,,,,J. Carter,1628975.0,4.0,,,,,
218,PT09M53.00S,2024-04-12T23:48:25.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,42,41,2024-04-12T23:48:25Z,2120000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT09M53.00S,2024-04-12T23:49:13.5Z,2,REGULAR,substitution,out,[],1628975,,,1610612764,42,41,2024-04-12T23:50:36Z,2130000,False,,,0,,SUB out: J. Carter,[1628975],1610612741.0,CHI,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT09M53.00S,2024-04-12T23:49:13.5Z,2,REGULAR,substitution,in,[],1631207,,,1610612764,42,41,2024-04-12T23:50:36Z,2140000,False,,,0,,SUB in: D. Terry,[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT09M37.00S,2024-04-12T23:51:19.7Z,2,REGULAR,turnover,lost ball,[],1631116,,,1610612764,42,41,2024-04-12T23:51:23Z,2150000,False,,,0,,P. Baldwin Jr. lost ball TURNOVER (1 TO),"[1631116, 1641766]",1610612764.0,WAS,,,,Baldwin Jr.,P. Baldwin Jr.,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,1.0,Sanogo,1641766.0
222,PT09M37.00S,2024-04-12T23:51:19.7Z,2,REGULAR,steal,,[],1641766,,,1610612741,42,41,2024-04-12T23:51:21Z,2160000,False,,,0,,A. Sanogo STEAL (1 STL),[1641766],1610612741.0,CHI,,,,Sanogo,A. Sanogo,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
223,PT09M29.00S,2024-04-12T23:51:28.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1641766,94.82588699080158,52.69607843137255,1610612741,42,43,2024-04-12T23:51:34Z,2170000,False,13.0,-4.0,1,right,A. Sanogo cutting Layup (4 PTS) (D. Terry 4 AST),"[1641766, 1631207]",1610612741.0,CHI,cutting,,,Sanogo,A. Sanogo,,,,,Restricted Area,0-8 Center,,,,,,Made,,4.0,1.41,,,,D. Terry,1631207.0,4.0,,,,,
225,PT09M13.00S,2024-04-12T23:51:43.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,7.703679369250986,47.794117647058826,1610612764,44,43,2024-04-12T23:51:47Z,2190000,False,11.0,20.0,1,left,D. Avdija driving Layup (10 PTS),[1630166],1610612764.0,WAS,driving,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,,,,Made,,10.0,2.27,,,,,,,,,,,
226,PT08M55.00S,2024-04-12T23:52:02.7Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1641766,90.22667542706965,61.274509803921575,1610612741,44,43,2024-04-12T23:52:06Z,2200000,False,56.0,39.0,1,right,MISS A. Sanogo 6' Hook,[1641766],1610612741.0,CHI,,,,Sanogo,A. Sanogo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,6.88,,,,,,,,,,,
227,PT08M52.00S,2024-04-12T23:52:04.9Z,2,REGULAR,rebound,defensive,[],1641774,,,1610612764,44,43,2024-04-12T23:52:04Z,2210000,False,,,0,,T. Vukcevic REBOUND (Off:0 Def:1),[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,226.0,,,1.0,1.0,0.0,,,,,,,,
228,PT08M46.00S,2024-04-12T23:52:10.0Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630551,8.360709592641262,55.14705882352941,1610612764,44,43,2024-04-13T00:00:55Z,2220000,False,-26.0,26.0,1,left,MISS J. Champagnie running Layup,[1630551],1610612764.0,WAS,running,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,3.66,,,,,,,,,,,
229,PT08M45.00S,2024-04-12T23:52:11.0Z,2,REGULAR,rebound,defensive,[],1641766,,,1610612741,44,43,2024-04-12T23:52:14Z,2230000,False,,,0,,A. Sanogo REBOUND (Off:2 Def:4),[1641766],1610612741.0,CHI,,,,Sanogo,A. Sanogo,,,,,Restricted Area,0-8 Center,,,,,,,228.0,,,6.0,4.0,2.0,,,,,,,,
230,PT08M42.00S,2024-04-12T23:52:16.6Z,2,REGULAR,turnover,out-of-bounds,[],1631207,,,1610612741,44,43,2024-04-12T23:52:24Z,2240000,False,,,0,,D. Terry lost ball out-of-bounds TURNOVER (1 TO),[1631207],1610612741.0,CHI,lost ball,,,Terry,D. Terry,,,,,Mid-Range,8-16 Left,201245.0,,,,,,,,,,,,,,,,,1.0,,
232,PT08M42.00S,2024-04-12T23:52:20.0Z,2,REGULAR,substitution,out,[],1629632,,,1610612764,44,43,2024-04-12T23:52:30Z,2260000,False,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT08M42.00S,2024-04-12T23:52:20.0Z,2,REGULAR,substitution,out,[],1629750,,,1610612764,44,43,2024-04-12T23:52:30Z,2270000,False,,,0,,SUB out: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT08M42.00S,2024-04-12T23:52:20.0Z,2,REGULAR,substitution,in,[],1628975,,,1610612764,44,43,2024-04-12T23:52:30Z,2280000,False,,,0,,SUB in: J. Carter,[1628975],1610612741.0,CHI,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT08M42.00S,2024-04-12T23:52:20.0Z,2,REGULAR,substitution,in,[],1628470,,,1610612764,44,43,2024-04-12T23:52:30Z,2290000,False,,,0,,SUB in: T. Craig,[1628470],1610612741.0,CHI,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT08M23.00S,2024-04-12T23:53:03.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630215,5.206964520367937,96.56862745098039,1610612764,47,43,2024-04-12T23:53:07Z,2300000,False,-233.0,-4.0,1,left,J. Butler 3PT  (3 PTS) (T. Vukcevic 1 AST),"[1630215, 1641774]",1610612764.0,WAS,,,,Butler,J. Butler,,,,,Left Corner 3,24+ Left,,,,,,Made,,3.0,23.28,,,,T. Vukcevic,1641774.0,1.0,,,,,
265,PT08M03.00S,2024-04-12T23:53:09.4Z,2,REGULAR,turnover,3-second-violation,[],1641766,,,1610612741,47,43,2024-04-12T23:57:48Z,2312500,False,,,0,,A. Sanogo 3-second-violation TURNOVER (1 TO),[1641766],1610612741.0,CHI,,,,Sanogo,A. Sanogo,,,,,In The Paint (Non-RA),8-16 Center,201245.0,,,,,,,,,,,,,,,,,1.0,,
239,PT08M03.00S,2024-04-12T23:53:45.3Z,2,REGULAR,substitution,out,[],1641774,,,1610612764,47,43,2024-04-12T23:57:48Z,2330000,False,,,0,,SUB out: T. Vukcevic,[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT08M03.00S,2024-04-12T23:53:45.3Z,2,REGULAR,substitution,out,[],1630929,,,1610612764,47,43,2024-04-12T23:57:48Z,2340000,False,,,0,,SUB out: H. Drell,[1630929],1610612741.0,CHI,,,,Drell,H. Drell,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT08M03.00S,2024-04-12T23:53:45.3Z,2,REGULAR,substitution,in,[],1630264,,,1610612764,47,43,2024-04-12T23:57:48Z,2350000,False,,,0,,SUB in: A. Gill,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT08M03.00S,2024-04-12T23:53:45.3Z,2,REGULAR,substitution,in,[],1641931,,,1610612764,47,43,2024-04-12T23:57:48Z,2360000,False,,,0,,SUB in: O. Bitim,[1641931],1610612741.0,CHI,,,,Bitim,O. Bitim,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT07M54.00S,2024-04-12T23:53:59.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630215,7.440867279894875,48.28431372549019,1610612764,49,43,2024-04-13T00:03:33Z,2370000,False,9.0,17.0,1,left,J. Butler driving Layup (5 PTS),[1630215],1610612764.0,WAS,driving,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,,,,,,Made,,5.0,1.94,,,,,,,,,,,
244,PT07M33.00S,2024-04-12T23:54:12.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631207,92.32917214191852,59.31372549019608,1610612741,49,45,2024-04-13T00:17:46Z,2380000,False,47.0,20.0,1,right,D. Terry driving Layup (10 PTS) (J. Carter 5 AST),"[1631207, 1628975]",1610612741.0,CHI,driving,,,Terry,D. Terry,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,,10.0,5.06,,,,J. Carter,1628975.0,5.0,,,,,
245,PT07M26.00S,2024-04-12T23:54:23.7Z,2,REGULAR,foul,personal,[],1631207,,,1610612764,49,45,2024-04-12T23:54:30Z,2390000,False,,,0,,D. Terry personal FOUL (2 PF),"[1631207, 1630264]",1610612741.0,CHI,,,,Terry,D. Terry,,,,,In The Paint (Non-RA),0-8 Center,201245.0,2.0,0.0,Gill,1630264.0,,,,,,,,,,,,,,,
247,PT07M26.00S,2024-04-12T23:54:30.8Z,2,REGULAR,substitution,out,[],1630166,,,1610612764,49,45,2024-04-12T23:54:50Z,2410000,False,,,0,,SUB out: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT07M26.00S,2024-04-12T23:54:30.8Z,2,REGULAR,substitution,out,[],1630551,,,1610612764,49,45,2024-04-12T23:54:50Z,2420000,False,,,0,,SUB out: J. Champagnie,[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT07M26.00S,2024-04-12T23:54:30.8Z,2,REGULAR,substitution,out,[],1641766,,,1610612764,49,45,2024-04-12T23:54:50Z,2430000,False,,,0,,SUB out: A. Sanogo,[1641766],1610612741.0,CHI,,,,Sanogo,A. Sanogo,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT07M26.00S,2024-04-12T23:54:30.8Z,2,REGULAR,substitution,in,[],1631098,,,1610612764,49,45,2024-04-12T23:54:50Z,2440000,False,,,0,,SUB in: J. Davis,[1631098],1610612764.0,WAS,,,,Davis,J. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT07M26.00S,2024-04-12T23:54:30.8Z,2,REGULAR,substitution,in,[],1630557,,,1610612764,49,45,2024-04-12T23:54:50Z,2450000,False,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT07M26.00S,2024-04-12T23:54:30.8Z,2,REGULAR,substitution,in,[],1629750,,,1610612764,49,45,2024-04-12T23:54:50Z,2460000,False,,,0,,SUB in: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT07M13.00S,2024-04-12T23:55:07.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631116,9.674770039421814,40.931372549019606,1610612764,51,45,2024-04-13T00:17:59Z,2470000,False,45.0,38.0,1,left,P. Baldwin Jr. driving Layup (5 PTS) (J. Butler 5 AST),"[1631116, 1630215]",1610612764.0,WAS,driving,,,Baldwin Jr.,P. Baldwin Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,,5.0,5.94,,,,J. Butler,1630215.0,5.0,,,,,
254,PT06M58.00S,2024-04-12T23:55:21.7Z,2,REGULAR,3pt,Jump Shot,[],1628975,93.9060446780552,93.87254901960785,1610612741,51,45,2024-04-12T23:56:15Z,2480000,False,219.0,5.0,1,right,MISS J. Carter 3PT,[1628975],1610612741.0,CHI,,,,Carter,J. Carter,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,21.95,,,,,,,,,,,
256,PT06M58.00S,2024-04-12T23:55:21.7Z,2,REGULAR,rebound,offensive,[],1629750,,,1610612741,51,45,2024-04-12T23:56:15Z,2490000,False,,,0,,J. Green REBOUND (Off:2 Def:1),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,Right Corner 3,24+ Right,,,,,,,254.0,,,3.0,1.0,2.0,,,,,,,,
258,PT06M54.00S,2024-04-12T23:55:26.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629750,91.01511169513797,40.68627450980392,1610612741,51,47,2024-04-13T00:05:19Z,2510000,False,-47.0,32.0,1,right,J. Green putback Layup (17 PTS),[1629750],1610612741.0,CHI,putback,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,,17.0,5.65,,,,,,,,,,,
259,PT06M30.00S,2024-04-12T23:55:49.4Z,2,REGULAR,3pt,Jump Shot,[],1630215,26.231931668856767,15.686274509803921,1610612764,51,47,2024-04-13T00:05:33Z,2520000,False,172.0,194.0,1,left,MISS J. Butler 25' step back 3PT,[1630215],1610612764.0,WAS,step back,,,Butler,J. Butler,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,25.91,,,,,,,,,,,
260,PT06M30.00S,2024-04-12T23:55:49.4Z,2,REGULAR,rebound,defensive,[],1628470,,,1610612741,51,47,2024-04-12T23:56:25Z,2530000,False,,,0,,T. Craig REBOUND (Off:0 Def:2),[1628470],1610612741.0,CHI,,,,Craig,T. Craig,,,,,Above the Break 3,24+ Right Center,,,,,,,259.0,,,2.0,2.0,0.0,,,,,,,,
261,PT06M22.00S,2024-04-12T23:55:58.4Z,2,REGULAR,3pt,Jump Shot,[],1628470,68.67608409986859,23.284313725490197,1610612741,51,50,2024-04-12T23:56:28Z,2540000,False,-134.0,242.0,1,right,T. Craig 27' 3PT  (3 PTS) (D. Terry 5 AST),"[1628470, 1631207]",1610612741.0,CHI,,,,Craig,T. Craig,,,,,Above the Break 3,24+ Left Center,,,,,,Made,,3.0,27.63,,,,D. Terry,1631207.0,5.0,,,,,
263,PT06M14.00S,2024-04-12T23:56:12.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,51,50,2024-04-12T23:56:12Z,2560000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT06M00.00S,2024-04-12T23:59:45.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630264,11.645860709592641,44.85294117647059,1610612764,53,50,2024-04-13T00:06:32Z,2580000,False,26.0,57.0,1,left,A. Gill 6' cutting Layup (4 PTS) (J. Butler 6 AST),"[1630264, 1630215]",1610612764.0,WAS,cutting,,,Gill,A. Gill,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,,4.0,6.25,,,,J. Butler,1630215.0,6.0,,,,,
