actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotDistance,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
90,PT04M39.00S,2024-02-25T23:25:32.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627747,7.046649145860711,50.73529411764706,1610612739,21,14,2024-02-25T23:25:37Z,890000,False,-4.0,14.0,1,left,C. LeVert driving Layup (2 PTS),[1627747],1610612739.0,CLE,driving,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,,,,,1.42,,,,,,,,
91,PT04M29.00S,2024-02-25T23:25:45.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626158,95.0886990801577,44.85294117647059,1610612764,23,14,2024-02-25T23:25:53Z,900000,False,-26.0,-6.0,1,right,R. Holmes alley-oop Layup (2 PTS) (T. Jones 5 AST),"[1626158, 1626145]",1610612764.0,WAS,alley-oop,,,Holmes,R. Holmes,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,,,,,2.65,,,T. Jones,1626145.0,5.0,,,
93,PT04M29.00S,2024-02-25T23:25:47.0Z,1,REGULAR,foul,personal,['1freethrow'],1628386,,,1610612764,23,14,2024-02-25T23:25:56Z,920000,False,,,0,,J. Allen shooting personal FOUL (1 PF) (Holmes 1 FT),"[1628386, 1626158]",1610612739.0,CLE,shooting,,,Allen,J. Allen,,,,,In The Paint (Non-RA),0-8 Center,1193.0,1.0,0.0,Holmes,1626158.0,,,,,,,,,,,,,,,
95,PT04M29.00S,2024-02-25T23:25:57.4Z,1,REGULAR,substitution,out,[],1629013,,,1610612764,23,14,2024-02-25T23:26:50Z,940000,False,,,0,,SUB out: L. Shamet,[1629013],1610612764.0,WAS,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M29.00S,2024-02-25T23:25:57.4Z,1,REGULAR,substitution,out,[],1629622,,,1610612764,23,14,2024-02-25T23:26:50Z,950000,False,,,0,,SUB out: M. Strus,[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M29.00S,2024-02-25T23:25:57.4Z,1,REGULAR,substitution,in,[],1631098,,,1610612764,23,14,2024-02-25T23:26:50Z,960000,False,,,0,,SUB in: J. Davis,[1631098],1610612764.0,WAS,,,,Davis,J. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M29.00S,2024-02-25T23:25:57.4Z,1,REGULAR,substitution,in,[],1630171,,,1610612764,23,14,2024-02-25T23:26:50Z,970000,False,,,0,,SUB in: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M29.00S,2024-02-25T23:26:17.1Z,1,REGULAR,freethrow,1 of 1,[],1626158,,,1610612764,24,14,2024-02-25T23:26:17Z,980000,False,,,0,,R. Holmes Free Throw 1 of 1 (3 PTS),[1626158],1610612764.0,WAS,,,,Holmes,R. Holmes,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
100,PT04M14.00S,2024-02-25T23:26:34.2Z,1,REGULAR,3pt,Jump Shot,[],1628378,33.98488830486202,58.82352941176471,1610612739,24,17,2024-02-25T23:26:40Z,990000,False,-44.0,267.0,1,left,D. Mitchell 27' 3PT pullup (3 PTS) (C. LeVert 1 AST),"[1628378, 1627747]",1610612739.0,CLE,pullup,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Center,,,,,,Made,3.0,,,,,27.06,,,C. LeVert,1627747.0,1.0,,,
102,PT03M57.00S,2024-02-25T23:26:50.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628398,92.32917214191852,58.82352941176471,1610612764,24,17,2024-02-25T23:26:57Z,1010000,False,44.0,20.0,1,right,MISS K. Kuzma floating Shot,[1628398],1610612764.0,WAS,floating,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,,,,4.83,,,,,,,,
103,PT03M55.00S,2024-02-25T23:26:52.9Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,24,17,2024-02-25T23:26:57Z,1020000,False,,,0,,J. Allen REBOUND (Off:0 Def:3),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,102.0,3.0,3.0,0.0,,,,,,,,,
104,PT03M45.00S,2024-02-25T23:27:03.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628386,9.017739816031538,45.83333333333333,1610612739,24,19,2024-02-25T23:27:08Z,1030000,False,21.0,32.0,1,left,J. Allen driving DUNK (6 PTS) (C. LeVert 2 AST),"[1628386, 1627747]",1610612739.0,CLE,driving,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,,Made,6.0,,,,,3.84,,,C. LeVert,1627747.0,2.0,,,
106,PT03M45.00S,2024-02-25T23:27:07.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,24,19,2024-02-25T23:27:07Z,1050000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M30.00S,2024-02-25T23:30:20.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626158,91.5407358738502,51.71568627450981,1610612764,26,19,2024-02-25T23:30:25Z,1060000,False,9.0,27.0,1,right,R. Holmes cutting Layup (5 PTS) (T. Jones 6 AST),"[1626158, 1626145]",1610612764.0,WAS,cutting,,,Holmes,R. Holmes,,,,,Restricted Area,0-8 Center,,,,,,Made,5.0,,,,,2.83,,,T. Jones,1626145.0,6.0,,,
109,PT03M05.00S,2024-02-25T23:30:46.5Z,1,REGULAR,2pt,Jump Shot,[],1628386,21.369908015768726,64.95098039215686,1610612739,26,19,2024-02-25T23:30:51Z,1080000,False,-75.0,148.0,1,left,MISS J. Allen 16' pullup Shot,[1628386],1610612739.0,CLE,pullup,,,Allen,J. Allen,,,,,Mid-Range,16-24 Left Center,,,,,,Missed,,,,,,16.62,,,,,,,,
110,PT03M01.00S,2024-02-25T23:30:50.5Z,1,REGULAR,rebound,defensive,[],1626158,,,1610612764,26,19,2024-02-25T23:30:51Z,1090000,False,,,0,,R. Holmes REBOUND (Off:0 Def:1),[1626158],1610612764.0,WAS,,,,Holmes,R. Holmes,,,,,Mid-Range,16-24 Left Center,,,,,,,,109.0,1.0,1.0,0.0,,,,,,,,,
111,PT02M52.00S,2024-02-25T23:30:59.0Z,1,REGULAR,2pt,Jump Shot,[],1629673,91.40932982917214,67.40196078431373,1610612764,28,19,2024-02-25T23:31:04Z,1100000,False,87.0,28.0,1,right,J. Poole 9' step back bank Jump Shot (7 PTS),[1629673],1610612764.0,WAS,step back bank,,,Poole,J. Poole,,,,,Mid-Range,8-16 Right,,,,,,Made,7.0,,,,,9.15,,,,,,,,
112,PT02M41.00S,2024-02-25T23:31:13.5Z,1,REGULAR,foul,personal,[],1631098,,,1610612739,28,19,2024-02-25T23:31:21Z,1110000,False,,,0,,J. Davis personal FOUL (1 PF),"[1631098, 1628378]",1610612764.0,WAS,,,,Davis,J. Davis,,,,,Above the Break 3,24+ Left Center,1193.0,1.0,0.0,Mitchell,1628378.0,,,,,,,,,,,,,,,
114,PT02M41.00S,2024-02-25T23:31:20.3Z,1,REGULAR,substitution,out,[],1626145,,,1610612739,28,19,2024-02-25T23:31:32Z,1130000,False,,,0,,SUB out: T. Jones,[1626145],1610612764.0,WAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M41.00S,2024-02-25T23:31:20.3Z,1,REGULAR,substitution,out,[],1628386,,,1610612739,28,19,2024-02-25T23:31:32Z,1140000,False,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M41.00S,2024-02-25T23:31:20.3Z,1,REGULAR,substitution,out,[],1629731,,,1610612739,28,19,2024-02-25T23:31:32Z,1150000,False,,,0,,SUB out: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M41.00S,2024-02-25T23:31:20.3Z,1,REGULAR,substitution,out,[],1628378,,,1610612739,28,19,2024-02-25T23:31:32Z,1160000,False,,,0,,SUB out: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M41.00S,2024-02-25T23:31:20.3Z,1,REGULAR,substitution,in,[],1630215,,,1610612739,28,19,2024-02-25T23:31:32Z,1170000,False,,,0,,SUB in: J. Butler,[1630215],1610612764.0,WAS,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M41.00S,2024-02-25T23:31:20.3Z,1,REGULAR,substitution,in,[],1630596,,,1610612739,28,19,2024-02-25T23:31:32Z,1180000,False,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M41.00S,2024-02-25T23:31:20.3Z,1,REGULAR,substitution,in,[],1627777,,,1610612739,28,19,2024-02-25T23:31:32Z,1190000,False,,,0,,SUB in: G. Niang,[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M41.00S,2024-02-25T23:31:20.3Z,1,REGULAR,substitution,in,[],1629636,,,1610612739,28,19,2024-02-25T23:31:32Z,1200000,False,,,0,,SUB in: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M39.00S,2024-02-25T23:31:36.5Z,1,REGULAR,3pt,Jump Shot,[],1627777,4.944152431011826,98.0392156862745,1610612739,28,22,2024-02-25T23:31:44Z,1210000,False,-240.0,-6.0,1,left,G. Niang 24' 3PT  (3 PTS) (D. Garland 2 AST),"[1627777, 1629636]",1610612739.0,CLE,,,,Niang,G. Niang,,,,,Left Corner 3,24+ Left,,,,,,Made,3.0,,,,,24.03,,,D. Garland,1629636.0,2.0,,,
124,PT02M21.00S,2024-02-25T23:31:53.9Z,1,REGULAR,3pt,Jump Shot,[],1629673,67.23061760840999,37.99019607843137,1610612764,28,22,2024-02-25T23:32:00Z,1230000,False,-60.0,256.0,1,right,MISS J. Poole 26' step back 3PT,[1629673],1610612764.0,WAS,step back,,,Poole,J. Poole,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,,,,26.25,,,,,,,,
125,PT02M18.00S,2024-02-25T23:31:56.9Z,1,REGULAR,rebound,defensive,[],1627777,,,1610612739,28,22,2024-02-25T23:32:00Z,1240000,False,,,0,,G. Niang REBOUND (Off:0 Def:1),[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Center,,,,,,,,124.0,1.0,1.0,0.0,,,,,,,,,
126,PT02M11.00S,2024-02-25T23:32:06.8Z,1,REGULAR,foul,personal,[],1626158,,,1610612739,28,22,2024-02-25T23:32:37Z,1250000,False,,,0,,R. Holmes personal FOUL (1 PF),"[1626158, 1630596]",1610612764.0,WAS,,,,Holmes,R. Holmes,,,,,In The Paint (Non-RA),0-8 Center,200833.0,1.0,0.0,Mobley,1630596.0,,,,,,,,,,,,,,,
128,PT02M01.00S,2024-02-25T23:32:35.0Z,1,REGULAR,2pt,Jump Shot,[],1629636,11.383048620236531,28.186274509803923,1610612739,28,24,2024-02-25T23:32:39Z,1270000,False,109.0,55.0,1,left,D. Garland 12' driving floating bank Jump Shot (2 PTS) (C. LeVert 3 AST),"[1629636, 1627747]",1610612739.0,CLE,driving floating bank,,,Garland,D. Garland,,,,,Mid-Range,8-16 Right,,,,,,Made,2.0,,,,,12.2,,,C. LeVert,1627747.0,3.0,,,
130,PT01M47.00S,2024-02-25T23:32:49.6Z,1,REGULAR,3pt,Jump Shot,[],1631098,94.03745072273325,2.450980392156863,1610612764,28,24,2024-02-25T23:32:54Z,1290000,False,-238.0,4.0,1,right,MISS J. Davis 3PT,[1631098],1610612764.0,WAS,,,,Davis,J. Davis,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,,,,23.77,,,,,,,,
131,PT01M44.00S,2024-02-25T23:32:52.6Z,1,REGULAR,rebound,defensive,[],1627777,,,1610612739,28,24,2024-02-25T23:32:54Z,1300000,False,,,0,,G. Niang REBOUND (Off:0 Def:2),[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,Left Corner 3,24+ Left,,,,,,,,130.0,2.0,2.0,0.0,,,,,,,,,
132,PT01M37.00S,2024-02-25T23:32:59.2Z,1,REGULAR,2pt,Jump Shot,[],1629636,7.835085413929041,75.98039215686273,1610612739,28,24,2024-02-25T23:33:07Z,1310000,False,-130.0,21.0,1,left,MISS D. Garland 13' driving floating Shot,[1629636],1610612739.0,CLE,driving floating,,,Garland,D. Garland,,,,,Mid-Range,8-16 Left,,,,,,Missed,,,,,,13.16,,,,,,,,
133,PT01M32.00S,2024-02-25T23:33:04.2Z,1,REGULAR,rebound,offensive,[],1627747,,,1610612739,28,24,2024-02-25T23:38:26Z,1320000,False,,,0,,C. LeVert REBOUND (Off:1 Def:0),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Mid-Range,8-16 Left,,,,,,,,132.0,1.0,0.0,1.0,,,,,,,,,
134,PT01M31.00S,2024-02-25T23:33:06.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629636,4.812746386333772,95.34313725490196,1610612739,28,24,2024-02-25T23:33:09Z,1330000,False,-227.0,-7.0,1,left,MISS D. Garland 3PT,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,,,,22.68,,,,,,,,
135,PT01M29.00S,2024-02-25T23:33:08.3Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,28,24,2024-02-25T23:33:09Z,1340000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:2),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Left Corner 3,24+ Left,,,,,,,,134.0,2.0,2.0,0.0,,,,,,,,,
136,PT01M09.00S,2024-02-25T23:33:26.9Z,1,REGULAR,3pt,Jump Shot,[],1628398,75.50919842312747,8.57843137254902,1610612764,28,24,2024-02-25T23:33:32Z,1350000,False,-207.0,178.0,1,right,MISS K. Kuzma 27' 3PT,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,,27.29,,,,,,,,
137,PT01M05.00S,2024-02-25T23:33:30.9Z,1,REGULAR,rebound,offensive,[],1626158,,,1610612764,28,24,2024-02-25T23:33:32Z,1360000,False,,,0,,R. Holmes REBOUND (Off:1 Def:1),[1626158],1610612764.0,WAS,,,,Holmes,R. Holmes,,,,,Above the Break 3,24+ Left Center,,,,,,,,136.0,2.0,1.0,1.0,,,,,,,,,
138,PT01M04.00S,2024-02-25T23:33:32.0Z,1,REGULAR,turnover,lost ball,[],1626158,,,1610612764,28,24,2024-02-25T23:33:36Z,1370000,False,,,0,,R. Holmes lost ball TURNOVER (1 TO),"[1626158, 1629636]",1610612764.0,WAS,,,,Holmes,R. Holmes,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,1.0,Garland,1629636.0
139,PT01M04.00S,2024-02-25T23:33:32.0Z,1,REGULAR,steal,,[],1629636,,,1610612739,28,24,2024-02-25T23:33:34Z,1380000,False,,,0,,D. Garland STEAL (1 STL),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
140,PT00M52.10S,2024-02-25T23:33:47.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626158,,,1610612739,28,24,2024-02-25T23:34:14Z,1390000,False,,,0,,R. Holmes personal FOUL (2 PF) (Mobley 2 FT),"[1626158, 1630596]",1610612764.0,WAS,,,,Holmes,R. Holmes,,,,,Mid-Range,8-16 Left,202041.0,2.0,0.0,Mobley,1630596.0,,,,,,,,,,,,,,,
142,PT00M52.10S,2024-02-25T23:34:20.8Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1630596,,,1610612739,28,25,2024-02-25T23:34:42Z,1410000,False,,,0,,E. Mobley Free Throw 1 of 2 (8 PTS),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,Made,8.0,,,,,,,,,,,,,
143,PT00M52.10S,2024-02-25T23:34:20.8Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1630596,,,1610612739,28,25,2024-02-25T23:34:42Z,1420000,False,,,0,,MISS E. Mobley Free Throw 2 of 2,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
144,PT00M50.00S,2024-02-25T23:34:22.9Z,1,REGULAR,rebound,defensive,[],1631098,,,1610612764,28,25,2024-02-25T23:34:42Z,1430000,False,,,0,,J. Davis REBOUND (Off:0 Def:1),[1631098],1610612764.0,WAS,,,,Davis,J. Davis,,,,,,,,,,,,,,143.0,1.0,1.0,0.0,,,,,,,,,
145,PT00M32.10S,2024-02-25T23:34:58.8Z,1,REGULAR,turnover,bad pass,[],1629673,,,1610612764,28,25,2024-02-25T23:35:44Z,1440000,False,,,0,,J. Poole bad pass TURNOVER (1 TO),"[1629673, 1630171]",1610612764.0,WAS,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,1.0,Okoro,1630171.0
146,PT00M32.10S,2024-02-25T23:34:58.8Z,1,REGULAR,steal,,[],1630171,,,1610612739,28,25,2024-02-25T23:35:00Z,1450000,False,,,0,,I. Okoro STEAL (1 STL),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
147,PT00M28.00S,2024-02-25T23:35:03.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629636,6.521024967148489,45.34313725490196,1610612739,28,25,2024-02-25T23:35:10Z,1460000,False,23.0,9.0,1,left,MISS D. Garland running Layup,[1629636],1610612739.0,CLE,running,,,Garland,D. Garland,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,2.49,,,,,,,,
148,PT00M25.80S,2024-02-25T23:35:05.3Z,1,REGULAR,rebound,defensive,[],1626158,,,1610612764,28,25,2024-02-25T23:35:10Z,1470000,False,,,0,,R. Holmes REBOUND (Off:1 Def:2),[1626158],1610612764.0,WAS,,,,Holmes,R. Holmes,,,,,Restricted Area,0-8 Center,,,,,,,,147.0,3.0,2.0,1.0,,,,,,,,,
149,PT00M20.30S,2024-02-25T23:35:10.7Z,1,REGULAR,3pt,Jump Shot,[],1628398,96.92838370565046,2.941176470588235,1610612764,31,25,2024-02-25T23:35:14Z,1480000,False,-235.0,-24.0,1,right,K. Kuzma 3PT  (14 PTS) (J. Poole 1 AST),"[1628398, 1629673]",1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Left Corner 3,24+ Left,,,,,,Made,14.0,,,,,23.65,,,J. Poole,1629673.0,1.0,,,
151,PT00M01.90S,2024-02-25T23:35:35.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631098,,,1610612739,31,25,2024-02-25T23:35:46Z,1500000,False,,,0,,J. Davis shooting personal FOUL (2 PF) (LeVert 2 FT),"[1631098, 1627747]",1610612764.0,WAS,shooting,,,Davis,J. Davis,,,,,In The Paint (Non-RA),0-8 Center,1193.0,2.0,0.0,LeVert,1627747.0,,,,,,,,,,,,,,,
153,PT00M01.90S,2024-02-25T23:35:58.8Z,1,REGULAR,freethrow,1 of 2,[],1627747,,,1610612739,31,26,2024-02-25T23:35:58Z,1520000,False,,,0,,C. LeVert Free Throw 1 of 2 (3 PTS),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
154,PT00M01.90S,2024-02-25T23:35:59.4Z,1,REGULAR,substitution,out,[],1627777,,,1610612739,31,26,2024-02-25T23:36:05Z,1530000,False,,,0,,SUB out: G. Niang,[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT00M01.90S,2024-02-25T23:35:59.4Z,1,REGULAR,substitution,out,[],1629636,,,1610612739,31,26,2024-02-25T23:36:05Z,1540000,False,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT00M01.90S,2024-02-25T23:35:59.4Z,1,REGULAR,substitution,in,[],1628386,,,1610612739,31,26,2024-02-25T23:36:05Z,1550000,False,,,0,,SUB in: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT00M01.90S,2024-02-25T23:35:59.4Z,1,REGULAR,substitution,in,[],1629731,,,1610612739,31,26,2024-02-25T23:36:05Z,1560000,False,,,0,,SUB in: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT00M01.90S,2024-02-25T23:36:20.0Z,1,REGULAR,freethrow,2 of 2,[],1627747,,,1610612739,31,27,2024-02-25T23:36:20Z,1570000,False,,,0,,C. LeVert Free Throw 2 of 2 (4 PTS),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,
159,PT00M01.00S,2024-02-25T23:36:24.8Z,1,REGULAR,3pt,Jump Shot,[],1630215,37.00722733245729,77.94117647058823,1610612764,31,27,2024-02-25T23:36:47Z,1580000,False,140.0,540.0,1,right,MISS J. Butler 55' pullup 3PT,[1630215],1610612764.0,WAS,pullup,,,Butler,J. Butler,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,,55.74,,,,,,,,
160,PT00M01.00S,2024-02-25T23:36:24.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612764,31,27,2024-02-25T23:36:34Z,1590000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,159.0,,,,,,,,,,,,
161,PT00M00.00S,2024-02-25T23:38:05.9Z,1,REGULAR,substitution,out,[],1630215,,,1610612764,31,27,2024-02-25T23:39:04Z,1600000,False,,,0,,SUB out: J. Butler,[1630215],1610612764.0,WAS,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT00M00.00S,2024-02-25T23:38:05.9Z,1,REGULAR,substitution,out,[],1626158,,,1610612764,31,27,2024-02-25T23:39:04Z,1610000,False,,,0,,SUB out: R. Holmes,[1626158],1610612764.0,WAS,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT00M00.00S,2024-02-25T23:38:05.9Z,1,REGULAR,substitution,out,[],1628398,,,1610612764,31,27,2024-02-25T23:39:04Z,1620000,False,,,0,,SUB out: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT00M00.00S,2024-02-25T23:38:05.9Z,1,REGULAR,substitution,out,[],1628386,,,1610612764,31,27,2024-02-25T23:39:04Z,1630000,False,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT00M00.00S,2024-02-25T23:38:05.9Z,1,REGULAR,substitution,out,[],1629731,,,1610612764,31,27,2024-02-25T23:39:04Z,1640000,False,,,0,,SUB out: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT00M00.00S,2024-02-25T23:38:05.9Z,1,REGULAR,substitution,in,[],1629013,,,1610612764,31,27,2024-02-25T23:39:04Z,1650000,False,,,0,,SUB in: L. Shamet,[1629013],1610612764.0,WAS,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT00M00.00S,2024-02-25T23:38:05.9Z,1,REGULAR,substitution,in,[],1631116,,,1610612764,31,27,2024-02-25T23:39:04Z,1660000,False,,,0,,SUB in: P. Baldwin Jr.,[1631116],1610612764.0,WAS,,,,Baldwin Jr.,P. Baldwin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT00M00.00S,2024-02-25T23:38:05.9Z,1,REGULAR,substitution,in,[],1628963,,,1610612764,31,27,2024-02-25T23:39:04Z,1670000,False,,,0,,SUB in: M. Bagley III,[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT00M00.00S,2024-02-25T23:38:05.9Z,1,REGULAR,substitution,in,[],1627777,,,1610612764,31,27,2024-02-25T23:39:04Z,1680000,False,,,0,,SUB in: G. Niang,[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT00M00.00S,2024-02-25T23:38:05.9Z,1,REGULAR,substitution,in,[],1629636,,,1610612764,31,27,2024-02-25T23:39:04Z,1690000,False,,,0,,SUB in: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT00M00.00S,2024-02-25T23:39:31.8Z,1,REGULAR,period,end,[],0,,,1610612764,31,27,2024-02-25T23:39:31Z,1700000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2024-02-25T23:39:36.4Z,2,REGULAR,period,start,[],0,,,1610612764,31,27,2024-02-25T23:39:49Z,1710000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT11M45.00S,2024-02-25T23:39:43.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629013,86.64586070959264,51.22549019607843,1610612764,31,27,2024-02-25T23:42:25Z,1715000,False,6.0,73.0,1,right,MISS L. Shamet 7' driving floating Shot,[1629013],1610612764.0,WAS,driving floating,,,Shamet,L. Shamet,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,,,,7.33,,,,,,,,
199,PT11M44.00S,2024-02-25T23:39:44.3Z,2,REGULAR,rebound,offensive,[],1628963,,,1610612764,31,27,2024-02-25T23:42:25Z,1717500,False,,,0,,M. Bagley III REBOUND (Off:1 Def:2),[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,198.0,3.0,2.0,1.0,,,,,,,,,
