actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
175,PT12M00.00S,2024-03-21T23:38:11.5Z,2,REGULAR,substitution,in,['startperiod'],1631116,,,1610612764,35,27,2024-03-21T23:40:23Z,1690000,False,,,0,,SUB in: P. Baldwin Jr.,[1631116],1610612764.0,WAS,,,,,,,,,,,Baldwin Jr.,P. Baldwin Jr.,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2024-03-21T23:38:11.5Z,2,REGULAR,substitution,in,['startperiod'],1628398,,,1610612764,35,27,2024-03-21T23:40:23Z,1700000,False,,,0,,SUB in: K. Kuzma,[1628398],1610612764.0,WAS,,,,,,,,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2024-03-21T23:38:11.5Z,2,REGULAR,substitution,in,['startperiod'],203458,,,1610612764,35,27,2024-03-21T23:40:23Z,1710000,False,,,0,,SUB in: A. Len,[203458],1610612758.0,SAC,,,,,,,,,,,Len,A. Len,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2024-03-21T23:40:35.6Z,2,REGULAR,period,start,[],0,,,1610612758,35,27,2024-03-21T23:40:35Z,1720000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT11M44.00S,2024-03-21T23:40:52.4Z,2,REGULAR,foul,personal,['2freethrow'],1630264,,,1610612758,35,27,2024-03-21T23:41:00Z,1730000,False,,,0,,A. Gill shooting personal FOUL (2 PF) (Len 2 FT),"[1630264, 203458]",1610612764.0,WAS,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,Gill,A. Gill,,,,,,,1193.0,2.0,0.0,Len,203458.0,,,,,,,
181,PT11M44.00S,2024-03-21T23:41:20.1Z,2,REGULAR,freethrow,1 of 2,[],203458,,,1610612758,35,28,2024-03-21T23:41:20Z,1750000,False,,,0,,A. Len Free Throw 1 of 2 (1 PTS),[203458],1610612758.0,SAC,,,,,,,,,,Made,Len,A. Len,,,,,,,,,,,,1.0,,,,,,
182,PT11M44.00S,2024-03-21T23:41:36.1Z,2,REGULAR,freethrow,2 of 2,[],203458,,,1610612758,35,29,2024-03-21T23:41:36Z,1760000,False,,,0,,A. Len Free Throw 2 of 2 (2 PTS),[203458],1610612758.0,SAC,,,,,,,,,,Made,Len,A. Len,,,,,,,,,,,,2.0,,,,,,
183,PT11M29.00S,2024-03-21T23:41:52.1Z,2,REGULAR,3pt,Jump Shot,[],1630551,73.9323258869908,86.02941176470588,1610612764,35,29,2024-03-21T23:41:57Z,1770000,False,180.0,193.0,1,right,MISS J. Champagnie 26' 3PT,[1630551],1610612764.0,WAS,,,,,,,Above the Break 3,24+ Right Center,26.36,Missed,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,
184,PT11M23.00S,2024-03-21T23:41:58.1Z,2,REGULAR,rebound,defensive,[],203458,,,1610612758,35,29,2024-03-21T23:41:57Z,1780000,False,,,0,,A. Len REBOUND (Off:0 Def:2),[203458],1610612758.0,SAC,,,,,,,Above the Break 3,24+ Right Center,,,Len,A. Len,183.0,2.0,2.0,0.0,,,,,,,,,,,,,,
185,PT11M15.00S,2024-03-21T23:42:05.5Z,2,REGULAR,3pt,Jump Shot,[],1628368,18.347568988173457,96.07843137254902,1610612758,35,29,2024-03-21T23:42:10Z,1790000,False,-230.0,120.0,1,left,MISS D. Fox 25' 3PT,[1628368],1610612758.0,SAC,,,,,,,Above the Break 3,24+ Left Center,25.98,Missed,Fox,D. Fox,,,,,,,,,,,,,,,,,,
186,PT11M12.00S,2024-03-21T23:42:08.5Z,2,REGULAR,rebound,defensive,[],1628398,,,1610612764,35,29,2024-03-21T23:42:10Z,1800000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:3),[1628398],1610612764.0,WAS,,,,,,,Above the Break 3,24+ Left Center,,,Kuzma,K. Kuzma,185.0,3.0,3.0,0.0,,,,,,,,,,,,,,
187,PT11M01.00S,2024-03-21T23:42:20.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628398,92.32917214191852,49.754901960784316,1610612764,37,29,2024-03-21T23:42:28Z,1810000,False,-1.0,20.0,1,right,K. Kuzma driving floating Jump Shot (11 PTS),[1628398],1610612764.0,WAS,driving floating,,,,,,Restricted Area,0-8 Center,1.96,Made,Kuzma,K. Kuzma,,,,,,,,,,,,11.0,,,,,,
188,PT10M54.00S,2024-03-21T23:42:27.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628368,8.623521681997373,47.30392156862745,1610612758,37,29,2024-03-21T23:44:56Z,1820000,False,13.0,29.0,1,left,MISS D. Fox driving reverse Layup,[1628368],1610612758.0,SAC,driving reverse,,,,,,Restricted Area,0-8 Center,3.16,Missed,Fox,D. Fox,,,,,,,,,,,,,,,,,,
189,PT10M51.00S,2024-03-21T23:42:30.3Z,2,REGULAR,rebound,defensive,[],1631116,,,1610612764,37,29,2024-03-21T23:42:35Z,1830000,False,,,0,,P. Baldwin Jr. REBOUND (Off:0 Def:1),[1631116],1610612764.0,WAS,,,,,,,Restricted Area,0-8 Center,,,Baldwin Jr.,P. Baldwin Jr.,188.0,1.0,1.0,0.0,,,,,,,,,,,,,,
190,PT10M41.00S,2024-03-21T23:42:41.0Z,2,REGULAR,3pt,Jump Shot,[],1631116,94.69448094612353,1.4705882352941175,1610612764,40,29,2024-03-21T23:42:45Z,1840000,False,-243.0,-3.0,1,right,P. Baldwin Jr. 24' 3PT  (3 PTS) (J. Butler 1 AST),"[1631116, 1630215]",1610612764.0,WAS,,,,,,,Left Corner 3,24+ Left,24.26,Made,Baldwin Jr.,P. Baldwin Jr.,,,,,,,,,,,,3.0,J. Butler,1630215.0,1.0,,,
192,PT10M39.00S,2024-03-21T23:42:46.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,40,29,2024-03-21T23:42:46Z,1860000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT10M24.00S,2024-03-21T23:45:53.7Z,2,REGULAR,3pt,Jump Shot,[],203084,33.590670170827856,58.333333333333336,1610612758,40,29,2024-03-21T23:46:04Z,1870000,False,-42.0,263.0,1,left,MISS H. Barnes 26' 3PT,[203084],1610612758.0,SAC,,,,,,,Above the Break 3,24+ Center,26.66,Missed,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,
194,PT10M21.00S,2024-03-21T23:45:56.7Z,2,REGULAR,rebound,defensive,[],1630215,,,1610612764,40,29,2024-03-21T23:46:04Z,1880000,False,,,0,,J. Butler REBOUND (Off:0 Def:1),[1630215],1610612764.0,WAS,,,,,,,Above the Break 3,24+ Center,,,Butler,J. Butler,193.0,1.0,1.0,0.0,,,,,,,,,,,,,,
195,PT10M00.00S,2024-03-21T23:46:18.9Z,2,REGULAR,2pt,Jump Shot,[],1628398,92.46057818659659,15.931372549019606,1610612764,40,29,2024-03-21T23:46:58Z,1890000,False,-170.0,18.0,1,right,MISS K. Kuzma 17' turnaround fadeaway Shot,[1628398],1610612764.0,WAS,turnaround fadeaway,,,,,,Mid-Range,16-24 Left,17.13,Missed,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,
196,PT09M56.00S,2024-03-21T23:46:22.9Z,2,REGULAR,rebound,offensive,[],1630551,,,1610612764,40,29,2024-03-21T23:46:24Z,1900000,False,,,0,,J. Champagnie REBOUND (Off:1 Def:0),[1630551],1610612764.0,WAS,,,,,,,Mid-Range,16-24 Left,,,Champagnie,J. Champagnie,195.0,1.0,0.0,1.0,,,,,,,,,,,,,,
201,PT09M43.00S,2024-03-21T23:46:55.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630264,91.93495400788436,50.0,1610612764,42,29,2024-03-21T23:47:01Z,1950000,False,0.0,23.0,1,right,A. Gill driving floating Jump Shot (4 PTS) (J. Champagnie 1 AST),"[1630264, 1630551]",1610612764.0,WAS,driving floating,,,,,,Restricted Area,0-8 Center,2.33,Made,Gill,A. Gill,,,,,,,,,,,,4.0,J. Champagnie,1630551.0,1.0,,,
203,PT09M21.00S,2024-03-21T23:47:21.9Z,2,REGULAR,foul,technical,['1freethrow'],1628398,,,1610612758,42,29,2024-03-21T23:47:36Z,1970000,False,,,0,,K. Kuzma defensive-3-second technical FOUL (1 Tech),[1628398],1610612764.0,WAS,defensive-3-second,,,,,,In The Paint (Non-RA),0-8 Center,,,Kuzma,K. Kuzma,,,,,,,1193.0,0.0,1.0,,,,,,,,,
204,PT09M21.00S,2024-03-21T23:47:39.3Z,2,REGULAR,freethrow,1 of 1,[],1628370,,,1610612758,42,30,2024-03-21T23:47:39Z,1980000,False,,,0,,M. Monk technical Free Throw 1 of 1 (7 PTS),[1628370],1610612758.0,SAC,technical,,,,,,,,,Made,Monk,M. Monk,,,,,,,,,,,,7.0,,,,,,
205,PT09M12.00S,2024-03-21T23:47:56.4Z,2,REGULAR,3pt,Jump Shot,[],1630537,34.773324572930356,54.166666666666664,1610612758,42,30,2024-03-21T23:48:03Z,1990000,False,-21.0,274.0,1,left,MISS C. Duarte 27' 3PT,[1630537],1610612758.0,SAC,,,,,,,Above the Break 3,24+ Center,27.52,Missed,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,
206,PT09M08.00S,2024-03-21T23:48:00.4Z,2,REGULAR,rebound,offensive,[],203458,,,1610612758,42,30,2024-03-21T23:48:03Z,2000000,False,,,0,,A. Len REBOUND (Off:1 Def:2),[203458],1610612758.0,SAC,,,,,,,Above the Break 3,24+ Center,,,Len,A. Len,205.0,3.0,2.0,1.0,,,,,,,,,,,,,,
207,PT09M06.00S,2024-03-21T23:48:01.9Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1630537,27.020367936925098,36.51960784313725,1610612758,42,30,2024-03-21T23:48:07Z,2010000,False,67.0,201.0,1,left,MISS C. Duarte 21' Jump Shot,[1630537],1610612758.0,SAC,,,,,,,Mid-Range,16-24 Right Center,21.25,Missed,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,
208,PT09M06.00S,2024-03-21T23:48:01.9Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612764,42,30,2024-03-21T23:48:07Z,2020000,False,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,Mid-Range,16-24 Right Center,,,,,207.0,,,,,,,,,,,,,,,,,
210,PT08M54.00S,2024-03-21T23:48:20.3Z,2,REGULAR,turnover,bad pass,[],1630215,,,1610612764,42,30,2024-03-21T23:48:38Z,2040000,False,,,0,,J. Butler bad pass TURNOVER (1 TO),"[1630215, 1628368]",1610612764.0,WAS,,,,,,,Mid-Range,8-16 Left,,,Butler,J. Butler,,,,,,,,,,,,,,,,1.0,Fox,1628368.0
211,PT08M54.00S,2024-03-21T23:48:20.3Z,2,REGULAR,steal,,[],1628368,,,1610612758,42,30,2024-03-21T23:48:22Z,2050000,False,,,0,,D. Fox STEAL (4 STL),[1628368],1610612758.0,SAC,,,,,,,Mid-Range,8-16 Left,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,
212,PT08M50.00S,2024-03-21T23:48:25.2Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203084,5.075558475689881,57.35294117647059,1610612758,42,30,2024-03-21T23:50:02Z,2060000,False,-37.0,-5.0,1,left,MISS H. Barnes running reverse Layup - blocked,"[203084, 1631116]",1610612758.0,SAC,running reverse,,,,,,Restricted Area,0-8 Center,3.71,Missed,Barnes,H. Barnes,,,,,Baldwin Jr.,1631116.0,,,,,,,,,,,,
213,PT08M50.00S,2024-03-21T23:48:25.2Z,2,REGULAR,block,,[],1631116,,,1610612758,42,30,2024-03-21T23:48:28Z,2070000,False,,,0,,P. Baldwin Jr. BLOCK (1 BLK),[1631116],1610612764.0,WAS,,,,,,,Restricted Area,0-8 Center,,,Baldwin Jr.,P. Baldwin Jr.,,,,,,,,,,,,,,,,,,
214,PT08M50.00S,2024-03-21T23:48:25.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612758,42,30,2024-03-21T23:48:49Z,2080000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,Restricted Area,0-8 Center,,,,,212.0,,,,,,,,,,,,,,,,,
216,PT08M50.00S,2024-03-21T23:48:31.0Z,2,REGULAR,substitution,out,[],1630264,,,1610612758,42,30,2024-03-21T23:48:58Z,2100000,False,,,0,,SUB out: A. Gill,[1630264],1610612764.0,WAS,,,,,,,,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,
217,PT08M50.00S,2024-03-21T23:48:31.0Z,2,REGULAR,substitution,out,[],1630551,,,1610612758,42,30,2024-03-21T23:48:58Z,2110000,False,,,0,,SUB out: J. Champagnie,[1630551],1610612764.0,WAS,,,,,,,,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,
218,PT08M50.00S,2024-03-21T23:48:31.0Z,2,REGULAR,substitution,out,[],1628368,,,1610612758,42,30,2024-03-21T23:48:58Z,2120000,False,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,,,,,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,
219,PT08M50.00S,2024-03-21T23:48:31.0Z,2,REGULAR,substitution,out,[],203084,,,1610612758,42,30,2024-03-21T23:48:58Z,2130000,False,,,0,,SUB out: H. Barnes,[203084],1610612758.0,SAC,,,,,,,,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,
220,PT08M50.00S,2024-03-21T23:48:31.0Z,2,REGULAR,substitution,out,[],203458,,,1610612758,42,30,2024-03-21T23:48:58Z,2140000,False,,,0,,SUB out: A. Len,[203458],1610612758.0,SAC,,,,,,,,,,,Len,A. Len,,,,,,,,,,,,,,,,,,
221,PT08M50.00S,2024-03-21T23:48:31.0Z,2,REGULAR,substitution,in,[],1630557,,,1610612758,42,30,2024-03-21T23:48:58Z,2150000,False,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,,,,,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,
222,PT08M50.00S,2024-03-21T23:48:31.0Z,2,REGULAR,substitution,in,[],1626158,,,1610612758,42,30,2024-03-21T23:48:58Z,2160000,False,,,0,,SUB in: R. Holmes,[1626158],1610612764.0,WAS,,,,,,,,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,
223,PT08M50.00S,2024-03-21T23:48:31.0Z,2,REGULAR,substitution,in,[],1627734,,,1610612758,42,30,2024-03-21T23:48:58Z,2170000,False,,,0,,SUB in: D. Sabonis,[1627734],1610612758.0,SAC,,,,,,,,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,
224,PT08M50.00S,2024-03-21T23:48:31.0Z,2,REGULAR,substitution,in,[],1631099,,,1610612758,42,30,2024-03-21T23:48:58Z,2180000,False,,,0,,SUB in: K. Murray,[1631099],1610612758.0,SAC,,,,,,,,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,
225,PT08M50.00S,2024-03-21T23:48:31.0Z,2,REGULAR,substitution,in,[],1630558,,,1610612758,42,30,2024-03-21T23:48:58Z,2190000,False,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,,,,,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,
226,PT08M48.00S,2024-03-21T23:49:01.9Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628370,14.273981603153747,96.32352941176471,1610612758,42,30,2024-03-21T23:49:08Z,2200000,False,-232.0,82.0,1,left,MISS M. Monk 24' 3PT,[1628370],1610612758.0,SAC,,,,,,,Left Corner 3,24+ Left,24.56,Missed,Monk,M. Monk,,,,,,,,,,,,,,,,,,
227,PT08M44.00S,2024-03-21T23:49:05.9Z,2,REGULAR,rebound,defensive,[],1628398,,,1610612764,42,30,2024-03-21T23:49:08Z,2210000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:4),[1628398],1610612764.0,WAS,,,,,,,Left Corner 3,24+ Left,,,Kuzma,K. Kuzma,226.0,4.0,4.0,0.0,,,,,,,,,,,,,,
228,PT08M42.00S,2024-03-21T23:49:12.7Z,2,REGULAR,foul,personal,[],1628398,,,1610612764,42,30,2024-03-21T23:49:21Z,2220000,False,,,0,,K. Kuzma loose ball personal FOUL (1 PF),"[1628398, 1630537]",1610612764.0,WAS,loose ball,,,,,,Above the Break 3,24+ Center,,,Kuzma,K. Kuzma,,,,,,,2882.0,1.0,1.0,Duarte,1630537.0,,,,,,,
253,PT08M42.00S,2024-03-21T23:49:24.5Z,2,REGULAR,turnover,lost ball,[],1628398,,,1610612764,42,30,2024-03-21T23:53:15Z,2240000,False,,,0,,K. Kuzma lost ball TURNOVER (1 TO),[1628398],1610612764.0,WAS,,,,,,,Above the Break 3,24+ Right Center,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,1.0,,
231,PT08M34.00S,2024-03-21T23:49:36.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630537,3.892904073587385,97.79411764705883,1610612758,42,33,2024-03-21T23:53:15Z,2250000,False,-239.0,-16.0,1,left,C. Duarte 3PT  (3 PTS) (M. Monk 1 AST),"[1630537, 1628370]",1610612758.0,SAC,,,,,,,Left Corner 3,24+ Left,23.95,Made,Duarte,C. Duarte,,,,,,,,,,,,3.0,M. Monk,1628370.0,1.0,,,
233,PT08M16.00S,2024-03-21T23:49:56.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1631116,94.03745072273325,45.09803921568628,1610612764,44,33,2024-03-21T23:50:20Z,2270000,False,-25.0,4.0,1,right,P. Baldwin Jr. driving DUNK (5 PTS) (K. Kuzma 4 AST),"[1631116, 1628398]",1610612764.0,WAS,driving,,,,,,Restricted Area,0-8 Center,2.47,Made,Baldwin Jr.,P. Baldwin Jr.,,,,,,,,,,,,5.0,K. Kuzma,1628398.0,4.0,,,
235,PT08M16.00S,2024-03-21T23:49:58.5Z,2,REGULAR,foul,personal,['1freethrow'],1627734,,,1610612764,44,33,2024-03-21T23:50:09Z,2290000,False,,,0,,D. Sabonis shooting personal FOUL (2 PF) (Baldwin Jr. 1 FT),"[1627734, 1631116]",1610612758.0,SAC,shooting,,,,,,Restricted Area,0-8 Center,,,Sabonis,D. Sabonis,,,,,,,1193.0,2.0,0.0,Baldwin Jr.,1631116.0,,,,,,,
237,PT08M16.00S,2024-03-21T23:50:25.7Z,2,REGULAR,freethrow,1 of 1,[],1631116,,,1610612764,45,33,2024-03-21T23:50:25Z,2310000,False,,,0,,P. Baldwin Jr. Free Throw 1 of 1 (6 PTS),[1631116],1610612764.0,WAS,,,,,,,,,,Made,Baldwin Jr.,P. Baldwin Jr.,,,,,,,,,,,,6.0,,,,,,
238,PT08M02.00S,2024-03-21T23:50:42.1Z,2,REGULAR,turnover,bad pass,[],1631099,,,1610612758,45,33,2024-03-21T23:50:46Z,2320000,False,,,0,,K. Murray bad pass TURNOVER (1 TO),"[1631099, 1631116]",1610612758.0,SAC,,,,,,,In The Paint (Non-RA),8-16 Center,,,Murray,K. Murray,,,,,,,,,,,,,,,,1.0,Baldwin Jr.,1631116.0
239,PT08M02.00S,2024-03-21T23:50:42.1Z,2,REGULAR,steal,,[],1631116,,,1610612764,45,33,2024-03-21T23:50:44Z,2330000,False,,,0,,P. Baldwin Jr. STEAL (1 STL),[1631116],1610612764.0,WAS,,,,,,,In The Paint (Non-RA),8-16 Center,,,Baldwin Jr.,P. Baldwin Jr.,,,,,,,,,,,,,,,,,,
240,PT07M45.00S,2024-03-21T23:50:59.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628398,75.24638633377135,12.990196078431374,1610612764,48,33,2024-03-21T23:51:04Z,2340000,False,-185.0,180.0,1,right,K. Kuzma 25' 3PT  (14 PTS) (C. Kispert 1 AST),"[1628398, 1630557]",1610612764.0,WAS,,,,,,,Above the Break 3,24+ Left Center,25.83,Made,Kuzma,K. Kuzma,,,,,,,,,,,,14.0,C. Kispert,1630557.0,1.0,,,
242,PT07M24.00S,2024-03-21T23:51:20.3Z,2,REGULAR,3pt,Jump Shot,[],1630537,6.915243101182654,4.411764705882353,1610612758,48,33,2024-03-21T23:51:24Z,2360000,False,228.0,13.0,1,left,MISS C. Duarte 3PT,[1630537],1610612758.0,SAC,,,,,,,Right Corner 3,24+ Right,22.82,Missed,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,
243,PT07M22.00S,2024-03-21T23:51:22.3Z,2,REGULAR,rebound,defensive,[],1631116,,,1610612764,48,33,2024-03-21T23:51:24Z,2370000,False,,,0,,P. Baldwin Jr. REBOUND (Off:0 Def:2),[1631116],1610612764.0,WAS,,,,,,,Right Corner 3,24+ Right,,,Baldwin Jr.,P. Baldwin Jr.,242.0,2.0,2.0,0.0,,,,,,,,,,,,,,
244,PT07M07.00S,2024-03-21T23:51:41.2Z,2,REGULAR,foul,personal,['2freethrow'],1631099,,,1610612764,48,33,2024-03-21T23:51:47Z,2380000,False,,,0,,K. Murray shooting personal FOUL (2 PF) (Holmes 2 FT),"[1631099, 1626158]",1610612758.0,SAC,shooting,,,,,,Restricted Area,0-8 Center,,,Murray,K. Murray,,,,,,,2882.0,2.0,0.0,Holmes,1626158.0,,,,,,,
246,PT07M07.00S,2024-03-21T23:52:09.2Z,2,REGULAR,freethrow,1 of 2,[],1626158,,,1610612764,49,33,2024-03-21T23:52:09Z,2400000,False,,,0,,R. Holmes Free Throw 1 of 2 (3 PTS),[1626158],1610612764.0,WAS,,,,,,,,,,Made,Holmes,R. Holmes,,,,,,,,,,,,3.0,,,,,,
247,PT07M07.00S,2024-03-21T23:52:12.3Z,2,REGULAR,substitution,out,[],1630537,,,1610612764,49,33,2024-03-21T23:52:24Z,2410000,False,,,0,,SUB out: C. Duarte,[1630537],1610612758.0,SAC,,,,,,,,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,
248,PT07M07.00S,2024-03-21T23:52:12.3Z,2,REGULAR,substitution,in,[],1631165,,,1610612764,49,33,2024-03-21T23:52:24Z,2420000,False,,,0,,SUB in: K. Ellis,[1631165],1610612758.0,SAC,,,,,,,,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,
249,PT07M07.00S,2024-03-21T23:52:30.3Z,2,REGULAR,freethrow,2 of 2,[],1626158,,,1610612764,50,33,2024-03-21T23:52:30Z,2430000,False,,,0,,R. Holmes Free Throw 2 of 2 (4 PTS),[1626158],1610612764.0,WAS,,,,,,,,,,Made,Holmes,R. Holmes,,,,,,,,,,,,4.0,,,,,,
250,PT06M51.00S,2024-03-21T23:52:46.6Z,2,REGULAR,turnover,lost ball,[],1627734,,,1610612758,50,33,2024-03-21T23:52:51Z,2440000,False,,,0,,D. Sabonis lost ball TURNOVER (1 TO),"[1627734, 1630215]",1610612758.0,SAC,,,,,,,In The Paint (Non-RA),8-16 Right,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,1.0,Butler,1630215.0
251,PT06M51.00S,2024-03-21T23:52:46.6Z,2,REGULAR,steal,,[],1630215,,,1610612764,50,33,2024-03-21T23:52:48Z,2450000,False,,,0,,J. Butler STEAL (1 STL),[1630215],1610612764.0,WAS,,,,,,,In The Paint (Non-RA),8-16 Right,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,
252,PT06M36.00S,2024-03-21T23:53:02.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628398,94.56307490144546,53.431372549019606,1610612764,52,33,2024-03-21T23:53:06Z,2460000,False,17.0,-1.0,1,right,K. Kuzma driving Layup (16 PTS),[1628398],1610612764.0,WAS,driving,,,,,,Restricted Area,0-8 Center,1.73,Made,Kuzma,K. Kuzma,,,,,,,,,,,,16.0,,,,,,
254,PT06M23.00S,2024-03-21T23:53:15.3Z,2,REGULAR,3pt,Jump Shot,[],1628370,27.677398160315374,13.480392156862745,1610612758,52,36,2024-03-21T23:53:19Z,2470000,False,183.0,208.0,1,left,M. Monk 27' 3PT  (10 PTS) (K. Murray 1 AST),"[1628370, 1631099]",1610612758.0,SAC,,,,,,,Above the Break 3,24+ Right Center,27.66,Made,Monk,M. Monk,,,,,,,,,,,,10.0,K. Murray,1631099.0,1.0,,,
256,PT06M21.00S,2024-03-21T23:53:21.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,52,36,2024-03-21T23:53:21Z,2490000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT06M21.00S,2024-03-21T23:53:23.6Z,2,REGULAR,substitution,out,[],1631099,,,1610612764,52,36,2024-03-21T23:56:07Z,2500000,False,,,0,,SUB out: K. Murray,[1631099],1610612758.0,SAC,,,,,,,,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,
258,PT06M21.00S,2024-03-21T23:53:23.6Z,2,REGULAR,substitution,out,[],1630558,,,1610612764,52,36,2024-03-21T23:56:07Z,2510000,False,,,0,,SUB out: D. Mitchell,[1630558],1610612758.0,SAC,,,,,,,,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,
259,PT06M21.00S,2024-03-21T23:53:23.6Z,2,REGULAR,substitution,in,[],1630556,,,1610612764,52,36,2024-03-21T23:56:07Z,2520000,False,,,0,,SUB in: K. Edwards,[1630556],1610612758.0,SAC,,,,,,,,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,
260,PT06M21.00S,2024-03-21T23:53:23.6Z,2,REGULAR,substitution,in,[],1628368,,,1610612764,52,36,2024-03-21T23:56:07Z,2530000,False,,,0,,SUB in: D. Fox,[1628368],1610612758.0,SAC,,,,,,,,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,
261,PT06M01.00S,2024-03-21T23:56:35.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,94.1688567674113,39.950980392156865,1610612764,52,36,2024-03-21T23:56:39Z,2540000,False,-50.0,2.0,1,right,MISS K. Kuzma driving Layup,[1628398],1610612764.0,WAS,driving,,,,,,In The Paint (Non-RA),0-8 Center,5.03,Missed,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,
262,PT05M58.00S,2024-03-21T23:56:38.2Z,2,REGULAR,rebound,defensive,[],1630556,,,1610612758,52,36,2024-03-21T23:56:39Z,2550000,False,,,0,,K. Edwards REBOUND (Off:0 Def:1),[1630556],1610612758.0,SAC,,,,,,,In The Paint (Non-RA),0-8 Center,,,Edwards,K. Edwards,261.0,1.0,1.0,0.0,,,,,,,,,,,,,,
263,PT05M51.00S,2024-03-21T23:56:44.3Z,2,REGULAR,turnover,lost ball,[],1628370,,,1610612758,52,36,2024-03-21T23:56:51Z,2560000,False,,,0,,M. Monk lost ball TURNOVER (1 TO),"[1628370, 1628398]",1610612758.0,SAC,,,,,,,Mid-Range,16-24 Center,,,Monk,M. Monk,,,,,,,,,,,,,,,,1.0,Kuzma,1628398.0
