actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
31,PT08M17.00S,2024-03-24T00:14:28.3Z,1,REGULAR,3pt,Jump Shot,[],1629018,69.59592641261499,17.15686274509804,1610612761,7,8,2024-03-24T00:14:33Z,310000,False,-164.0,233.0,1,right,MISS G. Trent Jr. 28' 3PT,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Left Center,28.53,Missed,,,,,,,,,,,,,,,,,,
32,PT08M13.00S,2024-03-24T00:14:32.3Z,1,REGULAR,rebound,defensive,[],1626158,,,1610612764,7,8,2024-03-24T00:14:33Z,320000,False,,,0,,R. Holmes REBOUND (Off:0 Def:2),[1626158],1610612764.0,WAS,,,,Holmes,R. Holmes,,,,,Above the Break 3,24+ Left Center,,,31.0,2.0,2.0,0.0,,,,,,,,,,,,,,
33,PT08M07.00S,2024-03-24T00:14:38.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630557,35.955978975032856,59.31372549019608,1610612764,7,8,2024-03-24T00:19:20Z,330000,False,-47.0,285.0,1,left,MISS C. Kispert 28' running 3PT,[1630557],1610612764.0,WAS,running,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Center,28.93,Missed,,,,,,,,,,,,,,,,,,
34,PT08M04.00S,2024-03-24T00:14:41.2Z,1,REGULAR,rebound,defensive,[],1629018,,,1610612761,7,8,2024-03-24T00:14:42Z,340000,False,,,0,,G. Trent Jr. REBOUND (Off:0 Def:2),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Center,,,33.0,2.0,2.0,0.0,,,,,,,,,,,,,,
35,PT08M00.00S,2024-03-24T00:14:48.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629018,93.64323258869908,46.07843137254902,1610612761,7,10,2024-03-24T00:19:42Z,350000,False,-20.0,7.0,1,right,G. Trent Jr. running Layup (2 PTS),[1629018],1610612761.0,TOR,running,,,Trent Jr.,G. Trent Jr.,,,,,Restricted Area,0-8 Center,2.09,Made,,,,,2.0,,,,,,,,,,,,,
36,PT07M44.00S,2024-03-24T00:15:01.7Z,1,REGULAR,3pt,Jump Shot,[],1630166,31.882391590013142,32.35294117647059,1610612764,7,10,2024-03-24T00:15:06Z,360000,False,88.0,247.0,1,left,MISS D. Avdija 26' 3PT,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Right Center,26.25,Missed,,,,,,,,,,,,,,,,,,
37,PT07M40.00S,2024-03-24T00:15:05.7Z,1,REGULAR,rebound,defensive,[],203482,,,1610612761,7,10,2024-03-24T00:15:06Z,370000,False,,,0,,K. Olynyk REBOUND (Off:0 Def:1),[203482],1610612761.0,TOR,,,,Olynyk,K. Olynyk,,,,,Above the Break 3,24+ Right Center,,,36.0,1.0,1.0,0.0,,,,,,,,,,,,,,
38,PT07M36.00S,2024-03-24T00:15:09.9Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630534,93.51182654402102,52.94117647058824,1610612761,7,12,2024-03-24T00:16:54Z,380000,False,15.0,8.0,1,right,O. Agbaji running Layup (2 PTS),[1630534],1610612761.0,TOR,running,,,Agbaji,O. Agbaji,,,,,Restricted Area,0-8 Center,1.7,Made,,,,,2.0,,,,,,,,,,,,,
39,PT07M36.00S,2024-03-24T00:15:16.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,7,12,2024-03-24T00:15:16Z,390000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,PT07M23.00S,2024-03-24T00:18:20.1Z,1,REGULAR,turnover,bad pass,[],1628398,,,1610612764,7,12,2024-03-24T00:18:28Z,400000,False,,,0,,K. Kuzma bad pass TURNOVER (1 TO),"[1628398, 203482]",1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,1.0,Olynyk,203482.0,,,,,,
42,PT07M23.00S,2024-03-24T00:18:20.1Z,1,REGULAR,steal,,[],203482,,,1610612761,7,12,2024-03-24T00:22:36Z,410000,False,,,0,,K. Olynyk STEAL (1 STL),[203482],1610612761.0,TOR,,,,Olynyk,K. Olynyk,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
43,PT07M21.00S,2024-03-24T00:18:24.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630534,94.82588699080158,56.127450980392155,1610612761,7,14,2024-03-24T00:18:40Z,420000,False,31.0,-4.0,1,right,O. Agbaji running Layup (4 PTS),[1630534],1610612761.0,TOR,running,,,Agbaji,O. Agbaji,,,,,Restricted Area,0-8 Center,3.08,Made,,,,,4.0,,,,,,,,,,,,,
44,PT07M21.00S,2024-03-24T00:18:27.5Z,1,REGULAR,foul,personal,['1freethrow'],1630557,,,1610612761,7,14,2024-03-24T00:18:36Z,430000,False,,,0,,C. Kispert shooting personal FOUL (1 PF) (Agbaji 1 FT),"[1630557, 1630534]",1610612764.0,WAS,shooting,,,Kispert,C. Kispert,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1626300.0,,,,1.0,0.0,Agbaji,1630534.0,,
46,PT07M21.00S,2024-03-24T00:18:47.6Z,1,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1630534,,,1610612761,7,14,2024-03-24T00:19:35Z,450000,False,,,0,,MISS O. Agbaji Free Throw 1 of 1,[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
47,PT07M18.00S,2024-03-24T00:18:50.6Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,7,14,2024-03-24T00:19:35Z,460000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:2),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,46.0,2.0,2.0,0.0,,,,,,,,,,,,,,
48,PT07M02.00S,2024-03-24T00:19:06.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626158,7.835085413929041,41.66666666666667,1610612764,9,14,2024-03-24T00:21:59Z,470000,False,42.0,21.0,1,left,R. Holmes driving bank Hook (4 PTS),[1626158],1610612764.0,WAS,driving bank,,,Holmes,R. Holmes,,,,,In The Paint (Non-RA),0-8 Center,4.67,Made,,,,,4.0,,,,,,,,,,,,,
50,PT06M50.00S,2024-03-24T00:19:20.9Z,1,REGULAR,foul,personal,['2freethrow'],1629673,,,1610612761,9,14,2024-03-24T00:19:33Z,490000,False,,,0,,J. Poole shooting personal FOUL (1 PF) (Agbaji 2 FT),"[1629673, 1630534]",1610612764.0,WAS,shooting,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202058.0,,,,1.0,0.0,Agbaji,1630534.0,,
53,PT06M50.00S,2024-03-24T00:19:51.5Z,1,REGULAR,freethrow,1 of 2,[],1630534,,,1610612761,9,14,2024-03-24T00:20:18Z,510000,False,,,0,,MISS O. Agbaji Free Throw 1 of 2,[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
54,PT06M50.00S,2024-03-24T00:19:51.5Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612761,9,14,2024-03-24T00:20:18Z,520000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,53.0,,,,,,,,,,,,,,,,,
55,PT06M50.00S,2024-03-24T00:19:52.5Z,1,REGULAR,substitution,out,[],1630166,,,1610612761,9,14,2024-03-24T00:20:03Z,530000,False,,,0,,SUB out: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT06M50.00S,2024-03-24T00:19:52.5Z,1,REGULAR,substitution,out,[],1630186,,,1610612761,9,14,2024-03-24T00:20:03Z,540000,False,,,0,,SUB out: J. Ramsey,[1630186],1610612761.0,TOR,,,,Ramsey,J. Ramsey,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT06M50.00S,2024-03-24T00:19:52.5Z,1,REGULAR,substitution,in,[],1631098,,,1610612761,9,14,2024-03-24T00:20:03Z,550000,False,,,0,,SUB in: J. Davis,[1631098],1610612764.0,WAS,,,,Davis,J. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M50.00S,2024-03-24T00:19:52.5Z,1,REGULAR,substitution,in,[],1628971,,,1610612761,9,14,2024-03-24T00:20:03Z,560000,False,,,0,,SUB in: B. Brown,[1628971],1610612761.0,TOR,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M50.00S,2024-03-24T00:19:51.5Z,1,REGULAR,freethrow,2 of 2,[],1630534,,,1610612761,9,14,2024-03-24T00:20:18Z,570000,False,,,0,,MISS O. Agbaji Free Throw 2 of 2,[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
60,PT06M48.00S,2024-03-24T00:19:53.5Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,9,14,2024-03-24T00:20:18Z,580000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:3),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,59.0,3.0,3.0,0.0,,,,,,,,,,,,,,
61,PT06M30.00S,2024-03-24T00:20:34.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628398,11.514454664914586,60.049019607843135,1610612764,11,14,2024-03-24T00:20:38Z,590000,False,-50.0,56.0,1,left,K. Kuzma 7' driving floating Jump Shot (2 PTS) (J. Davis 1 AST),"[1628398, 1631098]",1610612764.0,WAS,driving floating,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,7.5,Made,,,,,2.0,J. Davis,1631098.0,1.0,,,,,,,,,,
63,PT06M17.00S,2024-03-24T00:20:47.7Z,1,REGULAR,2pt,Jump Shot,[],1629018,82.47371879106439,75.98039215686273,1610612761,11,14,2024-03-24T00:20:52Z,610000,False,130.0,112.0,1,right,MISS G. Trent Jr. 17' step back Shot,[1629018],1610612761.0,TOR,step back,,,Trent Jr.,G. Trent Jr.,,,,,Mid-Range,16-24 Right Center,17.16,Missed,,,,,,,,,,,,,,,,,,
64,PT06M13.00S,2024-03-24T00:20:51.8Z,1,REGULAR,rebound,offensive,[],203482,,,1610612761,11,14,2024-03-24T00:20:51Z,620000,False,,,0,,K. Olynyk REBOUND (Off:1 Def:1),[203482],1610612761.0,TOR,,,,Olynyk,K. Olynyk,,,,,Mid-Range,16-24 Right Center,,,63.0,2.0,1.0,1.0,,,,,,,,,,,,,,
65,PT06M11.00S,2024-03-24T00:20:53.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1641711,82.47371879106439,5.147058823529411,1610612761,11,14,2024-03-24T00:20:57Z,630000,False,-224.0,112.0,1,right,MISS G. Dick 25' 3PT,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,Above the Break 3,24+ Left Center,25.08,Missed,,,,,,,,,,,,,,,,,,
66,PT06M09.00S,2024-03-24T00:20:55.2Z,1,REGULAR,rebound,offensive,[],1630534,,,1610612761,11,14,2024-03-24T00:20:55Z,640000,False,,,0,,O. Agbaji REBOUND (Off:1 Def:0),[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,Above the Break 3,24+ Left Center,,,65.0,1.0,0.0,1.0,,,,,,,,,,,,,,
67,PT06M07.00S,2024-03-24T00:20:57.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1641711,96.40275952693824,2.450980392156863,1610612761,11,14,2024-03-24T00:21:02Z,650000,False,-238.0,-19.0,1,right,MISS G. Dick 3PT,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,Left Corner 3,24+ Left,23.84,Missed,,,,,,,,,,,,,,,,,,
68,PT06M05.00S,2024-03-24T00:20:59.3Z,1,REGULAR,rebound,defensive,[],1626158,,,1610612764,11,14,2024-03-24T00:21:02Z,660000,False,,,0,,R. Holmes REBOUND (Off:0 Def:3),[1626158],1610612764.0,WAS,,,,Holmes,R. Holmes,,,,,Left Corner 3,24+ Left,,,67.0,3.0,3.0,0.0,,,,,,,,,,,,,,
69,PT06M01.00S,2024-03-24T00:21:07.0Z,1,REGULAR,turnover,out-of-bounds,[],1630557,,,1610612764,11,14,2024-03-24T00:21:12Z,670000,False,,,0,,C. Kispert lost ball out-of-bounds TURNOVER (1 TO),[1630557],1610612764.0,WAS,lost ball,,,Kispert,C. Kispert,,,,,Mid-Range,16-24 Right,,,,,,,,,,,202058.0,1.0,,,,,,,,
70,PT05M52.00S,2024-03-24T00:21:25.0Z,1,REGULAR,foul,offensive,[],1628971,,,1610612761,11,14,2024-03-24T00:24:06Z,680000,False,,,0,,B. Brown offensive FOUL (1 PF),"[1628971, 1629673]",1610612761.0,TOR,,,,Brown,B. Brown,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,1626300.0,,,,1.0,0.0,Poole,1629673.0,,
72,PT05M52.00S,2024-03-24T00:21:25.0Z,1,REGULAR,turnover,offensive foul,[],1628971,,,1610612761,11,14,2024-03-24T00:21:25Z,700000,False,,,0,,B. Brown offensive foul TURNOVER (1 TO),[1628971],1610612761.0,TOR,,,,Brown,B. Brown,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,1626300.0,1.0,,,,,,,,
73,PT05M43.00S,2024-03-24T00:21:45.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1626158,7.5722733245729295,51.71568627450981,1610612764,13,14,2024-03-24T00:21:51Z,710000,False,-9.0,19.0,1,left,R. Holmes cutting DUNK (6 PTS) (J. Poole 1 AST),"[1626158, 1629673]",1610612764.0,WAS,cutting,,,Holmes,R. Holmes,,,,,Restricted Area,0-8 Center,2.06,Made,,,,,6.0,J. Poole,1629673.0,1.0,,,,,,,,,,
75,PT05M29.00S,2024-03-24T00:21:59.5Z,1,REGULAR,3pt,Jump Shot,[],1630534,81.02825229960578,3.6764705882352944,1610612761,13,14,2024-03-24T00:22:05Z,730000,False,-232.0,126.0,1,right,MISS O. Agbaji 26' 3PT,[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,Above the Break 3,24+ Left Center,26.36,Missed,,,,,,,,,,,,,,,,,,
76,PT05M25.00S,2024-03-24T00:22:03.5Z,1,REGULAR,rebound,offensive,[],1629018,,,1610612761,13,14,2024-03-24T00:35:09Z,740000,False,,,0,,G. Trent Jr. REBOUND (Off:1 Def:2),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Left Center,,,75.0,3.0,2.0,1.0,,,,,,,,,,,,,,
77,PT05M24.00S,2024-03-24T00:22:05.3Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1629018,70.12155059132719,49.26470588235294,1610612761,13,14,2024-03-24T00:27:15Z,750000,False,-4.0,228.0,1,right,MISS G. Trent Jr. 22' Jump Shot,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Mid-Range,16-24 Center,22.84,Missed,,,,,,,,,,,,,,,,,,
78,PT05M21.00S,2024-03-24T00:22:08.3Z,1,REGULAR,rebound,defensive,[],1626158,,,1610612764,13,14,2024-03-24T00:22:09Z,760000,False,,,0,,R. Holmes REBOUND (Off:0 Def:4),[1626158],1610612764.0,WAS,,,,Holmes,R. Holmes,,,,,Above the Break 3,24+ Center,,,77.0,4.0,4.0,0.0,,,,,,,,,,,,,,
79,PT05M16.00S,2024-03-24T00:22:12.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630557,25.312089356110377,88.97058823529412,1610612764,16,14,2024-03-24T00:28:05Z,770000,False,-195.0,185.0,1,left,C. Kispert 26' 3PT running (6 PTS) (J. Poole 2 AST),"[1630557, 1629673]",1610612764.0,WAS,running,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Left Center,26.9,Made,,,,,6.0,J. Poole,1629673.0,2.0,,,,,,,,,,
81,PT05M15.00S,2024-03-24T00:22:17.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,16,14,2024-03-24T00:22:17Z,790000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M15.00S,2024-03-24T00:24:51.9Z,1,REGULAR,substitution,out,[],1626158,,,1610612761,16,14,2024-03-24T00:25:08Z,800000,False,,,0,,SUB out: R. Holmes,[1626158],1610612764.0,WAS,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M15.00S,2024-03-24T00:24:51.9Z,1,REGULAR,substitution,out,[],1641711,,,1610612761,16,14,2024-03-24T00:25:08Z,810000,False,,,0,,SUB out: G. Dick,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M15.00S,2024-03-24T00:24:51.9Z,1,REGULAR,substitution,in,[],1628963,,,1610612761,16,14,2024-03-24T00:25:08Z,820000,False,,,0,,SUB in: M. Bagley III,[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,,
