actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-11-18T00:10:35.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-11-18T00:10:35Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M54.00S,2023-11-18T00:10:40.3Z,1,REGULAR,jumpball,recovered,[],1628973,,,1610612752,0,0,2023-11-18T00:10:40Z,40000,False,,,0,,Jump Ball M. Robinson vs. D. Gafford: Tip to J. Brunson,"[1628973, 1629011, 1629655]",1610612752.0,NYK,startperiod,J. Brunson,1628973.0,Brunson,J. Brunson,Robinson,1629011.0,Gafford,1629655.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2023-11-18T00:10:50.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628973,6.652431011826544,57.107843137254896,1610612752,0,0,2023-11-18T00:11:08Z,70000,False,-36.0,10.0,1,left,MISS J. Brunson driving Layup,[1628973],1610612752.0,NYK,driving,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,3.69,Missed,,,,,,,,,,,,,,,,,,
8,PT11M45.00S,2023-11-18T00:10:50.9Z,1,REGULAR,rebound,offensive,[],1629011,,,1610612752,0,0,2023-11-18T00:10:59Z,80000,False,,,0,,M. Robinson REBOUND (Off:1 Def:0),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,
9,PT11M45.00S,2023-11-18T00:10:56.1Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1629011,5.590000152587891,50.0,1610612752,0,2,2023-11-18T00:11:17Z,90000,False,0.0,0.0,1,left,M. Robinson putback DUNK (2 PTS),[1629011],1610612752.0,NYK,putback,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,2.0,,,,,,,,,,,,,
10,PT11M45.00S,2023-11-18T00:10:56.9Z,1,REGULAR,foul,personal,['1freethrow'],1629655,,,1610612752,0,2,2023-11-18T00:11:17Z,100000,False,,,0,,D. Gafford shooting personal FOUL (1 PF) (Robinson 1 FT),"[1629655, 1629011]",1610612764.0,WAS,shooting,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,,,,,,1627519.0,1.0,0.0,Robinson,1629011.0,,,,,,,,
12,PT11M45.00S,2023-11-18T00:11:18.4Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],1629011,,,1610612752,0,2,2023-11-18T00:11:20Z,120000,False,,,0,,MISS M. Robinson Free Throw 1 of 1,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
13,PT11M41.00S,2023-11-18T00:11:22.4Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,0,2,2023-11-18T00:11:20Z,130000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:1),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,12.0,1.0,1.0,0.0,,,,,,,,,,,,,,
14,PT11M29.00S,2023-11-18T00:11:32.5Z,1,REGULAR,3pt,Jump Shot,[],1628398,70.51576872536137,78.92156862745098,1610612764,0,2,2023-11-18T00:11:37Z,140000,False,145.0,225.0,1,right,MISS K. Kuzma 26' step back 3PT,[1628398],1610612764.0,WAS,step back,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Right Center,26.72,Missed,,,,,,,,,,,,,,,,,,
15,PT11M26.00S,2023-11-18T00:11:35.5Z,1,REGULAR,rebound,defensive,[],1628978,,,1610612752,0,2,2023-11-18T00:11:37Z,150000,False,,,0,,D. DiVincenzo REBOUND (Off:0 Def:1),[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Right Center,,,14.0,1.0,1.0,0.0,,,,,,,,,,,,,,
