actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2024-01-09T00:10:52.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-01-09T00:10:52Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2024-01-09T00:10:54.9Z,1,REGULAR,jumpball,recovered,[],1628983,,,1610612760,0,0,2024-01-09T00:10:54Z,40000,False,,,0,,Jump Ball C. Holmgren vs. D. Gafford: Tip to S. Gilgeous-Alexander,"[1628983, 1631096, 1629655]",1610612760.0,OKC,startperiod,S. Gilgeous-Alexander,1628983.0,Gilgeous-Alexander,S. Gilgeous-Alexander,Holmgren,1631096.0,Gafford,1629655.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M40.00S,2024-01-09T00:11:11.7Z,1,REGULAR,3pt,Jump Shot,[],1629652,21.107095926412615,8.823529411764707,1610612760,0,0,2024-01-09T00:11:17Z,70000,False,206.0,146.0,1,left,MISS L. Dort 25' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Right Center,25.24,Missed,,,,,,,,,,,,,,,,,,
8,PT11M36.00S,2024-01-09T00:11:15.7Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,0,0,2024-01-09T00:11:17Z,80000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:1),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Right Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M19.00S,2024-01-09T00:11:32.4Z,1,REGULAR,3pt,Jump Shot,[],1626145,88.64980289093299,95.83333333333334,1610612764,0,0,2024-01-09T00:11:37Z,90000,False,229.0,54.0,1,right,MISS T. Jones 3PT,[1626145],1610612764.0,WAS,,,,Jones,T. Jones,,,,,Right Corner 3,24+ Right,23.55,Missed,,,,,,,,,,,,,,,,,,
10,PT11M15.00S,2024-01-09T00:11:36.4Z,1,REGULAR,rebound,offensive,[],1628398,,,1610612764,0,0,2024-01-09T00:11:37Z,100000,False,,,0,,K. Kuzma REBOUND (Off:1 Def:1),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Right Corner 3,24+ Right,,,9.0,2.0,1.0,1.0,,,,,,,,,,,,,,
11,PT11M09.00S,2024-01-09T00:11:42.0Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1628398,73.53810775295663,36.27450980392157,1610612764,2,0,2024-01-09T00:11:46Z,110000,False,-69.0,196.0,1,right,K. Kuzma 20' turnaround Jump Shot (2 PTS),[1628398],1610612764.0,WAS,turnaround,,,Kuzma,K. Kuzma,,,,,Mid-Range,16-24 Left Center,20.78,Made,,,,,2.0,,,,,,,,,,,,,
12,PT10M59.00S,2024-01-09T00:11:53.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630581,5.075558475689881,34.31372549019608,1610612760,2,2,2024-01-09T00:11:58Z,120000,False,78.0,-5.0,1,left,J. Giddey 7' driving floating Jump Shot (2 PTS),[1630581],1610612760.0,OKC,driving floating,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,7.85,Made,,,,,2.0,,,,,,,,,,,,,
13,PT10M52.00S,2024-01-09T00:12:00.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,94.69448094612353,50.245098039215684,1610612764,4,2,2024-01-09T00:12:04Z,130000,False,1.0,-3.0,1,right,D. Avdija driving Layup (2 PTS) (T. Jones 1 AST),"[1630166, 1626145]",1610612764.0,WAS,driving,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,0.29,Made,,,,,2.0,T. Jones,1626145.0,1.0,,,,,,,,,,
15,PT10M43.00S,2024-01-09T00:12:08.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,7.178055190538765,56.127450980392155,1610612760,4,4,2024-01-09T00:12:12Z,150000,False,-31.0,15.0,1,left,S. Gilgeous-Alexander driving Layup (2 PTS),[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,3.41,Made,,,,,2.0,,,,,,,,,,,,,
