actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2024-03-27T23:11:21.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-03-27T23:11:21Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2024-03-27T23:11:24.0Z,1,REGULAR,jumpball,recovered,[],203471,,,1610612751,0,0,2024-03-27T23:11:24Z,40000,False,,,0,,Jump Ball N. Claxton vs. R. Holmes: Tip to D. Schroder,"[203471, 1629651, 1626158]",1610612751.0,BKN,startperiod,D. Schroder,203471.0,Schroder,D. Schroder,Claxton,1629651.0,Holmes,1626158.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2024-03-27T23:11:39.8Z,1,REGULAR,3pt,Jump Shot,[],1628969,4.812746386333772,97.54901960784314,1610612751,0,0,2024-03-27T23:11:45Z,70000,False,-238.0,-7.0,1,left,MISS M. Bridges 3PT,[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Left Corner 3,24+ Left,23.78,Missed,,,,,,,,,,,,,,,,,,
8,PT11M37.00S,2024-03-27T23:11:43.8Z,1,REGULAR,rebound,defensive,[],1629673,,,1610612764,0,0,2024-03-27T23:11:45Z,80000,False,,,0,,J. Poole REBOUND (Off:0 Def:1),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,Left Corner 3,24+ Left,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M27.00S,2024-03-27T23:11:54.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,94.69448094612353,44.36274509803921,1610612764,2,0,2024-03-27T23:11:58Z,90000,False,-28.0,-3.0,1,right,J. Poole driving Layup (2 PTS) (K. Kuzma 1 AST),"[1629673, 1628398]",1610612764.0,WAS,driving,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,2.83,Made,,,,,2.0,K. Kuzma,1628398.0,1.0,,,,,,,,,,
11,PT11M06.00S,2024-03-27T23:12:14.1Z,1,REGULAR,3pt,Jump Shot,[],1630560,20.45006570302234,8.823529411764707,1610612751,2,3,2024-03-27T23:12:20Z,110000,False,206.0,140.0,1,left,C. Thomas 24' 3PT  (3 PTS) (D. Schroder 1 AST),"[1630560, 203471]",1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,Above the Break 3,24+ Right Center,24.88,Made,,,,,3.0,D. Schroder,203471.0,1.0,,,,,,,,,,
13,PT10M52.00S,2024-03-27T23:12:28.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630557,81.02825229960578,44.11764705882353,1610612764,2,3,2024-03-27T23:12:34Z,130000,False,-29.0,126.0,1,right,MISS C. Kispert 12' driving floating Shot,[1630557],1610612764.0,WAS,driving floating,,,Kispert,C. Kispert,,,,,In The Paint (Non-RA),8-16 Center,12.92,Missed,,,,,,,,,,,,,,,,,,
14,PT10M51.00S,2024-03-27T23:12:29.5Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,2,3,2024-03-27T23:12:34Z,140000,False,,,0,,N. Claxton REBOUND (Off:0 Def:1),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),8-16 Center,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,
15,PT10M32.00S,2024-03-27T23:12:49.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627827,12.565703022339028,56.61764705882353,1610612751,2,5,2024-03-27T23:12:54Z,150000,False,-33.0,66.0,1,left,D. Finney-Smith 7' driving floating Jump Shot (2 PTS) (D. Schroder 2 AST),"[1627827, 203471]",1610612751.0,BKN,driving floating,,,Finney-Smith,D. Finney-Smith,,,,,In The Paint (Non-RA),0-8 Center,7.35,Made,,,,,2.0,D. Schroder,203471.0,2.0,,,,,,,,,,
17,PT10M12.00S,2024-03-27T23:13:08.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,95.22010512483574,59.55882352941176,1610612764,4,5,2024-03-27T23:13:12Z,170000,False,48.0,-8.0,1,right,J. Poole driving Layup (4 PTS),[1629673],1610612764.0,WAS,driving,,,Poole,J. Poole,,,,,In The Paint (Non-RA),0-8 Center,4.84,Made,,,,,4.0,,,,,,,,,,,,,
18,PT09M58.00S,2024-03-27T23:13:23.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629651,9.543363994743759,39.705882352941174,1610612751,4,5,2024-03-27T23:14:26Z,180000,False,51.0,37.0,1,left,MISS N. Claxton 6' Hook,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,6.35,Missed,,,,,,,,,,,,,,,,,,
19,PT09M56.00S,2024-03-27T23:13:25.0Z,1,REGULAR,rebound,defensive,[],1626158,,,1610612764,4,5,2024-03-27T23:13:27Z,190000,False,,,0,,R. Holmes REBOUND (Off:0 Def:1),[1626158],1610612764.0,WAS,,,,Holmes,R. Holmes,,,,,In The Paint (Non-RA),0-8 Center,,,18.0,1.0,1.0,0.0,,,,,,,,,,,,,,
20,PT09M45.00S,2024-03-27T23:13:36.9Z,1,REGULAR,2pt,Jump Shot,[],1628398,81.15965834428384,66.91176470588235,1610612764,4,5,2024-03-27T23:13:43Z,200000,False,85.0,125.0,1,right,MISS K. Kuzma 15' turnaround fadeaway Shot,[1628398],1610612764.0,WAS,turnaround fadeaway,,,Kuzma,K. Kuzma,,,,,Mid-Range,8-16 Right,15.06,Missed,,,,,,,,,,,,,,,,,,
