actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
87,PT05M16.00S,2024-03-17T22:27:42.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630264,87.72996057818659,45.34313725490196,1610612764,19,22,2024-03-17T22:27:47Z,860000,False,-23.0,63.0,1,right,A. Gill 6' driving floating Jump Shot (2 PTS) (J. Poole 3 AST),"[1630264, 1629673]",1610612764.0,WAS,driving floating,,,Gill,A. Gill,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,2.0,,,,,6.7,J. Poole,1629673.0,3.0,,,,,
89,PT05M02.00S,2024-03-17T22:27:56.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201143,7.835085413929041,46.568627450980394,1610612738,19,24,2024-03-17T22:28:00Z,880000,False,17.0,21.0,1,left,A. Horford Layup (5 PTS) (P. Pritchard 1 AST),"[201143, 1630202]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,,,,,,Made,5.0,,,,,2.72,P. Pritchard,1630202.0,1.0,,,,,
91,PT04M48.00S,2024-03-17T22:28:10.4Z,1,REGULAR,3pt,Jump Shot,[],1630551,72.22404730617609,80.14705882352942,1610612764,19,24,2024-03-17T22:28:16Z,900000,False,151.0,209.0,1,right,MISS J. Champagnie 25' 3PT,[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,,25.73,,,,,,,,
92,PT04M44.00S,2024-03-17T22:28:14.4Z,1,REGULAR,rebound,defensive,[],1630202,,,1610612738,19,24,2024-03-17T22:28:16Z,910000,False,,,0,,P. Pritchard REBOUND (Off:0 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Right Center,,,,,,,,91.0,1.0,1.0,0.0,,,,,,,,,
93,PT04M29.00S,2024-03-17T22:28:28.7Z,1,REGULAR,3pt,Jump Shot,[],1630202,8.09789750328515,4.901960784313726,1610612738,19,27,2024-03-17T22:28:33Z,920000,False,225.0,24.0,1,left,P. Pritchard 3PT  (3 PTS) (S. Mykhailiuk 1 AST),"[1630202, 1629004]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Right Corner 3,24+ Right,,,,,,Made,3.0,,,,,22.67,S. Mykhailiuk,1629004.0,1.0,,,,,
95,PT04M08.00S,2024-03-17T22:28:49.5Z,1,REGULAR,3pt,Jump Shot,[],1630264,66.04796320630749,37.5,1610612764,19,27,2024-03-17T22:28:54Z,940000,False,-62.0,267.0,1,right,MISS A. Gill 27' 3PT,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,,,,27.38,,,,,,,,
96,PT04M04.00S,2024-03-17T22:28:53.5Z,1,REGULAR,rebound,defensive,[],1628436,,,1610612738,19,27,2024-03-17T22:28:54Z,950000,False,,,0,,L. Kornet REBOUND (Off:0 Def:1),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Above the Break 3,24+ Center,,,,,,,,95.0,1.0,1.0,0.0,,,,,,,,,
97,PT03M59.00S,2024-03-17T22:28:59.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628369,32.013797634691194,27.450980392156865,1610612738,19,30,2024-03-17T22:32:15Z,960000,False,113.0,248.0,1,left,J. Tatum 27' 3PT running (12 PTS) (P. Pritchard 2 AST),"[1628369, 1630202]",1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,,,,Made,12.0,,,,,27.28,P. Pritchard,1630202.0,2.0,,,,,
99,PT03M46.00S,2024-03-17T22:29:11.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629673,81.15965834428384,49.26470588235294,1610612764,21,30,2024-03-17T22:32:43Z,980000,False,-4.0,125.0,1,right,J. Poole 12' driving floating Jump Shot (10 PTS),[1629673],1610612764.0,WAS,driving floating,,,Poole,J. Poole,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,10.0,,,,,12.47,,,,,,,,
100,PT03M26.00S,2024-03-17T22:29:32.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201143,7.966491458607096,54.41176470588235,1610612738,21,32,2024-03-17T22:32:57Z,990000,False,-22.0,22.0,1,left,A. Horford cutting Layup (7 PTS) (P. Pritchard 3 AST),"[201143, 1630202]",1610612738.0,BOS,cutting,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,,,,,,Made,7.0,,,,,3.15,P. Pritchard,1630202.0,3.0,,,,,
102,PT03M17.00S,2024-03-17T22:29:41.0Z,1,REGULAR,2pt,Jump Shot,[],1629673,76.2976346911958,41.17647058823529,1610612764,23,32,2024-03-17T22:33:23Z,1010000,False,-44.0,170.0,1,right,J. Poole 17' driving floating Jump Shot (12 PTS),[1629673],1610612764.0,WAS,driving floating,,,Poole,J. Poole,,,,,Mid-Range,16-24 Center,,,,,,Made,12.0,,,,,17.59,,,,,,,,
103,PT03M04.00S,2024-03-17T22:30:00.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630647,,,1610612738,23,32,2024-03-17T22:30:15Z,1020000,False,,,0,,E. Omoruyi personal FOUL (1 PF) (Horford 2 FT),"[1630647, 201143]",1610612764.0,WAS,,,,Omoruyi,E. Omoruyi,,,,,Mid-Range,16-24 Left Center,2004.0,1.0,0.0,Horford,201143.0,,,,,,,,,,,,,,,
105,PT03M04.00S,2024-03-17T22:30:30.4Z,1,REGULAR,freethrow,1 of 2,[],201143,,,1610612738,23,33,2024-03-17T22:30:30Z,1040000,False,,,0,,A. Horford Free Throw 1 of 2 (8 PTS),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,Made,8.0,,,,,,,,,,,,,
106,PT03M04.00S,2024-03-17T22:30:31.2Z,1,REGULAR,substitution,out,[],1629673,,,1610612738,23,33,2024-03-17T22:30:42Z,1050000,False,,,0,,SUB out: J. Poole,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M04.00S,2024-03-17T22:30:31.2Z,1,REGULAR,substitution,in,[],1630215,,,1610612738,23,33,2024-03-17T22:30:42Z,1060000,False,,,0,,SUB in: J. Butler,[1630215],1610612764.0,WAS,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M04.00S,2024-03-17T22:30:50.8Z,1,REGULAR,freethrow,2 of 2,[],201143,,,1610612738,23,34,2024-03-17T22:30:50Z,1070000,False,,,0,,A. Horford Free Throw 2 of 2 (9 PTS),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,Made,9.0,,,,,,,,,,,,,
109,PT02M52.00S,2024-03-17T22:31:04.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630551,92.9862023653088,46.568627450980394,1610612764,23,34,2024-03-17T22:31:11Z,1080000,False,-17.0,13.0,1,right,MISS J. Champagnie driving Layup - blocked,"[1630551, 1628436]",1610612764.0,WAS,driving,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,2.18,,,,,,,Kornet,1628436.0
110,PT02M52.00S,2024-03-17T22:31:04.6Z,1,REGULAR,block,,[],1628436,,,1610612764,23,34,2024-03-17T22:31:08Z,1090000,False,,,0,,L. Kornet BLOCK (1 BLK),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
111,PT02M48.00S,2024-03-17T22:31:08.6Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,23,34,2024-03-17T22:31:11Z,1100000,False,,,0,,J. Tatum REBOUND (Off:0 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,,,109.0,4.0,4.0,0.0,,,,,,,,,
112,PT02M47.00S,2024-03-17T22:31:10.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628369,30.17411300919842,23.03921568627451,1610612738,23,34,2024-03-17T22:34:22Z,1110000,False,135.0,231.0,1,left,MISS J. Tatum 26' running pullup 3PT,[1628369],1610612738.0,BOS,running pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,,26.75,,,,,,,,
113,PT02M44.00S,2024-03-17T22:31:13.1Z,1,REGULAR,rebound,defensive,[],1630264,,,1610612764,23,34,2024-03-17T22:31:19Z,1120000,False,,,0,,A. Gill REBOUND (Off:0 Def:1),[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,Above the Break 3,24+ Right Center,,,,,,,,112.0,1.0,1.0,0.0,,,,,,,,,
114,PT02M39.00S,2024-03-17T22:31:18.4Z,1,REGULAR,3pt,Jump Shot,[],1631098,87.07293035479631,97.05882352941177,1610612764,23,34,2024-03-17T22:31:26Z,1130000,False,235.0,69.0,1,right,MISS J. Davis 24' 3PT,[1631098],1610612764.0,WAS,,,,Davis,J. Davis,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,,,,24.52,,,,,,,,
115,PT02M37.00S,2024-03-17T22:31:20.4Z,1,REGULAR,rebound,offensive,[],1630551,,,1610612764,23,34,2024-03-17T22:41:12Z,1140000,False,,,0,,J. Champagnie REBOUND (Off:1 Def:0),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Right Corner 3,24+ Right,,,,,,,,114.0,1.0,0.0,1.0,,,,,,,,,
116,PT02M36.00S,2024-03-17T22:31:22.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630551,85.89027595269383,41.66666666666667,1610612764,23,34,2024-03-17T22:40:55Z,1150000,False,-42.0,80.0,1,right,MISS J. Champagnie 9' floating Shot,[1630551],1610612764.0,WAS,floating,,,Champagnie,J. Champagnie,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,,,,9.03,,,,,,,,
117,PT02M34.00S,2024-03-17T22:31:24.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612764,23,34,2024-03-17T22:40:55Z,1160000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,116.0,,,,,,,,,,,,
119,PT02M34.00S,2024-03-17T22:31:28.9Z,1,REGULAR,substitution,out,[],1630551,,,1610612764,23,34,2024-03-17T22:31:36Z,1187500,False,,,0,,SUB out: J. Champagnie,[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M34.00S,2024-03-17T22:31:28.9Z,1,REGULAR,substitution,out,[],201143,,,1610612764,23,34,2024-03-17T22:31:36Z,1201250,False,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M34.00S,2024-03-17T22:31:28.9Z,1,REGULAR,substitution,in,[],1630557,,,1610612764,23,34,2024-03-17T22:31:36Z,1208125,False,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M34.00S,2024-03-17T22:31:28.9Z,1,REGULAR,substitution,in,[],1630214,,,1610612764,23,34,2024-03-17T22:31:36Z,1211562,False,,,0,,SUB in: X. Tillman,[1630214],1610612738.0,BOS,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M32.00S,2024-03-17T22:31:44.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630557,95.22010512483574,2.450980392156863,1610612764,23,34,2024-03-17T22:31:52Z,1220000,False,-238.0,-8.0,1,right,MISS C. Kispert 3PT - blocked,"[1630557, 1628369]",1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,,,,23.78,,,,,,,Tatum,1628369.0
124,PT02M32.00S,2024-03-17T22:31:44.8Z,1,REGULAR,block,,[],1628369,,,1610612764,23,34,2024-03-17T22:31:48Z,1230000,False,,,0,,J. Tatum BLOCK (1 BLK),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,,,,,,
125,PT02M31.00S,2024-03-17T22:31:45.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612738,23,34,2024-03-17T22:31:52Z,1240000,False,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Left Corner 3,24+ Left,,,,,,,,123.0,,,,,,,,,,,,
127,PT02M15.00S,2024-03-17T22:32:10.2Z,1,REGULAR,3pt,Jump Shot,[],1629004,28.728646517739815,14.215686274509803,1610612738,23,37,2024-03-17T22:36:28Z,1260000,False,179.0,218.0,1,left,S. Mykhailiuk 28' 3PT pullup (3 PTS) (L. Kornet 1 AST),"[1629004, 1628436]",1610612738.0,BOS,pullup,,,Mykhailiuk,S. Mykhailiuk,,,,,Above the Break 3,24+ Right Center,,,,,,Made,3.0,,,,,28.16,L. Kornet,1628436.0,1.0,,,,,
129,PT02M07.00S,2024-03-17T22:32:18.7Z,1,REGULAR,turnover,lost ball,[],1630215,,,1610612764,23,37,2024-03-17T22:32:31Z,1280000,False,,,0,,J. Butler lost ball TURNOVER (1 TO),"[1630215, 1630214]",1610612764.0,WAS,,,,Butler,J. Butler,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,1.0,Tillman,1630214.0,,
130,PT02M07.00S,2024-03-17T22:32:18.7Z,1,REGULAR,steal,,[],1630214,,,1610612738,23,37,2024-03-17T22:32:31Z,1290000,False,,,0,,X. Tillman STEAL (1 STL),[1630214],1610612738.0,BOS,,,,Tillman,X. Tillman,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
131,PT02M03.00S,2024-03-17T22:32:30.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630557,,,1610612738,23,37,2024-03-17T22:32:47Z,1300000,False,,,0,,C. Kispert shooting personal FOUL (2 PF) (Kornet 2 FT),"[1630557, 1628436]",1610612764.0,WAS,shooting,,,Kispert,C. Kispert,,,,,Restricted Area,0-8 Center,1628480.0,2.0,0.0,Kornet,1628436.0,,,,,,,,,,,,,,,
133,PT02M03.00S,2024-03-17T22:32:55.4Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1628436,,,1610612738,23,38,2024-03-17T22:32:55Z,1320000,False,,,0,,L. Kornet Free Throw 1 of 2 (1 PTS),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
134,PT02M03.00S,2024-03-17T22:32:55.4Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",1628436,,,1610612738,23,39,2024-03-17T23:20:11Z,1330000,False,,,0,,L. Kornet Free Throw 2 of 2 (2 PTS),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,
135,PT01M50.00S,2024-03-17T22:33:23.5Z,1,REGULAR,3pt,Jump Shot,[],1630264,74.45795006570303,87.5,1610612764,23,39,2024-03-17T22:33:33Z,1340000,False,188.0,188.0,1,right,MISS A. Gill 26' 3PT,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,,26.52,,,,,,,,
136,PT01M47.00S,2024-03-17T22:33:27.1Z,1,REGULAR,rebound,offensive,[],1630647,,,1610612764,23,39,2024-03-17T22:33:27Z,1350000,False,,,0,,E. Omoruyi REBOUND (Off:1 Def:0),[1630647],1610612764.0,WAS,,,,Omoruyi,E. Omoruyi,,,,,Above the Break 3,24+ Right Center,,,,,,,,135.0,1.0,0.0,1.0,,,,,,,,,
137,PT01M44.00S,2024-03-17T22:33:29.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630557,67.23061760840999,42.64705882352941,1610612764,23,39,2024-03-17T22:42:16Z,1360000,False,-37.0,256.0,1,right,MISS C. Kispert 25' pullup 3PT,[1630557],1610612764.0,WAS,pullup,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,,,,25.81,,,,,,,,
138,PT01M40.00S,2024-03-17T22:33:33.7Z,1,REGULAR,rebound,defensive,[],1629004,,,1610612738,23,39,2024-03-17T22:33:35Z,1370000,False,,,0,,S. Mykhailiuk REBOUND (Off:0 Def:1),[1629004],1610612738.0,BOS,,,,Mykhailiuk,S. Mykhailiuk,,,,,Above the Break 3,24+ Center,,,,,,,,137.0,1.0,1.0,0.0,,,,,,,,,
139,PT01M30.00S,2024-03-17T22:33:44.4Z,1,REGULAR,3pt,Jump Shot,[],1628369,22.026938239159,97.30392156862744,1610612738,23,39,2024-03-17T22:39:27Z,1380000,False,-237.0,155.0,1,left,MISS J. Tatum 28' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,,28.25,,,,,,,,
140,PT01M28.00S,2024-03-17T22:33:46.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,23,39,2024-03-17T22:41:08Z,1390000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,139.0,,,,,,,,,,,,
142,PT01M18.00S,2024-03-17T22:34:13.0Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1630202,19.267411300919843,25.735294117647058,1610612738,23,39,2024-03-17T22:42:42Z,1410000,False,121.0,129.0,1,left,MISS P. Pritchard 17' Jump Shot,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Mid-Range,16-24 Right Center,,,,,,Missed,,,,,,17.68,,,,,,,,
143,PT01M14.00S,2024-03-17T22:34:17.0Z,1,REGULAR,rebound,offensive,[],1630202,,,1610612738,23,39,2024-03-17T22:34:23Z,1420000,False,,,0,,P. Pritchard REBOUND (Off:1 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Mid-Range,16-24 Right Center,,,,,,,,142.0,2.0,1.0,1.0,,,,,,,,,
144,PT01M09.00S,2024-03-17T22:34:22.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628369,6.915243101182654,55.88235294117647,1610612738,23,41,2024-03-17T22:34:26Z,1430000,False,-29.0,13.0,1,left,J. Tatum driving Layup (14 PTS) (S. Mykhailiuk 2 AST),"[1628369, 1629004]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,Made,14.0,,,,,3.19,S. Mykhailiuk,1629004.0,2.0,,,,,
146,PT00M53.80S,2024-03-17T22:34:37.5Z,1,REGULAR,3pt,Jump Shot,[],1630647,79.05716162943496,6.61764705882353,1610612764,23,41,2024-03-17T22:34:44Z,1450000,False,-217.0,144.0,1,right,MISS E. Omoruyi 26' 3PT,[1630647],1610612764.0,WAS,,,,Omoruyi,E. Omoruyi,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,,26.06,,,,,,,,
147,PT00M53.10S,2024-03-17T22:34:38.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612764,23,41,2024-03-17T22:34:52Z,1460000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,146.0,,,,,,,,,,,,
148,PT00M53.10S,2024-03-17T22:34:42.0Z,1,REGULAR,foul,personal,[],1628436,,,1610612764,23,41,2024-03-17T22:34:49Z,1470000,False,,,0,,L. Kornet loose ball personal FOUL (1 PF),"[1628436, 1630264]",1610612738.0,BOS,loose ball,,,Kornet,L. Kornet,,,,,In The Paint (Non-RA),0-8 Center,1628480.0,1.0,0.0,Gill,1630264.0,,,,,,,,,,,,,,,
150,PT00M42.70S,2024-03-17T22:35:06.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1631098,93.11760840998686,50.49019607843137,1610612764,25,41,2024-03-17T22:35:15Z,1490000,False,2.0,12.0,1,right,J. Davis cutting DUNK (2 PTS) (E. Omoruyi 1 AST),"[1631098, 1630647]",1610612764.0,WAS,cutting,,,Davis,J. Davis,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,,,,,1.25,E. Omoruyi,1630647.0,1.0,,,,,
152,PT00M34.20S,2024-03-17T22:35:20.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630264,,,1610612738,25,41,2024-03-17T22:35:29Z,1510000,False,,,0,,A. Gill shooting personal FOUL (1 PF) (Tatum 2 FT),"[1630264, 1628369]",1610612764.0,WAS,shooting,,,Gill,A. Gill,,,,,Mid-Range,8-16 Left,1628480.0,1.0,0.0,Tatum,1628369.0,,,,,,,,,,,,,,,
154,PT00M34.20S,2024-03-17T22:35:43.5Z,1,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,25,42,2024-03-17T22:36:08Z,1530000,False,,,0,,J. Tatum Free Throw 1 of 2 (15 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,Made,15.0,,,,,,,,,,,,,
155,PT00M34.20S,2024-03-17T22:35:44.6Z,1,REGULAR,substitution,out,[],1628436,,,1610612738,25,42,2024-03-17T22:35:48Z,1540000,False,,,0,,SUB out: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT00M34.20S,2024-03-17T22:35:44.6Z,1,REGULAR,substitution,in,[],1629052,,,1610612738,25,42,2024-03-17T22:35:48Z,1550000,False,,,0,,SUB in: O. Brissett,[1629052],1610612738.0,BOS,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT00M34.20S,2024-03-17T22:35:43.5Z,1,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,25,42,2024-03-17T22:36:08Z,1560000,False,,,0,,MISS J. Tatum Free Throw 2 of 2,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
158,PT00M31.90S,2024-03-17T22:35:45.8Z,1,REGULAR,rebound,defensive,[],1630647,,,1610612764,25,42,2024-03-17T22:36:08Z,1570000,False,,,0,,E. Omoruyi REBOUND (Off:1 Def:1),[1630647],1610612764.0,WAS,,,,Omoruyi,E. Omoruyi,,,,,,,,,,,,,,157.0,2.0,1.0,1.0,,,,,,,,,
159,PT00M20.10S,2024-03-17T22:36:19.5Z,1,REGULAR,2pt,Layup,[],1630215,92.06636005256242,68.38235294117648,1610612764,27,42,2024-03-17T22:36:24Z,1580000,False,92.0,22.0,1,right,J. Butler 9' driving Layup (2 PTS),[1630215],1610612764.0,WAS,driving,,,Butler,J. Butler,,,,,Mid-Range,8-16 Right,,,,,,Made,2.0,,,,,9.45,,,,,,,,
160,PT00M00.60S,2024-03-17T22:36:41.7Z,1,REGULAR,3pt,Jump Shot,[],1628369,34.247700394218136,60.29411764705882,1610612738,27,45,2024-03-17T22:36:47Z,1590000,False,-51.0,269.0,1,left,J. Tatum 27' 3PT step back (18 PTS),[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,,,,,,Made,18.0,,,,,27.43,,,,,,,,
161,PT00M00.00S,2024-03-17T22:36:49.5Z,1,REGULAR,period,end,[],0,,,1610612764,27,45,2024-03-17T22:36:49Z,1600000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2024-03-17T22:38:18.7Z,2,REGULAR,substitution,out,['startperiod'],1631098,,,1610612764,27,45,2024-03-17T22:39:21Z,1610000,False,,,0,,SUB out: J. Davis,[1631098],1610612764.0,WAS,,,,Davis,J. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2024-03-17T22:38:18.7Z,2,REGULAR,substitution,out,['startperiod'],1630264,,,1610612764,27,45,2024-03-17T22:39:21Z,1620000,False,,,0,,SUB out: A. Gill,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2024-03-17T22:38:18.7Z,2,REGULAR,substitution,out,['startperiod'],1628369,,,1610612764,27,45,2024-03-17T22:39:21Z,1630000,False,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2024-03-17T22:38:18.7Z,2,REGULAR,substitution,out,['startperiod'],1629004,,,1610612764,27,45,2024-03-17T22:39:21Z,1640000,False,,,0,,SUB out: S. Mykhailiuk,[1629004],1610612738.0,BOS,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2024-03-17T22:38:18.7Z,2,REGULAR,substitution,out,['startperiod'],1629052,,,1610612764,27,45,2024-03-17T22:39:21Z,1650000,False,,,0,,SUB out: O. Brissett,[1629052],1610612738.0,BOS,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2024-03-17T22:38:18.7Z,2,REGULAR,substitution,in,['startperiod'],1626158,,,1610612764,27,45,2024-03-17T22:39:21Z,1660000,False,,,0,,SUB in: R. Holmes,[1626158],1610612764.0,WAS,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2024-03-17T22:38:18.7Z,2,REGULAR,substitution,in,['startperiod'],1631262,,,1610612764,27,45,2024-03-17T22:39:21Z,1670000,False,,,0,,SUB in: J. Bernard,[1631262],1610612764.0,WAS,,,,Bernard,J. Bernard,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2024-03-17T22:38:18.7Z,2,REGULAR,substitution,in,['startperiod'],201950,,,1610612764,27,45,2024-03-17T22:39:21Z,1680000,False,,,0,,SUB in: J. Holiday,[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2024-03-17T22:38:18.7Z,2,REGULAR,substitution,in,['startperiod'],1630573,,,1610612764,27,45,2024-03-17T22:39:21Z,1690000,False,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2024-03-17T22:38:18.7Z,2,REGULAR,substitution,in,['startperiod'],1628436,,,1610612764,27,45,2024-03-17T22:39:21Z,1700000,False,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2024-03-17T22:39:33.3Z,2,REGULAR,period,start,[],0,,,1610612764,27,45,2024-03-17T22:39:33Z,1710000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
