actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
89,PT04M34.00S,2023-11-16T00:27:19.9Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1641726,9.411957950065702,56.127450980392155,1610612742,17,30,2023-11-16T00:27:24Z,890000,False,-31.0,36.0,1,left,D. Lively II turnaround Hook (2 PTS),[1641726],1610612742.0,DAL,turnaround,,,,,,In The Paint (Non-RA),0-8 Center,4.72,Made,Lively II,D. Lively II,,,,,,,,,,2.0,,,,,,,,
90,PT04M18.00S,2023-11-16T00:27:35.6Z,1,REGULAR,3pt,Jump Shot,[],1628398,65.91655716162943,46.32352941176471,1610612764,17,30,2023-11-16T00:27:40Z,900000,False,-18.0,268.0,1,right,MISS K. Kuzma 26' step back 3PT,[1628398],1610612764.0,WAS,step back,,,,,,Above the Break 3,24+ Center,26.85,Missed,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,
91,PT04M16.00S,2023-11-16T00:27:37.6Z,1,REGULAR,rebound,defensive,[],203501,,,1610612742,17,30,2023-11-16T00:27:40Z,910000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:1),[203501],1610612742.0,DAL,,,,,,,Above the Break 3,24+ Center,,,Hardaway Jr.,T. Hardaway Jr.,90.0,1.0,1.0,0.0,,,,,,,,,,,,,,
92,PT04M10.00S,2023-11-16T00:27:45.2Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],203501,11.251642575558476,21.323529411764707,1610612742,17,32,2023-11-16T00:36:19Z,920000,False,143.0,53.0,1,left,T. Hardaway Jr. 15' running pullup Jump Shot (7 PTS),[203501],1610612742.0,DAL,running pullup,,,,,,Mid-Range,8-16 Right,15.3,Made,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,7.0,,,,,,,,
93,PT04M09.00S,2023-11-16T00:27:49.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,17,32,2023-11-16T00:27:49Z,930000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M09.00S,2023-11-16T00:27:52.3Z,1,REGULAR,substitution,out,[],1626145,,,1610612764,17,32,2023-11-16T00:30:33Z,940000,False,,,0,,SUB out: T. Jones,[1626145],1610612764.0,WAS,,,,,,,,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,
96,PT04M09.00S,2023-11-16T00:27:52.3Z,1,REGULAR,substitution,out,[],1629655,,,1610612764,17,32,2023-11-16T00:30:33Z,950000,False,,,0,,SUB out: D. Gafford,[1629655],1610612764.0,WAS,,,,,,,,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,
97,PT04M09.00S,2023-11-16T00:27:52.3Z,1,REGULAR,substitution,out,[],1641726,,,1610612764,17,32,2023-11-16T00:30:33Z,960000,False,,,0,,SUB out: D. Lively II,[1641726],1610612742.0,DAL,,,,,,,,,,,Lively II,D. Lively II,,,,,,,,,,,,,,,,,,
98,PT04M09.00S,2023-11-16T00:27:52.3Z,1,REGULAR,substitution,out,[],1629029,,,1610612764,17,32,2023-11-16T00:30:33Z,970000,False,,,0,,SUB out: L. Doncic,[1629029],1610612742.0,DAL,,,,,,,,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,
99,PT04M09.00S,2023-11-16T00:27:52.3Z,1,REGULAR,substitution,in,[],1630557,,,1610612764,17,32,2023-11-16T00:30:33Z,980000,False,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,,,,,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,
100,PT04M09.00S,2023-11-16T00:27:52.3Z,1,REGULAR,substitution,in,[],201568,,,1610612764,17,32,2023-11-16T00:30:33Z,990000,False,,,0,,SUB in: D. Gallinari,[201568],1610612764.0,WAS,,,,,,,,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,
101,PT04M09.00S,2023-11-16T00:27:52.3Z,1,REGULAR,substitution,in,[],203939,,,1610612764,17,32,2023-11-16T00:30:33Z,1000000,False,,,0,,SUB in: D. Powell,[203939],1610612742.0,DAL,,,,,,,,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,
102,PT04M09.00S,2023-11-16T00:27:52.3Z,1,REGULAR,substitution,in,[],203957,,,1610612764,17,32,2023-11-16T00:30:33Z,1010000,False,,,0,,SUB in: D. Exum,[203957],1610612742.0,DAL,,,,,,,,,,,Exum,D. Exum,,,,,,,,,,,,,,,,,,
103,PT03M44.00S,2023-11-16T00:31:08.7Z,1,REGULAR,2pt,Jump Shot,[],201568,83.13074901445466,27.450980392156865,1610612764,19,32,2023-11-16T00:31:12Z,1020000,False,-113.0,106.0,1,right,D. Gallinari 15' Jump Shot (2 PTS) (C. Kispert 1 AST),"[201568, 1630557]",1610612764.0,WAS,,,,,,,Mid-Range,8-16 Left,15.48,Made,Gallinari,D. Gallinari,,,,,,,,,,2.0,C. Kispert,1630557.0,1.0,,,,,
105,PT03M28.00S,2023-11-16T00:31:24.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203501,19.66162943495401,44.36274509803921,1610612742,19,32,2023-11-16T00:31:28Z,1040000,False,28.0,132.0,1,left,MISS T. Hardaway Jr. 13' pullup Shot,[203501],1610612742.0,DAL,pullup,,,,,,In The Paint (Non-RA),8-16 Center,13.53,Missed,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,
106,PT03M26.00S,2023-11-16T00:31:26.8Z,1,REGULAR,rebound,defensive,[],201568,,,1610612764,19,32,2023-11-16T00:31:28Z,1050000,False,,,0,,D. Gallinari REBOUND (Off:0 Def:1),[201568],1610612764.0,WAS,,,,,,,In The Paint (Non-RA),8-16 Center,,,Gallinari,D. Gallinari,105.0,1.0,1.0,0.0,,,,,,,,,,,,,,
107,PT03M10.00S,2023-11-16T00:31:42.6Z,1,REGULAR,3pt,Jump Shot,[],1630557,66.83639947437582,37.254901960784316,1610612764,22,32,2023-11-16T00:31:47Z,1060000,False,-64.0,259.0,1,right,C. Kispert 26' 3PT  (3 PTS) (J. Poole 1 AST),"[1630557, 1629673]",1610612764.0,WAS,,,,,,,Above the Break 3,24+ Center,26.69,Made,Kispert,C. Kispert,,,,,,,,,,3.0,J. Poole,1629673.0,1.0,,,,,
109,PT02M52.00S,2023-11-16T00:32:00.2Z,1,REGULAR,3pt,Jump Shot,[],203501,34.773324572930356,48.529411764705884,1610612742,22,35,2023-11-16T00:32:05Z,1080000,False,7.0,274.0,1,left,T. Hardaway Jr. 27' 3PT  (10 PTS) (D. Powell 1 AST),"[203501, 203939]",1610612742.0,DAL,,,,,,,Above the Break 3,24+ Center,27.45,Made,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,10.0,D. Powell,203939.0,1.0,,,,,
111,PT02M35.00S,2023-11-16T00:32:27.2Z,1,REGULAR,foul,offensive,[],1629673,,,1610612764,22,35,2023-11-16T00:32:41Z,1100000,False,,,0,,J. Poole offensive FOUL (3 PF),"[1629673, 1630182]",1610612764.0,WAS,,,,,,,In The Paint (Non-RA),8-16 Right,,,Poole,J. Poole,,,,,1199.0,3.0,0.0,Green,1630182.0,,,,,,,,,
113,PT02M35.00S,2023-11-16T00:32:27.2Z,1,REGULAR,turnover,offensive foul,[],1629673,,,1610612764,22,35,2023-11-16T00:32:27Z,1120000,False,,,0,,J. Poole offensive foul TURNOVER (2 TO),[1629673],1610612764.0,WAS,,,,,,,In The Paint (Non-RA),8-16 Right,,,Poole,J. Poole,,,,,1199.0,,,,,,,,,2.0,,,,
114,PT02M35.00S,2023-11-16T00:32:33.8Z,1,REGULAR,substitution,out,[],1629673,,,1610612742,22,35,2023-11-16T00:32:54Z,1130000,False,,,0,,SUB out: J. Poole,[1629673],1610612764.0,WAS,,,,,,,,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,
115,PT02M35.00S,2023-11-16T00:32:33.8Z,1,REGULAR,substitution,out,[],1628398,,,1610612742,22,35,2023-11-16T00:32:54Z,1140000,False,,,0,,SUB out: K. Kuzma,[1628398],1610612764.0,WAS,,,,,,,,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,
116,PT02M35.00S,2023-11-16T00:32:33.8Z,1,REGULAR,substitution,out,[],1629684,,,1610612742,22,35,2023-11-16T00:32:54Z,1150000,False,,,0,,SUB out: G. Williams,[1629684],1610612742.0,DAL,,,,,,,,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,
117,PT02M35.00S,2023-11-16T00:32:33.8Z,1,REGULAR,substitution,out,[],1630182,,,1610612742,22,35,2023-11-16T00:32:54Z,1160000,False,,,0,,SUB out: J. Green,[1630182],1610612742.0,DAL,,,,,,,,,,,Green,J. Green,,,,,,,,,,,,,,,,,,
118,PT02M35.00S,2023-11-16T00:32:33.8Z,1,REGULAR,substitution,in,[],1626145,,,1610612742,22,35,2023-11-16T00:32:54Z,1170000,False,,,0,,SUB in: T. Jones,[1626145],1610612764.0,WAS,,,,,,,,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,
119,PT02M35.00S,2023-11-16T00:32:33.8Z,1,REGULAR,substitution,in,[],1630166,,,1610612742,22,35,2023-11-16T00:32:54Z,1180000,False,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,,,,,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,
120,PT02M35.00S,2023-11-16T00:32:33.8Z,1,REGULAR,substitution,in,[],1627884,,,1610612742,22,35,2023-11-16T00:32:54Z,1190000,False,,,0,,SUB in: D. Jones Jr.,[1627884],1610612742.0,DAL,,,,,,,,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,
121,PT02M35.00S,2023-11-16T00:32:33.8Z,1,REGULAR,substitution,in,[],1630702,,,1610612742,22,35,2023-11-16T00:32:54Z,1200000,False,,,0,,SUB in: J. Hardy,[1630702],1610612742.0,DAL,,,,,,,,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,
122,PT02M25.00S,2023-11-16T00:32:59.7Z,1,REGULAR,turnover,bad pass,[],203501,,,1610612742,22,35,2023-11-16T00:33:06Z,1210000,False,,,0,,T. Hardaway Jr. bad pass TURNOVER (1 TO),"[203501, 1630166]",1610612742.0,DAL,,,,,,,Above the Break 3,24+ Right Center,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,1.0,Avdija,1630166.0,,
123,PT02M25.00S,2023-11-16T00:32:59.7Z,1,REGULAR,steal,,[],1630166,,,1610612764,22,35,2023-11-16T00:33:01Z,1220000,False,,,0,,D. Avdija STEAL (1 STL),[1630166],1610612764.0,WAS,,,,,,,Above the Break 3,24+ Right Center,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,
124,PT02M21.00S,2023-11-16T00:33:03.8Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1626145,77.7431011826544,10.53921568627451,1610612764,22,35,2023-11-16T00:34:08Z,1230000,False,-197.0,157.0,1,right,MISS T. Jones 25' 3PT,[1626145],1610612764.0,WAS,,,,,,,Above the Break 3,24+ Left Center,25.2,Missed,Jones,T. Jones,,,,,,,,,,,,,,,,,,
125,PT02M19.00S,2023-11-16T00:33:05.8Z,1,REGULAR,rebound,defensive,[],203957,,,1610612742,22,35,2023-11-16T00:33:12Z,1240000,False,,,0,,D. Exum REBOUND (Off:0 Def:1),[203957],1610612742.0,DAL,,,,,,,Above the Break 3,24+ Left Center,,,Exum,D. Exum,124.0,1.0,1.0,0.0,,,,,,,,,,,,,,
127,PT02M07.00S,2023-11-16T00:33:45.6Z,1,REGULAR,2pt,Jump Shot,[],1630702,20.05584756898817,66.17647058823529,1610612742,22,35,2023-11-16T00:33:49Z,1260000,False,-81.0,136.0,1,left,MISS J. Hardy 15' step back Shot,[1630702],1610612742.0,DAL,step back,,,,,,Mid-Range,8-16 Left,15.82,Missed,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,
128,PT02M03.00S,2023-11-16T00:33:49.6Z,1,REGULAR,rebound,defensive,[],1641731,,,1610612764,22,35,2023-11-16T00:33:49Z,1270000,False,,,0,,B. Coulibaly REBOUND (Off:0 Def:1),[1641731],1610612764.0,WAS,,,,,,,Mid-Range,8-16 Left,,,Coulibaly,B. Coulibaly,127.0,1.0,1.0,0.0,,,,,,,,,,,,,,
129,PT01M57.00S,2023-11-16T00:33:54.8Z,1,REGULAR,3pt,Jump Shot,[],201568,65.39093298291722,43.38235294117647,1610612764,22,35,2023-11-16T00:33:58Z,1280000,False,-33.0,273.0,1,right,MISS D. Gallinari 27' 3PT,[201568],1610612764.0,WAS,,,,,,,Above the Break 3,24+ Center,27.48,Missed,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,
130,PT01M55.00S,2023-11-16T00:33:56.8Z,1,REGULAR,rebound,defensive,[],203957,,,1610612742,22,35,2023-11-16T00:33:58Z,1290000,False,,,0,,D. Exum REBOUND (Off:0 Def:2),[203957],1610612742.0,DAL,,,,,,,Above the Break 3,24+ Center,,,Exum,D. Exum,129.0,2.0,2.0,0.0,,,,,,,,,,,,,,
131,PT01M49.00S,2023-11-16T00:34:03.6Z,1,REGULAR,2pt,Jump Shot,[],203501,12.565703022339028,17.892156862745097,1610612742,22,37,2023-11-16T00:34:07Z,1300000,False,161.0,66.0,1,left,T. Hardaway Jr. 17' pullup Jump Shot (12 PTS) (D. Exum 1 AST),"[203501, 203957]",1610612742.0,DAL,pullup,,,,,,Mid-Range,16-24 Right,17.34,Made,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,12.0,D. Exum,203957.0,1.0,,,,,
133,PT01M26.00S,2023-11-16T00:34:24.9Z,1,REGULAR,3pt,Jump Shot,[],1630557,75.24638633377135,9.313725490196079,1610612764,22,37,2023-11-16T00:34:29Z,1320000,False,-203.0,180.0,1,right,MISS C. Kispert 27' 3PT,[1630557],1610612764.0,WAS,,,,,,,Above the Break 3,24+ Left Center,27.17,Missed,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,
134,PT01M23.00S,2023-11-16T00:34:27.9Z,1,REGULAR,rebound,defensive,[],203939,,,1610612742,22,37,2023-11-16T00:34:29Z,1330000,False,,,0,,D. Powell REBOUND (Off:0 Def:1),[203939],1610612742.0,DAL,,,,,,,Above the Break 3,24+ Left Center,,,Powell,D. Powell,133.0,1.0,1.0,0.0,,,,,,,,,,,,,,
135,PT01M12.00S,2023-11-16T00:34:40.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203501,10.068988173455978,61.029411764705884,1610612742,22,37,2023-11-16T00:34:47Z,1340000,False,-55.0,42.0,1,left,MISS T. Hardaway Jr. 6' driving Layup,[203501],1610612742.0,DAL,driving,,,,,,In The Paint (Non-RA),0-8 Center,6.93,Missed,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,
136,PT01M10.00S,2023-11-16T00:34:42.0Z,1,REGULAR,rebound,defensive,[],201568,,,1610612764,22,37,2023-11-16T00:34:47Z,1350000,False,,,0,,D. Gallinari REBOUND (Off:0 Def:2),[201568],1610612764.0,WAS,,,,,,,In The Paint (Non-RA),0-8 Center,,,Gallinari,D. Gallinari,135.0,2.0,2.0,0.0,,,,,,,,,,,,,,
137,PT01M06.00S,2023-11-16T00:34:45.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1641731,93.38042049934296,55.14705882352941,1610612764,22,37,2023-11-16T00:34:58Z,1360000,False,26.0,10.0,1,right,MISS B. Coulibaly reverse Layup - blocked,"[1641731, 1627884]",1610612764.0,WAS,reverse,,,,,,Restricted Area,0-8 Center,2.75,Missed,Coulibaly,B. Coulibaly,,,,,,,,,,,,,,,,,Jones Jr.,1627884.0
139,PT01M06.00S,2023-11-16T00:34:45.4Z,1,REGULAR,block,,[],1627884,,,1610612764,22,37,2023-11-16T00:34:58Z,1365000,False,,,0,,D. Jones Jr. BLOCK (1 BLK),[1627884],1610612742.0,DAL,,,,,,,Restricted Area,0-8 Center,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,
138,PT01M06.00S,2023-11-16T00:34:45.4Z,1,REGULAR,rebound,defensive,[],203957,,,1610612742,22,37,2023-11-16T00:34:58Z,1370000,False,,,0,,D. Exum REBOUND (Off:0 Def:3),[203957],1610612742.0,DAL,,,,,,,Restricted Area,0-8 Center,,,Exum,D. Exum,137.0,3.0,3.0,0.0,,,,,,,,,,,,,,
140,PT00M48.00S,2023-11-16T00:35:05.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203939,6.389618922470433,49.26470588235294,1610612742,22,39,2023-11-16T00:35:10Z,1380000,False,4.0,8.0,1,left,D. Powell Layup (2 PTS) (T. Hardaway Jr. 1 AST),"[203939, 203501]",1610612742.0,DAL,,,,,,,Restricted Area,0-8 Center,0.85,Made,Powell,D. Powell,,,,,,,,,,2.0,T. Hardaway Jr.,203501.0,1.0,,,,,
142,PT00M37.80S,2023-11-16T00:35:22.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203957,,,1610612764,22,39,2023-11-16T00:35:34Z,1400000,False,,,0,,D. Exum personal FOUL (1 PF) (Gallinari 2 FT),"[203957, 201568]",1610612742.0,DAL,,,,,,,Mid-Range,8-16 Center,,,Exum,D. Exum,,,,,1662.0,1.0,0.0,Gallinari,201568.0,,,,,,,,,
144,PT00M37.80S,2023-11-16T00:35:56.0Z,1,REGULAR,freethrow,1 of 2,[],201568,,,1610612764,23,39,2023-11-16T00:35:56Z,1420000,False,,,0,,D. Gallinari Free Throw 1 of 2 (3 PTS),[201568],1610612764.0,WAS,,,,,,,,,,Made,Gallinari,D. Gallinari,,,,,,,,,,3.0,,,,,,,,
145,PT00M37.80S,2023-11-16T00:36:14.3Z,1,REGULAR,freethrow,2 of 2,[],201568,,,1610612764,24,39,2023-11-16T00:36:14Z,1430000,False,,,0,,D. Gallinari Free Throw 2 of 2 (4 PTS),[201568],1610612764.0,WAS,,,,,,,,,,Made,Gallinari,D. Gallinari,,,,,,,,,,4.0,,,,,,,,
146,PT00M29.60S,2023-11-16T00:36:27.5Z,1,REGULAR,foul,personal,['2freethrow'],1630557,,,1610612742,24,39,2023-11-16T00:36:34Z,1440000,False,,,0,,C. Kispert shooting personal FOUL (1 PF) (Jones Jr. 2 FT),"[1630557, 1627884]",1610612764.0,WAS,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,Kispert,C. Kispert,,,,,1662.0,1.0,0.0,Jones Jr.,1627884.0,,,,,,,,,
148,PT00M29.60S,2023-11-16T00:37:02.1Z,1,REGULAR,freethrow,1 of 2,[],1627884,,,1610612742,24,40,2023-11-16T00:37:54Z,1460000,False,,,0,,D. Jones Jr. Free Throw 1 of 2 (9 PTS),[1627884],1610612742.0,DAL,,,,,,,,,,Made,Jones Jr.,D. Jones Jr.,,,,,,,,,,9.0,,,,,,,,
149,PT00M29.60S,2023-11-16T00:37:02.1Z,1,REGULAR,freethrow,2 of 2,[],1627884,,,1610612742,24,40,2023-11-16T00:37:54Z,1470000,False,,,0,,MISS D. Jones Jr. Free Throw 2 of 2,[1627884],1610612742.0,DAL,,,,,,,,,,Missed,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,
150,PT00M29.10S,2023-11-16T00:37:02.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612742,24,40,2023-11-16T00:37:54Z,1480000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,149.0,,,,,,,,,,,,,,,,,
151,PT00M29.10S,2023-11-16T00:37:37.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630166,,,1610612742,24,40,2023-11-16T00:37:46Z,1490000,False,,,0,,D. Avdija loose ball personal FOUL (1 PF) (Hardaway Jr. 2 FT),"[1630166, 203501]",1610612764.0,WAS,loose ball,,,,,,Restricted Area,0-8 Center,,,Avdija,D. Avdija,,,,,1630886.0,1.0,0.0,Hardaway Jr.,203501.0,,,,,,,,,
153,PT00M29.10S,2023-11-16T00:37:52.7Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],203501,,,1610612742,24,40,2023-11-16T00:37:52Z,1510000,False,,,0,,MISS T. Hardaway Jr. Free Throw 1 of 2,[203501],1610612742.0,DAL,,,,,,,,,,Missed,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,
154,PT00M29.10S,2023-11-16T00:37:52.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,24,40,2023-11-16T00:37:52Z,1520000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,153.0,,,,,,,,,,,,,,,,,
155,PT00M29.10S,2023-11-16T00:38:06.9Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],203501,,,1610612742,24,41,2023-11-16T00:38:06Z,1530000,False,,,0,,T. Hardaway Jr. Free Throw 2 of 2 (13 PTS),[203501],1610612742.0,DAL,,,,,,,,,,Made,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,13.0,,,,,,,,
156,PT00M07.00S,2023-11-16T00:38:31.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203957,,,1610612764,24,41,2023-11-16T00:38:38Z,1540000,False,,,0,,D. Exum shooting personal FOUL (2 PF) (Gallinari 2 FT),"[203957, 201568]",1610612742.0,DAL,shooting,,,,,,Restricted Area,0-8 Center,,,Exum,D. Exum,,,,,1630886.0,2.0,0.0,Gallinari,201568.0,,,,,,,,,
158,PT00M07.00S,2023-11-16T00:38:55.5Z,1,REGULAR,freethrow,1 of 2,[],201568,,,1610612764,25,41,2023-11-16T00:38:55Z,1560000,False,,,0,,D. Gallinari Free Throw 1 of 2 (5 PTS),[201568],1610612764.0,WAS,,,,,,,,,,Made,Gallinari,D. Gallinari,,,,,,,,,,5.0,,,,,,,,
159,PT00M07.00S,2023-11-16T00:38:59.3Z,1,REGULAR,substitution,out,[],1626145,,,1610612764,25,41,2023-11-16T00:39:02Z,1570000,False,,,0,,SUB out: T. Jones,[1626145],1610612764.0,WAS,,,,,,,,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,
160,PT00M07.00S,2023-11-16T00:38:59.3Z,1,REGULAR,substitution,in,[],1628398,,,1610612764,25,41,2023-11-16T00:39:02Z,1580000,False,,,0,,SUB in: K. Kuzma,[1628398],1610612764.0,WAS,,,,,,,,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,
161,PT00M07.00S,2023-11-16T00:39:15.4Z,1,REGULAR,freethrow,2 of 2,[],201568,,,1610612764,26,41,2023-11-16T00:39:15Z,1590000,False,,,0,,D. Gallinari Free Throw 2 of 2 (6 PTS),[201568],1610612764.0,WAS,,,,,,,,,,Made,Gallinari,D. Gallinari,,,,,,,,,,6.0,,,,,,,,
162,PT00M00.90S,2023-11-16T00:39:24.9Z,1,REGULAR,turnover,lost ball,[],1630702,,,1610612742,26,41,2023-11-16T00:39:31Z,1600000,False,,,0,,J. Hardy lost ball TURNOVER (1 TO),"[1630702, 1630166]",1610612742.0,DAL,,,,,,,Mid-Range,16-24 Right Center,,,Hardy,J. Hardy,,,,,,,,,,,,,,1.0,Avdija,1630166.0,,
163,PT00M00.90S,2023-11-16T00:39:24.9Z,1,REGULAR,steal,,[],1630166,,,1610612764,26,41,2023-11-16T00:39:27Z,1610000,False,,,0,,D. Avdija STEAL (2 STL),[1630166],1610612764.0,WAS,,,,,,,Mid-Range,16-24 Right Center,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,
164,PT00M00.10S,2023-11-16T00:39:29.3Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1630166,48.57095926412615,49.754901960784316,1610612764,26,41,2023-11-16T00:41:11Z,1620000,False,-1.0,431.0,1,right,MISS D. Avdija 43' running pullup 3PT,[1630166],1610612764.0,WAS,running pullup,,,,,,Above the Break 3,24+ Center,43.09,Missed,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,
165,PT00M00.10S,2023-11-16T00:39:29.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612764,26,41,2023-11-16T00:39:39Z,1630000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,Above the Break 3,24+ Center,,,,,164.0,,,,,,,,,,,,,,,,,
166,PT00M00.00S,2023-11-16T00:39:40.5Z,1,REGULAR,period,end,[],0,,,1610612764,26,41,2023-11-16T00:39:40Z,1640000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2023-11-16T00:39:53.8Z,2,REGULAR,substitution,out,['startperiod'],1628398,,,1610612764,26,41,2023-11-16T00:42:01Z,1650000,False,,,0,,SUB out: K. Kuzma,[1628398],1610612764.0,WAS,,,,,,,,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2023-11-16T00:39:53.8Z,2,REGULAR,substitution,out,['startperiod'],203957,,,1610612764,26,41,2023-11-16T00:42:01Z,1660000,False,,,0,,SUB out: D. Exum,[203957],1610612742.0,DAL,,,,,,,,,,,Exum,D. Exum,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2023-11-16T00:39:53.8Z,2,REGULAR,substitution,out,['startperiod'],1630702,,,1610612764,26,41,2023-11-16T00:42:01Z,1670000,False,,,0,,SUB out: J. Hardy,[1630702],1610612742.0,DAL,,,,,,,,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2023-11-16T00:39:53.8Z,2,REGULAR,substitution,out,['startperiod'],203939,,,1610612764,26,41,2023-11-16T00:42:01Z,1680000,False,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,,,,,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2023-11-16T00:39:53.8Z,2,REGULAR,substitution,out,['startperiod'],203501,,,1610612764,26,41,2023-11-16T00:42:01Z,1690000,False,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,,,,,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2023-11-16T00:39:53.8Z,2,REGULAR,substitution,out,['startperiod'],1627884,,,1610612764,26,41,2023-11-16T00:42:01Z,1700000,False,,,0,,SUB out: D. Jones Jr.,[1627884],1610612742.0,DAL,,,,,,,,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2023-11-16T00:39:53.8Z,2,REGULAR,substitution,in,['startperiod'],1629013,,,1610612764,26,41,2023-11-16T00:42:01Z,1710000,False,,,0,,SUB in: L. Shamet,[1629013],1610612764.0,WAS,,,,,,,,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2023-11-16T00:39:53.8Z,2,REGULAR,substitution,in,['startperiod'],1629029,,,1610612764,26,41,2023-11-16T00:42:01Z,1720000,False,,,0,,SUB in: L. Doncic,[1629029],1610612742.0,DAL,,,,,,,,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,
