actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-03-07T00:11:19.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-03-07T00:11:19Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2024-03-07T00:11:22.4Z,1,REGULAR,jumpball,recovered,[],1626145,,,1610612764,0,0,2024-03-07T00:11:22Z,40000,False,,,0,,Jump Ball K. Kuzma vs. G. Bitadze: Tip to T. Jones,"[1626145, 1628398, 1629048]",1610612764.0,WAS,startperiod,T. Jones,1626145.0,Jones,T. Jones,Kuzma,1628398.0,Bitadze,1629048.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M38.00S,2024-03-07T00:11:40.2Z,1,REGULAR,3pt,Jump Shot,[],1641731,17.263469119579497,4.411764705882348,1610612764,0,0,2024-03-07T00:11:47Z,70000,False,228.0,110.0,1,left,MISS B. Coulibaly 25' 3PT,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Above the Break 3,24+ Right Center,25.3,Missed,,,,,,,,,,,,,,,,,,
8,PT11M35.00S,2024-03-07T00:11:43.2Z,1,REGULAR,rebound,defensive,[],1630532,,,1610612753,0,0,2024-03-07T00:11:47Z,80000,False,,,0,,F. Wagner REBOUND (Off:0 Def:1),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Right Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M22.00S,2024-03-07T00:11:56.2Z,1,REGULAR,3pt,Jump Shot,[],1630591,66.40932982917215,36.029411764705884,1610612753,0,3,2024-03-07T00:12:00Z,90000,False,-70.0,263.0,1,right,J. Suggs 27' 3PT  (3 PTS) (A. Black 1 AST),"[1630591, 1641710]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Center,27.24,Made,,,,,3.0,A. Black,1641710.0,1.0,,,,,,,,,,
11,PT11M03.00S,2024-03-07T00:12:15.3Z,1,REGULAR,3pt,Jump Shot,[],1628398,11.350197109067011,4.166666666666657,1610612764,3,3,2024-03-07T00:12:20Z,110000,False,229.0,54.0,1,left,K. Kuzma 3PT  (3 PTS) (T. Jones 1 AST),"[1628398, 1626145]",1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Right Corner 3,24+ Right,23.55,Made,,,,,3.0,T. Jones,1626145.0,1.0,,,,,,,,,,
13,PT10M50.00S,2024-03-07T00:12:29.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,93.47897503285151,40.19607843137255,1610612753,3,5,2024-03-07T00:12:34Z,130000,False,-49.0,9.0,1,right,F. Wagner driving finger roll Layup (2 PTS) (P. Banchero 1 AST),"[1630532, 1631094]",1610612753.0,ORL,driving finger roll,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),0-8 Center,4.98,Made,,,,,2.0,P. Banchero,1631094.0,1.0,,,,,,,,,,
15,PT10M32.00S,2024-03-07T00:12:47.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,6.750985545335084,55.88235294117647,1610612764,3,5,2024-03-07T00:13:15Z,150000,False,-29.0,11.0,1,left,MISS D. Avdija driving Layup,[1630166],1610612764.0,WAS,driving,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,3.14,Missed,,,,,,,,,,,,,,,,,,
16,PT10M31.00S,2024-03-07T00:12:48.1Z,1,REGULAR,rebound,offensive,[],1630166,,,1610612764,3,5,2024-03-07T00:13:15Z,160000,False,,,0,,D. Avdija REBOUND (Off:1 Def:0),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,15.0,1.0,0.0,1.0,,,,,,,,,,,,,,
17,PT10M22.00S,2024-03-07T00:12:57.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630557,9.773324572930349,4.901960784313729,1610612764,3,5,2024-03-07T00:13:02Z,170000,False,225.0,39.0,1,left,MISS C. Kispert 3PT,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Right Corner 3,24+ Right,22.89,Missed,,,,,,,,,,,,,,,,,,
