actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2024-03-29T23:10:56.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-03-29T23:10:56Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2024-03-29T23:10:59.4Z,1,REGULAR,jumpball,recovered,[],1630595,,,1610612765,0,0,2024-03-29T23:10:59Z,40000,False,,,0,,Jump Ball J. Duren vs. M. Bagley III: Tip to C. Cunningham,"[1630595, 1631105, 1628963]",1610612765.0,DET,startperiod,C. Cunningham,1630595.0,Cunningham,C. Cunningham,Duren,1631105.0,Bagley III,1628963.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2024-03-29T23:11:11.8Z,1,REGULAR,3pt,Jump Shot,[],1628972,73.85019710906701,86.05238970588235,1610612765,0,3,2024-03-29T23:11:21Z,70000,False,180.0,193.0,1,right,T. Brown Jr. 26' 3PT  (3 PTS) (C. Cunningham 1 AST),"[1628972, 1630595]",1610612765.0,DET,,,,Brown Jr.,T. Brown Jr.,,,,,Above the Break 3,24+ Right Center,26.43,Made,3.0,C. Cunningham,1630595.0,1.0,,,,,,,,,,,,,,
9,PT11M28.00S,2024-03-29T23:11:28.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629673,16.507884362680684,60.049019607843135,1610612764,0,3,2024-03-29T23:11:36Z,90000,False,-50.0,103.0,1,left,MISS J. Poole 11' turnaround fadeaway Shot,[1629673],1610612764.0,WAS,turnaround fadeaway,,,Poole,J. Poole,,,,,In The Paint (Non-RA),8-16 Center,11.43,Missed,,,,,,,,,,,,,,,,,,
10,PT11M24.00S,2024-03-29T23:11:32.6Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,0,3,2024-03-29T23:11:36Z,100000,False,,,0,,J. Duren REBOUND (Off:0 Def:1),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
11,PT11M04.00S,2024-03-29T23:11:51.6Z,1,REGULAR,3pt,Jump Shot,[],1630595,68.67608409986859,68.62745098039215,1610612765,0,6,2024-03-29T23:12:37Z,110000,False,93.0,242.0,1,right,C. Cunningham 25' 3PT pullup (3 PTS) (T. Evbuomwan 1 AST),"[1630595, 1641787]",1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Right Center,25.92,Made,3.0,T. Evbuomwan,1641787.0,1.0,,,,,,,,,,,,,,
13,PT10M48.00S,2024-03-29T23:12:07.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,8.360709592641262,46.32352941176471,1610612764,2,6,2024-03-29T23:12:14Z,130000,False,18.0,26.0,1,left,D. Avdija driving Layup (2 PTS),[1630166],1610612764.0,WAS,driving,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,3.19,Made,2.0,,,,,,,,,,,,,,,,,
14,PT10M42.00S,2024-03-29T23:12:16.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,93.64323258869908,44.6078431372549,1610612765,2,8,2024-03-29T23:13:16Z,140000,False,-27.0,7.0,1,right,C. Cunningham driving Layup (5 PTS),[1630595],1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,2.8,Made,5.0,,,,,,,,,,,,,,,,,
15,PT10M42.00S,2024-03-29T23:12:21.6Z,1,REGULAR,foul,personal,['1freethrow'],1628398,,,1610612765,2,8,2024-03-29T23:12:29Z,150000,False,,,0,,K. Kuzma shooting personal FOUL (1 PF) (Cunningham 1 FT),"[1628398, 1630595]",1610612764.0,WAS,shooting,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1628953.0,1.0,0.0,Cunningham,1630595.0,,,,,
17,PT10M42.00S,2024-03-29T23:12:47.1Z,1,REGULAR,freethrow,1 of 1,[],1630595,,,1610612765,2,9,2024-03-29T23:12:47Z,170000,False,,,0,,C. Cunningham Free Throw 1 of 1 (6 PTS),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
18,PT10M29.00S,2024-03-29T23:13:00.7Z,1,REGULAR,2pt,Jump Shot,[],1630557,20.45006570302234,66.66666666666666,1610612764,4,9,2024-03-29T23:13:13Z,180000,False,-83.0,140.0,1,left,C. Kispert 16' pullup Jump Shot (2 PTS) (J. Poole 1 AST),"[1630557, 1629673]",1610612764.0,WAS,pullup,,,Kispert,C. Kispert,,,,,Mid-Range,16-24 Left Center,16.26,Made,2.0,J. Poole,1629673.0,1.0,,,,,,,,,,,,,,
19,PT10M12.00S,2024-03-29T23:13:18.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,91.67214191852825,37.00980392156863,1610612765,4,9,2024-03-29T23:14:28Z,190000,False,-65.0,26.0,1,right,MISS C. Cunningham 6' driving Layup,[1630595],1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),0-8 Center,6.99,Missed,,,,,,,,,,,,,,,,,,
20,PT10M12.00S,2024-03-29T23:13:21.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612765,4,9,2024-03-29T23:13:21Z,200000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,19.0,,,,,,,,,,,,,
22,PT10M06.00S,2024-03-29T23:13:38.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1631093,83.78777923784494,61.274509803921575,1610612765,4,9,2024-03-29T23:13:48Z,220000,False,56.0,100.0,1,right,MISS J. Ivey 11' Jump Shot,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,In The Paint (Non-RA),8-16 Center,11.47,Missed,,,,,,,,,,,,,,,,,,
23,PT10M02.00S,2024-03-29T23:13:42.4Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,4,9,2024-03-29T23:13:48Z,230000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:1),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,22.0,1.0,1.0,0.0,,,,,,,,,,
24,PT09M50.00S,2024-03-29T23:13:55.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,12.040078843626807,48.28431372549019,1610612764,4,9,2024-03-29T23:14:02Z,240000,False,9.0,61.0,1,left,MISS D. Avdija 6' Layup - blocked,"[1630166, 1631105]",1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,6.13,Missed,,,,,,,,,,,,,,Duren,1631105.0,,,
25,PT09M50.00S,2024-03-29T23:13:55.5Z,1,REGULAR,block,,[],1631105,,,1610612764,4,9,2024-03-29T23:13:57Z,250000,False,,,0,,J. Duren BLOCK (1 BLK),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
26,PT09M46.00S,2024-03-29T23:13:59.5Z,1,REGULAR,rebound,defensive,[],1628972,,,1610612765,4,9,2024-03-29T23:14:02Z,260000,False,,,0,,T. Brown Jr. REBOUND (Off:0 Def:1),[1628972],1610612765.0,DET,,,,Brown Jr.,T. Brown Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,24.0,1.0,1.0,0.0,,,,,,,,,,
27,PT09M38.00S,2024-03-29T23:14:05.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630595,81.553876478318,40.19607843137255,1610612765,4,9,2024-03-29T23:14:12Z,270000,False,-49.0,121.0,1,right,MISS C. Cunningham 13' fadeaway Shot,[1630595],1610612765.0,DET,fadeaway,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),8-16 Center,13.05,Missed,,,,,,,,,,,,,,,,,,
