actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
79,PT06M21.00S,2023-10-28T23:28:14.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,83.65637319316689,48.529411764705884,1610612763,8,9,2023-10-28T23:28:20Z,780000,False,-7.0,101.0,1,right,M. Smart 10' driving floating Jump Shot (2 PTS),[203935],1610612763.0,MEM,driving floating,,,Smart,M. Smart,,,,,In The Paint (Non-RA),8-16 Center,,,,10.14,Made,,,,,,2.0,,,,,,,,,
80,PT06M08.00S,2023-10-28T23:28:25.9Z,1,REGULAR,3pt,Jump Shot,[],1630557,31.225361366622867,20.588235294117645,1610612764,8,9,2023-10-28T23:28:36Z,790000,False,147.0,241.0,1,left,MISS C. Kispert 28' 3PT,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Right Center,,,,28.23,Missed,,,,,,,,,,,,,,,
81,PT06M06.00S,2023-10-28T23:28:29.1Z,1,REGULAR,rebound,offensive,[],1629655,,,1610612764,8,9,2023-10-28T23:28:29Z,800000,False,,,0,,D. Gafford REBOUND (Off:2 Def:1),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,Above the Break 3,24+ Right Center,,,,,,80.0,3.0,1.0,2.0,,,,,,,,,,,
82,PT06M03.00S,2023-10-28T23:28:32.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630166,16.90210249671485,94.36274509803921,1610612764,8,9,2023-10-28T23:28:38Z,810000,False,-222.0,106.0,1,left,MISS D. Avdija 24' 3PT,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Left Center,,,,24.6,Missed,,,,,,,,,,,,,,,
83,PT06M03.00S,2023-10-28T23:28:32.6Z,1,REGULAR,rebound,defensive,[],1629723,,,1610612763,8,9,2023-10-28T23:28:38Z,820000,False,,,0,,J. Konchar REBOUND (Off:0 Def:1),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Above the Break 3,24+ Left Center,,,,,,82.0,1.0,1.0,0.0,,,,,,,,,,,
84,PT05M51.00S,2023-10-28T23:28:43.9Z,1,REGULAR,turnover,bad pass,[],203935,,,1610612763,8,9,2023-10-28T23:28:48Z,830000,False,,,0,,M. Smart bad pass TURNOVER (1 TO),"[203935, 1626145]",1610612763.0,MEM,,,,Smart,M. Smart,,,,,Mid-Range,8-16 Left,1.0,Jones,1626145.0,,,,,,,,,,,,,,,,,
85,PT05M51.00S,2023-10-28T23:28:43.9Z,1,REGULAR,steal,,[],1626145,,,1610612764,8,9,2023-10-28T23:28:46Z,840000,False,,,0,,T. Jones STEAL (1 STL),[1626145],1610612764.0,WAS,,,,Jones,T. Jones,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
86,PT05M35.00S,2023-10-28T23:28:59.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630557,34.773324572930356,67.40196078431373,1610612764,11,9,2023-10-28T23:29:03Z,850000,False,-87.0,274.0,1,left,C. Kispert 28' 3PT  (3 PTS) (J. Poole 1 AST),"[1630557, 1629673]",1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Center,,,,28.79,Made,,,,,,3.0,J. Poole,1629673.0,1.0,,,,,,
88,PT05M21.00S,2023-10-28T23:29:12.9Z,1,REGULAR,3pt,Jump Shot,[],1630214,90.09526938239159,4.901960784313726,1610612763,11,12,2023-10-28T23:29:17Z,870000,False,-225.0,41.0,1,right,X. Tillman 3PT  (3 PTS) (D. Bane 2 AST),"[1630214, 1630217]",1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,Left Corner 3,24+ Left,,,,22.91,Made,,,,,,3.0,D. Bane,1630217.0,2.0,,,,,,
90,PT04M57.00S,2023-10-28T23:29:37.1Z,1,REGULAR,3pt,Jump Shot,[],1626145,31.488173455978973,74.50980392156863,1610612764,14,12,2023-10-28T23:29:41Z,890000,False,-123.0,243.0,1,left,T. Jones 27' 3PT  (6 PTS) (D. Avdija 1 AST),"[1626145, 1630166]",1610612764.0,WAS,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Left Center,,,,27.26,Made,,,,,,6.0,D. Avdija,1630166.0,1.0,,,,,,
92,PT04M45.00S,2023-10-28T23:29:49.2Z,1,REGULAR,3pt,Jump Shot,[],1630217,66.96780551905388,22.794117647058822,1610612763,14,15,2023-10-28T23:31:38Z,910000,False,-136.0,258.0,1,right,D. Bane 29' 3PT pullup (5 PTS),[1630217],1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,Above the Break 3,24+ Left Center,,,,29.17,Made,,,,,,5.0,,,,,,,,,
93,PT04M33.00S,2023-10-28T23:30:02.6Z,1,REGULAR,3pt,Jump Shot,[],1629673,33.722076215505915,64.4607843137255,1610612764,17,15,2023-10-28T23:30:10Z,920000,False,-72.0,264.0,1,left,J. Poole 27' 3PT  (3 PTS) (T. Jones 2 AST),"[1629673, 1626145]",1610612764.0,WAS,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Center,,,,27.42,Made,,,,,,3.0,T. Jones,1626145.0,2.0,,,,,,
95,PT04M19.00S,2023-10-28T23:30:15.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,93.64323258869908,57.84313725490197,1610612763,17,15,2023-10-28T23:30:23Z,940000,False,39.0,7.0,1,right,MISS D. Bane driving Layup - blocked,"[1630217, 1629655]",1610612763.0,MEM,driving,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,,,,3.99,Missed,,,,,,,,,,,,,,Gafford,1629655.0
96,PT04M19.00S,2023-10-28T23:30:15.5Z,1,REGULAR,block,,[],1629655,,,1610612763,17,15,2023-10-28T23:30:18Z,950000,False,,,0,,D. Gafford BLOCK (2 BLK),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
97,PT04M15.00S,2023-10-28T23:30:19.5Z,1,REGULAR,rebound,offensive,[],1629723,,,1610612763,17,15,2023-10-28T23:30:23Z,960000,False,,,0,,J. Konchar REBOUND (Off:1 Def:1),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Restricted Area,0-8 Center,,,,,,95.0,2.0,1.0,1.0,,,,,,,,,,,
98,PT04M12.00S,2023-10-28T23:30:23.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631222,91.80354796320631,43.872549019607845,1610612763,17,15,2023-10-28T23:30:48Z,970000,False,-31.0,25.0,1,right,MISS J. LaRavia cutting Layup,[1631222],1610612763.0,MEM,cutting,,,LaRavia,J. LaRavia,,,,,Restricted Area,0-8 Center,,,,3.92,Missed,,,,,,,,,,,,,,,
99,PT04M12.00S,2023-10-28T23:30:23.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612764,17,15,2023-10-28T23:30:36Z,980000,False,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Restricted Area,0-8 Center,,,,,,98.0,,,,,,,,,,,,,,
101,PT04M12.00S,2023-10-28T23:30:31.8Z,1,REGULAR,substitution,out,[],1626145,,,1610612764,17,15,2023-10-28T23:30:37Z,1000000,False,,,0,,SUB out: T. Jones,[1626145],1610612764.0,WAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M12.00S,2023-10-28T23:30:31.8Z,1,REGULAR,substitution,in,[],1626153,,,1610612764,17,15,2023-10-28T23:30:37Z,1010000,False,,,0,,SUB in: D. Wright,[1626153],1610612764.0,WAS,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M01.00S,2023-10-28T23:30:59.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629673,12.434296977660972,41.17647058823529,1610612764,19,15,2023-10-28T23:33:36Z,1020000,False,44.0,64.0,1,left,J. Poole 7' driving floating bank Jump Shot (5 PTS),[1629673],1610612764.0,WAS,driving floating bank,,,Poole,J. Poole,,,,,In The Paint (Non-RA),0-8 Center,,,,7.81,Made,,,,,,5.0,,,,,,,,,
104,PT04M01.00S,2023-10-28T23:31:02.6Z,1,REGULAR,foul,personal,['1freethrow'],1630214,,,1610612764,19,15,2023-10-28T23:31:13Z,1030000,False,,,0,,X. Tillman shooting personal FOUL (2 PF) (Poole 1 FT),"[1630214, 1629673]",1610612763.0,MEM,shooting,,,Tillman,X. Tillman,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1628159.0,,,,,2.0,0.0,Poole,1629673.0,,
106,PT04M01.00S,2023-10-28T23:31:16.5Z,1,REGULAR,substitution,out,[],1630166,,,1610612764,19,15,2023-10-28T23:31:58Z,1050000,False,,,0,,SUB out: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M01.00S,2023-10-28T23:31:16.5Z,1,REGULAR,substitution,out,[],1630214,,,1610612764,19,15,2023-10-28T23:31:58Z,1060000,False,,,0,,SUB out: X. Tillman,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M01.00S,2023-10-28T23:31:16.5Z,1,REGULAR,substitution,out,[],1630217,,,1610612764,19,15,2023-10-28T23:31:58Z,1070000,False,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT04M01.00S,2023-10-28T23:31:16.5Z,1,REGULAR,substitution,out,[],203935,,,1610612764,19,15,2023-10-28T23:31:58Z,1080000,False,,,0,,SUB out: M. Smart,[203935],1610612763.0,MEM,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT04M01.00S,2023-10-28T23:31:16.5Z,1,REGULAR,substitution,in,[],1628398,,,1610612764,19,15,2023-10-28T23:31:58Z,1090000,False,,,0,,SUB in: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT04M01.00S,2023-10-28T23:31:16.5Z,1,REGULAR,substitution,in,[],1628991,,,1610612764,19,15,2023-10-28T23:31:58Z,1100000,False,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT04M01.00S,2023-10-28T23:31:16.5Z,1,REGULAR,substitution,in,[],201565,,,1610612764,19,15,2023-10-28T23:31:58Z,1110000,False,,,0,,SUB in: D. Rose,[201565],1610612763.0,MEM,,,,Rose,D. Rose,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT04M01.00S,2023-10-28T23:31:16.5Z,1,REGULAR,substitution,in,[],1631223,,,1610612764,19,15,2023-10-28T23:31:58Z,1120000,False,,,0,,SUB in: D. Roddy,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT04M01.00S,2023-10-28T23:31:51.4Z,1,REGULAR,freethrow,1 of 1,[],1629673,,,1610612764,20,15,2023-10-28T23:31:51Z,1130000,False,,,0,,J. Poole Free Throw 1 of 1 (6 PTS),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,,,,Made,,,,,,6.0,,,,,,,,,
115,PT03M51.00S,2023-10-28T23:31:53.2Z,1,REGULAR,3pt,Jump Shot,[],1628991,63.81406044678055,51.470588235294116,1610612763,20,15,2023-10-28T23:32:13Z,1140000,False,7.0,288.0,1,right,MISS J. Jackson Jr. 28' 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Center,,,,28.77,Missed,,,,,,,,,,,,,,,
116,PT03M49.00S,2023-10-28T23:31:55.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612764,20,15,2023-10-28T23:32:13Z,1150000,False,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Above the Break 3,24+ Center,,,,,,115.0,,,,,,,,,,,,,,
118,PT03M49.00S,2023-10-28T23:32:04.5Z,1,REGULAR,substitution,out,[],1629673,,,1610612764,20,15,2023-10-28T23:32:10Z,1170000,False,,,0,,SUB out: J. Poole,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M49.00S,2023-10-28T23:32:04.5Z,1,REGULAR,substitution,in,[],1641731,,,1610612764,20,15,2023-10-28T23:32:10Z,1180000,False,,,0,,SUB in: B. Coulibaly,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M34.00S,2023-10-28T23:32:24.9Z,1,REGULAR,turnover,bad pass,[],1630557,,,1610612764,20,15,2023-10-28T23:32:29Z,1190000,False,,,0,,C. Kispert bad pass TURNOVER (1 TO),"[1630557, 1629723]",1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,In The Paint (Non-RA),0-8 Center,1.0,Konchar,1629723.0,,,,,,,,,,,,,,,,,
121,PT03M34.00S,2023-10-28T23:32:24.9Z,1,REGULAR,steal,,[],1629723,,,1610612763,20,15,2023-10-28T23:32:27Z,1200000,False,,,0,,J. Konchar STEAL (1 STL),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
122,PT03M25.00S,2023-10-28T23:32:33.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628991,65.25952693823915,59.31372549019608,1610612763,20,15,2023-10-28T23:32:40Z,1210000,False,47.0,274.0,1,right,MISS J. Jackson Jr. 27' 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Center,,,,27.8,Missed,,,,,,,,,,,,,,,
123,PT03M23.00S,2023-10-28T23:32:35.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612764,20,15,2023-10-28T23:32:40Z,1220000,False,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Above the Break 3,24+ Center,,,,,,122.0,,,,,,,,,,,,,,
125,PT03M04.00S,2023-10-28T23:33:00.4Z,1,REGULAR,3pt,Jump Shot,[],1628398,24.26084099868594,90.19607843137256,1610612764,20,15,2023-10-28T23:33:05Z,1240000,False,-201.0,176.0,1,left,MISS K. Kuzma 26' 3PT,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Left Center,,,,26.69,Missed,,,,,,,,,,,,,,,
126,PT03M01.00S,2023-10-28T23:33:03.4Z,1,REGULAR,rebound,defensive,[],1629723,,,1610612763,20,15,2023-10-28T23:33:05Z,1250000,False,,,0,,J. Konchar REBOUND (Off:1 Def:2),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Above the Break 3,24+ Left Center,,,,,,125.0,3.0,2.0,1.0,,,,,,,,,,,
127,PT02M56.00S,2023-10-28T23:33:08.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",201565,89.96386333771353,47.794117647058826,1610612763,20,15,2023-10-28T23:33:14Z,1260000,False,-11.0,42.0,1,right,MISS D. Rose driving Layup - blocked,"[201565, 1626153]",1610612763.0,MEM,driving,,,Rose,D. Rose,,,,,Restricted Area,0-8 Center,,,,4.32,Missed,,,,,,,,,,,,,,Wright,1626153.0
128,PT02M56.00S,2023-10-28T23:33:08.4Z,1,REGULAR,block,,[],1626153,,,1610612763,20,15,2023-10-28T23:33:11Z,1270000,False,,,0,,D. Wright BLOCK (1 BLK),[1626153],1610612764.0,WAS,,,,Wright,D. Wright,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
129,PT02M51.00S,2023-10-28T23:33:13.4Z,1,REGULAR,rebound,offensive,[],201565,,,1610612763,20,15,2023-10-28T23:33:14Z,1280000,False,,,0,,D. Rose REBOUND (Off:1 Def:0),[201565],1610612763.0,MEM,,,,Rose,D. Rose,,,,,Restricted Area,0-8 Center,,,,,,127.0,1.0,0.0,1.0,,,,,,,,,,,
130,PT02M49.00S,2023-10-28T23:33:15.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631222,81.8166885676741,4.411764705882353,1610612763,20,15,2023-10-28T23:33:19Z,1290000,False,-228.0,118.0,1,right,MISS J. LaRavia 25' 3PT,[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,Above the Break 3,24+ Left Center,,,,25.68,Missed,,,,,,,,,,,,,,,
131,PT02M46.00S,2023-10-28T23:33:18.0Z,1,REGULAR,rebound,defensive,[],1641731,,,1610612764,20,15,2023-10-28T23:33:19Z,1300000,False,,,0,,B. Coulibaly REBOUND (Off:0 Def:1),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Above the Break 3,24+ Left Center,,,,,,130.0,1.0,1.0,0.0,,,,,,,,,,,
132,PT02M39.00S,2023-10-28T23:33:24.8Z,1,REGULAR,3pt,Jump Shot,[],1641731,33.459264126149804,35.049019607843135,1610612764,20,15,2023-10-28T23:33:29Z,1310000,False,75.0,262.0,1,left,MISS B. Coulibaly 27' 3PT - blocked,"[1641731, 1629723]",1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Above the Break 3,24+ Center,,,,27.25,Missed,,,,,,,,,,,,,,Konchar,1629723.0
133,PT02M39.00S,2023-10-28T23:33:24.8Z,1,REGULAR,block,,[],1629723,,,1610612764,20,15,2023-10-28T23:33:28Z,1320000,False,,,0,,J. Konchar BLOCK (1 BLK),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
134,PT02M36.00S,2023-10-28T23:33:27.8Z,1,REGULAR,rebound,defensive,[],1631223,,,1610612763,20,15,2023-10-28T23:33:29Z,1330000,False,,,0,,D. Roddy REBOUND (Off:0 Def:1),[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,Above the Break 3,24+ Center,,,,,,132.0,1.0,1.0,0.0,,,,,,,,,,,
135,PT02M35.00S,2023-10-28T23:33:32.5Z,1,REGULAR,foul,personal,[],1641731,,,1610612763,20,15,2023-10-28T23:33:40Z,1340000,False,,,0,,B. Coulibaly personal FOUL (1 PF),"[1641731, 1629723]",1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Left Corner 3,24+ Left,,,,,,,,,,204058.0,,,,,1.0,0.0,Konchar,1629723.0,,
137,PT02M35.00S,2023-10-28T23:33:44.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,20,15,2023-10-28T23:33:44Z,1360000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT02M35.00S,2023-10-28T23:35:36.4Z,1,REGULAR,substitution,out,[],1629655,,,1610612763,20,15,2023-10-28T23:36:16Z,1370000,False,,,0,,SUB out: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT02M35.00S,2023-10-28T23:35:36.4Z,1,REGULAR,substitution,in,[],201568,,,1610612763,20,15,2023-10-28T23:36:16Z,1380000,False,,,0,,SUB in: D. Gallinari,[201568],1610612764.0,WAS,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT02M29.00S,2023-10-28T23:36:45.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631222,88.25558475689881,56.372549019607845,1610612763,20,17,2023-10-28T23:37:09Z,1390000,False,32.0,58.0,1,right,J. LaRavia 6' driving floating Jump Shot (2 PTS) (D. Roddy 1 AST),"[1631222, 1631223]",1610612763.0,MEM,driving floating,,,LaRavia,J. LaRavia,,,,,In The Paint (Non-RA),0-8 Center,,,,6.61,Made,,,,,,2.0,D. Roddy,1631223.0,1.0,,,,,,
142,PT02M13.00S,2023-10-28T23:37:02.1Z,1,REGULAR,3pt,Jump Shot,[],1630557,31.488173455978973,24.264705882352942,1610612764,23,17,2023-10-28T23:37:17Z,1410000,False,129.0,243.0,1,left,C. Kispert 27' 3PT  (6 PTS) (D. Wright 1 AST),"[1630557, 1626153]",1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Right Center,,,,27.54,Made,,,,,,6.0,D. Wright,1626153.0,1.0,,,,,,
144,PT02M03.00S,2023-10-28T23:37:11.6Z,1,REGULAR,3pt,Jump Shot,[],1631222,92.85479632063075,4.411764705882353,1610612763,23,20,2023-10-28T23:37:25Z,1430000,False,-228.0,15.0,1,right,J. LaRavia 3PT  (5 PTS) (D. Rose 1 AST),"[1631222, 201565]",1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,Left Corner 3,24+ Left,,,,22.84,Made,,,,,,5.0,D. Rose,201565.0,1.0,,,,,,
146,PT01M40.00S,2023-10-28T23:37:34.6Z,1,REGULAR,turnover,lost ball,[],1641731,,,1610612764,23,20,2023-10-28T23:37:39Z,1450000,False,,,0,,B. Coulibaly lost ball TURNOVER (1 TO),"[1641731, 201565]",1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,In The Paint (Non-RA),8-16 Center,1.0,Rose,201565.0,,,,,,,,,,,,,,,,,
147,PT01M40.00S,2023-10-28T23:37:34.6Z,1,REGULAR,steal,,[],201565,,,1610612763,23,20,2023-10-28T23:37:37Z,1460000,False,,,0,,D. Rose STEAL (1 STL),[201565],1610612763.0,MEM,,,,Rose,D. Rose,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
148,PT01M20.00S,2023-10-28T23:37:54.7Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1628991,75.64060446780552,60.5392156862745,1610612763,23,22,2023-10-28T23:38:00Z,1470000,False,53.0,176.0,1,right,J. Jackson Jr. 18' pullup Jump Shot (4 PTS),[1628991],1610612763.0,MEM,pullup,,,Jackson Jr.,J. Jackson Jr.,,,,,Mid-Range,16-24 Center,,,,18.42,Made,,,,,,4.0,,,,,,,,,
149,PT00M58.90S,2023-10-28T23:38:19.7Z,1,REGULAR,foul,personal,['2freethrow'],1631223,,,1610612764,23,22,2023-10-28T23:38:34Z,1480000,False,,,0,,D. Roddy shooting personal FOUL (1 PF) (Wright 2 FT),"[1631223, 1626153]",1610612763.0,MEM,shooting,,,Roddy,D. Roddy,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,204058.0,,,,,1.0,0.0,Wright,1626153.0,,
151,PT00M58.90S,2023-10-28T23:38:44.9Z,1,REGULAR,freethrow,1 of 2,[],1626153,,,1610612764,24,22,2023-10-28T23:38:44Z,1500000,False,,,0,,D. Wright Free Throw 1 of 2 (1 PTS),[1626153],1610612764.0,WAS,,,,Wright,D. Wright,,,,,,,,,,,Made,,,,,,1.0,,,,,,,,,
152,PT00M58.90S,2023-10-28T23:38:46.0Z,1,REGULAR,substitution,out,[],1629723,,,1610612764,24,22,2023-10-28T23:38:52Z,1510000,False,,,0,,SUB out: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT00M58.90S,2023-10-28T23:38:46.0Z,1,REGULAR,substitution,in,[],1630533,,,1610612764,24,22,2023-10-28T23:38:52Z,1520000,False,,,0,,SUB in: Z. Williams,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT00M58.90S,2023-10-28T23:39:01.9Z,1,REGULAR,freethrow,2 of 2,[],1626153,,,1610612764,25,22,2023-10-28T23:39:01Z,1530000,False,,,0,,D. Wright Free Throw 2 of 2 (2 PTS),[1626153],1610612764.0,WAS,,,,Wright,D. Wright,,,,,,,,,,,Made,,,,,,2.0,,,,,,,,,
155,PT00M50.80S,2023-10-28T23:39:12.1Z,1,REGULAR,3pt,Jump Shot,[],1631222,66.83639947437582,18.38235294117647,1610612763,25,22,2023-10-28T23:39:20Z,1540000,False,-158.0,259.0,1,right,MISS J. LaRavia 30' 3PT,[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,Above the Break 3,24+ Left Center,,,,30.36,Missed,,,,,,,,,,,,,,,
156,PT00M48.90S,2023-10-28T23:39:14.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612764,25,22,2023-10-28T23:39:20Z,1550000,False,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,155.0,,,,,,,,,,,,,,
158,PT00M37.20S,2023-10-28T23:39:41.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628398,15.456636005256241,52.450980392156865,1610612764,25,22,2023-10-28T23:39:47Z,1570000,False,-12.0,93.0,1,left,MISS K. Kuzma 9' Jump Shot,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),8-16 Center,,,,9.36,Missed,,,,,,,,,,,,,,,
159,PT00M34.40S,2023-10-28T23:39:44.2Z,1,REGULAR,rebound,defensive,[],1631222,,,1610612763,25,22,2023-10-28T23:39:44Z,1580000,False,,,0,,J. LaRavia REBOUND (Off:0 Def:1),[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,In The Paint (Non-RA),8-16 Center,,,,,,158.0,1.0,1.0,0.0,,,,,,,,,,,
161,PT00M28.60S,2023-10-28T23:40:02.2Z,1,REGULAR,turnover,8-second-violation,['team'],0,,,1610612763,25,22,2023-10-28T23:40:12Z,1600000,False,,,0,,MEM 8-second-violation Team TURNOVER,[],1610612763.0,MEM,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,1628159.0,,,,,,,,,,
162,PT00M28.60S,2023-10-28T23:40:45.7Z,1,REGULAR,violation,kicked ball,[],1628991,,,1610612764,25,22,2023-10-28T23:41:22Z,1610000,False,,,0,,J. Jackson Jr. kicked ball VIOLATION,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,204058.0,,,,,,,,,,
164,PT00M08.70S,2023-10-28T23:41:33.7Z,1,REGULAR,foul,offensive,[],1630557,,,1610612764,25,22,2023-10-28T23:42:02Z,1630000,False,,,0,,C. Kispert charge offensive FOUL (1 PF),"[1630557, 201565]",1610612764.0,WAS,charge,,,Kispert,C. Kispert,,,,,Restricted Area,0-8 Center,,,,,,,,,,1626302.0,,,,,1.0,0.0,Rose,201565.0,,
166,PT00M08.70S,2023-10-28T23:41:33.7Z,1,REGULAR,turnover,offensive foul,[],1630557,,,1610612764,25,22,2023-10-28T23:41:33Z,1650000,False,,,0,,C. Kispert offensive foul TURNOVER (2 TO),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Restricted Area,0-8 Center,2.0,,,,,,,,,1626302.0,,,,,,,,,,
