actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-11-11T00:11:24.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-11-11T00:11:24Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2023-11-11T00:11:27.0Z,1,REGULAR,jumpball,recovered,[],1630163,,,1610612766,0,0,2023-11-11T00:11:27Z,40000,False,,,0,,Jump Ball M. Williams vs. D. Gafford: Tip to L. Ball,"[1630163, 1631109, 1629655]",1610612766.0,CHA,startperiod,L. Ball,1630163.0,Ball,L. Ball,Williams,1631109.0,Gafford,1629655.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2023-11-11T00:11:40.3Z,1,REGULAR,turnover,bad pass,[],1629023,,,1610612766,0,0,2023-11-11T00:11:44Z,70000,False,,,0,,P. Washington bad pass TURNOVER (1 TO),"[1629023, 1629655]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,In The Paint (Non-RA),8-16 Right,1.0,Gafford,1629655.0,,,,,,,,,,,,,,,,,
8,PT11M43.00S,2023-11-11T00:11:40.3Z,1,REGULAR,steal,,[],1629655,,,1610612764,0,0,2023-11-11T00:11:42Z,80000,False,,,0,,D. Gafford STEAL (1 STL),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
9,PT11M26.00S,2023-11-11T00:11:56.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628398,33.327858081471746,66.66666666666666,1610612764,0,0,2023-11-11T00:12:03Z,90000,False,-83.0,261.0,1,left,MISS K. Kuzma 27' 3PT,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Center,,,,27.38,Missed,,,,,,,,,,,,,,,
10,PT11M22.00S,2023-11-11T00:12:00.7Z,1,REGULAR,rebound,defensive,[],202330,,,1610612766,0,0,2023-11-11T00:12:03Z,100000,False,,,0,,G. Hayward REBOUND (Off:0 Def:1),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Above the Break 3,24+ Center,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,,
11,PT11M15.00S,2023-11-11T00:12:08.5Z,1,REGULAR,3pt,Jump Shot,[],1630163,76.16622864651774,92.8921568627451,1610612766,0,0,2023-11-11T00:12:11Z,110000,False,214.0,172.0,1,right,MISS L. Ball 27' 3PT,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Right Center,,,,27.46,Missed,,,,,,,,,,,,,,,
12,PT11M13.00S,2023-11-11T00:12:10.5Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612764,0,0,2023-11-11T00:12:11Z,120000,False,,,0,,D. Avdija REBOUND (Off:0 Def:1),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Right Center,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,,
13,PT11M02.00S,2023-11-11T00:12:21.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,6.1268068331143235,45.83333333333333,1610612764,2,0,2023-11-11T00:12:27Z,130000,False,21.0,5.0,1,left,D. Avdija driving finger roll Layup (2 PTS) (K. Kuzma 1 AST),"[1630166, 1628398]",1610612764.0,WAS,driving finger roll,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,,2.14,Made,,,,,2.0,K. Kuzma,1628398.0,1.0,,,,,,,
15,PT10M49.00S,2023-11-11T00:12:34.9Z,1,REGULAR,3pt,Jump Shot,[],1629023,96.92838370565046,95.58823529411765,1610612766,2,0,2023-11-11T00:12:38Z,150000,False,228.0,-24.0,1,right,MISS P. Washington 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Right Corner 3,24+ Right,,,,22.91,Missed,,,,,,,,,,,,,,,
