actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2023-12-14T00:10:41.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-12-14T00:10:41Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2023-12-14T00:10:44.3Z,1,REGULAR,jumpball,recovered,[],1630529,,,1610612740,0,0,2023-12-14T00:10:44Z,40000,False,,,0,,Jump Ball J. Valanciunas vs. D. Gafford: Tip to H. Jones,"[1630529, 202685, 1629655]",1610612740.0,NOP,startperiod,H. Jones,1630529.0,Jones,H. Jones,Valanciunas,202685.0,Gafford,1629655.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2023-12-14T00:10:57.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630529,91.93495400788436,51.71568627450981,1610612740,0,0,2023-12-14T00:11:01Z,70000,False,9.0,23.0,1,right,MISS H. Jones driving Layup - blocked,"[1630529, 1629655]",1610612740.0,NOP,driving,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,2.48,Missed,Gafford,1629655.0,,,,,,,,,,,,,,,,
8,PT11M43.00S,2023-12-14T00:10:57.1Z,1,REGULAR,block,,[],1629655,,,1610612740,0,0,2023-12-14T00:10:59Z,80000,False,,,0,,D. Gafford BLOCK (1 BLK),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
9,PT11M39.00S,2023-12-14T00:11:01.1Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612764,0,0,2023-12-14T00:11:01Z,90000,False,,,0,,D. Avdija REBOUND (Off:0 Def:1),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,
10,PT11M38.00S,2023-12-14T00:11:02.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629655,6.521024967148489,47.794117647058826,1610612764,2,0,2023-12-14T00:11:09Z,100000,False,11.0,9.0,1,left,D. Gafford cutting DUNK (2 PTS) (D. Avdija 1 AST),"[1629655, 1630166]",1610612764.0,WAS,cutting,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,1.41,Made,,,,,,,2.0,D. Avdija,1630166.0,1.0,,,,,,,,
12,PT11M23.00S,2023-12-14T00:11:17.4Z,1,REGULAR,3pt,Jump Shot,[],1630529,78.0059132720105,11.27450980392157,1610612740,2,0,2023-12-14T00:11:34Z,120000,False,-194.0,154.0,1,right,MISS H. Jones 24' 3PT,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Above the Break 3,24+ Left Center,24.75,Missed,,,,,,,,,,,,,,,,,,
13,PT11M20.00S,2023-12-14T00:11:20.4Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612764,2,0,2023-12-14T00:11:34Z,130000,False,,,0,,D. Avdija REBOUND (Off:0 Def:2),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Left Center,,,,,12.0,2.0,2.0,0.0,,,,,,,,,,,,
14,PT11M15.00S,2023-12-14T00:11:24.7Z,1,REGULAR,3pt,Jump Shot,[],1630166,32.670827858081466,61.274509803921575,1610612764,5,0,2023-12-14T00:12:18Z,140000,False,-56.0,255.0,1,left,D. Avdija 26' 3PT pullup (3 PTS),[1630166],1610612764.0,WAS,pullup,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Center,26.08,Made,,,,,,,3.0,,,,,,,,,,,
15,PT10M59.00S,2023-12-14T00:11:41.0Z,1,REGULAR,3pt,Jump Shot,[],1627742,96.7969776609724,96.07843137254902,1610612740,5,0,2023-12-14T00:11:45Z,150000,False,230.0,-22.0,1,right,MISS B. Ingram 3PT,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Right Corner 3,24+ Right,23.15,Missed,,,,,,,,,,,,,,,,,,
