actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
17,PT10M43.00S,2024-02-08T00:12:13.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628386,87.43429697766098,52.69607843137255,1610612739,2,0,2024-02-08T00:12:17Z,170000,False,13.0,66.0,1,right,MISS J. Allen 6' Hook,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,In The Paint (Non-RA),0-8 Center,6.7,Missed,,,,,,,,,,,,,,,,,,
18,PT10M40.00S,2024-02-08T00:12:16.3Z,1,REGULAR,rebound,defensive,[],1629655,,,1610612764,2,0,2024-02-08T00:12:17Z,180000,False,,,0,,D. Gafford REBOUND (Off:1 Def:1),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),0-8 Center,,,17.0,2.0,1.0,1.0,,,,,,,,,,,,,,
19,PT10M22.00S,2024-02-08T00:12:34.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629655,11.48160315374507,35.5392156862745,1610612764,4,0,2024-02-08T00:12:39Z,190000,False,72.0,55.0,1,left,D. Gafford 9' turnaround Hook (2 PTS) (K. Kuzma 1 AST),"[1629655, 1628398]",1610612764.0,WAS,turnaround,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),8-16 Right,9.11,Made,,,,,,,,,2.0,K. Kuzma,1628398.0,1.0,,,,,,
21,PT10M06.00S,2024-02-08T00:12:50.4Z,1,REGULAR,2pt,Jump Shot,[],1628378,74.55650459921156,29.65686274509804,1610612739,4,2,2024-02-08T00:12:56Z,210000,False,-102.0,187.0,1,right,D. Mitchell 21' turnaround Jump Shot (2 PTS),[1628378],1610612739.0,CLE,turnaround,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Left Center,21.26,Made,,,,,,,,,2.0,,,,,,,,,
22,PT09M56.00S,2024-02-08T00:13:00.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629655,7.933639947437584,50.0,1610612764,4,2,2024-02-08T00:13:06Z,220000,False,0.0,22.0,1,left,MISS D. Gafford DUNK - blocked,"[1629655, 1628386]",1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,2.21,Missed,,,,,,,,,,,,,Allen,1628386.0,,,,
23,PT09M56.00S,2024-02-08T00:13:00.6Z,1,REGULAR,block,,[],1628386,,,1610612764,4,2,2024-02-08T00:13:02Z,230000,False,,,0,,J. Allen BLOCK (1 BLK),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
24,PT09M52.00S,2024-02-08T00:13:04.6Z,1,REGULAR,rebound,offensive,[],1630166,,,1610612764,4,2,2024-02-08T00:13:06Z,240000,False,,,0,,D. Avdija REBOUND (Off:1 Def:0),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,22.0,1.0,0.0,1.0,,,,,,,,,,,,,,
25,PT09M52.00S,2024-02-08T00:13:05.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630166,8.065045992115643,43.38235294117647,1610612764,4,2,2024-02-08T00:14:28Z,250000,False,33.0,23.0,1,left,MISS D. Avdija driving Layup,[1630166],1610612764.0,WAS,driving,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,4.05,Missed,,,,,,,,,,,,,,,,,,
26,PT09M48.00S,2024-02-08T00:13:09.2Z,1,REGULAR,rebound,offensive,[],1629655,,,1610612764,4,2,2024-02-08T00:13:09Z,260000,False,,,0,,D. Gafford REBOUND (Off:2 Def:1),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,25.0,3.0,1.0,2.0,,,,,,,,,,,,,,
27,PT09M48.00S,2024-02-08T00:13:09.2Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629655,5.590000152587891,50.0,1610612764,6,2,2024-02-08T00:14:39Z,270000,False,0.0,0.0,1,left,D. Gafford tip Layup (4 PTS),[1629655],1610612764.0,WAS,tip,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,,4.0,,,,,,,,,
28,PT09M44.00S,2024-02-08T00:13:12.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628386,92.42772667542707,55.63725490196079,1610612739,6,4,2024-02-08T00:13:24Z,280000,False,28.0,19.0,1,right,J. Allen cutting Layup (2 PTS) (M. Strus 1 AST),"[1628386, 1629622]",1610612739.0,CLE,cutting,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,3.38,Made,,,,,,,,,2.0,M. Strus,1629622.0,1.0,,,,,,
30,PT09M29.00S,2024-02-08T00:13:27.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628398,19.760183968462556,51.470588235294116,1610612764,6,4,2024-02-08T00:13:32Z,300000,False,-7.0,133.0,1,left,MISS K. Kuzma 13' turnaround Shot,[1628398],1610612764.0,WAS,turnaround,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),8-16 Center,13.34,Missed,,,,,,,,,,,,,,,,,,
31,PT09M24.00S,2024-02-08T00:13:32.4Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,6,4,2024-02-08T00:13:32Z,310000,False,,,0,,J. Allen REBOUND (Off:0 Def:1),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,In The Paint (Non-RA),8-16 Center,,,30.0,1.0,1.0,0.0,,,,,,,,,,,,,,
32,PT09M18.00S,2024-02-08T00:13:38.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628386,94.00459921156373,51.71568627450981,1610612739,6,6,2024-02-08T00:13:42Z,320000,False,9.0,4.0,1,right,J. Allen cutting DUNK (4 PTS) (D. Garland 1 AST),"[1628386, 1629636]",1610612739.0,CLE,cutting,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,0.94,Made,,,,,,,,,4.0,D. Garland,1629636.0,1.0,,,,,,
34,PT09M04.00S,2024-02-08T00:13:52.0Z,1,REGULAR,3pt,Jump Shot,[],1630166,6.4881734559789805,98.03921568627452,1610612764,9,6,2024-02-08T00:13:57Z,340000,False,-240.0,8.0,1,left,D. Avdija 24' 3PT  (3 PTS) (J. Poole 1 AST),"[1630166, 1629673]",1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Left Corner 3,24+ Left,24.04,Made,,,,,,,,,3.0,J. Poole,1629673.0,1.0,,,,,,
36,PT08M49.00S,2024-02-08T00:14:06.9Z,1,REGULAR,3pt,Jump Shot,[],1628378,69.30026281208936,76.47058823529412,1610612739,9,9,2024-02-08T00:14:12Z,360000,False,132.0,236.0,1,right,D. Mitchell 27' 3PT step back (5 PTS),[1628378],1610612739.0,CLE,step back,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Right Center,27.07,Made,,,,,,,,,5.0,,,,,,,,,
37,PT08M41.00S,2024-02-08T00:14:16.3Z,1,REGULAR,2pt,Jump Shot,[],1628398,19.23455978975032,72.05882352941177,1610612764,9,9,2024-02-08T00:14:22Z,370000,False,-110.0,128.0,1,left,MISS K. Kuzma 16' pullup Shot,[1628398],1610612764.0,WAS,pullup,,,Kuzma,K. Kuzma,,,,,Mid-Range,16-24 Left Center,16.92,Missed,,,,,,,,,,,,,,,,,,
38,PT08M37.00S,2024-02-08T00:14:20.3Z,1,REGULAR,rebound,defensive,[],1629622,,,1610612739,9,9,2024-02-08T00:14:22Z,380000,False,,,0,,M. Strus REBOUND (Off:0 Def:1),[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,Mid-Range,16-24 Left Center,,,37.0,1.0,1.0,0.0,,,,,,,,,,,,,,
39,PT08M35.00S,2024-02-08T00:14:21.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629636,93.74178712220763,44.607843137254896,1610612739,9,11,2024-02-08T00:14:27Z,390000,False,-27.0,6.0,1,right,D. Garland running Layup (2 PTS) (D. Mitchell 1 AST),"[1629636, 1628378]",1610612739.0,CLE,running,,,Garland,D. Garland,,,,,Restricted Area,0-8 Center,2.77,Made,,,,,,,,,2.0,D. Mitchell,1628378.0,1.0,,,,,,
41,PT08M15.00S,2024-02-08T00:14:41.1Z,1,REGULAR,3pt,Jump Shot,[],1628398,33.295006570302235,55.63725490196079,1610612764,12,11,2024-02-08T00:14:46Z,410000,False,-28.0,260.0,1,left,K. Kuzma 26' 3PT  (5 PTS) (D. Avdija 2 AST),"[1628398, 1630166]",1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Center,26.2,Made,,,,,,,,,5.0,D. Avdija,1630166.0,2.0,,,,,,
43,PT08M08.00S,2024-02-08T00:14:49.4Z,1,REGULAR,2pt,Jump Shot,[],1629636,93.74178712220763,69.6078431372549,1610612739,12,11,2024-02-08T00:18:39Z,430000,False,98.0,6.0,1,right,MISS D. Garland 9' driving floating Shot,[1629636],1610612739.0,CLE,driving floating,,,Garland,D. Garland,,,,,Mid-Range,8-16 Right,9.82,Missed,,,,,,,,,,,,,,,,,,
44,PT08M03.00S,2024-02-08T00:14:54.4Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612764,12,11,2024-02-08T00:14:55Z,440000,False,,,0,,D. Avdija REBOUND (Off:1 Def:1),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Mid-Range,8-16 Right,,,43.0,2.0,1.0,1.0,,,,,,,,,,,,,,
45,PT07M57.00S,2024-02-08T00:14:58.9Z,1,REGULAR,3pt,Jump Shot,[],1628398,31.718134034165573,61.029411764705884,1610612764,15,11,2024-02-08T00:15:04Z,450000,False,-55.0,246.0,1,left,K. Kuzma 25' 3PT  (8 PTS) (T. Jones 1 AST),"[1628398, 1626145]",1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Center,25.18,Made,,,,,,,,,8.0,T. Jones,1626145.0,1.0,,,,,,
47,PT07M43.00S,2024-02-08T00:15:12.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,90.5880420499343,48.529411764705884,1610612739,15,11,2024-02-08T00:20:01Z,470000,False,-7.0,36.0,1,right,MISS D. Mitchell driving finger roll Layup,[1628378],1610612739.0,CLE,driving finger roll,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,3.68,Missed,,,,,,,,,,,,,,,,,,
49,PT07M41.00S,2024-02-08T00:15:14.7Z,1,REGULAR,rebound,defensive,[],1629655,,,1610612764,15,11,2024-02-08T00:15:17Z,490000,False,,,0,,D. Gafford REBOUND (Off:2 Def:2),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,47.0,4.0,2.0,2.0,,,,,,,,,,,,,,
50,PT07M37.00S,2024-02-08T00:15:19.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628398,25.147831800262807,15.686274509803923,1610612764,15,11,2024-02-08T00:20:57Z,500000,False,172.0,184.0,1,left,MISS K. Kuzma 25' running 3PT,[1628398],1610612764.0,WAS,running,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Right Center,25.15,Missed,,,,,,,,,,,,,,,,,,
51,PT07M33.00S,2024-02-08T00:15:23.7Z,1,REGULAR,rebound,defensive,[],1628378,,,1610612739,15,11,2024-02-08T00:15:25Z,510000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:1),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Right Center,,,50.0,1.0,1.0,0.0,,,,,,,,,,,,,,
53,PT07M26.00S,2024-02-08T00:15:31.7Z,1,REGULAR,substitution,out,[],1629636,,,1610612739,15,11,2024-02-08T00:15:51Z,530000,False,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT07M26.00S,2024-02-08T00:15:31.7Z,1,REGULAR,substitution,out,[],1630596,,,1610612739,15,11,2024-02-08T00:15:51Z,540000,False,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT07M26.00S,2024-02-08T00:15:31.7Z,1,REGULAR,substitution,in,[],1629731,,,1610612739,15,11,2024-02-08T00:15:51Z,550000,False,,,0,,SUB in: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT07M26.00S,2024-02-08T00:15:31.7Z,1,REGULAR,substitution,in,[],1630171,,,1610612739,15,11,2024-02-08T00:15:51Z,560000,False,,,0,,SUB in: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M20.00S,2024-02-08T00:15:57.0Z,1,REGULAR,3pt,Jump Shot,[],1628378,75.34494086727989,11.519607843137265,1610612739,15,11,2024-02-08T00:16:05Z,570000,False,-192.0,179.0,1,right,MISS D. Mitchell 26' 3PT,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,26.3,Missed,,,,,,,,,,,,,,,,,,
58,PT07M16.00S,2024-02-08T00:16:01.0Z,1,REGULAR,rebound,defensive,[],1629655,,,1610612764,15,11,2024-02-08T00:16:02Z,580000,False,,,0,,D. Gafford REBOUND (Off:2 Def:3),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,Above the Break 3,24+ Left Center,,,57.0,5.0,3.0,2.0,,,,,,,,,,,,,,
59,PT07M02.00S,2024-02-08T00:16:15.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626145,9.510512483574246,64.95098039215686,1610612764,17,11,2024-02-08T00:16:22Z,590000,False,-75.0,37.0,1,left,T. Jones 8' driving floating bank Jump Shot (2 PTS),[1626145],1610612764.0,WAS,driving floating bank,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Left,8.34,Made,,,,,,,,,2.0,,,,,,,,,
60,PT07M00.00S,2024-02-08T00:16:23.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,17,11,2024-02-08T00:16:23Z,600000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT07M00.00S,2024-02-08T00:16:24.4Z,1,REGULAR,substitution,out,[],1630166,,,1610612739,17,11,2024-02-08T00:19:01Z,610000,False,,,0,,SUB out: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT07M00.00S,2024-02-08T00:16:24.4Z,1,REGULAR,substitution,out,[],1629673,,,1610612739,17,11,2024-02-08T00:19:01Z,620000,False,,,0,,SUB out: J. Poole,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT07M00.00S,2024-02-08T00:16:24.4Z,1,REGULAR,substitution,in,[],1630557,,,1610612739,17,11,2024-02-08T00:19:01Z,630000,False,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT07M00.00S,2024-02-08T00:16:24.4Z,1,REGULAR,substitution,in,[],1641731,,,1610612739,17,11,2024-02-08T00:19:01Z,640000,False,,,0,,SUB in: B. Coulibaly,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M44.00S,2024-02-08T00:19:29.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628386,92.16491458607096,49.01960784313726,1610612739,17,13,2024-02-08T00:19:36Z,650000,False,-5.0,21.0,1,right,J. Allen alley-oop DUNK (6 PTS) (D. Mitchell 2 AST),"[1628386, 1628378]",1610612739.0,CLE,alley-oop,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,2.17,Made,,,,,,,,,6.0,D. Mitchell,1628378.0,2.0,,,,,,
67,PT06M31.00S,2024-02-08T00:19:42.4Z,1,REGULAR,3pt,Jump Shot,[],1630557,12.13863337713535,3.9215686274509807,1610612764,20,13,2024-02-08T00:19:47Z,670000,False,230.0,62.0,1,left,C. Kispert 3PT  (3 PTS) (T. Jones 2 AST),"[1630557, 1626145]",1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Right Corner 3,24+ Right,23.85,Made,,,,,,,,,3.0,T. Jones,1626145.0,2.0,,,,,,
69,PT06M15.00S,2024-02-08T00:19:59.1Z,1,REGULAR,3pt,Jump Shot,[],1628378,66.93495400788436,74.50980392156863,1610612739,20,13,2024-02-08T00:20:05Z,690000,False,123.0,258.0,1,right,MISS D. Mitchell 28' 3PT,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Right Center,28.59,Missed,,,,,,,,,,,,,,,,,,
70,PT06M12.00S,2024-02-08T00:20:02.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612739,20,13,2024-02-08T00:20:05Z,700000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Above the Break 3,24+ Right Center,,,69.0,,,,,,,,,,,,,,,,,
72,PT06M05.00S,2024-02-08T00:20:26.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629622,79.81274638633377,6.372549019607845,1610612739,20,13,2024-02-08T00:20:31Z,720000,False,-218.0,137.0,1,right,MISS M. Strus 25' 3PT,[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Left Center,25.77,Missed,,,,,,,,,,,,,,,,,,
73,PT06M01.00S,2024-02-08T00:20:30.1Z,1,REGULAR,rebound,defensive,[],1626145,,,1610612764,20,13,2024-02-08T00:20:31Z,730000,False,,,0,,T. Jones REBOUND (Off:0 Def:1),[1626145],1610612764.0,WAS,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Left Center,,,72.0,1.0,1.0,0.0,,,,,,,,,,,,,,
74,PT05M57.00S,2024-02-08T00:20:34.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628398,26.72470433639947,17.15686274509804,1610612764,20,13,2024-02-08T00:24:12Z,740000,False,164.0,199.0,1,left,MISS K. Kuzma 25' running pullup 3PT,[1628398],1610612764.0,WAS,running pullup,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Right Center,25.78,Missed,,,,,,,,,,,,,,,,,,
75,PT05M53.00S,2024-02-08T00:20:38.1Z,1,REGULAR,rebound,defensive,[],1629622,,,1610612739,20,13,2024-02-08T00:20:40Z,750000,False,,,0,,M. Strus REBOUND (Off:0 Def:2),[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Right Center,,,74.0,2.0,2.0,0.0,,,,,,,,,,,,,,
76,PT05M45.00S,2024-02-08T00:20:45.7Z,1,REGULAR,3pt,Jump Shot,[],1629731,73.76806833114324,85.7843137254902,1610612739,20,13,2024-02-08T00:20:50Z,760000,False,179.0,194.0,1,right,MISS D. Wade 26' 3PT,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Above the Break 3,24+ Right Center,26.4,Missed,,,,,,,,,,,,,,,,,,
77,PT05M42.00S,2024-02-08T00:20:49.3Z,1,REGULAR,rebound,offensive,[],1628386,,,1610612739,20,13,2024-02-08T00:20:49Z,770000,False,,,0,,J. Allen REBOUND (Off:1 Def:1),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Right Center,,,76.0,2.0,1.0,1.0,,,,,,,,,,,,,,
78,PT05M35.00S,2024-02-08T00:20:55.7Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1628378,84.80617608409987,31.372549019607845,1610612739,20,15,2024-02-08T00:21:00Z,780000,False,-93.0,90.0,1,right,D. Mitchell 12' floating Jump Shot (7 PTS),[1628378],1610612739.0,CLE,floating,,,Mitchell,D. Mitchell,,,,,Mid-Range,8-16 Left,12.97,Made,,,,,,,,,7.0,,,,,,,,,
79,PT05M27.00S,2024-02-08T00:21:05.3Z,1,REGULAR,turnover,out-of-bounds,[],1626145,,,1610612764,20,15,2024-02-08T00:21:16Z,790000,False,,,0,,T. Jones bad pass out-of-bounds TURNOVER (1 TO),[1626145],1610612764.0,WAS,bad pass,,,Jones,T. Jones,,,,,Above the Break 3,24+ Right Center,,,,,,,1.0,,,1627964.0,,,,,,,,,,
80,PT05M14.00S,2024-02-08T00:21:23.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628386,91.24507227332458,49.50980392156863,1610612739,20,15,2024-02-08T00:21:28Z,800000,False,-2.0,30.0,1,right,MISS J. Allen Layup - blocked,"[1628386, 1628398]",1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,2.99,Missed,,,,,,,,,,,,,Kuzma,1628398.0,,,,
81,PT05M14.00S,2024-02-08T00:21:23.3Z,1,REGULAR,block,,[],1628398,,,1610612739,20,15,2024-02-08T00:21:25Z,810000,False,,,0,,K. Kuzma BLOCK (1 BLK),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
82,PT05M10.00S,2024-02-08T00:21:27.3Z,1,REGULAR,rebound,defensive,[],1626145,,,1610612764,20,15,2024-02-08T00:21:28Z,820000,False,,,0,,T. Jones REBOUND (Off:0 Def:2),[1626145],1610612764.0,WAS,,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,,,80.0,2.0,2.0,0.0,,,,,,,,,,,,,,
83,PT05M09.00S,2024-02-08T00:21:28.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1641731,6.4881734559789805,41.17647058823529,1610612764,20,15,2024-02-08T00:21:34Z,830000,False,44.0,8.0,1,left,MISS B. Coulibaly running Layup - blocked,"[1641731, 1630171]",1610612764.0,WAS,running,,,Coulibaly,B. Coulibaly,,,,,In The Paint (Non-RA),0-8 Center,4.49,Missed,,,,,,,,,,,,,Okoro,1630171.0,,,,
