actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-10-30T23:11:38.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-10-30T23:11:38Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2023-10-30T23:11:39.7Z,1,REGULAR,jumpball,recovered,[],1628401,,,1610612738,0,0,2023-10-30T23:11:39Z,40000,False,,,0,,Jump Ball K. Porzingis vs. D. Avdija: Tip to D. White,"[1628401, 204001, 1630166]",1610612738.0,BOS,startperiod,D. White,1628401.0,White,D. White,Porzingis,204001.0,Avdija,1630166.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2023-10-30T23:11:52.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],204001,15.193823915900131,52.450980392156865,1610612738,0,0,2023-10-30T23:11:58Z,70000,False,-12.0,90.0,1,left,MISS K. Porzingis 9' Layup,[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,In The Paint (Non-RA),8-16 Center,9.11,Missed,,,,,,,,,,,,,,,,,,
8,PT11M41.00S,2023-10-30T23:11:56.8Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612764,0,0,2023-10-30T23:11:58Z,80000,False,,,0,,D. Avdija REBOUND (Off:0 Def:1),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),8-16 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M24.00S,2023-10-30T23:12:14.1Z,1,REGULAR,2pt,Jump Shot,[],1628398,94.82588699080158,22.794117647058822,1610612764,0,0,2023-10-30T23:12:18Z,90000,False,-136.0,-4.0,1,right,MISS K. Kuzma 13' turnaround Shot,[1628398],1610612764.0,WAS,turnaround,,,Kuzma,K. Kuzma,,,,,Mid-Range,8-16 Left,13.61,Missed,,,,,,,,,,,,,,,,,,
10,PT11M21.00S,2023-10-30T23:12:17.1Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,0,0,2023-10-30T23:12:18Z,100000,False,,,0,,J. Tatum REBOUND (Off:0 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Left,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M11.00S,2023-10-30T23:12:26.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,12.040078843626807,44.11764705882353,1610612738,0,2,2023-10-30T23:12:32Z,110000,False,29.0,61.0,1,left,J. Brown 6' driving Layup (2 PTS) (D. White 1 AST),"[1627759, 1628401]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,6.74,Made,,,,,2.0,D. White,1628401.0,1.0,,,,,,,,,,
13,PT10M57.00S,2023-10-30T23:12:40.5Z,1,REGULAR,3pt,Jump Shot,[],1641731,70.12155059132719,73.77450980392157,1610612764,0,2,2023-10-30T23:12:45Z,130000,False,119.0,228.0,1,right,MISS B. Coulibaly 25' 3PT,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Above the Break 3,24+ Right Center,25.75,Missed,,,,,,,,,,,,,,,,,,
14,PT10M53.00S,2023-10-30T23:12:44.5Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,0,2,2023-10-30T23:12:45Z,140000,False,,,0,,J. Brown REBOUND (Off:0 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,
15,PT10M51.00S,2023-10-30T23:12:48.7Z,1,REGULAR,foul,personal,[],1630166,,,1610612738,0,2,2023-10-30T23:12:56Z,150000,False,,,0,,D. Avdija personal FOUL (1 PF),"[1630166, 204001]",1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,201638.0,1.0,0.0,Porzingis,204001.0,,,,,
