actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-03-19T23:11:05.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-03-19T23:11:05Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2024-03-19T23:11:08.0Z,1,REGULAR,jumpball,recovered,[],1641708,,,1610612745,0,0,2024-03-19T23:11:08Z,40000,False,,,0,,Jump Ball J. Smith Jr. vs. R. Holmes: Tip to A. Thompson,"[1641708, 1631095, 1626158]",1610612745.0,HOU,startperiod,A. Thompson,1641708.0,Thompson,A. Thompson,Smith Jr.,1631095.0,Holmes,1626158.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2024-03-19T23:11:20.7Z,1,REGULAR,3pt,Jump Shot,[],1630224,95.0886990801577,95.58823529411765,1610612745,0,3,2024-03-19T23:11:28Z,70000,False,228.0,-6.0,1,right,J. Green 3PT  (3 PTS) (F. VanVleet 1 AST),"[1630224, 1627832]",1610612745.0,HOU,,,,Green,J. Green,,,,,Right Corner 3,24+ Right,22.8,Made,3.0,F. VanVleet,1627832.0,1.0,,,,,,,,,,,,,,
9,PT11M18.00S,2024-03-19T23:11:45.8Z,1,REGULAR,3pt,Jump Shot,[],1630557,19.398817345597898,96.81372549019608,1610612764,3,3,2024-03-19T23:11:53Z,90000,False,-234.0,130.0,1,left,C. Kispert 26' 3PT  (3 PTS) (J. Poole 1 AST),"[1630557, 1629673]",1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Left Center,26.77,Made,3.0,J. Poole,1629673.0,1.0,,,,,,,,,,,,,,
11,PT11M01.00S,2024-03-19T23:12:03.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641708,93.51182654402102,48.77450980392157,1610612745,3,5,2024-03-19T23:19:30Z,110000,False,-6.0,8.0,1,right,A. Thompson driving finger roll Layup (2 PTS) (F. VanVleet 2 AST),"[1641708, 1627832]",1610612745.0,HOU,driving finger roll,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,1.05,Made,2.0,F. VanVleet,1627832.0,2.0,,,,,,,,,,,,,,
13,PT10M46.00S,2024-03-19T23:12:18.3Z,1,REGULAR,turnover,lost ball,[],1630557,,,1610612764,3,5,2024-03-19T23:12:26Z,130000,False,,,0,,C. Kispert lost ball TURNOVER (1 TO),"[1630557, 1631095]",1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,1.0,Smith Jr.,1631095.0,,,,,,,,,,,
14,PT10M46.00S,2024-03-19T23:12:18.3Z,1,REGULAR,steal,,[],1631095,,,1610612745,3,5,2024-03-19T23:12:20Z,140000,False,,,0,,J. Smith Jr. STEAL (1 STL),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
15,PT10M41.00S,2024-03-19T23:12:24.1Z,1,REGULAR,foul,personal,['3freethrow'],1631116,,,1610612745,3,5,2024-03-19T23:12:35Z,150000,False,,,0,,P. Baldwin Jr. shooting personal FOUL (1 PF) (Smith Jr. 3 FT),"[1631116, 1631095]",1610612764.0,WAS,shooting,,,Baldwin Jr.,P. Baldwin Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,1199.0,1.0,0.0,Smith Jr.,1631095.0,,,,,,
17,PT10M41.00S,2024-03-19T23:12:57.2Z,1,REGULAR,freethrow,1 of 3,"['fromturnover', 'fastbreak']",1631095,,,1610612745,3,5,2024-03-19T23:53:30Z,170000,False,,,0,,MISS J. Smith Jr. Free Throw 1 of 3,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
18,PT10M41.00S,2024-03-19T23:12:57.2Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612745,3,5,2024-03-19T23:53:30Z,180000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,
