actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
346,PT10M35.00S,2024-01-15T21:22:19.2Z,3,REGULAR,3pt,Jump Shot,[],1628995,90.06241787122208,5.14705882352942,1610612765,67,71,2024-01-15T21:22:25Z,3410000,False,-224.0,41.0,1,right,K. Knox II 3PT  (5 PTS) (I. Stewart 3 AST),"[1628995, 1630191]",1610612765.0,DET,,,,Knox II,K. Knox II,,,,,Left Corner 3,24+ Left,,,,,,Made,5.0,,,,,,22.8,I. Stewart,1630191.0,3.0,,,,
348,PT10M23.00S,2024-01-15T21:22:31.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,7.408015768725363,43.13725490196079,1610612764,67,71,2024-01-15T21:22:39Z,3430000,False,34.0,17.0,1,left,MISS K. Kuzma driving reverse Layup,[1628398],1610612764.0,WAS,driving reverse,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,,3.83,,,,,,,
349,PT10M20.00S,2024-01-15T21:22:34.9Z,3,REGULAR,rebound,offensive,[],1626145,,,1610612764,67,71,2024-01-15T21:22:34Z,3440000,False,,,0,,T. Jones REBOUND (Off:1 Def:1),[1626145],1610612764.0,WAS,,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,,,,,,,,348.0,2.0,1.0,1.0,,,,,,,,,
350,PT10M16.00S,2024-01-15T21:22:39.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629655,8.065045992115643,51.470588235294116,1610612764,69,71,2024-01-15T21:22:46Z,3450000,False,-7.0,23.0,1,left,D. Gafford cutting finger roll Layup (6 PTS) (T. Jones 4 AST),"[1629655, 1626145]",1610612764.0,WAS,cutting finger roll,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,,,,Made,6.0,,,,,,2.44,T. Jones,1626145.0,4.0,,,,
352,PT09M59.00S,2024-01-15T21:22:56.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630191,86.64586070959264,37.745098039215684,1610612765,69,71,2024-01-15T21:23:05Z,3470000,False,-61.0,73.0,1,right,MISS I. Stewart 9' floating Shot,[1630191],1610612765.0,DET,floating,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),8-16 Left,,,,,,Missed,,,,,,,9.53,,,,,,,
353,PT09M55.00S,2024-01-15T21:23:00.3Z,3,REGULAR,rebound,defensive,[],1628398,,,1610612764,69,71,2024-01-15T21:23:05Z,3480000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:5),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,352.0,5.0,5.0,0.0,,,,,,,,,
354,PT09M54.00S,2024-01-15T21:23:03.6Z,3,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1628398,5.831143232588701,38.48039215686274,1610612764,69,71,2024-01-15T21:23:55Z,3490000,False,58.0,2.0,1,left,MISS K. Kuzma driving bank Shot,[1628398],1610612764.0,WAS,driving bank,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,,,,,5.76,,,,,,,
355,PT09M53.00S,2024-01-15T21:23:04.6Z,3,REGULAR,rebound,defensive,[],1631105,,,1610612765,69,71,2024-01-15T21:23:55Z,3500000,False,,,0,,J. Duren REBOUND (Off:1 Def:11),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,354.0,12.0,11.0,1.0,,,,,,,,,
356,PT09M44.00S,2024-01-15T21:23:14.0Z,3,REGULAR,turnover,out-of-bounds,[],1630191,,,1610612765,69,71,2024-01-15T21:23:23Z,3510000,False,,,0,,I. Stewart lost ball out-of-bounds TURNOVER (2 TO),[1630191],1610612765.0,DET,lost ball,,,Stewart,I. Stewart,,,,,Mid-Range,8-16 Left,1626301.0,,,,,,,,,,,2.0,,,,,,,,
357,PT09M27.00S,2024-01-15T21:23:40.2Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629673,34.346254927726676,44.36274509803921,1610612764,69,71,2024-01-15T21:23:46Z,3520000,False,28.0,270.0,1,left,MISS J. Poole 27' step back 3PT,[1629673],1610612764.0,WAS,step back,,,Poole,J. Poole,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,,,,,27.19,,,,,,,
358,PT09M23.00S,2024-01-15T21:23:44.2Z,3,REGULAR,rebound,defensive,[],1631105,,,1610612765,69,71,2024-01-15T21:23:46Z,3530000,False,,,0,,J. Duren REBOUND (Off:1 Def:12),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Center,,,,,,,,357.0,13.0,12.0,1.0,,,,,,,,,
359,PT09M17.00S,2024-01-15T21:23:53.7Z,3,REGULAR,foul,personal,['2freethrow'],1629655,,,1610612765,69,71,2024-01-15T21:24:03Z,3540000,False,,,0,,D. Gafford shooting personal FOUL (2 PF) (Duren 2 FT),"[1629655, 1631105]",1610612764.0,WAS,shooting,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,1626301.0,2.0,0.0,Duren,1631105.0,,,,,,,,,,,,,,,
361,PT09M17.00S,2024-01-15T21:24:28.7Z,3,REGULAR,freethrow,1 of 2,[],1631105,,,1610612765,69,72,2024-01-15T21:24:28Z,3560000,False,,,0,,J. Duren Free Throw 1 of 2 (12 PTS),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,Made,12.0,,,,,,,,,,,,,
362,PT09M17.00S,2024-01-15T21:24:48.0Z,3,REGULAR,freethrow,2 of 2,[],1631105,,,1610612765,69,73,2024-01-15T21:24:48Z,3570000,False,,,0,,J. Duren Free Throw 2 of 2 (13 PTS),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,Made,13.0,,,,,,,,,,,,,
363,PT09M09.00S,2024-01-15T21:25:01.5Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629655,5.831143232588701,50.0,1610612764,71,73,2024-01-15T21:25:07Z,3580000,False,0.0,2.0,1,left,D. Gafford reverse DUNK (8 PTS) (J. Poole 2 AST),"[1629655, 1629673]",1610612764.0,WAS,reverse,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,,,,Made,8.0,,,,,,0.23,J. Poole,1629673.0,2.0,,,,
365,PT08M54.00S,2024-01-15T21:25:15.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630165,81.91524310118265,58.82352941176471,1610612765,71,75,2024-01-15T21:25:22Z,3600000,False,44.0,117.0,1,right,K. Hayes 12' turnaround Jump Shot (4 PTS) (J. Ivey 2 AST),"[1630165, 1631093]",1610612765.0,DET,turnaround,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,4.0,,,,,,12.55,J. Ivey,1631093.0,2.0,,,,
367,PT08M41.00S,2024-01-15T21:25:28.3Z,3,REGULAR,2pt,Jump Shot,[],1629673,21.20565045992116,45.09803921568627,1610612764,71,75,2024-01-15T21:25:34Z,3620000,False,25.0,147.0,1,left,MISS J. Poole 14' driving floating Shot,[1629673],1610612764.0,WAS,driving floating,,,Poole,J. Poole,,,,,Mid-Range,8-16 Center,,,,,,Missed,,,,,,,14.88,,,,,,,
368,PT08M39.00S,2024-01-15T21:25:30.3Z,3,REGULAR,rebound,defensive,[],1631105,,,1610612765,71,75,2024-01-15T21:25:34Z,3630000,False,,,0,,J. Duren REBOUND (Off:1 Def:13),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Mid-Range,8-16 Center,,,,,,,,367.0,14.0,13.0,1.0,,,,,,,,,
369,PT08M25.00S,2024-01-15T21:25:46.8Z,3,REGULAR,foul,personal,['2freethrow'],1629673,,,1610612765,71,75,2024-01-15T21:25:53Z,3640000,False,,,0,,J. Poole shooting personal FOUL (3 PF) (Ivey 2 FT),"[1629673, 1631093]",1610612764.0,WAS,shooting,,,Poole,J. Poole,,,,,In The Paint (Non-RA),0-8 Center,1626301.0,3.0,0.0,Ivey,1631093.0,,,,,,,,,,,,,,,
371,PT08M25.00S,2024-01-15T21:26:21.9Z,3,REGULAR,freethrow,1 of 2,[],1631093,,,1610612765,71,76,2024-01-15T21:26:44Z,3660000,False,,,0,,J. Ivey Free Throw 1 of 2 (13 PTS),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,Made,13.0,,,,,,,,,,,,,
372,PT08M25.00S,2024-01-15T21:26:21.9Z,3,REGULAR,freethrow,2 of 2,[],1631093,,,1610612765,71,76,2024-01-15T21:26:44Z,3670000,False,,,0,,MISS J. Ivey Free Throw 2 of 2,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
373,PT08M21.00S,2024-01-15T21:26:25.9Z,3,REGULAR,rebound,offensive,[],1631105,,,1610612765,71,76,2024-01-15T21:26:44Z,3680000,False,,,0,,J. Duren REBOUND (Off:2 Def:13),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,372.0,15.0,13.0,2.0,,,,,,,,,
374,PT08M20.00S,2024-01-15T21:26:43.8Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1631093,75.34494086727989,12.25490196078431,1610612765,71,76,2024-01-15T21:26:49Z,3690000,False,-189.0,179.0,1,right,MISS J. Ivey 26' 3PT,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,,,26.03,,,,,,,
375,PT08M14.00S,2024-01-15T21:26:49.8Z,3,REGULAR,rebound,defensive,[],1626145,,,1610612764,71,76,2024-01-15T21:26:49Z,3700000,False,,,0,,T. Jones REBOUND (Off:1 Def:2),[1626145],1610612764.0,WAS,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Left Center,,,,,,,,374.0,3.0,2.0,1.0,,,,,,,,,
376,PT08M12.00S,2024-01-15T21:26:54.3Z,3,REGULAR,foul,offensive,[],1629655,,,1610612764,71,76,2024-01-15T21:27:02Z,3710000,False,,,0,,D. Gafford charge offensive FOUL (3 PF),"[1629655, 1630165]",1610612764.0,WAS,charge,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),0-8 Center,1626301.0,3.0,0.0,Hayes,1630165.0,,,,,,,,,,,,,,,
378,PT08M12.00S,2024-01-15T21:26:54.3Z,3,REGULAR,turnover,offensive foul,[],1629655,,,1610612764,71,76,2024-01-15T21:26:54Z,3730000,False,,,0,,D. Gafford offensive foul TURNOVER (2 TO),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),0-8 Center,1626301.0,,,,,,,,,,,2.0,,,,,,,,
379,PT08M01.00S,2024-01-15T21:27:25.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630191,89.79960578186596,3.1862745098039227,1610612765,71,76,2024-01-15T21:27:30Z,3740000,False,-234.0,43.0,1,right,MISS I. Stewart 3PT,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,,,,,23.81,,,,,,,
380,PT07M57.00S,2024-01-15T21:27:29.3Z,3,REGULAR,rebound,defensive,[],1626145,,,1610612764,71,76,2024-01-15T21:27:30Z,3750000,False,,,0,,T. Jones REBOUND (Off:1 Def:3),[1626145],1610612764.0,WAS,,,,Jones,T. Jones,,,,,Left Corner 3,24+ Left,,,,,,,,379.0,4.0,3.0,1.0,,,,,,,,,
381,PT07M45.00S,2024-01-15T21:27:41.9Z,3,REGULAR,3pt,Jump Shot,[],1628398,31.586727989487514,45.34313725490197,1610612764,74,76,2024-01-15T21:27:47Z,3760000,False,23.0,244.0,1,left,K. Kuzma 24' 3PT  (9 PTS) (T. Jones 5 AST),"[1628398, 1626145]",1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Center,,,,,,Made,9.0,,,,,,24.55,T. Jones,1626145.0,5.0,,,,
383,PT07M22.00S,2024-01-15T21:28:07.3Z,3,REGULAR,turnover,out-of-bounds,[],1630165,,,1610612765,74,76,2024-01-15T21:28:16Z,3780000,False,,,0,,K. Hayes step out-of-bounds TURNOVER (1 TO),[1630165],1610612765.0,DET,step,,,Hayes,K. Hayes,,,,,Left Corner 3,24+ Left,1626301.0,,,,,,,,,,,1.0,,,,,,,,
384,PT07M13.00S,2024-01-15T21:28:29.0Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1626145,8.722076215505908,31.372549019607845,1610612764,74,76,2024-01-15T21:29:55Z,3790000,False,93.0,29.0,1,left,MISS T. Jones 9' driving floating Shot - blocked,"[1626145, 1631093]",1610612764.0,WAS,driving floating,,,Jones,T. Jones,,,,,Mid-Range,8-16 Right,,,,,,Missed,,,,,,,9.77,,,,Ivey,1631093.0,,
385,PT07M13.00S,2024-01-15T21:28:29.0Z,3,REGULAR,block,,[],1631093,,,1610612764,74,76,2024-01-15T21:28:31Z,3800000,False,,,0,,J. Ivey BLOCK (2 BLK),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
386,PT07M12.00S,2024-01-15T21:28:30.0Z,3,REGULAR,rebound,offensive,[],1629655,,,1610612764,74,76,2024-01-15T21:29:55Z,3810000,False,,,0,,D. Gafford REBOUND (Off:3 Def:3),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,Mid-Range,8-16 Right,,,,,,,,384.0,6.0,3.0,3.0,,,,,,,,,
387,PT07M11.00S,2024-01-15T21:28:34.6Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629655,7.539421813403408,51.22549019607843,1610612764,74,76,2024-01-15T21:30:36Z,3820000,False,-6.0,18.0,1,left,MISS D. Gafford turnaround Shot,[1629655],1610612764.0,WAS,turnaround,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,,1.94,,,,,,,
388,PT07M10.00S,2024-01-15T21:28:35.6Z,3,REGULAR,rebound,defensive,[],1631105,,,1610612765,74,76,2024-01-15T21:30:36Z,3830000,False,,,0,,J. Duren REBOUND (Off:2 Def:14),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,,,387.0,16.0,14.0,2.0,,,,,,,,,
389,PT07M02.00S,2024-01-15T21:28:39.3Z,3,REGULAR,turnover,bad pass,[],1631105,,,1610612765,74,76,2024-01-15T21:28:47Z,3840000,False,,,0,,J. Duren bad pass TURNOVER (2 TO),"[1631105, 1628398]",1610612765.0,DET,,,,Duren,J. Duren,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,2.0,,,,,,,Kuzma,1628398.0
390,PT07M02.00S,2024-01-15T21:28:39.3Z,3,REGULAR,steal,,[],1628398,,,1610612764,74,76,2024-01-15T21:28:41Z,3850000,False,,,0,,K. Kuzma STEAL (2 STL),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
391,PT06M58.00S,2024-01-15T21:28:43.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626145,5.568331143232584,46.32352941176471,1610612764,76,76,2024-01-15T21:28:55Z,3860000,False,18.0,0.0,1,left,T. Jones running reverse Layup (16 PTS) (K. Kuzma 3 AST),"[1626145, 1628398]",1610612764.0,WAS,running reverse,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,,,,,,Made,16.0,,,,,,1.84,K. Kuzma,1628398.0,3.0,,,,
393,PT06M50.00S,2024-01-15T21:28:49.8Z,3,REGULAR,3pt,Jump Shot,[],1628995,77.71024967148489,7.843137254901961,1610612765,76,76,2024-01-15T21:28:58Z,3880000,False,-211.0,157.0,1,right,MISS K. Knox II 26' 3PT,[1628995],1610612765.0,DET,,,,Knox II,K. Knox II,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,,,26.28,,,,,,,
394,PT06M50.00S,2024-01-15T21:28:49.8Z,3,REGULAR,rebound,defensive,[],1626145,,,1610612764,76,76,2024-01-15T21:28:58Z,3890000,False,,,0,,T. Jones REBOUND (Off:1 Def:4),[1626145],1610612764.0,WAS,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Left Center,,,,,,,,393.0,5.0,4.0,1.0,,,,,,,,,
395,PT06M42.00S,2024-01-15T21:29:00.6Z,3,REGULAR,foul,personal,['2freethrow'],1631105,,,1610612764,76,76,2024-01-15T21:29:08Z,3900000,False,,,0,,J. Duren shooting personal FOUL (3 PF) (Avdija 2 FT),"[1631105, 1630166]",1610612765.0,DET,shooting,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,1626301.0,3.0,0.0,Avdija,1630166.0,,,,,,,,,,,,,,,
397,PT06M42.00S,2024-01-15T21:29:17.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,76,76,2024-01-15T21:29:17Z,3920000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,PT06M42.00S,2024-01-15T21:32:27.2Z,3,REGULAR,freethrow,1 of 2,[],1630166,,,1610612764,77,76,2024-01-15T21:32:27Z,3930000,False,,,0,,D. Avdija Free Throw 1 of 2 (9 PTS),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,Made,9.0,,,,,,,,,,,,,
399,PT06M42.00S,2024-01-15T21:32:41.7Z,3,REGULAR,freethrow,2 of 2,[],1630166,,,1610612764,78,76,2024-01-15T21:32:41Z,3940000,False,,,0,,D. Avdija Free Throw 2 of 2 (10 PTS),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,Made,10.0,,,,,,,,,,,,,
400,PT06M24.00S,2024-01-15T21:33:00.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628995,94.13600525624179,38.23529411764706,1610612765,78,76,2024-01-15T21:34:55Z,3950000,False,-59.0,3.0,1,right,MISS K. Knox II driving Layup - blocked,"[1628995, 1630166]",1610612765.0,DET,driving,,,Knox II,K. Knox II,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,,,,,5.89,,,,Avdija,1630166.0,,
401,PT06M24.00S,2024-01-15T21:33:00.9Z,3,REGULAR,block,,[],1630166,,,1610612765,78,76,2024-01-15T21:33:59Z,3960000,False,,,0,,D. Avdija BLOCK (1 BLK),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
402,PT06M24.00S,2024-01-15T21:33:00.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612765,78,76,2024-01-15T21:33:08Z,3970000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,400.0,,,,,,,,,,,,
404,PT06M17.00S,2024-01-15T21:33:22.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631093,93.08475689881735,44.607843137254896,1610612765,78,78,2024-01-15T21:33:30Z,3990000,False,-27.0,13.0,1,right,J. Ivey driving reverse Layup (15 PTS),[1631093],1610612765.0,DET,driving reverse,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,,,,,,Made,15.0,,,,,,2.98,,,,,,,
405,PT05M56.00S,2024-01-15T21:33:43.1Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1629673,6.356767411300922,62.745098039215684,1610612764,80,78,2024-01-15T21:33:51Z,4000000,False,-64.0,7.0,1,left,J. Poole 6' bank Hook (16 PTS) (D. Gafford 2 AST),"[1629673, 1629655]",1610612764.0,WAS,bank,,,Poole,J. Poole,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,16.0,,,,,,6.41,D. Gafford,1629655.0,2.0,,,,
406,PT05M40.00S,2024-01-15T21:33:58.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631105,92.55913272010513,44.11764705882353,1610612765,80,80,2024-01-15T21:34:03Z,4010000,False,-29.0,17.0,1,right,J. Duren Layup (15 PTS) (I. Stewart 4 AST),"[1631105, 1630191]",1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,Made,15.0,,,,,,3.42,I. Stewart,1630191.0,4.0,,,,
408,PT05M24.00S,2024-01-15T21:34:15.1Z,3,REGULAR,3pt,Jump Shot,[],1628398,27.644546649145866,18.872549019607845,1610612764,83,80,2024-01-15T21:34:22Z,4030000,False,156.0,207.0,1,left,K. Kuzma 25' 3PT step back (12 PTS) (T. Jones 6 AST),"[1628398, 1626145]",1610612764.0,WAS,step back,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Right Center,,,,,,Made,12.0,,,,,,25.93,T. Jones,1626145.0,6.0,,,,
410,PT05M06.00S,2024-01-15T21:34:33.1Z,3,REGULAR,3pt,Jump Shot,[],1631093,70.22010512483574,77.45098039215686,1610612765,83,80,2024-01-15T21:34:38Z,4050000,False,137.0,227.0,1,right,MISS J. Ivey 26' 3PT,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,,,26.56,,,,,,,
411,PT05M03.00S,2024-01-15T21:34:36.1Z,3,REGULAR,rebound,defensive,[],1630166,,,1610612764,83,80,2024-01-15T21:34:38Z,4060000,False,,,0,,D. Avdija REBOUND (Off:0 Def:2),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Right Center,,,,,,,,410.0,2.0,2.0,0.0,,,,,,,,,
412,PT04M45.00S,2024-01-15T21:34:53.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630166,12.00722733245729,59.31372549019608,1610612764,83,80,2024-01-15T21:34:59Z,4070000,False,-47.0,60.0,1,left,MISS D. Avdija 7' floating Shot,[1630166],1610612764.0,WAS,floating,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,,,,,7.63,,,,,,,
413,PT04M43.00S,2024-01-15T21:34:55.9Z,3,REGULAR,rebound,defensive,[],1631105,,,1610612765,83,80,2024-01-15T21:34:59Z,4080000,False,,,0,,J. Duren REBOUND (Off:2 Def:15),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,412.0,17.0,15.0,2.0,,,,,,,,,
414,PT04M24.00S,2024-01-15T21:35:15.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630165,85.72601839684626,49.01960784313726,1610612765,83,80,2024-01-15T21:35:23Z,4090000,False,-5.0,82.0,1,right,MISS K. Hayes 8' driving floating Shot,[1630165],1610612765.0,DET,driving floating,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,,,,,8.18,,,,,,,
415,PT04M24.00S,2024-01-15T21:35:15.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612765,83,80,2024-01-15T21:35:23Z,4100000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,414.0,,,,,,,,,,,,
417,PT04M24.00S,2024-01-15T21:35:21.5Z,3,REGULAR,substitution,out,[],1630166,,,1610612765,83,80,2024-01-15T21:35:45Z,4120000,False,,,0,,SUB out: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT04M24.00S,2024-01-15T21:35:21.5Z,3,REGULAR,substitution,out,[],1630165,,,1610612765,83,80,2024-01-15T21:35:45Z,4130000,False,,,0,,SUB out: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT04M24.00S,2024-01-15T21:35:21.5Z,3,REGULAR,substitution,in,[],1641731,,,1610612765,83,80,2024-01-15T21:35:45Z,4140000,False,,,0,,SUB in: B. Coulibaly,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT04M24.00S,2024-01-15T21:35:21.5Z,3,REGULAR,substitution,in,[],202692,,,1610612765,83,80,2024-01-15T21:35:45Z,4150000,False,,,0,,SUB in: A. Burks,[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT04M12.00S,2024-01-15T21:36:07.8Z,3,REGULAR,violation,kicked ball,[],1629655,,,1610612765,83,80,2024-01-15T21:36:18Z,4160000,False,,,0,,D. Gafford kicked ball VIOLATION,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,1626301.0,,,,,,,,,,,,,,,,,,,
423,PT04M05.00S,2024-01-15T21:36:34.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631105,93.08475689881735,46.81372549019608,1610612765,83,82,2024-01-15T21:37:09Z,4170000,False,-16.0,13.0,1,right,J. Duren reverse Layup (17 PTS) (J. Ivey 3 AST),"[1631105, 1631093]",1610612765.0,DET,reverse,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,Made,17.0,,,,,,2.02,J. Ivey,1631093.0,3.0,,,,
425,PT04M05.00S,2024-01-15T21:36:37.6Z,3,REGULAR,foul,personal,['1freethrow'],1641731,,,1610612765,83,82,2024-01-15T21:37:13Z,4190000,False,,,0,,B. Coulibaly shooting personal FOUL (1 PF) (Duren 1 FT),"[1641731, 1631105]",1610612764.0,WAS,shooting,,,Coulibaly,B. Coulibaly,,,,,Restricted Area,0-8 Center,201246.0,1.0,0.0,Duren,1631105.0,,,,,,,,,,,,,,,
427,PT04M05.00S,2024-01-15T21:36:58.0Z,3,REGULAR,substitution,out,[],1628995,,,1610612765,83,82,2024-01-15T21:37:41Z,4210000,False,,,0,,SUB out: K. Knox II,[1628995],1610612765.0,DET,,,,Knox II,K. Knox II,,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT04M05.00S,2024-01-15T21:36:58.0Z,3,REGULAR,substitution,in,[],1641709,,,1610612765,83,82,2024-01-15T21:37:41Z,4220000,False,,,0,,SUB in: A. Thompson,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT04M05.00S,2024-01-15T21:37:14.2Z,3,REGULAR,freethrow,1 of 1,['2ndchance'],1631105,,,1610612765,83,83,2024-01-15T21:37:14Z,4230000,False,,,0,,J. Duren Free Throw 1 of 1 (18 PTS),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,Made,18.0,,,,,,,,,,,,,
