actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
2,PT12M00.00S,2022-04-07T23:32:57.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-04-07T23:32:57Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2022-04-07T23:33:00.0Z,1,REGULAR,jumpball,recovered,[],203507,,,1610612749,0,0,2022-04-07T23:33:00Z,40000,,,0,,Jump Ball B. Lopez vs. D. Theis: Tip to G. Antetokounmpo,"[203507, 201572, 1628464]",1610612749.0,MIL,startperiod,G. Antetokounmpo,203507.0,Antetokounmpo,G. Antetokounmpo,Lopez,201572.0,Theis,1628464.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2022-04-07T23:33:15.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203507,92.59198423127464,52.20588235294118,1610612749,2,0,2022-04-07T23:33:21Z,70000,11.0,17.0,1,right,G. Antetokounmpo Hook (2 PTS) (J. Holiday 1 AST),"[203507, 201950]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,2.03,Made,2.0,J. Holiday,201950.0,1.0,,,,,,,,,,,,,,,
9,PT11M22.00S,2022-04-07T23:33:33.8Z,1,REGULAR,3pt,Jump Shot,[],1627759,29.911300919842315,75.49019607843137,1610612738,2,3,2022-04-07T23:33:41Z,90000,-127.0,229.0,1,left,J. Brown 26' 3PT  (3 PTS) (D. Theis 1 AST),"[1627759, 1628464]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,26.18,Made,3.0,D. Theis,1628464.0,1.0,,,,,,,,,,,,,,,
11,PT11M09.00S,2022-04-07T23:33:46.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202083,92.59198423127464,50.49019607843137,1610612749,4,3,2022-04-07T23:33:51Z,110000,2.0,17.0,1,right,W. Matthews cutting Layup (2 PTS) (K. Middleton 1 AST),"[202083, 203114]",1610612749.0,MIL,cutting,,,Matthews,W. Matthews,,,,,1.73,Made,2.0,K. Middleton,203114.0,1.0,,,,,,,,,,,,,,,
13,PT10M49.00S,2022-04-07T23:34:06.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628464,9.149145860709593,53.67647058823529,1610612738,4,3,2022-04-07T23:34:12Z,130000,-18.0,34.0,1,left,MISS D. Theis alley-oop Layup,[1628464],1610612738.0,BOS,alley-oop,,,Theis,D. Theis,,,,,3.82,Missed,,,,,,,,,,,,,,,,,,,
14,PT10M45.00S,2022-04-07T23:34:10.9Z,1,REGULAR,rebound,defensive,[],201572,,,1610612749,4,3,2022-04-07T23:34:12Z,140000,,,0,,B. Lopez REBOUND (Off:0 Def:1),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,,
15,PT10M38.00S,2022-04-07T23:34:21.8Z,1,REGULAR,foul,personal,[],1627759,,,1610612749,4,3,2022-04-07T23:34:34Z,150000,,,0,,J. Brown personal FOUL (1 PF),"[1627759, 201572]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,201246.0,1.0,0.0,Lopez,201572.0,,,,,,
17,PT10M26.00S,2022-04-07T23:34:48.9Z,1,REGULAR,2pt,Jump Shot,[],203507,83.78777923784494,78.43137254901961,1610612749,4,3,2022-04-07T23:35:19Z,170000,142.0,100.0,1,right,MISS G. Antetokounmpo 17' step back Shot - blocked,"[203507, 1629684]",1610612749.0,MIL,step back,,,Antetokounmpo,G. Antetokounmpo,,,,,17.38,Missed,,,,,,,,,,,,,,Williams,1629684.0,,,,
18,PT10M26.00S,2022-04-07T23:34:48.9Z,1,REGULAR,block,,[],1629684,,,1610612749,4,3,2022-04-07T23:34:51Z,180000,,,0,,G. Williams BLOCK (1 BLK),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
