actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
351,PT00M39.00S,2022-01-02T00:38:18.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629637,9.806176084099869,47.05882352941176,1610612740,59,56,2022-01-02T00:39:32Z,3450000,15.0,40.0,1,left,MISS J. Hayes cutting DUNK,[1629637],1610612740.0,NOP,cutting,,,Hayes,J. Hayes,,,,,4.23,Missed,,,,,,,,,,,,,,,,,,
353,PT00M35.40S,2022-01-02T00:38:21.9Z,2,REGULAR,rebound,defensive,[],1626171,,,1610612749,59,56,2022-01-02T00:38:27Z,3470000,,,0,,B. Portis REBOUND (Off:0 Def:3),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,351.0,3.0,3.0,0.0,,,,,,,,,,,,,,
354,PT00M31.10S,2022-01-02T00:38:27.1Z,2,REGULAR,3pt,Jump Shot,[],1626192,74.58935611038108,11.76470588235294,1610612749,62,56,2022-01-02T00:38:34Z,3480000,-191.0,186.0,1,right,P. Connaughton 26' 3PT  (3 PTS) (G. Antetokounmpo 5 AST),"[1626192, 203507]",1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,26.7,Made,,,,,,,,3.0,G. Antetokounmpo,203507.0,5.0,,,,,,,
356,PT00M08.10S,2022-01-02T00:38:55.8Z,2,REGULAR,2pt,Jump Shot,[],1628984,22.683968462549277,74.75490196078431,1610612740,62,56,2022-01-02T00:39:02Z,3500000,-124.0,161.0,1,left,MISS D. Graham 20' Jump Shot - blocked,"[1628984, 201950]",1610612740.0,NOP,,,,Graham,D. Graham,,,,,20.29,Missed,,,,,,,,,,,,Holiday,201950.0,,,,,
357,PT00M08.10S,2022-01-02T00:38:55.8Z,2,REGULAR,block,,[],201950,,,1610612740,62,56,2022-01-02T00:38:59Z,3510000,,,0,,J. Holiday BLOCK (2 BLK),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,
358,PT00M04.90S,2022-01-02T00:38:59.0Z,2,REGULAR,rebound,defensive,[],1626192,,,1610612749,62,56,2022-01-02T00:39:02Z,3520000,,,0,,P. Connaughton REBOUND (Off:0 Def:2),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,356.0,2.0,2.0,0.0,,,,,,,,,,,,,,
359,PT00M04.90S,2022-01-02T00:39:00.3Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1626171,92.85479632063075,51.470588235294116,1610612749,64,56,2022-01-02T00:39:08Z,3530000,7.0,15.0,1,right,B. Portis running DUNK (8 PTS) (P. Connaughton 2 AST),"[1626171, 1626192]",1610612749.0,MIL,running,,,Portis,B. Portis,,,,,1.65,Made,,,,,,,,8.0,P. Connaughton,1626192.0,2.0,,,,,,,
361,PT00M01.10S,2022-01-02T00:39:08.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203507,,,1610612740,64,56,2022-01-02T00:39:28Z,3550000,,,0,,G. Antetokounmpo shooting personal FOUL (3 PF) (Hart 2 FT),"[203507, 1628404]",1610612749.0,MIL,shooting,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,202053.0,3.0,1.0,Hart,1628404.0
363,PT00M01.10S,2022-01-02T00:39:39.9Z,2,REGULAR,freethrow,1 of 2,[],1628404,,,1610612740,64,56,2022-01-02T00:39:39Z,3570000,,,0,,MISS J. Hart Free Throw 1 of 2,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,Missed,,,,,,,,,,,,,,,,,,
364,PT00M01.10S,2022-01-02T00:39:39.9Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,64,56,2022-01-02T00:39:39Z,3580000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,363.0,,,,,,,,,,,,,,,,,
365,PT00M01.10S,2022-01-02T00:39:39.9Z,2,REGULAR,freethrow,2 of 2,[],1628404,,,1610612740,64,56,2022-01-02T00:40:00Z,3590000,,,0,,MISS J. Hart Free Throw 2 of 2,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,Missed,,,,,,,,,,,,,,,,,,
366,PT00M01.10S,2022-01-02T00:39:39.9Z,2,REGULAR,rebound,defensive,[],1626192,,,1610612749,64,56,2022-01-02T00:40:00Z,3600000,,,0,,P. Connaughton REBOUND (Off:0 Def:3),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,365.0,3.0,3.0,0.0,,,,,,,,,,,,,,
367,PT00M00.00S,2022-01-02T00:40:06.8Z,2,REGULAR,period,end,[],0,,,1610612749,64,56,2022-01-02T00:40:06Z,3610000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,PT12M00.00S,2022-01-02T00:54:16.8Z,3,REGULAR,substitution,out,['startperiod'],201588,,,1610612749,64,56,2022-01-02T00:55:37Z,3630000,,,0,,SUB out: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,
373,PT12M00.00S,2022-01-02T00:54:16.8Z,3,REGULAR,substitution,out,['startperiod'],1629637,,,1610612749,64,56,2022-01-02T00:55:37Z,3640000,,,0,,SUB out: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,
374,PT12M00.00S,2022-01-02T00:54:16.8Z,3,REGULAR,substitution,in,['startperiod'],1628960,,,1610612749,64,56,2022-01-02T00:55:37Z,3650000,,,0,,SUB in: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,
375,PT12M00.00S,2022-01-02T00:54:16.8Z,3,REGULAR,substitution,in,['startperiod'],1626195,,,1610612749,64,56,2022-01-02T00:55:37Z,3660000,,,0,,SUB in: W. Hernangomez,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,
376,PT12M00.00S,2022-01-02T00:55:42.1Z,3,REGULAR,period,start,[],0,,,1610612749,64,56,2022-01-02T00:55:42Z,3670000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,PT11M46.00S,2022-01-02T00:55:55.5Z,3,REGULAR,3pt,Jump Shot,[],1628960,11.251642575558476,95.58823529411765,1610612749,64,56,2022-01-02T00:56:05Z,3680000,-228.0,53.0,1,left,MISS G. Allen 3PT,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,23.4,Missed,,,,,,,,,,,,,,,,,,
378,PT11M42.00S,2022-01-02T00:55:58.6Z,3,REGULAR,rebound,defensive,[],1630529,,,1610612740,64,56,2022-01-02T00:55:58Z,3690000,,,0,,H. Jones REBOUND (Off:0 Def:2),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,377.0,2.0,2.0,0.0,,,,,,,,,,,,,,
379,PT11M28.00S,2022-01-02T00:56:13.2Z,3,REGULAR,3pt,Jump Shot,[],1628984,76.16622864651774,88.48039215686273,1610612740,64,56,2022-01-02T00:56:21Z,3700000,192.0,172.0,1,right,MISS D. Graham 25' 3PT,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,25.77,Missed,,,,,,,,,,,,,,,,,,
380,PT11M26.00S,2022-01-02T00:56:15.2Z,3,REGULAR,rebound,offensive,[],1630529,,,1610612740,64,56,2022-01-02T00:56:15Z,3710000,,,0,,H. Jones REBOUND (Off:1 Def:2),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,379.0,3.0,2.0,1.0,,,,,,,,,,,,,,
381,PT11M22.00S,2022-01-02T00:56:18.9Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628984,94.56307490144546,95.83333333333334,1610612740,64,59,2022-01-02T00:56:25Z,3720000,229.0,-1.0,1,right,D. Graham 3PT  (10 PTS) (H. Jones 1 AST),"[1628984, 1630529]",1610612740.0,NOP,,,,Graham,D. Graham,,,,,22.92,Made,,,,,,,,10.0,H. Jones,1630529.0,1.0,,,,,,,
383,PT11M10.00S,2022-01-02T00:56:31.2Z,3,REGULAR,3pt,Jump Shot,[],1626171,31.09395532194481,73.2843137254902,1610612749,67,59,2022-01-02T00:56:35Z,3740000,-116.0,240.0,1,left,B. Portis 26' 3PT  (11 PTS) (G. Antetokounmpo 6 AST),"[1626171, 203507]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,26.66,Made,,,,,,,,11.0,G. Antetokounmpo,203507.0,6.0,,,,,,,
385,PT10M58.00S,2022-01-02T00:56:42.9Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1626195,88.78120893561103,57.84313725490197,1610612740,67,59,2022-01-02T00:56:52Z,3760000,39.0,53.0,1,right,MISS W. Hernangomez 6' Hook,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,6.59,Missed,,,,,,,,,,,,,,,,,,
386,PT10M56.00S,2022-01-02T00:56:44.9Z,3,REGULAR,rebound,defensive,[],201950,,,1610612749,67,59,2022-01-02T00:56:52Z,3770000,,,0,,J. Holiday REBOUND (Off:1 Def:3),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,385.0,4.0,3.0,1.0,,,,,,,,,,,,,,
387,PT10M51.00S,2022-01-02T00:56:49.7Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1626192,7.30946123521682,3.6764705882352944,1610612749,67,59,2022-01-02T00:56:56Z,3780000,232.0,16.0,1,left,MISS P. Connaughton running 3PT,[1626192],1610612749.0,MIL,running,,,Connaughton,P. Connaughton,,,,,23.22,Missed,,,,,,,,,,,,,,,,,,
388,PT10M51.00S,2022-01-02T00:56:49.7Z,3,REGULAR,rebound,defensive,[],1628404,,,1610612740,67,59,2022-01-02T00:56:56Z,3790000,,,0,,J. Hart REBOUND (Off:1 Def:7),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,387.0,8.0,7.0,1.0,,,,,,,,,,,,,,
389,PT10M44.00S,2022-01-02T00:56:56.8Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628984,69.85873850197109,74.01960784313727,1610612740,67,59,2022-01-02T00:58:05Z,3800000,120.0,231.0,1,right,MISS D. Graham 26' running 3PT,[1628984],1610612740.0,NOP,running,,,Graham,D. Graham,,,,,26.02,Missed,,,,,,,,,,,,,,,,,,
390,PT10M39.00S,2022-01-02T00:57:01.8Z,3,REGULAR,rebound,defensive,[],1626192,,,1610612749,67,59,2022-01-02T00:57:04Z,3810000,,,0,,P. Connaughton REBOUND (Off:0 Def:4),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,389.0,4.0,4.0,0.0,,,,,,,,,,,,,,
391,PT10M27.00S,2022-01-02T00:57:14.0Z,3,REGULAR,2pt,Jump Shot,[],203507,21.369908015768726,40.19607843137255,1610612749,67,59,2022-01-02T00:57:18Z,3820000,49.0,148.0,1,left,MISS G. Antetokounmpo 15' step back Shot,[203507],1610612749.0,MIL,step back,,,Antetokounmpo,G. Antetokounmpo,,,,,15.63,Missed,,,,,,,,,,,,,,,,,,
392,PT10M24.00S,2022-01-02T00:57:17.0Z,3,REGULAR,rebound,defensive,[],1626195,,,1610612740,67,59,2022-01-02T00:57:18Z,3830000,,,0,,W. Hernangomez REBOUND (Off:4 Def:3),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,391.0,7.0,3.0,4.0,,,,,,,,,,,,,,
393,PT10M18.00S,2022-01-02T00:57:25.8Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,67,59,2022-01-02T00:57:25Z,3840000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,PT10M10.00S,2022-01-02T00:57:49.1Z,3,REGULAR,violation,kicked ball,[],201950,,,1610612740,67,59,2022-01-02T00:58:15Z,3850000,,,0,,J. Holiday kicked ball VIOLATION,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,203177.0,,,,
395,PT10M05.00S,2022-01-02T00:58:08.8Z,3,REGULAR,3pt,Jump Shot,[],202066,69.46452036793693,73.77450980392157,1610612740,67,59,2022-01-02T00:58:18Z,3860000,119.0,235.0,1,right,MISS G. Temple 26' 3PT,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,26.29,Missed,,,,,,,,,,,,,,,,,,
397,PT10M01.00S,2022-01-02T00:58:12.8Z,3,REGULAR,rebound,defensive,[],203507,,,1610612749,67,59,2022-01-02T00:58:18Z,3880000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:8),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,395.0,8.0,8.0,0.0,,,,,,,,,,,,,,
398,PT09M50.00S,2022-01-02T00:58:23.0Z,3,REGULAR,2pt,Jump Shot,[],203507,4.5499342969776615,76.22549019607843,1610612749,67,59,2022-01-02T00:58:27Z,3890000,-131.0,-10.0,1,left,MISS G. Antetokounmpo 13' step back Shot,[203507],1610612749.0,MIL,step back,,,Antetokounmpo,G. Antetokounmpo,,,,,13.15,Missed,,,,,,,,,,,,,,,,,,
399,PT09M47.00S,2022-01-02T00:58:26.0Z,3,REGULAR,rebound,defensive,[],1628404,,,1610612740,67,59,2022-01-02T00:58:27Z,3900000,,,0,,J. Hart REBOUND (Off:1 Def:8),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,398.0,9.0,8.0,1.0,,,,,,,,,,,,,,
400,PT09M45.00S,2022-01-02T00:58:28.9Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",202066,93.9060446780552,51.71568627450981,1610612740,67,61,2022-01-02T01:01:41Z,3910000,9.0,5.0,1,right,G. Temple running finger roll Layup (8 PTS) (J. Hart 7 AST),"[202066, 1628404]",1610612740.0,NOP,running finger roll,,,Temple,G. Temple,,,,,0.98,Made,,,,,,,,8.0,J. Hart,1628404.0,7.0,,,,,,,
402,PT09M34.00S,2022-01-02T00:58:39.6Z,3,REGULAR,3pt,Jump Shot,[],1628960,5.863994743758213,2.941176470588235,1610612749,70,61,2022-01-02T00:58:44Z,3930000,235.0,3.0,1,left,G. Allen 3PT  (8 PTS) (J. Holiday 4 AST),"[1628960, 201950]",1610612749.0,MIL,,,,Allen,G. Allen,,,,,23.53,Made,,,,,,,,8.0,J. Holiday,201950.0,4.0,,,,,,,
404,PT09M23.00S,2022-01-02T00:58:52.4Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,70,61,2022-01-02T00:58:52Z,3950000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT09M21.00S,2022-01-02T00:59:08.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628984,93.9060446780552,34.31372549019608,1610612740,70,61,2022-01-02T01:03:06Z,3960000,-78.0,5.0,1,right,MISS D. Graham 7' Jump Shot,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,7.85,Missed,,,,,,,,,,,,,,,,,,
406,PT09M18.00S,2022-01-02T00:59:11.8Z,3,REGULAR,rebound,defensive,[],203507,,,1610612749,70,61,2022-01-02T00:59:13Z,3970000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:9),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,405.0,9.0,9.0,0.0,,,,,,,,,,,,,,
407,PT09M14.00S,2022-01-02T00:59:18.4Z,3,REGULAR,foul,personal,['2freethrow'],1626195,,,1610612749,70,61,2022-01-02T00:59:34Z,3980000,,,0,,W. Hernangomez shooting personal FOUL (1 PF) (Antetokounmpo 2 FT),"[1626195, 203507]",1610612740.0,NOP,shooting,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,200834.0,1.0,0.0,Antetokounmpo,203507.0
409,PT09M14.00S,2022-01-02T01:00:04.3Z,3,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,71,61,2022-01-02T01:00:34Z,4000000,,,0,,G. Antetokounmpo Free Throw 1 of 2 (18 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,,,,,,,,18.0,,,,,,,,,,
410,PT09M14.00S,2022-01-02T01:00:04.3Z,3,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,71,61,2022-01-02T01:00:34Z,4010000,,,0,,MISS G. Antetokounmpo Free Throw 2 of 2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Missed,,,,,,,,,,,,,,,,,,
411,PT09M10.00S,2022-01-02T01:00:08.3Z,3,REGULAR,rebound,defensive,[],1626195,,,1610612740,71,61,2022-01-02T01:00:34Z,4020000,,,0,,W. Hernangomez REBOUND (Off:4 Def:4),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,410.0,8.0,4.0,4.0,,,,,,,,,,,,,,
412,PT09M04.00S,2022-01-02T01:00:37.2Z,3,REGULAR,3pt,Jump Shot,[],202066,68.01905387647832,69.36274509803921,1610612740,71,61,2022-01-02T01:00:42Z,4030000,97.0,248.0,1,right,MISS G. Temple 26' 3PT,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,26.63,Missed,,,,,,,,,,,,,,,,,,
413,PT09M01.00S,2022-01-02T01:00:40.2Z,3,REGULAR,rebound,defensive,[],1626171,,,1610612749,71,61,2022-01-02T01:00:42Z,4040000,,,0,,B. Portis REBOUND (Off:0 Def:4),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,412.0,4.0,4.0,0.0,,,,,,,,,,,,,,
414,PT08M54.00S,2022-01-02T01:00:47.7Z,3,REGULAR,3pt,Jump Shot,[],201950,20.97568988173456,90.93137254901961,1610612749,74,61,2022-01-02T01:00:54Z,4050000,-205.0,145.0,1,left,J. Holiday 25' 3PT step back (13 PTS) (P. Connaughton 3 AST),"[201950, 1626192]",1610612749.0,MIL,step back,,,Holiday,J. Holiday,,,,,25.07,Made,,,,,,,,13.0,P. Connaughton,1626192.0,3.0,,,,,,,
416,PT08M46.00S,2022-01-02T01:01:00.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,74,61,2022-01-02T01:01:00Z,4070000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT08M35.00S,2022-01-02T01:04:10.7Z,3,REGULAR,3pt,Jump Shot,[],1628404,93.11760840998686,3.1862745098039214,1610612740,74,61,2022-01-02T01:04:20Z,4080000,-234.0,12.0,1,right,MISS J. Hart 3PT,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,23.44,Missed,,,,,,,,,,,,,,,,,,
418,PT08M31.00S,2022-01-02T01:04:14.7Z,3,REGULAR,rebound,defensive,[],1628960,,,1610612749,74,61,2022-01-02T01:04:20Z,4090000,,,0,,G. Allen REBOUND (Off:0 Def:3),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,417.0,3.0,3.0,0.0,,,,,,,,,,,,,,
419,PT08M17.00S,2022-01-02T01:04:30.7Z,3,REGULAR,turnover,out-of-bounds,[],1626171,,,1610612749,74,61,2022-01-02T01:04:38Z,4100000,,,0,,B. Portis bad pass out-of-bounds TURNOVER (1 TO),[1626171],1610612749.0,MIL,bad pass,,,Portis,B. Portis,,,,,,,,,,,1.0,,,,,,,,,203177.0,,,,
420,PT08M00.00S,2022-01-02T01:04:58.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626195,92.9862023653088,47.549019607843135,1610612740,74,63,2022-01-02T01:05:43Z,4110000,-12.0,13.0,1,right,W. Hernangomez Layup (9 PTS) (G. Temple 4 AST),"[1626195, 202066]",1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,1.82,Made,,,,,,,,9.0,G. Temple,202066.0,4.0,,,,,,,
422,PT08M00.00S,2022-01-02T01:05:01.2Z,3,REGULAR,foul,personal,['1freethrow'],1626171,,,1610612740,74,63,2022-01-02T01:05:17Z,4130000,,,0,,B. Portis shooting personal FOUL (3 PF) (Hernangomez 1 FT),"[1626171, 1626195]",1610612749.0,MIL,shooting,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,203177.0,3.0,1.0,Hernangomez,1626195.0
424,PT08M00.00S,2022-01-02T01:05:25.4Z,3,REGULAR,freethrow,1 of 1,['fromturnover'],1626195,,,1610612740,74,63,2022-01-02T01:05:28Z,4150000,,,0,,MISS W. Hernangomez Free Throw 1 of 1,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,Missed,,,,,,,,,,,,,,,,,,
425,PT07M57.00S,2022-01-02T01:05:28.4Z,3,REGULAR,rebound,defensive,[],203507,,,1610612749,74,63,2022-01-02T01:05:28Z,4160000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:10),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,424.0,10.0,10.0,0.0,,,,,,,,,,,,,,
426,PT07M44.00S,2022-01-02T01:05:40.3Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203507,8.623521681997373,49.50980392156863,1610612749,76,63,2022-01-02T01:05:46Z,4170000,2.0,29.0,1,left,G. Antetokounmpo driving DUNK (20 PTS),[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,2.87,Made,,,,,,,,20.0,,,,,,,,,,
427,PT07M34.00S,2022-01-02T01:05:49.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630529,92.19776609724047,50.0,1610612740,76,65,2022-01-02T01:05:58Z,4180000,0.0,21.0,1,right,H. Jones driving Layup (9 PTS),[1630529],1610612740.0,NOP,driving,,,Jones,H. Jones,,,,,2.08,Made,,,,,,,,9.0,,,,,,,,,,
428,PT07M29.00S,2022-01-02T01:05:55.4Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628960,30.305519053876477,73.52941176470588,1610612749,76,65,2022-01-02T01:06:54Z,4190000,-118.0,232.0,1,left,MISS G. Allen 26' running 3PT,[1628960],1610612749.0,MIL,running,,,Allen,G. Allen,,,,,26.05,Missed,,,,,,,,,,,,,,,,,,
429,PT07M29.00S,2022-01-02T01:05:55.4Z,3,REGULAR,rebound,offensive,[],1626171,,,1610612749,76,65,2022-01-02T01:06:04Z,4200000,,,0,,B. Portis REBOUND (Off:1 Def:4),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,428.0,5.0,4.0,1.0,,,,,,,,,,,,,,
430,PT07M23.00S,2022-01-02T01:06:01.0Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628960,30.831143232588698,69.11764705882352,1610612749,79,65,2022-01-02T01:06:08Z,4210000,-96.0,237.0,1,left,G. Allen 25' 3PT  (11 PTS) (B. Portis 1 AST),"[1628960, 1626171]",1610612749.0,MIL,,,,Allen,G. Allen,,,,,25.58,Made,,,,,,,,11.0,B. Portis,1626171.0,1.0,,,,,,,
432,PT07M03.00S,2022-01-02T01:06:21.2Z,3,REGULAR,3pt,Jump Shot,[],1628984,72.48685939553219,80.3921568627451,1610612740,79,65,2022-01-02T01:06:30Z,4230000,152.0,206.0,1,right,MISS D. Graham 25' 3PT,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,25.61,Missed,,,,,,,,,,,,,,,,,,
433,PT07M00.00S,2022-01-02T01:06:24.2Z,3,REGULAR,rebound,offensive,[],1628404,,,1610612740,79,65,2022-01-02T01:06:30Z,4240000,,,0,,J. Hart REBOUND (Off:2 Def:8),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,432.0,10.0,8.0,2.0,,,,,,,,,,,,,,
434,PT06M57.00S,2022-01-02T01:06:27.7Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],202066,68.41327201051249,26.47058823529412,1610612740,79,68,2022-01-02T01:06:33Z,4250000,-118.0,244.0,1,right,G. Temple 27' 3PT  (11 PTS) (J. Hart 8 AST),"[202066, 1628404]",1610612740.0,NOP,,,,Temple,G. Temple,,,,,27.12,Made,,,,,,,,11.0,J. Hart,1628404.0,8.0,,,,,,,
436,PT06M43.00S,2022-01-02T01:06:41.0Z,3,REGULAR,2pt,Jump Shot,[],203507,21.107095926412615,33.33333333333333,1610612749,81,68,2022-01-02T01:06:45Z,4270000,83.0,146.0,1,left,G. Antetokounmpo 16' pullup Jump Shot (22 PTS),[203507],1610612749.0,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,16.8,Made,,,,,,,,22.0,,,,,,,,,,
437,PT06M30.00S,2022-01-02T01:06:53.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630529,93.51182654402102,50.98039215686274,1610612740,81,68,2022-01-02T01:06:58Z,4280000,5.0,8.0,1,right,MISS H. Jones driving Layup,[1630529],1610612740.0,NOP,driving,,,Jones,H. Jones,,,,,0.98,Missed,,,,,,,,,,,,,,,,,,
438,PT06M26.00S,2022-01-02T01:06:57.7Z,3,REGULAR,rebound,offensive,[],1628404,,,1610612740,81,68,2022-01-02T01:06:57Z,4290000,,,0,,J. Hart REBOUND (Off:3 Def:8),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,437.0,11.0,8.0,3.0,,,,,,,,,,,,,,
439,PT06M26.00S,2022-01-02T01:06:57.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628404,94.40999984741211,50.0,1610612740,81,70,2022-01-02T01:06:57Z,4300000,0.0,0.0,1,right,J. Hart tip Layup (5 PTS),[1628404],1610612740.0,NOP,tip,,,Hart,J. Hart,,,,,0.0,Made,,,,,,,,5.0,,,,,,,,,,
440,PT06M14.00S,2022-01-02T01:07:10.7Z,3,REGULAR,3pt,Jump Shot,[],1626171,33.459264126149804,57.35294117647059,1610612749,84,70,2022-01-02T01:07:37Z,4310000,-37.0,262.0,1,left,B. Portis 26' 3PT  (14 PTS) (G. Antetokounmpo 7 AST),"[1626171, 203507]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,26.46,Made,,,,,,,,14.0,G. Antetokounmpo,203507.0,7.0,,,,,,,
442,PT05M58.00S,2022-01-02T01:07:25.8Z,3,REGULAR,turnover,bad pass,[],1626195,,,1610612740,84,70,2022-01-02T01:07:45Z,4330000,,,0,,W. Hernangomez bad pass TURNOVER (1 TO),"[1626195, 203507]",1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,1.0,Antetokounmpo,203507.0,,,,,,,,,,,
443,PT05M58.00S,2022-01-02T01:07:25.8Z,3,REGULAR,steal,,[],203507,,,1610612749,84,70,2022-01-02T01:07:27Z,4340000,,,0,,G. Antetokounmpo STEAL (1 STL),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,
