actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
102,PT04M05.00S,2022-03-06T21:01:06.3Z,1,REGULAR,substitution,out,[],1628960,,,1610612756,19,20,2022-03-06T21:01:18Z,970000,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M05.00S,2022-03-06T21:01:06.3Z,1,REGULAR,substitution,out,[],203507,,,1610612756,19,20,2022-03-06T21:01:18Z,980000,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M05.00S,2022-03-06T21:01:06.3Z,1,REGULAR,substitution,out,[],203109,,,1610612756,19,20,2022-03-06T21:01:18Z,990000,,,0,,SUB out: J. Crowder,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M05.00S,2022-03-06T21:01:06.3Z,1,REGULAR,substitution,in,[],1629670,,,1610612756,19,20,2022-03-06T21:01:18Z,1000000,,,0,,SUB in: J. Nwora,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M05.00S,2022-03-06T21:01:06.3Z,1,REGULAR,substitution,in,[],201950,,,1610612756,19,20,2022-03-06T21:01:18Z,1010000,,,0,,SUB in: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M05.00S,2022-03-06T21:01:06.3Z,1,REGULAR,substitution,in,[],202687,,,1610612756,19,20,2022-03-06T21:01:18Z,1020000,,,0,,SUB in: B. Biyombo,[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M49.00S,2022-03-06T21:01:42.3Z,1,REGULAR,3pt,Jump Shot,[],1628470,17.821944809461236,3.6764705882352944,1610612756,19,23,2022-03-06T21:01:47Z,1030000,232.0,115.0,1,left,T. Craig 25' 3PT  (3 PTS) (D. Ayton 1 AST),"[1628470, 1629028]",1610612756.0,PHX,,,,Craig,T. Craig,,,,,25.86,Made,,,,,,,3.0,D. Ayton,1629028.0,1.0,,,,,,,,,
110,PT03M39.00S,2022-03-06T21:01:51.8Z,1,REGULAR,turnover,lost ball,[],201950,,,1610612749,19,23,2022-03-06T21:01:57Z,1050000,,,0,,J. Holiday lost ball TURNOVER (1 TO),"[201950, 202687]",1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,1.0,,,,,Biyombo,202687.0,,,,,,,
111,PT03M39.00S,2022-03-06T21:01:51.8Z,1,REGULAR,steal,,[],202687,,,1610612756,19,23,2022-03-06T21:01:54Z,1060000,,,0,,B. Biyombo STEAL (1 STL),[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M31.00S,2022-03-06T21:02:00.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628470,32.670827858081466,20.833333333333336,1610612756,19,23,2022-03-06T21:02:06Z,1070000,146.0,255.0,1,left,MISS T. Craig 29' 3PT,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,29.34,Missed,,,,,,,,,,,,,,,,,,,
113,PT03M27.00S,2022-03-06T21:02:04.4Z,1,REGULAR,rebound,defensive,[],1628975,,,1610612749,19,23,2022-03-06T21:02:06Z,1080000,,,0,,J. Carter REBOUND (Off:0 Def:1),[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,,,112.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
114,PT03M21.00S,2022-03-06T21:02:10.3Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],203114,80.23981603153744,33.33333333333333,1610612749,21,23,2022-03-06T21:02:24Z,1090000,-83.0,133.0,1,right,K. Middleton 15' running pullup Jump Shot (3 PTS) (J. Carter 1 AST),"[203114, 1628975]",1610612749.0,MIL,running pullup,,,Middleton,K. Middleton,,,,,15.71,Made,,,,,,,3.0,J. Carter,1628975.0,1.0,,,,,,,,,
116,PT03M06.00S,2022-03-06T21:02:24.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628988,6.521024967148489,48.77450980392157,1610612756,21,25,2022-03-06T21:02:29Z,1110000,6.0,9.0,1,left,A. Holiday driving finger roll Layup (2 PTS),[1628988],1610612756.0,PHX,driving finger roll,,,Holiday,A. Holiday,,,,,1.07,Made,,,,,,,2.0,,,,,,,,,,,,
117,PT03M02.00S,2022-03-06T21:02:34.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,21,25,2022-03-06T21:02:34Z,1120000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M02.00S,2022-03-06T21:05:04.9Z,1,REGULAR,substitution,out,[],1629028,,,1610612749,21,25,2022-03-06T21:05:34Z,1130000,,,0,,SUB out: D. Ayton,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M02.00S,2022-03-06T21:05:04.9Z,1,REGULAR,substitution,in,[],1629013,,,1610612749,21,25,2022-03-06T21:05:34Z,1140000,,,0,,SUB in: L. Shamet,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M56.00S,2022-03-06T21:06:05.6Z,1,REGULAR,3pt,Jump Shot,[],203114,69.85873850197109,23.52941176470588,1610612749,24,25,2022-03-06T21:06:11Z,1150000,-132.0,231.0,1,right,K. Middleton 26' 3PT  (6 PTS) (J. Holiday 2 AST),"[203114, 201950]",1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,26.61,Made,,,,,,,6.0,J. Holiday,201950.0,2.0,,,,,,,,,
122,PT02M40.00S,2022-03-06T21:06:21.9Z,1,REGULAR,2pt,Jump Shot,[],1629013,23.866622864651774,40.44117647058824,1610612756,24,25,2022-03-06T21:06:31Z,1170000,48.0,172.0,1,left,MISS L. Shamet 17' pullup Shot,[1629013],1610612756.0,PHX,pullup,,,Shamet,L. Shamet,,,,,17.83,Missed,,,,,,,,,,,,,,,,,,,
123,PT02M35.00S,2022-03-06T21:06:26.9Z,1,REGULAR,rebound,defensive,[],1629670,,,1610612749,24,25,2022-03-06T21:06:31Z,1180000,,,0,,J. Nwora REBOUND (Off:0 Def:1),[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,122.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
124,PT02M28.00S,2022-03-06T21:06:34.2Z,1,REGULAR,2pt,Jump Shot,[],203114,72.61826544021025,42.8921568627451,1610612749,26,25,2022-03-06T21:06:38Z,1190000,-36.0,205.0,1,right,K. Middleton 20' pullup Jump Shot (8 PTS),[203114],1610612749.0,MIL,pullup,,,Middleton,K. Middleton,,,,,20.8,Made,,,,,,,8.0,,,,,,,,,,,,
125,PT02M09.00S,2022-03-06T21:06:53.3Z,1,REGULAR,2pt,Jump Shot,[],1628470,10.726018396846255,68.13725490196079,1610612756,26,27,2022-03-06T21:07:01Z,1200000,-91.0,48.0,1,left,T. Craig 10' step back bank Jump Shot (5 PTS),[1628470],1610612756.0,PHX,step back bank,,,Craig,T. Craig,,,,,10.28,Made,,,,,,,5.0,,,,,,,,,,,,
126,PT01M52.00S,2022-03-06T21:07:10.5Z,1,REGULAR,2pt,Jump Shot,[],201586,79.05716162943496,56.61764705882353,1610612749,28,27,2022-03-06T21:07:16Z,1210000,33.0,144.0,1,right,S. Ibaka 14' pullup Jump Shot (5 PTS) (J. Carter 2 AST),"[201586, 1628975]",1610612749.0,MIL,pullup,,,Ibaka,S. Ibaka,,,,,14.81,Made,,,,,,,5.0,J. Carter,1628975.0,2.0,,,,,,,,,
128,PT01M40.00S,2022-03-06T21:07:22.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628988,18.347568988173457,50.98039215686274,1610612756,28,27,2022-03-06T21:07:27Z,1230000,-5.0,120.0,1,left,MISS A. Holiday 12' pullup Shot - blocked,"[1628988, 201950]",1610612756.0,PHX,pullup,,,Holiday,A. Holiday,,,,,12.01,Missed,,,,,,,,,,,,,,,,,Holiday,201950.0,
129,PT01M40.00S,2022-03-06T21:07:22.4Z,1,REGULAR,block,,[],201950,,,1610612756,28,27,2022-03-06T21:07:25Z,1240000,,,0,,J. Holiday BLOCK (1 BLK),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT01M35.00S,2022-03-06T21:07:27.4Z,1,REGULAR,rebound,defensive,[],201586,,,1610612749,28,27,2022-03-06T21:07:27Z,1250000,,,0,,S. Ibaka REBOUND (Off:0 Def:1),[201586],1610612749.0,MIL,,,,Ibaka,S. Ibaka,,,,,,,128.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
131,PT01M26.00S,2022-03-06T21:07:39.6Z,1,REGULAR,foul,offensive,[],203114,,,1610612749,28,27,2022-03-06T21:07:57Z,1260000,,,0,,K. Middleton charge offensive FOUL (1 PF),"[203114, 1629013]",1610612749.0,MIL,charge,,,Middleton,K. Middleton,,,,,,,,,,,2882.0,,,,,,,,1.0,0.0,Shamet,1629013.0,,,
133,PT01M26.00S,2022-03-06T21:07:39.6Z,1,REGULAR,turnover,offensive foul,[],203114,,,1610612749,28,27,2022-03-06T21:07:39Z,1280000,,,0,,K. Middleton offensive foul TURNOVER (2 TO),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,2882.0,2.0,,,,,,,,,,,,,
134,PT01M26.00S,2022-03-06T21:07:56.9Z,1,REGULAR,substitution,out,[],203114,,,1610612756,28,27,2022-03-06T21:08:02Z,1290000,,,0,,SUB out: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT01M26.00S,2022-03-06T21:07:56.9Z,1,REGULAR,substitution,in,[],1627761,,,1610612756,28,27,2022-03-06T21:08:02Z,1300000,,,0,,SUB in: D. Bembry,[1627761],1610612749.0,MIL,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT01M15.00S,2022-03-06T21:08:13.3Z,1,REGULAR,foul,personal,[],201950,,,1610612756,28,27,2022-03-06T21:08:22Z,1310000,,,0,,J. Holiday personal FOUL (1 PF),"[201950, 1629013]",1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,2882.0,,,,,,,,1.0,0.0,Shamet,1629013.0,,,
138,PT01M15.00S,2022-03-06T21:08:21.3Z,1,REGULAR,substitution,out,[],201586,,,1610612756,28,27,2022-03-06T21:08:26Z,1330000,,,0,,SUB out: S. Ibaka,[201586],1610612749.0,MIL,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT01M15.00S,2022-03-06T21:08:21.3Z,1,REGULAR,substitution,in,[],203507,,,1610612756,28,27,2022-03-06T21:08:26Z,1340000,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT01M07.00S,2022-03-06T21:08:45.3Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1628988,16.63929040735874,29.901960784313726,1610612756,28,29,2022-03-06T21:08:49Z,1350000,100.0,104.0,1,left,A. Holiday 14' driving floating Jump Shot (4 PTS),[1628988],1610612756.0,PHX,driving floating,,,Holiday,A. Holiday,,,,,14.46,Made,,,,,,,4.0,,,,,,,,,,,,
141,PT00M50.00S,2022-03-06T21:09:02.4Z,1,REGULAR,turnover,lost ball,[],201950,,,1610612749,28,29,2022-03-06T21:09:32Z,1360000,,,0,,J. Holiday lost ball TURNOVER (2 TO),"[201950, 202687]",1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,2.0,,,,,Biyombo,202687.0,,,,,,,
142,PT00M50.00S,2022-03-06T21:09:02.4Z,1,REGULAR,steal,,[],202687,,,1610612756,28,29,2022-03-06T21:09:04Z,1370000,,,0,,B. Biyombo STEAL (2 STL),[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT00M48.90S,2022-03-06T21:09:11.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203507,,,1610612756,28,29,2022-03-06T21:16:30Z,1380000,,,0,,G. Antetokounmpo clear-path personal FOUL (1 PF) (Shamet 2 FT),"[203507, 1629013]",1610612749.0,MIL,clear-path,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,2530.0,,,,,,,,1.0,0.0,Shamet,1629013.0,,,
145,PT00M48.90S,2022-03-06T21:09:41.0Z,1,REGULAR,instantreplay,request,[],0,,,1610612756,28,29,2022-03-06T21:10:18Z,1400000,,,0,,,[],,,,,,,,,,,,,,,,,,2882.0,,,,,,,,,,,,,,Clear Path - Overturn Call
146,PT00M48.90S,2022-03-06T21:10:33.0Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1629013,,,1610612756,28,30,2022-03-06T21:22:28Z,1410000,,,0,,L. Shamet clear-path Free Throw 1 of 2 (3 PTS),[1629013],1610612756.0,PHX,clear-path,,,Shamet,L. Shamet,,,,,,Made,,,,,,,3.0,,,,,,,,,,,,
147,PT00M48.90S,2022-03-06T21:10:33.0Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1629013,,,1610612756,28,31,2022-03-06T21:22:28Z,1420000,,,0,,L. Shamet clear-path Free Throw 2 of 2 (4 PTS),[1629013],1610612756.0,PHX,clear-path,,,Shamet,L. Shamet,,,,,,Made,,,,,,,4.0,,,,,,,,,,,,
148,PT00M48.90S,2022-03-06T21:10:43.7Z,1,REGULAR,substitution,out,[],1628975,,,1610612749,28,31,2022-03-06T21:11:04Z,1430000,,,0,,SUB out: J. Carter,[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT00M48.90S,2022-03-06T21:10:43.7Z,1,REGULAR,substitution,out,[],1628969,,,1610612749,28,31,2022-03-06T21:11:04Z,1440000,,,0,,SUB out: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT00M48.90S,2022-03-06T21:10:43.7Z,1,REGULAR,substitution,in,[],1626171,,,1610612749,28,31,2022-03-06T21:11:04Z,1450000,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT00M48.90S,2022-03-06T21:10:43.7Z,1,REGULAR,substitution,in,[],201580,,,1610612749,28,31,2022-03-06T21:11:04Z,1460000,,,0,,SUB in: J. McGee,[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT00M38.50S,2022-03-06T21:11:07.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201580,10.463206307490145,40.931372549019606,1610612756,28,31,2022-03-06T21:11:13Z,1470000,45.0,46.0,1,left,MISS J. McGee 6' Layup,[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,6.45,Missed,,,,,,,,,,,,,,,,,,,
154,PT00M34.30S,2022-03-06T21:11:12.0Z,1,REGULAR,rebound,defensive,[],1627761,,,1610612749,28,31,2022-03-06T21:11:13Z,1490000,,,0,,D. Bembry REBOUND (Off:0 Def:1),[1627761],1610612749.0,MIL,,,,Bembry,D. Bembry,,,,,,,152.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
155,PT00M27.90S,2022-03-06T21:11:18.5Z,1,REGULAR,turnover,bad pass,[],201950,,,1610612749,28,31,2022-03-06T21:11:28Z,1500000,,,0,,J. Holiday bad pass TURNOVER (3 TO),"[201950, 1628988]",1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,3.0,,,,,Holiday,1628988.0,,,,,,,
156,PT00M27.90S,2022-03-06T21:11:18.5Z,1,REGULAR,steal,,[],1628988,,,1610612756,28,31,2022-03-06T21:11:21Z,1510000,,,0,,A. Holiday STEAL (1 STL),[1628988],1610612756.0,PHX,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT00M09.60S,2022-03-06T21:11:36.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628988,19.004599211563733,62.745098039215684,1610612756,28,31,2022-03-06T21:11:42Z,1520000,-64.0,126.0,1,left,MISS A. Holiday 14' driving floating Shot,[1628988],1610612756.0,PHX,driving floating,,,Holiday,A. Holiday,,,,,14.13,Missed,,,,,,,,,,,,,,,,,,,
158,PT00M07.60S,2022-03-06T21:11:38.8Z,1,REGULAR,rebound,offensive,[],1628988,,,1610612756,28,31,2022-03-06T21:11:38Z,1530000,,,0,,A. Holiday REBOUND (Off:1 Def:0),[1628988],1610612756.0,PHX,,,,Holiday,A. Holiday,,,,,,,157.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
159,PT00M07.40S,2022-03-06T21:11:39.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628988,5.732588699080158,53.18627450980392,1610612756,28,33,2022-03-06T21:11:45Z,1540000,-16.0,1.0,1,left,A. Holiday putback Layup (6 PTS),[1628988],1610612756.0,PHX,putback,,,Holiday,A. Holiday,,,,,1.6,Made,,,,,,,6.0,,,,,,,,,,,,
160,PT00M01.80S,2022-03-06T21:11:48.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,92.85479632063075,51.9607843137255,1610612749,30,33,2022-03-06T21:23:29Z,1550000,10.0,15.0,1,right,G. Antetokounmpo running Layup (11 PTS),[203507],1610612749.0,MIL,running,,,Antetokounmpo,G. Antetokounmpo,,,,,1.77,Made,,,,,,,11.0,,,,,,,,,,,,
161,PT00M01.00S,2022-03-06T21:11:53.7Z,1,REGULAR,3pt,Jump Shot,[],1628470,62.36859395532195,20.098039215686274,1610612756,30,33,2022-03-06T21:24:29Z,1560000,150.0,534.0,1,left,MISS T. Craig 55' 3PT,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,55.43,Missed,,,,,,,,,,,,,,,,,,,
162,PT00M01.00S,2022-03-06T21:11:53.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612756,30,33,2022-03-06T21:24:29Z,1570000,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,161.0,,,,,,,,,,,,,,,,,,
163,PT00M00.00S,2022-03-06T21:12:05.7Z,1,REGULAR,period,end,[],0,,,1610612756,30,33,2022-03-06T21:12:05Z,1580000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2022-03-06T21:15:35.5Z,2,REGULAR,period,start,[],0,,,1610612749,30,33,2022-03-06T21:15:35Z,1590000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT11M35.00S,2022-03-06T21:16:00.1Z,2,REGULAR,turnover,bad pass,[],203507,,,1610612749,30,33,2022-03-06T21:16:11Z,1600000,,,0,,G. Antetokounmpo bad pass TURNOVER (2 TO),"[203507, 1628988]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,2.0,,,,,Holiday,1628988.0,,,,,,,
166,PT11M35.00S,2022-03-06T21:16:00.1Z,2,REGULAR,steal,,[],1628988,,,1610612756,30,33,2022-03-06T21:16:02Z,1610000,,,0,,A. Holiday STEAL (2 STL),[1628988],1610612756.0,PHX,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT11M31.00S,2022-03-06T21:16:04.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629013,7.5722733245729295,51.71568627450981,1610612756,30,35,2022-03-06T21:16:17Z,1620000,-9.0,19.0,1,left,L. Shamet running Layup (6 PTS) (T. Craig 1 AST),"[1629013, 1628470]",1610612756.0,PHX,running,,,Shamet,L. Shamet,,,,,2.06,Made,,,,,,,6.0,T. Craig,1628470.0,1.0,,,,,,,,,
169,PT11M12.00S,2022-03-06T21:16:22.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201950,92.46057818659659,54.65686274509803,1610612749,30,35,2022-03-06T21:16:29Z,1640000,23.0,18.0,1,right,MISS J. Holiday driving Layup,[201950],1610612749.0,MIL,driving,,,Holiday,J. Holiday,,,,,2.97,Missed,,,,,,,,,,,,,,,,,,,
170,PT11M12.00S,2022-03-06T21:16:22.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612756,30,35,2022-03-06T21:16:29Z,1650000,,,0,,TEAM defensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,169.0,,,,,,,,,,,,,,,,,,
171,PT11M12.00S,2022-03-06T21:16:28.4Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612756,30,35,2022-03-06T21:16:28Z,1660000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT10M56.00S,2022-03-06T21:16:46.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201580,6.783837056504599,50.0,1610612756,30,37,2022-03-06T21:16:51Z,1670000,0.0,11.0,1,left,J. McGee cutting Layup (2 PTS) (L. Shamet 1 AST),"[201580, 1629013]",1610612756.0,PHX,cutting,,,McGee,J. McGee,,,,,1.13,Made,,,,,,,2.0,L. Shamet,1629013.0,1.0,,,,,,,,,
247,PT10M56.00S,2022-03-06T21:16:56.8Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1626171,85.46320630749014,49.50980392156863,1610612749,30,37,2022-03-06T21:29:28Z,1685000,-2.0,84.0,1,right,MISS B. Portis 8' Hook - blocked,"[1626171, 1628470]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,8.41,Missed,,,,,,,,,,,,,,,,,Craig,1628470.0,
248,PT10M56.00S,2022-03-06T21:16:56.8Z,2,REGULAR,block,,[],1628470,,,1610612749,30,37,2022-03-06T21:29:28Z,1687500,,,0,,T. Craig BLOCK (1 BLK),[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT10M56.00S,2022-03-06T21:16:56.8Z,2,REGULAR,rebound,offensive,[],1626171,,,1610612749,30,37,2022-03-06T21:29:28Z,1688750,,,0,,B. Portis REBOUND (Off:2 Def:0),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,247.0,2.0,0.0,2.0,,,,,,,,,,,,,,,
174,PT10M34.00S,2022-03-06T21:17:07.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629670,94.43166885676742,4.901960784313726,1610612749,30,37,2022-03-06T21:29:28Z,1690000,-225.0,0.0,1,right,MISS J. Nwora step back 3PT,[1629670],1610612749.0,MIL,step back,,,Nwora,J. Nwora,,,,,22.55,Missed,,,,,,,,,,,,,,,,,,,
175,PT10M31.00S,2022-03-06T21:17:10.7Z,2,REGULAR,rebound,defensive,[],202687,,,1610612756,30,37,2022-03-06T21:17:13Z,1700000,,,0,,B. Biyombo REBOUND (Off:0 Def:1),[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,174.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
176,PT10M23.00S,2022-03-06T21:17:20.4Z,2,REGULAR,foul,personal,['3freethrow'],1627761,,,1610612756,30,37,2022-03-06T21:17:35Z,1710000,,,0,,D. Bembry shooting personal FOUL (1 PF) (Shamet 3 FT),"[1627761, 1629013]",1610612749.0,MIL,shooting,,,Bembry,D. Bembry,,,,,,,,,,,1627541.0,,,,,,,,1.0,0.0,Shamet,1629013.0,,,
178,PT10M23.00S,2022-03-06T21:17:47.7Z,2,REGULAR,freethrow,1 of 3,[],1629013,,,1610612756,30,38,2022-03-06T21:18:20Z,1730000,,,0,,L. Shamet Free Throw 1 of 3 (7 PTS),[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,Made,,,,,,,7.0,,,,,,,,,,,,
179,PT10M23.00S,2022-03-06T21:17:47.7Z,2,REGULAR,freethrow,2 of 3,[],1629013,,,1610612756,30,39,2022-03-06T21:18:20Z,1740000,,,0,,L. Shamet Free Throw 2 of 3 (8 PTS),[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,Made,,,,,,,8.0,,,,,,,,,,,,
180,PT10M23.00S,2022-03-06T21:18:01.9Z,2,REGULAR,substitution,out,[],1629670,,,1610612756,30,39,2022-03-06T21:18:05Z,1750000,,,0,,SUB out: J. Nwora,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT10M23.00S,2022-03-06T21:18:01.9Z,2,REGULAR,substitution,in,[],1628960,,,1610612756,30,39,2022-03-06T21:18:05Z,1760000,,,0,,SUB in: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT10M23.00S,2022-03-06T21:17:47.7Z,2,REGULAR,freethrow,3 of 3,[],1629013,,,1610612756,30,39,2022-03-06T21:18:20Z,1770000,,,0,,MISS L. Shamet Free Throw 3 of 3,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,Missed,,,,,,,,,,,,,,,,,,,
183,PT10M20.00S,2022-03-06T21:17:50.7Z,2,REGULAR,rebound,defensive,[],203507,,,1610612749,30,39,2022-03-06T21:18:20Z,1780000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:4),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,182.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
184,PT10M01.00S,2022-03-06T21:18:41.0Z,2,REGULAR,foul,personal,['2freethrow'],1628470,,,1610612749,30,39,2022-03-06T21:23:33Z,1790000,,,0,,T. Craig shooting personal FOUL (1 PF) (Allen 2 FT),"[1628470, 1628960]",1610612756.0,PHX,shooting,,,Craig,T. Craig,,,,,,,,,,,1627541.0,,,,,,,,1.0,0.0,Allen,1628960.0,,,
186,PT10M01.00S,2022-03-06T21:19:09.4Z,2,REGULAR,freethrow,1 of 2,[],1628960,,,1610612749,31,39,2022-03-06T21:19:09Z,1810000,,,0,,G. Allen Free Throw 1 of 2 (1 PTS),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,Made,,,,,,,1.0,,,,,,,,,,,,
187,PT10M01.00S,2022-03-06T21:19:25.7Z,2,REGULAR,freethrow,2 of 2,[],1628960,,,1610612749,32,39,2022-03-06T21:19:25Z,1820000,,,0,,G. Allen Free Throw 2 of 2 (2 PTS),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,Made,,,,,,,2.0,,,,,,,,,,,,
