actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,value,blockPlayerName,blockPersonId
90,PT05M05.00S,2022-02-16T01:24:50.1Z,1,REGULAR,turnover,lost ball,[],203507,,,1610612749,18,13,2022-02-16T01:26:24Z,900000,,,0,,G. Antetokounmpo lost ball TURNOVER (1 TO),"[203507, 1630678]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,1.0,Taylor,1630678.0,,,
91,PT05M05.00S,2022-02-16T01:24:50.1Z,1,REGULAR,steal,,[],1630678,,,1610612754,18,13,2022-02-16T01:24:54Z,910000,,,0,,T. Taylor STEAL (1 STL),[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT05M04.00S,2022-02-16T01:24:56.4Z,1,REGULAR,foul,personal,[],201950,,,1610612754,18,13,2022-02-16T01:29:20Z,920000,,,0,,J. Holiday take personal FOUL (1 PF),"[201950, 1629052]",1610612749.0,MIL,take,,,Holiday,J. Holiday,,,,,,,,,,,202026.0,1.0,0.0,Brissett,1629052.0,,,,,,,,,,
94,PT05M04.00S,2022-02-16T01:25:19.9Z,1,REGULAR,instantreplay,request,[],0,,,1610612754,18,13,2022-02-16T01:26:21Z,940000,,,0,,,[],,,support,,,,,,,,,,,,,,,200832.0,,,,,,,,,,,,Common Foul Upheld,,
95,PT05M04.00S,2022-02-16T01:26:23.8Z,1,REGULAR,substitution,out,[],202362,,,1610612754,18,13,2022-02-16T01:26:42Z,950000,,,0,,SUB out: L. Stephenson,[202362],1610612754.0,IND,,,,Stephenson,L. Stephenson,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT05M04.00S,2022-02-16T01:26:23.8Z,1,REGULAR,substitution,in,[],1626208,,,1610612754,18,13,2022-02-16T01:26:42Z,960000,,,0,,SUB in: K. Sykes,[1626208],1610612754.0,IND,,,,Sykes,K. Sykes,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M58.00S,2022-02-16T01:26:44.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629048,68.67608409986859,25.98039215686275,1610612754,18,13,2022-02-16T01:26:50Z,970000,-120.0,242.0,1,right,MISS G. Bitadze 27' 3PT,[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,27.01,Missed,,,,,,,,,,,,,,,,,,,
98,PT04M55.00S,2022-02-16T01:26:47.5Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,18,13,2022-02-16T01:26:50Z,980000,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:2),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,97.0,3.0,2.0,1.0,,,,,,
99,PT04M48.00S,2022-02-16T01:26:58.0Z,1,REGULAR,foul,personal,[],1629052,,,1610612749,18,13,2022-02-16T01:27:10Z,990000,,,0,,O. Brissett personal FOUL (1 PF),"[1629052, 201950]",1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,202053.0,1.0,0.0,Holiday,201950.0,,,,,,,,,,
101,PT04M48.00S,2022-02-16T01:27:08.4Z,1,REGULAR,substitution,out,[],1629052,,,1610612749,18,13,2022-02-16T01:27:19Z,1010000,,,0,,SUB out: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M48.00S,2022-02-16T01:27:08.4Z,1,REGULAR,substitution,in,[],202362,,,1610612749,18,13,2022-02-16T01:27:19Z,1020000,,,0,,SUB in: L. Stephenson,[202362],1610612754.0,IND,,,,Stephenson,L. Stephenson,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M39.00S,2022-02-16T01:27:30.0Z,1,REGULAR,3pt,Jump Shot,[],203507,30.56833114323259,70.83333333333334,1610612749,21,13,2022-02-16T01:27:34Z,1030000,-104.0,235.0,1,left,G. Antetokounmpo 25' 3PT  (10 PTS) (J. Nwora 1 AST),"[203507, 1629670]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,25.69,Made,10.0,J. Nwora,1629670.0,1.0,,,,,,,,,,,,,,,
105,PT04M29.00S,2022-02-16T01:27:39.2Z,1,REGULAR,2pt,Jump Shot,[],202362,80.23981603153744,27.696078431372552,1610612754,21,15,2022-02-16T01:27:45Z,1050000,-112.0,133.0,1,right,L. Stephenson 17' pullup Jump Shot (2 PTS),[202362],1610612754.0,IND,pullup,,,Stephenson,L. Stephenson,,,,,17.37,Made,2.0,,,,,,,,,,,,,,,,,,
106,PT04M15.00S,2022-02-16T01:27:53.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629670,7.966491458607096,44.36274509803921,1610612749,21,15,2022-02-16T01:27:59Z,1060000,28.0,22.0,1,left,MISS J. Nwora cutting Layup,[1629670],1610612749.0,MIL,cutting,,,Nwora,J. Nwora,,,,,3.6,Missed,,,,,,,,,,,,,,,,,,,
107,PT04M13.00S,2022-02-16T01:27:55.4Z,1,REGULAR,rebound,defensive,[],1629048,,,1610612754,21,15,2022-02-16T01:27:59Z,1070000,,,0,,G. Bitadze REBOUND (Off:0 Def:2),[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,106.0,2.0,2.0,0.0,,,,,,
108,PT04M07.00S,2022-02-16T01:28:05.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201586,,,1610612754,21,15,2022-02-16T01:28:29Z,1080000,,,0,,S. Ibaka shooting personal FOUL (2 PF) (Bitadze 2 FT),"[201586, 1629048]",1610612749.0,MIL,shooting,,,Ibaka,S. Ibaka,,,,,,,,,,,202053.0,2.0,0.0,Bitadze,1629048.0,,,,,,,,,,
110,PT04M07.00S,2022-02-16T01:28:32.0Z,1,REGULAR,freethrow,1 of 2,[],1629048,,,1610612754,21,15,2022-02-16T01:28:32Z,1100000,,,0,,MISS G. Bitadze Free Throw 1 of 2,[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,Missed,,,,,,,,,,,,,,,,,,,
111,PT04M07.00S,2022-02-16T01:28:32.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612754,21,15,2022-02-16T01:28:32Z,1110000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,110.0,,,,,,,,,
112,PT04M07.00S,2022-02-16T01:28:41.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,21,15,2022-02-16T01:28:41Z,1120000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT04M07.00S,2022-02-16T01:30:50.3Z,1,REGULAR,substitution,out,[],201950,,,1610612754,21,15,2022-02-16T01:31:18Z,1130000,,,0,,SUB out: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT04M07.00S,2022-02-16T01:30:50.3Z,1,REGULAR,substitution,in,[],1630572,,,1610612754,21,15,2022-02-16T01:31:18Z,1140000,,,0,,SUB in: S. Mamukelashvili,[1630572],1610612749.0,MIL,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT04M07.00S,2022-02-16T01:31:45.1Z,1,REGULAR,freethrow,2 of 2,[],1629048,,,1610612754,21,16,2022-02-16T01:31:45Z,1150000,,,0,,G. Bitadze Free Throw 2 of 2 (3 PTS),[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
116,PT03M42.00S,2022-02-16T01:32:17.0Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612749,21,16,2022-02-16T01:32:39Z,1160000,,,0,,MIL shot clock Team TURNOVER,[],1610612749.0,MIL,,,,,,,,,,,,,,,,202026.0,,,,,,,,,,,,,,
117,PT03M42.00S,2022-02-16T01:32:30.0Z,1,REGULAR,substitution,out,[],1629048,,,1610612754,21,16,2022-02-16T01:32:40Z,1170000,,,0,,SUB out: G. Bitadze,[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M42.00S,2022-02-16T01:32:30.0Z,1,REGULAR,substitution,in,[],202684,,,1610612754,21,16,2022-02-16T01:32:40Z,1180000,,,0,,SUB in: T. Thompson,[202684],1610612754.0,IND,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M34.00S,2022-02-16T01:32:48.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626208,75.64060446780552,10.784313725490197,1610612754,21,19,2022-02-16T01:32:54Z,1190000,-196.0,176.0,1,right,K. Sykes 26' 3PT  (3 PTS) (L. Stephenson 1 AST),"[1626208, 202362]",1610612754.0,IND,,,,Sykes,K. Sykes,,,,,26.38,Made,3.0,L. Stephenson,202362.0,1.0,,,,,,,,,,,,,,,
121,PT03M25.00S,2022-02-16T01:33:02.2Z,1,REGULAR,foul,personal,['2freethrow'],202684,,,1610612749,21,19,2022-02-16T01:33:36Z,1210000,,,0,,T. Thompson shooting personal FOUL (1 PF) (Antetokounmpo 2 FT),"[202684, 203507]",1610612754.0,IND,shooting,,,Thompson,T. Thompson,,,,,,,,,,,200832.0,1.0,0.0,Antetokounmpo,203507.0,,,,,,,,,,
123,PT03M25.00S,2022-02-16T01:33:40.1Z,1,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,22,19,2022-02-16T01:35:28Z,1230000,,,0,,G. Antetokounmpo Free Throw 1 of 2 (11 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,11.0,,,,,,,,,,,,,,,,,,
126,PT03M25.00S,2022-02-16T01:33:40.1Z,1,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,23,19,2022-02-16T01:35:28Z,1235000,,,0,,G. Antetokounmpo Free Throw 2 of 2 (12 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,12.0,,,,,,,,,,,,,,,,,,
124,PT03M25.00S,2022-02-16T01:33:42.4Z,1,REGULAR,substitution,out,[],1630572,,,1610612754,23,19,2022-02-16T01:35:28Z,1240000,,,0,,SUB out: S. Mamukelashvili,[1630572],1610612749.0,MIL,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT03M25.00S,2022-02-16T01:33:42.4Z,1,REGULAR,substitution,in,[],203114,,,1610612754,23,19,2022-02-16T01:35:28Z,1250000,,,0,,SUB in: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT03M13.00S,2022-02-16T01:34:22.0Z,1,REGULAR,2pt,Jump Shot,[],202362,91.5407358738502,67.8921568627451,1610612754,23,19,2022-02-16T01:35:06Z,1255000,89.0,27.0,1,right,MISS L. Stephenson 9' driving floating Shot,[202362],1610612754.0,IND,driving floating,,,Stephenson,L. Stephenson,,,,,9.35,Missed,,,,,,,,,,,,,,,,,,,
128,PT03M11.00S,2022-02-16T01:34:24.0Z,1,REGULAR,rebound,offensive,[],202684,,,1610612754,23,19,2022-02-16T01:35:06Z,1257500,,,0,,T. Thompson REBOUND (Off:1 Def:0),[202684],1610612754.0,IND,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,127.0,1.0,0.0,1.0,,,,,,
129,PT03M11.00S,2022-02-16T01:34:26.9Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",202684,94.40999984741211,50.0,1610612754,23,21,2022-02-16T01:35:42Z,1290000,0.0,0.0,1,right,T. Thompson tip Layup (2 PTS),[202684],1610612754.0,IND,tip,,,Thompson,T. Thompson,,,,,0.0,Made,2.0,,,,,,,,,,,,,,,,,,
130,PT02M55.00S,2022-02-16T01:34:37.1Z,1,REGULAR,3pt,Jump Shot,[],201586,33.590670170827856,35.78431372549019,1610612749,26,21,2022-02-16T01:34:41Z,1300000,71.0,263.0,1,left,S. Ibaka 27' 3PT  (3 PTS) (K. Middleton 2 AST),"[201586, 203114]",1610612749.0,MIL,,,,Ibaka,S. Ibaka,,,,,27.27,Made,3.0,K. Middleton,203114.0,2.0,,,,,,,,,,,,,,,
132,PT02M44.00S,2022-02-16T01:34:47.6Z,1,REGULAR,3pt,Jump Shot,[],202362,68.54467805519053,69.6078431372549,1610612754,26,21,2022-02-16T01:34:59Z,1320000,98.0,243.0,1,right,MISS L. Stephenson 26' 3PT,[202362],1610612754.0,IND,,,,Stephenson,L. Stephenson,,,,,26.22,Missed,,,,,,,,,,,,,,,,,,,
133,PT02M40.00S,2022-02-16T01:34:51.6Z,1,REGULAR,rebound,defensive,[],1629670,,,1610612749,26,21,2022-02-16T01:34:59Z,1330000,,,0,,J. Nwora REBOUND (Off:0 Def:1),[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,132.0,1.0,1.0,0.0,,,,,,
134,PT02M38.00S,2022-02-16T01:34:56.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202362,,,1610612749,26,21,2022-02-16T01:35:11Z,1340000,,,0,,L. Stephenson shooting personal FOUL (1 PF) (Wigginton 2 FT),"[202362, 1629623]",1610612754.0,IND,shooting,,,Stephenson,L. Stephenson,,,,,,,,,,,202053.0,1.0,0.0,Wigginton,1629623.0,,,,,,,,,,
136,PT02M38.00S,2022-02-16T01:35:26.7Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1629623,,,1610612749,26,21,2022-02-16T01:35:26Z,1360000,,,0,,MISS L. Wigginton Free Throw 1 of 2,[1629623],1610612749.0,MIL,,,,Wigginton,L. Wigginton,,,,,,Missed,,,,,,,,,,,,,,,,,,,
137,PT02M38.00S,2022-02-16T01:35:26.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612749,26,21,2022-02-16T01:35:26Z,1370000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,136.0,,,,,,,,,
138,PT02M38.00S,2022-02-16T01:35:27.5Z,1,REGULAR,substitution,out,[],203507,,,1610612749,26,21,2022-02-16T01:35:40Z,1380000,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT02M38.00S,2022-02-16T01:35:27.5Z,1,REGULAR,substitution,out,[],1630613,,,1610612749,26,21,2022-02-16T01:35:40Z,1390000,,,0,,SUB out: D. Washington Jr.,[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT02M38.00S,2022-02-16T01:35:27.5Z,1,REGULAR,substitution,out,[],202362,,,1610612749,26,21,2022-02-16T01:35:40Z,1400000,,,0,,SUB out: L. Stephenson,[202362],1610612754.0,IND,,,,Stephenson,L. Stephenson,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT02M38.00S,2022-02-16T01:35:27.5Z,1,REGULAR,substitution,in,[],1630572,,,1610612749,26,21,2022-02-16T01:35:40Z,1410000,,,0,,SUB in: S. Mamukelashvili,[1630572],1610612749.0,MIL,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT02M38.00S,2022-02-16T01:35:27.5Z,1,REGULAR,substitution,in,[],1630169,,,1610612749,26,21,2022-02-16T01:35:40Z,1420000,,,0,,SUB in: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT02M38.00S,2022-02-16T01:35:27.5Z,1,REGULAR,substitution,in,[],1627741,,,1610612749,26,21,2022-02-16T01:35:40Z,1430000,,,0,,SUB in: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT02M38.00S,2022-02-16T01:35:50.9Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1629623,,,1610612749,27,21,2022-02-16T01:35:50Z,1440000,,,0,,L. Wigginton Free Throw 2 of 2 (1 PTS),[1629623],1610612749.0,MIL,,,,Wigginton,L. Wigginton,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
145,PT02M24.00S,2022-02-16T01:36:05.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627741,79.71419185282524,36.029411764705884,1610612754,27,23,2022-02-16T01:36:10Z,1450000,-70.0,138.0,1,right,B. Hield 15' step back Jump Shot (6 PTS),[1627741],1610612754.0,IND,step back,,,Hield,B. Hield,,,,,15.49,Made,6.0,,,,,,,,,,,,,,,,,,
146,PT02M10.00S,2022-02-16T01:36:18.7Z,1,REGULAR,3pt,Jump Shot,[],1629670,6.652431011826544,5.147058823529411,1610612749,30,23,2022-02-16T01:36:23Z,1460000,224.0,10.0,1,left,J. Nwora 3PT  (3 PTS) (K. Middleton 3 AST),"[1629670, 203114]",1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,22.45,Made,3.0,K. Middleton,203114.0,3.0,,,,,,,,,,,,,,,
148,PT02M05.00S,2022-02-16T01:36:27.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630572,,,1610612754,30,23,2022-02-16T01:36:43Z,1480000,,,0,,S. Mamukelashvili personal FOUL (1 PF) (Haliburton 2 FT),"[1630572, 1630169]",1610612749.0,MIL,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,202053.0,1.0,0.0,Haliburton,1630169.0,,,,,,,,,,
150,PT02M05.00S,2022-02-16T01:36:57.3Z,1,REGULAR,freethrow,1 of 2,[],1630169,,,1610612754,30,24,2022-02-16T01:37:17Z,1500000,,,0,,T. Haliburton Free Throw 1 of 2 (1 PTS),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
151,PT02M05.00S,2022-02-16T01:36:58.3Z,1,REGULAR,substitution,out,[],201586,,,1610612754,30,24,2022-02-16T01:37:03Z,1510000,,,0,,SUB out: S. Ibaka,[201586],1610612749.0,MIL,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT02M05.00S,2022-02-16T01:36:58.3Z,1,REGULAR,substitution,in,[],1626171,,,1610612754,30,24,2022-02-16T01:37:03Z,1520000,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT02M05.00S,2022-02-16T01:36:57.3Z,1,REGULAR,freethrow,2 of 2,[],1630169,,,1610612754,30,24,2022-02-16T01:37:17Z,1530000,,,0,,MISS T. Haliburton Free Throw 2 of 2,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,Missed,,,,,,,,,,,,,,,,,,,
154,PT02M02.00S,2022-02-16T01:37:00.3Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,30,24,2022-02-16T01:37:17Z,1540000,,,0,,B. Portis REBOUND (Off:0 Def:4),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,153.0,4.0,4.0,0.0,,,,,,
155,PT01M44.00S,2022-02-16T01:37:34.0Z,1,REGULAR,2pt,Jump Shot,[],1626171,19.66162943495401,66.66666666666666,1610612749,30,24,2022-02-16T01:38:42Z,1550000,-83.0,132.0,1,left,MISS B. Portis 15' Jump Shot,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,15.63,Missed,,,,,,,,,,,,,,,,,,,
156,PT01M41.00S,2022-02-16T01:37:37.0Z,1,REGULAR,rebound,defensive,[],1630678,,,1610612754,30,24,2022-02-16T01:37:39Z,1560000,,,0,,T. Taylor REBOUND (Off:0 Def:1),[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,,,,,,,,,,,,155.0,1.0,1.0,0.0,,,,,,
157,PT01M31.00S,2022-02-16T01:37:46.7Z,1,REGULAR,2pt,Jump Shot,[],1626208,81.02825229960578,70.09803921568627,1610612754,30,24,2022-02-16T01:37:57Z,1570000,100.0,126.0,1,right,MISS K. Sykes 16' pullup Shot,[1626208],1610612754.0,IND,pullup,,,Sykes,K. Sykes,,,,,16.1,Missed,,,,,,,,,,,,,,,,,,,
158,PT01M30.00S,2022-02-16T01:37:47.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612754,30,24,2022-02-16T01:37:57Z,1580000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,157.0,,,,,,,,,
159,PT01M30.00S,2022-02-16T01:37:54.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612754,30,24,2022-02-16T01:37:54Z,1590000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT01M25.00S,2022-02-16T01:38:07.3Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1626208,76.69185282522996,41.17647058823529,1610612754,30,24,2022-02-16T01:38:16Z,1600000,-44.0,167.0,1,right,MISS K. Sykes 17' pullup Shot,[1626208],1610612754.0,IND,pullup,,,Sykes,K. Sykes,,,,,17.23,Missed,,,,,,,,,,,,,,,,,,,
161,PT01M22.00S,2022-02-16T01:38:10.3Z,1,REGULAR,rebound,defensive,[],1629623,,,1610612749,30,24,2022-02-16T01:38:16Z,1610000,,,0,,L. Wigginton REBOUND (Off:0 Def:1),[1629623],1610612749.0,MIL,,,,Wigginton,L. Wigginton,,,,,,,,,,,,,,,,160.0,1.0,1.0,0.0,,,,,,
162,PT01M02.00S,2022-02-16T01:38:30.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630572,7.046649145860711,50.0,1610612749,32,24,2022-02-16T01:38:34Z,1620000,0.0,14.0,1,left,S. Mamukelashvili cutting Layup (2 PTS) (L. Wigginton 1 AST),"[1630572, 1629623]",1610612749.0,MIL,cutting,,,Mamukelashvili,S. Mamukelashvili,,,,,1.37,Made,2.0,L. Wigginton,1629623.0,1.0,,,,,,,,,,,,,,,
164,PT00M49.80S,2022-02-16T01:38:44.2Z,1,REGULAR,3pt,Jump Shot,[],1626208,92.19776609724047,4.166666666666666,1610612754,32,27,2022-02-16T01:38:50Z,1640000,-229.0,21.0,1,right,K. Sykes 3PT  (6 PTS) (T. Taylor 1 AST),"[1626208, 1630678]",1610612754.0,IND,,,,Sykes,K. Sykes,,,,,23.01,Made,6.0,T. Taylor,1630678.0,1.0,,,,,,,,,,,,,,,
166,PT00M33.20S,2022-02-16T01:39:07.0Z,1,REGULAR,turnover,out-of-bounds,[],1626171,,,1610612749,32,27,2022-02-16T01:39:15Z,1660000,,,0,,B. Portis lost ball out-of-bounds TURNOVER (1 TO),[1626171],1610612749.0,MIL,lost ball,,,Portis,B. Portis,,,,,,,,,,,200832.0,,,,,,,,,1.0,,,,,
167,PT00M16.40S,2022-02-16T01:39:34.7Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",202684,88.51839684625493,39.46078431372549,1610612754,32,27,2022-02-16T01:39:39Z,1670000,-53.0,55.0,1,right,MISS T. Thompson 7' driving Hook,[202684],1610612754.0,IND,driving,,,Thompson,T. Thompson,,,,,7.65,Missed,,,,,,,,,,,,,,,,,,,
168,PT00M13.10S,2022-02-16T01:39:37.9Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,32,27,2022-02-16T01:39:37Z,1680000,,,0,,B. Portis REBOUND (Off:0 Def:5),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,167.0,5.0,5.0,0.0,,,,,,
172,PT00M00.00S,2022-02-16T01:39:58.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630572,9.592641261498029,34.14522058823529,1610612749,34,27,2022-02-16T01:42:34Z,1720000,79.0,38.0,1,left,S. Mamukelashvili 8' floating Jump Shot (4 PTS),[1630572],1610612749.0,MIL,floating,,,Mamukelashvili,S. Mamukelashvili,,,,,8.78,Made,4.0,,,,,,,,,,,,,,,,,,
173,PT00M00.00S,2022-02-16T01:40:12.4Z,1,REGULAR,period,end,[],0,,,1610612754,34,27,2022-02-16T01:40:12Z,1730000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2022-02-16T01:41:45.3Z,2,REGULAR,substitution,out,['startperiod'],1629670,,,1610612754,34,27,2022-02-16T01:42:29Z,1740000,,,0,,SUB out: J. Nwora,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2022-02-16T01:41:45.3Z,2,REGULAR,substitution,out,['startperiod'],1629623,,,1610612754,34,27,2022-02-16T01:42:29Z,1750000,,,0,,SUB out: L. Wigginton,[1629623],1610612749.0,MIL,,,,Wigginton,L. Wigginton,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2022-02-16T01:41:45.3Z,2,REGULAR,substitution,in,['startperiod'],1628960,,,1610612754,34,27,2022-02-16T01:42:29Z,1760000,,,0,,SUB in: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2022-02-16T01:41:45.3Z,2,REGULAR,substitution,in,['startperiod'],201950,,,1610612754,34,27,2022-02-16T01:42:29Z,1770000,,,0,,SUB in: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2022-02-16T01:42:41.0Z,2,REGULAR,period,start,[],0,,,1610612754,34,27,2022-02-16T01:42:41Z,1780000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT11M48.00S,2022-02-16T01:42:52.6Z,2,REGULAR,3pt,Jump Shot,[],1626208,69.07030223390277,15.686274509803921,1610612754,34,27,2022-02-16T01:43:00Z,1790000,-172.0,238.0,1,right,MISS K. Sykes 29' 3PT,[1626208],1610612754.0,IND,,,,Sykes,K. Sykes,,,,,29.36,Missed,,,,,,,,,,,,,,,,,,,
180,PT11M43.00S,2022-02-16T01:42:57.6Z,2,REGULAR,rebound,defensive,[],203114,,,1610612749,34,27,2022-02-16T01:43:00Z,1800000,,,0,,K. Middleton REBOUND (Off:0 Def:1),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,179.0,1.0,1.0,0.0,,,,,,
181,PT11M33.00S,2022-02-16T01:43:07.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630572,6.521024967148489,51.470588235294116,1610612749,36,27,2022-02-16T01:43:13Z,1810000,-7.0,9.0,1,left,S. Mamukelashvili cutting DUNK (6 PTS) (K. Middleton 4 AST),"[1630572, 203114]",1610612749.0,MIL,cutting,,,Mamukelashvili,S. Mamukelashvili,,,,,1.15,Made,6.0,K. Middleton,203114.0,4.0,,,,,,,,,,,,,,,
