actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2022-01-15T23:39:42.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-01-15T23:39:42Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2022-01-15T23:39:46.8Z,1,REGULAR,jumpball,recovered,[],1627783,,,1610612761,0,0,2022-01-15T23:39:46Z,40000,,,0,,Jump Ball P. Achiuwa vs. B. Portis: Tip to P. Siakam,"[1627783, 1630173, 1626171]",1610612761.0,TOR,startperiod,P. Siakam,1627783.0,Siakam,P. Siakam,Achiuwa,1630173.0,Portis,1626171.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M37.00S,2022-01-15T23:40:04.4Z,1,REGULAR,2pt,Jump Shot,[],1627783,74.06373193166885,53.431372549019606,1610612761,0,0,2022-01-15T23:40:09Z,70000,17.0,191.0,1,right,MISS P. Siakam 19' step back Shot,[1627783],1610612761.0,TOR,step back,,,Siakam,P. Siakam,,,,,19.21,Missed,,,,,,,,,,,,,,,,,,,
8,PT11M34.00S,2022-01-15T23:40:07.4Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,0,0,2022-01-15T23:40:09Z,80000,,,0,,B. Portis REBOUND (Off:0 Def:1),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
9,PT11M21.00S,2022-01-15T23:40:20.6Z,1,REGULAR,3pt,Jump Shot,[],1626171,24.52365308804205,10.784313725490197,1610612749,3,0,2022-01-15T23:40:25Z,90000,196.0,178.0,1,left,B. Portis 26' 3PT  (3 PTS) (K. Middleton 1 AST),"[1626171, 203114]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,26.48,Made,,,,,3.0,K. Middleton,203114.0,1.0,,,,,,,,,,,
11,PT11M09.00S,2022-01-15T23:40:33.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630173,93.11760840998686,50.98039215686274,1610612761,3,2,2022-01-15T23:40:58Z,110000,5.0,12.0,1,right,P. Achiuwa cutting DUNK (2 PTS) (O. Anunoby 1 AST),"[1630173, 1628384]",1610612761.0,TOR,cutting,,,Achiuwa,P. Achiuwa,,,,,1.31,Made,,,,,2.0,O. Anunoby,1628384.0,1.0,,,,,,,,,,,
13,PT10M54.00S,2022-01-15T23:40:47.2Z,1,REGULAR,2pt,Jump Shot,[],203507,23.866622864651774,60.29411764705882,1610612749,3,2,2022-01-15T23:40:53Z,130000,-51.0,172.0,1,left,MISS G. Antetokounmpo 17' pullup Shot,[203507],1610612749.0,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,17.94,Missed,,,,,,,,,,,,,,,,,,,
14,PT10M49.00S,2022-01-15T23:40:52.2Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612761,3,2,2022-01-15T23:40:53Z,140000,,,0,,P. Siakam REBOUND (Off:0 Def:1),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
15,PT10M43.00S,2022-01-15T23:40:58.2Z,1,REGULAR,3pt,Jump Shot,[],1628384,73.01248357424441,82.84313725490196,1610612761,3,2,2022-01-15T23:41:03Z,150000,164.0,201.0,1,right,MISS O. Anunoby 25' 3PT,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,25.97,Missed,,,,,,,,,,,,,,,,,,,
16,PT10M40.00S,2022-01-15T23:41:01.2Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,3,2,2022-01-15T23:41:03Z,160000,,,0,,B. Portis REBOUND (Off:0 Def:2),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,15.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
17,PT10M31.00S,2022-01-15T23:41:10.7Z,1,REGULAR,3pt,Jump Shot,[],202083,32.53942181340342,50.73529411764706,1610612749,3,2,2022-01-15T23:41:16Z,170000,-4.0,253.0,1,left,MISS W. Matthews 25' 3PT,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,25.34,Missed,,,,,,,,,,,,,,,,,,,
18,PT10M28.00S,2022-01-15T23:41:13.7Z,1,REGULAR,rebound,defensive,[],1630173,,,1610612761,3,2,2022-01-15T23:41:16Z,180000,,,0,,P. Achiuwa REBOUND (Off:0 Def:1),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,17.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
19,PT10M08.00S,2022-01-15T23:41:33.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630173,86.94152431011827,42.40196078431372,1610612761,3,2,2022-01-15T23:48:46Z,190000,-38.0,70.0,1,right,MISS P. Achiuwa 7' driving floating Shot,[1630173],1610612761.0,TOR,driving floating,,,Achiuwa,P. Achiuwa,,,,,7.98,Missed,,,,,,,,,,,,,,,,,,,
20,PT10M05.00S,2022-01-15T23:41:36.6Z,1,REGULAR,rebound,defensive,[],1628960,,,1610612749,3,2,2022-01-15T23:41:39Z,200000,,,0,,G. Allen REBOUND (Off:0 Def:1),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,19.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
21,PT10M00.00S,2022-01-15T23:41:42.3Z,1,REGULAR,3pt,Jump Shot,[],203114,32.14520367936925,24.264705882352942,1610612749,6,2,2022-01-15T23:41:49Z,210000,129.0,250.0,1,left,K. Middleton 28' 3PT  (3 PTS) (G. Antetokounmpo 1 AST),"[203114, 203507]",1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,28.09,Made,,,,,3.0,G. Antetokounmpo,203507.0,1.0,,,,,,,,,,,
23,PT09M44.00S,2022-01-15T23:41:58.3Z,1,REGULAR,turnover,bad pass,[],1630173,,,1610612761,6,2,2022-01-15T23:42:09Z,230000,,,0,,P. Achiuwa bad pass TURNOVER (1 TO),"[1630173, 203114]",1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,1.0,Middleton,203114.0,,,,,,,,
24,PT09M44.00S,2022-01-15T23:41:58.3Z,1,REGULAR,steal,,[],203114,,,1610612749,6,2,2022-01-16T00:04:08Z,240000,,,0,,K. Middleton STEAL (1 STL),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
25,PT09M41.00S,2022-01-15T23:42:05.3Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203507,9.017739816031538,55.63725490196079,1610612749,8,2,2022-01-15T23:42:37Z,250000,-28.0,32.0,1,left,G. Antetokounmpo running pullup Jump Shot (2 PTS),[203507],1610612749.0,MIL,running pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,4.29,Made,,,,,2.0,,,,,,,,,,,,,,
26,PT09M41.00S,2022-01-15T23:42:09.5Z,1,REGULAR,foul,personal,['1freethrow'],1627783,,,1610612749,8,2,2022-01-15T23:42:46Z,260000,,,0,,P. Siakam shooting personal FOUL (1 PF) (Antetokounmpo 1 FT),"[1627783, 203507]",1610612761.0,TOR,shooting,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,204059.0,1.0,0.0,Antetokounmpo,203507.0,,,
28,PT09M41.00S,2022-01-15T23:42:47.8Z,1,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",203507,,,1610612749,9,2,2022-01-15T23:42:47Z,280000,,,0,,G. Antetokounmpo Free Throw 1 of 1 (3 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
29,PT09M22.00S,2022-01-15T23:43:07.1Z,1,REGULAR,3pt,Jump Shot,[],1630173,95.22010512483574,3.431372549019608,1610612761,9,2,2022-01-15T23:43:13Z,290000,-233.0,-8.0,1,right,MISS P. Achiuwa 3PT,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,23.29,Missed,,,,,,,,,,,,,,,,,,,
30,PT09M17.00S,2022-01-15T23:43:12.1Z,1,REGULAR,rebound,defensive,[],203114,,,1610612749,9,2,2022-01-15T23:43:13Z,300000,,,0,,K. Middleton REBOUND (Off:0 Def:1),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,29.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
31,PT09M12.00S,2022-01-15T23:43:18.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203507,9.806176084099869,51.225490196078425,1610612749,9,2,2022-01-15T23:43:27Z,310000,-6.0,40.0,1,left,MISS G. Antetokounmpo driving floating Shot - blocked,"[203507, 1630173]",1610612749.0,MIL,driving floating,,,Antetokounmpo,G. Antetokounmpo,,,,,4.02,Missed,,,,,,,,,,,,,,,,,Achiuwa,1630173.0,
32,PT09M12.00S,2022-01-15T23:43:18.5Z,1,REGULAR,block,,[],1630173,,,1610612749,9,2,2022-01-15T23:43:22Z,320000,,,0,,P. Achiuwa BLOCK (1 BLK),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,
33,PT09M12.00S,2022-01-15T23:43:18.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612749,9,2,2022-01-15T23:43:27Z,330000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,31.0,,,,,,,,,,,,,,,,,,
34,PT09M12.00S,2022-01-15T23:43:25.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,9,2,2022-01-15T23:43:25Z,340000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,PT09M10.00S,2022-01-15T23:43:35.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628960,7.966491458607096,49.26470588235294,1610612749,11,2,2022-01-15T23:43:40Z,350000,4.0,22.0,1,left,G. Allen cutting Layup (2 PTS) (K. Middleton 2 AST),"[1628960, 203114]",1610612749.0,MIL,cutting,,,Allen,G. Allen,,,,,2.27,Made,,,,,2.0,K. Middleton,203114.0,2.0,,,,,,,,,,,
37,PT08M56.00S,2022-01-15T23:43:49.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628384,94.1688567674113,46.07843137254902,1610612761,11,2,2022-01-15T23:43:58Z,370000,-20.0,2.0,1,right,MISS O. Anunoby reverse Layup,[1628384],1610612761.0,TOR,reverse,,,Anunoby,O. Anunoby,,,,,1.97,Missed,,,,,,,,,,,,,,,,,,,
38,PT08M56.00S,2022-01-15T23:43:49.6Z,1,REGULAR,rebound,offensive,[],1628384,,,1610612761,11,2,2022-01-15T23:43:58Z,380000,,,0,,O. Anunoby REBOUND (Off:1 Def:0),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,37.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
39,PT08M56.00S,2022-01-15T23:43:54.8Z,1,REGULAR,foul,personal,['2freethrow'],1628960,,,1610612761,11,2,2022-01-15T23:44:03Z,390000,,,0,,G. Allen shooting personal FOUL (1 PF) (Anunoby 2 FT),"[1628960, 1628384]",1610612749.0,MIL,shooting,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,1363.0,1.0,0.0,Anunoby,1628384.0,,,
41,PT08M56.00S,2022-01-15T23:44:13.8Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1628384,,,1610612761,11,2,2022-01-15T23:44:13Z,410000,,,0,,MISS O. Anunoby Free Throw 1 of 2,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,Missed,,,,,,,,,,,,,,,,,,,
42,PT08M56.00S,2022-01-15T23:44:13.8Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,11,2,2022-01-15T23:44:13Z,420000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,41.0,,,,,,,,,,,,,,,,,,
43,PT08M56.00S,2022-01-15T23:44:13.8Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1628384,,,1610612761,11,2,2022-01-15T23:44:30Z,430000,,,0,,MISS O. Anunoby Free Throw 2 of 2,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,Missed,,,,,,,,,,,,,,,,,,,
44,PT08M53.00S,2022-01-15T23:44:16.8Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,11,2,2022-01-15T23:44:30Z,440000,,,0,,B. Portis REBOUND (Off:0 Def:3),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,43.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
45,PT08M38.00S,2022-01-15T23:44:43.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628960,7.5722733245729295,47.30392156862745,1610612749,13,2,2022-01-15T23:44:48Z,450000,13.0,19.0,1,left,G. Allen driving finger roll Layup (4 PTS),[1628960],1610612749.0,MIL,driving finger roll,,,Allen,G. Allen,,,,,2.31,Made,,,,,4.0,,,,,,,,,,,,,,
46,PT08M16.00S,2022-01-15T23:45:06.6Z,1,REGULAR,3pt,Jump Shot,[],1628384,66.44218134034165,47.794117647058826,1610612761,13,2,2022-01-15T23:45:13Z,460000,-11.0,263.0,1,right,MISS O. Anunoby 26' 3PT,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,26.31,Missed,,,,,,,,,,,,,,,,,,,
47,PT08M13.00S,2022-01-15T23:45:09.6Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,13,2,2022-01-15T23:45:13Z,470000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,46.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
48,PT08M06.00S,2022-01-15T23:45:17.6Z,1,REGULAR,3pt,Jump Shot,[],1628960,6.521024967148489,96.81372549019608,1610612749,16,2,2022-01-15T23:45:22Z,480000,-234.0,9.0,1,left,G. Allen 3PT  (7 PTS) (W. Matthews 1 AST),"[1628960, 202083]",1610612749.0,MIL,,,,Allen,G. Allen,,,,,23.43,Made,,,,,7.0,W. Matthews,202083.0,1.0,,,,,,,,,,,
50,PT08M06.00S,2022-01-15T23:45:24.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,16,2,2022-01-15T23:45:24Z,500000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT08M06.00S,2022-01-15T23:47:42.3Z,1,REGULAR,substitution,out,[],1629139,,,1610612761,16,2,2022-01-15T23:48:14Z,510000,,,0,,SUB out: Y. Watanabe,[1629139],1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT08M06.00S,2022-01-15T23:47:42.3Z,1,REGULAR,substitution,in,[],1630551,,,1610612761,16,2,2022-01-15T23:48:14Z,520000,,,0,,SUB in: J. Champagnie,[1630551],1610612761.0,TOR,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT07M50.00S,2022-01-15T23:48:35.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628384,86.81011826544021,42.40196078431372,1610612761,16,2,2022-01-15T23:52:58Z,530000,-38.0,71.0,1,right,MISS O. Anunoby 8' pullup Shot - blocked,"[1628384, 203507]",1610612761.0,TOR,pullup,,,Anunoby,O. Anunoby,,,,,8.1,Missed,,,,,,,,,,,,,,,,,Antetokounmpo,203507.0,
54,PT07M50.00S,2022-01-15T23:48:35.8Z,1,REGULAR,block,,[],203507,,,1610612761,16,2,2022-01-15T23:48:39Z,540000,,,0,,G. Antetokounmpo BLOCK (1 BLK),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT07M48.00S,2022-01-15T23:48:37.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612761,16,2,2022-01-15T23:52:58Z,550000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,53.0,,,,,,,,,,,,,,,,,,
56,PT07M48.00S,2022-01-15T23:48:43.0Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612761,16,2,2022-01-15T23:48:43Z,560000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M48.00S,2022-01-15T23:49:03.2Z,1,REGULAR,foul,personal,['1freethrow'],203507,,,1610612761,16,2,2022-01-15T23:51:19Z,570000,,,0,,G. Antetokounmpo away-from-play personal FOUL (1 PF) (VanVleet 1 FT),"[203507, 1627832]",1610612749.0,MIL,away-from-play,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,1363.0,1.0,0.0,VanVleet,1627832.0,,,
82,PT07M48.00S,2022-01-15T23:49:27.3Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],1627832,,,1610612761,16,3,2022-01-15T23:51:58Z,585000,,,0,,F. VanVleet away-from-play Free Throw 1 of 1 (1 PTS),[1627832],1610612761.0,TOR,away-from-play,,,VanVleet,F. VanVleet,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
59,PT07M31.00S,2022-01-15T23:49:51.4Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1627832,76.2976346911958,25.245098039215684,1610612761,16,3,2022-01-15T23:55:02Z,590000,-124.0,170.0,1,right,MISS F. VanVleet 21' pullup Shot,[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,21.05,Missed,,,,,,,,,,,,,,,,,,,
60,PT07M28.00S,2022-01-15T23:49:54.8Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,16,3,2022-01-15T23:49:54Z,600000,,,0,,B. Portis REBOUND (Off:0 Def:4),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,59.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
61,PT07M21.00S,2022-01-15T23:50:02.0Z,1,REGULAR,3pt,Jump Shot,[],202083,11.12023653088042,1.9607843137254901,1610612749,16,3,2022-01-15T23:50:33Z,610000,240.0,52.0,1,left,MISS W. Matthews 24' 3PT,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,24.58,Missed,,,,,,,,,,,,,,,,,,,
62,PT07M18.00S,2022-01-15T23:50:05.0Z,1,REGULAR,rebound,defensive,[],1628384,,,1610612761,16,3,2022-01-15T23:50:33Z,620000,,,0,,O. Anunoby REBOUND (Off:1 Def:1),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,61.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
63,PT07M09.00S,2022-01-15T23:50:14.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630551,91.01511169513797,48.28431372549019,1610612761,16,3,2022-01-15T23:50:43Z,630000,-9.0,32.0,1,right,MISS J. Champagnie driving Layup,[1630551],1610612761.0,TOR,driving,,,Champagnie,J. Champagnie,,,,,3.31,Missed,,,,,,,,,,,,,,,,,,,
64,PT07M06.00S,2022-01-15T23:50:17.1Z,1,REGULAR,rebound,defensive,[],203114,,,1610612749,16,3,2022-01-15T23:50:43Z,640000,,,0,,K. Middleton REBOUND (Off:0 Def:2),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,63.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
65,PT07M02.00S,2022-01-15T23:50:21.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,7.703679369250986,53.92156862745098,1610612749,16,3,2022-01-15T23:50:51Z,650000,-20.0,20.0,1,left,MISS G. Antetokounmpo driving Layup,[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,2.79,Missed,,,,,,,,,,,,,,,,,,,
66,PT06M57.00S,2022-01-15T23:50:26.0Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612761,16,3,2022-01-15T23:50:26Z,660000,,,0,,P. Siakam REBOUND (Off:0 Def:2),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,65.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
67,PT06M57.00S,2022-01-15T23:50:28.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,93.64323258869908,50.0,1610612761,16,3,2022-01-15T23:51:01Z,670000,0.0,7.0,1,right,MISS P. Siakam Layup - blocked,"[1627783, 203114]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,0.73,Missed,,,,,,,,,,,,,,,,,Middleton,203114.0,
68,PT06M57.00S,2022-01-15T23:50:28.4Z,1,REGULAR,block,,[],203114,,,1610612761,16,3,2022-01-15T23:50:32Z,680000,,,0,,K. Middleton BLOCK (1 BLK),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M57.00S,2022-01-15T23:50:28.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612761,16,3,2022-01-15T23:51:01Z,690000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,67.0,,,,,,,,,,,,,,,,,,
70,PT06M57.00S,2022-01-15T23:50:35.4Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612761,16,3,2022-01-15T23:50:35Z,700000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M57.00S,2022-01-15T23:50:38.8Z,1,REGULAR,substitution,out,[],1630173,,,1610612761,16,3,2022-01-15T23:50:45Z,710000,,,0,,SUB out: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M57.00S,2022-01-15T23:50:38.8Z,1,REGULAR,substitution,in,[],1628449,,,1610612761,16,3,2022-01-15T23:50:45Z,720000,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M45.00S,2022-01-15T23:50:59.0Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1627783,78.0059132720105,70.58823529411765,1610612761,16,5,2022-01-15T23:51:05Z,730000,103.0,154.0,1,right,P. Siakam 18' pullup Jump Shot (2 PTS),[1627783],1610612761.0,TOR,pullup,,,Siakam,P. Siakam,,,,,18.54,Made,,,,,2.0,,,,,,,,,,,,,,
74,PT06M29.00S,2022-01-15T23:51:15.8Z,1,REGULAR,3pt,Jump Shot,[],1628960,26.757555847568987,85.7843137254902,1610612749,19,5,2022-01-15T23:51:19Z,740000,-179.0,199.0,1,left,G. Allen 26' 3PT  (10 PTS) (G. Antetokounmpo 2 AST),"[1628960, 203507]",1610612749.0,MIL,,,,Allen,G. Allen,,,,,26.76,Made,,,,,10.0,G. Antetokounmpo,203507.0,2.0,,,,,,,,,,,
76,PT06M18.00S,2022-01-15T23:51:26.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628449,80.6340341655716,37.99019607843137,1610612761,19,5,2022-01-15T23:51:35Z,760000,-60.0,130.0,1,right,MISS C. Boucher 14' Jump Shot,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,14.27,Missed,,,,,,,,,,,,,,,,,,,
77,PT06M15.00S,2022-01-15T23:51:29.1Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,19,5,2022-01-15T23:51:35Z,770000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:2),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,76.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
78,PT06M07.00S,2022-01-15T23:51:37.8Z,1,REGULAR,3pt,Jump Shot,[],202083,26.10052562417871,82.59803921568627,1610612749,19,5,2022-01-15T23:51:44Z,780000,-163.0,193.0,1,left,MISS W. Matthews 25' 3PT,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,25.25,Missed,,,,,,,,,,,,,,,,,,,
79,PT06M04.00S,2022-01-15T23:51:40.8Z,1,REGULAR,rebound,defensive,[],1627832,,,1610612761,19,5,2022-01-15T23:51:44Z,790000,,,0,,F. VanVleet REBOUND (Off:0 Def:1),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,78.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
80,PT05M52.00S,2022-01-15T23:51:53.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627832,92.59198423127464,51.9607843137255,1610612761,19,7,2022-01-15T23:51:57Z,800000,10.0,17.0,1,right,F. VanVleet cutting Layup (3 PTS) (C. Boucher 1 AST),"[1627832, 1628449]",1610612761.0,TOR,cutting,,,VanVleet,F. VanVleet,,,,,1.97,Made,,,,,3.0,C. Boucher,1628449.0,1.0,,,,,,,,,,,
83,PT05M32.00S,2022-01-15T23:52:14.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626171,10.5946123521682,47.30392156862745,1610612749,21,7,2022-01-15T23:52:24Z,820000,13.0,47.0,1,left,B. Portis turnaround Hook (5 PTS),[1626171],1610612749.0,MIL,turnaround,,,Portis,B. Portis,,,,,4.9,Made,,,,,5.0,,,,,,,,,,,,,,
84,PT05M32.00S,2022-01-15T23:52:17.8Z,1,REGULAR,foul,personal,['1freethrow'],1628449,,,1610612749,21,7,2022-01-15T23:53:02Z,830000,,,0,,C. Boucher shooting personal FOUL (1 PF) (Portis 1 FT),"[1628449, 1626171]",1610612761.0,TOR,shooting,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,204059.0,1.0,0.0,Portis,1626171.0,,,
86,PT05M32.00S,2022-01-15T23:52:35.4Z,1,REGULAR,substitution,out,[],1628960,,,1610612749,21,7,2022-01-15T23:52:55Z,850000,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M32.00S,2022-01-15T23:52:35.4Z,1,REGULAR,substitution,out,[],203114,,,1610612749,21,7,2022-01-15T23:52:55Z,860000,,,0,,SUB out: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
