actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
20,PT10M27.00S,2021-12-25T19:42:52.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,3,5,2021-12-25T19:42:52Z,200000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,PT10M23.00S,2021-12-25T19:43:12.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,3,5,2021-12-25T19:43:12Z,210000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,PT10M18.00S,2021-12-25T19:43:27.2Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],203507,83.52496714848883,75.49019607843137,1610612749,3,5,2021-12-25T19:43:31Z,220000,127.0,102.0,1,right,MISS G. Antetokounmpo 16' Jump Shot,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,16.35,Missed,,,,,,,,,,,,,,,,,,,
23,PT10M16.00S,2021-12-25T19:43:29.4Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,3,5,2021-12-25T19:43:29Z,230000,,,0,,J. Tatum REBOUND (Off:0 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,22.0,2.0,2.0,0.0,,,,,,
24,PT10M11.00S,2021-12-25T19:43:34.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628369,36.08738501971091,54.65686274509803,1610612738,3,5,2021-12-25T19:43:43Z,240000,-23.0,287.0,1,left,MISS J. Tatum 28' running 3PT,[1628369],1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,28.76,Missed,,,,,,,,,,,,,,,,,,,
25,PT10M08.00S,2021-12-25T19:43:36.7Z,1,REGULAR,rebound,offensive,[],1629057,,,1610612738,3,5,2021-12-25T19:43:36Z,250000,,,0,,R. Williams III REBOUND (Off:1 Def:0),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,24.0,1.0,0.0,1.0,,,,,,
26,PT10M05.00S,2021-12-25T19:43:44.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629057,8.229303547963205,49.754901960784316,1610612738,3,7,2021-12-25T19:47:24Z,260000,1.0,25.0,1,left,R. Williams III alley-oop DUNK (2 PTS) (M. Smart 1 AST),"[1629057, 203935]",1610612738.0,BOS,alley-oop,,,Williams III,R. Williams III,,,,,2.49,Made,2.0,M. Smart,203935.0,1.0,,,,,,,,,,,,,,,
28,PT09M54.00S,2021-12-25T19:43:54.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,91.93495400788436,52.69607843137255,1610612749,3,7,2021-12-25T19:48:41Z,280000,13.0,23.0,1,right,MISS G. Antetokounmpo cutting Layup - blocked,"[203507, 1628369]",1610612749.0,MIL,cutting,,,Antetokounmpo,G. Antetokounmpo,,,,,2.69,Missed,,,,,,,,,,,,,,,Tatum,1628369.0,,,
29,PT09M54.00S,2021-12-25T19:43:54.2Z,1,REGULAR,block,,[],1628369,,,1610612749,3,7,2021-12-25T19:43:57Z,290000,,,0,,J. Tatum BLOCK (1 BLK),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
30,PT09M53.00S,2021-12-25T19:43:55.2Z,1,REGULAR,rebound,offensive,[],203507,,,1610612749,3,7,2021-12-25T19:48:41Z,300000,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:0),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,28.0,1.0,0.0,1.0,,,,,,
31,PT09M52.00S,2021-12-25T19:44:02.3Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",203507,94.40999984741211,50.0,1610612749,5,7,2021-12-25T19:48:48Z,310000,0.0,0.0,1,right,G. Antetokounmpo putback DUNK (2 PTS),[203507],1610612749.0,MIL,putback,,,Antetokounmpo,G. Antetokounmpo,,,,,0.0,Made,2.0,,,,,,,,,,,,,,,,,,
32,PT09M39.00S,2021-12-25T19:44:08.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,8.360709592641262,52.450980392156865,1610612738,5,9,2021-12-25T19:44:19Z,320000,-12.0,26.0,1,left,J. Brown reverse Layup (2 PTS) (M. Smart 2 AST),"[1627759, 203935]",1610612738.0,BOS,reverse,,,Brown,J. Brown,,,,,2.89,Made,2.0,M. Smart,203935.0,2.0,,,,,,,,,,,,,,,
34,PT09M39.00S,2021-12-25T19:44:11.4Z,1,REGULAR,foul,personal,['1freethrow'],202326,,,1610612738,5,9,2021-12-25T19:44:42Z,340000,,,0,,D. Cousins shooting personal FOUL (1 PF) (Brown 1 FT),"[202326, 1627759]",1610612749.0,MIL,shooting,,,Cousins,D. Cousins,,,,,,,,,,,1627541.0,1.0,0.0,Brown,1627759.0,,,,,,,,,,
36,PT09M39.00S,2021-12-25T19:44:44.1Z,1,REGULAR,freethrow,1 of 1,[],1627759,,,1610612738,5,10,2021-12-25T19:44:44Z,360000,,,0,,J. Brown Free Throw 1 of 1 (3 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
37,PT09M19.00S,2021-12-25T19:44:55.4Z,1,REGULAR,turnover,bad pass,[],203114,,,1610612749,5,10,2021-12-25T19:45:02Z,370000,,,0,,K. Middleton bad pass TURNOVER (1 TO),"[203114, 1629641]",1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,1.0,,,Langford,1629641.0,
38,PT09M19.00S,2021-12-25T19:44:55.4Z,1,REGULAR,steal,,[],1629641,,,1610612738,5,10,2021-12-25T19:44:58Z,380000,,,0,,R. Langford STEAL (1 STL),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
39,PT09M16.00S,2021-12-25T19:45:00.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1627759,7.835085413929041,51.225490196078425,1610612738,5,12,2021-12-25T19:49:55Z,390000,-6.0,21.0,1,left,J. Brown running finger roll Layup (5 PTS) (M. Smart 3 AST),"[1627759, 203935]",1610612738.0,BOS,running finger roll,,,Brown,J. Brown,,,,,2.2,Made,5.0,M. Smart,203935.0,3.0,,,,,,,,,,,,,,,
41,PT09M16.00S,2021-12-25T19:45:05.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,5,12,2021-12-25T19:45:05Z,410000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,PT08M57.00S,2021-12-25T19:48:50.0Z,1,REGULAR,2pt,Jump Shot,[],203507,92.59198423127464,29.901960784313726,1610612749,5,12,2021-12-25T19:48:54Z,420000,-100.0,17.0,1,right,MISS G. Antetokounmpo 10' turnaround fadeaway Shot,[203507],1610612749.0,MIL,turnaround fadeaway,,,Antetokounmpo,G. Antetokounmpo,,,,,10.19,Missed,,,,,,,,,,,,,,,,,,,
43,PT08M55.00S,2021-12-25T19:48:52.0Z,1,REGULAR,rebound,defensive,[],203935,,,1610612738,5,12,2021-12-25T19:48:54Z,430000,,,0,,M. Smart REBOUND (Off:0 Def:1),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,42.0,1.0,1.0,0.0,,,,,,
44,PT08M44.00S,2021-12-25T19:49:08.6Z,1,REGULAR,foul,personal,[],203507,,,1610612738,5,12,2021-12-25T19:49:16Z,440000,,,0,,G. Antetokounmpo personal FOUL (1 PF),"[203507, 1629057]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,101284.0,1.0,0.0,Williams III,1629057.0,,,,,,,,,,
46,PT08M29.00S,2021-12-25T19:49:33.6Z,1,REGULAR,3pt,Jump Shot,[],1627759,30.436925098554536,77.94117647058823,1610612738,5,15,2021-12-25T19:49:38Z,460000,-140.0,234.0,1,left,J. Brown 27' 3PT step back (8 PTS),[1627759],1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,27.22,Made,8.0,,,,,,,,,,,,,,,,,,
47,PT08M17.00S,2021-12-25T19:49:46.2Z,1,REGULAR,turnover,bad pass,[],203114,,,1610612749,5,15,2021-12-25T19:49:53Z,470000,,,0,,K. Middleton bad pass TURNOVER (2 TO),"[203114, 1628369]",1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,2.0,,,Tatum,1628369.0,
48,PT08M17.00S,2021-12-25T19:49:46.2Z,1,REGULAR,steal,,[],1628369,,,1610612738,5,15,2021-12-25T19:49:48Z,480000,,,0,,J. Tatum STEAL (1 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
49,PT08M11.00S,2021-12-25T19:49:51.7Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', 'fastbreak']",1627759,13.222733245729303,21.07843137254902,1610612738,5,17,2021-12-25T19:50:03Z,490000,145.0,72.0,1,left,J. Brown 16' running pullup Jump Shot (10 PTS) (J. Tatum 1 AST),"[1627759, 1628369]",1610612738.0,BOS,running pullup,,,Brown,J. Brown,,,,,16.14,Made,10.0,J. Tatum,1628369.0,1.0,,,,,,,,,,,,,,,
51,PT07M52.00S,2021-12-25T19:50:11.5Z,1,REGULAR,turnover,bad pass,[],202326,,,1610612749,5,17,2021-12-25T19:50:15Z,510000,,,0,,D. Cousins bad pass TURNOVER (1 TO),"[202326, 1629641]",1610612749.0,MIL,,,,Cousins,D. Cousins,,,,,,,,,,,,,,,,,,,,1.0,,,Langford,1629641.0,
52,PT07M52.00S,2021-12-25T19:50:11.5Z,1,REGULAR,steal,,[],1629641,,,1610612738,5,17,2021-12-25T19:50:13Z,520000,,,0,,R. Langford STEAL (2 STL),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT07M45.00S,2021-12-25T19:50:18.6Z,1,REGULAR,turnover,bad pass,[],203935,,,1610612738,5,17,2021-12-25T19:50:28Z,530000,,,0,,M. Smart bad pass TURNOVER (1 TO),"[203935, 203114]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,1.0,,,Middleton,203114.0,
54,PT07M45.00S,2021-12-25T19:50:18.6Z,1,REGULAR,steal,,[],203114,,,1610612749,5,17,2021-12-25T19:50:21Z,540000,,,0,,K. Middleton STEAL (1 STL),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT07M40.00S,2021-12-25T19:50:26.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202326,92.32917214191852,51.225490196078425,1610612749,7,17,2021-12-25T19:50:35Z,550000,6.0,20.0,1,right,D. Cousins running Layup (2 PTS) (K. Middleton 1 AST),"[202326, 203114]",1610612749.0,MIL,running,,,Cousins,D. Cousins,,,,,2.05,Made,2.0,K. Middleton,203114.0,1.0,,,,,,,,,,,,,,,
57,PT07M40.00S,2021-12-25T19:50:29.5Z,1,REGULAR,foul,personal,['1freethrow'],1629641,,,1610612749,7,17,2021-12-25T19:51:03Z,570000,,,0,,R. Langford shooting personal FOUL (2 PF) (Cousins 1 FT),"[1629641, 202326]",1610612738.0,BOS,shooting,,,Langford,R. Langford,,,,,,,,,,,101284.0,2.0,0.0,Cousins,202326.0,,,,,,,,,,
59,PT07M40.00S,2021-12-25T19:50:43.7Z,1,REGULAR,substitution,out,[],203507,,,1610612749,7,17,2021-12-25T19:50:53Z,590000,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M40.00S,2021-12-25T19:50:43.7Z,1,REGULAR,substitution,out,[],1629641,,,1610612749,7,17,2021-12-25T19:50:53Z,600000,,,0,,SUB out: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT07M40.00S,2021-12-25T19:50:43.7Z,1,REGULAR,substitution,in,[],1628978,,,1610612749,7,17,2021-12-25T19:50:53Z,610000,,,0,,SUB in: D. DiVincenzo,[1628978],1610612749.0,MIL,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT07M40.00S,2021-12-25T19:50:43.7Z,1,REGULAR,substitution,in,[],1627823,,,1610612749,7,17,2021-12-25T19:50:53Z,620000,,,0,,SUB in: J. Hernangomez,[1627823],1610612738.0,BOS,,,,Hernangomez,J. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT07M40.00S,2021-12-25T19:51:04.8Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],202326,,,1610612749,7,17,2021-12-25T19:54:24Z,630000,,,0,,MISS D. Cousins Free Throw 1 of 1,[202326],1610612749.0,MIL,,,,Cousins,D. Cousins,,,,,,Missed,,,,,,,,,,,,,,,,,,,
64,PT07M35.00S,2021-12-25T19:51:09.8Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,7,17,2021-12-25T19:51:12Z,640000,,,0,,J. Brown REBOUND (Off:0 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,63.0,1.0,1.0,0.0,,,,,,
65,PT07M18.00S,2021-12-25T19:51:23.0Z,1,REGULAR,2pt,Jump Shot,[],1627759,25.312089356110377,43.38235294117647,1610612738,7,19,2021-12-25T19:55:12Z,650000,33.0,185.0,1,left,J. Brown 18' pullup Jump Shot (12 PTS),[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,18.83,Made,12.0,,,,,,,,,,,,,,,,,,
66,PT06M59.00S,2021-12-25T19:51:42.3Z,1,REGULAR,3pt,Jump Shot,[],203114,66.83639947437582,46.81372549019608,1610612749,7,19,2021-12-25T19:55:31Z,660000,-16.0,259.0,1,right,MISS K. Middleton 25' pullup 3PT,[203114],1610612749.0,MIL,pullup,,,Middleton,K. Middleton,,,,,25.97,Missed,,,,,,,,,,,,,,,,,,,
67,PT06M57.00S,2021-12-25T19:51:44.7Z,1,REGULAR,rebound,offensive,[],202326,,,1610612749,7,19,2021-12-25T19:51:44Z,670000,,,0,,D. Cousins REBOUND (Off:1 Def:0),[202326],1610612749.0,MIL,,,,Cousins,D. Cousins,,,,,,,,,,,,,,,,66.0,1.0,0.0,1.0,,,,,,
68,PT06M56.00S,2021-12-25T19:51:45.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",202326,92.9862023653088,49.754901960784316,1610612749,9,19,2021-12-25T19:51:53Z,680000,-1.0,13.0,1,right,D. Cousins putback DUNK (4 PTS),[202326],1610612749.0,MIL,putback,,,Cousins,D. Cousins,,,,,1.35,Made,4.0,,,,,,,,,,,,,,,,,,
69,PT06M39.00S,2021-12-25T19:52:02.1Z,1,REGULAR,2pt,Jump Shot,[],1628369,10.85742444152431,21.568627450980394,1610612738,9,19,2021-12-25T19:52:06Z,690000,142.0,50.0,1,left,MISS J. Tatum 15' turnaround Shot,[1628369],1610612738.0,BOS,turnaround,,,Tatum,J. Tatum,,,,,15.06,Missed,,,,,,,,,,,,,,,,,,,
70,PT06M37.00S,2021-12-25T19:52:04.1Z,1,REGULAR,rebound,defensive,[],1628978,,,1610612749,9,19,2021-12-25T19:52:06Z,700000,,,0,,D. DiVincenzo REBOUND (Off:0 Def:1),[1628978],1610612749.0,MIL,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,69.0,1.0,1.0,0.0,,,,,,
71,PT06M29.00S,2021-12-25T19:52:12.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202326,91.01511169513797,49.01960784313725,1610612749,9,19,2021-12-25T19:52:18Z,710000,-5.0,32.0,1,right,MISS D. Cousins cutting Layup,[202326],1610612749.0,MIL,cutting,,,Cousins,D. Cousins,,,,,3.24,Missed,,,,,,,,,,,,,,,,,,,
72,PT06M27.00S,2021-12-25T19:52:14.9Z,1,REGULAR,rebound,defensive,[],1629057,,,1610612738,9,19,2021-12-25T19:52:18Z,720000,,,0,,R. Williams III REBOUND (Off:1 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,71.0,2.0,1.0,1.0,,,,,,
73,PT06M20.00S,2021-12-25T19:52:21.4Z,1,REGULAR,3pt,Jump Shot,[],1628369,34.11629434954008,45.83333333333333,1610612738,9,19,2021-12-25T19:52:27Z,730000,21.0,268.0,1,left,MISS J. Tatum 26' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,26.9,Missed,,,,,,,,,,,,,,,,,,,
74,PT06M16.00S,2021-12-25T19:52:25.4Z,1,REGULAR,rebound,defensive,[],202326,,,1610612749,9,19,2021-12-25T19:52:27Z,740000,,,0,,D. Cousins REBOUND (Off:1 Def:1),[202326],1610612749.0,MIL,,,,Cousins,D. Cousins,,,,,,,,,,,,,,,,73.0,2.0,1.0,1.0,,,,,,
75,PT06M10.00S,2021-12-25T19:52:30.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201950,93.11760840998686,50.0,1610612749,11,19,2021-12-25T19:52:35Z,750000,0.0,12.0,1,right,J. Holiday driving Layup (2 PTS),[201950],1610612749.0,MIL,driving,,,Holiday,J. Holiday,,,,,1.22,Made,2.0,,,,,,,,,,,,,,,,,,
76,PT05M55.00S,2021-12-25T19:52:53.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,11,19,2021-12-25T19:52:53Z,760000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M55.00S,2021-12-25T19:52:54.3Z,1,REGULAR,substitution,out,[],1628960,,,1610612738,11,19,2021-12-25T19:53:09Z,770000,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M55.00S,2021-12-25T19:52:54.3Z,1,REGULAR,substitution,out,[],202326,,,1610612738,11,19,2021-12-25T19:53:09Z,780000,,,0,,SUB out: D. Cousins,[202326],1610612749.0,MIL,,,,Cousins,D. Cousins,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M55.00S,2021-12-25T19:52:54.3Z,1,REGULAR,substitution,out,[],1628369,,,1610612738,11,19,2021-12-25T19:53:09Z,790000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M55.00S,2021-12-25T19:52:54.3Z,1,REGULAR,substitution,in,[],1626171,,,1610612738,11,19,2021-12-25T19:53:09Z,800000,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M55.00S,2021-12-25T19:52:54.3Z,1,REGULAR,substitution,in,[],1626192,,,1610612738,11,19,2021-12-25T19:53:09Z,810000,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M55.00S,2021-12-25T19:52:54.3Z,1,REGULAR,substitution,in,[],1630202,,,1610612738,11,19,2021-12-25T19:53:09Z,820000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M46.00S,2021-12-25T19:53:20.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627823,16.770696452036795,47.794117647058826,1610612738,11,19,2021-12-25T19:53:25Z,830000,11.0,105.0,1,left,MISS J. Hernangomez 10' driving Layup - blocked,"[1627823, 203114]",1610612738.0,BOS,driving,,,Hernangomez,J. Hernangomez,,,,,10.57,Missed,,,,,,,,,,,,,,,Middleton,203114.0,,,
84,PT05M46.00S,2021-12-25T19:53:20.6Z,1,REGULAR,block,,[],203114,,,1610612738,11,19,2021-12-25T19:53:23Z,840000,,,0,,K. Middleton BLOCK (1 BLK),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M42.00S,2021-12-25T19:53:24.6Z,1,REGULAR,rebound,offensive,[],1629057,,,1610612738,11,19,2021-12-25T19:53:25Z,850000,,,0,,R. Williams III REBOUND (Off:2 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,83.0,3.0,1.0,2.0,,,,,,
86,PT05M40.00S,2021-12-25T19:53:26.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629057,11.12023653088042,62.00980392156863,1610612738,11,21,2021-12-25T19:53:30Z,860000,-60.0,52.0,1,left,R. Williams III 7' Jump Shot (4 PTS),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,7.94,Made,4.0,,,,,,,,,,,,,,,,,,
87,PT05M28.00S,2021-12-25T19:53:38.3Z,1,REGULAR,2pt,Jump Shot,[],203114,93.51182654402102,27.450980392156865,1610612749,13,21,2021-12-25T19:53:42Z,870000,-113.0,8.0,1,right,K. Middleton 11' driving floating Jump Shot (5 PTS) (P. Connaughton 1 AST),"[203114, 1626192]",1610612749.0,MIL,driving floating,,,Middleton,K. Middleton,,,,,11.3,Made,5.0,P. Connaughton,1626192.0,1.0,,,,,,,,,,,,,,,
89,PT05M13.00S,2021-12-25T19:53:53.3Z,1,REGULAR,3pt,Jump Shot,[],1630202,34.247700394218136,34.55882352941176,1610612738,13,24,2021-12-25T19:53:59Z,890000,77.0,269.0,1,left,P. Pritchard 28' 3PT  (3 PTS) (J. Brown 2 AST),"[1630202, 1627759]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,28.02,Made,3.0,J. Brown,1627759.0,2.0,,,,,,,,,,,,,,,
91,PT05M05.00S,2021-12-25T19:54:05.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,13,24,2021-12-25T19:54:05Z,910000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
