actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
18,PT10M51.00S,2022-02-18T01:34:47.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,81.42247043363994,57.59803921568627,1610612755,4,2,2022-02-18T01:34:53Z,180000,38.0,122.0,1,right,T. Harris 12' driving floating Jump Shot (2 PTS) (M. Thybulle 1 AST),"[202699, 1629680]",1610612755.0,PHI,driving floating,,,Harris,T. Harris,,,,,,,,,,,,,Made,,2.0,12.79,,,,M. Thybulle,1629680.0,1.0,,,
20,PT10M44.00S,2022-02-18T01:34:58.4Z,1,REGULAR,foul,personal,[],1627777,,,1610612749,4,2,2022-02-18T01:35:26Z,200000,,,0,,G. Niang personal FOUL (1 PF),"[1627777, 203507]",1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,1146.0,1.0,0.0,Antetokounmpo,203507.0,,,,,,,,,,,,,
22,PT10M25.00S,2022-02-18T01:35:25.6Z,1,REGULAR,3pt,Jump Shot,[],201950,21.23850197109067,5.392156862745098,1610612749,4,2,2022-02-18T01:35:31Z,220000,223.0,147.0,1,left,MISS J. Holiday 26' 3PT,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,Missed,,,26.71,,,,,,,,,
23,PT10M22.00S,2022-02-18T01:35:28.9Z,1,REGULAR,rebound,defensive,[],1627777,,,1610612755,4,2,2022-02-18T01:35:28Z,230000,,,0,,G. Niang REBOUND (Off:0 Def:1),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,22.0,,,1.0,1.0,0.0,,,,,,
24,PT10M10.00S,2022-02-18T01:35:43.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612755,4,2,2022-02-18T01:35:43Z,240000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,PT10M02.00S,2022-02-18T01:36:00.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,90.22667542706965,64.2156862745098,1610612755,4,4,2022-02-18T01:36:05Z,250000,71.0,39.0,1,right,T. Harris 8' bank Jump Shot (4 PTS),[202699],1610612755.0,PHI,bank,,,Harris,T. Harris,,,,,,,,,,,,,Made,,4.0,8.13,,,,,,,,,
26,PT09M46.00S,2022-02-18T01:36:16.1Z,1,REGULAR,3pt,Jump Shot,[],1626171,8.754927726675426,2.696078431372549,1610612749,4,4,2022-02-18T01:36:24Z,260000,237.0,30.0,1,left,MISS B. Portis 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,Missed,,,23.84,,,,,,,,,
27,PT09M43.00S,2022-02-18T01:36:19.1Z,1,REGULAR,rebound,defensive,[],1629680,,,1610612755,4,4,2022-02-18T01:36:24Z,270000,,,0,,M. Thybulle REBOUND (Off:0 Def:1),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,26.0,,,1.0,1.0,0.0,,,,,,
28,PT09M42.00S,2022-02-18T01:36:23.6Z,1,REGULAR,foul,personal,['2freethrow'],203114,,,1610612755,4,4,2022-02-18T01:36:34Z,280000,,,0,,K. Middleton shooting personal FOUL (1 PF) (Maxey 2 FT),"[203114, 1630178]",1610612749.0,MIL,shooting,,,Middleton,K. Middleton,,,,,,,,1146.0,1.0,0.0,Maxey,1630178.0,,,,,,,,,,,,,
30,PT09M42.00S,2022-02-18T01:36:44.6Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1630178,,,1610612755,4,5,2022-02-18T01:37:39Z,300000,,,0,,T. Maxey Free Throw 1 of 2 (1 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,Made,,1.0,,,,,,,,,,
31,PT09M42.00S,2022-02-18T01:36:44.6Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1630178,,,1610612755,4,6,2022-02-18T01:37:39Z,310000,,,0,,T. Maxey Free Throw 2 of 2 (2 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,Made,,2.0,,,,,,,,,,
32,PT09M19.00S,2022-02-18T01:37:24.6Z,1,REGULAR,2pt,Jump Shot,[],203507,9.411957950065702,72.79411764705883,1610612749,6,6,2022-02-18T01:37:31Z,320000,-114.0,36.0,1,left,G. Antetokounmpo 11' turnaround fadeaway Jump Shot (2 PTS),[203507],1610612749.0,MIL,turnaround fadeaway,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,Made,,2.0,11.95,,,,,,,,,
33,PT09M02.00S,2022-02-18T01:37:41.4Z,1,REGULAR,3pt,Jump Shot,[],1627777,93.51182654402102,3.431372549019608,1610612755,6,6,2022-02-18T01:37:50Z,330000,-233.0,8.0,1,right,MISS G. Niang 3PT,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,Missed,,,23.3,,,,,,,,,
34,PT09M02.00S,2022-02-18T01:37:41.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612749,6,6,2022-02-18T01:37:50Z,340000,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,33.0,,,,,,,,,,,
35,PT09M02.00S,2022-02-18T01:37:49.8Z,1,REGULAR,foul,personal,[],203954,,,1610612749,6,6,2022-02-18T01:42:23Z,350000,,,0,,J. Embiid loose ball personal FOUL (1 PF),"[203954, 1626171]",1610612755.0,PHI,loose ball,,,Embiid,J. Embiid,,,,,,,,202049.0,1.0,0.0,Portis,1626171.0,,,,,,,,,,,,,
37,PT08M49.00S,2022-02-18T01:38:12.6Z,1,REGULAR,3pt,Jump Shot,[],203114,33.590670170827856,30.88235294117647,1610612749,6,6,2022-02-18T01:38:18Z,370000,96.0,263.0,1,left,MISS K. Middleton 28' pullup 3PT,[203114],1610612749.0,MIL,pullup,,,Middleton,K. Middleton,,,,,,,,,,,,,Missed,,,28.01,,,,,,,,,
38,PT08M46.00S,2022-02-18T01:38:15.0Z,1,REGULAR,rebound,defensive,[],1630178,,,1610612755,6,6,2022-02-18T01:38:15Z,380000,,,0,,T. Maxey REBOUND (Off:0 Def:1),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,37.0,,,1.0,1.0,0.0,,,,,,
39,PT08M31.00S,2022-02-18T01:38:31.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,87.99277266754271,58.82352941176471,1610612755,6,6,2022-02-18T01:38:40Z,390000,44.0,60.0,1,right,MISS J. Embiid 7' fadeaway Shot,[203954],1610612755.0,PHI,fadeaway,,,Embiid,J. Embiid,,,,,,,,,,,,,Missed,,,7.48,,,,,,,,,
40,PT08M29.00S,2022-02-18T01:38:32.9Z,1,REGULAR,rebound,offensive,[],1627777,,,1610612755,6,6,2022-02-18T01:38:32Z,400000,,,0,,G. Niang REBOUND (Off:1 Def:1),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,39.0,,,2.0,1.0,1.0,,,,,,
41,PT08M26.00S,2022-02-18T01:38:35.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202699,93.77463863337714,44.11764705882353,1610612755,6,6,2022-02-18T01:41:04Z,410000,-29.0,6.0,1,right,MISS T. Harris cutting Layup,[202699],1610612755.0,PHI,cutting,,,Harris,T. Harris,,,,,,,,,,,,,Missed,,,3.0,,,,,,,,,
42,PT08M26.00S,2022-02-18T01:38:35.1Z,1,REGULAR,rebound,offensive,[],202699,,,1610612755,6,6,2022-02-18T01:41:10Z,420000,,,0,,T. Harris REBOUND (Off:1 Def:0),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,41.0,,,1.0,0.0,1.0,,,,,,
43,PT08M21.00S,2022-02-18T01:38:39.6Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",202699,94.40999984741211,50.0,1610612755,6,8,2022-02-18T01:39:48Z,430000,0.0,0.0,1,right,T. Harris tip Layup (6 PTS),[202699],1610612755.0,PHI,tip,,,Harris,T. Harris,,,,,,,,,,,,,Made,,6.0,0.0,,,,,,,,,
44,PT08M15.00S,2022-02-18T01:38:46.3Z,1,REGULAR,3pt,Jump Shot,[],1629670,32.933639947437584,59.31372549019608,1610612749,9,8,2022-02-18T01:38:52Z,440000,-47.0,257.0,1,left,J. Nwora 26' 3PT  (3 PTS) (J. Holiday 1 AST),"[1629670, 201950]",1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,Made,,3.0,26.13,,,,J. Holiday,201950.0,1.0,,,
46,PT07M58.00S,2022-02-18T01:39:02.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203954,92.9862023653088,49.26470588235294,1610612755,9,10,2022-02-18T01:39:09Z,460000,-4.0,13.0,1,right,J. Embiid driving Layup (2 PTS) (T. Harris 1 AST),"[203954, 202699]",1610612755.0,PHI,driving,,,Embiid,J. Embiid,,,,,,,,,,,,,Made,,2.0,1.39,,,,T. Harris,202699.0,1.0,,,
48,PT07M42.00S,2022-02-18T01:39:19.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203507,19.793035479632064,36.76470588235294,1610612749,9,10,2022-02-18T01:39:34Z,480000,66.0,134.0,1,left,MISS G. Antetokounmpo 14' fadeaway Shot,[203507],1610612749.0,MIL,fadeaway,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,Missed,,,14.91,,,,,,,,,
49,PT07M39.00S,2022-02-18T01:39:22.0Z,1,REGULAR,rebound,offensive,[],1626171,,,1610612749,9,10,2022-02-18T01:39:25Z,490000,,,0,,B. Portis REBOUND (Off:1 Def:0),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,48.0,,,1.0,0.0,1.0,,,,,,
50,PT07M38.00S,2022-02-18T01:39:23.5Z,1,REGULAR,2pt,Hook,['2ndchance'],1626171,13.091327201051248,33.82352941176471,1610612749,11,10,2022-02-18T01:39:30Z,500000,81.0,71.0,1,left,B. Portis 10' bank Hook (5 PTS),[1626171],1610612749.0,MIL,bank,,,Portis,B. Portis,,,,,,,,,,,,,Made,,5.0,10.74,,,,,,,,,
51,PT07M23.00S,2022-02-18T01:39:37.5Z,1,REGULAR,3pt,Jump Shot,[],203954,82.34231274638634,2.941176470588235,1610612755,11,13,2022-02-18T01:41:54Z,510000,-235.0,113.0,1,right,J. Embiid 26' 3PT pullup (5 PTS),[203954],1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,,,,,,,,,Made,,5.0,26.12,,,,,,,,,
52,PT07M16.00S,2022-02-18T01:39:50.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,11,13,2022-02-18T01:39:50Z,520000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT07M16.00S,2022-02-18T01:42:44.8Z,1,REGULAR,substitution,out,[],1629670,,,1610612749,11,13,2022-02-18T01:43:05Z,530000,,,0,,SUB out: J. Nwora,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT07M16.00S,2022-02-18T01:42:44.8Z,1,REGULAR,substitution,in,[],201586,,,1610612749,11,13,2022-02-18T01:43:05Z,540000,,,0,,SUB in: S. Ibaka,[201586],1610612749.0,MIL,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT06M58.00S,2022-02-18T01:43:31.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201586,10.85742444152431,38.72549019607843,1610612749,11,13,2022-02-18T01:43:37Z,550000,56.0,50.0,1,left,MISS S. Ibaka 7' bank Shot,[201586],1610612749.0,MIL,bank,,,Ibaka,S. Ibaka,,,,,,,,,,,,,Missed,,,7.51,,,,,,,,,
56,PT06M54.00S,2022-02-18T01:43:35.3Z,1,REGULAR,rebound,offensive,[],203114,,,1610612749,11,13,2022-02-18T01:43:37Z,560000,,,0,,K. Middleton REBOUND (Off:1 Def:0),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,55.0,,,1.0,0.0,1.0,,,,,,
57,PT06M54.00S,2022-02-18T01:43:35.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203114,5.590000152587891,50.0,1610612749,11,13,2022-02-18T01:43:35Z,570000,0.0,0.0,1,left,MISS K. Middleton tip Layup,[203114],1610612749.0,MIL,tip,,,Middleton,K. Middleton,,,,,,,,,,,,,Missed,,,0.0,,,,,,,,,
58,PT06M52.00S,2022-02-18T01:43:37.0Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,11,13,2022-02-18T01:43:37Z,580000,,,0,,J. Embiid REBOUND (Off:0 Def:1),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,57.0,,,1.0,1.0,0.0,,,,,,
59,PT06M49.00S,2022-02-18T01:43:39.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203954,85.3646517739816,39.46078431372549,1610612755,11,13,2022-02-18T01:44:23Z,590000,-53.0,85.0,1,right,MISS J. Embiid 10' driving Layup,[203954],1610612755.0,PHI,driving,,,Embiid,J. Embiid,,,,,,,,,,,,,Missed,,,10.01,,,,,,,,,
60,PT06M43.00S,2022-02-18T01:43:45.6Z,1,REGULAR,rebound,offensive,[],203954,,,1610612755,11,13,2022-02-18T01:44:13Z,600000,,,0,,J. Embiid REBOUND (Off:1 Def:1),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,59.0,,,2.0,1.0,1.0,,,,,,
61,PT06M43.00S,2022-02-18T01:43:45.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203954,94.40999984741211,50.0,1610612755,11,13,2022-02-18T01:43:45Z,610000,0.0,0.0,1,right,MISS J. Embiid tip Layup,[203954],1610612755.0,PHI,tip,,,Embiid,J. Embiid,,,,,,,,,,,,,Missed,,,0.0,,,,,,,,,
62,PT06M42.00S,2022-02-18T01:43:46.9Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,11,13,2022-02-18T01:43:46Z,620000,,,0,,B. Portis REBOUND (Off:1 Def:1),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,61.0,,,2.0,1.0,1.0,,,,,,
63,PT06M32.00S,2022-02-18T01:43:57.2Z,1,REGULAR,2pt,Jump Shot,[],203507,7.046649145860711,75.49019607843137,1610612749,11,13,2022-02-18T01:44:02Z,630000,-127.0,14.0,1,left,MISS G. Antetokounmpo 12' turnaround Shot,[203507],1610612749.0,MIL,turnaround,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,Missed,,,12.82,,,,,,,,,
64,PT06M29.00S,2022-02-18T01:44:00.2Z,1,REGULAR,rebound,defensive,[],202699,,,1610612755,11,13,2022-02-18T01:44:02Z,640000,,,0,,T. Harris REBOUND (Off:1 Def:1),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,63.0,,,2.0,1.0,1.0,,,,,,
65,PT06M20.00S,2022-02-18T01:44:09.5Z,1,REGULAR,3pt,Jump Shot,[],202699,72.7496714848883,82.84313725490196,1610612755,11,13,2022-02-18T01:44:18Z,650000,164.0,204.0,1,right,MISS T. Harris 26' 3PT,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,Missed,,,26.16,,,,,,,,,
66,PT06M16.00S,2022-02-18T01:44:13.5Z,1,REGULAR,rebound,defensive,[],201950,,,1610612749,11,13,2022-02-18T01:44:18Z,660000,,,0,,J. Holiday REBOUND (Off:0 Def:1),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,65.0,,,1.0,1.0,0.0,,,,,,
67,PT06M08.00S,2022-02-18T01:44:21.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203507,13.748357424441524,47.549019607843135,1610612749,11,13,2022-02-18T01:44:27Z,670000,12.0,77.0,1,left,MISS G. Antetokounmpo 7' fadeaway Shot,[203507],1610612749.0,MIL,fadeaway,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,Missed,,,7.77,,,,,,,,,
68,PT06M08.00S,2022-02-18T01:44:21.4Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,11,13,2022-02-18T01:44:27Z,680000,,,0,,J. Embiid REBOUND (Off:1 Def:2),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,67.0,,,3.0,2.0,1.0,,,,,,
69,PT05M54.00S,2022-02-18T01:44:34.9Z,1,REGULAR,3pt,Jump Shot,[],203954,66.04796320630749,54.65686274509803,1610612755,11,16,2022-02-18T01:44:40Z,690000,23.0,267.0,1,right,J. Embiid 26' 3PT  (8 PTS) (G. Niang 1 AST),"[203954, 1627777]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,Made,,8.0,26.76,,,,G. Niang,1627777.0,1.0,,,
71,PT05M41.00S,2022-02-18T01:44:47.3Z,1,REGULAR,2pt,Jump Shot,[],203114,8.886333771353483,70.09803921568627,1610612749,13,16,2022-02-18T01:44:52Z,710000,-100.0,31.0,1,left,K. Middleton 10' fadeaway Jump Shot (2 PTS),[203114],1610612749.0,MIL,fadeaway,,,Middleton,K. Middleton,,,,,,,,,,,,,Made,,2.0,10.52,,,,,,,,,
72,PT05M27.00S,2022-02-18T01:45:08.3Z,1,REGULAR,foul,personal,[],201586,,,1610612755,13,16,2022-02-18T02:24:11Z,720000,,,0,,S. Ibaka personal FOUL (1 PF),"[201586, 203954]",1610612749.0,MIL,,,,Ibaka,S. Ibaka,,,,,,,,1146.0,1.0,0.0,Embiid,203954.0,,,,,,,,,,,,,
74,PT05M27.00S,2022-02-18T01:45:35.7Z,1,REGULAR,substitution,out,[],203507,,,1610612755,13,16,2022-02-18T01:45:41Z,740000,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M27.00S,2022-02-18T01:45:35.7Z,1,REGULAR,substitution,in,[],202083,,,1610612755,13,16,2022-02-18T01:45:41Z,750000,,,0,,SUB in: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M14.00S,2022-02-18T01:45:52.7Z,1,REGULAR,2pt,Jump Shot,[],203954,76.2976346911958,26.225490196078432,1610612755,13,18,2022-02-18T01:45:58Z,760000,-119.0,170.0,1,right,J. Embiid 20' step back Jump Shot (10 PTS),[203954],1610612755.0,PHI,step back,,,Embiid,J. Embiid,,,,,,,,,,,,,Made,,10.0,20.77,,,,,,,,,
77,PT04M57.00S,2022-02-18T01:46:09.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],201950,7.966491458607096,63.23529411764706,1610612749,13,18,2022-02-18T01:47:01Z,770000,-66.0,22.0,1,left,MISS J. Holiday 6' driving bank Hook,[201950],1610612749.0,MIL,driving bank,,,Holiday,J. Holiday,,,,,,,,,,,,,Missed,,,6.99,,,,,,,,,
78,PT04M55.00S,2022-02-18T01:46:11.5Z,1,REGULAR,rebound,offensive,[],201950,,,1610612749,13,18,2022-02-18T01:46:18Z,780000,,,0,,J. Holiday REBOUND (Off:1 Def:1),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,77.0,,,2.0,1.0,1.0,,,,,,
79,PT04M53.00S,2022-02-18T01:46:14.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203114,27.283180026281208,16.911764705882355,1610612749,13,18,2022-02-18T01:46:22Z,790000,165.0,204.0,1,left,MISS K. Middleton 26' 3PT - blocked,"[203114, 1629680]",1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,Missed,,,26.26,,,,,,,Thybulle,1629680.0,
80,PT04M53.00S,2022-02-18T01:46:14.0Z,1,REGULAR,block,,[],1629680,,,1610612749,13,18,2022-02-18T01:46:17Z,800000,,,0,,M. Thybulle BLOCK (1 BLK),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT04M48.00S,2022-02-18T01:46:19.0Z,1,REGULAR,rebound,offensive,[],1626171,,,1610612749,13,18,2022-02-18T01:46:22Z,810000,,,0,,B. Portis REBOUND (Off:2 Def:1),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,79.0,,,3.0,1.0,2.0,,,,,,
82,PT04M43.00S,2022-02-18T01:46:23.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],202083,27.94021024967148,77.94117647058823,1610612749,16,18,2022-02-18T01:46:32Z,820000,-140.0,210.0,1,left,W. Matthews 25' 3PT pullup (3 PTS) (K. Middleton 1 AST),"[202083, 203114]",1610612749.0,MIL,pullup,,,Matthews,W. Matthews,,,,,,,,,,,,,Made,,3.0,25.23,,,,K. Middleton,203114.0,1.0,,,
84,PT04M23.00S,2022-02-18T01:46:43.4Z,1,REGULAR,3pt,Jump Shot,[],1629680,69.46452036793693,19.362745098039216,1610612755,16,18,2022-02-18T01:46:48Z,840000,-153.0,235.0,1,right,MISS M. Thybulle 28' 3PT,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,Missed,,,28.01,,,,,,,,,
85,PT04M19.00S,2022-02-18T01:46:47.4Z,1,REGULAR,rebound,defensive,[],201586,,,1610612749,16,18,2022-02-18T01:46:48Z,850000,,,0,,S. Ibaka REBOUND (Off:0 Def:1),[201586],1610612749.0,MIL,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,84.0,,,1.0,1.0,0.0,,,,,,
86,PT04M07.00S,2022-02-18T01:46:59.1Z,1,REGULAR,3pt,Jump Shot,[],201586,29.517082785808146,22.54901960784314,1610612749,19,18,2022-02-18T01:47:05Z,860000,137.0,225.0,1,left,S. Ibaka 26' 3PT  (3 PTS) (B. Portis 1 AST),"[201586, 1626171]",1610612749.0,MIL,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,Made,,3.0,26.36,,,,B. Portis,1626171.0,1.0,,,
