actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
18,PT10M02.00S,2021-10-31T23:12:45.3Z,1,REGULAR,foul,personal,[],202711,,,1610612749,3,6,2021-10-31T23:13:15Z,180000,,,0,,B. Bogdanovic take personal FOUL (1 PF),"[202711, 203507]",1610612762.0,UTA,take,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,1162.0,1.0,0.0,Antetokounmpo,203507.0,
20,PT09M55.00S,2021-10-31T23:13:08.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628960,77.61169513797634,5.88235294117647,1610612749,6,6,2021-10-31T23:13:18Z,200000,-221.0,158.0,1,right,G. Allen 27' 3PT  (6 PTS) (G. Hill 1 AST),"[1628960, 201588]",1610612749.0,MIL,,,,Allen,G. Allen,,,,,27.13,Made,,,,,6.0,,,G. Hill,201588.0,1.0,,,,,,,,,
22,PT09M41.00S,2021-10-31T23:13:24.2Z,1,REGULAR,3pt,Jump Shot,[],201144,33.85348226018397,63.48039215686274,1610612762,6,9,2021-10-31T23:13:28Z,220000,-67.0,266.0,1,left,M. Conley 27' 3PT pullup (3 PTS),[201144],1610612762.0,UTA,pullup,,,Conley,M. Conley,,,,,27.41,Made,,,,,3.0,,,,,,,,,,,,,,
23,PT09M20.00S,2021-10-31T23:13:44.3Z,1,REGULAR,3pt,Jump Shot,[],203507,79.31997371879106,6.372549019607843,1610612749,6,9,2021-10-31T23:13:50Z,230000,-218.0,142.0,1,right,MISS G. Antetokounmpo 26' 3PT,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,26.02,Missed,,,,,,,,,,,,,,,,,,,
24,PT09M16.00S,2021-10-31T23:13:48.6Z,1,REGULAR,rebound,offensive,[],203648,,,1610612749,6,9,2021-10-31T23:13:48Z,240000,,,0,,T. Antetokounmpo REBOUND (Off:1 Def:0),[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,23.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
25,PT09M08.00S,2021-10-31T23:13:56.7Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],203507,91.67214191852825,23.03921568627451,1610612749,8,9,2021-10-31T23:14:00Z,250000,-135.0,26.0,1,right,G. Antetokounmpo 13' step back Jump Shot (2 PTS),[203507],1610612749.0,MIL,step back,,,Antetokounmpo,G. Antetokounmpo,,,,,13.72,Made,,,,,2.0,,,,,,,,,,,,,,
26,PT08M44.00S,2021-10-31T23:14:20.2Z,1,REGULAR,3pt,Jump Shot,[],201144,34.11629434954008,57.35294117647059,1610612762,8,12,2021-10-31T23:14:25Z,260000,-37.0,268.0,1,left,M. Conley 27' 3PT step back (6 PTS),[201144],1610612762.0,UTA,step back,,,Conley,M. Conley,,,,,27.07,Made,,,,,6.0,,,,,,,,,,,,,,
27,PT08M28.00S,2021-10-31T23:14:36.0Z,1,REGULAR,2pt,Jump Shot,[],203507,76.95466491458606,29.411764705882355,1610612749,10,12,2021-10-31T23:15:05Z,270000,-103.0,164.0,1,right,G. Antetokounmpo 19' pullup Jump Shot (4 PTS),[203507],1610612749.0,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,19.37,Made,,,,,4.0,,,,,,,,,,,,,,
28,PT08M28.00S,2021-10-31T23:14:44.4Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612762,10,12,2021-10-31T23:14:47Z,280000,,,0,,TEAM delay-of-game VIOLATION,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,1201.0,,,,,
29,PT08M12.00S,2021-10-31T23:15:03.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,10.33180026281209,42.8921568627451,1610612762,10,12,2021-10-31T23:15:08Z,290000,36.0,45.0,1,left,MISS R. Gobert cutting DUNK - blocked,"[203497, 203507]",1610612762.0,UTA,cutting,,,Gobert,R. Gobert,,,,,5.7,Missed,,,,,,Antetokounmpo,203507.0,,,,,,,,,,,,
30,PT08M12.00S,2021-10-31T23:15:03.3Z,1,REGULAR,block,,[],203507,,,1610612762,10,12,2021-10-31T23:15:06Z,300000,,,0,,G. Antetokounmpo BLOCK (1 BLK),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
31,PT08M09.00S,2021-10-31T23:15:06.3Z,1,REGULAR,rebound,defensive,[],201588,,,1610612749,10,12,2021-10-31T23:15:08Z,310000,,,0,,G. Hill REBOUND (Off:0 Def:1),[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,29.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
32,PT08M06.00S,2021-10-31T23:15:09.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203648,92.9862023653088,52.94117647058824,1610612749,12,12,2021-10-31T23:15:53Z,320000,15.0,13.0,1,right,T. Antetokounmpo driving Layup (2 PTS) (G. Hill 2 AST),"[203648, 201588]",1610612749.0,MIL,driving,,,Antetokounmpo,T. Antetokounmpo,,,,,1.99,Made,,,,,2.0,,,G. Hill,201588.0,2.0,,,,,,,,,
33,PT07M54.00S,2021-10-31T23:15:20.9Z,1,REGULAR,3pt,Jump Shot,[],1628378,33.459264126149804,30.14705882352941,1610612762,12,15,2021-10-31T23:15:26Z,330000,99.0,262.0,1,left,D. Mitchell 28' 3PT pullup (6 PTS),[1628378],1610612762.0,UTA,pullup,,,Mitchell,D. Mitchell,,,,,28.02,Made,,,,,6.0,,,,,,,,,,,,,,
34,PT07M39.00S,2021-10-31T23:15:36.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203648,92.32917214191852,48.03921568627451,1610612749,12,15,2021-10-31T23:15:44Z,340000,-10.0,20.0,1,right,MISS T. Antetokounmpo driving Layup,[203648],1610612749.0,MIL,driving,,,Antetokounmpo,T. Antetokounmpo,,,,,2.19,Missed,,,,,,,,,,,,,,,,,,,
35,PT07M32.00S,2021-10-31T23:15:43.7Z,1,REGULAR,rebound,offensive,[],203648,,,1610612749,12,15,2021-10-31T23:15:44Z,350000,,,0,,T. Antetokounmpo REBOUND (Off:2 Def:0),[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,34.0,2.0,0.0,2.0,,,,,,,,,,,,,,,
36,PT07M32.00S,2021-10-31T23:15:43.0Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203648,94.40999984741211,50.0,1610612749,14,15,2021-10-31T23:16:30Z,360000,0.0,0.0,1,right,T. Antetokounmpo tip Layup (4 PTS),[203648],1610612749.0,MIL,tip,,,Antetokounmpo,T. Antetokounmpo,,,,,0.0,Made,,,,,4.0,,,,,,,,,,,,,,
37,PT07M12.00S,2021-10-31T23:16:05.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202711,8.09789750328515,49.26470588235294,1610612762,14,17,2021-10-31T23:16:15Z,370000,4.0,24.0,1,left,B. Bogdanovic driving Layup (2 PTS) (R. O'Neale 1 AST),"[202711, 1626220]",1610612762.0,UTA,driving,,,Bogdanovic,B. Bogdanovic,,,,,2.39,Made,,,,,2.0,,,R. O'Neale,1626220.0,1.0,,,,,,,,,
39,PT07M12.00S,2021-10-31T23:16:09.5Z,1,REGULAR,foul,personal,['1freethrow'],203648,,,1610612762,14,17,2021-10-31T23:16:30Z,390000,,,0,,T. Antetokounmpo shooting personal FOUL (1 PF) (Bogdanovic 1 FT),"[203648, 202711]",1610612749.0,MIL,shooting,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,,,,,202035.0,1.0,0.0,Bogdanovic,202711.0,
41,PT07M12.00S,2021-10-31T23:16:22.1Z,1,REGULAR,substitution,out,[],203648,,,1610612762,14,17,2021-10-31T23:16:27Z,410000,,,0,,SUB out: T. Antetokounmpo,[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
42,PT07M12.00S,2021-10-31T23:16:22.1Z,1,REGULAR,substitution,in,[],1626171,,,1610612762,14,17,2021-10-31T23:16:27Z,420000,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
43,PT07M12.00S,2021-10-31T23:16:42.7Z,1,REGULAR,freethrow,1 of 1,[],202711,,,1610612762,14,18,2021-10-31T23:16:42Z,430000,,,0,,B. Bogdanovic Free Throw 1 of 1 (3 PTS),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
45,PT07M08.00S,2021-10-31T23:16:52.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,14,18,2021-10-31T23:16:52Z,440000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,PT06M51.00S,2021-10-31T23:20:07.8Z,1,REGULAR,3pt,Jump Shot,[],1626171,95.3515111695138,96.81372549019608,1610612749,14,18,2021-10-31T23:21:04Z,450000,234.0,-9.0,1,right,MISS B. Portis 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,23.43,Missed,,,,,,,,,,,,,,,,,,,
48,PT06M47.00S,2021-10-31T23:20:11.8Z,1,REGULAR,rebound,defensive,[],201144,,,1610612762,14,18,2021-10-31T23:21:04Z,460000,,,0,,M. Conley REBOUND (Off:0 Def:1),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,47.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
49,PT06M40.00S,2021-10-31T23:20:18.8Z,1,REGULAR,3pt,Jump Shot,[],202711,11.645860709592641,2.696078431372549,1610612762,14,18,2021-10-31T23:20:24Z,470000,237.0,57.0,1,left,MISS B. Bogdanovic 24' 3PT,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,24.33,Missed,,,,,,,,,,,,,,,,,,,
50,PT06M35.00S,2021-10-31T23:20:23.8Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,14,18,2021-10-31T23:20:24Z,480000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,49.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
51,PT06M23.00S,2021-10-31T23:20:36.6Z,1,REGULAR,3pt,Jump Shot,[],1628960,69.33311432325887,70.34313725490196,1610612749,14,18,2021-10-31T23:20:43Z,490000,102.0,236.0,1,right,MISS G. Allen 25' 3PT,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,25.68,Missed,,,,,,,,,,,,,,,,,,,
52,PT06M20.00S,2021-10-31T23:20:39.2Z,1,REGULAR,rebound,offensive,[],1626171,,,1610612749,14,18,2021-10-31T23:20:39Z,500000,,,0,,B. Portis REBOUND (Off:1 Def:0),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,51.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
53,PT06M17.00S,2021-10-31T23:20:42.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201588,87.86136662286465,3.6764705882352944,1610612749,17,18,2021-10-31T23:20:46Z,510000,-232.0,62.0,1,right,G. Hill 3PT  (3 PTS) (B. Portis 1 AST),"[201588, 1626171]",1610612749.0,MIL,,,,Hill,G. Hill,,,,,23.97,Made,,,,,3.0,,,B. Portis,1626171.0,1.0,,,,,,,,,
55,PT05M51.00S,2021-10-31T23:21:08.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,8.229303547963205,49.754901960784316,1610612762,17,20,2021-10-31T23:21:14Z,530000,1.0,25.0,1,left,R. Gobert alley-oop DUNK (2 PTS) (M. Conley 1 AST),"[203497, 201144]",1610612762.0,UTA,alley-oop,,,Gobert,R. Gobert,,,,,2.49,Made,,,,,2.0,,,M. Conley,201144.0,1.0,,,,,,,,,
57,PT05M35.00S,2021-10-31T23:21:24.1Z,1,REGULAR,3pt,Jump Shot,[],1626192,68.9388961892247,72.54901960784314,1610612749,17,20,2021-10-31T23:21:28Z,550000,113.0,239.0,1,right,MISS P. Connaughton 26' step back 3PT,[1626192],1610612749.0,MIL,step back,,,Connaughton,P. Connaughton,,,,,26.47,Missed,,,,,,,,,,,,,,,,,,,
58,PT05M32.00S,2021-10-31T23:21:27.1Z,1,REGULAR,rebound,defensive,[],203497,,,1610612762,17,20,2021-10-31T23:21:28Z,560000,,,0,,R. Gobert REBOUND (Off:0 Def:2),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,57.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
59,PT05M25.00S,2021-10-31T23:21:33.9Z,1,REGULAR,3pt,Jump Shot,[],1628378,20.18725361366623,4.411764705882353,1610612762,17,23,2021-10-31T23:21:40Z,570000,228.0,137.0,1,left,D. Mitchell 26' 3PT step back (9 PTS) (R. O'Neale 2 AST),"[1628378, 1626220]",1610612762.0,UTA,step back,,,Mitchell,D. Mitchell,,,,,26.61,Made,,,,,9.0,,,R. O'Neale,1626220.0,2.0,,,,,,,,,
64,PT05M06.00S,2021-10-31T23:22:10.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626171,80.23981603153744,51.71568627450981,1610612749,19,23,2021-10-31T23:27:26Z,590000,9.0,133.0,1,right,B. Portis 13' Jump Shot (2 PTS) (G. Antetokounmpo 1 AST),"[1626171, 203507]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,13.35,Made,,,,,2.0,,,G. Antetokounmpo,203507.0,1.0,,,,,,,,,
66,PT04M53.00S,2021-10-31T23:22:15.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201144,6.389618922470433,50.0,1610612762,19,23,2021-10-31T23:24:43Z,615000,0.0,8.0,1,left,MISS M. Conley driving Layup,[201144],1610612762.0,UTA,driving,,,Conley,M. Conley,,,,,0.76,Missed,,,,,,,,,,,,,,,,,,,
67,PT04M52.00S,2021-10-31T23:22:16.7Z,1,REGULAR,rebound,defensive,[],201588,,,1610612749,19,23,2021-10-31T23:24:43Z,617500,,,0,,G. Hill REBOUND (Off:0 Def:2),[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,66.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
68,PT04M36.00S,2021-10-31T23:22:23.2Z,1,REGULAR,3pt,Jump Shot,[],203507,68.67608409986859,69.36274509803921,1610612749,19,23,2021-10-31T23:22:56Z,660000,97.0,242.0,1,right,MISS G. Antetokounmpo 26' 3PT,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,26.05,Missed,,,,,,,,,,,,,,,,,,,
69,PT04M35.00S,2021-10-31T23:22:24.2Z,1,REGULAR,rebound,offensive,[],1626192,,,1610612749,19,23,2021-10-31T23:22:58Z,670000,,,0,,P. Connaughton REBOUND (Off:1 Def:0),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,68.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
70,PT04M35.00S,2021-10-31T23:23:00.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203507,92.85479632063075,48.77450980392157,1610612749,21,23,2021-10-31T23:23:09Z,680000,-6.0,15.0,1,right,G. Antetokounmpo alley-oop DUNK (6 PTS) (P. Connaughton 1 AST),"[203507, 1626192]",1610612749.0,MIL,alley-oop,,,Antetokounmpo,G. Antetokounmpo,,,,,1.59,Made,,,,,6.0,,,P. Connaughton,1626192.0,1.0,,,,,,,,,
72,PT04M35.00S,2021-10-31T23:23:13.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,21,23,2021-10-31T23:23:13Z,700000,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT04M35.00S,2021-10-31T23:24:59.9Z,1,REGULAR,substitution,out,[],201588,,,1610612762,21,23,2021-10-31T23:25:28Z,710000,,,0,,SUB out: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT04M35.00S,2021-10-31T23:24:59.9Z,1,REGULAR,substitution,out,[],1628960,,,1610612762,21,23,2021-10-31T23:25:28Z,720000,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT04M35.00S,2021-10-31T23:24:59.9Z,1,REGULAR,substitution,out,[],1626192,,,1610612762,21,23,2021-10-31T23:25:28Z,730000,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT04M35.00S,2021-10-31T23:24:59.9Z,1,REGULAR,substitution,out,[],203507,,,1610612762,21,23,2021-10-31T23:25:28Z,740000,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT04M35.00S,2021-10-31T23:24:59.9Z,1,REGULAR,substitution,out,[],201144,,,1610612762,21,23,2021-10-31T23:25:28Z,750000,,,0,,SUB out: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT04M35.00S,2021-10-31T23:24:59.9Z,1,REGULAR,substitution,out,[],203497,,,1610612762,21,23,2021-10-31T23:25:28Z,760000,,,0,,SUB out: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT04M35.00S,2021-10-31T23:24:59.9Z,1,REGULAR,substitution,in,[],203918,,,1610612762,21,23,2021-10-31T23:25:28Z,770000,,,0,,SUB in: R. Hood,[203918],1610612749.0,MIL,,,,Hood,R. Hood,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT04M35.00S,2021-10-31T23:24:59.9Z,1,REGULAR,substitution,in,[],1629670,,,1610612762,21,23,2021-10-31T23:25:28Z,780000,,,0,,SUB in: J. Nwora,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT04M35.00S,2021-10-31T23:24:59.9Z,1,REGULAR,substitution,in,[],203648,,,1610612762,21,23,2021-10-31T23:25:28Z,790000,,,0,,SUB in: T. Antetokounmpo,[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT04M35.00S,2021-10-31T23:24:59.9Z,1,REGULAR,substitution,in,[],1629620,,,1610612762,21,23,2021-10-31T23:25:28Z,800000,,,0,,SUB in: J. Robinson,[1629620],1610612749.0,MIL,,,,Robinson,J. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT04M35.00S,2021-10-31T23:24:59.9Z,1,REGULAR,substitution,in,[],204060,,,1610612762,21,23,2021-10-31T23:25:28Z,810000,,,0,,SUB in: J. Ingles,[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT04M35.00S,2021-10-31T23:24:59.9Z,1,REGULAR,substitution,in,[],202355,,,1610612762,21,23,2021-10-31T23:25:28Z,820000,,,0,,SUB in: H. Whiteside,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M26.00S,2021-10-31T23:25:40.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612762,21,23,2021-10-31T23:25:40Z,830000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M14.00S,2021-10-31T23:26:06.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202711,16.113666228646515,60.78431372549019,1610612762,21,23,2021-10-31T23:26:15Z,840000,-54.0,99.0,1,left,MISS B. Bogdanovic 11' fadeaway Shot,[202711],1610612762.0,UTA,fadeaway,,,Bogdanovic,B. Bogdanovic,,,,,11.27,Missed,,,,,,,,,,,,,,,,,,,
87,PT04M10.00S,2021-10-31T23:26:11.0Z,1,REGULAR,rebound,offensive,[],202355,,,1610612762,21,23,2021-10-31T23:26:11Z,850000,,,0,,H. Whiteside REBOUND (Off:1 Def:0),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,86.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
88,PT04M10.00S,2021-10-31T23:26:11.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202355,5.590000152587891,50.0,1610612762,21,25,2021-10-31T23:26:11Z,860000,0.0,0.0,1,left,H. Whiteside tip Layup (2 PTS),[202355],1610612762.0,UTA,tip,,,Whiteside,H. Whiteside,,,,,0.0,Made,,,,,2.0,,,,,,,,,,,,,,
89,PT03M58.00S,2021-10-31T23:26:23.1Z,1,REGULAR,turnover,bad pass,[],1629620,,,1610612749,21,25,2021-10-31T23:26:33Z,870000,,,0,,J. Robinson bad pass TURNOVER (1 TO),"[1629620, 1626220]",1610612749.0,MIL,,,,Robinson,J. Robinson,,,,,,,,,,,,,,,,,1.0,O'Neale,1626220.0,,,,,,
90,PT03M58.00S,2021-10-31T23:26:23.1Z,1,REGULAR,steal,,[],1626220,,,1610612762,21,25,2021-10-31T23:26:25Z,880000,,,0,,R. O'Neale STEAL (1 STL),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT03M52.00S,2021-10-31T23:26:33.7Z,1,REGULAR,turnover,lost ball,[],202711,,,1610612762,21,25,2021-10-31T23:26:43Z,890000,,,0,,B. Bogdanovic lost ball TURNOVER (1 TO),"[202711, 1629620]",1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,1.0,Robinson,1629620.0,,,,,,
