actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
277,PT03M15.00S,2022-04-02T00:59:44.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,56,64,2022-04-02T00:59:44Z,2730000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT03M15.00S,2022-04-02T00:59:47.1Z,2,REGULAR,substitution,out,[],1630572,,,1610612749,56,64,2022-04-02T00:59:51Z,2740000,,,0,,SUB out: S. Mamukelashvili,[1630572],1610612749.0,MIL,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,
279,PT03M15.00S,2022-04-02T00:59:47.1Z,2,REGULAR,substitution,in,[],1626171,,,1610612749,56,64,2022-04-02T00:59:51Z,2750000,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,
280,PT03M11.00S,2022-04-02T01:00:01.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",201586,82.21090670170827,45.34313725490196,1610612749,58,64,2022-04-02T01:00:05Z,2760000,-23.0,115.0,1,right,S. Ibaka 11' Jump Shot (2 PTS) (G. Hill 2 AST),"[201586, 201588]",1610612749.0,MIL,,,,Ibaka,S. Ibaka,,,,,11.7,Made,2.0,G. Hill,201588.0,2.0,,,,,,,,,,,,,,
282,PT02M55.00S,2022-04-02T01:00:16.7Z,2,REGULAR,3pt,Jump Shot,[],203496,33.85348226018397,55.392156862745104,1610612746,58,64,2022-04-02T01:00:24Z,2780000,-27.0,266.0,1,left,MISS R. Covington 26' 3PT,[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,26.71,Missed,,,,,,,,,,,,,,,,,,
283,PT02M52.00S,2022-04-02T01:00:19.7Z,2,REGULAR,rebound,offensive,[],1629611,,,1610612746,58,64,2022-04-02T01:00:24Z,2790000,,,0,,T. Mann REBOUND (Off:1 Def:0),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,282.0,1.0,0.0,1.0,,,,,
284,PT02M43.00S,2022-04-02T01:00:29.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629599,25.837713534822605,15.441176470588236,1610612746,58,64,2022-04-02T01:00:36Z,2800000,173.0,190.0,1,left,MISS A. Coffey 25' step back 3PT,[1629599],1610612746.0,LAC,step back,,,Coffey,A. Coffey,,,,,25.71,Missed,,,,,,,,,,,,,,,,,,
285,PT02M41.00S,2022-04-02T01:00:31.0Z,2,REGULAR,rebound,defensive,[],1626171,,,1610612749,58,64,2022-04-02T01:00:36Z,2810000,,,0,,B. Portis REBOUND (Off:2 Def:3),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,284.0,5.0,3.0,2.0,,,,,
286,PT02M32.00S,2022-04-02T01:00:41.3Z,2,REGULAR,3pt,Jump Shot,[],1626192,69.46452036793693,20.098039215686274,1610612749,58,64,2022-04-02T01:00:46Z,2820000,-150.0,235.0,1,right,MISS P. Connaughton 27' 3PT,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,27.81,Missed,,,,,,,,,,,,,,,,,,
287,PT02M26.00S,2022-04-02T01:00:47.3Z,2,REGULAR,rebound,defensive,[],203496,,,1610612746,58,64,2022-04-02T01:00:46Z,2830000,,,0,,R. Covington REBOUND (Off:0 Def:5),[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,,,,,,,,,,,,286.0,5.0,5.0,0.0,,,,,
288,PT02M23.00S,2022-04-02T01:00:49.4Z,2,REGULAR,turnover,bad pass,[],203496,,,1610612746,58,64,2022-04-02T01:01:10Z,2840000,,,0,,R. Covington bad pass TURNOVER (2 TO),"[203496, 1626192]",1610612746.0,LAC,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,2.0,,,Connaughton,1626192.0
289,PT02M23.00S,2022-04-02T01:00:49.4Z,2,REGULAR,steal,,[],1626192,,,1610612749,58,64,2022-04-02T01:00:52Z,2850000,,,0,,P. Connaughton STEAL (1 STL),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,
290,PT02M21.00S,2022-04-02T01:00:55.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626192,92.9862023653088,51.9607843137255,1610612749,58,64,2022-04-02T01:01:16Z,2860000,10.0,13.0,1,right,MISS P. Connaughton running Shot - blocked,"[1626192, 203496]",1610612749.0,MIL,running,,,Connaughton,P. Connaughton,,,,,1.66,Missed,,,,,,,,,,,,,,,Covington,203496.0,,
291,PT02M21.00S,2022-04-02T01:00:55.1Z,2,REGULAR,block,,[],203496,,,1610612749,58,64,2022-04-02T01:00:58Z,2870000,,,0,,R. Covington BLOCK (2 BLK),[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,
292,PT02M21.00S,2022-04-02T01:00:55.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612749,58,64,2022-04-02T01:01:16Z,2880000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,290.0,,,,,,,,
293,PT02M21.00S,2022-04-02T01:01:00.9Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,58,64,2022-04-02T01:01:00Z,2890000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT02M10.00S,2022-04-02T01:01:20.5Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1626192,68.80749014454665,20.833333333333336,1610612749,58,64,2022-04-02T01:01:25Z,2900000,-146.0,241.0,1,right,MISS P. Connaughton 28' 3PT,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,28.14,Missed,,,,,,,,,,,,,,,,,,
295,PT02M07.00S,2022-04-02T01:01:23.5Z,2,REGULAR,rebound,defensive,[],1628379,,,1610612746,58,64,2022-04-02T01:01:25Z,2910000,,,0,,L. Kennard REBOUND (Off:0 Def:3),[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,294.0,3.0,3.0,0.0,,,,,
296,PT01M56.00S,2022-04-02T01:01:34.5Z,2,REGULAR,2pt,Jump Shot,[],1627826,22.552562417871222,41.66666666666667,1610612746,58,64,2022-04-02T01:01:41Z,2920000,42.0,159.0,1,left,MISS I. Zubac 16' Jump Shot,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,16.49,Missed,,,,,,,,,,,,,,,,,,
297,PT01M53.00S,2022-04-02T01:01:37.5Z,2,REGULAR,rebound,defensive,[],1626171,,,1610612749,58,64,2022-04-02T01:01:41Z,2930000,,,0,,B. Portis REBOUND (Off:2 Def:4),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,296.0,6.0,4.0,2.0,,,,,
298,PT01M44.00S,2022-04-02T01:01:46.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626171,84.31340341655716,50.0,1610612749,58,64,2022-04-02T01:01:50Z,2940000,0.0,95.0,1,right,MISS B. Portis 9' fadeaway Shot,[1626171],1610612749.0,MIL,fadeaway,,,Portis,B. Portis,,,,,9.5,Missed,,,,,,,,,,,,,,,,,,
299,PT01M42.00S,2022-04-02T01:01:48.2Z,2,REGULAR,rebound,defensive,[],1629599,,,1610612746,58,64,2022-04-02T01:01:50Z,2950000,,,0,,A. Coffey REBOUND (Off:0 Def:3),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,298.0,3.0,3.0,0.0,,,,,
300,PT01M35.00S,2022-04-02T01:01:55.2Z,2,REGULAR,3pt,Jump Shot,[],1629599,29.38567674113009,20.833333333333336,1610612746,58,67,2022-04-02T01:01:59Z,2960000,146.0,224.0,1,left,A. Coffey 26' 3PT  (14 PTS),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,26.7,Made,14.0,,,,,,,,,,,,,,,,,
301,PT01M22.00S,2022-04-02T01:02:13.3Z,2,REGULAR,turnover,out-of-bounds,[],201588,,,1610612749,58,67,2022-04-02T01:02:38Z,2970000,,,0,,G. Hill bad pass out-of-bounds TURNOVER (1 TO),[201588],1610612749.0,MIL,bad pass,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,1.0,,,,
302,PT01M22.00S,2022-04-02T01:02:20.4Z,2,REGULAR,substitution,out,[],201586,,,1610612746,58,67,2022-04-02T01:02:33Z,2980000,,,0,,SUB out: S. Ibaka,[201586],1610612749.0,MIL,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,,,,,
303,PT01M22.00S,2022-04-02T01:02:20.4Z,2,REGULAR,substitution,in,[],1629670,,,1610612746,58,67,2022-04-02T01:02:33Z,2990000,,,0,,SUB in: J. Nwora,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,
304,PT01M18.00S,2022-04-02T01:02:35.4Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612746,58,67,2022-04-02T01:02:42Z,3000000,,,0,,TEAM delay-of-game VIOLATION,[],1610612749.0,MIL,,,,,,,,,,,,,,,,1363.0,,,,,,,,,,,,,
305,PT01M14.00S,2022-04-02T01:02:39.7Z,2,REGULAR,turnover,bad pass,[],1629611,,,1610612746,58,67,2022-04-02T01:02:46Z,3010000,,,0,,T. Mann bad pass TURNOVER (2 TO),"[1629611, 1628975]",1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,2.0,,,Carter,1628975.0
306,PT01M14.00S,2022-04-02T01:02:39.7Z,2,REGULAR,steal,,[],1628975,,,1610612749,58,67,2022-04-02T01:02:43Z,3020000,,,0,,J. Carter STEAL (1 STL),[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,
307,PT01M12.00S,2022-04-02T01:02:44.0Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628975,94.03745072273325,51.71568627450981,1610612749,60,67,2022-04-02T01:08:35Z,3030000,9.0,4.0,1,right,J. Carter running Layup (9 PTS),[1628975],1610612749.0,MIL,running,,,Carter,J. Carter,,,,,0.93,Made,9.0,,,,,,,,,,,,,,,,,
308,PT01M12.00S,2022-04-02T01:02:56.6Z,2,REGULAR,foul,technical,['1freethrow'],1626171,,,1610612746,60,67,2022-04-02T01:03:48Z,3040000,,,0,,B. Portis technical FOUL (1 Tech),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,2882.0,0.0,1.0,,,,,,,,,,,
309,PT01M12.00S,2022-04-02T01:03:13.3Z,2,REGULAR,freethrow,1 of 1,[],1628379,,,1610612746,60,68,2022-04-02T01:03:13Z,3050000,,,0,,L. Kennard technical Free Throw 1 of 1 (17 PTS),[1628379],1610612746.0,LAC,technical,,,Kennard,L. Kennard,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
310,PT01M01.00S,2022-04-02T01:03:35.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629611,8.09789750328515,46.81372549019608,1610612746,60,70,2022-04-02T01:03:41Z,3060000,16.0,24.0,1,left,T. Mann driving Layup (12 PTS),[1629611],1610612746.0,LAC,driving,,,Mann,T. Mann,,,,,2.85,Made,12.0,,,,,,,,,,,,,,,,,
311,PT00M51.10S,2022-04-02T01:03:48.7Z,2,REGULAR,turnover,bad pass,[],1629670,,,1610612749,60,70,2022-04-02T01:03:57Z,3070000,,,0,,J. Nwora bad pass TURNOVER (2 TO),"[1629670, 203496]",1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,2.0,,,Covington,203496.0
312,PT00M51.10S,2022-04-02T01:03:48.7Z,2,REGULAR,steal,,[],203496,,,1610612746,60,70,2022-04-02T01:03:51Z,3080000,,,0,,R. Covington STEAL (1 STL),[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,
313,PT00M44.60S,2022-04-02T01:03:57.3Z,2,REGULAR,foul,personal,['2freethrow'],1626171,,,1610612746,60,70,2022-04-02T01:04:09Z,3090000,,,0,,B. Portis shooting personal FOUL (1 PF) (Coffey 2 FT),"[1626171, 1629599]",1610612749.0,MIL,shooting,,,Portis,B. Portis,,,,,,,,,,,2002.0,1.0,1.0,Coffey,1629599.0,,,,,,,,,
315,PT00M44.60S,2022-04-02T01:04:20.4Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1629599,,,1610612746,60,71,2022-04-02T01:04:20Z,3110000,,,0,,A. Coffey Free Throw 1 of 2 (15 PTS),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
316,PT00M44.60S,2022-04-02T01:04:30.7Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1629599,,,1610612746,60,72,2022-04-02T01:04:30Z,3120000,,,0,,A. Coffey Free Throw 2 of 2 (16 PTS),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
317,PT00M32.00S,2022-04-02T01:04:45.5Z,2,REGULAR,3pt,Jump Shot,[],1626171,68.9388961892247,70.34313725490196,1610612749,60,72,2022-04-02T01:04:58Z,3130000,102.0,239.0,1,right,MISS B. Portis 26' 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,26.02,Missed,,,,,,,,,,,,,,,,,,
318,PT00M30.30S,2022-04-02T01:04:47.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612749,60,72,2022-04-02T01:04:58Z,3140000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,317.0,,,,,,,,
319,PT00M30.30S,2022-04-02T01:04:57.6Z,2,REGULAR,foul,personal,[],1627826,,,1610612749,60,72,2022-04-02T01:05:07Z,3150000,,,0,,I. Zubac loose ball personal FOUL (1 PF),"[1627826, 1626192]",1610612746.0,LAC,loose ball,,,Zubac,I. Zubac,,,,,,,,,,,1363.0,1.0,0.0,Connaughton,1626192.0,,,,,,,,,
321,PT00M25.30S,2022-04-02T01:05:13.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629670,66.96780551905388,19.607843137254903,1610612749,60,72,2022-04-02T01:05:17Z,3170000,-152.0,258.0,1,right,MISS J. Nwora 29' 3PT,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,29.94,Missed,,,,,,,,,,,,,,,,,,
322,PT00M22.40S,2022-04-02T01:05:16.0Z,2,REGULAR,rebound,defensive,[],1629611,,,1610612746,60,72,2022-04-02T01:05:16Z,3180000,,,0,,T. Mann REBOUND (Off:1 Def:1),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,321.0,2.0,1.0,1.0,,,,,
323,PT00M12.00S,2022-04-02T01:05:30.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626171,,,1610612746,60,72,2022-04-02T01:05:54Z,3190000,,,0,,B. Portis personal FOUL (2 PF) (Zubac 2 FT),"[1626171, 1627826]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,1363.0,2.0,1.0,Zubac,1627826.0,,,,,,,,,
325,PT00M12.00S,2022-04-02T01:06:00.5Z,2,REGULAR,freethrow,1 of 2,[],1627826,,,1610612746,60,72,2022-04-02T01:06:00Z,3210000,,,0,,MISS I. Zubac Free Throw 1 of 2,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,Missed,,,,,,,,,,,,,,,,,,
326,PT00M12.00S,2022-04-02T01:06:00.5Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612746,60,72,2022-04-02T01:06:00Z,3220000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,325.0,,,,,,,,
327,PT00M12.00S,2022-04-02T01:06:17.3Z,2,REGULAR,freethrow,2 of 2,[],1627826,,,1610612746,60,73,2022-04-02T01:06:17Z,3230000,,,0,,I. Zubac Free Throw 2 of 2 (5 PTS),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
328,PT00M03.10S,2022-04-02T01:06:29.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1626171,94.03745072273325,50.0,1610612749,62,73,2022-04-02T01:06:36Z,3240000,0.0,4.0,1,right,B. Portis cutting DUNK (18 PTS) (G. Hill 3 AST),"[1626171, 201588]",1610612749.0,MIL,cutting,,,Portis,B. Portis,,,,,0.35,Made,18.0,G. Hill,201588.0,3.0,,,,,,,,,,,,,,
330,PT00M01.00S,2022-04-02T01:06:46.0Z,2,REGULAR,3pt,Jump Shot,[],1629611,43.446123521682,47.30392156862745,1610612746,62,73,2022-04-02T01:08:20Z,3260000,13.0,356.0,1,left,MISS T. Mann 35' 3PT,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,35.62,Missed,,,,,,,,,,,,,,,,,,
331,PT00M00.10S,2022-04-02T01:06:46.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612746,62,73,2022-04-02T01:08:49Z,3270000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,330.0,,,,,,,,
332,PT00M00.00S,2022-04-02T01:06:55.6Z,2,REGULAR,period,end,[],0,,,1610612746,62,73,2022-04-02T01:06:55Z,3280000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT12M00.00S,2022-04-02T01:21:34.6Z,3,REGULAR,substitution,out,['startperiod'],201588,,,1610612746,62,73,2022-04-02T01:21:54Z,3290000,,,0,,SUB out: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,
334,PT12M00.00S,2022-04-02T01:21:34.6Z,3,REGULAR,substitution,in,['startperiod'],201586,,,1610612746,62,73,2022-04-02T01:21:54Z,3300000,,,0,,SUB in: S. Ibaka,[201586],1610612749.0,MIL,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,,,,,
335,PT12M00.00S,2022-04-02T01:21:56.9Z,3,REGULAR,period,start,[],0,,,1610612746,62,73,2022-04-02T01:21:56Z,3310000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT11M45.00S,2022-04-02T01:22:17.3Z,3,REGULAR,foul,personal,['2freethrow'],201586,,,1610612746,62,73,2022-04-02T01:22:41Z,3320000,,,0,,S. Ibaka shooting personal FOUL (3 PF) (Mann 2 FT),"[201586, 1629611]",1610612749.0,MIL,shooting,,,Ibaka,S. Ibaka,,,,,,,,,,,2882.0,3.0,0.0,Mann,1629611.0,,,,,,,,,
338,PT11M45.00S,2022-04-02T01:22:42.9Z,3,REGULAR,freethrow,1 of 2,[],1629611,,,1610612746,62,74,2022-04-02T01:22:42Z,3340000,,,0,,T. Mann Free Throw 1 of 2 (13 PTS),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
339,PT11M45.00S,2022-04-02T01:22:42.9Z,3,REGULAR,freethrow,2 of 2,[],1629611,,,1610612746,62,74,2022-04-02T01:22:57Z,3350000,,,0,,MISS T. Mann Free Throw 2 of 2,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,Missed,,,,,,,,,,,,,,,,,,
340,PT11M39.00S,2022-04-02T01:22:48.9Z,3,REGULAR,rebound,defensive,[],1626171,,,1610612749,62,74,2022-04-02T01:22:57Z,3360000,,,0,,B. Portis REBOUND (Off:2 Def:5),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,339.0,7.0,5.0,2.0,,,,,
341,PT11M30.00S,2022-04-02T01:23:12.6Z,3,REGULAR,foul,personal,[],203496,,,1610612749,62,74,2022-04-02T01:23:20Z,3370000,,,0,,R. Covington personal FOUL (2 PF),"[203496, 1629670]",1610612746.0,LAC,,,,Covington,R. Covington,,,,,,,,,,,2002.0,2.0,0.0,Nwora,1629670.0,,,,,,,,,
343,PT11M21.00S,2022-04-02T01:23:33.0Z,3,REGULAR,3pt,Jump Shot,[],1626192,18.74178712220762,8.333333333333332,1610612749,62,74,2022-04-02T01:23:39Z,3390000,208.0,124.0,1,left,MISS P. Connaughton 24' 3PT,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,24.23,Missed,,,,,,,,,,,,,,,,,,
344,PT11M15.00S,2022-04-02T01:23:38.6Z,3,REGULAR,rebound,offensive,[],1626171,,,1610612749,62,74,2022-04-02T01:23:38Z,3400000,,,0,,B. Portis REBOUND (Off:3 Def:5),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,343.0,8.0,5.0,3.0,,,,,
345,PT11M15.00S,2022-04-02T01:23:38.6Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1626171,5.590000152587891,50.0,1610612749,62,74,2022-04-02T01:24:45Z,3410000,0.0,0.0,1,left,MISS B. Portis putback Layup - blocked,"[1626171, 1629611]",1610612749.0,MIL,putback,,,Portis,B. Portis,,,,,0.0,Missed,,,,,,,,,,,,,,,Mann,1629611.0,,
348,PT11M15.00S,2022-04-02T01:23:38.6Z,3,REGULAR,block,,[],1629611,,,1610612749,62,74,2022-04-02T01:24:36Z,3415000,,,0,,T. Mann BLOCK (1 BLK),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,
346,PT11M15.00S,2022-04-02T01:23:38.6Z,3,REGULAR,rebound,defensive,[],1629599,,,1610612746,62,74,2022-04-02T01:23:45Z,3420000,,,0,,A. Coffey REBOUND (Off:0 Def:4),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,345.0,4.0,4.0,0.0,,,,,
347,PT11M11.00S,2022-04-02T01:23:42.9Z,3,REGULAR,3pt,Jump Shot,[],1628379,73.9323258869908,11.76470588235294,1610612746,62,77,2022-04-02T01:23:56Z,3430000,-191.0,193.0,1,right,L. Kennard 27' 3PT step back (20 PTS) (R. Covington 2 AST),"[1628379, 203496]",1610612746.0,LAC,step back,,,Kennard,L. Kennard,,,,,27.13,Made,20.0,R. Covington,203496.0,2.0,,,,,,,,,,,,,,
350,PT10M58.00S,2022-04-02T01:24:09.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626171,15.193823915900131,47.794117647058826,1610612749,64,77,2022-04-02T01:24:16Z,3450000,11.0,90.0,1,left,B. Portis 9' floating Jump Shot (20 PTS) (P. Connaughton 3 AST),"[1626171, 1626192]",1610612749.0,MIL,floating,,,Portis,B. Portis,,,,,9.1,Made,20.0,P. Connaughton,1626192.0,3.0,,,,,,,,,,,,,,
352,PT10M58.00S,2022-04-02T01:24:12.7Z,3,REGULAR,foul,personal,['1freethrow'],1629599,,,1610612749,64,77,2022-04-02T01:24:38Z,3470000,,,0,,A. Coffey shooting personal FOUL (1 PF) (Portis 1 FT),"[1629599, 1626171]",1610612746.0,LAC,shooting,,,Coffey,A. Coffey,,,,,,,,,,,2882.0,1.0,0.0,Portis,1626171.0,,,,,,,,,
354,PT10M58.00S,2022-04-02T01:24:39.2Z,3,REGULAR,freethrow,1 of 1,[],1626171,,,1610612749,65,77,2022-04-02T01:24:39Z,3490000,,,0,,B. Portis Free Throw 1 of 1 (21 PTS),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,Made,21.0,,,,,,,,,,,,,,,,,
355,PT10M47.00S,2022-04-02T01:24:51.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629611,91.40932982917214,64.4607843137255,1610612746,65,77,2022-04-02T01:27:04Z,3500000,72.0,28.0,1,right,MISS T. Mann 7' driving Layup,[1629611],1610612746.0,LAC,driving,,,Mann,T. Mann,,,,,7.76,Missed,,,,,,,,,,,,,,,,,,
356,PT10M44.00S,2022-04-02T01:24:54.0Z,3,REGULAR,rebound,defensive,[],201586,,,1610612749,65,77,2022-04-02T01:24:59Z,3510000,,,0,,S. Ibaka REBOUND (Off:1 Def:1),[201586],1610612749.0,MIL,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,355.0,2.0,1.0,1.0,,,,,
357,PT10M43.00S,2022-04-02T01:24:54.5Z,3,REGULAR,turnover,bad pass,[],201586,,,1610612749,65,77,2022-04-02T01:25:03Z,3520000,,,0,,S. Ibaka bad pass TURNOVER (2 TO),"[201586, 1629599]",1610612749.0,MIL,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,2.0,,,Coffey,1629599.0
358,PT10M43.00S,2022-04-02T01:24:54.5Z,3,REGULAR,steal,,[],1629599,,,1610612746,65,77,2022-04-02T01:24:59Z,3530000,,,0,,A. Coffey STEAL (1 STL),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,
359,PT10M37.00S,2022-04-02T01:25:00.8Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203496,71.96123521681997,84.80392156862744,1610612746,65,77,2022-04-02T01:25:06Z,3540000,174.0,211.0,1,right,MISS R. Covington 27' 3PT,[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,27.36,Missed,,,,,,,,,,,,,,,,,,
360,PT10M35.00S,2022-04-02T01:25:03.2Z,3,REGULAR,rebound,offensive,[],1627826,,,1610612746,65,77,2022-04-02T01:25:03Z,3550000,,,0,,I. Zubac REBOUND (Off:1 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,359.0,2.0,1.0,1.0,,,,,
361,PT10M32.00S,2022-04-02T01:25:04.7Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover', '2ndchance']",1627826,92.46057818659659,49.26470588235294,1610612746,65,79,2022-04-02T01:25:10Z,3560000,-4.0,18.0,1,right,I. Zubac turnaround Hook (7 PTS),[1627826],1610612746.0,LAC,turnaround,,,Zubac,I. Zubac,,,,,1.88,Made,7.0,,,,,,,,,,,,,,,,,
362,PT10M16.00S,2022-04-02T01:25:21.3Z,3,REGULAR,turnover,bad pass,[],1626192,,,1610612749,65,79,2022-04-02T01:25:28Z,3570000,,,0,,P. Connaughton bad pass TURNOVER (1 TO),"[1626192, 1628379]",1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,1.0,,,Kennard,1628379.0
363,PT10M16.00S,2022-04-02T01:25:21.3Z,3,REGULAR,steal,,[],1628379,,,1610612746,65,79,2022-04-02T01:26:01Z,3580000,,,0,,L. Kennard STEAL (1 STL),[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,
