actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,value
94,PT04M57.00S,2022-02-27T01:55:25.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202681,91.01511169513797,40.931372549019606,1610612751,16,14,2022-02-27T01:55:34Z,910000,-45.0,32.0,1,right,K. Irving pullup bank Jump Shot (6 PTS),[202681],1610612751.0,BKN,pullup bank,,,Irving,K. Irving,,,,,5.55,Made,6.0,,,,,,,,,,,,,,,,,,
95,PT04M57.00S,2022-02-27T01:55:29.8Z,1,REGULAR,foul,personal,['1freethrow'],202083,,,1610612751,16,14,2022-02-27T01:56:20Z,920000,,,0,,W. Matthews shooting personal FOUL (1 PF) (Irving 1 FT),"[202083, 202681]",1610612749.0,MIL,shooting,,,Matthews,W. Matthews,,,,,,,,,,,203177.0,1.0,0.0,Irving,202681.0,,,,,,,,,,
97,PT04M57.00S,2022-02-27T01:55:44.7Z,1,REGULAR,substitution,out,[],1628971,,,1610612751,16,14,2022-02-27T01:56:04Z,940000,,,0,,SUB out: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M57.00S,2022-02-27T01:55:44.7Z,1,REGULAR,substitution,in,[],201988,,,1610612751,16,14,2022-02-27T01:56:04Z,950000,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT04M57.00S,2022-02-27T01:56:04.4Z,1,REGULAR,substitution,out,[],203114,,,1610612751,16,14,2022-02-27T02:04:46Z,955000,,,0,,SUB out: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT04M57.00S,2022-02-27T01:56:04.4Z,1,REGULAR,substitution,in,[],1629670,,,1610612751,16,14,2022-02-27T02:04:46Z,957500,,,0,,SUB in: J. Nwora,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M57.00S,2022-02-27T01:56:24.2Z,1,REGULAR,freethrow,1 of 1,[],202681,,,1610612751,16,15,2022-02-27T01:56:24Z,960000,,,0,,K. Irving Free Throw 1 of 1 (7 PTS),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
100,PT04M29.00S,2022-02-27T01:56:26.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626171,11.12023653088042,47.549019607843135,1610612749,16,15,2022-02-27T01:56:31Z,970000,12.0,52.0,1,left,MISS B. Portis Hook,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,5.34,Missed,,,,,,,,,,,,,,,,,,,
101,PT04M26.00S,2022-02-27T01:56:29.5Z,1,REGULAR,rebound,defensive,[],1630556,,,1610612751,16,15,2022-02-27T01:56:29Z,980000,,,0,,K. Edwards REBOUND (Off:0 Def:1),[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,100.0,1.0,1.0,0.0,,,,
102,PT04M23.00S,2022-02-27T01:56:31.9Z,1,REGULAR,2pt,Jump Shot,[],1630560,84.70762155059133,21.568627450980394,1610612751,16,15,2022-02-27T01:56:39Z,990000,-142.0,91.0,1,right,MISS C. Thomas 16' pullup Shot,[1630560],1610612751.0,BKN,pullup,,,Thomas,C. Thomas,,,,,16.89,Missed,,,,,,,,,,,,,,,,,,,
103,PT04M20.00S,2022-02-27T01:56:34.9Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,16,15,2022-02-27T01:56:39Z,1000000,,,0,,B. Portis REBOUND (Off:1 Def:3),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,102.0,4.0,3.0,1.0,,,,
104,PT04M10.00S,2022-02-27T01:56:46.2Z,1,REGULAR,3pt,Jump Shot,[],201586,26.363337713534822,12.254901960784313,1610612749,19,15,2022-02-27T01:56:51Z,1010000,189.0,195.0,1,left,S. Ibaka 27' 3PT  (6 PTS) (J. Holiday 3 AST),"[201586, 201950]",1610612749.0,MIL,,,,Ibaka,S. Ibaka,,,,,27.16,Made,6.0,J. Holiday,201950.0,3.0,,,,,,,,,,,,,,,
106,PT03M51.00S,2022-02-27T01:57:03.8Z,1,REGULAR,3pt,Jump Shot,[],202681,65.91655716162943,45.83333333333333,1610612751,19,15,2022-02-27T01:57:19Z,1030000,-21.0,268.0,1,right,MISS K. Irving 26' 3PT,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,26.87,Missed,,,,,,,,,,,,,,,,,,,
107,PT03M48.00S,2022-02-27T01:57:07.0Z,1,REGULAR,rebound,defensive,[],1629670,,,1610612749,19,15,2022-02-27T01:57:07Z,1040000,,,0,,J. Nwora REBOUND (Off:0 Def:1),[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,106.0,1.0,1.0,0.0,,,,
108,PT03M43.00S,2022-02-27T01:57:12.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201950,7.835085413929041,49.26470588235294,1610612749,21,15,2022-02-27T01:57:24Z,1050000,4.0,21.0,1,left,J. Holiday driving finger roll Layup (4 PTS),[201950],1610612749.0,MIL,driving finger roll,,,Holiday,J. Holiday,,,,,2.14,Made,4.0,,,,,,,,,,,,,,,,,,
110,PT03M28.00S,2022-02-27T01:57:30.2Z,1,REGULAR,2pt,Jump Shot,[],200746,91.14651773981603,80.63725490196079,1610612751,21,17,2022-02-27T01:57:36Z,1060000,153.0,31.0,1,right,L. Aldridge 15' Jump Shot (2 PTS) (C. Thomas 1 AST),"[200746, 1630560]",1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,15.62,Made,2.0,C. Thomas,1630560.0,1.0,,,,,,,,,,,,,,,
112,PT03M28.00S,2022-02-27T01:57:33.3Z,1,REGULAR,foul,personal,['1freethrow'],201586,,,1610612751,21,17,2022-02-27T01:58:18Z,1080000,,,0,,S. Ibaka shooting personal FOUL (1 PF) (Aldridge 1 FT),"[201586, 200746]",1610612749.0,MIL,shooting,,,Ibaka,S. Ibaka,,,,,,,,,,,1830.0,1.0,0.0,Aldridge,200746.0,,,,,,,,,,
114,PT03M28.00S,2022-02-27T01:57:45.2Z,1,REGULAR,substitution,out,[],1626171,,,1610612751,21,17,2022-02-27T01:58:06Z,1100000,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M28.00S,2022-02-27T01:57:45.2Z,1,REGULAR,substitution,out,[],202681,,,1610612751,21,17,2022-02-27T01:58:06Z,1110000,,,0,,SUB out: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M28.00S,2022-02-27T01:57:45.2Z,1,REGULAR,substitution,out,[],1630556,,,1610612751,21,17,2022-02-27T01:58:06Z,1120000,,,0,,SUB out: K. Edwards,[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M28.00S,2022-02-27T01:57:45.2Z,1,REGULAR,substitution,in,[],203507,,,1610612751,21,17,2022-02-27T01:58:06Z,1130000,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M28.00S,2022-02-27T01:57:45.2Z,1,REGULAR,substitution,in,[],201949,,,1610612751,21,17,2022-02-27T01:58:06Z,1140000,,,0,,SUB in: J. Johnson,[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M28.00S,2022-02-27T01:57:45.2Z,1,REGULAR,substitution,in,[],201609,,,1610612751,21,17,2022-02-27T01:58:06Z,1150000,,,0,,SUB in: G. Dragic,[201609],1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M28.00S,2022-02-27T01:58:20.0Z,1,REGULAR,freethrow,1 of 1,[],200746,,,1610612751,21,18,2022-02-27T01:58:20Z,1160000,,,0,,L. Aldridge Free Throw 1 of 1 (3 PTS),[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
121,PT03M14.00S,2022-02-27T01:58:33.8Z,1,REGULAR,2pt,Jump Shot,[],201950,20.581471747700395,23.284313725490197,1610612749,23,18,2022-02-27T02:05:38Z,1170000,134.0,141.0,1,left,J. Holiday 19' driving floating Jump Shot (6 PTS),[201950],1610612749.0,MIL,driving floating,,,Holiday,J. Holiday,,,,,19.42,Made,6.0,,,,,,,,,,,,,,,,,,
122,PT03M00.00S,2022-02-27T01:58:48.1Z,1,REGULAR,2pt,Jump Shot,[],200746,79.58278580814718,33.088235294117645,1610612751,23,20,2022-02-27T01:58:52Z,1180000,-85.0,139.0,1,right,L. Aldridge 16' floating Jump Shot (5 PTS) (C. Thomas 2 AST),"[200746, 1630560]",1610612751.0,BKN,floating,,,Aldridge,L. Aldridge,,,,,16.31,Made,5.0,C. Thomas,1630560.0,2.0,,,,,,,,,,,,,,,
124,PT02M46.00S,2022-02-27T01:59:02.0Z,1,REGULAR,3pt,Jump Shot,[],201586,34.247700394218136,48.77450980392157,1610612749,23,20,2022-02-27T01:59:06Z,1200000,6.0,269.0,1,left,MISS S. Ibaka 26' 3PT,[201586],1610612749.0,MIL,,,,Ibaka,S. Ibaka,,,,,26.95,Missed,,,,,,,,,,,,,,,,,,,
125,PT02M44.00S,2022-02-27T01:59:05.1Z,1,REGULAR,rebound,defensive,[],201609,,,1610612751,23,20,2022-02-27T01:59:05Z,1210000,,,0,,G. Dragic REBOUND (Off:0 Def:1),[201609],1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,124.0,1.0,1.0,0.0,,,,
126,PT02M39.00S,2022-02-27T01:59:10.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201609,73.01248357424441,14.215686274509803,1610612751,23,23,2022-02-27T02:00:04Z,1220000,-179.0,201.0,1,right,G. Dragic 26' 3PT  (3 PTS) (P. Mills 1 AST),"[201609, 201988]",1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,26.92,Made,3.0,P. Mills,201988.0,1.0,,,,,,,,,,,,,,,
128,PT02M17.00S,2022-02-27T01:59:31.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201586,20.318659658344284,35.049019607843135,1610612749,23,23,2022-02-27T01:59:59Z,1240000,75.0,138.0,1,left,MISS S. Ibaka 15' Jump Shot,[201586],1610612749.0,MIL,,,,Ibaka,S. Ibaka,,,,,15.74,Missed,,,,,,,,,,,,,,,,,,,
129,PT02M17.00S,2022-02-27T01:59:31.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612751,23,23,2022-02-27T01:59:59Z,1250000,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,128.0,,,,,,,
130,PT02M17.00S,2022-02-27T01:59:43.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,23,23,2022-02-27T01:59:43Z,1260000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M17.00S,2022-02-27T02:02:13.4Z,1,REGULAR,substitution,out,[],201950,,,1610612751,23,23,2022-02-27T02:02:47Z,1270000,,,0,,SUB out: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M17.00S,2022-02-27T02:02:13.4Z,1,REGULAR,substitution,out,[],201586,,,1610612751,23,23,2022-02-27T02:02:47Z,1290000,,,0,,SUB out: S. Ibaka,[201586],1610612749.0,MIL,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT02M17.00S,2022-02-27T02:02:13.4Z,1,REGULAR,substitution,in,[],1628960,,,1610612751,23,23,2022-02-27T02:02:47Z,1300000,,,0,,SUB in: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT02M17.00S,2022-02-27T02:02:13.4Z,1,REGULAR,substitution,in,[],1628975,,,1610612751,23,23,2022-02-27T02:02:47Z,1320000,,,0,,SUB in: J. Carter,[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT01M54.00S,2022-02-27T02:03:33.7Z,1,REGULAR,3pt,Jump Shot,[],201949,66.83639947437582,54.90196078431373,1610612751,23,23,2022-02-27T02:07:17Z,1330000,25.0,259.0,1,right,MISS J. Johnson 26' 3PT,[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,26.04,Missed,,,,,,,,,,,,,,,,,,,
140,PT01M52.00S,2022-02-27T02:03:35.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612751,23,23,2022-02-27T02:07:17Z,1340000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,139.0,,,,,,,
141,PT01M52.00S,2022-02-27T02:03:39.4Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612751,23,23,2022-02-27T02:07:29Z,1350000,,,0,,BKN shot clock Team TURNOVER,[],1610612751.0,BKN,,,,,,,,,,,,,,,,1830.0,,,,,,,,,,,,,,
142,PT01M47.00S,2022-02-27T02:03:51.2Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],203507,23.603810775295663,64.70588235294117,1610612749,25,23,2022-02-27T02:03:56Z,1360000,-74.0,169.0,1,left,G. Antetokounmpo 18' pullup Jump Shot (3 PTS),[203507],1610612749.0,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,18.47,Made,3.0,,,,,,,,,,,,,,,,,,
143,PT01M34.00S,2022-02-27T02:04:06.4Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,25,23,2022-02-27T02:04:06Z,1370000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT01M22.00S,2022-02-27T02:04:31.1Z,1,REGULAR,3pt,Jump Shot,[],200746,66.3107752956636,45.83333333333333,1610612751,25,23,2022-02-27T02:04:38Z,1380000,-21.0,264.0,1,right,MISS L. Aldridge 26' 3PT,[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,26.5,Missed,,,,,,,,,,,,,,,,,,,
146,PT01M17.00S,2022-02-27T02:04:36.1Z,1,REGULAR,rebound,offensive,[],201609,,,1610612751,25,23,2022-02-27T02:04:38Z,1390000,,,0,,G. Dragic REBOUND (Off:1 Def:1),[201609],1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,145.0,2.0,1.0,1.0,,,,
147,PT01M15.00S,2022-02-27T02:04:41.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628975,,,1610612751,25,23,2022-02-27T02:04:54Z,1400000,,,0,,J. Carter shooting personal FOUL (1 PF) (Dragic 2 FT),"[1628975, 201609]",1610612749.0,MIL,shooting,,,Carter,J. Carter,,,,,,,,,,,203177.0,1.0,0.0,Dragic,201609.0,,,,,,,,,,
151,PT01M15.00S,2022-02-27T02:05:02.6Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],201609,,,1610612751,25,24,2022-02-27T02:05:02Z,1420000,,,0,,G. Dragic Free Throw 1 of 2 (4 PTS),[201609],1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
152,PT01M15.00S,2022-02-27T02:05:03.9Z,1,REGULAR,substitution,out,[],202083,,,1610612751,25,24,2022-02-27T02:05:13Z,1430000,,,0,,SUB out: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT01M15.00S,2022-02-27T02:05:03.9Z,1,REGULAR,substitution,out,[],201949,,,1610612751,25,24,2022-02-27T02:05:13Z,1440000,,,0,,SUB out: J. Johnson,[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT01M15.00S,2022-02-27T02:05:03.9Z,1,REGULAR,substitution,in,[],203114,,,1610612751,25,24,2022-02-27T02:05:13Z,1450000,,,0,,SUB in: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT01M15.00S,2022-02-27T02:05:03.9Z,1,REGULAR,substitution,in,[],1630556,,,1610612751,25,24,2022-02-27T02:05:13Z,1460000,,,0,,SUB in: K. Edwards,[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT01M15.00S,2022-02-27T02:05:02.6Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],201609,,,1610612751,25,24,2022-02-27T02:05:26Z,1470000,,,0,,MISS G. Dragic Free Throw 2 of 2,[201609],1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,,Missed,,,,,,,,,,,,,,,,,,,
157,PT01M12.00S,2022-02-27T02:05:05.6Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,25,24,2022-02-27T02:05:26Z,1480000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:3),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,156.0,3.0,3.0,0.0,,,,
158,PT01M05.00S,2022-02-27T02:05:37.4Z,1,REGULAR,foul,personal,['2freethrow'],200746,,,1610612749,25,24,2022-02-27T02:05:47Z,1490000,,,0,,L. Aldridge shooting personal FOUL (1 PF) (Antetokounmpo 2 FT),"[200746, 203507]",1610612751.0,BKN,shooting,,,Aldridge,L. Aldridge,,,,,,,,,,,203177.0,1.0,0.0,Antetokounmpo,203507.0,,,,,,,,,,
160,PT01M05.00S,2022-02-27T02:06:07.5Z,1,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,26,24,2022-02-27T02:06:07Z,1510000,,,0,,G. Antetokounmpo Free Throw 1 of 2 (4 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
161,PT01M05.00S,2022-02-27T02:06:24.5Z,1,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,27,24,2022-02-27T02:06:24Z,1520000,,,0,,G. Antetokounmpo Free Throw 2 of 2 (5 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
162,PT00M54.00S,2022-02-27T02:06:40.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628960,,,1610612751,27,24,2022-02-27T02:06:53Z,1530000,,,0,,G. Allen personal FOUL (2 PF) (Mills 2 FT),"[1628960, 201988]",1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,1830.0,2.0,0.0,Mills,201988.0,,,,,,,,,,
164,PT00M54.00S,2022-02-27T02:07:08.8Z,1,REGULAR,freethrow,1 of 2,[],201988,,,1610612751,27,24,2022-02-27T02:07:08Z,1550000,,,0,,MISS P. Mills Free Throw 1 of 2,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,Missed,,,,,,,,,,,,,,,,,,,
165,PT00M54.00S,2022-02-27T02:07:08.8Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,27,24,2022-02-27T02:07:08Z,1560000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,164.0,,,,,,,
166,PT00M54.00S,2022-02-27T02:07:21.3Z,1,REGULAR,freethrow,2 of 2,[],201988,,,1610612751,27,25,2022-02-27T02:07:21Z,1570000,,,0,,P. Mills Free Throw 2 of 2 (1 PTS),[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
167,PT00M42.30S,2022-02-27T02:07:35.9Z,1,REGULAR,3pt,Jump Shot,[],203114,32.53942181340342,58.82352941176471,1610612749,30,25,2022-02-27T02:07:41Z,1580000,-44.0,253.0,1,left,K. Middleton 25' 3PT pullup (5 PTS),[203114],1610612749.0,MIL,pullup,,,Middleton,K. Middleton,,,,,25.72,Made,5.0,,,,,,,,,,,,,,,,,,
168,PT00M33.10S,2022-02-27T02:07:46.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630560,81.42247043363994,37.254901960784316,1610612751,30,25,2022-02-27T02:07:53Z,1590000,-64.0,122.0,1,right,MISS C. Thomas 13' pullup Shot,[1630560],1610612751.0,BKN,pullup,,,Thomas,C. Thomas,,,,,13.77,Missed,,,,,,,,,,,,,,,,,,,
169,PT00M30.40S,2022-02-27T02:07:49.4Z,1,REGULAR,rebound,offensive,[],200746,,,1610612751,30,25,2022-02-27T02:07:53Z,1600000,,,0,,L. Aldridge REBOUND (Off:1 Def:1),[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,168.0,2.0,1.0,1.0,,,,
170,PT00M29.70S,2022-02-27T02:07:50.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",200746,92.59198423127464,53.431372549019606,1610612751,30,25,2022-02-27T02:07:56Z,1610000,17.0,17.0,1,right,MISS L. Aldridge putback Layup,[200746],1610612751.0,BKN,putback,,,Aldridge,L. Aldridge,,,,,2.43,Missed,,,,,,,,,,,,,,,,,,,
171,PT00M29.70S,2022-02-27T02:07:50.0Z,1,REGULAR,rebound,offensive,[],1630556,,,1610612751,30,25,2022-02-27T02:07:56Z,1620000,,,0,,K. Edwards REBOUND (Off:1 Def:1),[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,170.0,2.0,1.0,1.0,,,,
172,PT00M25.70S,2022-02-27T02:07:54.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630556,94.40999984741211,50.0,1610612751,30,25,2022-02-27T02:07:54Z,1630000,0.0,0.0,1,right,MISS K. Edwards tip Layup,[1630556],1610612751.0,BKN,tip,,,Edwards,K. Edwards,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
173,PT00M24.80S,2022-02-27T02:07:54.9Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,30,25,2022-02-27T02:07:54Z,1640000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:4),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,172.0,4.0,4.0,0.0,,,,
174,PT00M20.40S,2022-02-27T02:07:59.3Z,1,REGULAR,3pt,Jump Shot,[],1629670,8.754927726675426,2.941176470588235,1610612749,30,25,2022-02-27T02:08:06Z,1650000,235.0,30.0,1,left,MISS J. Nwora 3PT,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,23.72,Missed,,,,,,,,,,,,,,,,,,,
175,PT00M20.40S,2022-02-27T02:08:02.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612749,30,25,2022-02-27T02:08:02Z,1660000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,174.0,,,,,,,
176,PT00M20.40S,2022-02-27T02:08:04.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201988,,,1610612749,30,25,2022-02-27T02:08:57Z,1670000,,,0,,P. Mills loose ball personal FOUL (1 PF) (Antetokounmpo 2 FT),"[201988, 203507]",1610612751.0,BKN,loose ball,,,Mills,P. Mills,,,,,,,,,,,1830.0,1.0,0.0,Antetokounmpo,203507.0,,,,,,,,,,
178,PT00M20.40S,2022-02-27T02:09:04.6Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],203507,,,1610612749,31,25,2022-02-27T02:09:04Z,1690000,,,0,,G. Antetokounmpo Free Throw 1 of 2 (6 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
179,PT00M20.40S,2022-02-27T02:09:07.0Z,1,REGULAR,substitution,out,[],1628960,,,1610612749,31,25,2022-02-27T02:09:30Z,1700000,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT00M20.40S,2022-02-27T02:09:07.0Z,1,REGULAR,substitution,out,[],1629670,,,1610612749,31,25,2022-02-27T02:09:30Z,1710000,,,0,,SUB out: J. Nwora,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT00M20.40S,2022-02-27T02:09:07.0Z,1,REGULAR,substitution,out,[],203114,,,1610612749,31,25,2022-02-27T02:09:30Z,1720000,,,0,,SUB out: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT00M20.40S,2022-02-27T02:09:07.0Z,1,REGULAR,substitution,out,[],1630556,,,1610612749,31,25,2022-02-27T02:09:30Z,1730000,,,0,,SUB out: K. Edwards,[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT00M20.40S,2022-02-27T02:09:07.0Z,1,REGULAR,substitution,in,[],1627761,,,1610612749,31,25,2022-02-27T02:09:30Z,1740000,,,0,,SUB in: D. Bembry,[1627761],1610612749.0,MIL,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT00M20.40S,2022-02-27T02:09:07.0Z,1,REGULAR,substitution,in,[],202083,,,1610612749,31,25,2022-02-27T02:09:30Z,1750000,,,0,,SUB in: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT00M20.40S,2022-02-27T02:09:07.0Z,1,REGULAR,substitution,in,[],1629623,,,1610612749,31,25,2022-02-27T02:09:30Z,1760000,,,0,,SUB in: L. Wigginton,[1629623],1610612749.0,MIL,,,,Wigginton,L. Wigginton,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT00M20.40S,2022-02-27T02:09:07.0Z,1,REGULAR,substitution,in,[],203552,,,1610612749,31,25,2022-02-27T02:09:30Z,1770000,,,0,,SUB in: S. Curry,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT00M20.40S,2022-02-27T02:09:34.8Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],203507,,,1610612749,32,25,2022-02-27T02:09:34Z,1780000,,,0,,G. Antetokounmpo Free Throw 2 of 2 (7 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
