actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,pointsTotal,officialId,turnoverTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
92,PT05M22.00S,2021-12-23T01:24:08.1Z,1,REGULAR,3pt,Jump Shot,[],201950,32.670827858081466,63.23529411764706,1610612749,13,11,2021-12-23T01:24:14Z,920000,-66.0,255.0,1,left,MISS J. Holiday 26' pullup 3PT,[201950],1610612749.0,MIL,pullup,,,Holiday,J. Holiday,,,,,26.31,Missed,,,,,,,,,,,,,,,,,,,
93,PT05M19.00S,2021-12-23T01:24:11.1Z,1,REGULAR,rebound,defensive,[],1630256,,,1610612745,13,11,2021-12-23T01:24:14Z,930000,,,0,,J. Tate REBOUND (Off:2 Def:2),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,92.0,,,,4.0,2.0,2.0,,,,,,,,,,,,
95,PT05M15.00S,2021-12-23T01:24:14.9Z,1,REGULAR,foul,personal,['3freethrow'],201950,,,1610612745,13,11,2021-12-23T01:24:29Z,950000,,,0,,J. Holiday shooting personal FOUL (1 PF) (Mathews 3 FT),"[201950, 1629726]",1610612749.0,MIL,shooting,,,Holiday,J. Holiday,,,,,,,,,203591.0,,,,,1.0,0.0,Mathews,1629726.0,,,,,,,,
97,PT05M15.00S,2021-12-23T01:24:51.3Z,1,REGULAR,freethrow,1 of 3,['fastbreak'],1629726,,,1610612745,13,12,2021-12-23T01:24:51Z,970000,,,0,,G. Mathews Free Throw 1 of 3 (1 PTS),[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,Made,,1.0,,,,,,,,,,,,,,,,,
98,PT05M15.00S,2021-12-23T01:25:08.4Z,1,REGULAR,freethrow,2 of 3,['fastbreak'],1629726,,,1610612745,13,13,2021-12-23T01:25:08Z,980000,,,0,,G. Mathews Free Throw 2 of 3 (2 PTS),[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,Made,,2.0,,,,,,,,,,,,,,,,,
99,PT05M15.00S,2021-12-23T01:25:09.8Z,1,REGULAR,substitution,out,[],202326,,,1610612745,13,13,2021-12-23T01:25:27Z,990000,,,0,,SUB out: D. Cousins,[202326],1610612749.0,MIL,,,,Cousins,D. Cousins,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT05M15.00S,2021-12-23T01:25:09.8Z,1,REGULAR,substitution,out,[],201950,,,1610612745,13,13,2021-12-23T01:25:27Z,1000000,,,0,,SUB out: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT05M15.00S,2021-12-23T01:25:09.8Z,1,REGULAR,substitution,out,[],1629717,,,1610612745,13,13,2021-12-23T01:25:27Z,1010000,,,0,,SUB out: A. Brooks,[1629717],1610612745.0,HOU,,,,Brooks,A. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT05M15.00S,2021-12-23T01:25:09.8Z,1,REGULAR,substitution,out,[],1630256,,,1610612745,13,13,2021-12-23T01:25:27Z,1020000,,,0,,SUB out: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT05M15.00S,2021-12-23T01:25:09.8Z,1,REGULAR,substitution,in,[],201588,,,1610612745,13,13,2021-12-23T01:25:27Z,1030000,,,0,,SUB in: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT05M15.00S,2021-12-23T01:25:09.8Z,1,REGULAR,substitution,in,[],1628400,,,1610612745,13,13,2021-12-23T01:25:27Z,1040000,,,0,,SUB in: S. Ojeleye,[1628400],1610612749.0,MIL,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT05M15.00S,2021-12-23T01:25:09.8Z,1,REGULAR,substitution,in,[],1630528,,,1610612745,13,13,2021-12-23T01:25:27Z,1050000,,,0,,SUB in: J. Christopher,[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT05M15.00S,2021-12-23T01:25:09.8Z,1,REGULAR,substitution,in,[],1630578,,,1610612745,13,13,2021-12-23T01:25:27Z,1060000,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT05M15.00S,2021-12-23T01:25:31.7Z,1,REGULAR,freethrow,3 of 3,['fastbreak'],1629726,,,1610612745,13,14,2021-12-23T01:25:31Z,1070000,,,0,,G. Mathews Free Throw 3 of 3 (3 PTS),[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,Made,,3.0,,,,,,,,,,,,,,,,,
108,PT04M57.00S,2021-12-23T01:25:50.8Z,1,REGULAR,3pt,Jump Shot,[],1629670,28.203022339027594,85.7843137254902,1610612749,13,14,2021-12-23T01:25:56Z,1080000,-179.0,213.0,1,left,MISS J. Nwora 27' step back 3PT,[1629670],1610612749.0,MIL,step back,,,Nwora,J. Nwora,,,,,27.79,Missed,,,,,,,,,,,,,,,,,,,
109,PT04M54.00S,2021-12-23T01:25:53.8Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,13,14,2021-12-23T01:25:56Z,1090000,,,0,,A. Sengun REBOUND (Off:0 Def:1),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,108.0,,,,1.0,1.0,0.0,,,,,,,,,,,,
110,PT04M46.00S,2021-12-23T01:26:02.3Z,1,REGULAR,3pt,Jump Shot,[],1630528,84.31340341655716,96.32352941176471,1610612745,13,17,2021-12-23T01:26:07Z,1100000,232.0,95.0,1,right,J. Christopher 25' 3PT  (3 PTS) (A. Sengun 1 AST),"[1630528, 1630578]",1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,25.03,Made,,3.0,,,,,,,,,,A. Sengun,1630578.0,1.0,,,,,
112,PT04M27.00S,2021-12-23T01:26:20.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628400,18.873193166885677,50.245098039215684,1610612749,13,17,2021-12-23T01:26:29Z,1120000,-1.0,125.0,1,left,MISS S. Ojeleye 12' driving floating Shot,[1628400],1610612749.0,MIL,driving floating,,,Ojeleye,S. Ojeleye,,,,,12.49,Missed,,,,,,,,,,,,,,,,,,,
113,PT04M25.00S,2021-12-23T01:26:22.3Z,1,REGULAR,rebound,defensive,[],1630528,,,1610612745,13,17,2021-12-23T01:26:29Z,1130000,,,0,,J. Christopher REBOUND (Off:0 Def:1),[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,112.0,,,,1.0,1.0,0.0,,,,,,,,,,,,
114,PT04M13.00S,2021-12-23T01:26:38.4Z,1,REGULAR,turnover,traveling,[],1630578,,,1610612745,13,17,2021-12-23T01:26:45Z,1140000,,,0,,A. Sengun traveling TURNOVER (1 TO),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,2530.0,1.0,,,,,,,,,,,,,,,
115,PT03M58.00S,2021-12-23T01:27:02.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628400,20.71287779237845,7.107843137254902,1610612749,13,17,2021-12-23T01:27:08Z,1150000,214.0,142.0,1,left,MISS S. Ojeleye 25' 3PT,[1628400],1610612749.0,MIL,,,,Ojeleye,S. Ojeleye,,,,,25.74,Missed,,,,,,,,,,,,,,,,,,,
116,PT03M55.00S,2021-12-23T01:27:05.1Z,1,REGULAR,rebound,offensive,[],203648,,,1610612749,13,17,2021-12-23T01:27:05Z,1160000,,,0,,T. Antetokounmpo REBOUND (Off:1 Def:1),[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,115.0,,,,2.0,1.0,1.0,,,,,,,,,,,,
117,PT03M50.00S,2021-12-23T01:27:09.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203648,8.623521681997373,46.568627450980394,1610612749,13,17,2021-12-23T01:27:14Z,1170000,17.0,29.0,1,left,MISS T. Antetokounmpo Layup - blocked,"[203648, 1626174]",1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,3.34,Missed,,,,,,,,,,,,,,,,,Wood,1626174.0,
130,PT03M50.00S,2021-12-23T01:27:09.9Z,1,REGULAR,block,,[],1626174,,,1610612749,13,17,2021-12-23T01:29:13Z,1175000,,,0,,C. Wood BLOCK (1 BLK),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M47.00S,2021-12-23T01:27:12.9Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612745,13,17,2021-12-23T01:27:14Z,1180000,,,0,,C. Wood REBOUND (Off:0 Def:3),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,117.0,,,,3.0,3.0,0.0,,,,,,,,,,,,
119,PT03M42.00S,2021-12-23T01:27:25.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628400,,,1610612745,13,17,2021-12-23T01:28:03Z,1190000,,,0,,S. Ojeleye shooting personal FOUL (1 PF) (Wood 2 FT),"[1628400, 1626174]",1610612749.0,MIL,shooting,,,Ojeleye,S. Ojeleye,,,,,,,,,203591.0,,,,,1.0,0.0,Wood,1626174.0,,,,,,,,
121,PT03M42.00S,2021-12-23T01:28:04.8Z,1,REGULAR,freethrow,1 of 2,[],1626174,,,1610612745,13,18,2021-12-23T01:28:37Z,1210000,,,0,,C. Wood Free Throw 1 of 2 (5 PTS),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,Made,,5.0,,,,,,,,,,,,,,,,,
122,PT03M42.00S,2021-12-23T01:28:05.8Z,1,REGULAR,substitution,out,[],203918,,,1610612745,13,18,2021-12-23T01:28:15Z,1220000,,,0,,SUB out: R. Hood,[203918],1610612749.0,MIL,,,,Hood,R. Hood,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT03M42.00S,2021-12-23T01:28:05.8Z,1,REGULAR,substitution,in,[],203114,,,1610612745,13,18,2021-12-23T01:28:15Z,1230000,,,0,,SUB in: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT03M42.00S,2021-12-23T01:28:04.8Z,1,REGULAR,freethrow,2 of 2,[],1626174,,,1610612745,13,18,2021-12-23T01:28:37Z,1240000,,,0,,MISS C. Wood Free Throw 2 of 2,[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,Missed,,,,,,,,,,,,,,,,,,,
125,PT03M42.00S,2021-12-23T01:28:04.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612745,13,18,2021-12-23T01:28:37Z,1250000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,124.0,,,,,,,,,,,,,,,,,,
126,PT03M42.00S,2021-12-23T01:28:30.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203648,,,1610612745,13,18,2021-12-23T01:28:46Z,1260000,,,0,,T. Antetokounmpo loose ball personal FOUL (1 PF) (Sengun 2 FT),"[203648, 1630578]",1610612749.0,MIL,loose ball,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,2530.0,,,,,1.0,0.0,Sengun,1630578.0,,,,,,,,
128,PT03M42.00S,2021-12-23T01:28:51.1Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1630578,,,1610612745,13,19,2021-12-23T01:29:19Z,1280000,,,0,,A. Sengun Free Throw 1 of 2 (1 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,Made,,1.0,,,,,,,,,,,,,,,,,
129,PT03M42.00S,2021-12-23T01:28:51.1Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1630578,,,1610612745,13,19,2021-12-23T01:29:19Z,1290000,,,0,,MISS A. Sengun Free Throw 2 of 2,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,Missed,,,,,,,,,,,,,,,,,,,
131,PT03M33.00S,2021-12-23T01:29:00.1Z,1,REGULAR,rebound,offensive,[],1626174,,,1610612745,13,19,2021-12-23T01:29:19Z,1300000,,,0,,C. Wood REBOUND (Off:1 Def:3),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,129.0,,,,4.0,3.0,1.0,,,,,,,,,,,,
132,PT03M33.00S,2021-12-23T01:29:18.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1626174,94.40999984741211,50.0,1610612745,13,21,2021-12-23T01:29:18Z,1310000,0.0,0.0,1,right,C. Wood tip DUNK (7 PTS),[1626174],1610612745.0,HOU,tip,,,Wood,C. Wood,,,,,0.0,Made,,7.0,,,,,,,,,,,,,,,,,
133,PT03M19.00S,2021-12-23T01:29:32.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201588,11.251642575558476,38.970588235294116,1610612749,15,21,2021-12-23T01:29:37Z,1320000,55.0,53.0,1,left,G. Hill 7' driving floating Jump Shot (2 PTS),[201588],1610612749.0,MIL,driving floating,,,Hill,G. Hill,,,,,7.67,Made,,2.0,,,,,,,,,,,,,,,,,
134,PT03M02.00S,2021-12-23T01:29:49.6Z,1,REGULAR,3pt,Jump Shot,[],201569,72.22404730617609,11.519607843137255,1610612745,15,21,2021-12-23T01:29:56Z,1330000,-192.0,209.0,1,right,MISS E. Gordon 28' 3PT,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,28.38,Missed,,,,,,,,,,,,,,,,,,,
135,PT02M58.00S,2021-12-23T01:29:53.6Z,1,REGULAR,rebound,defensive,[],203114,,,1610612749,15,21,2021-12-23T01:29:56Z,1340000,,,0,,K. Middleton REBOUND (Off:0 Def:1),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,134.0,,,,1.0,1.0,0.0,,,,,,,,,,,,
136,PT02M56.00S,2021-12-23T01:29:59.8Z,1,REGULAR,foul,personal,['2freethrow'],1630528,,,1610612749,15,21,2021-12-23T01:33:02Z,1350000,,,0,,J. Christopher shooting personal FOUL (1 PF) (Middleton 2 FT),"[1630528, 203114]",1610612745.0,HOU,shooting,,,Christopher,J. Christopher,,,,,,,,,2530.0,,,,,1.0,0.0,Middleton,203114.0,,,,,,,,
138,PT02M56.00S,2021-12-23T01:30:22.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,15,21,2021-12-23T01:30:22Z,1370000,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT02M56.00S,2021-12-23T01:32:23.0Z,1,REGULAR,substitution,out,[],203648,,,1610612749,15,21,2021-12-23T01:32:57Z,1380000,,,0,,SUB out: T. Antetokounmpo,[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT02M56.00S,2021-12-23T01:32:23.0Z,1,REGULAR,substitution,out,[],201569,,,1610612749,15,21,2021-12-23T01:32:57Z,1390000,,,0,,SUB out: E. Gordon,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT02M56.00S,2021-12-23T01:32:23.0Z,1,REGULAR,substitution,out,[],1629726,,,1610612749,15,21,2021-12-23T01:32:57Z,1400000,,,0,,SUB out: G. Mathews,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT02M56.00S,2021-12-23T01:32:23.0Z,1,REGULAR,substitution,in,[],1626192,,,1610612749,15,21,2021-12-23T01:32:57Z,1410000,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT02M56.00S,2021-12-23T01:32:23.0Z,1,REGULAR,substitution,in,[],201571,,,1610612749,15,21,2021-12-23T01:32:57Z,1420000,,,0,,SUB in: D. Augustin,[201571],1610612745.0,HOU,,,,Augustin,D. Augustin,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT02M56.00S,2021-12-23T01:32:23.0Z,1,REGULAR,substitution,in,[],1630231,,,1610612749,15,21,2021-12-23T01:32:57Z,1430000,,,0,,SUB in: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT02M56.00S,2021-12-23T01:33:08.3Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],203114,,,1610612749,16,21,2021-12-23T01:33:08Z,1440000,,,0,,K. Middleton Free Throw 1 of 2 (3 PTS),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,Made,,3.0,,,,,,,,,,,,,,,,,
146,PT02M56.00S,2021-12-23T01:33:20.6Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],203114,,,1610612749,17,21,2021-12-23T01:33:20Z,1450000,,,0,,K. Middleton Free Throw 2 of 2 (4 PTS),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,Made,,4.0,,,,,,,,,,,,,,,,,
147,PT02M41.00S,2021-12-23T01:33:41.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628400,,,1610612745,17,21,2021-12-23T01:33:51Z,1460000,,,0,,S. Ojeleye shooting personal FOUL (2 PF) (Wood 2 FT),"[1628400, 1626174]",1610612749.0,MIL,shooting,,,Ojeleye,S. Ojeleye,,,,,,,,,2530.0,,,,,2.0,0.0,Wood,1626174.0,,,,,,,,
149,PT02M41.00S,2021-12-23T01:34:03.4Z,1,REGULAR,freethrow,1 of 2,[],1626174,,,1610612745,17,21,2021-12-23T01:34:03Z,1480000,,,0,,MISS C. Wood Free Throw 1 of 2,[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,Missed,,,,,,,,,,,,,,,,,,,
150,PT02M41.00S,2021-12-23T01:34:03.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,17,21,2021-12-23T01:34:03Z,1490000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,149.0,,,,,,,,,,,,,,,,,,
151,PT02M41.00S,2021-12-23T01:34:18.3Z,1,REGULAR,freethrow,2 of 2,[],1626174,,,1610612745,17,22,2021-12-23T01:34:18Z,1500000,,,0,,C. Wood Free Throw 2 of 2 (8 PTS),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,Made,,8.0,,,,,,,,,,,,,,,,,
152,PT02M21.00S,2021-12-23T01:34:38.7Z,1,REGULAR,2pt,Jump Shot,[],1629670,26.10052562417871,23.03921568627451,1610612749,17,22,2021-12-23T01:34:43Z,1510000,135.0,193.0,1,left,MISS J. Nwora 23' step back Shot,[1629670],1610612749.0,MIL,step back,,,Nwora,J. Nwora,,,,,23.53,Missed,,,,,,,,,,,,,,,,,,,
153,PT02M17.00S,2021-12-23T01:34:42.7Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,17,22,2021-12-23T01:37:28Z,1520000,,,0,,A. Sengun REBOUND (Off:0 Def:2),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,152.0,,,,2.0,2.0,0.0,,,,,,,,,,,,
154,PT02M13.00S,2021-12-23T01:34:47.1Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1626174,91.59001314060447,39.935661764705884,1610612745,17,24,2021-12-23T01:37:56Z,1530000,-50.0,27.0,1,right,C. Wood driving floating Jump Shot (10 PTS),[1626174],1610612745.0,HOU,driving floating,,,Wood,C. Wood,,,,,5.69,Made,,10.0,,,,,,,,,,,,,,,,,
155,PT02M05.00S,2021-12-23T01:34:54.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203114,7.835085413929041,47.05882352941176,1610612749,17,24,2021-12-23T01:35:04Z,1540000,15.0,21.0,1,left,MISS K. Middleton driving Layup,[203114],1610612749.0,MIL,driving,,,Middleton,K. Middleton,,,,,2.57,Missed,,,,,,,,,,,,,,,,,,,
156,PT02M05.00S,2021-12-23T01:34:54.8Z,1,REGULAR,rebound,offensive,[],1629670,,,1610612749,17,24,2021-12-23T01:35:04Z,1550000,,,0,,J. Nwora REBOUND (Off:1 Def:0),[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,155.0,,,,1.0,0.0,1.0,,,,,,,,,,,,
157,PT02M00.00S,2021-12-23T01:34:59.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629670,5.590000152587891,50.0,1610612749,19,24,2021-12-23T01:34:59Z,1560000,0.0,0.0,1,left,J. Nwora tip Layup (5 PTS),[1629670],1610612749.0,MIL,tip,,,Nwora,J. Nwora,,,,,0.0,Made,,5.0,,,,,,,,,,,,,,,,,
158,PT01M54.00S,2021-12-23T01:35:09.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612745,19,24,2021-12-23T01:35:09Z,1570000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT01M54.00S,2021-12-23T01:35:11.5Z,1,REGULAR,substitution,out,[],1629670,,,1610612745,19,24,2021-12-23T01:35:24Z,1580000,,,0,,SUB out: J. Nwora,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT01M54.00S,2021-12-23T01:35:11.5Z,1,REGULAR,substitution,out,[],1628400,,,1610612745,19,24,2021-12-23T01:35:24Z,1590000,,,0,,SUB out: S. Ojeleye,[1628400],1610612749.0,MIL,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT01M54.00S,2021-12-23T01:35:11.5Z,1,REGULAR,substitution,out,[],1626174,,,1610612745,19,24,2021-12-23T01:35:24Z,1600000,,,0,,SUB out: C. Wood,[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT01M54.00S,2021-12-23T01:35:11.5Z,1,REGULAR,substitution,in,[],201950,,,1610612745,19,24,2021-12-23T01:35:24Z,1610000,,,0,,SUB in: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT01M54.00S,2021-12-23T01:35:11.5Z,1,REGULAR,substitution,in,[],202083,,,1610612745,19,24,2021-12-23T01:35:24Z,1620000,,,0,,SUB in: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT01M54.00S,2021-12-23T01:35:11.5Z,1,REGULAR,substitution,in,[],1630256,,,1610612745,19,24,2021-12-23T01:35:24Z,1630000,,,0,,SUB in: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT01M37.00S,2021-12-23T01:35:43.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630256,92.19776609724047,52.94117647058824,1610612745,19,24,2021-12-23T01:35:48Z,1640000,15.0,21.0,1,right,MISS J. Tate Layup,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,2.55,Missed,,,,,,,,,,,,,,,,,,,
166,PT01M37.00S,2021-12-23T01:35:43.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612745,19,24,2021-12-23T01:35:48Z,1650000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,165.0,,,,,,,,,,,,,,,,,,
167,PT01M37.00S,2021-12-23T01:35:49.4Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612745,19,24,2021-12-23T01:35:49Z,1660000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT01M24.00S,2021-12-23T01:36:10.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630256,76.5604467805519,88.48039215686273,1610612745,19,24,2021-12-23T01:36:14Z,1670000,192.0,168.0,1,right,MISS J. Tate 25' 3PT,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,25.53,Missed,,,,,,,,,,,,,,,,,,,
169,PT01M20.00S,2021-12-23T01:36:14.2Z,1,REGULAR,rebound,defensive,[],201588,,,1610612749,19,24,2021-12-23T01:36:14Z,1680000,,,0,,G. Hill REBOUND (Off:0 Def:1),[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,168.0,,,,1.0,1.0,0.0,,,,,,,,,,,,
170,PT01M09.00S,2021-12-23T01:36:25.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202083,8.492115637319317,50.49019607843137,1610612749,21,24,2021-12-23T01:36:31Z,1690000,-2.0,27.0,1,left,W. Matthews driving reverse Layup (2 PTS),[202083],1610612749.0,MIL,driving reverse,,,Matthews,W. Matthews,,,,,2.74,Made,,2.0,,,,,,,,,,,,,,,,,
171,PT01M01.00S,2021-12-23T01:36:33.5Z,1,REGULAR,3pt,Jump Shot,[],1630231,70.64717477003943,75.98039215686273,1610612745,21,24,2021-12-23T01:36:41Z,1700000,130.0,223.0,1,right,MISS K. Martin Jr. 25' 3PT,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,25.84,Missed,,,,,,,,,,,,,,,,,,,
172,PT00M59.60S,2021-12-23T01:36:34.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612749,21,24,2021-12-23T01:36:53Z,1710000,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,171.0,,,,,,,,,,,,,,,,,,
173,PT00M59.60S,2021-12-23T01:36:38.8Z,1,REGULAR,foul,personal,[],1630256,,,1610612749,21,24,2021-12-23T01:37:21Z,1720000,,,0,,J. Tate loose ball personal FOUL (2 PF),"[1630256, 203114]",1610612745.0,HOU,loose ball,,,Tate,J. Tate,,,,,,,,,1628172.0,,,,,2.0,0.0,Middleton,203114.0,,,,,,,,
175,PT00M45.10S,2021-12-23T01:37:04.8Z,1,REGULAR,3pt,Jump Shot,[],201588,12.565703022339028,95.58823529411765,1610612749,21,24,2021-12-23T01:37:11Z,1740000,-228.0,66.0,1,left,MISS G. Hill 3PT,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,23.72,Missed,,,,,,,,,,,,,,,,,,,
176,PT00M42.00S,2021-12-23T01:37:08.4Z,1,REGULAR,rebound,offensive,[],1626192,,,1610612749,21,24,2021-12-23T01:37:08Z,1750000,,,0,,P. Connaughton REBOUND (Off:1 Def:1),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,175.0,,,,2.0,1.0,1.0,,,,,,,,,,,,
177,PT00M42.00S,2021-12-23T01:37:10.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630528,,,1610612749,21,24,2021-12-23T01:37:28Z,1760000,,,0,,J. Christopher shooting personal FOUL (2 PF) (Middleton 2 FT),"[1630528, 203114]",1610612745.0,HOU,shooting,,,Christopher,J. Christopher,,,,,,,,,203591.0,,,,,2.0,0.0,Middleton,203114.0,,,,,,,,
