actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2021-12-02T01:10:00.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2021-12-02T01:10:00Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2021-12-02T01:10:02.8Z,1,REGULAR,jumpball,recovered,[],203507,,,1610612749,0,0,2021-12-02T01:10:02Z,40000,,,0,,Jump Ball B. Portis vs. P. Washington: Tip to G. Antetokounmpo,"[203507, 1626171, 1629023]",1610612749.0,MIL,startperiod,G. Antetokounmpo,203507.0,Antetokounmpo,G. Antetokounmpo,Portis,1626171.0,Washington,1629023.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2021-12-02T01:10:18.3Z,1,REGULAR,3pt,Jump Shot,[],203114,32.276609724047304,66.91176470588235,1610612749,0,0,2021-12-02T01:10:24Z,70000,-85.0,251.0,1,left,MISS K. Middleton 26' 3PT,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,26.48,Missed,,,,,,,,,,,,,,,,,,,
8,PT11M36.00S,2021-12-02T01:10:23.3Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,0,0,2021-12-02T01:10:24Z,80000,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
9,PT11M31.00S,2021-12-02T01:10:27.9Z,1,REGULAR,2pt,Hook,[],1629023,93.24901445466492,68.87254901960785,1610612766,0,0,2021-12-02T01:10:36Z,90000,94.0,11.0,1,right,MISS P. Washington 9' turnaround Hook,[1629023],1610612766.0,CHA,turnaround,,,Washington,P. Washington,,,,,9.5,Missed,,,,,,,,,,,,,,,,,,,
10,PT11M29.00S,2021-12-02T01:10:29.9Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,0,0,2021-12-02T01:10:36Z,100000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
11,PT11M24.00S,2021-12-02T01:10:35.2Z,1,REGULAR,3pt,Jump Shot,[],1626171,8.360709592641262,2.696078431372549,1610612749,0,0,2021-12-02T01:10:45Z,110000,237.0,26.0,1,left,MISS B. Portis 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,23.79,Missed,,,,,,,,,,,,,,,,,,,
12,PT11M21.00S,2021-12-02T01:10:38.2Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,0,0,2021-12-02T01:10:45Z,120000,,,0,,M. Bridges REBOUND (Off:0 Def:2),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,11.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
13,PT11M16.00S,2021-12-02T01:10:44.0Z,1,REGULAR,2pt,Jump Shot,[],202330,81.68528252299606,20.588235294117645,1610612766,0,2,2021-12-02T01:11:23Z,130000,-147.0,120.0,1,right,G. Hayward 18' step back Jump Shot (2 PTS) (L. Ball 1 AST),"[202330, 1630163]",1610612766.0,CHA,step back,,,Hayward,G. Hayward,,,,,18.96,Made,,,,,2.0,L. Ball,1630163.0,1.0,,,,,,,,,,,
15,PT11M02.00S,2021-12-02T01:10:56.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201950,8.229303547963205,54.41176470588235,1610612749,0,2,2021-12-02T01:11:06Z,150000,-22.0,25.0,1,left,MISS J. Holiday driving Layup,[201950],1610612749.0,MIL,driving,,,Holiday,J. Holiday,,,,,3.33,Missed,,,,,,,,,,,,,,,,,,,
